Store,Reference Number,Pieces,Delivery_date,Status
1516,98812347,1,10/25/2024,DELIVERED
4112,98812357,1,10/25/2024,DELIVERED
1259,98812358,1,10/25/2024,DELIVERED
1282,98812352,1,10/25/2024,DELIVERED
1113,98812359,1,10/25/2024,DELIVERED
3492,98812360,1,10/25/2024,DELIVERED
3383,98812366,1,10/25/2024,DELIVERED
1192,98812367,1,10/25/2024,DELIVERED
3567,98812368,1,10/25/2024,DELIVERED
5808,98812370,1,10/25/2024,DELIVERED
1296,98812371,1,10/25/2024,DELIVERED
3283,98812372,1,10/25/2024,DELIVERED
3518,98812373,1,10/25/2024,DELIVERED
1221,98812374,1,10/25/2024,DELIVERED
4187,98812376,1,10/25/2024,DELIVERED
1271,98812377,1,10/25/2024,DELIVERED
2765,98812378,1,10/25/2024,DELIVERED
5216,98812381,1,10/25/2024,DELIVERED
4215,98812383,1,10/25/2024,DELIVERED
5713,98812384,1,10/25/2024,DELIVERED
5165,98812386,1,10/25/2024,DELIVERED
4321,98812385,1,10/25/2024,DELIVERED
3731,98812387,1,10/25/2024,DELIVERED
3103,98812388,1,10/25/2024,DELIVERED
6469,98812390,1,10/25/2024,DELIVERED
3428,98812391,1,10/25/2024,DELIVERED
2939,98812392,1,10/25/2024,DELIVERED
3059,98812393,1,10/25/2024,DELIVERED
3423,98812395,1,10/25/2024,DELIVERED
3886,98812396,1,10/25/2024,DELIVERED
3060,98812397,1,10/25/2024,DELIVERED
2428,98812334,1,10/25/2024,DELIVERED
1710,98812335,1,10/25/2024,DELIVERED
1507,98812336,1,10/25/2024,DELIVERED
2690,98812344,1,10/25/2024,DELIVERED
2004,98812341,1,10/25/2024,DELIVERED
1100,98812345,1,10/25/2024,DELIVERED
4506,98812318,1,10/25/2024,DELIVERED
4440,98812314,1,10/25/2024,DELIVERED
7199,98812303,1,10/25/2024,DELIVERED
4521,98812296,1,10/25/2024,DELIVERED
1164,98812234,1,10/25/2024,DELIVERED
1872,98812242,1,10/25/2024,DELIVERED
2455,98812243,1,10/25/2024,DELIVERED
1457,98812204,1,10/25/2024,DELIVERED
1183,98812187,1,10/25/2024,DELIVERED
881,98812172,1,10/25/2024,DELIVERED
511,98812138,1,10/25/2024,DELIVERED
628,98812098,1,10/25/2024,DELIVERED
2070,1250975,1,10/25/2024,DELIVERED
2071,1250976,1,10/25/2024,DELIVERED
2074,1250977,1,10/25/2024,DELIVERED
2188,1250978,1,10/25/2024,DELIVERED
2710,1250979,1,10/25/2024,DELIVERED
4359,1250981,1,10/25/2024,DELIVERED
4474,1250982,1,10/25/2024,DELIVERED
1,1250974,1,10/25/2024,DELIVERED
4,1250887,1,10/25/2024,DELIVERED
7,1250889,1,10/25/2024,DELIVERED
16,1250892,1,10/25/2024,DELIVERED
24,1250894,1,10/25/2024,DELIVERED
31,1250895,1,10/25/2024,DELIVERED
36,1250897,1,10/25/2024,DELIVERED
45,1250899,1,10/25/2024,DELIVERED
47,1250900,1,10/25/2024,DELIVERED
52,1250902,1,10/25/2024,DELIVERED
54,1250903,1,10/25/2024,DELIVERED
62,1250907,1,10/25/2024,DELIVERED
74,1250913,1,10/25/2024,DELIVERED
81,1250915,1,10/25/2024,DELIVERED
100,1250919,1,10/25/2024,DELIVERED
126,1250925,1,10/25/2024,DELIVERED
128,1250927,1,10/25/2024,DELIVERED
141,1250929,1,10/25/2024,DELIVERED
144,1250930,1,10/25/2024,DELIVERED
169,1250934,1,10/25/2024,DELIVERED
229,1250937,1,10/25/2024,DELIVERED
261,1250939,1,10/25/2024,DELIVERED
276,1250940,1,10/25/2024,DELIVERED
358,1250949,1,10/25/2024,DELIVERED
359,1250950,1,10/25/2024,DELIVERED
388,1250952,1,10/25/2024,DELIVERED
1105,1250958,1,10/25/2024,DELIVERED
2587,1250962,1,10/25/2024,DELIVERED
4108,1250966,1,10/25/2024,DELIVERED
4460,1250968,1,10/25/2024,DELIVERED
5244,1250969,1,10/25/2024,DELIVERED
5260,1250970,1,10/25/2024,DELIVERED
5261,1250971,1,10/25/2024,DELIVERED
5706,1250973,1,10/25/2024,DELIVERED
2321,1250986,1,10/25/2024,DELIVERED
2473,1250987,1,10/25/2024,DELIVERED
3290,1250988,1,10/25/2024,DELIVERED
1822,1250992,1,10/25/2024,DELIVERED
2026,1250994,1,10/25/2024,DELIVERED
2072,1250996,1,10/25/2024,DELIVERED
2240,1250998,1,10/25/2024,DELIVERED
2423,1251001,1,10/25/2024,DELIVERED
2449,1251002,1,10/25/2024,DELIVERED
2721,1251004,1,10/25/2024,DELIVERED
3693,1251005,1,10/25/2024,DELIVERED
5793,1251007,1,10/25/2024,DELIVERED
5802,1251008,1,10/25/2024,DELIVERED
5803,1251009,1,10/25/2024,DELIVERED
9,1251011,1,10/25/2024,DELIVERED
10,1251012,1,10/25/2024,DELIVERED
12,1251013,1,10/25/2024,DELIVERED
13,1251014,1,10/25/2024,DELIVERED
14,1251015,1,10/25/2024,DELIVERED
15,1251016,1,10/25/2024,DELIVERED
17,1251017,1,10/25/2024,DELIVERED
19,1251018,1,10/25/2024,DELIVERED
21,1251020,1,10/25/2024,DELIVERED
22,1251021,1,10/25/2024,DELIVERED
27,1251025,1,10/25/2024,DELIVERED
29,1251027,1,10/25/2024,DELIVERED
30,1251028,1,10/25/2024,DELIVERED
32,1251029,1,10/25/2024,DELIVERED
37,1251032,1,10/25/2024,DELIVERED
42,1251036,1,10/25/2024,DELIVERED
43,1251037,1,10/25/2024,DELIVERED
44,1251038,1,10/25/2024,DELIVERED
48,1251040,1,10/25/2024,DELIVERED
50,1251041,1,10/25/2024,DELIVERED
51,1251042,1,10/25/2024,DELIVERED
56,1251043,1,10/25/2024,DELIVERED
59,1251044,1,10/25/2024,DELIVERED
60,1251045,1,10/25/2024,DELIVERED
61,1251046,1,10/25/2024,DELIVERED
63,1251047,1,10/25/2024,DELIVERED
65,1251049,1,10/25/2024,DELIVERED
69,1251050,1,10/25/2024,DELIVERED
73,1251052,1,10/25/2024,DELIVERED
75,1251053,1,10/25/2024,DELIVERED
77,1251054,1,10/25/2024,DELIVERED
78,1251055,1,10/25/2024,DELIVERED
79,1251056,1,10/25/2024,DELIVERED
80,1251057,1,10/25/2024,DELIVERED
82,1251058,1,10/25/2024,DELIVERED
86,1251059,1,10/25/2024,DELIVERED
88,1251061,1,10/25/2024,DELIVERED
89,1251062,1,10/25/2024,DELIVERED
90,1251063,1,10/25/2024,DELIVERED
92,1251064,1,10/25/2024,DELIVERED
93,1251065,1,10/25/2024,DELIVERED
94,1251066,1,10/25/2024,DELIVERED
95,1251067,1,10/25/2024,DELIVERED
97,1251069,1,10/25/2024,DELIVERED
99,1251071,1,10/25/2024,DELIVERED
101,1251072,1,10/25/2024,DELIVERED
104,1251074,1,10/25/2024,DELIVERED
110,1251079,1,10/25/2024,DELIVERED
121,1251086,1,10/25/2024,DELIVERED
130,1251090,1,10/25/2024,DELIVERED
135,1251094,1,10/25/2024,DELIVERED
136,1251095,1,10/25/2024,DELIVERED
138,1251097,1,10/25/2024,DELIVERED
145,1251101,1,10/25/2024,DELIVERED
152,1251108,1,10/25/2024,DELIVERED
159,1251112,1,10/25/2024,DELIVERED
166,1251118,1,10/25/2024,DELIVERED
168,1251119,1,10/25/2024,DELIVERED
172,1251121,1,10/25/2024,DELIVERED
173,1251122,1,10/25/2024,DELIVERED
174,1251123,1,10/25/2024,DELIVERED
179,1251128,1,10/25/2024,DELIVERED
184,1251131,1,10/25/2024,DELIVERED
185,1251132,1,10/25/2024,DELIVERED
192,1251136,1,10/25/2024,DELIVERED
194,1251137,1,10/25/2024,DELIVERED
195,1251138,1,10/25/2024,DELIVERED
196,1251139,1,10/25/2024,DELIVERED
198,1251141,1,10/25/2024,DELIVERED
201,1251144,1,10/25/2024,DELIVERED
202,1251145,1,10/25/2024,DELIVERED
206,1251147,1,10/25/2024,DELIVERED
211,1251150,1,10/25/2024,DELIVERED
216,1251154,1,10/25/2024,DELIVERED
219,1251157,1,10/25/2024,DELIVERED
222,1251160,1,10/25/2024,DELIVERED
224,1251161,1,10/25/2024,DELIVERED
233,1251168,1,10/25/2024,DELIVERED
234,1251169,1,10/25/2024,DELIVERED
237,1251171,1,10/25/2024,DELIVERED
238,1251172,1,10/25/2024,DELIVERED
243,1251175,1,10/25/2024,DELIVERED
247,1251178,1,10/25/2024,DELIVERED
250,1251181,1,10/25/2024,DELIVERED
251,1251182,1,10/25/2024,DELIVERED
252,1251183,1,10/25/2024,DELIVERED
254,1251185,1,10/25/2024,DELIVERED
256,1251186,1,10/25/2024,DELIVERED
264,1251192,1,10/25/2024,DELIVERED
265,1251193,1,10/25/2024,DELIVERED
267,1251195,1,10/25/2024,DELIVERED
271,1251198,1,10/25/2024,DELIVERED
272,1251199,1,10/25/2024,DELIVERED
283,1251207,1,10/25/2024,DELIVERED
284,1251208,1,10/25/2024,DELIVERED
290,1251212,1,10/25/2024,DELIVERED
292,1251213,1,10/25/2024,DELIVERED
295,1251216,1,10/25/2024,DELIVERED
302,1251219,1,10/25/2024,DELIVERED
310,1251225,1,10/25/2024,DELIVERED
312,1251227,1,10/25/2024,DELIVERED
313,1251228,1,10/25/2024,DELIVERED
319,1251230,1,10/25/2024,DELIVERED
320,1251231,1,10/25/2024,DELIVERED
324,1251235,1,10/25/2024,DELIVERED
325,1251236,1,10/25/2024,DELIVERED
326,1251237,1,10/25/2024,DELIVERED
328,1251238,1,10/25/2024,DELIVERED
331,1251240,1,10/25/2024,DELIVERED
334,1251242,1,10/25/2024,DELIVERED
337,1251244,1,10/25/2024,DELIVERED
340,1251246,1,10/25/2024,DELIVERED
342,1251248,1,10/25/2024,DELIVERED
344,1251250,1,10/25/2024,DELIVERED
352,1251254,1,10/25/2024,DELIVERED
353,1251255,1,10/25/2024,DELIVERED
354,1251256,1,10/25/2024,DELIVERED
357,1251257,1,10/25/2024,DELIVERED
360,1251258,1,10/25/2024,DELIVERED
361,1251259,1,10/25/2024,DELIVERED
363,1251260,1,10/25/2024,DELIVERED
366,1251262,1,10/25/2024,DELIVERED
368,1251263,1,10/25/2024,DELIVERED
374,1251265,1,10/25/2024,DELIVERED
378,1251267,1,10/25/2024,DELIVERED
379,1251268,1,10/25/2024,DELIVERED
382,1251270,1,10/25/2024,DELIVERED
383,1251271,1,10/25/2024,DELIVERED
386,1251274,1,10/25/2024,DELIVERED
389,1251276,1,10/25/2024,DELIVERED
404,1251286,1,10/25/2024,DELIVERED
405,1251287,1,10/25/2024,DELIVERED
406,1251288,1,10/25/2024,DELIVERED
407,1251289,1,10/25/2024,DELIVERED
408,1251290,1,10/25/2024,DELIVERED
416,1251296,1,10/25/2024,DELIVERED
420,1251299,1,10/25/2024,DELIVERED
422,1251301,1,10/25/2024,DELIVERED
426,1251302,1,10/25/2024,DELIVERED
435,1251307,1,10/25/2024,DELIVERED
436,1251308,1,10/25/2024,DELIVERED
437,1251309,1,10/25/2024,DELIVERED
438,1251310,1,10/25/2024,DELIVERED
440,1251311,1,10/25/2024,DELIVERED
442,1251312,1,10/25/2024,DELIVERED
444,1251314,1,10/25/2024,DELIVERED
449,1251319,1,10/25/2024,DELIVERED
451,1251321,1,10/25/2024,DELIVERED
454,1251323,1,10/25/2024,DELIVERED
457,1251324,1,10/25/2024,DELIVERED
458,1251325,1,10/25/2024,DELIVERED
459,1251326,1,10/25/2024,DELIVERED
462,1251328,1,10/25/2024,DELIVERED
463,1251329,1,10/25/2024,DELIVERED
469,1251334,1,10/25/2024,DELIVERED
472,1251337,1,10/25/2024,DELIVERED
475,1251339,1,10/25/2024,DELIVERED
476,1251340,1,10/25/2024,DELIVERED
477,1251341,1,10/25/2024,DELIVERED
480,1251344,1,10/25/2024,DELIVERED
482,1251346,1,10/25/2024,DELIVERED
485,1251348,1,10/25/2024,DELIVERED
486,1251349,1,10/25/2024,DELIVERED
490,1251352,1,10/25/2024,DELIVERED
498,1251357,1,10/25/2024,DELIVERED
499,1251358,1,10/25/2024,DELIVERED
504,1251362,1,10/25/2024,DELIVERED
505,1251363,1,10/25/2024,DELIVERED
506,1251364,1,10/25/2024,DELIVERED
521,1251373,1,10/25/2024,DELIVERED
522,1251374,1,10/25/2024,DELIVERED
527,1251377,1,10/25/2024,DELIVERED
529,1251379,1,10/25/2024,DELIVERED
535,1251383,1,10/25/2024,DELIVERED
536,1251384,1,10/25/2024,DELIVERED
539,1251386,1,10/25/2024,DELIVERED
541,1251388,1,10/25/2024,DELIVERED
542,1251389,1,10/25/2024,DELIVERED
543,1251390,1,10/25/2024,DELIVERED
544,1251391,1,10/25/2024,DELIVERED
551,1251396,1,10/25/2024,DELIVERED
553,1251397,1,10/25/2024,DELIVERED
555,1251398,1,10/25/2024,DELIVERED
557,1251399,1,10/25/2024,DELIVERED
560,1251400,1,10/25/2024,DELIVERED
561,1251401,1,10/25/2024,DELIVERED
563,1251402,1,10/25/2024,DELIVERED
573,1251409,1,10/25/2024,DELIVERED
576,1251411,1,10/25/2024,DELIVERED
579,1251413,1,10/25/2024,DELIVERED
580,1251414,1,10/25/2024,DELIVERED
581,1251415,1,10/25/2024,DELIVERED
582,1251416,1,10/25/2024,DELIVERED
585,1251417,1,10/25/2024,DELIVERED
596,1251421,1,10/25/2024,DELIVERED
605,1251426,1,10/25/2024,DELIVERED
609,1251428,1,10/25/2024,DELIVERED
611,1251430,1,10/25/2024,DELIVERED
613,1251432,1,10/25/2024,DELIVERED
614,1251433,1,10/25/2024,DELIVERED
615,1251434,1,10/25/2024,DELIVERED
619,1251437,1,10/25/2024,DELIVERED
622,1251438,1,10/25/2024,DELIVERED
637,1251442,1,10/25/2024,DELIVERED
638,1251443,1,10/25/2024,DELIVERED
648,1251447,1,10/25/2024,DELIVERED
649,1251448,1,10/25/2024,DELIVERED
651,1251449,1,10/25/2024,DELIVERED
663,1251455,1,10/25/2024,DELIVERED
666,1251456,1,10/25/2024,DELIVERED
673,1251461,1,10/25/2024,DELIVERED
677,1251464,1,10/25/2024,DELIVERED
682,1251465,1,10/25/2024,DELIVERED
698,1251471,1,10/25/2024,DELIVERED
718,1251480,1,10/25/2024,DELIVERED
725,1251483,1,10/25/2024,DELIVERED
727,1251484,1,10/25/2024,DELIVERED
737,1251487,1,10/25/2024,DELIVERED
743,1251489,1,10/25/2024,DELIVERED
746,1251492,1,10/25/2024,DELIVERED
749,1251494,1,10/25/2024,DELIVERED
750,1251495,1,10/25/2024,DELIVERED
751,1251496,1,10/25/2024,DELIVERED
753,1251498,1,10/25/2024,DELIVERED
754,1251499,1,10/25/2024,DELIVERED
756,1251500,1,10/25/2024,DELIVERED
759,1251502,1,10/25/2024,DELIVERED
761,1251503,1,10/25/2024,DELIVERED
765,1251504,1,10/25/2024,DELIVERED
771,1251508,1,10/25/2024,DELIVERED
773,1251510,1,10/25/2024,DELIVERED
774,1251511,1,10/25/2024,DELIVERED
776,1251513,1,10/25/2024,DELIVERED
777,1251514,1,10/25/2024,DELIVERED
780,1251517,1,10/25/2024,DELIVERED
781,1251518,1,10/25/2024,DELIVERED
784,1251521,1,10/25/2024,DELIVERED
789,1251524,1,10/25/2024,DELIVERED
790,1251525,1,10/25/2024,DELIVERED
791,1251526,1,10/25/2024,DELIVERED
797,1251529,1,10/25/2024,DELIVERED
798,1251530,1,10/25/2024,DELIVERED
801,1251532,1,10/25/2024,DELIVERED
802,1251533,1,10/25/2024,DELIVERED
804,1251535,1,10/25/2024,DELIVERED
805,1251536,1,10/25/2024,DELIVERED
808,1251539,1,10/25/2024,DELIVERED
810,1251540,1,10/25/2024,DELIVERED
811,1251541,1,10/25/2024,DELIVERED
814,1251543,1,10/25/2024,DELIVERED
815,1251544,1,10/25/2024,DELIVERED
817,1251545,1,10/25/2024,DELIVERED
823,1251549,1,10/25/2024,DELIVERED
828,1251551,1,10/25/2024,DELIVERED
836,1251555,1,10/25/2024,DELIVERED
837,1251556,1,10/25/2024,DELIVERED
838,1251557,1,10/25/2024,DELIVERED
845,1251562,1,10/25/2024,DELIVERED
847,1251564,1,10/25/2024,DELIVERED
853,1251569,1,10/25/2024,DELIVERED
857,1251573,1,10/25/2024,DELIVERED
858,1251574,1,10/25/2024,DELIVERED
859,1251575,1,10/25/2024,DELIVERED
860,1251576,1,10/25/2024,DELIVERED
864,1251577,1,10/25/2024,DELIVERED
865,1251578,1,10/25/2024,DELIVERED
866,1251579,1,10/25/2024,DELIVERED
867,1251580,1,10/25/2024,DELIVERED
868,1251581,1,10/25/2024,DELIVERED
871,1251584,1,10/25/2024,DELIVERED
872,1251585,1,10/25/2024,DELIVERED
877,1251588,1,10/25/2024,DELIVERED
878,1251589,1,10/25/2024,DELIVERED
880,1251591,1,10/25/2024,DELIVERED
882,1251592,1,10/25/2024,DELIVERED
890,1251597,1,10/25/2024,DELIVERED
894,1251601,1,10/25/2024,DELIVERED
895,1251602,1,10/25/2024,DELIVERED
896,1251603,1,10/25/2024,DELIVERED
898,1251605,1,10/25/2024,DELIVERED
899,1251606,1,10/25/2024,DELIVERED
901,1251607,1,10/25/2024,DELIVERED
904,1251609,1,10/25/2024,DELIVERED
907,1251611,1,10/25/2024,DELIVERED
908,1251612,1,10/25/2024,DELIVERED
909,1251613,1,10/25/2024,DELIVERED
910,1251614,1,10/25/2024,DELIVERED
911,1251615,1,10/25/2024,DELIVERED
912,1251616,1,10/25/2024,DELIVERED
914,1251618,1,10/25/2024,DELIVERED
919,1251622,1,10/25/2024,DELIVERED
928,1251628,1,10/25/2024,DELIVERED
929,1251629,1,10/25/2024,DELIVERED
931,1251630,1,10/25/2024,DELIVERED
934,1251633,1,10/25/2024,DELIVERED
939,1251637,1,10/25/2024,DELIVERED
942,1251640,1,10/25/2024,DELIVERED
943,1251641,1,10/25/2024,DELIVERED
944,1251642,1,10/25/2024,DELIVERED
948,1251644,1,10/25/2024,DELIVERED
952,1251647,1,10/25/2024,DELIVERED
953,1251648,1,10/25/2024,DELIVERED
955,1251649,1,10/25/2024,DELIVERED
956,1251650,1,10/25/2024,DELIVERED
958,1251652,1,10/25/2024,DELIVERED
963,1251657,1,10/25/2024,DELIVERED
967,1251660,1,10/25/2024,DELIVERED
968,1251661,1,10/25/2024,DELIVERED
969,1251662,1,10/25/2024,DELIVERED
970,1251663,1,10/25/2024,DELIVERED
971,1251664,1,10/25/2024,DELIVERED
973,1251666,1,10/25/2024,DELIVERED
974,1251667,1,10/25/2024,DELIVERED
975,1251668,1,10/25/2024,DELIVERED
977,1251670,1,10/25/2024,DELIVERED
982,1251673,1,10/25/2024,DELIVERED
985,1251675,1,10/25/2024,DELIVERED
989,1251679,1,10/25/2024,DELIVERED
990,1251680,1,10/25/2024,DELIVERED
991,1251681,1,10/25/2024,DELIVERED
992,1251682,1,10/25/2024,DELIVERED
994,1251683,1,10/25/2024,DELIVERED
996,1251685,1,10/25/2024,DELIVERED
1007,1251692,1,10/25/2024,DELIVERED
1008,1251693,1,10/25/2024,DELIVERED
1009,1251694,1,10/25/2024,DELIVERED
1010,1251695,1,10/25/2024,DELIVERED
1011,1251696,1,10/25/2024,DELIVERED
1012,1251697,1,10/25/2024,DELIVERED
1014,1251699,1,10/25/2024,DELIVERED
1016,1251701,1,10/25/2024,DELIVERED
1018,1251702,1,10/25/2024,DELIVERED
1021,1251705,1,10/25/2024,DELIVERED
1024,1251708,1,10/25/2024,DELIVERED
1027,1251710,1,10/25/2024,DELIVERED
1030,1251713,1,10/25/2024,DELIVERED
1034,1251716,1,10/25/2024,DELIVERED
1036,1251717,1,10/25/2024,DELIVERED
1038,1251718,1,10/25/2024,DELIVERED
1042,1251720,1,10/25/2024,DELIVERED
1045,1251723,1,10/25/2024,DELIVERED
1054,1251725,1,10/25/2024,DELIVERED
1055,1251726,1,10/25/2024,DELIVERED
1056,1251727,1,10/25/2024,DELIVERED
1060,1251729,1,10/25/2024,DELIVERED
1061,1251730,1,10/25/2024,DELIVERED
1063,1251732,1,10/25/2024,DELIVERED
1064,1251733,1,10/25/2024,DELIVERED
1066,1251734,1,10/25/2024,DELIVERED
1068,1251736,1,10/25/2024,DELIVERED
1071,1251738,1,10/25/2024,DELIVERED
1075,1251741,1,10/25/2024,DELIVERED
1076,1251742,1,10/25/2024,DELIVERED
1079,1251745,1,10/25/2024,DELIVERED
1082,1251747,1,10/25/2024,DELIVERED
1083,1251748,1,10/25/2024,DELIVERED
1084,1251749,1,10/25/2024,DELIVERED
1085,1251750,1,10/25/2024,DELIVERED
1086,1251751,1,10/25/2024,DELIVERED
1087,1251752,1,10/25/2024,DELIVERED
1089,1251754,1,10/25/2024,DELIVERED
1090,1251755,1,10/25/2024,DELIVERED
1091,1251756,1,10/25/2024,DELIVERED
1097,1251760,1,10/25/2024,DELIVERED
1098,1251761,1,10/25/2024,DELIVERED
1107,1251766,1,10/25/2024,DELIVERED
1112,1251771,1,10/25/2024,DELIVERED
1116,1251773,1,10/25/2024,DELIVERED
1118,1251775,1,10/25/2024,DELIVERED
1121,1251778,1,10/25/2024,DELIVERED
1128,1251782,1,10/25/2024,DELIVERED
1129,1251783,1,10/25/2024,DELIVERED
1131,1251784,1,10/25/2024,DELIVERED
1133,1251785,1,10/25/2024,DELIVERED
1137,1251788,1,10/25/2024,DELIVERED
1138,1251789,1,10/25/2024,DELIVERED
1141,1251790,1,10/25/2024,DELIVERED
1143,1251792,1,10/25/2024,DELIVERED
1144,1251793,1,10/25/2024,DELIVERED
1148,1251794,1,10/25/2024,DELIVERED
1151,1251797,1,10/25/2024,DELIVERED
1153,1251799,1,10/25/2024,DELIVERED
1161,1251804,1,10/25/2024,DELIVERED
1163,1251806,1,10/25/2024,DELIVERED
1167,1251808,1,10/25/2024,DELIVERED
1174,1251813,1,10/25/2024,DELIVERED
1176,1251815,1,10/25/2024,DELIVERED
1177,1251816,1,10/25/2024,DELIVERED
1179,1251818,1,10/25/2024,DELIVERED
1182,1251821,1,10/25/2024,DELIVERED
1184,1251822,1,10/25/2024,DELIVERED
1185,1251823,1,10/25/2024,DELIVERED
1186,1251824,1,10/25/2024,DELIVERED
1188,1251826,1,10/25/2024,DELIVERED
