Store Number,Vendor,Regular Visits,Plus up Visits,Total WK20 Visits,Regular Visits,Plus up Visits,Total Weekend Visits
5782,American Greetings,1,3,4,0,2,2
5773,American Greetings,1,3,4,0,2,2
4049,American Greetings,2,3,5,0,3,3
5715,American Greetings,1,3,4,0,2,2
7326,American Greetings,3,2,5,1,2,3
6958,American Greetings,3,2,5,1,2,3
5925,American Greetings,1,3,4,0,2,2
5776,American Greetings,1,3,4,0,2,2
4197,American Greetings,1,3,4,0,2,2
5279,American Greetings,1,3,4,0,2,2
7087,American Greetings,2,3,5,0,3,3
4644,American Greetings,3,2,5,1,2,3
4156,American Greetings,2,3,5,0,3,3
6732,American Greetings,1,3,4,0,2,2
5364,American Greetings,1,3,4,0,2,2
3139,American Greetings,2,3,5,0,3,3
6233,American Greetings,1,3,4,0,2,2
3327,American Greetings,1,3,4,0,2,2
3456,American Greetings,1,3,4,0,2,2
6395,American Greetings,2,3,5,0,3,3
7156,American Greetings,2,3,5,0,3,3
7298,American Greetings,1,3,4,0,2,2
3959,American Greetings,1,3,4,0,2,2
5807,American Greetings,2,3,5,0,3,3
7199,American Greetings,3,2,5,1,2,3
4590,American Greetings,3,2,5,1,2,3
6467,American Greetings,3,2,5,1,2,3
6789,American Greetings,3,2,5,1,2,3
4102,American Greetings,2,3,5,0,3,3
7339,American Greetings,1,3,4,0,2,2
3060,American Greetings,2,3,5,0,3,3
5367,American Greetings,1,3,4,0,2,2
5310,American Greetings,1,3,4,0,2,2
3990,American Greetings,1,3,4,0,2,2
4466,American Greetings,1,3,4,0,2,2
4546,American Greetings,1,3,4,0,2,2
5704,American Greetings,1,3,4,0,2,2
7181,American Greetings,2,3,5,0,3,3
3458,American Greetings,2,3,5,0,3,3
6963,American Greetings,3,2,5,1,2,3
6936,American Greetings,1,3,4,0,2,2
3947,American Greetings,2,3,5,0,3,3
4503,American Greetings,2,3,5,0,3,3
5771,American Greetings,1,3,4,0,2,2
7261,American Greetings,1,0,1,0,0,0
7032,American Greetings,2,3,5,0,3,3
3212,American Greetings,2,3,5,0,3,3
6579,American Greetings,2,3,5,0,3,3
5824,American Greetings,1,3,4,0,2,2
4734,American Greetings,2,3,5,0,3,3
6477,American Greetings,2,3,5,0,3,3
2790,American Greetings,3,2,5,1,2,3
4565,American Greetings,2,3,5,0,3,3
5214,American Greetings,3,2,5,1,2,3
7185,American Greetings,3,2,5,1,2,3
4582,American Greetings,1,3,4,0,2,2
2464,American Greetings,3,2,5,1,2,3
2463,American Greetings,2,3,5,0,3,3
3988,American Greetings,1,3,4,0,2,2
7179,American Greetings,3,2,5,1,2,3
202,American Greetings,2,3,5,0,3,3
6149,American Greetings,1,3,4,0,2,2
6300,American Greetings,3,2,5,1,2,3
377,American Greetings,1,3,4,0,2,2
6894,American Greetings,1,3,4,0,2,2
3935,American Greetings,1,3,4,0,2,2
5861,American Greetings,2,3,5,0,3,3
5717,American Greetings,3,2,5,1,2,3
2834,American Greetings,3,2,5,1,2,3
711,American Greetings,3,3,6,1,3,4
731,American Greetings,2,3,5,0,3,3
734,American Greetings,3,3,6,1,3,4
735,American Greetings,2,3,5,0,3,3
740,American Greetings,2,3,5,0,3,3
642,American Greetings,2,3,5,0,3,3
699,American Greetings,3,3,6,1,3,4
526,American Greetings,2,3,5,0,3,3
542,American Greetings,2,3,5,0,3,3
503,American Greetings,3,2,5,1,2,3
507,American Greetings,2,3,5,0,3,3
729,American Greetings,3,2,5,1,2,3
702,American Greetings,3,2,5,1,2,3
692,American Greetings,3,2,5,1,2,3
707,American Greetings,1,3,4,0,2,2
723,American Greetings,2,3,5,0,3,3
719,American Greetings,3,2,5,1,2,3
714,American Greetings,2,3,5,0,3,3
928,American Greetings,4,3,7,1,3,4
4317,American Greetings,2,3,5,0,3,3
6397,American Greetings,2,3,5,0,3,3
8331,American Greetings,3,2,5,1,2,3
3912,American Greetings,3,2,5,1,2,3
500,American Greetings,3,2,5,1,2,3
299,American Greetings,3,2,5,1,2,3
320,American Greetings,1,3,4,0,2,2
446,American Greetings,2,3,5,0,3,3
456,American Greetings,3,2,5,1,2,3
464,American Greetings,3,2,5,1,2,3
490,American Greetings,2,3,5,0,3,3
501,American Greetings,3,2,5,1,2,3
512,American Greetings,2,3,5,0,3,3
551,American Greetings,2,3,5,0,3,3
552,American Greetings,2,3,5,0,3,3
554,American Greetings,2,3,5,0,3,3
567,American Greetings,1,3,4,0,2,2
569,American Greetings,2,3,5,0,3,3
584,American Greetings,2,3,5,0,3,3
591,American Greetings,2,3,5,0,3,3
620,American Greetings,2,3,5,0,3,3
622,American Greetings,3,3,6,1,3,4
637,American Greetings,2,3,5,0,3,3
664,American Greetings,3,2,5,1,2,3
666,American Greetings,3,2,5,1,2,3
686,American Greetings,2,3,5,0,3,3
693,American Greetings,2,3,5,0,3,3
696,American Greetings,2,3,5,0,3,3
708,American Greetings,2,3,5,0,3,3
718,American Greetings,3,2,5,1,2,3
724,American Greetings,2,3,5,0,3,3
725,American Greetings,2,3,5,0,3,3
760,American Greetings,2,3,5,0,3,3
762,American Greetings,2,3,5,0,3,3
764,American Greetings,2,3,5,0,3,3
766,American Greetings,2,3,5,0,3,3
767,American Greetings,2,3,5,0,3,3
769,American Greetings,2,3,5,0,3,3
771,American Greetings,2,3,5,0,3,3
775,American Greetings,3,2,5,1,2,3
778,American Greetings,3,2,5,1,2,3
779,American Greetings,2,3,5,0,3,3
780,American Greetings,3,3,6,1,3,4
783,American Greetings,2,3,5,0,3,3
784,American Greetings,2,3,5,0,3,3
785,American Greetings,2,3,5,0,3,3
786,American Greetings,2,3,5,0,3,3
787,American Greetings,2,3,5,0,3,3
788,American Greetings,2,3,5,0,3,3
790,American Greetings,2,3,5,0,3,3
791,American Greetings,3,2,5,1,2,3
792,American Greetings,2,3,5,0,3,3
794,American Greetings,3,2,5,1,2,3
795,American Greetings,2,3,5,0,3,3
797,American Greetings,2,3,5,0,3,3
798,American Greetings,2,3,5,0,3,3
802,American Greetings,3,2,5,1,2,3
806,American Greetings,2,3,5,0,3,3
810,American Greetings,3,2,5,1,2,3
811,American Greetings,2,3,5,0,3,3
814,American Greetings,2,3,5,0,3,3
819,American Greetings,3,2,5,1,2,3
820,American Greetings,2,3,5,0,3,3
822,American Greetings,2,3,5,0,3,3
823,American Greetings,2,3,5,0,3,3
824,American Greetings,3,2,5,1,2,3
825,American Greetings,2,4,6,0,4,4
836,American Greetings,3,2,5,1,2,3
837,American Greetings,1,3,4,0,2,2
841,American Greetings,1,3,4,0,2,2
842,American Greetings,3,2,5,1,2,3
843,American Greetings,1,3,4,0,2,2
844,American Greetings,3,2,5,1,2,3
850,American Greetings,3,2,5,1,2,3
864,American Greetings,2,3,5,0,3,3
874,American Greetings,2,3,5,0,3,3
875,American Greetings,2,3,5,0,3,3
877,American Greetings,3,2,5,1,2,3
881,American Greetings,3,3,6,1,3,4
882,American Greetings,2,3,5,0,3,3
885,American Greetings,3,2,5,1,2,3
886,American Greetings,3,2,5,1,2,3
887,American Greetings,2,3,5,0,3,3
891,American Greetings,3,2,5,1,2,3
892,American Greetings,3,2,5,1,2,3
894,American Greetings,3,2,5,1,2,3
897,American Greetings,1,3,4,0,2,2
898,American Greetings,2,3,5,0,3,3
899,American Greetings,2,3,5,0,3,3
901,American Greetings,3,2,5,1,2,3
916,American Greetings,3,2,5,1,2,3
930,American Greetings,2,3,5,0,3,3
931,American Greetings,2,3,5,0,3,3
932,American Greetings,3,3,6,1,3,4
938,American Greetings,3,2,5,1,2,3
954,American Greetings,2,3,5,0,3,3
960,American Greetings,2,3,5,0,3,3
962,American Greetings,2,3,5,0,3,3
964,American Greetings,2,3,5,0,3,3
965,American Greetings,2,3,5,0,3,3
970,American Greetings,2,3,5,0,3,3
975,American Greetings,3,2,5,1,2,3
979,American Greetings,2,3,5,0,3,3
988,American Greetings,4,3,7,1,3,4
1000,American Greetings,3,2,5,1,2,3
1001,American Greetings,3,2,5,1,2,3
1003,American Greetings,3,2,5,1,2,3
1005,American Greetings,2,3,5,0,3,3
1009,American Greetings,3,3,6,1,3,4
1010,American Greetings,2,3,5,0,3,3
1013,American Greetings,3,2,5,1,2,3
1015,American Greetings,2,3,5,0,3,3
1020,American Greetings,2,3,5,0,3,3
1024,American Greetings,2,3,5,0,3,3
1027,American Greetings,2,3,5,0,3,3
1029,American Greetings,2,3,5,0,3,3
1033,American Greetings,2,3,5,0,3,3
1034,American Greetings,2,3,5,0,3,3
1035,American Greetings,3,2,5,1,2,3
1036,American Greetings,3,3,6,1,3,4
1048,American Greetings,2,3,5,0,3,3
1057,American Greetings,2,3,5,0,3,3
1060,American Greetings,3,2,5,1,2,3
1064,American Greetings,2,3,5,0,3,3
1065,American Greetings,2,3,5,0,3,3
1070,American Greetings,2,3,5,0,3,3
1076,American Greetings,2,3,5,0,3,3
1077,American Greetings,2,3,5,0,3,3
1080,American Greetings,3,2,5,1,2,3
1097,American Greetings,3,2,5,1,2,3
1101,American Greetings,2,3,5,0,3,3
1107,American Greetings,2,3,5,0,3,3
1108,American Greetings,2,3,5,0,3,3
1110,American Greetings,2,3,5,0,3,3
1112,American Greetings,2,3,5,0,3,3
1113,American Greetings,3,3,6,1,3,4
1115,American Greetings,2,3,5,0,3,3
1121,American Greetings,3,2,5,1,2,3
1123,American Greetings,3,2,5,1,2,3
511,American Greetings,3,3,6,1,3,4
621,American Greetings,2,3,5,0,3,3
627,American Greetings,2,3,5,0,3,3
628,American Greetings,3,2,5,1,2,3
629,American Greetings,2,3,5,0,3,3
634,American Greetings,3,4,7,0,4,4
638,American Greetings,2,3,5,0,3,3
677,American Greetings,2,4,6,0,4,4
78,American Greetings,2,3,5,0,3,3
199,American Greetings,2,3,5,0,3,3
172,American Greetings,3,2,5,1,2,3
1,American Greetings,3,2,5,1,2,3
2,American Greetings,2,3,5,0,3,3
5,American Greetings,3,2,5,1,2,3
7,American Greetings,2,3,5,0,3,3
8,American Greetings,2,3,5,0,3,3
11,American Greetings,3,2,5,1,2,3
10,American Greetings,3,2,5,1,2,3
15,American Greetings,3,2,5,1,2,3
14,American Greetings,2,3,5,0,3,3
18,American Greetings,2,3,5,0,3,3
21,American Greetings,3,2,5,1,2,3
19,American Greetings,3,2,5,1,2,3
22,American Greetings,2,3,5,0,3,3
25,American Greetings,2,3,5,0,3,3
27,American Greetings,2,3,5,0,3,3
24,American Greetings,2,3,5,0,3,3
33,American Greetings,2,3,5,0,3,3
32,American Greetings,1,3,4,0,2,2
29,American Greetings,3,2,5,1,2,3
36,American Greetings,3,2,5,1,2,3
37,American Greetings,2,3,5,0,3,3
44,American Greetings,1,3,4,0,2,2
41,American Greetings,3,2,5,1,2,3
54,American Greetings,2,3,5,0,3,3
46,American Greetings,2,4,6,0,4,4
57,American Greetings,1,3,4,0,2,2
48,American Greetings,2,3,5,0,3,3
50,American Greetings,2,3,5,0,3,3
64,American Greetings,2,3,5,0,3,3
42,American Greetings,2,3,5,0,3,3
67,American Greetings,2,3,5,0,3,3
81,American Greetings,1,3,4,0,2,2
51,American Greetings,2,3,5,0,3,3
80,American Greetings,3,2,5,1,2,3
66,American Greetings,2,3,5,0,3,3
68,American Greetings,2,3,5,0,3,3
56,American Greetings,2,3,5,0,3,3
52,American Greetings,2,3,5,0,3,3
62,American Greetings,2,3,5,0,3,3
74,American Greetings,2,3,5,0,3,3
71,American Greetings,2,4,6,0,4,4
45,American Greetings,3,3,6,1,3,4
63,American Greetings,2,3,5,0,3,3
69,American Greetings,3,2,5,1,2,3
86,American Greetings,2,3,5,0,3,3
49,American Greetings,2,3,5,0,3,3
88,American Greetings,2,3,5,0,3,3
82,American Greetings,3,2,5,1,2,3
79,American Greetings,2,3,5,0,3,3
90,American Greetings,2,3,5,0,3,3
89,American Greetings,2,3,5,0,3,3
70,American Greetings,2,3,5,0,3,3
87,American Greetings,2,3,5,0,3,3
94,American Greetings,2,3,5,0,3,3
104,American Greetings,2,3,5,0,3,3
105,American Greetings,2,3,5,0,3,3
83,American Greetings,2,3,5,0,3,3
92,American Greetings,2,3,5,0,3,3
102,American Greetings,2,3,5,0,3,3
93,American Greetings,2,3,5,0,3,3
97,American Greetings,2,3,5,0,3,3
98,American Greetings,2,3,5,0,3,3
73,American Greetings,2,3,5,0,3,3
108,American Greetings,2,3,5,0,3,3
112,American Greetings,3,2,5,1,2,3
60,American Greetings,3,2,5,1,2,3
114,American Greetings,2,3,5,0,3,3
124,American Greetings,2,3,5,0,3,3
123,American Greetings,2,3,5,0,3,3
117,American Greetings,2,3,5,0,3,3
113,American Greetings,2,3,5,0,3,3
103,American Greetings,3,2,5,1,2,3
129,American Greetings,3,3,6,1,3,4
130,American Greetings,3,2,5,1,2,3
119,American Greetings,3,2,5,1,2,3
116,American Greetings,1,3,4,0,2,2
121,American Greetings,2,3,5,0,3,3
122,American Greetings,3,2,5,1,2,3
131,American Greetings,3,2,5,1,2,3
101,American Greetings,3,2,5,1,2,3
132,American Greetings,2,3,5,0,3,3
127,American Greetings,2,3,5,0,3,3
120,American Greetings,2,3,5,0,3,3
126,American Greetings,2,3,5,0,3,3
118,American Greetings,2,3,5,0,3,3
133,American Greetings,1,3,4,0,2,2
141,American Greetings,3,2,5,1,2,3
136,American Greetings,1,3,4,0,2,2
143,American Greetings,3,2,5,1,2,3
134,American Greetings,2,3,5,0,3,3
115,American Greetings,2,3,5,0,3,3
153,American Greetings,2,3,5,0,3,3
154,American Greetings,2,3,5,0,3,3
152,American Greetings,2,3,5,0,3,3
157,American Greetings,3,2,5,1,2,3
160,American Greetings,2,3,5,0,3,3
163,American Greetings,3,2,5,1,2,3
164,American Greetings,2,3,5,0,3,3
159,American Greetings,3,2,5,1,2,3
149,American Greetings,2,3,5,0,3,3
166,American Greetings,2,3,5,0,3,3
161,American Greetings,2,3,5,0,3,3
179,American Greetings,2,3,5,0,3,3
167,American Greetings,2,3,5,0,3,3
162,American Greetings,2,3,5,0,3,3
182,American Greetings,2,3,5,0,3,3
169,American Greetings,2,3,5,0,3,3
176,American Greetings,2,3,5,0,3,3
155,American Greetings,2,3,5,0,3,3
170,American Greetings,2,3,5,0,3,3
175,American Greetings,3,2,5,1,2,3
183,American Greetings,2,3,5,0,3,3
197,American Greetings,2,3,5,0,3,3
185,American Greetings,3,2,5,1,2,3
171,American Greetings,2,3,5,0,3,3
138,American Greetings,3,2,5,1,2,3
178,American Greetings,2,3,5,0,3,3
177,American Greetings,2,3,5,0,3,3
200,American Greetings,3,2,5,1,2,3
212,American Greetings,2,3,5,0,3,3
203,American Greetings,2,3,5,0,3,3
204,American Greetings,2,3,5,0,3,3
180,American Greetings,3,2,5,1,2,3
207,American Greetings,2,3,5,0,3,3
205,American Greetings,2,3,5,0,3,3
181,American Greetings,2,3,5,0,3,3
210,American Greetings,1,3,4,0,2,2
128,American Greetings,2,4,6,0,4,4
217,American Greetings,2,3,5,0,3,3
228,American Greetings,3,2,5,1,2,3
227,American Greetings,2,3,5,0,3,3
214,American Greetings,2,3,5,0,3,3
220,American Greetings,3,2,5,1,2,3
221,American Greetings,3,2,5,1,2,3
231,American Greetings,3,2,5,1,2,3
232,American Greetings,2,3,5,0,3,3
226,American Greetings,2,3,5,0,3,3
225,American Greetings,2,3,5,0,3,3
229,American Greetings,1,3,4,0,2,2
238,American Greetings,2,3,5,0,3,3
218,American Greetings,2,3,5,0,3,3
240,American Greetings,2,3,5,0,3,3
264,American Greetings,3,3,6,1,3,4
273,American Greetings,2,3,5,0,3,3
244,American Greetings,2,3,5,0,3,3
271,American Greetings,3,2,5,1,2,3
239,American Greetings,2,3,5,0,3,3
277,American Greetings,4,3,7,1,3,4
248,American Greetings,2,3,5,0,3,3
272,American Greetings,4,2,6,1,2,3
274,American Greetings,1,3,4,0,2,2
246,American Greetings,2,3,5,0,3,3
259,American Greetings,3,2,5,1,2,3
284,American Greetings,3,2,5,1,2,3
288,American Greetings,2,3,5,0,3,3
268,American Greetings,2,3,5,0,3,3
304,American Greetings,3,2,5,1,2,3
257,American Greetings,2,3,5,0,3,3
77,American Greetings,2,3,5,0,3,3
281,American Greetings,2,3,5,0,3,3
289,American Greetings,1,3,4,0,2,2
280,American Greetings,2,3,5,0,3,3
258,American Greetings,3,2,5,1,2,3
314,American Greetings,2,3,5,0,3,3
306,American Greetings,2,4,6,0,4,4
305,American Greetings,2,3,5,0,3,3
279,American Greetings,2,3,5,0,3,3
283,American Greetings,2,4,6,0,4,4
318,American Greetings,2,3,5,0,3,3
58,American Greetings,3,3,6,1,3,4
336,American Greetings,2,4,6,0,4,4
298,American Greetings,2,3,5,0,3,3
301,American Greetings,3,2,5,1,2,3
296,American Greetings,2,3,5,0,3,3
303,American Greetings,2,3,5,0,3,3
323,American Greetings,1,3,4,0,2,2
311,American Greetings,1,3,4,0,2,2
309,American Greetings,2,3,5,0,3,3
312,American Greetings,2,3,5,0,3,3
339,American Greetings,1,3,4,0,2,2
348,American Greetings,2,3,5,0,3,3
351,American Greetings,2,3,5,0,3,3
365,American Greetings,2,3,5,0,3,3
376,American Greetings,3,2,5,1,2,3
374,American Greetings,2,3,5,0,3,3
381,American Greetings,3,2,5,1,2,3
631,American Greetings,3,3,6,1,3,4
673,American Greetings,4,2,6,1,2,3
716,American Greetings,2,3,5,0,3,3
379,American Greetings,3,2,5,1,2,3
359,American Greetings,4,2,6,1,2,3
389,American Greetings,4,3,7,1,3,4
403,American Greetings,2,3,5,0,3,3
662,American Greetings,2,3,5,0,3,3
397,American Greetings,2,3,5,0,3,3
402,American Greetings,2,3,5,0,3,3
395,American Greetings,2,3,5,0,3,3
261,American Greetings,3,2,5,1,2,3
710,American Greetings,2,3,5,0,3,3
399,American Greetings,3,2,5,1,2,3
384,American Greetings,2,3,5,0,3,3
363,American Greetings,2,3,5,0,3,3
423,American Greetings,3,2,5,1,2,3
394,American Greetings,2,3,5,0,3,3
407,American Greetings,3,2,5,1,2,3
514,American Greetings,2,3,5,0,3,3
442,American Greetings,3,2,5,1,2,3
630,American Greetings,3,2,5,1,2,3
452,American Greetings,3,2,5,1,2,3
663,American Greetings,2,3,5,0,3,3
408,American Greetings,3,2,5,1,2,3
683,American Greetings,2,3,5,0,3,3
684,American Greetings,2,3,5,0,3,3
632,American Greetings,3,2,5,1,2,3
405,American Greetings,2,3,5,0,3,3
461,American Greetings,3,2,5,1,2,3
463,American Greetings,2,3,5,0,3,3
445,American Greetings,2,3,5,0,3,3
470,American Greetings,3,2,5,1,2,3
471,American Greetings,2,3,5,0,3,3
450,American Greetings,2,3,5,0,3,3
493,American Greetings,2,3,5,0,3,3
473,American Greetings,2,3,5,0,3,3
536,American Greetings,3,2,5,1,2,3
476,American Greetings,2,3,5,0,3,3
497,American Greetings,2,3,5,0,3,3
491,American Greetings,3,2,5,1,2,3
1284,Hallmark,3,1,4,1,0,1
1297,Hallmark,3,1,4,1,0,1
1310,Hallmark,3,1,4,1,0,1
1291,Hallmark,3,1,4,1,0,1
1309,Hallmark,3,1,4,1,0,1
1280,Hallmark,3,1,4,1,0,1
1241,Hallmark,3,1,4,1,0,1
1503,Hallmark,3,1,4,1,0,1
4404,Hallmark,3,1,4,1,0,1
5051,Hallmark,3,1,4,1,0,1
3180,Hallmark,3,1,4,1,0,1
2987,Hallmark,3,1,4,1,0,1
1378,Hallmark,3,1,4,1,0,1
4599,Hallmark,3,1,4,1,0,1
1362,Hallmark,3,1,4,1,0,1
1396,Hallmark,3,1,4,1,0,1
1424,Hallmark,3,1,4,1,0,1
1406,Hallmark,3,1,4,1,0,1
1488,Hallmark,3,1,4,1,0,1
1418,Hallmark,3,1,4,1,0,1
1434,Hallmark,3,1,4,1,0,1
1444,Hallmark,3,1,4,1,0,1
1504,Hallmark,3,1,4,1,0,1
1390,Hallmark,3,1,4,1,0,1
5034,Hallmark,3,1,4,1,0,1
5080,Hallmark,3,1,4,1,0,1
5045,Hallmark,3,1,4,1,0,1
3762,Hallmark,3,1,4,1,0,1
3778,Hallmark,3,1,4,1,0,1
1496,Hallmark,3,1,4,1,0,1
1507,Hallmark,3,1,4,1,0,1
1500,Hallmark,3,1,4,1,0,1
1529,Hallmark,3,1,4,1,0,1
1536,Hallmark,3,1,4,1,0,1
1535,Hallmark,3,1,4,1,0,1
1520,Hallmark,3,1,4,1,0,1
13,Hallmark,3,1,4,1,0,1
17,Hallmark,3,1,4,1,0,1
59,Hallmark,3,1,4,1,0,1
65,Hallmark,3,1,4,1,0,1
137,Hallmark,3,1,4,1,0,1
140,Hallmark,3,1,4,1,0,1
186,Hallmark,3,1,4,1,0,1
188,Hallmark,3,1,4,1,0,1
201,Hallmark,3,1,4,1,0,1
216,Hallmark,3,1,4,1,0,1
260,Hallmark,3,1,4,1,0,1
269,Hallmark,3,1,4,1,0,1
275,Hallmark,3,1,4,1,0,1
285,Hallmark,3,1,4,1,0,1
345,Hallmark,3,1,4,1,0,1
400,Hallmark,3,1,4,1,0,1
406,Hallmark,3,1,4,1,0,1
410,Hallmark,3,1,4,1,0,1
412,Hallmark,3,1,4,1,0,1
451,Hallmark,3,1,4,1,0,1
462,Hallmark,3,1,4,1,0,1
563,Hallmark,3,1,4,1,0,1
618,Hallmark,3,1,4,1,0,1
653,Hallmark,3,1,4,1,0,1
655,Hallmark,3,1,4,1,0,1
672,Hallmark,3,1,4,1,0,1
694,Hallmark,3,1,4,1,0,1
715,Hallmark,3,1,4,1,0,1
746,Hallmark,3,1,4,1,0,1
752,Hallmark,3,1,4,1,0,1
765,Hallmark,3,1,4,1,0,1
770,Hallmark,3,1,4,1,0,1
866,Hallmark,3,1,4,1,0,1
906,Hallmark,3,1,4,1,0,1
910,Hallmark,3,1,4,1,0,1
963,Hallmark,3,1,4,1,0,1
1019,Hallmark,3,1,4,1,0,1
1044,Hallmark,3,1,4,1,0,1
1116,Hallmark,3,1,4,1,0,1
1155,Hallmark,3,1,4,1,0,1
1218,Hallmark,3,1,4,1,0,1
1219,Hallmark,3,1,4,1,0,1
1225,Hallmark,3,1,4,1,0,1
1233,Hallmark,3,1,4,1,0,1
1273,Hallmark,3,1,4,1,0,1
1301,Hallmark,3,1,4,1,0,1
1367,Hallmark,3,1,4,1,0,1
1397,Hallmark,3,1,4,1,0,1
1453,Hallmark,3,1,4,1,0,1
1469,Hallmark,3,1,4,1,0,1
151,Hallmark,3,1,4,1,0,1
224,Hallmark,3,1,4,1,0,1
575,Hallmark,3,1,4,1,0,1
777,Hallmark,3,1,4,1,0,1
807,Hallmark,3,1,4,1,0,1
808,Hallmark,3,1,4,1,0,1
838,Hallmark,3,1,4,1,0,1
896,Hallmark,3,1,4,1,0,1
1075,Hallmark,3,1,4,1,0,1
1522,Hallmark,3,1,4,1,0,1
3842,Hallmark,3,1,4,1,0,1
1802,Hallmark,3,1,4,1,0,1
5385,Hallmark,3,1,4,1,0,1
1581,Hallmark,3,1,4,1,0,1
1534,Hallmark,3,1,4,1,0,1
1525,Hallmark,3,1,4,1,0,1
1606,Hallmark,3,1,4,1,0,1
1577,Hallmark,3,1,4,1,0,1
1386,Hallmark,3,1,4,1,0,1
3585,Hallmark,3,1,4,1,0,1
1640,Hallmark,3,1,4,1,0,1
1626,Hallmark,3,1,4,1,0,1
5779,Hallmark,3,1,4,1,0,1
1665,Hallmark,3,1,4,1,0,1
1710,Hallmark,3,1,4,1,0,1
1645,Hallmark,3,1,4,1,0,1
294,Hallmark,3,1,4,1,0,1
522,Hallmark,3,1,4,1,0,1
619,Hallmark,3,1,4,1,0,1
966,Hallmark,3,1,4,1,0,1
1012,Hallmark,3,1,4,1,0,1
1042,Hallmark,3,1,4,1,0,1
1192,Hallmark,3,1,4,1,0,1
1654,Hallmark,3,1,4,1,0,1
757,Hallmark,3,1,4,1,0,1
1633,Hallmark,3,1,4,1,0,1
1598,Hallmark,3,1,4,1,0,1
251,Hallmark,3,1,4,1,0,1
516,Hallmark,3,1,4,1,0,1
781,Hallmark,3,1,4,1,0,1
1663,Hallmark,3,1,4,1,0,1
1669,Hallmark,3,1,4,1,0,1
1624,Hallmark,3,1,4,1,0,1
4272,Hallmark,3,1,4,1,0,1
6929,Hallmark,3,1,4,1,0,1
1699,Hallmark,3,1,4,1,0,1
1651,Hallmark,3,1,4,1,0,1
1656,Hallmark,3,1,4,1,0,1
1556,Hallmark,3,1,4,1,0,1
5491,Hallmark,3,1,4,1,0,1
1728,Hallmark,3,1,4,1,0,1
1744,Hallmark,3,1,4,1,0,1
3460,Hallmark,3,1,4,1,0,1
1617,Hallmark,3,1,4,1,0,1
1719,Hallmark,3,1,4,1,0,1
1774,Hallmark,3,1,4,1,0,1
1655,Hallmark,3,1,4,1,0,1
1674,Hallmark,3,1,4,1,0,1
3273,Hallmark,3,1,4,1,0,1
5191,Hallmark,3,1,4,1,0,1
5368,Hallmark,3,1,4,1,0,1
3363,Hallmark,3,1,4,1,0,1
1747,Hallmark,3,1,4,1,0,1
1680,Hallmark,3,1,4,1,0,1
1764,Hallmark,3,1,4,1,0,1
1778,Hallmark,3,1,4,1,0,1
1783,Hallmark,3,1,4,1,0,1
3888,Hallmark,3,1,4,1,0,1
1673,Hallmark,3,1,4,1,0,1
1792,Hallmark,3,1,4,1,0,1
1799,Hallmark,3,1,4,1,0,1
1804,Hallmark,3,1,4,1,0,1
1889,Hallmark,3,1,4,1,0,1
1884,Hallmark,3,1,4,1,0,1
1832,Hallmark,3,1,4,1,0,1
1790,Hallmark,3,1,4,1,0,1
1835,Hallmark,3,1,4,1,0,1
4476,Hallmark,3,1,4,1,0,1
1850,Hallmark,3,1,4,1,0,1
1871,Hallmark,3,1,4,1,0,1
1872,Hallmark,3,1,4,1,0,1
2294,Hallmark,3,1,4,1,0,1
4637,Hallmark,3,1,4,1,0,1
1860,Hallmark,3,1,4,1,0,1
1966,Hallmark,3,1,4,1,0,1
1868,Hallmark,3,1,4,1,0,1
1915,Hallmark,3,1,4,1,0,1
1524,Hallmark,3,1,4,1,0,1
1862,Hallmark,3,1,4,1,0,1
1940,Hallmark,3,1,4,1,0,1
1971,Hallmark,3,1,4,1,0,1
1959,Hallmark,3,1,4,1,0,1
1896,Hallmark,3,1,4,1,0,1
1890,Hallmark,3,1,4,1,0,1
1982,Hallmark,3,1,4,1,0,1
3868,Hallmark,3,1,4,1,0,1
1960,Hallmark,3,1,4,1,0,1
1904,Hallmark,3,1,4,1,0,1
5078,Hallmark,3,1,4,1,0,1
1988,Hallmark,3,1,4,1,0,1
3805,Hallmark,3,1,4,1,0,1
2036,Hallmark,3,1,4,1,0,1
2015,Hallmark,3,1,4,1,0,1
5388,Hallmark,3,1,4,1,0,1
3659,Hallmark,3,1,4,1,0,1
3525,Hallmark,3,1,4,1,0,1
5435,Hallmark,3,1,4,1,0,1
5160,Hallmark,3,1,4,1,0,1
5233,Hallmark,3,1,4,1,0,1
2005,Hallmark,3,1,4,1,0,1
2021,Hallmark,3,1,4,1,0,1
2055,Hallmark,3,1,4,1,0,1
5099,Hallmark,3,1,4,1,0,1
4243,Hallmark,3,1,4,1,0,1
2023,Hallmark,3,1,4,1,0,1
3215,Hallmark,3,1,4,1,0,1
3720,Hallmark,3,1,4,1,0,1
2064,Hallmark,3,1,4,1,0,1
5311,Hallmark,3,1,4,1,0,1
3308,Hallmark,3,1,4,1,0,1
6469,Hallmark,3,1,4,1,0,1
4487,Hallmark,3,1,4,1,0,1
2084,Hallmark,3,1,4,1,0,1
2786,Hallmark,3,1,4,1,0,1
3281,Hallmark,3,1,4,1,0,1
5123,Hallmark,3,1,4,1,0,1
5174,Hallmark,3,1,4,1,0,1
3795,Hallmark,3,1,4,1,0,1
2103,Hallmark,3,1,4,1,0,1
5250,Hallmark,3,1,4,1,0,1
5361,Hallmark,3,1,4,1,0,1
2152,Hallmark,3,1,4,1,0,1
