DC,BANNER ,Commodity,Pick Type,Item #,21-Apr,22-Apr,23-Apr,24-Apr,28-Apr,29-Apr,30-Apr,1-May,2-May,3-May,4-May,5-May,6-May,7-May,8-May,9-May
6047,SAMS,CUT FLORAL,PALLET,214451,0,0,0,0,0,0,0,0,0,0,0,0,78,9,0,0
6047,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,0,78,0,5,0
6047,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
6047,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
6047,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,156,78,78,0,18,0,0
6047,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,SAMS,LIVE PLANTS,CASE,990293789,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0
6047,SAMS,LIVE PLANTS,CASE,990338204,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0
6047,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0
6047,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,7,7,7,7,7,7,7,7,7,7,0,0
6047,WM,CUT FLORAL,CASE,579770225,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0
6047,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0
6047,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0
6047,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0
6047,WM,CUT FLORAL,CASE,658791843,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
6047,WM,CUT FLORAL,CASE,658898787,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0
6047,WM,CUT FLORAL,CASE,658968452,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0
6047,WM,CUT FLORAL,PALLET,579770223,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,35
6047,WM,CUT FLORAL,PALLET,579770224,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0
6047,WM,CUT FLORAL,PALLET,599977042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
6047,WM,CUT FLORAL,PALLET,599977251,0,0,0,0,0,0,0,0,0,0,0,0,26,52,36,43
6047,WM,CUT FLORAL,PALLET,599977253,0,0,0,0,0,0,0,0,0,0,0,0,78,78,93,156
6047,WM,CUT FLORAL,PALLET,658791846,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
6047,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0
6055,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0
6055,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
6055,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
6055,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
6055,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
6055,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,78,78,78,78,78,36,0
6055,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,78,12,0,0,0,0
6055,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,78,41,0,0,0,0,0,0
6055,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,78,78,78,78,78,78,0
6055,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6055,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,78,78,38,0
6055,SAMS,LIVE PLANTS,CASE,990293789,68,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0
6055,SAMS,LIVE PLANTS,CASE,990338204,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0
6055,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0
6055,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,17,17,17,17,17,17,17,17,17,17,0,0
6055,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
6055,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
6055,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,101,0,0,0,0,0
6055,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,234,78,0,0,0,0,0
6055,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
6055,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
6055,WM,CUT FLORAL,CASE,658791843,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
6055,WM,CUT FLORAL,CASE,658939900,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0
6055,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,0,39,26,26,24
6055,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0
6055,WM,CUT FLORAL,PALLET,599974174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
6055,WM,CUT FLORAL,PALLET,599976808,0,0,0,0,0,0,0,0,0,0,0,13,39,39,39,54
6055,WM,CUT FLORAL,PALLET,658419903,0,0,0,0,0,0,0,0,0,0,0,0,78,78,128,156
6055,WM,CUT FLORAL,PALLET,658791817,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
6055,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0
6056,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,333,697,0,0
6056,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
6056,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0
6056,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
6056,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
6056,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,234,156,156,156,234,234,0
6056,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,33,0,78,0,0,0,0
6056,SAMS,CUT FLORAL,PALLET,980013321,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
6056,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,309,234,76,68,0,0,0,0
6056,SAMS,CUT FLORAL,PALLET,980105826,0,0,0,0,0,0,0,0,0,0,9,4,3,3,0,0
6056,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,0,303,230,153,153,124,0
6056,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6056,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,152,78,77,0
6056,SAMS,CUT FLORAL,PALLET,980268811,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
6056,SAMS,LIVE PLANTS,CASE,990293789,156,156,156,156,0,0,0,0,0,0,0,0,0,0,0,0
6056,SAMS,LIVE PLANTS,CASE,990338204,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0
6056,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0
6056,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,17,17,17,17,17,17,17,17,17,17,0,0
6056,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0
6056,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
6056,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,234,20,0,0,0,0,0
6056,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
6056,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
6056,WM,CUT FLORAL,CASE,658898790,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0
6056,WM,CUT FLORAL,CASE,658939900,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0
6056,WM,CUT FLORAL,CASE,669179708,0,0,0,0,0,0,0,0,0,234,124,0,0,0,0,0
6056,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,0,52,39,39,58
6056,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0
6056,WM,CUT FLORAL,PALLET,599934350,0,0,0,0,0,0,0,0,0,0,0,13,26,52,39,46
6056,WM,CUT FLORAL,PALLET,599974139,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0
6056,WM,CUT FLORAL,PALLET,599974164,0,0,0,0,0,0,0,0,0,0,0,0,78,78,38,156
6056,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
6057,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0
6057,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6057,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
6057,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
6057,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
6057,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,78,0,78,29,0
6057,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
6057,SAMS,CUT FLORAL,PALLET,980013321,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
6057,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
6057,SAMS,CUT FLORAL,PALLET,980105826,0,0,0,0,0,0,0,0,0,36,36,33,38,38,21,0
6057,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,42,42,45,40,40,31,0
6057,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6057,SAMS,CUT FLORAL,PALLET,980268811,0,0,0,0,0,0,0,0,0,0,0,0,78,0,31,0
6057,SAMS,LIVE PLANTS,CASE,990293789,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0
6057,SAMS,LIVE PLANTS,CASE,990338204,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0
6057,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0
6057,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,16,16,16,16,16,16,16,16,16,16,0,0
6057,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
6057,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,599974162,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,599974165,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,658791843,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,658873680,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
6057,WM,CUT FLORAL,CASE,658898789,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,658939898,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0
6057,WM,CUT FLORAL,CASE,658968452,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0
6057,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,14
6057,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
6057,WM,CUT FLORAL,PALLET,599974166,0,0,0,0,0,0,0,0,0,0,0,78,33,0,0,0
6057,WM,CUT FLORAL,PALLET,599974167,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,20
6057,WM,CUT FLORAL,PALLET,599974170,0,0,0,0,0,0,0,0,0,0,0,0,54,38,77,70
6057,WM,CUT FLORAL,PALLET,599974171,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
6057,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
6057,WM,CUT FLORAL,PALLET,658419903,0,0,0,0,0,0,0,0,0,0,0,0,78,78,0,78
6057,WM,CUT FLORAL,PALLET,659086592,0,0,0,0,0,0,0,0,0,0,0,0,78,78,35,156
6057,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0
6059,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0
6059,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0
6059,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
6059,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
6059,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
6059,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,78,0,78,87,0
6059,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0
6059,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,78,40,0,0,0,0,0,0
6059,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,156,78,78,78,78,120,0
6059,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,78,78,21,0,0
6059,SAMS,LIVE PLANTS,CASE,990293789,78,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0
6059,SAMS,LIVE PLANTS,CASE,990338204,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0
6059,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0
6059,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,15,15,15,15,15,15,15,15,15,15,0,0
6059,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
6059,WM,CUT FLORAL,CASE,594730998,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
6059,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,57,0,0,0,0,0
6059,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
6059,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,234,47,0,0,0,0,0
6059,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
6059,WM,CUT FLORAL,CASE,658873677,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
6059,WM,CUT FLORAL,CASE,658939901,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0
6059,WM,CUT FLORAL,PALLET,563059991,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,26
6059,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,0,4,25,19,26
6059,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,78,78,77,156
6059,WM,CUT FLORAL,PALLET,599974174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
6059,WM,CUT FLORAL,PALLET,658791708,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0
6059,WM,CUT FLORAL,PALLET,658898797,0,0,0,0,0,0,0,0,0,0,0,78,39,0,0,0
6059,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0
6062,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6062,WM,CUT FLORAL,CASE,579770260,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
6062,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,468,47,0,0,0,0,0
6062,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
6062,WM,CUT FLORAL,CASE,599977041,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0
6062,WM,CUT FLORAL,CASE,658419904,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0
6062,WM,CUT FLORAL,CASE,658873678,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0
6062,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0
6062,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,181,234
6062,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
6062,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,65,65,52,77
6062,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
6062,WM,CUT FLORAL,PALLET,658898806,0,0,0,0,0,0,0,0,0,0,0,60,88,0,0,0
6062,WM,CUT FLORAL,PALLET,658898807,0,0,0,0,0,0,0,0,0,0,0,0,35,38,26,25
6062,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0
6064,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0
6064,WM,CUT FLORAL,CASE,579770260,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0
6064,WM,CUT FLORAL,CASE,599934311,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
6064,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0
6064,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0
6064,WM,CUT FLORAL,CASE,599974175,0,0,0,0,0,0,0,0,0,495,146,0,0,0,0,0
6064,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0
6064,WM,CUT FLORAL,CASE,658939900,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0
6064,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,26,65,65,78,78
6064,WM,CUT FLORAL,PALLET,579770259,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0
6064,WM,CUT FLORAL,PALLET,599934350,0,0,0,0,0,0,0,0,0,0,0,26,65,75,70,78
6064,WM,CUT FLORAL,PALLET,599974139,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
6064,WM,CUT FLORAL,PALLET,599974164,0,0,0,0,0,0,0,0,0,0,0,0,156,156,108,234
6064,WM,CUT FLORAL,PALLET,658873739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
6065,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0
6065,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0
6065,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
6065,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
6065,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0
6065,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,78,78,30,0,0
6065,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,13,78,0,0,0,0
6065,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,78,61,0,0,0,0,0,0
6065,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,156,78,78,78,78,56,0
6065,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6065,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,78,78,0,0
6065,SAMS,LIVE PLANTS,CASE,990293789,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0
6065,SAMS,LIVE PLANTS,CASE,990338204,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0
6065,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0
6065,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,15,15,15,15,15,15,15,15,15,15,0,0
6065,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
6065,WM,CUT FLORAL,CASE,579770225,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
6065,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,191,0,0,0,0,0
6065,WM,CUT FLORAL,CASE,650819837,0,0,0,0,0,0,0,0,0,234,34,0,0,0,0,0
6065,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0
6065,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
6065,WM,CUT FLORAL,CASE,658873677,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
6065,WM,CUT FLORAL,CASE,658939900,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0
6065,WM,CUT FLORAL,PALLET,579770223,0,0,0,0,0,0,0,0,0,0,0,0,43,35,39,21
