DC,BANNER ,Commodity,Pick Type,Item #,21-Apr,22-Apr,23-Apr,24-Apr,28-Apr,29-Apr,30-Apr,1-May,2-May,3-May,4-May,5-May,6-May,7-May,8-May,9-May
7024,WM,CUT FLORAL,CASE,579770225,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
7024,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,468,164,0,0,0,0,0
7024,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
7024,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0
7024,WM,CUT FLORAL,CASE,658873679,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0
7024,WM,CUT FLORAL,CASE,658898791,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0
7024,WM,CUT FLORAL,CASE,658968452,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0
7024,WM,CUT FLORAL,PALLET,579770223,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,51
7024,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,90,234
7024,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
7024,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,78,52,65,79
7024,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
7024,WM,CUT FLORAL,PALLET,658898797,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0
7024,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0
7030,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
7030,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
7030,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
7030,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
7030,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,0,78,0,78,21,0
7030,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
7030,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
7030,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,78,78,78,78,78,0,0
7030,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7030,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,78,4,0,0
7030,SAMS,LIVE PLANTS,CASE,990293789,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0
7030,SAMS,LIVE PLANTS,CASE,990338204,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
7030,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0
7030,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,9,9,9,9,9,9,9,9,9,9,0,0
7030,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0
7030,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
7030,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,468,36,0,0,0,0,0
7030,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0
7030,WM,CUT FLORAL,CASE,658873679,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0
7030,WM,CUT FLORAL,CASE,658898795,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0
7030,WM,CUT FLORAL,CASE,658968452,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0
7030,WM,CUT FLORAL,PALLET,579770232,0,0,0,0,0,0,0,0,0,0,0,100,27,0,0,0
7030,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,101,234
7030,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
7030,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,81
7030,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
7030,WM,CUT FLORAL,PALLET,658898796,0,0,0,0,0,0,0,0,0,0,0,0,30,39,21,67
7030,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0
7048,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0
7048,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,360,70,0,0,0,0,0
7048,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
7048,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0
7048,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0
7048,WM,CUT FLORAL,CASE,658898788,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0
7048,WM,CUT FLORAL,CASE,658898795,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
7048,WM,CUT FLORAL,CASE,658939901,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0
7048,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,78,78,72,78
7048,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
7048,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,52,26,52,54
7048,WM,CUT FLORAL,PALLET,658898794,0,0,0,0,0,0,0,0,0,0,0,27,44,0,0,0
7048,WM,CUT FLORAL,PALLET,658898804,0,0,0,0,0,0,0,0,0,0,0,0,11,13,26,16
7055,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
7055,WM,CUT FLORAL,CASE,579770225,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
7055,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,40,0,0,0,0,0
7055,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,234,222,0,0,0,0,0
7055,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0
7055,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
7055,WM,CUT FLORAL,CASE,658873677,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0
7055,WM,CUT FLORAL,CASE,658968452,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0
7055,WM,CUT FLORAL,PALLET,579770223,0,0,0,0,0,0,0,0,0,0,0,0,26,50,26,41
7055,WM,CUT FLORAL,PALLET,579770224,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0
7055,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,127,234
7055,WM,CUT FLORAL,PALLET,599974170,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,75
7055,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
7055,WM,CUT FLORAL,PALLET,658791817,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
7055,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0
7077,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0
7077,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0
7077,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
7077,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
7077,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
7077,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,0,78,78,16,0
7077,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
7077,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,156,22,0,0,0,0,0,0
7077,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,78,156,78,78,32,0,0
7077,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,78,0,21,0
7077,SAMS,LIVE PLANTS,CASE,990293789,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0
7077,SAMS,LIVE PLANTS,CASE,990338204,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
7077,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0
7077,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,0
7077,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0
7077,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,62,0,0,0,0,0
7077,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,234,177,0,0,0,0,0
7077,WM,CUT FLORAL,CASE,599976807,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
7077,WM,CUT FLORAL,CASE,658873677,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0
7077,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0
7077,WM,CUT FLORAL,CASE,658898805,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0
7077,WM,CUT FLORAL,CASE,658939901,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0
7077,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,0,19,26,23,26
7077,WM,CUT FLORAL,PALLET,579770259,0,0,0,0,0,0,0,0,0,0,0,86,21,0,0,0
7077,WM,CUT FLORAL,PALLET,599974164,0,0,0,0,0,0,0,0,0,0,0,0,156,156,28,156
7077,WM,CUT FLORAL,PALLET,599976808,0,0,0,0,0,0,0,0,0,0,0,0,26,32,16,42
7077,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
7077,WM,CUT FLORAL,PALLET,658791846,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
7077,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0
7079,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0
7079,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
7079,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
7079,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
7079,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
7079,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,78,0,78,0,0
7079,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
7079,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
7079,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,78,78,78,78,78,40,0
7079,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7079,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,78,0,33,0
7079,SAMS,LIVE PLANTS,CASE,990293789,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0
7079,SAMS,LIVE PLANTS,CASE,990338204,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
7079,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
7079,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,15,15,15,15,15,15,15,15,15,15,0,0
7079,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
7079,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,468,81,0,0,0,0,0
7079,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0
7079,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
7079,WM,CUT FLORAL,CASE,658791843,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
7079,WM,CUT FLORAL,CASE,658898787,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0
7079,WM,CUT FLORAL,CASE,658898805,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
7079,WM,CUT FLORAL,CASE,658939900,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0
7079,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,27,156
7079,WM,CUT FLORAL,PALLET,599974170,0,0,0,0,0,0,0,0,0,0,0,0,39,24,39,55
7079,WM,CUT FLORAL,PALLET,599977042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
7079,WM,CUT FLORAL,PALLET,658791846,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
7079,WM,CUT FLORAL,PALLET,658898806,0,0,0,0,0,0,0,0,0,0,0,108,38,0,0,0
7079,WM,CUT FLORAL,PALLET,658898807,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,15
7079,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0
7084,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0
7084,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0
7084,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,146,0,0,0,0,0
7084,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
7084,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,234,142,0,0,0,0,0
7084,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0
7084,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
7084,WM,CUT FLORAL,CASE,658939902,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0
7084,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,0,26,29,26,26
7084,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,99,24,0,0,0
7084,WM,CUT FLORAL,PALLET,599974139,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0
7084,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,28,156
7084,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65
7084,WM,CUT FLORAL,PALLET,599974174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
8397,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,456,709,0,0
8397,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,41,303,0,0
8397,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,61,5,0,0
8397,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
8397,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0
8397,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,156,156,156,106,78,78,156,0
8397,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,78,0,0,78,10,0,0
8397,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,234,234,163,78,78,0,0,0
8397,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,156,78,156,312,156,240,234,0
8397,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8397,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,156,78,156,0
8397,SAMS,LIVE PLANTS,CASE,990293789,184,184,184,184,0,0,0,0,0,0,0,0,0,0,0,0
8397,SAMS,LIVE PLANTS,CASE,990338204,92,92,92,92,0,0,0,0,0,0,0,0,0,0,0,0
8397,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,21,21,21,0,0,0,0,0,0,0,0,0
8397,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,21,21,21,21,21,21,21,21,21,21,0,0
8851,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,24,331,0,0,0
8851,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,27,0,114,0,0
8851,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
8851,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
8851,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
8851,SAMS,CUT FLORAL,PALLET,214451,0,0,0,0,0,0,0,0,0,0,0,156,49,0,78,0
8851,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,78,78,78,78,156,78,9,0
8851,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
8851,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,156,78,17,0,0,0,0,0
8851,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,78,234,78,156,78,156,2,0
8851,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8851,SAMS,LIVE PLANTS,CASE,990293789,241,241,241,241,0,0,0,0,0,0,0,0,0,0,0,0
8851,SAMS,LIVE PLANTS,CASE,990338204,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0
8851,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0
8851,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,18,18,18,18,18,18,18,18,18,18,0,0
8851,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8851,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0
8851,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0
8851,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0
8851,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0
8851,WM,CUT FLORAL,CASE,658791843,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
8851,WM,CUT FLORAL,CASE,658898787,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0
8851,WM,CUT FLORAL,CASE,658968452,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0
8851,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,0,45,51,26,39
8851,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,51,20,0,0,0
8851,WM,CUT FLORAL,PALLET,599974151,0,0,0,0,0,0,0,0,0,0,0,0,26,26,34,61
8851,WM,CUT FLORAL,PALLET,599977253,0,0,0,0,0,0,0,0,0,0,0,0,78,78,57,78
8851,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
8851,WM,CUT FLORAL,PALLET,658791846,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
8852,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0
8852,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0
8852,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,35,0,0,0,0,0
8852,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,234,180,0,0,0,0,0
8852,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0
8852,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
8852,WM,CUT FLORAL,CASE,658898791,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0
8852,WM,CUT FLORAL,CASE,658939897,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0
8852,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,0,26,26,35,26
8852,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0
8852,WM,CUT FLORAL,PALLET,599974139,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
8852,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,68,156
8852,WM,CUT FLORAL,PALLET,599974174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
8852,WM,CUT FLORAL,PALLET,650819842,0,0,0,0,0,0,0,0,0,0,0,0,52,33,53,52
