STORE NUMBER,Dept.,Category ,Category Description, SAP NUMBER,SAP Description, QUANTITY,Set Week,
711,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
712,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
715,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
716,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
718,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
719,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
720,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
721,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
722,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
723,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
725,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
726,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
729,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
730,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
734,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
739,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
741,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
742,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
743,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
744,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
745,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
746,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
752,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
753,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
754,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
755,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
757,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
758,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
761,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
762,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
764,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
765,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
766,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
767,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
768,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
769,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
770,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
771,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
773,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
774,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
775,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
777,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
778,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
780,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
781,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
782,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
786,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
789,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
791,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
794,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
796,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
797,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
799,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
800,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
802,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
804,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
805,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
806,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
807,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
808,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
809,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
810,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
812,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
813,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
814,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
816,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
817,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
818,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
819,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
820,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
821,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
822,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
823,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
826,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
828,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
831,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
835,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
838,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
839,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
842,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
847,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
848,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
849,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
851,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
853,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
854,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
855,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
856,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
857,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
860,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
861,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
862,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
864,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
865,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
866,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
867,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
868,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
869,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
870,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
872,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
874,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
877,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
878,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
880,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
881,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
882,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
884,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
886,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
890,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
892,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
894,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
899,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
901,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
903,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
905,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
907,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
908,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
909,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
910,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
911,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
913,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
915,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
916,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
918,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
919,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
922,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
923,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
924,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
927,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
929,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
931,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
932,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
934,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
935,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
936,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
937,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
939,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
940,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
942,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
943,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
947,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
948,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
950,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
954,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
958,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
960,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
961,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
963,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
964,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
966,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
967,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
969,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
970,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
972,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
973,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
975,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
979,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
980,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
981,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
989,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
990,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
991,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
993,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
994,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
995,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
999,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1000,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1001,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1004,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1008,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1009,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1010,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1014,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1015,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1016,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1018,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1019,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1020,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1022,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1023,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1025,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1026,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1027,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1028,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1030,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1032,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1034,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1035,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1036,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1037,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1039,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1040,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1041,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1044,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1045,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1047,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1051,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1053,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1054,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1055,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1056,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1058,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1060,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1062,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1064,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1066,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1070,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1071,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1072,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1074,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1075,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1077,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1079,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1080,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1082,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1083,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1084,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1085,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1086,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1087,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1089,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1090,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1091,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1094,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1095,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1097,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1098,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1099,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1101,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1102,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1103,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1104,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1105,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1111,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1112,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1113,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1116,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1117,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1120,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1121,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1122,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1123,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1125,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1126,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1129,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1132,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1133,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1136,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1137,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1139,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1140,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1146,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1148,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1149,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1151,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1153,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1154,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1155,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1156,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1158,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1160,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1161,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1162,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1163,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1165,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1167,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1168,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1170,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1171,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1172,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1177,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1178,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1179,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1180,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1182,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1183,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1184,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1185,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1186,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1191,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1193,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1194,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1197,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1198,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1199,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1200,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1201,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1202,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1203,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1204,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1206,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1207,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1209,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1210,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1211,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1212,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1215,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1216,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1218,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1219,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1220,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1221,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1222,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1223,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1224,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1225,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1226,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1227,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1229,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1230,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1231,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1232,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1233,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1234,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1236,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1237,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1238,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1239,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1240,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1241,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1242,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1243,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1244,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1245,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1247,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1248,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
1249,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,3,14,
1252,5,290,Netflix,100064702,SHELF 16X48 RS W/ FAST TRACK,2,14,
