Store #,City,State,Walmart Responsibility?,Service Frequency,Walmart Contractor
1728,Anderson,Indiana,Walmart,12,Aqualis (New Restoration)
1729,CONNERSVILLE,Indiana,Walmart,12,Aqualis (New Restoration)
1730,Tappahannock,Virginia,Walmart,12,Apex
1731,Geneva,New York,Walmart,10,Apex
1732,Denison,Iowa,Walmart,12,Apex
1733,Owosso,Michigan,Walmart,12,Aqualis (New Restoration)
1734,Champaign,Illinois,Combination,1,Apex
1735,Wheeling,Illinois,Walmart,12,Apex
1736,Dover,Delaware,Combination,12,Apex
1737,Villa Park,Illinois,Walmart,12,Apex
1738,Hutchinson,Minnesota,Walmart,12,Aqualis (New Restoration)
1739,Washington,Pennsylvania,Combination,1,Apex
1740,Freeport,Illinois,Combination,1,Apex
1741,Milford,Delaware,Walmart,12,Apex
1742,Turnersville,New Jersey,Walmart,12,Apex
1743,Harlan,Kentucky,Walmart,4,Opterra Solutions 
1744,Penfield,New York,Walmart,4,Apex
1745,Richmond,Indiana,Walmart,12,Aqualis (New Restoration)
1746,Tempe,Arizona,Walmart,12,Stormwater Pros
1747,Perris,California,Walmart,24,Apex
1748,Charleston,South Carolina,Walmart,12,Opterra Solutions 
1749,Somersworth,New Hampshire,Walmart,10,Apex
1750,Marion,Ohio,Walmart,10,Apex
1751,Raleigh,North Carolina,No- Landlord,,n/a
1752,Bay City,Michigan,Walmart,1,Aqualis (New Restoration)
1753,Derry,New Hampshire,Walmart,10,Apex
1754,Howell,Michigan,Combination,1,Aqualis (New Restoration)
1755,Rohnert Park,California,Walmart,1,Apex
1756,Fontana,California,Walmart,1,Apex
1757,Hermantown,Minnesota,Walmart,12,Aqualis (New Restoration)
1758,New Castle,Indiana,Walmart,12,Aqualis (New Restoration)
1759,Gloucester,Virginia,Walmart,12,Apex
1760,Folsom,California,Walmart,1,Apex
1761,Granite City,Illinois,Walmart,12,Apex
1762,Seabrook,New Hampshire,No- Landlord,,n/a
1763,Bluefield,Virginia,Walmart,12,Apex
1764,Windsor Heights,Iowa,Walmart,1,Apex
1765,Somerset,Pennsylvania,Walmart,2,Apex
1766,Marietta,Georgia,Walmart,12,Opterra Solutions 
1767,Shallotte,North Carolina,Walmart,12,Apex
1768,Orem,Utah,Walmart,4,Apex
1769,Du Bois,Pennsylvania,Walmart,10,Apex
1770,Cranberry Township,Pennsylvania,Walmart,12,Apex
1771,Sturgis,Michigan,Walmart,10,Aqualis (New Restoration)
1772,Klamath Falls,Oregon,Walmart,1,Aqualis (New Restoration)
1773,Newport News,Virginia,Walmart,12,Apex
1774,Sanford,North Carolina,Walmart,12,Apex
1775,Lebanon,Oregon,Walmart,12,Aqualis (New Restoration)
1776,Watertown,Wisconsin,Walmart,10,Aqualis (New Restoration)
1777,Reading,Pennsylvania,Walmart,12,Apex
1778,Cody,Wyoming,Walmart,4,Apex
1779,Bridgeview,Illinois,Walmart,1,Apex
1780,Charlottesville,Virginia,Walmart,12,Apex
1781,Cortland,New York,Walmart,12,Apex
1782,Vienna,West Virginia,Walmart,1,Aqualis (New Restoration)
1783,Princeton,Indiana,Walmart,12,Aqualis (New Restoration)
1784,Salem,Oregon,Walmart,12,Aqualis (New Restoration)
1785,Hudson,New Hampshire,Walmart,10,Apex
1786,Eagan,Minnesota,Walmart,12,Aqualis (New Restoration)
1787,Carroll,Iowa,Walmart,12,Apex
1788,Scarborough,Maine,Walmart,10,Apex
1789,Lodi,California,Walmart,6,Apex
1790,Monroe,Michigan,Walmart,12,Aqualis (New Restoration)
1791,Fremont,Michigan,Walmart,12,Aqualis (New Restoration)
1792,St. Marys,Pennsylvania,Walmart,10,Apex
1793,Woodburn,Oregon,Walmart,12,Aqualis (New Restoration)
1794,Bloomsburg,Pennsylvania,Combination,1,Apex
1795,PISGAH FOREST,North Carolina,Walmart,12,Apex
1796,Amherst,New Hampshire,Walmart,10,Apex
1797,Thomaston,Maine,Walmart,10,Apex
1798,Caro,Michigan,Walmart,12,Aqualis (New Restoration)
1799,Portage,Wisconsin,Walmart,12,Aqualis (New Restoration)
1800,Garland,Texas,Walmart,12,Apex
1801,Arlington,Texas,Walmart,1,Apex
1802,Topeka,Kansas,Walmart,8,Apex
1803,San Antonio,Texas,Walmart,12,Apex
1804,Fort Wayne,Indiana,Walmart,1,Aqualis (New Restoration)
1805,La Quinta,California,Walmart,4,Apex
1806,Gloversville,New York,Walmart,12,Apex
1807,West Berlin,New Jersey,Walmart,12,Apex
1808,Steamboat Springs,Colorado,Walmart,1,Apex
1809,Jonesville,Michigan,Walmart,10,Aqualis (New Restoration)
1810,Fishkill,New York,Walmart,12,Apex
1811,Norfolk,Virginia,Walmart,4,Apex
1812,Wooster,Ohio,Walmart,10,Apex
1813,Village of Newark,New York,No- Landlord,,n/a
1814,Elgin,Illinois,Walmart,6,Apex
1815,Fresno,California,Walmart,6,Apex
1816,Knightdale,North Carolina,Walmart,12,Apex
1817,Hermiston,Oregon,Walmart,12,Aqualis (New Restoration)
1819,Menomonie,Wisconsin,Walmart,10,Aqualis (New Restoration)
1820,Kittanning,Pennsylvania,Walmart,12,Apex
1821,Charlotte,North Carolina,Walmart,12,Apex
1822,Fajardo,Puerto Rico,No- Landlord,,n/a
1823,Hanover,Pennsylvania,No- Landlord,,n/a
1825,Manassas,Virginia,Combination,4,Apex
1826,Visalia,California,Walmart,1,Apex
1827,Park City,Utah,Walmart,1,Apex
1828,Plover,Wisconsin,Walmart,1,Aqualis (New Restoration)
1829,Marion,South Carolina,Walmart,12,Opterra Solutions 
1830,Auburn,New York,Walmart,12,Apex
1831,Clay,New York,Walmart,10,Apex
1832,Palm Springs,California,No- Third Party,,n/a
1833,Fredericksburg,Virginia,Walmart,4,Apex
1834,Grants Pass,Oregon,Walmart,12,Aqualis (New Restoration)
1835,Vestal,New York,Walmart,12,Apex
1836,Adrian,Michigan,Walmart,12,Aqualis (New Restoration)
1837,Humble,Texas,Walmart,12,Apex
1838,Las Vegas,Nevada,No- Landlord,,n/a
1839,Lorain,Ohio,Combination,1,Apex
1840,Manteca,California,Walmart,1,Apex
1841,Chesapeake,Virginia,Walmart,12,Apex
1842,Greensboro,North Carolina,Walmart,12,Apex
1843,McMinnville,Oregon,Walmart,12,Aqualis (New Restoration)
1844,Toms River,New Jersey,Walmart,12,Apex
1845,Cooper City,Florida,Walmart,12,Apex
1846,Douglas,Arizona,Walmart,4,Stormwater Pros
1847,Ocala,Florida,Walmart,16,Apex
1848,Glen Ellyn,Illinois,Walmart,12,Apex
1849,Winston-Salem,North Carolina,Walmart,12,Apex
1850,Chambersburg,Pennsylvania,Walmart,12,Apex
1851,North Lauderdale,Florida,Walmart,16,Apex
1852,Woodbridge,Virginia,Walmart,4,Apex
1853,Hemet,California,No- Third Party,,n/a
1854,Hatillo,Puerto Rico,No- Landlord,,n/a
1855,Eden Prairie,Minnesota,Walmart,12,Aqualis (New Restoration)
1856,Bangor,Maine,Walmart,10,Apex
1857,Mentor,Ohio,Walmart,1,Apex
1858,Montevideo,Minnesota,Walmart,12,Aqualis (New Restoration)
1859,Calexico,California,Walmart,12,Apex
1860,Elkton,Maryland,Walmart,12,Apex
1861,Oak Park Heights,Minnesota,Walmart,12,Aqualis (New Restoration)
1862,Rialto,California,Walmart,12,Apex
1863,Eastlake,Ohio,Walmart,10,Apex
1864,Brooklyn Park,Minnesota,Walmart,12,Aqualis (New Restoration)
1865,Redwood Falls,Minnesota,Walmart,10,Aqualis (New Restoration)
1866,Farmington,Maine,Walmart,10,Apex
1867,Westminster,Maryland,Walmart,4,Apex
1868,Auburn,Maine,Walmart,10,Apex
1869,Marlton,New Jersey,Walmart,12,Apex
1870,Pullman,Washington,Walmart,12,Aqualis (New Restoration)
1871,Watertown,New York,Walmart,12,Apex
1872,Helena,Montana,Walmart,8,Apex
1873,Cranston,Rhode Island,Walmart,12,Apex
1874,Englewood,Florida,Walmart,16,Apex
1875,Severn,Maryland,Walmart,1,Apex
1876,Hood River,Oregon,Walmart,12,Aqualis (New Restoration)
1877,Porterville,California,Walmart,12,Apex
1878,Rexburg,Idaho,Walmart,12,Apex
1879,Barstow,California,No- Landlord,,n/a
1880,Coos Bay,Oregon,Walmart,12,Aqualis (New Restoration)
1881,Antelope,California,Walmart,1,Apex
1882,Selma,California,Walmart,1,Apex
1883,Monaca,Pennsylvania,Walmart,12,Apex
1884,Dickson City,Pennsylvania,Walmart,12,Apex
1885,Butler,Pennsylvania,Combination,2,Apex
1886,Mechanicsburg,Pennsylvania,Walmart,2,Apex
1887,Montoursville,Pennsylvania,Walmart,12,Apex
1888,North Logan,Utah,Walmart,6,Apex
1889,Island City,Oregon,Walmart,4,Aqualis (New Restoration)
1890,Salisbury,Maryland,Walmart,4,Apex
1891,Manchester,Connecticut,Walmart,4,Apex
1892,Hodgkins,Illinois,Walmart,12,Apex
1893,Bowie,Maryland,Walmart,4,Apex
1894,Medina,Ohio,Walmart,10,Apex
1895,Fairlawn,Ohio,No- Landlord,,n/a
1896,Colorado Springs,Colorado,Walmart,4,Apex
1897,Elk Grove Village,Illinois,Walmart,12,Apex
1898,St. Charles,Illinois,Walmart,12,Apex
1899,Riverside,California,Walmart,12,Apex
1900,Burley,Idaho,Walmart,12,Apex
1901,Butte,Montana,Walmart,8,Apex
1902,Ammon,Idaho,Walmart,12,Apex
1903,Yuba City,California,Walmart,1,Apex
1904,Leesburg,Virginia,No- Landlord,,n/a
1905,Blackfoot,Idaho,Walmart,6,Apex
1906,Fairhaven,Massachusetts,No- Landlord,,n/a
1907,Hinsdale,New Hampshire,Walmart,10,Apex
1908,Green Bay,Wisconsin,Walmart,1,Aqualis (New Restoration)
1909,Niagara Falls,New York,Walmart,10,Apex
1910,Crescent City,California,Walmart,12,Apex
1911,AKRON (S),Ohio,Walmart,12,Apex
1912,Corona,California,Walmart,4,Apex
1913,Bowling Green,Ohio,Walmart,12,Apex
1914,HIGHLAND,California,Walmart,6,Apex
1915,Yucca Valley,California,Walmart,4,Apex
1916,Coconut Creek,Florida,Walmart,12,Apex
1917,Santee,California,Walmart,4,Apex
1918,Bellingham,Massachusetts,Walmart,12,Apex
1919,Lincoln,Maine,Walmart,10,Apex
1920,Salem,Oregon,Walmart,12,Aqualis (New Restoration)
1921,Manahawkin,New Jersey,Walmart,12,Apex
1922,Rancho Cucamonga,California,Walmart,1,Apex
1923,Comstock Park,Michigan,Walmart,12,Aqualis (New Restoration)
1924,Presque Isle,Maine,Walmart,10,Apex
1925,Newport,Oregon,Walmart,1,Aqualis (New Restoration)
1926,Oswego,New York,Walmart,10,Apex
1927,Macedonia,Ohio,Walmart,10,Apex
1928,Flint,Michigan,Walmart,10,Aqualis (New Restoration)
1929,Cloquet,Minnesota,Walmart,9,Aqualis (New Restoration)
1930,Plaistow,New Hampshire,Combination,1,Apex
1931,Rhinelander,Wisconsin,Walmart,10,Aqualis (New Restoration)
1932,Ellsworth,Maine,Walmart,10,Apex
1933,Northlake,Illinois,Walmart,12,Apex
1934,South Hill,Virginia,Walmart,12,Apex
1935,Johnstown,Pennsylvania,Combination,12,Apex
1936,Sault Ste. Marie,Michigan,Walmart,9,Aqualis (New Restoration)
1937,Coshocton,Ohio,Walmart,12,Apex
1938,Bedford Park,Illinois,Walmart,12,Apex
1939,Brunswick,Maine,Walmart,10,Apex
1940,East Greenbush,New York,No- Landlord,,n/a
1941,Glendora,California,Walmart,12,Apex
1942,Holland,Michigan,Walmart,1,Aqualis (New Restoration)
1943,Lincoln,Nebraska,Walmart,1,Apex
1945,Mansfield,Pennsylvania,Walmart,12,Apex
1946,Massena,New York,Walmart,10,Apex
1947,Omak,Washington,Walmart,6,Aqualis (New Restoration)
1948,Weirton,West Virginia,Walmart,8,Aqualis (New Restoration)
1949,Fredonia,New York,Walmart,10,Apex
1950,Ahoskie,North Carolina,Combination,12,Apex
1951,Ontario,Oregon,Walmart,4,Aqualis (New Restoration)
1952,Fridley,Minnesota,Walmart,12,Aqualis (New Restoration)
1953,Louisburg,North Carolina,Walmart,12,Apex
1954,Sanford,Maine,Walmart,10,Apex
1955,Rockford,Illinois,Walmart,12,Apex
1956,Billings,Montana,Walmart,1,Apex
1957,Naples,Florida,Combination,16,Apex
1958,Rio Grand City,Texas,Walmart,12,Apex
1959,Middletown,New York,Combination,4,Apex
1960,Tampa,Florida,Walmart,16,Apex
1961,Alexandria,Kentucky,Walmart,12,Opterra Solutions 
1962,Kokomo,Indiana,Walmart,12,Aqualis (New Restoration)
1963,Turlock,California,Walmart,4,Apex
1964,Westerly,Rhode Island,Walmart,10,Apex
1965,Council Bluffs,Iowa,Walmart,10,Apex
1966,Geneseo,New York,Walmart,12,Apex
1967,Springfield,Massachusetts,Combination,2,Apex
1968,Aberdeen,Maryland,Walmart,12,Apex
1969,Midlothian,Virginia,Walmart,12,Apex
1970,Hudson,Massachusetts,Walmart,10,Apex
1971,Rochester,Minnesota,Walmart,10,Aqualis (New Restoration)
1972,Livermore,California,Walmart,4,Apex
1973,Lakewood,New York,Walmart,10,Apex
1974,Houlton,Maine,Walmart,10,Apex
1975,Claremont,New Hampshire,Walmart,10,Apex
1976,Horseheads,New York,Walmart,12,Apex
1977,Brick,New Jersey,Walmart,12,Apex
1978,Plymouth,Indiana,Walmart,12,Aqualis (New Restoration)
1979,Clearlake,California,Walmart,8,Apex
1980,Putnam,Connecticut,Walmart,12,Apex
1981,California,Maryland,Walmart,12,Apex
1982,Appleton,Wisconsin,Walmart,10,Aqualis (New Restoration)
1983,Ceres,California,Walmart,12,Apex
1984,North Adams,Massachusetts,Walmart,12,Apex
1985,Laurel,Maryland,Walmart,4,Apex
1986,Norwalk,Ohio,Walmart,10,Apex
1987,Lapeer,Michigan,Walmart,12,Aqualis (New Restoration)
1988,Roseville,California,Walmart,8,Apex
1989,Lompoc,California,Walmart,4,Apex
1990,Delaware,Ohio,Walmart,1,Apex
1991,Bloomington,Indiana,Walmart,12,Aqualis (New Restoration)
1992,Upland,California,Walmart,1,Apex
1993,Brockport,New York,Walmart,12,Apex
1994,Plattsburgh,New York,No- Landlord,,n/a
1995,Chubbuck,Idaho,Walmart,4,Apex
1996,Hallandale,Florida,Walmart,12,Apex
1997,Latham,New York,No- Landlord,,n/a
1998,Skokie,Illinois,Walmart,1,Apex
1999,Andover,Minnesota,Walmart,12,Aqualis (New Restoration)
2000,Kitty Hawk,North Carolina,No- Landlord,,n/a
2001,Fresno,California,Walmart,1,Apex
2002,Gilroy,California,Walmart,12,Apex
2003,North Brunswick,New Jersey,Combination,2,Apex
2004,Dubuque,Iowa,Walmart,12,Apex
2005,Kannapolis,North Carolina,Walmart,12,Apex
2006,Clarkston,Washington,Walmart,12,Aqualis (New Restoration)
2007,Moses Lake,Washington,Walmart,6,Aqualis (New Restoration)
2008,Grove City,Pennsylvania,Walmart,2,Apex
2009,Abingdon,Maryland,Walmart,4,Apex
2010,Niles,Michigan,Walmart,10,Aqualis (New Restoration)
2012,N. Oxford,Massachusetts,Walmart,12,Apex
2013,Waterville,Maine,Walmart,10,Apex
2014,Houghton Lake,Michigan,Walmart,12,Aqualis (New Restoration)
2015,Fairfax,Virginia,Walmart,1,Apex
2016,Colville,Washington,Walmart,12,Aqualis (New Restoration)
2019,Uniontown,Pennsylvania,Walmart,2,Apex
2020,Rensselaer,Indiana,Combination,12,Aqualis (New Restoration)
2021,Raynham,Massachusetts,Combination,2,Apex
2022,North Windham,Connecticut,Walmart,2,Apex
2023,Lebanon,Pennsylvania,Walmart,12,Apex
2024,Tunkhannock,Pennsylvania,Walmart,12,Apex
2025,Tracy,California,Walmart,12,Apex
2026,Ponce,Puerto Rico,Walmart,12,Rod Rodder
2027,Lavale,Maryland,Walmart,4,Apex
2028,Riverside,California,Walmart,4,Apex
2030,Sonora,California,Walmart,1,Apex
2031,Union City,California,Walmart,4,Apex
2032,Oxnard,California,Walmart,4,Apex
2033,Mandan,North Dakota,Walmart,8,Apex
2035,Greenville,Ohio,Walmart,1,Apex
2036,South Charleston,West Virginia,No- Landlord,,n/a
2037,Aberdeen,Washington,Walmart,12,Aqualis (New Restoration)
2038,Sterling,Virginia,Walmart,12,Apex
2039,Merced,California,Walmart,12,Apex
2040,Burlington,New Jersey,Combination,12,Apex
2041,Pennsville,New Jersey,Combination,4,Apex
2043,Warsaw,New York,Combination,1,Apex
2044,Chico,California,Walmart,1,Apex
2045,NOTTINGHAM,Maryland,Walmart,12,Apex
2046,Augusta,Maine,Combination,10,Apex
2047,Palmyra,Maine,Walmart,10,Apex
2048,Fairfield,California,Walmart,12,Apex
2049,Altoona,Pennsylvania,Walmart,1,Apex
2050,Henderson,Nevada,Walmart,1,Apex
2051,Kingman,Arizona,Walmart,2,Stormwater Pros
2052,Ukiah,California,Walmart,12,Apex
2053,Willows,California,Walmart,4,Apex
2054,Martell,California,Walmart,12,Apex
2055,Concord,New Hampshire,Walmart,10,Apex
2056,Saratoga Springs,New York,Walmart,12,Apex
2057,Rindge,New Hampshire,Walmart,10,Apex
2058,Raleigh,North Carolina,Walmart,12,Apex
2059,Greensburg,Pennsylvania,Combination,2,Apex
2061,Plainwell,Michigan,Walmart,12,Aqualis (New Restoration)
2062,Benton Harbor,Michigan,Walmart,1,Aqualis (New Restoration)
2063,Austintown,Ohio,Walmart,10,Apex
2064,Milford,Pennsylvania,Walmart,12,Apex
2065,Knoxville,Tennessee,Walmart,4,Apex
2066,Houston,Texas,Walmart,12,Apex
2067,Mayaguez,Puerto Rico,No- Landlord,,n/a
2068,Levittown,Pennsylvania,Walmart,4,Apex
2069,Medford,Oregon,Walmart,12,Aqualis (New Restoration)
2070,Anchorage,Alaska,Walmart,1,Apex
2071,Anchorage,Alaska,Walmart,1,Apex
2072,Guayama,Puerto Rico,No- Landlord,,n/a
2073,Brooklyn,Ohio,Walmart,12,Apex
2074,Wasilla,Alaska,Walmart,1,Apex
2075,Bend,Oregon,Walmart,12,Aqualis (New Restoration)
2077,Lake Elsinore,California,Walmart,12,Apex
2078,Marietta,Ohio,Walmart,10,Apex
2079,Marquette,Michigan,Walmart,4,Aqualis (New Restoration)
2080,Battle Creek,Michigan,Walmart,12,Aqualis (New Restoration)
2081,Clearwater,Florida,Walmart,16,Apex
2082,Cerritos,California,No- Landlord,,n/a
2083,Morgantown,West Virginia,Walmart,12,Aqualis (New Restoration)
2084,Bozeman,Montana,Walmart,8,Apex
2085,Isabela,Puerto Rico,No- Landlord,,n/a
2086,Plano,Texas,Walmart,52,Apex
2087,Vadnais Heights,Minnesota,Walmart,3,Aqualis (New Restoration)
2088,Batavia,New York,Walmart,12,Apex
2089,Bristol,Virginia,Walmart,12,Apex
2090,Franklin,New Jersey,Walmart,12,Apex
2091,Doral,Florida,Walmart,12,Apex
2092,Ogdensburg,New York,Walmart,10,Apex
2093,Utica,New York,Combination,1,Apex
2094,Vista,California,Walmart,4,Apex
2095,Wareham,Massachusetts,Walmart,12,Apex
2096,Warminster,Pennsylvania,Walmart,2,Apex
2097,Hudson,New York,Combination,1,Apex
2098,Columbus,Ohio,Walmart,10,Apex
2099,El Paso de Robles,California,Walmart,1,Apex
2100,Cheboygan,Michigan,Walmart,12,Aqualis (New Restoration)
2101,Kennewick,Washington,Combination,4,Aqualis (New Restoration)
2102,Ludington,Michigan,Walmart,12,Aqualis (New Restoration)
2103,Walpole,Massachusetts,Walmart,12,Apex
2104,Newburgh,New York,Walmart,12,Apex
2105,Dallas,Texas,Walmart,1,Apex
2106,Reno,Nevada,Walmart,4,Apex
2107,Lockport,New York,Walmart,10,Apex
2108,Mays Landing,New Jersey,Walmart,12,Apex
2109,Millville,New Jersey,Combination,2,Apex
2110,Paramount,California,Walmart,4,Apex
2111,Hoover,Alabama,Walmart,12,Aqualis (New Restoration)
2112,Scottsdale,Arizona,Walmart,12,Stormwater Pros
2113,Phoenix,Arizona,Combination,1,Stormwater Pros
2114,Chipley,Florida,Walmart,16,Apex
2115,New Philadelphia,Ohio,Walmart,10,Apex
2116,Queensbury,New York,Combination,1,Apex
2117,Los Banos,California,Walmart,12,Apex
2118,Lunenburg,Massachusetts,Walmart,12,Apex
2119,Milpitas,California,Walmart,12,Apex
2120,Norwich,New York,Walmart,12,Apex
2121,Shelton,Washington,Walmart,12,Aqualis (New Restoration)
2122,Avon,Massachusetts,Walmart,10,Apex
2123,Texarkana,Texas,Walmart,2,Apex
2124,Beavercreek,Ohio,Combination,1,Apex
2125,Lakewood,Colorado,Walmart,12,Apex
2126,Mililani,Hawaii,Walmart,1,Apex
2127,Wausau,Wisconsin,Walmart,1,Aqualis (New Restoration)
2128,Halifax,Massachusetts,Walmart,12,Apex
2129,Clearfield,Pennsylvania,Walmart,10,Apex
2130,Portsmouth,New Hampshire,Walmart,10,Apex
2131,Topeka,Kansas,Walmart,8,Apex
2132,Baton Rouge,Louisiana,Walmart,4,Apex
2133,Austin,Texas,Walmart,12,Apex
2134,Charlotte,North Carolina,Walmart,12,Apex
2135,Cobleskill,New York,Combination,1,Apex
2136,Culpeper,Virginia,Walmart,12,Apex
2137,Durham,North Carolina,No- Landlord,,n/a
2138,Lebanon,New Hampshire,Walmart,10,Apex
2139,Lynn,Massachusetts,Walmart,2,Apex
2140,North Conway,New Hampshire,Walmart,10,Apex
2141,Philadelphia (S),Pennsylvania,Walmart,12,Apex
2142,Salem,New Hampshire,Walmart,10,Apex
2143,Skowhegan,Maine,Walmart,10,Apex
2144,Torrington,Connecticut,No- Third Party,,n/a
2145,Whitehall,Pennsylvania,Walmart,12,Apex
2146,Amsterdam,New York,Walmart,12,Apex
2147,Missoula,Montana,Walmart,8,Apex
2149,MT VERNON,Ohio,Walmart,12,Apex
2150,San Diego,California,Walmart,12,Apex
2151,Sunrise,Florida,Walmart,16,Apex
2152,Albany,New York,Walmart,4,Apex
2153,Biddeford,Maine,Walmart,10,Apex
2154,Duluth,Georgia,Walmart,12,Opterra Solutions 
2155,Gardner,Massachusetts,Walmart,12,Apex
2156,Middle Island,New York,Walmart,12,Apex
2157,N. Dartmouth,Massachusetts,Walmart,12,Apex
2158,Northborough,Massachusetts,Walmart,10,Apex
2159,Olean,New York,Walmart,10,Apex
2160,Petersburg,Virginia,Walmart,12,Apex
2161,Pleasanton,California,Walmart,4,Apex
2163,Shelton,Connecticut,Walmart,12,Apex
2164,Springville,New York,Walmart,10,Apex
2166,East Syracuse,New York,Walmart,12,Apex
2167,Exton,Pennsylvania,No- Landlord,,n/a
2169,Lehighton,Pennsylvania,Walmart,12,Apex
2170,Norwich,Connecticut,Walmart,12,Apex
2174,Westfield,Massachusetts,Walmart,12,Apex
2175,Branson West,Missouri,Walmart,10,Apex
2176,Jupiter,Florida,Walmart,12,Apex
2177,San Diego,California,Walmart,4,Apex
2178,Calais,Maine,Walmart,10,Apex
2180,Danvers,Massachusetts,Walmart,12,Apex
2181,Indio,California,No- Third Party,,n/a
2183,Oxford,Maine,Walmart,10,Apex
2184,Seekonk,Massachusetts,Walmart,12,Apex
2185,Selinsgrove,Pennsylvania,Walmart,12,Apex
2187,Wenatchee,Washington,Walmart,6,Aqualis (New Restoration)
2188,Eagle River,Alaska,Walmart,1,Apex
2189,Reno,Nevada,Walmart,1,Apex
2190,Woodland,California,Walmart,12,Apex
2191,Bryan,Ohio,Walmart,10,Apex
2192,Houghton,Michigan,Walmart,9,Aqualis (New Restoration)
2193,Steubenville,Ohio,No- Landlord,,n/a
2194,Alexandria,Virginia,Walmart,12,Apex
2195,Howell,New Jersey,Walmart,12,Apex
2196,Port Angeles,Washington,Walmart,12,Aqualis (New Restoration)
2197,Cortland,Ohio,Walmart,12,Apex
2198,Bloomington,Minnesota,Walmart,1,Aqualis (New Restoration)
2199,ST CLAIRSVILLE,Ohio,Walmart,12,Apex
2200,Groton,Connecticut,Walmart,12,Apex
2201,El Paso,Texas,Walmart,8,Apex
2202,Windham,Maine,Walmart,10,Apex
2203,BENTONVILLE,Arkansas,No- Landlord,,n/a
2204,Forest Park,Illinois,Walmart,12,Apex
2205,York,Pennsylvania,No- Landlord,,n/a
2206,Laguna Niguel,California,Walmart,4,Apex
2207,Midvale,Utah,Walmart,4,Apex
2208,Sayre,Pennsylvania,Walmart,12,Apex
2209,Zanesville,Ohio,Walmart,12,Apex
2210,Amherst,New York,Walmart,10,Apex
2211,POLAND (BOARDMAN),Ohio,Walmart,10,Apex
2213,St. Louis,Missouri,Walmart,10,Apex
