Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
529,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202233,68.47%,76.67%,23.4,51.60%,60.90%,79.30%,82.10%
529,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,87.78%,82.90%,15,77.40%,92.20%,91.20%,89.30%
5388,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,86.68%,92.06%,11.3,86.50%,83.70%,91.40%,85.20%
872,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,84.53%,94.29%,10,83.30%,87.80%,80.70%,86.60%
915,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202233,89.19%,87.92%,12.4,93.10%,89.80%,84.60%,89.60%
2505,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,86.89%,92.70%,9.7,88.40%,90.00%,88.00%,81.60%
3510,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202233,60.00%,100.00%,15.3,100.00%,20.00%,100.00%,
3572,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202233,86.03%,85.66%,12.3,72.90%,92.40%,91.10%,87.70%
5449,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,86.11%,93.59%,16.4,85.40%,85.50%,88.90%,84.90%
752,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,87.84%,99.86%,8.7,85.30%,95.90%,83.80%,86.60%
3425,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,87.59%,99.57%,6.7,82.80%,93.60%,87.60%,87.20%
5612,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,76.66%,94.68%,14.1,77.10%,88.50%,86.10%,45.10%
5959,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202233,81.57%,94.86%,9.7,80.70%,86.90%,83.90%,74.60%
772,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,83.94%,84.75%,13.2,76.50%,83.50%,88.90%,87.50%
2066,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,87.08%,93.63%,9.5,88.20%,90.90%,84.80%,84.20%
3296,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,85.73%,88.00%,11.2,95.30%,95.40%,81.20%,80.60%
3296,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,85.63%,84.97%,15.4,93.90%,96.20%,74.60%,87.30%
3302,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202233,85.07%,92.68%,8.9,86.70%,85.90%,85.90%,81.70%
3584,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,88.59%,97.89%,9.1,88.20%,90.70%,85.90%,88.90%
1040,SPARK,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,202233,79.79%,92.77%,19.3,89.50%,83.20%,78.30%,69.60%
1040,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,88.96%,95.30%,18.3,88.10%,91.10%,90.30%,86.40%
1409,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202233,85.34%,98.71%,8.7,87.70%,84.60%,87.70%,81.00%
3640,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202233,78.51%,92.44%,11.1,79.50%,85.60%,79.20%,68.80%
4111,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,202233,87.65%,92.44%,12.9,86.70%,100.00%,86.10%,76.90%
2257,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,85.52%,96.37%,12.1,80.90%,88.80%,86.60%,86.30%
4538,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,93.57%,93.49%,14.3,93.50%,94.70%,97.50%,88.90%
5091,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,202233,82.44%,97.82%,13.6,79.70%,87.90%,85.90%,77.30%
400,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,87.56%,94.51%,11.8,83.20%,92.00%,89.10%,86.10%
3585,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,202233,88.34%,97.00%,16.4,87.00%,94.10%,83.10%,89.80%
5287,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202233,90.51%,90.12%,13.1,91.80%,91.20%,89.40%,89.60%
901,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,78.68%,88.50%,10.1,76.00%,75.80%,72.80%,89.90%
1313,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202233,89.64%,93.24%,10.1,86.90%,88.20%,91.20%,92.40%
397,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,93.51%,98.28%,6.1,89.60%,99.30%,95.70%,89.60%
1958,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202233,67.11%,94.07%,6.6,73.80%,65.10%,60.30%,71.70%
4508,DOORDASH,Scheduled Standard Delivery,4,At Risk,-,Store Focus,202233,87.50%,87.50%,9.3,,,80.00%,100.00%
4508,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,85.48%,95.33%,6.7,90.30%,83.70%,83.60%,82.90%
1042,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,50.00%,88.75%,12.7,37.50%,60.00%,66.70%,43.30%
999,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Driver Supply Focus,202233,88.14%,90.16%,8.3,94.70%,76.90%,89.50%,87.50%
404,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,84.62%,72.09%,15.1,89.70%,83.80%,80.60%,85.00%
2404,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,86.01%,94.23%,7.9,88.50%,83.40%,90.30%,82.20%
163,POINTPICKUP,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202233,77.23%,81.03%,19.3,72.50%,76.80%,89.70%,69.30%
163,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,82.56%,86.42%,15.8,80.20%,84.90%,90.50%,71.70%
249,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202233,83.45%,96.96%,7.6,77.50%,82.40%,88.00%,88.60%
275,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Degrading,Store Focus,202233,87.80%,88.89%,12.7,87.50%,77.80%,88.90%,100.00%
1126,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202233,44.44%,100.00%,5.9,25.00%,0.00%,75.00%,
3107,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202233,84.37%,90.66%,5,84.90%,86.40%,81.10%,85.10%
4674,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202233,81.25%,93.75%,6.4,66.70%,100.00%,75.00%,83.30%
5094,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,88.14%,96.03%,6,90.00%,89.60%,84.30%,88.60%
104,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,85.26%,91.10%,9.5,83.00%,92.50%,87.70%,78.50%
120,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,76.35%,94.67%,8,74.10%,86.40%,65.00%,74.40%
335,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202233,84.43%,84.41%,12.5,82.90%,88.40%,84.10%,82.40%
657,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,82.44%,79.31%,11.8,85.70%,84.80%,75.70%,84.60%
671,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202233,92.46%,88.12%,10.4,90.70%,89.90%,92.20%,97.80%
7290,UBER,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202233,81.82%,90.18%,11.6,80.50%,72.20%,85.00%,89.20%
491,POINTPICKUP,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202233,75.00%,91.11%,10.7,50.00%,77.80%,87.50%,60.00%
653,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,202233,89.02%,87.13%,15.9,78.90%,85.70%,91.70%,100.00%
653,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,85.79%,83.41%,16.6,86.40%,86.70%,81.80%,90.30%
299,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202233,77.78%,73.02%,14.8,75.00%,76.20%,100.00%,76.90%
299,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,82.16%,77.97%,13.1,77.50%,81.80%,96.60%,75.70%
1263,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,90.55%,76.05%,11,86.40%,90.90%,93.30%,92.40%
1341,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,91.59%,94.18%,9.8,89.80%,92.10%,92.40%,92.80%
5236,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,81.67%,87.69%,18.2,87.50%,90.90%,70.60%,76.90%
709,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202233,84.18%,81.87%,13.8,84.40%,80.90%,80.40%,90.40%
729,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,84.42%,80.87%,12.7,86.80%,84.40%,83.20%,82.90%
1165,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202233,79.56%,76.32%,15.4,75.00%,79.30%,92.50%,68.80%
4118,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202233,92.20%,94.73%,8.5,96.10%,95.10%,89.20%,88.80%
689,DOORDASH,Scheduled Standard Delivery,8,Executive Review,-,Store Focus,202233,92.86%,90.83%,11.2,,,92.80%,92.90%
711,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,-,Store Focus,202233,83.85%,80.45%,18.5,,,79.60%,86.40%
719,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202233,89.53%,93.10%,9.7,90.50%,95.90%,85.80%,84.40%
825,DOORDASH,Scheduled Standard Delivery,10,Executive Review,-,Driver Supply Focus,202233,87.50%,100.00%,4.8,,,75.00%,100.00%
591,POINTPICKUP,Scheduled Express Delivery ,16,Executive Review,Degrading,Driver Supply Focus,202233,93.02%,95.65%,6.7,88.90%,90.00%,100.00%,92.30%
1478,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202233,80.31%,90.46%,11.9,79.70%,83.20%,75.50%,83.10%
720,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,202233,84.21%,86.79%,11.4,88.90%,77.80%,100.00%,62.50%
720,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202233,83.99%,79.00%,12.4,88.60%,82.40%,87.20%,78.30%
720,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202233,89.86%,81.53%,11.4,92.50%,88.30%,94.00%,83.90%
1210,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,87.76%,84.38%,10.5,87.00%,87.20%,88.30%,88.70%
4607,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,87.09%,98.40%,4.2,81.40%,86.30%,94.70%,85.70%
5452,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202233,93.13%,89.86%,8,95.10%,95.30%,92.70%,89.00%
853,POINTPICKUP,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202233,76.19%,80.95%,8.4,83.30%,57.10%,80.00%,100.00%
853,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,202233,87.24%,86.43%,9,91.90%,87.00%,85.00%,82.80%
866,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,202233,88.40%,85.86%,10,91.70%,92.60%,89.50%,78.00%
866,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,87.94%,88.47%,10,91.20%,93.50%,83.90%,82.30%
904,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,68.57%,100.00%,12,66.70%,81.80%,20.00%,85.70%
934,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202233,81.08%,82.14%,15.2,94.10%,90.00%,73.70%,66.70%
934,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202233,84.98%,83.92%,13.2,89.00%,85.90%,84.00%,78.70%
991,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202233,89.64%,95.76%,10,86.10%,95.90%,88.10%,90.00%
991,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,83.73%,94.62%,11,87.70%,87.70%,81.90%,77.20%
1212,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,202233,85.19%,93.55%,14.6,100.00%,90.90%,40.00%,100.00%
1212,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202233,83.54%,88.01%,13.7,86.70%,85.00%,80.10%,83.40%
4333,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202233,84.62%,73.33%,10.3,60.00%,100.00%,100.00%,100.00%
4333,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202233,81.82%,76.75%,14.1,87.70%,91.40%,67.10%,77.50%
5174,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,93.52%,95.05%,7.6,94.70%,95.90%,88.60%,94.50%
6173,POINTPICKUP,Scheduled Express Delivery ,7,Executive Review,Degrading,Driver Supply Focus,202233,80.00%,95.31%,8.6,66.70%,93.80%,66.70%,78.60%
6173,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202233,72.41%,100.00%,8.1,0.00%,60.00%,80.00%,75.00%
670,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,87.87%,99.47%,9.5,90.60%,86.50%,88.50%,86.00%
1158,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202233,78.00%,86.31%,10.1,84.70%,75.40%,72.40%,80.20%
5113,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,78.37%,75.26%,20.8,84.10%,77.80%,60.60%,88.80%
301,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202233,90.54%,86.67%,11.5,91.70%,100.00%,78.90%,94.40%
691,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202233,84.52%,97.98%,8,85.70%,86.20%,84.20%,80.00%
2713,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Recovering,Store Focus,202233,82.76%,70.97%,16.8,100.00%,100.00%,88.90%,66.70%
2713,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202233,69.44%,72.02%,17.4,60.20%,74.40%,76.50%,69.50%
604,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202233,91.82%,90.06%,11.4,94.20%,87.30%,93.90%,91.30%
740,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202233,75.07%,90.73%,9.2,68.50%,87.70%,88.40%,60.00%
1134,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202233,50.00%,100.00%,4.5,0.00%,75.00%,100.00%,
483,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,85.57%,92.08%,16.2,86.30%,85.10%,81.80%,89.80%
700,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202233,85.84%,87.80%,13.2,95.70%,88.20%,68.70%,93.40%
930,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,85.54%,93.96%,9.1,82.00%,88.30%,80.70%,88.60%
938,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,83.63%,98.77%,9.5,82.50%,86.10%,83.30%,82.90%
1101,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,84.49%,91.79%,9.7,82.90%,86.60%,80.50%,88.60%
5348,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202233,71.81%,88.22%,17.3,62.90%,76.30%,69.20%,75.90%
355,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202233,88.67%,92.68%,7.9,91.40%,87.50%,94.80%,81.60%
356,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,85.43%,80.49%,8.5,81.70%,82.50%,92.80%,83.60%
733,DOORDASH,Scheduled Standard Delivery,4,At Risk,-,Store Focus,202233,80.00%,97.56%,12.9,,,70.00%,83.30%
733,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202233,82.29%,98.73%,10.6,90.50%,86.30%,75.00%,72.90%
809,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202233,93.33%,80.00%,8.6,100.00%,100.00%,83.30%,100.00%
715,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,79.39%,97.10%,9.4,77.20%,82.50%,79.00%,79.00%
764,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,90.94%,91.91%,9.2,97.00%,89.30%,94.30%,75.60%
764,UBER,Scheduled Standard Delivery,19,Executive Review,Recovering,Store Focus,202233,78.95%,100.00%,24.8,100.00%,83.30%,66.70%,66.70%
2306,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202233,86.94%,97.14%,8.4,89.70%,89.50%,85.70%,82.20%
1481,SPARK,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,202233,88.12%,80.42%,11.1,84.30%,92.00%,88.20%,88.00%
1481,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202233,76.84%,90.09%,11.4,76.20%,82.60%,72.40%,74.80%
1481,UBER,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202233,80.25%,89.53%,13.7,81.30%,75.90%,81.30%,85.00%
3271,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Store Focus,202233,87.23%,84.91%,14.3,100.00%,76.90%,92.90%,80.00%
3271,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,86.69%,96.09%,13.6,94.70%,90.00%,81.00%,84.10%
4497,POINTPICKUP,Scheduled Standard Delivery,38,Executive Review,Degrading,Driver Supply Focus,202233,90.00%,95.00%,9.7,85.70%,83.30%,100.00%,100.00%
4497,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202233,86.53%,94.89%,9,90.00%,87.80%,80.50%,86.60%
990,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202233,69.41%,75.55%,17.8,67.90%,79.20%,64.40%,65.40%
990,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202233,76.54%,72.46%,17.3,67.40%,77.10%,73.70%,87.00%
1222,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,86.65%,94.51%,11.6,86.00%,94.00%,88.00%,78.30%
1224,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202233,78.47%,82.43%,12.2,79.80%,86.10%,81.50%,63.40%
1224,UBER,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202233,92.05%,78.80%,14.9,92.70%,94.20%,87.90%,91.70%
1605,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202233,89.86%,90.99%,10.3,92.10%,92.40%,88.50%,86.70%
2533,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,88.98%,91.60%,13.5,92.30%,89.70%,86.70%,87.90%
3484,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202233,85.65%,98.62%,9.6,90.70%,90.40%,85.40%,75.70%
3484,UBER,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202233,92.27%,98.33%,12.1,94.80%,96.00%,88.40%,89.20%
3785,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202233,88.56%,96.96%,7,88.90%,89.80%,91.20%,84.20%
919,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202233,87.29%,84.80%,10.2,81.30%,90.30%,90.00%,88.00%
944,UBER,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202233,84.00%,94.17%,9.3,76.70%,77.80%,95.20%,90.90%
495,DOORDASH,Scheduled Standard Delivery,6,At Risk,-,Store Focus,202233,83.33%,100.00%,19.7,,,50.00%,90.00%
4504,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202233,75.62%,85.06%,9.1,71.50%,82.10%,67.30%,83.50%
5248,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,84.58%,94.10%,7.9,85.00%,87.70%,82.50%,83.00%
5256,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,80.17%,84.35%,13,82.00%,83.20%,69.50%,86.90%
4648,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202233,86.00%,89.36%,9.5,94.40%,91.20%,77.90%,80.40%
5098,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,82.68%,97.00%,7.4,89.80%,87.50%,75.50%,77.90%
5623,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Driver Supply Focus,202233,84.21%,89.47%,7.2,90.00%,88.20%,87.50%,71.40%
5623,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202233,83.82%,99.86%,6.2,88.60%,87.40%,85.50%,74.40%
5740,SPARK,Scheduled Standard Delivery,30,Executive Review,Recovering,Store Focus,202233,72.88%,91.21%,12.9,91.00%,67.00%,63.60%,68.70%
5744,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202233,87.50%,100.00%,7.2,100.00%,50.00%,100.00%,100.00%
1455,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,82.33%,85.16%,17.6,79.30%,87.10%,89.60%,72.10%
1801,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202233,75.89%,76.50%,17.3,68.10%,92.50%,90.20%,55.40%
3284,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202233,84.07%,77.61%,12.2,83.30%,91.00%,89.80%,71.00%
3285,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,85.22%,82.31%,10.4,85.80%,93.60%,90.00%,73.40%
3631,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202233,86.94%,93.58%,9.7,90.00%,94.10%,89.90%,73.50%
4279,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202233,62.50%,80.77%,11.1,42.90%,50.00%,40.00%,100.00%
4279,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,94.94%,90.76%,9.7,95.30%,98.00%,96.90%,89.00%
5147,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202233,75.00%,87.52%,12.7,66.80%,91.30%,91.50%,74.20%
265,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,84.60%,83.67%,11.2,87.10%,88.20%,84.80%,76.50%
265,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,66.10%,80.26%,12.3,72.30%,70.00%,70.40%,55.10%
2688,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,88.45%,83.42%,10.2,90.40%,93.80%,94.90%,74.40%
3764,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202233,89.66%,95.30%,7.5,75.00%,97.30%,84.60%,90.40%
398,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,89.90%,87.58%,12.4,88.90%,94.50%,92.00%,83.70%
918,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202233,89.96%,95.86%,6.3,95.00%,94.80%,92.80%,76.30%
