Store #,Store Name,City,State,Associated Signage
3229,"VERNON, TX",VERNON,TX,Bilingual
3230,"BRYANT, AR",BRYANT,AR,English
3231,GREENWOOD AR 11-11-02,GREENWOOD,AR,English
3232,"WEST JORDAN, UT",WEST JORDAN,UT,Bilingual
3233,"BEMIDJI, MN",BEMIDJI,MN,English
3234,"ROGERSVILLE, TN",ROGERSVILLE,TN,English
3235,"NORTH MIAMI BEACH, FL",NORTH MIAMI BEACH,FL,Bilingual
3236,"FREEHOLD, NJ",FREEHOLD,NJ,Bilingual
3237,SIOUX FALLS SD,SIOUX FALLS,SD,English
3238,"SPRINGFIELD, MO",SPRINGFIELD,MO,English
3239,"SPRINGFIELD, OR",SPRINGFIELD,OR,English
3241,GLENDALE AZ,GLENDALE,AZ,Bilingual
3243,BONSACK VA,ROANOKE,VA,English
3245,"HAYWARD, WI",HAYWARD,WI,English
3247,DELAVAN WI,DELAVAN,WI,Bilingual
3248,LA HABRA CA,LA HABRA,CA,Bilingual
3250,AURORA OH,AURORA,OH,English
3251,"WASHINGTON, OH",WASHINGTON COURT HOUSE,OH,English
3252,"BOOTHWYN, PA",BOOTHWYN,PA,English
3253,"EDINBORO, PA",EDINBORO,PA,English
3254,RENO (NW)NV,RENO,NV,Bilingual
3255,SAVOY IL,SAVOY,IL,English
3258,EUGENE (W) OR,EUGENE,OR,English
3259,"MISSOULA, MT",MISSOULA,MT,English
3260,"EPHRATA, WA",EPHRATA,WA,Bilingual
3261,"RICHLAND, WA",RICHLAND,WA,Bilingual
3262,"CAMBRIDGE, OH",CAMBRIDGE,OH,English
3265,"TABB, VA",YORKTOWN,VA,English
3266,"EAST WINDSOR, NJ",EAST WINDSOR,NJ,English
3267,OMAHA (W),OMAHA,NE,English
3268,"ANTIGO, WI",ANTIGO,WI,English
3269,"MEXICO, ME",MEXICO,ME,English
3270,"WYTHEVILLE, VA",WYTHEVILLE,VA,English
3271,"CALERA, AL",CALERA,AL,English
3273,OVERLAND PARK (S) KS,OVERLAND PARK,KS,English
3274,N RICHLAND HILLS TX,NORTH RICHLAND HILLS,TX,English
3275,"EDMOND (W), OK",EDMOND,OK,English
3276,SAN BERNARDINO CA,SAN BERNARDINO,CA,Bilingual
3277,"RENO, NV",RENO,NV,Bilingual
3278,LINCOLN NE 11-11-02,LINCOLN,NE,English
3279,"SAN ANTONIO (SE), TX",SAN ANTONIO,TX,Bilingual
3280,"ROCHESTER, NY",ROCHESTER,NY,Bilingual
3281,HARBORCREEK PA,HARBORCREEK,PA,English
3282,"LOGAN, OH",LOGAN,OH,English
3283,"WICHITA (NW), KS",WICHITA,KS,English
3284,"ARLINGTON (SW), TX",ARLINGTON,TX,Bilingual
3285,CEDAR HILL TX,CEDAR HILL,TX,Bilingual
3286,HICKORY CREEK/DENTON TX,HICKORY CREEK,TX,Bilingual
3287,"LEWISVILLE, TX",LEWISVILLE,TX,Bilingual
3288,"BATON ROUGE, LA",BATON ROUGE,LA,English
3289,"WEST JEFFERSON, NC",WEST JEFFERSON,NC,English
3290,"KAHULUI, HI",KAHULUI,HI,English
3291,"NEWARK, NJ",FLANDERS,NJ,English
3292,"NEWARK, NJ",UNION,NJ,Bilingual
3293,"CHARDON, OH",CHARDON,OH,English
3294,"LOUISVILLE (SE), KY",LOUISVILLE,KY,English
3295,BROKEN ARROW OK,BROKEN ARROW,OK,English
3296,"HOUSTON, TX",HOUSTON,TX,Bilingual
3297,HOUSTON ELDRIDGE TX,HOUSTON,TX,Bilingual
3298,"HOUSTON, TX",KEMAH,TX,Bilingual
3299,CHESAPEAKE KEMPSVILLE VA,CHESAPEAKE,VA,English
3300,"WAPAKONETA, OH",WAPAKONETA,OH,English
3301,"PROVIDENCE, RI",PROVIDENCE,RI,Bilingual
3302,"HOUSTON (W TOLLWAY), TX",HOUSTON,TX,Bilingual
3303,"GRUNDY, VA",GRUNDY,VA,English
3304,"REIDSVILLE, NC",REIDSVILLE,NC,English
3305,"MAYODAN, NC",MAYODAN,NC,English
3307,"CRAWFORDVILLE, FL",CRAWFORDVILLE,FL,English
3308,"MIDDLEBURG, FL",MIDDLEBURG,FL,English
3309,"JACKSONVILLE(CLINTON), FL",JACKSONVILLE,FL,English
3310,"DELTONA (HWIND/415), FL",DELTONA,FL,Bilingual
3311,"MIAMI GARDENS (PROP), FL",MIAMI GARDENS,FL,Bilingual
3313,"CENTENNIAL (LIMA), CO",CENTENNIAL,CO,English
3314,"GLENDALE, AZ",GLENDALE,AZ,Bilingual
3315,"PHOENIX, AZ",GLENDALE,AZ,Bilingual
3317,"ALBUQUERQUE, NM",ALBUQUERQUE,NM,Bilingual
3319,"HARKER HEIGHTS, TX",HARKER HEIGHTS,TX,Bilingual
3320,"PALMHURST, TX",PALMHURST,TX,Bilingual
3322,"PEWAUKEE, WI",PEWAUKEE,WI,English
3324,"SHEBOYGAN (N), WI",SHEBOYGAN,WI,English
3327,OKLAHOMA CITY MAY & 134TH,OKLAHOMA CITY,OK,English
3328,"GREENVILLE, MI",GREENVILLE,MI,English
3329,"POTSDAM, NY",POTSDAM,NY,English
3330,CHESAPEAKE CEDAR VA,CHESAPEAKE,VA,English
3331,"PINE BLUFF, AR",PINE BLUFF,AR,English
3332,"FULTON, NY",FULTON,NY,English
3334,"MALONE, NY",MALONE,NY,English
3335,AVON OH,AVON,OH,English
3336,"WOODHAVEN, MI",WOODHAVEN,MI,English
3337,"RIO GRANDE, NJ",RIO GRANDE,NJ,English
3338,SPARTANBURG CEDAR SPRINGS,SPARTANBURG,SC,English
3339,"VINELAND, NJ",VINELAND,NJ,Bilingual
3340,TULSA(FAIRGROUNDS) OK,TULSA,OK,Bilingual
3341,"DALLAS, TX",DALLAS,TX,Bilingual
3342,"AMELIA, OH",AMELIA,OH,English
3344,"WINCHESTER-W, VA",WINCHESTER,VA,English
3347,"WINTER HAVEN (E), FL",WINTER HAVEN,FL,Bilingual
3348,"LAKE PARK (P.B.GARD), FL",LAKE PARK,FL,Bilingual
3349,"PORT CHARLOTTE (E), FL",PORT CHARLOTTE,FL,English
3350,"LAS VEGAS (BOULDER), NV",LAS VEGAS,NV,Bilingual
3351,"NORTH LAS VEGAS, NV",LAS VEGAS,NV,Bilingual
3352,"STOCKTON-NW, CA",STOCKTON,CA,Bilingual
3354,"HENDERSON, NV",HENDERSON,NV,Bilingual
3355,"LAS VEGAS (LAMB), NV",LAS VEGAS,NV,Bilingual
3356,"LAS VEGAS (WARM SPRI), NV",LAS VEGAS,NV,Bilingual
3357,"TUCSON, AZ",TUCSON,AZ,Bilingual
3359,FORT MILL TOM HALL SC,FORT MILL,SC,English
3360,"CHANDLER-AIRPORT, AZ",CHANDLER,AZ,Bilingual
3362,"OAK GROVE, KY",OAK GROVE,KY,English
3363,"OWENSBORO, KY",OWENSBORO,KY,English
3364,"WEST ST. PAUL, MN",SAINT PAUL,MN,Bilingual
3366,"CENTERVILLE, UT",CENTERVILLE,UT,English
3367,NORTH CHARLESTON SC,NORTH CHARLESTON,SC,English
3370,"PALMETTO, FL",PALMETTO,FL,Bilingual
3371,"CHARLOTTE (W), NC",CHARLOTTE,NC,English
3372,LARGO CROSSROAD FL,LARGO,FL,Bilingual
3377,TUCSON (CARDINAL) AZ,TUCSON,AZ,Bilingual
3379,ORO VALLEY AZ,ORO VALLEY,AZ,Bilingual
3380,PASCO WA,PASCO,WA,Bilingual
3381,SWEETWATER TX,SWEETWATER,TX,Bilingual
3382,PUEBLO WEST CO,PUEBLO WEST,CO,Bilingual
3383,"AMARILLO (SC), TX",AMARILLO,TX,Bilingual
3384,HEREFORD (NW) TX,HEREFORD,TX,Bilingual
3385,ALBUQUERQUE (SAGE) NM,ALBUQUERQUE,NM,Bilingual
3386,SPRINGVILLE AL,SPRINGVILLE,AL,English
3387,"NORTH PORT, FL",NORTH PORT,FL,English
3388,LAWRENCEVILLE (S) GA,LAWRENCEVILLE,GA,Bilingual
3389,SNELLVILLE (S) GA,SNELLVILLE,GA,English
3390,WOODLAND (W) TX,WOODLANDS,TX,Bilingual
3391,SCHERTZ TX,SCHERTZ,TX,Bilingual
3392,BEDFORD TX,BEDFORD,TX,Bilingual
3394,"ATLANTIC, IA",ATLANTIC,IA,English
3395,SOUTH GRAND ISLAND,GRAND ISLAND,NE,Bilingual
3397,"MIAMI GARDENS, FL",MIAMI GARDENS,FL,Bilingual
3400,OSWEGO IL,OSWEGO,IL,Bilingual
3401,COLLEGE PARK GA,COLLEGE PARK,GA,English
3402,STOCKBRIDGE (S) GA,STOCKBRIDGE,GA,English
3403,"DALLAS, GA",DALLAS,GA,English
3404,ROSEVILLE MN,ROSEVILLE,MN,English
3406,DALLAS (PRESTWD) TX,DALLAS,TX,Bilingual
3407,BUCKEYE AZ,BUCKEYE,AZ,Bilingual
3408,"CARSON CITY, NV",CARSON CITY,NV,Bilingual
3409,LEICESTER MA,LEICESTER,MA,Bilingual
3411,FAYETTEVILLE HOKE LOOP NC,FAYETTEVILLE,NC,Bilingual
3412,"ELIZABETHVILLE, PA",ELIZABETHVILLE,PA,English
3414,PALM HARBOR FL,PALM HARBOR,FL,English
3415,"TARPON SPRINGS, FL",TARPON SPRINGS,FL,English
3417,"NAPLES, FL",NAPLES,FL,Bilingual
3418,"WESLEY CHAPEL, FL",WESLEY CHAPEL,FL,Bilingual
3419,FORT WORTH (VICKERY) TX,FORT WORTH,TX,Bilingual
3420,"WESTBURY, NY",WESTBURY,NY,Bilingual
3422,"DEPTFORD (E), NJ",DEPTFORD,NJ,English
3423,"SANTA FE (S), NM",SANTA FE,NM,Bilingual
3424,BIRMINGHAM VALLEYDALE AL,BIRMINGHAM,AL,English
3425,HOUSTON (ALMEDA GENOA) TX,HOUSTON,TX,Bilingual
3427,ARTESIA NM,ARTESIA,NM,Bilingual
3428,"FARMINGTON, NM",FARMINGTON,NM,Bilingual
3429,WARREN PA,WARREN,PA,English
3430,OKLAHOMA CITY OK,OKLAHOMA CITY,OK,English
3431,HUDSON OAKS TX,HUDSON OAKS,TX,English
3432,"DESOTO, TX",DESOTO,TX,Bilingual
3433,RED OAK TX,RED OAK,TX,Bilingual
3434,"WOODSTOCK, IL",WOODSTOCK,IL,Bilingual
3435,"GREENWOOD, IN",GREENWOOD,IN,English
3436,"SOUTH BEND, IN",SOUTH BEND,IN,Bilingual
3439,"NAVARRE, FL",NAVARRE,FL,English
3442,MURRELLS INLET TOURNAMENT,MURRELLS INLET,SC,English
3443,"RIVERDALE, NJ",RIVERDALE,NJ,Bilingual
3445,"HOLLAND, OH",HOLLAND,OH,English
3447,WHITEHALL OH,WHITEHALL,OH,Bilingual
3449,KILLEEN E TX,KILLEEN,TX,Bilingual
3450,KILLEEN W TX,KILLEEN,TX,Bilingual
3452,"HOUSTON(RIPPLE), TX",HOUSTON,TX,Bilingual
3453,WYOMING MI,WYOMING,MI,Bilingual
3454,PERRY(BRIGHAM CITY) UT,PERRY,UT,English
3455,"RICHMOND, CA",RICHMOND,CA,Bilingual
3456,HOPE MILLS NC,HOPE MILLS,NC,English
3457,"TULSA, OK",TULSA,OK,Bilingual
3458,WHITEHALL MI,WHITEHALL,MI,English
3459,BLOOMINGTON IL,BLOOMINGTON,IL,English
3460,"PEORIA (N), IL",PEORIA,IL,English
3461,PEACHTREE CITY GA,PEACHTREE CITY,GA,English
3462,SUWANEE GA,SUWANEE,GA,English
3463,BRANDON FL,BRANDON,FL,Bilingual
3464,CHINO CA,CHINO,CA,Bilingual
3465,GLENDALE AZ 11-12-02,GLENDALE,AZ,Bilingual
3469,LINDEN NJ,LINDEN,NJ,Bilingual
3471,KENNESAW GA,KENNESAW,GA,English
3472,"POST FALLS, ID",POST FALLS,ID,English
3473,"LAS VEGAS, NV",LAS VEGAS,NV,Bilingual
3474,"BRADENTON (NE), FL",BRADENTON,FL,Bilingual
3475,"NORRISTOWN (W), PA",NORRISTOWN,PA,English
3476,"CANTON, MI",CANTON,MI,English
3477,LONG BEACH CA,LONG BEACH,CA,Bilingual
3478,HONOLULU HI,HONOLULU,HI,English
3479,"ROGERS(NEW HOPE), AR",ROGERS,AR,Bilingual
3480,"LEBANON, VA",LEBANON,VA,English
3481,"BALTIMORE, MD",BALTIMORE,MD,English
3482,PLANO COIT/190 TX,PLANO,TX,Bilingual
3483,HOUMA LA,HOUMA,LA,English
3484,"PENSACOLA, FL",PENSACOLA,FL,English
3485,"BLAIRSVILLE, GA",BLAIRSVILLE,GA,English
3486,ATHENS OH,ATHENS,OH,English
3487,"SHELBY TWP, MI",SHELBY TOWNSHIP,MI,English
3488,"BURLINGTON, WI",BURLINGTON,WI,English
3489,"GOLDEN RING, MD",BALTIMORE,MD,English
3490,HANOVER MD,HANOVER,MD,English
3491,"METHUEN, MA",METHUEN,MA,Bilingual
3492,"WICHITA, KS",WICHITA,KS,English
3493,"MARTINEZ, CA",MARTINEZ,CA,Bilingual
3494,SAN MARCOS CA EF,SAN MARCOS,CA,Bilingual
3495,"CLARKSVILLE(S), TN",CLARKSVILLE,TN,English
3497,"PLYMOUTH, WI",PLYMOUTH,WI,English
3498,"BLAINE, MN",BLAINE,MN,English
3499,JEFFERSON WI,JEFFERSON,WI,English
3500,HOUSTON TX,HOUSTON,TX,Bilingual
3501,"ELVERSON, PA",ELVERSON,PA,English
3502,HAMILTON(E) OH,HAMILTON,OH,English
3503,"THOMASVILLE, NC",THOMASVILLE,NC,English
3504,HICKORY MCDONALD NC,HICKORY,NC,Bilingual
3505,WISCONSIN DELLS WI,WISCONSIN DELLS,WI,English
3508,"TULSA, OK",BROKEN ARROW,OK,English
3509,"HOUSTON, TX",HOUSTON,TX,Bilingual
3510,PEARLAND TX,PEARLAND,TX,Bilingual
3511,HAYDEN ID,HAYDEN,ID,English
3512,ALBUQUERQUE MONTGOMERY NM,ALBUQUERQUE,NM,Bilingual
3513,SHAKOPEE MN 11-11-02,SHAKOPEE,MN,English
3514,"BRADFORD, PA",BRADFORD,PA,English
3515,HILLSBORO OH,HILLSBORO,OH,English
3516,"CHULA VISTA (E), CA",CHULA VISTA,CA,Bilingual
3517,RIO RANCHO SOUTHERN NM,RIO RANCHO,NM,Bilingual
3518,"LAREDO(SE), TX",LAREDO,TX,Bilingual
3520,"SECAUCUS, NJ",SECAUCUS,NJ,Bilingual
3521,SHERMAN W TX,SHERMAN,TX,English
3522,"BALDWIN PARK, CA",BALDWIN PARK,CA,Bilingual
3523,"SANTA CLARITA (E), CA",SANTA CLARITA,CA,Bilingual
3525,"PUYALLUP (S), WA",PUYALLUP,WA,English
3526,BROOKSVILLE FL,BROOKSVILLE,FL,English
3527,"ST LUCIE WEST, FL",PORT ST LUCIE,FL,Bilingual
3528,"WIGGINS, MS",WIGGINS,MS,English
3529,LAWRENCE IN,INDIANAPOLIS,IN,Bilingual
3530,"ROCKWALL(S), TX",ROCKWALL,TX,English
3531,LACEY WA,LACEY,WA,English
3533,DENVER CO,DENVER,CO,Bilingual
3534,RED WING MN 11-12-02,RED WING,MN,English
3535,EPPING NH,EPPING,NH,English
3537,"LAKEWOOD, WA",LAKEWOOD,WA,Bilingual
3538,VIERA FL,MELBOURNE,FL,English
3541,KENNETT SQUARE PA,KENNETT SQUARE,PA,Bilingual
3542,"HOUSTON, TX",HOUSTON,TX,Bilingual
3543,DANBURY CT,DANBURY,CT,Bilingual
3545,HAMDEN CT,HAMDEN,CT,Bilingual
3546,NEW MILFORD CT,NEW MILFORD,CT,Bilingual
3548,WATERBURY (REIDVILLE),WATERBURY,CT,Bilingual
3549,"KEENE, NH",KEENE,NH,English
3560,FALL RIVER (S),FALL RIVER,MA,English
3561,FALMOUTH MA,TEATICKET,MA,English
3562,SADDLE BROOK NJ,SADDLE BROOK,NJ,Bilingual
3563,"BETHLEHEM, PA",BETHLEHEM,PA,Bilingual
3564,HORSHAM PA,WILLOW GROVE,PA,English
3566,"AURORA(DENVER SE),CO",DENVER,CO,Bilingual
3567,HIDALGO TX,HIDALGO,TX,Bilingual
3568,WEST VALLEY CITY UT,WEST VALLEY CITY,UT,Bilingual
3569,AUSTIN (NE) TX,AUSTIN,TX,Bilingual
3570,"EVANS, GA",EVANS,GA,English
3571,MIDDLETOWN OH 11-11-02,MIDDLETOWN,OH,English
3572,PEARLAND TX 11-12-02,PEARLAND,TX,Bilingual
3573,MANASSAS (S) VA,MANASSAS,VA,Bilingual
3574,ALLEN TX,ALLEN,TX,English
3579,KINGWOOD TX,KINGWOOD,TX,Bilingual
3580,NEWARK OH,NEWARK,OH,English
3581,ZANESVILLE (S) OH,ZANESVILLE,OH,English
3582,COLORADO SPRINGS CO,COLORADO SPRINGS,CO,Bilingual
3583,GLENMONT NY,GLENMONT,NY,English
3584,"HOUSTON (GALLERIA), TX",HOUSTON,TX,Bilingual
3585,WOODLANDS E TX,SPRING,TX,Bilingual
3587,ROCKLIN (S) CA,ROCKLIN,CA,English
3588,DUMFRIES VA,DUMFRIES,VA,Bilingual
3589,SALT LAKE CITY C UT,SALT LAKE CITY,UT,Bilingual
3590,SIOUX CITY (N) IA,SIOUX CITY,IA,Bilingual
3591,MONTGOMERY TX,MONTGOMERY,TX,English
3593,"HORNLAKE, MS",HORN LAKE,MS,English
3594,"DALLAS, TX",PANTEGO,TX,Bilingual
3595,FAYETTEVILLE NC,FAYETTEVILLE,NC,English
3596,"LOS LUNAS, NM",LOS LUNAS,NM,Bilingual
3597,BELVIDERE IL,BELVIDERE,IL,Bilingual
3598,CEDAR KNOLLS NJ,CEDAR KNOLLS,NJ,Bilingual
3599,MEMPHIS TN,BARTLETT,TN,English
3600,FAYETTEVILLE STRICKLAND B,FAYETTEVILLE,NC,English
3601,CRESTWOOD IL,CRESTWOOD,IL,Bilingual
3602,SPRINGFIELD (E) IL,SPRINGFIELD,IL,English
3603,FOREST CLOVERHILL VA,FOREST,VA,English
3604,GOODYEAR (INDIAN) AZ,GOODYEAR,AZ,Bilingual
3605,LYNCHBURG VA,LYNCHBURG,VA,English
3606,DEBARY FL,DEBARY,FL,Bilingual
3607,ALBION NY,ALBION,NY,English
3608,"NORTH MADISON, OH",MADISON,OH,English
3609,ELLENWOOD GA,ELLENWOOD,GA,English
3611,"MARIETTA, GA",MARIETTA,GA,Bilingual
3612,BURLINGTON (N) NC,BURLINGTON,NC,Bilingual
3614,ROANOKE DALE AVE VA,ROANOKE,VA,English
3615,"OKLAHOMA CITY, OK",OKLAHOMA CITY,OK,Bilingual
3616,"AMITE, LA",AMITE,LA,English
3617,"ORLANDO (CURRY FRD.E), FL",ORLANDO,FL,Bilingual
3619,CHATTANOOGA TN,CHATTANOOGA,TN,English
3620,RIVERTON UT,RIVERTON,UT,English
3621,CHAMBLEE GA,CHAMBLEE,GA,Bilingual
3622,ROANOKE PLANTATION RD VA,ROANOKE,VA,English
3623,LAREDO (S) TX,LAREDO,TX,Bilingual
3624,MONTICELLO MN,MONTICELLO,MN,English
3625,LAUDERDALE LAKES FL,LAUDERDALE LAKES,FL,Bilingual
3626,WINSTON-SALEM (S) NC,WINSTON SALEM,NC,Bilingual
3627,OAKWOOD GA,OAKWOOD,GA,Bilingual
3628,SIMPSONVILLE SC,SIMPSONVILLE,SC,English
3629,PORT ORANGE FL,PORT ORANGE,FL,English
3630,MARION IA,MARION,IA,English
3631,CROWLEY TX,CROWLEY,TX,Bilingual
3632,"SANDUSKY, MI",SANDUSKY,MI,English
3633,WAYNESBORO PA,WAYNESBORO,PA,English
3634,TAMAQUA PA,TAMAQUA,PA,English
3635,FORT OGLETHORPE GA,FORT OGLETHORPE,GA,English
3637,YUKON NE OK,YUKON,OK,English
3638,FLORENCE 2ND LOOP CASHUA,FLORENCE,SC,English
3639,DULLES VA,DULLES,VA,English
3640,HOUSTON(NW I-610) TX,HOUSTON,TX,Bilingual
3641,SPRINGFIELD (E) OH,SPRINGFIELD,OH,English
3643,MEDFORD WI,MEDFORD,WI,English
3644,CHESAPEAKE (S) VA,CHESAPEAKE,VA,English
3645,MIDLAND (S) TX,MIDLAND,TX,Bilingual
3646,GOOSE CREEK RED BANK SC,GOOSE CREEK,SC,English
3648,"BISMARCK, ND",BISMARCK,ND,English
3650,"VENTURA (W), CA",VENTURA,CA,Bilingual
3652,"WEST SACRAMENTO, CA",WEST SACRAMENTO,CA,Bilingual
3653,BURLESON 731 TX,BURLESON,TX,Bilingual
3654,ROGERS AR,ROGERS,AR,Bilingual
3655,"LAS VEGAS (CHEYENNE), NV",LAS VEGAS,NV,Bilingual
3658,"GREENSBORO (NE), NC",GREENSBORO,NC,English
3659,"CHATTANOOGA(SIGNAL), TN",CHATTANOOGA,TN,English
3660,"CHATTANOOGA(SW), TN",CHATTANOOGA,TN,English
3661,"EL PASO, TX",EL PASO,TX,Bilingual
3693,"SANTA ISABEL,PR",SANTA ISABEL,PR,Bilingual
3700,"INDIAN TRAIL, NC",INDIAN TRAIL,NC,English
3701,"MOUNT OLIVE, NC",MOUNT OLIVE,NC,Bilingual
3702,"JACKSONVILLE (N), FL",JACKSONVILLE,FL,English
3703,"KENNER (WILL & ESPL), LA",KENNER,LA,Bilingual
3705,"YELM, WA",YELM,WA,English
3708,SUISAN CITY CA,SUISUN CITY,CA,Bilingual
3709,"ATLANTA (GRESHAM), GA",ATLANTA,GA,English
3710,"DECATUR (W), GA",DECATUR,GA,English
3712,"CITRUS HEIGHTS, CA",CITRUS HEIGHTS,CA,Bilingual
3713,N. CHARLESTON LADSON SC,LADSON,SC,English
3716,MANATI PUERTO RICO,MANATI,PR,Bilingual
3717,"NASHVILLE (HARDING), TN",NASHVILLE,TN,Bilingual
3720,"ARBUTUS, MD",ARBUTUS,MD,English
3722,"KENT, OH",KENT,OH,English
3723,LOCUST GROVE OK,LOCUST GROVE,OK,English
3724,ORANGEBURD STONEWALL SC,ORANGEBURG,SC,English
3725,"NILES, IL",NILES,IL,Bilingual
3726,"GRAND BLANC, MI",GRAND BLANC,MI,English
3727,ALEXANDRIA JACKSON LA,ALEXANDRIA,LA,English
3728,"NORTH LAS VEGAS (S), NV",NORTH LAS VEGAS,NV,Bilingual
3729,"SPARKS, NV",SPARKS,NV,Bilingual
3730,"PRESCOTT VALLEY, AZ",PRESCOTT VALLEY,AZ,Bilingual
3731,"BERNALILLO, NM",BERNALILLO,NM,Bilingual
3732,"RIO RANCHO (W), NM",RIO RANCHO,NM,Bilingual
3733,"TEGA CAY, SC",TEGA CAY,SC,English
3734,"VERMILLION, SD",VERMILLION,SD,English
3736,PINEVILLE HWY 28 LA,PINEVILLE,LA,English
3738,"NATRONA HEIGHTS, PA",NATRONA HEIGHTS,PA,English
3739,"NAMPA (NORTHEAST), ID",NAMPA,ID,Bilingual
3740,AURORA PICADILLY CO,AURORA,CO,Bilingual
3741,"ATLANTA, GA",ATLANTA,GA,English
3742,"WOODLAND, WA",WOODLAND,WA,English
3743,WEST MONROE US 80 AND FLA,WEST MONROE,LA,English
3745,MONROE AMERICAS LA,MONROE,LA,English
3746,SHREVEPORT LA BERT KOUNS,SHREVEPORT,LA,English
3747,"MUNCIE, IN",MUNCIE,IN,English
3748,ACWORTH(N) GA,ACWORTH,GA,English
3749,"CINCINNATI (EVENDALE),OH",CINCINNATI,OH,English
3750,"WARNER ROBINS (S), GA",WARNER ROBINS,GA,English
3751,"QUEEN CREEK, AZ",SAN TAN VALLEY,AZ,Bilingual
3752,BOSSIER CITY RED CHUTE LA,BOSSIER CITY,LA,English
3754,"CHELAN, WA",CHELAN,WA,Bilingual
3757,"ARLINGTON, WA",ARLINGTON,WA,English
3758,"CROOKSTON, MN",CROOKSTON,MN,English
3760,"NEW ULM, MN",NEW ULM,MN,English
3761,"THIEF RIVER FALLS, MN",THIEF RIVER FALLS,MN,English
3762,"WEST DES MOINES (SW), IA",WEST DES MOINES,IA,English
3763,"EL PASO (MONTANA), TX",EL PASO,TX,Bilingual
3764,"LINDALE, TX",LINDALE,TX,Bilingual
3765,"PIQUA, OH",PIQUA,OH,English
3768,"ALTA VISTA, VA",ALTAVISTA,VA,English
3770,"STUART, VA",STUART,VA,English
3771,"PHOENIX (LAVEEN), AZ",PHOENIX,AZ,Bilingual
3772,"JONESVILLE, VA",JONESVILLE,VA,English
3773,"FORT WORTH (W), TX",FORT WORTH,TX,Bilingual
3774,WILLIAMSTOWN NJ,WILLIAMSTOWN,NJ,English
3777,"FRISCO (W), TX",FRISCO,TX,Bilingual
3778,"CASPER (W), WY",CASPER,WY,English
3780,"FALLSTON, MD",FALLSTON,MD,English
3781,"INDIANAPOLIS (LAFYTE), IN",INDIANAPOLIS,IN,Bilingual
3782,"ORLANDO (NARCOOSSEE), FL",ORLANDO,FL,Bilingual
3783,"DAYTON (N), OH",DAYTON,OH,English
3784,"FRANKLIN, OH",FRANKLIN,OH,English
3785,"PENSACOLA (WARRINTON), FL",PENSACOLA,FL,English
3786,"BUFORD (E), GA",BUFORD,GA,English
3788,"LAS VEGAS (T PINES), NV",LAS VEGAS,NV,Bilingual
3789,"OGDEN, UT",OGDEN,UT,Bilingual
3790,"LOCKPORT, IL",LOCKPORT,IL,Bilingual
3791,"THREE RIVERS, MI",THREE RIVERS,MI,English
3792,"LANCASTER, OH",LANCASTER,OH,English
3794,"FEDERAL WAY (S), WA",FEDERAL WAY,WA,Bilingual
3795,"NORTH BERGEN, NJ",NORTH BERGEN,NJ,Bilingual
3796,"ONTARIO, CA",ONTARIO,CA,Bilingual
3799,"MESA (COUNTRY CLUB), AZ",MESA,AZ,Bilingual
3801,"MARYSVILLE (E), WA",MARYSVILLE,WA,English
3802,"MIDDLETOWN (W), DE",MIDDLETOWN,DE,English
3803,"WEST HAVEN, CT",WEST HAVEN,CT,Bilingual
3804,RANDALLSTOWN MD,RANDALLSTOWN,MD,English
3805,"WOODLAND PARK, CO",WOODLAND PARK,CO,English
3806,"FAIRMONT, MN",FAIRMONT,MN,English
3807,"BENSON, AZ",BENSON,AZ,Bilingual
3809,"UPPER SANDUSKY, OH",UPPER SANDUSKY,OH,English
3810,"EAST GREENVILLE, PA",EAST GREENVILLE,PA,English
3812,"COLUMUS (U.ARLING), OH",COLUMBUS,OH,English
3816,KILLEEN TX,KILLEEN,TX,English
3817,"ORLANDO (AVALON PKWY), FL",ORLANDO,FL,Bilingual
3823,"LINCOLN (NE), NE",LINCOLN,NE,English
3824,"WESTMINSTER (72ND), CO",WESTMINSTER,CO,Bilingual
3825,"HAVELOCK, NC",HAVELOCK,NC,English
3826,"LUBBOCK (TXTECH), TX",LUBBOCK,TX,Bilingual
3827,"HOUSTON (GRAND PKWY), TX",RICHMOND,TX,Bilingual
3828,"LONGVIEW (SE), TX",LONGVIEW,TX,Bilingual
3829,"JOHNSON CITY, TN",JOHNSON CITY,TN,English
3830,"LITTLE EGG HARBOR, NJ",LITTLE EGG HARBOR,NJ,English
3831,"PORTSMOUTH, VA",PORTSMOUTH,VA,English
3833,"MESA (SE), AZ",MESA,AZ,Bilingual
3835,OOLTEWAH TN,OOLTEWAH,TN,English
3837,"ROCKTON, IL",ROSCOE,IL,English
3838,"TARENTUM, PA",TARENTUM,PA,English
3840,"FINDLAY (W), OH",FINDLAY,OH,English
3842,"MACEDON, NY",MACEDON,NY,English
3843,"DENTON, MD",DENTON,MD,English
3844,GLENDALE 51 AND OLIVE AZ,GLENDALE,AZ,Bilingual
3845,"GLENDALE (67&PEORIA), AZ",GLENDALE,AZ,Bilingual
3846,"MESA (LINDSAY), AZ",MESA,AZ,Bilingual
3847,"MESQUITE, NV",MESQUITE,NV,Bilingual
3848,"SYRACUSE, UT",SYRACUSE,UT,English
3850,"TUMWATER, WA",TUMWATER,WA,English
3851,"LAFAYETTE, IN",LAFAYETTE,IN,English
3852,"UNICOI, TN",UNICOI,TN,English
3853,"HURON, SD",HURON,SD,English
