Market ID,Region,Store # ,Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
281,75,3489,315,75,1350,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,81.58%,74.23%,18.2,82.80%,77.90%,77.20%,89.00%
281,75,3489,315,75,1780,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,86.15%,70.15%,13.4,81.30%,83.30%,93.30%,85.70%
281,75,3489,315,75,2565,DOORDASH,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202221,83.75%,76.96%,15.6,88.80%,82.00%,79.10%,87.20%
281,75,3780,315,75,2565,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,83.50%,79.00%,13.3,84.60%,85.20%,77.30%,86.30%
282,75,1875,320,75,1653,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,83.69%,85.60%,6.4,82.80%,85.10%,84.80%,81.70%
282,75,1875,320,75,1714,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,62.75%,53.28%,20.6,67.00%,36.70%,64.40%,75.70%
282,75,2279,320,75,2474,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202221,61.82%,98.61%,5.1,30.00%,62.50%,84.60%,
282,75,2435,320,75,3215,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,88.89%,83.25%,9.5,75.00%,91.90%,83.60%,94.10%
282,75,5382,320,75,3215,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Store Focus,202221,91.34%,81.41%,11,90.80%,93.50%,87.60%,94.90%
282,75,5382,502,59,3885,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,73.13%,77.71%,17.4,48.10%,67.90%,78.90%,75.50%
283,75,2194,502,59,3885,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202221,75.89%,76.15%,24.7,35.70%,64.90%,84.80%,83.00%
283,75,2357,502,59,6798,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202221,67.47%,64.22%,19.4,66.30%,53.90%,68.60%,81.50%
283,75,2357,508,75,1985,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,76.64%,73.33%,19.9,79.70%,54.90%,83.10%,91.40%
283,75,2357,413,52,1723,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,89.45%,92.69%,9.9,92.90%,91.60%,85.10%,86.10%
283,75,3035,414,52,2764,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,93.92%,84.95%,11.1,96.90%,83.30%,91.70%,95.20%
283,75,5753,422,52,1864,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202221,79.06%,75.65%,12.9,87.40%,63.90%,81.70%,90.80%
283,75,5941,422,52,2087,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,80.13%,76.38%,17.9,87.00%,58.70%,88.40%,88.60%
283,75,5968,422,52,2643,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,202221,80.95%,69.66%,15.1,94.70%,90.00%,75.00%,69.00%
284,75,1736,422,52,2643,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,84.74%,68.37%,12.9,87.90%,86.00%,79.40%,86.30%
284,75,1736,422,52,3404,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Recovering,Store Focus,202221,76.54%,69.25%,26.6,90.00%,53.50%,77.80%,86.10%
284,75,1736,422,52,3404,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202221,70.55%,73.62%,17.7,74.70%,51.70%,72.70%,81.00%
284,75,1741,422,52,3498,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202221,81.60%,93.97%,7.3,79.80%,81.80%,88.40%,71.40%
284,75,1860,422,52,5625,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,72.86%,85.70%,11.2,74.90%,64.80%,70.00%,83.50%
284,75,3802,423,52,1472,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202221,87.79%,86.46%,6.7,93.10%,84.30%,91.50%,82.80%
284,75,5450,423,52,2198,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Store Focus,202221,87.71%,91.32%,10.8,92.60%,83.30%,87.00%,87.90%
286,75,2647,423,52,2642,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,82.81%,68.69%,13.4,86.40%,76.90%,79.20%,88.20%
286,75,4514,423,52,3364,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202221,83.39%,89.44%,10.3,88.30%,75.00%,84.20%,86.50%
287,75,1525,423,52,5977,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,87.32%,89.41%,10.3,92.20%,76.40%,82.50%,94.10%
287,75,2295,424,52,1633,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,86.36%,71.43%,12.9,75.00%,84.60%,76.20%,100.00%
287,75,2795,424,52,1999,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202221,84.45%,93.04%,8.7,79.40%,78.30%,88.00%,93.90%
287,75,7032,424,52,5976,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202221,85.94%,84.85%,9.4,90.90%,84.60%,84.30%,86.30%
288,75,1773,29,4,605,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,89.88%,92.70%,12.1,91.00%,87.50%,89.80%,91.90%
288,75,3219,29,4,635,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,57.88%,49.60%,27.2,53.80%,45.20%,59.00%,79.90%
290,75,1424,29,4,728,DOORDASH,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202221,53.47%,55.08%,32.2,34.20%,62.50%,56.00%,61.50%
290,75,1424,29,4,728,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,65.78%,78.84%,19.1,64.60%,63.60%,65.10%,70.90%
290,75,1524,29,4,2832,POINTPICKUP,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202221,71.43%,77.38%,14.4,78.60%,62.50%,67.30%,85.00%
290,75,1524,29,4,2832,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,86.51%,77.35%,13.3,88.40%,87.40%,82.70%,88.50%
290,75,1969,29,4,2860,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,87.85%,71.43%,13.5,84.00%,100.00%,92.50%,85.00%
290,75,2160,29,4,6395,DOORDASH,Scheduled Express Delivery ,6,At Risk,Degrading,Driver Supply Focus,202221,96.15%,92.31%,7.4,85.70%,100.00%,100.00%,100.00%
290,75,2808,29,4,7181,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202221,68.25%,61.24%,21.7,63.30%,57.50%,75.30%,82.90%
290,75,2821,29,4,7181,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,82.86%,68.39%,17.8,86.20%,76.00%,85.60%,83.60%
290,75,4476,36,4,628,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,75.21%,70.07%,19.9,69.10%,71.40%,80.30%,81.60%
290,75,5847,36,4,628,UBER,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202221,69.70%,65.47%,28.2,61.50%,57.20%,77.40%,82.80%
291,75,1852,36,4,632,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202221,43.55%,50.21%,25.1,44.20%,30.50%,44.30%,68.40%
291,75,1852,36,4,632,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,41.70%,40.16%,33.4,42.90%,32.10%,41.80%,71.40%
291,75,2136,36,4,1037,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,57.84%,52.28%,23.9,57.40%,30.40%,65.90%,70.30%
291,75,2136,36,4,1037,UBER,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202221,53.66%,47.79%,38.3,31.10%,17.50%,83.50%,76.40%
291,75,2520,36,4,1359,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,72.69%,71.98%,19,84.90%,57.70%,50.70%,82.90%
291,75,3588,36,4,1359,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,68.59%,66.85%,27.6,81.00%,55.50%,43.20%,87.90%
291,75,3588,36,4,1748,UBER,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202221,69.66%,68.97%,23.6,60.50%,64.40%,69.90%,82.30%
291,75,4638,36,4,2348,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,33.43%,46.07%,21.7,45.80%,23.00%,29.50%,33.70%
292,75,2038,36,4,2348,UBER,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Store Focus,202221,93.10%,56.25%,14.4,100.00%,90.90%,100.00%,83.30%
292,75,5880,36,4,2348,UBER,Scheduled Standard Delivery,39,Executive Review,Degrading,Store Focus,202221,35.94%,40.45%,29.6,45.00%,28.20%,22.40%,51.90%
293,75,1867,36,4,2928,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,71.24%,62.40%,24.5,59.70%,59.90%,77.60%,89.50%
293,75,2412,36,4,2928,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,67.31%,58.25%,28.8,49.00%,60.10%,73.70%,87.20%
293,75,3720,36,4,3367,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202221,82.48%,87.30%,11.3,92.90%,75.70%,68.10%,85.10%
293,75,3804,36,4,3367,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202221,79.19%,82.62%,19.6,85.50%,69.20%,78.90%,95.60%
293,75,3804,36,4,4384,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202221,68.82%,61.69%,18.6,83.80%,78.30%,47.80%,56.30%
312,75,1292,36,4,4384,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,57.01%,51.74%,25.5,75.80%,74.50%,27.50%,55.10%
312,75,1652,37,4,586,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,86.85%,76.21%,16.9,90.20%,77.10%,96.40%,83.60%
314,75,1345,37,4,586,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,79.48%,75.44%,21.1,76.40%,76.40%,83.30%,81.80%
314,75,1486,38,4,2703,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202221,68.15%,60.68%,20.3,56.30%,68.20%,62.20%,96.70%
314,75,1486,41,4,1164,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,75.11%,62.59%,16.7,75.90%,53.60%,82.80%,88.50%
314,75,1934,41,4,1286,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,35.84%,65.74%,38.2,23.10%,,16.70%,53.60%
315,75,1344,41,4,2214,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,72.89%,68.23%,18.9,76.90%,55.70%,76.50%,81.60%
315,75,1726,41,4,4521,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,66.59%,63.20%,18,74.50%,42.80%,60.10%,88.00%
315,75,1780,42,4,3733,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,87.70%,78.27%,15.2,88.20%,83.80%,89.10%,92.40%
315,75,1780,42,4,3733,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,83.23%,77.98%,15.3,84.10%,81.00%,81.10%,90.00%
315,75,2565,124,4,2496,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,84.59%,86.67%,8.1,79.50%,84.50%,87.00%,89.10%
315,75,4697,124,4,2749,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Recovering,Driver Supply Focus,202221,90.00%,100.00%,4.6,100.00%,100.00%,50.00%,
320,75,1544,304,4,948,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,78.26%,97.56%,11.6,84.60%,72.90%,75.00%,88.20%
320,75,1544,304,4,1096,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,85.11%,85.42%,15.2,83.30%,81.30%,91.70%,85.70%
320,75,1544,304,4,1131,POINTPICKUP,Scheduled Express Delivery ,17,Executive Review,Degrading,Driver Supply Focus,202221,76.19%,100.00%,6.7,33.30%,80.00%,80.00%,87.50%
320,75,1653,305,4,1385,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,84.05%,78.49%,13.9,90.40%,80.40%,79.00%,86.50%
320,75,1714,305,4,1464,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202221,86.63%,79.98%,13,90.00%,79.40%,86.50%,91.80%
320,75,2083,305,4,1464,UBER,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202221,87.76%,81.31%,14.3,93.20%,84.40%,84.10%,90.30%
320,75,3215,305,4,5481,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,76.78%,67.14%,17,77.60%,81.60%,78.40%,68.80%
502,59,7174,305,4,5481,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,70.93%,58.29%,25.7,66.40%,72.60%,70.00%,76.30%
508,75,1985,306,4,1027,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,67.44%,80.00%,26,50.00%,33.30%,85.70%,76.90%
508,75,1985,306,4,2134,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,87.62%,83.17%,15.7,84.00%,93.90%,82.30%,90.40%
508,75,1985,306,4,2134,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202221,89.09%,80.30%,19.2,91.40%,91.80%,79.70%,95.50%
412,52,1545,306,4,3371,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202221,58.60%,68.12%,19.3,72.50%,38.90%,49.50%,72.30%
412,52,1545,497,59,3638,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202221,77.52%,74.68%,24.3,87.10%,49.50%,82.30%,91.20%
413,52,1764,497,59,3724,UBER,Scheduled Express Delivery ,10,Executive Review,Degrading,Store Focus,202221,85.71%,66.67%,15.7,75.00%,90.00%,83.30%,100.00%
414,52,749,497,59,3724,UBER,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202221,39.90%,73.88%,27,48.80%,34.70%,32.00%,44.60%
414,52,4256,497,59,4145,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202221,84.33%,72.41%,16.2,91.50%,81.90%,74.20%,93.10%
415,52,753,497,59,5291,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202221,86.68%,79.05%,14.1,75.20%,86.00%,94.50%,92.70%
415,52,1496,497,59,5378,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,79.67%,67.61%,15.3,72.10%,72.50%,84.80%,92.10%
415,52,2004,499,59,3359,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,89.50%,80.37%,10,90.80%,80.70%,93.90%,94.30%
415,52,2716,499,59,4848,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,93.68%,91.50%,11.1,97.30%,89.20%,91.90%,98.20%
415,52,2889,499,59,6233,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,80.56%,83.33%,11.9,75.00%,83.30%,80.00%,87.50%
418,52,1241,499,59,7180,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202221,90.28%,91.69%,8.6,87.10%,92.40%,92.40%,88.80%
418,52,2827,546,72,4530,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202221,82.64%,77.57%,14.6,83.20%,79.50%,83.60%,85.10%
419,52,1447,208,20,1707,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,85.22%,84.63%,14.4,88.60%,79.00%,85.30%,88.00%
419,52,1447,208,20,2541,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202221,78.11%,61.16%,18.4,89.20%,82.90%,70.00%,63.50%
419,52,1757,208,20,2910,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,83.91%,57.54%,13,84.90%,79.30%,87.50%,82.90%
419,52,1757,209,20,1863,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202221,86.30%,83.03%,12.8,88.80%,91.30%,83.90%,81.00%
419,52,2937,209,20,2362,DOORDASH,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202221,63.90%,65.90%,31.3,77.00%,33.30%,65.90%,75.90%
419,52,4849,209,20,2362,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,57.63%,68.59%,26.8,80.40%,47.20%,46.40%,55.60%
421,52,1473,209,20,3250,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,82.49%,74.70%,23.3,81.80%,72.50%,85.70%,89.80%
422,52,1864,209,20,3250,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,72.81%,79.72%,15.6,73.20%,72.20%,78.20%,67.80%
422,52,1952,209,20,3608,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202221,85.16%,71.78%,18,93.90%,82.90%,67.80%,93.60%
422,52,1952,214,20,1839,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,82.73%,81.32%,19,73.10%,77.90%,84.70%,88.70%
422,52,2087,214,20,1839,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,84.84%,82.45%,17.4,82.20%,82.70%,86.10%,88.80%
422,52,2087,214,20,1894,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202221,81.41%,70.45%,14.6,67.40%,85.20%,82.40%,90.00%
422,52,2643,214,20,1927,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202221,71.46%,74.95%,15.9,66.40%,74.80%,73.00%,71.50%
422,52,2643,214,20,2073,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202221,72.70%,74.71%,13.1,85.00%,48.00%,79.20%,78.50%
422,52,2882,214,20,2073,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202221,80.28%,83.49%,12.2,79.60%,78.30%,79.50%,84.40%
422,52,3404,214,20,2316,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,83.88%,80.33%,13.2,86.40%,77.30%,83.10%,88.50%
422,52,5625,214,20,4255,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,92.39%,85.51%,14.9,85.00%,94.10%,95.40%,96.90%
423,52,1472,214,20,4285,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,72.29%,68.39%,11.1,69.80%,78.00%,66.70%,78.00%
423,52,1472,214,20,4285,UBER,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202221,60.58%,53.71%,19.4,64.30%,54.50%,58.50%,65.00%
423,52,1855,215,20,2966,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,90.78%,72.59%,15.5,96.20%,89.70%,82.30%,95.10%
423,52,2198,216,20,2078,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,91.20%,96.03%,9.1,100.00%,93.30%,84.50%,86.70%
423,52,2448,216,20,2115,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,80.53%,58.18%,19.7,88.40%,75.70%,70.10%,86.30%
423,52,2642,216,20,2199,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202221,88.24%,88.57%,12.5,83.60%,90.80%,90.10%,89.40%
423,52,2642,216,20,2852,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202221,92.31%,88.89%,6.9,90.00%,80.00%,100.00%,97.10%
423,52,3364,216,20,3581,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202221,85.87%,77.75%,15.9,91.90%,85.80%,83.90%,81.90%
423,52,3513,227,20,1739,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202221,77.16%,72.04%,14.4,83.30%,70.80%,75.60%,81.50%
423,52,3513,227,20,1739,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202221,88.47%,72.66%,17.4,84.60%,88.70%,92.40%,88.90%
423,52,5977,227,20,2300,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202221,70.83%,62.83%,21.6,72.00%,61.30%,71.50%,85.30%
423,52,5992,227,20,3738,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Degrading,Driver Supply Focus,202221,92.00%,96.30%,7.2,85.70%,100.00%,80.00%,100.00%
424,52,1577,227,20,3738,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202221,81.94%,76.40%,14.9,82.60%,88.60%,82.70%,75.30%
424,52,1577,227,20,3738,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202221,88.52%,72.94%,14,89.90%,92.10%,87.40%,82.50%
424,52,1633,227,20,3838,POINTPICKUP,Scheduled Express Delivery ,28,Executive Review,Recovering,Store Focus,202221,92.50%,95.74%,10.4,90.90%,100.00%,90.90%,87.50%
424,52,2274,227,20,3838,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,90.66%,98.37%,11.8,85.80%,92.60%,93.60%,87.20%
424,52,3088,229,20,1770,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202221,80.09%,81.07%,15.2,84.70%,81.80%,78.60%,74.10%
424,52,3088,229,20,1885,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,202221,85.56%,81.62%,13,92.20%,91.40%,80.40%,74.20%
424,52,3624,229,20,1885,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,202221,90.48%,77.58%,13.7,94.20%,94.80%,90.40%,73.00%
424,52,3624,235,20,2281,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202221,84.39%,69.86%,16.7,78.40%,80.50%,85.00%,92.90%
426,52,1332,235,20,2281,SPARK,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202221,70.96%,74.08%,13.8,78.90%,70.70%,65.10%,68.40%
426,52,1361,235,20,2588,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,89.98%,77.81%,13.1,91.90%,87.90%,89.50%,90.80%
29,4,605,317,20,1351,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Recovering,Store Focus,202221,91.51%,96.47%,11.8,100.00%,97.90%,86.30%,93.90%
29,4,605,333,40,379,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,91.39%,76.59%,15.5,94.70%,91.20%,92.40%,87.60%
29,4,635,333,40,4381,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,67.39%,67.15%,21.2,70.00%,58.40%,66.00%,78.30%
29,4,1011,333,40,4381,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,82.93%,71.19%,18.7,86.30%,78.30%,87.80%,78.70%
29,4,1383,335,40,313,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202221,88.60%,94.77%,8.1,91.20%,88.20%,86.30%,88.70%
29,4,2832,336,40,815,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202221,57.27%,94.83%,9,68.40%,63.00%,41.70%,47.60%
29,4,2860,339,40,1188,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,70.72%,62.05%,36.1,71.30%,75.50%,62.30%,74.90%
29,4,2860,339,40,1188,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202221,65.07%,65.83%,24.1,80.90%,54.30%,64.30%,66.00%
29,4,6395,339,40,2600,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,83.33%,59.69%,19.7,72.20%,75.00%,81.30%,91.10%
29,4,7181,339,40,2600,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,65.95%,58.65%,16.7,54.20%,62.50%,77.10%,66.00%
36,4,628,340,40,295,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202221,66.67%,97.37%,4.3,50.00%,33.30%,80.00%,80.00%
36,4,632,340,40,295,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,86.40%,93.82%,9.3,87.00%,84.20%,89.50%,84.60%
36,4,1037,340,40,805,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202221,89.06%,92.30%,11.8,91.00%,81.20%,90.90%,94.40%
36,4,1146,340,40,1177,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202221,80.01%,89.40%,17.9,82.30%,66.20%,86.60%,86.50%
36,4,1359,340,40,1265,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,76.25%,83.70%,24.5,61.30%,71.20%,89.50%,78.00%
36,4,1748,340,40,1265,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,77.74%,85.81%,19.7,70.00%,78.80%,84.60%,78.50%
36,4,2348,340,40,2213,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,71.37%,60.21%,22,46.20%,65.60%,79.10%,90.60%
36,4,3367,340,40,2694,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202221,79.43%,86.24%,18.3,85.20%,56.20%,86.10%,89.50%
36,4,4384,340,40,3061,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202221,59.31%,58.84%,42.4,50.40%,55.20%,40.90%,84.30%
36,4,4384,340,40,3061,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202221,47.00%,63.67%,31,35.80%,36.10%,47.30%,74.30%
38,4,511,340,40,5150,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,202221,82.87%,79.77%,20.2,91.30%,68.90%,81.60%,89.50%
38,4,511,340,40,5150,SPARK,Scheduled Standard Delivery,39,Executive Review,Degrading,Store Focus,202221,72.65%,81.99%,16.1,80.20%,63.90%,68.70%,80.00%
38,4,2703,340,40,5927,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,65.25%,64.73%,19.7,72.60%,57.80%,64.10%,65.90%
