Market ID,Region,Store # ,Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
58,64,5613,53,5,5889,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202221,85.15%,95.76%,8.4,86.40%,84.00%,84.10%,86.40%
74,5,536,74,5,535,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202221,86.73%,74.51%,15.9,88.90%,79.50%,89.80%,86.60%
82,5,1129,74,5,3381,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Recovering,Driver Supply Focus,202221,95.35%,95.45%,9,95.70%,100.00%,87.50%,96.20%
82,5,1129,81,5,781,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,71.79%,77.78%,9.7,84.60%,76.20%,68.80%,51.90%
82,5,1253,81,5,813,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,202221,79.80%,99.14%,9.2,85.00%,80.60%,69.20%,86.40%
82,5,2133,81,5,1303,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,79.19%,78.28%,14.6,82.20%,68.90%,84.30%,78.80%
82,5,2991,82,5,1129,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Recovering,Store Focus,202221,87.90%,78.05%,18.4,92.50%,89.70%,80.80%,90.70%
82,5,4554,82,5,1129,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202221,87.43%,81.65%,13.5,91.70%,89.00%,77.50%,88.70%
83,5,3169,82,5,1253,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Store Focus,202221,90.37%,80.00%,10,94.00%,90.40%,89.10%,86.90%
83,5,3569,82,5,2991,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202221,87.00%,78.33%,14.8,93.90%,85.10%,79.90%,87.70%
83,5,5479,82,5,4130,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,77.85%,68.17%,17.8,85.90%,85.60%,80.60%,62.10%
83,5,5479,82,5,4219,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,72.69%,75.54%,11.3,65.10%,71.80%,77.80%,82.10%
83,5,5480,82,5,4554,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202221,86.23%,84.84%,8.8,81.00%,88.40%,87.90%,90.10%
479,5,940,83,5,475,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202221,91.93%,83.40%,12,90.30%,89.80%,93.70%,92.20%
479,5,5247,83,5,475,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202221,92.02%,83.44%,10.4,95.60%,87.00%,94.80%,92.30%
561,64,3341,83,5,1185,DOORDASH,Scheduled Standard Delivery,15,Executive Review,Recovering,Store Focus,202221,73.56%,67.43%,30.1,95.00%,77.20%,64.20%,73.60%
154,16,5278,83,5,1185,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202221,76.36%,71.92%,19.7,83.80%,75.30%,68.80%,79.40%
156,16,2012,83,5,3169,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202221,76.17%,76.66%,18,85.20%,83.60%,62.30%,79.50%
156,16,2118,83,5,3170,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,75.76%,72.27%,11.2,69.80%,84.40%,73.80%,70.00%
156,16,2158,83,5,3569,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202221,75.29%,63.34%,23,74.00%,69.40%,76.00%,80.30%
156,16,2629,83,5,5479,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202221,85.46%,70.98%,15.5,83.80%,90.90%,79.20%,87.80%
156,16,2629,83,5,5480,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202221,88.99%,71.43%,12.1,90.90%,81.20%,89.70%,95.80%
156,16,4387,83,5,5480,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202221,92.54%,73.22%,12,91.70%,87.50%,97.90%,96.40%
157,16,1970,479,5,940,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202221,83.04%,73.79%,13.5,91.40%,73.90%,78.60%,89.00%
157,16,2222,561,64,3198,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,88.32%,68.09%,15.5,80.30%,89.60%,92.80%,90.90%
157,16,3114,561,64,3341,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Store Focus,202221,58.38%,77.73%,18.3,77.40%,36.80%,55.40%,61.20%
159,16,2128,154,16,1967,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,87.85%,80.87%,22.7,97.80%,94.40%,78.10%,83.80%
159,16,2336,154,16,1967,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,84.72%,82.04%,17,96.20%,92.50%,68.80%,80.10%
159,16,2341,154,16,2174,UBER,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202221,73.42%,75.70%,21.2,97.20%,80.30%,50.80%,71.10%
160,16,2021,154,16,2386,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202221,78.23%,92.25%,8.7,82.30%,80.50%,78.40%,71.60%
160,16,2366,154,16,2386,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202221,52.80%,92.74%,7.9,75.20%,43.50%,49.00%,45.40%
160,16,2953,154,16,5278,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,202221,86.10%,86.76%,25.2,91.30%,86.40%,80.60%,85.90%
160,16,5448,154,16,5278,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,80.26%,88.33%,17.4,86.40%,85.70%,67.20%,77.80%
161,16,2261,156,16,2629,POINTPICKUP,Scheduled Express Delivery ,28,Executive Review,Degrading,Store Focus,202221,89.16%,86.21%,14.3,85.20%,93.80%,92.30%,88.90%
161,16,2283,156,16,3409,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,85.67%,74.68%,12.6,97.10%,77.50%,88.00%,79.50%
161,16,2747,156,16,4387,DOORDASH,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202221,71.96%,65.70%,27.1,89.20%,74.90%,40.10%,84.90%
161,16,3301,156,16,4387,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202221,80.12%,69.92%,20,95.70%,83.90%,41.40%,90.80%
179,16,1856,157,16,1762,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202221,78.44%,65.66%,11.5,76.40%,79.40%,78.00%,80.40%
179,16,2013,157,16,2222,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202221,68.84%,71.09%,18,72.90%,60.50%,67.30%,76.40%
179,16,5076,157,16,3114,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202221,51.11%,58.93%,24.8,60.30%,50.10%,41.20%,55.70%
180,16,1868,157,16,3535,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202221,92.20%,85.84%,12,90.60%,87.00%,95.20%,97.30%
180,16,1868,157,16,3535,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,87.82%,86.79%,10.4,89.00%,88.50%,84.30%,89.60%
180,16,1939,159,16,1970,DOORDASH,Scheduled Standard Delivery,39,Executive Review,Recovering,Store Focus,202221,87.73%,67.31%,13.8,94.30%,82.50%,85.80%,89.40%
180,16,1939,159,16,1970,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,84.36%,74.79%,12.9,89.80%,83.80%,79.40%,85.10%
180,16,2046,159,16,2103,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202221,86.32%,83.07%,14.2,91.80%,87.20%,76.50%,89.60%
180,16,2046,159,16,2128,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,87.76%,86.57%,11.5,96.00%,77.10%,86.70%,91.00%
180,16,2202,159,16,2336,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202221,73.94%,60.00%,16.3,76.40%,77.10%,73.50%,65.60%
180,16,2202,159,16,2341,DOORDASH,Scheduled Standard Delivery,48,Executive Review,Degrading,Store Focus,202221,73.25%,86.53%,18.5,78.00%,75.20%,67.50%,75.60%
180,16,2659,159,16,2341,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,54.13%,85.88%,14,68.50%,53.50%,45.40%,53.20%
181,16,2639,160,16,2095,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,84.77%,55.34%,17.6,86.20%,87.10%,85.20%,78.60%
181,16,2682,160,16,2095,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202221,81.52%,54.82%,17.1,78.90%,90.20%,77.00%,79.50%
183,16,1698,160,16,2157,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,74.29%,80.55%,25.3,81.80%,68.30%,72.30%,76.60%
183,16,1749,160,16,2157,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,76.82%,83.62%,19.2,83.30%,78.90%,68.50%,76.00%
183,16,1749,160,16,2366,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202221,90.93%,91.26%,10.1,94.60%,95.70%,86.70%,84.50%
183,16,1788,160,16,2953,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,81.53%,87.27%,13.6,88.10%,80.90%,80.50%,72.80%
183,16,1788,160,16,5448,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Recovering,Store Focus,202221,91.24%,86.49%,10.7,90.00%,88.90%,89.80%,97.00%
183,16,2055,160,16,5448,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,93.58%,86.44%,11.6,91.90%,97.10%,89.70%,97.20%
183,16,2055,161,16,1964,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,88.51%,67.76%,11.2,100.00%,85.10%,90.20%,82.50%
183,16,2130,161,16,1964,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,80.34%,64.91%,14.3,91.60%,86.40%,77.00%,60.50%
183,16,2130,161,16,2225,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,79.01%,83.52%,17.2,87.40%,82.60%,63.90%,76.90%
183,16,2153,161,16,2261,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,202221,82.88%,85.24%,8.6,93.10%,78.80%,82.00%,79.40%
183,16,2153,161,16,2283,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,76.90%,68.01%,16.1,63.60%,63.10%,80.80%,88.60%
183,16,2153,180,16,1939,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202221,65.36%,62.72%,22.4,66.70%,64.50%,54.50%,75.90%
183,16,2330,180,16,1939,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,74.52%,59.71%,18.7,72.70%,72.70%,73.30%,85.10%
183,16,3535,180,16,2202,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202221,88.82%,97.30%,8.3,97.10%,87.00%,86.20%,83.00%
184,16,1796,181,16,2369,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202221,66.67%,96.23%,7.9,63.60%,78.60%,50.00%,70.00%
