Market,Store,Store Type,Launch Date ,Harness Delivery Date ,,,,
26,937,SUP,7/12/2023,7/5/2023,,,,
26,1586,SUP,7/26/2023,7/19/2023,,,,
26,3403,SUP,7/26/2023,7/19/2023,,,,
26,3471,SUP,7/26/2023,7/19/2023,,,,
26,3611,SUP,7/12/2023,7/5/2023,,,,
26,3748,SUP,7/26/2023,7/19/2023,,,,
26,5275,SUP,7/26/2023,7/19/2023,,,,
26,5814,SUP,7/26/2023,7/19/2023,,,,
42,585,SUP,8/9/2023,8/2/2023,,,,
42,3733,SUP,8/9/2023,8/2/2023,,,,
42,4237,SUP,8/9/2023,8/2/2023,,,,
42,4593,SUP,8/9/2023,8/2/2023,,,,
44,1455,SUP,7/12/2023,7/5/2023,,,,
44,1801,SUP,7/12/2023,7/5/2023,,,,
44,2978,SUP,7/26/2023,7/19/2023,,,,
44,3284,SUP,7/26/2023,7/19/2023,,,,
44,3285,SUP,7/26/2023,7/19/2023,,,,
44,3631,SUP,7/26/2023,7/19/2023,,,,
44,4503,SUP,7/26/2023,7/19/2023,,,,
44,5147,SUP,7/26/2023,7/19/2023,,,,
48,220,SUP,7/26/2023,7/19/2023,,,,
48,590,SUP,7/26/2023,7/19/2023,,,,
48,4509,SUP,7/26/2023,7/19/2023,,,,
49,284,SUP,7/26/2023,7/19/2023,,,,
49,471,SUP,7/26/2023,7/19/2023,,,,
49,896,SUP,7/26/2023,7/19/2023,,,,
49,3014,SUP,7/26/2023,7/19/2023,,,,
49,3432,SUP,7/12/2023,7/5/2023,,,,
49,3433,SUP,7/26/2023,7/19/2023,,,,
49,5810,SUP,7/12/2023,7/5/2023,,,,
50,266,SUP,7/26/2023,7/19/2023,,,,
50,807,SUP,7/12/2023,7/5/2023,,,,
50,880,SUP,7/26/2023,7/19/2023,,,,
50,1178,SUP,7/26/2023,7/19/2023,,,,
50,2649,SUP,7/26/2023,7/19/2023,,,,
50,2834,SUP,7/26/2023,7/19/2023,,,,
50,3044,SUP,7/26/2023,7/19/2023,,,,
50,3274,SUP,7/12/2023,7/5/2023,,,,
50,5080,SUP,7/26/2023,7/19/2023,,,,
50,5416,SUP,7/12/2023,7/5/2023,,,,
51,202,SUP,7/12/2023,7/5/2023,,,,
51,1117,SUP,7/12/2023,7/5/2023,,,,
51,2918,SUP,7/12/2023,7/5/2023,,,,
51,2973,SUP,7/26/2023,7/19/2023,,,,
51,3406,SUP,7/12/2023,7/5/2023,,,,
51,3482,SUP,7/12/2023,7/5/2023,,,,
51,5672,SUP,7/26/2023,7/19/2023,,,,
51,5673,SUP,7/26/2023,7/19/2023,,,,
52,206,SUP,7/26/2023,7/19/2023,,,,
52,467,SUP,7/26/2023,7/19/2023,,,,
52,3286,SUP,7/26/2023,7/19/2023,,,,
52,4627,SUP,7/26/2023,7/19/2023,,,,
52,5211,SUP,7/26/2023,7/19/2023,,,,
52,5311,SUP,7/26/2023,7/19/2023,,,,
53,217,SUP,7/26/2023,7/19/2023,,,,
53,426,SUP,7/26/2023,7/19/2023,,,,
53,1216,SUP,7/12/2023,7/5/2023,,,,
53,2105,SUP,7/12/2023,7/5/2023,,,,
53,2427,SUP,7/26/2023,7/19/2023,,,,
53,2996,SUP,7/26/2023,7/19/2023,,,,
53,4240,SUP,7/26/2023,7/19/2023,,,,
53,5092,SUP,7/26/2023,7/19/2023,,,,
53,5889,SUP,7/12/2023,7/5/2023,,,,
55,1118,SUP,7/26/2023,7/19/2023,,,,
55,2667,SUP,7/12/2023,7/5/2023,,,,
56,2086,SUP,7/12/2023,7/5/2023,,,,
56,2463,SUP,7/26/2023,7/19/2023,,,,
56,2883,SUP,7/12/2023,7/5/2023,,,,
56,2926,SUP,7/26/2023,7/19/2023,,,,
56,3777,SUP,7/26/2023,7/19/2023,,,,
56,5866,SUP,7/12/2023,7/5/2023,,,,
56,6300,SUP,7/26/2023,7/19/2023,,,,
58,2979,WNM,7/12/2023,7/5/2023,,,,
58,2981,WNM,7/12/2023,7/5/2023,,,,
58,3341,WNM,7/26/2023,7/19/2023,,,,
58,3392,WNM,7/12/2023,7/5/2023,,,,
58,3419,WNM,7/12/2023,7/5/2023,,,,
58,3594,WNM,7/12/2023,7/5/2023,,,,
58,5613,WNM,7/12/2023,7/5/2023,,,,
58,5614,WNM,7/12/2023,7/5/2023,,,,
58,5624,WNM,7/12/2023,7/5/2023,,,,
58,7347,WNM,7/26/2023,7/19/2023,,,,
59,297,SUP,7/26/2023,7/19/2023,,,,
59,744,SUP,7/26/2023,7/19/2023,,,,
59,849,SUP,7/26/2023,7/19/2023,,,,
59,1103,SUP,7/26/2023,7/19/2023,,,,
59,1279,SUP,7/26/2023,7/19/2023,,,,
59,1837,SUP,7/12/2023,7/5/2023,,,,
59,4298,SUP,7/12/2023,7/5/2023,,,,
60,194,SUP,7/26/2023,7/19/2023,,,,
60,1137,SUP,7/12/2023,7/5/2023,,,,
60,3298,SUP,7/26/2023,7/19/2023,,,,
60,3500,SUP,7/26/2023,7/19/2023,,,,
60,5116,SUP,7/12/2023,7/5/2023,,,,
61,529,SUP,7/26/2023,7/19/2023,,,,
61,5388,SUP,7/26/2023,7/19/2023,,,,
62,546,SUP,7/26/2023,7/19/2023,,,,
62,872,SUP,7/12/2023,7/5/2023,,,,
62,915,SUP,7/12/2023,7/5/2023,,,,
62,2505,SUP,7/26/2023,7/19/2023,,,,
62,2993,SUP,7/12/2023,7/5/2023,,,,
62,3510,SUP,7/26/2023,7/19/2023,,,,
62,3572,SUP,7/26/2023,7/19/2023,,,,
62,5449,SUP,7/26/2023,7/19/2023,,,,
63,752,SUP,7/26/2023,7/19/2023,,,,
63,1062,SUP,7/26/2023,7/19/2023,,,,
63,2724,SUP,7/26/2023,7/19/2023,,,,
63,3425,SUP,7/12/2023,7/5/2023,,,,
63,5612,SUP,7/26/2023,7/19/2023,,,,
63,5959,SUP,7/26/2023,7/19/2023,,,,
64,772,SUP,7/12/2023,7/5/2023,,,,
64,2066,SUP,7/12/2023,7/5/2023,,,,
64,3296,SUP,7/26/2023,7/19/2023,,,,
64,3302,SUP,7/12/2023,7/5/2023,,,,
64,3584,SUP,7/26/2023,7/19/2023,,,,
64,3827,SUP,7/26/2023,7/19/2023,,,,
65,768,SUP,7/12/2023,7/5/2023,,,,
65,1040,SUP,7/12/2023,7/5/2023,,,,
65,1409,SUP,7/12/2023,7/5/2023,,,,
65,3226,SUP,7/26/2023,7/19/2023,,,,
65,3640,SUP,7/12/2023,7/5/2023,,,,
65,4512,SUP,7/26/2023,7/19/2023,,,,
67,703,SUP,7/26/2023,7/19/2023,,,,
67,2257,SUP,7/26/2023,7/19/2023,,,,
67,3297,SUP,7/26/2023,7/19/2023,,,,
67,4416,SUP,7/12/2023,7/5/2023,,,,
67,4538,SUP,7/26/2023,7/19/2023,,,,
67,5045,SUP,7/26/2023,7/19/2023,,,,
67,5091,SUP,7/26/2023,7/19/2023,,,,
68,351,SUP,7/12/2023,7/5/2023,,,,
68,602,SUP,7/12/2023,7/5/2023,,,,
68,3213,SUP,7/26/2023,7/19/2023,,,,
68,3390,SUP,7/26/2023,7/19/2023,,,,
68,5287,SUP,7/12/2023,7/5/2023,,,,
77,1313,SUP,7/12/2023,7/5/2023,,,,
77,3112,SUP,7/12/2023,7/5/2023,,,,
77,3279,SUP,8/9/2023,8/2/2023,,,,
77,5144,SUP,8/9/2023,8/2/2023,,,,
77,5245,SUP,8/9/2023,8/2/2023,,,,
82,1129,SUP,8/9/2023,8/2/2023,,,,
82,1253,SUP,8/9/2023,8/2/2023,,,,
82,2133,SUP,8/9/2023,8/2/2023,,,,
82,2991,SUP,8/9/2023,8/2/2023,,,,
82,4163,SUP,8/9/2023,8/2/2023,,,,
82,4219,SUP,8/9/2023,8/2/2023,,,,
82,4554,SUP,8/9/2023,8/2/2023,,,,
82,5317,SUP,8/9/2023,8/2/2023,,,,
83,475,SUP,7/12/2023,7/5/2023,,,,
83,1185,SUP,8/9/2023,8/2/2023,,,,
83,3569,SUP,7/12/2023,7/5/2023,,,,
83,5479,SUP,8/9/2023,8/2/2023,,,,
83,5480,SUP,8/9/2023,8/2/2023,,,,
86,999,SUP,8/9/2023,8/2/2023,,,,
86,2239,SUP,7/12/2023,7/5/2023,,,,
86,2599,SUP,8/9/2023,8/2/2023,,,,
86,3058,SUP,7/12/2023,7/5/2023,,,,
86,3106,SUP,8/9/2023,8/2/2023,,,,
86,3888,SUP,8/9/2023,8/2/2023,,,,
86,5145,SUP,8/9/2023,8/2/2023,,,,
87,765,SUP,8/9/2023,8/2/2023,,,,
87,1347,SUP,8/9/2023,8/2/2023,,,,
87,2404,SUP,7/12/2023,7/5/2023,,,,
87,4055,SUP,8/9/2023,8/2/2023,,,,
89,705,SUP,7/26/2023,7/19/2023,,,,
89,800,SUP,7/26/2023,7/19/2023,,,,
89,942,SUP,7/26/2023,7/19/2023,,,,
90,817,SUP,7/26/2023,7/19/2023,,,,
90,908,SUP,7/12/2023,7/5/2023,,,,
90,1220,SUP,7/26/2023,7/19/2023,,,,
90,2881,SUP,7/26/2023,7/19/2023,,,,
90,4332,SUP,7/26/2023,7/19/2023,,,,
90,5420,SUP,7/26/2023,7/19/2023,,,,
91,890,SUP,7/26/2023,7/19/2023,,,,
91,943,SUP,7/26/2023,7/19/2023,,,,
91,955,SUP,7/26/2023,7/19/2023,,,,
91,3782,SUP,7/26/2023,7/19/2023,,,,
91,4588,SUP,7/12/2023,7/5/2023,,,,
91,5871,SUP,7/12/2023,7/5/2023,,,,
91,5894,SUP,7/26/2023,7/19/2023,,,,
92,931,SUP,7/26/2023,7/19/2023,,,,
92,1068,SUP,7/26/2023,7/19/2023,,,,
94,857,SUP,7/26/2023,7/19/2023,,,,
94,3207,SUP,7/26/2023,7/19/2023,,,,
96,3162,WNM,7/12/2023,7/5/2023,,,,
96,4142,WNM,7/12/2023,7/5/2023,,,,
96,4197,WNM,7/12/2023,7/5/2023,,,,
96,4211,WNM,7/12/2023,7/5/2023,,,,
96,4425,WNM,7/12/2023,7/5/2023,,,,
96,5132,WNM,7/12/2023,7/5/2023,,,,
96,5179,WNM,7/12/2023,7/5/2023,,,,
96,6894,WNM,7/26/2023,7/19/2023,,,,
98,1082,SUP,7/26/2023,7/19/2023,,,,
98,1172,SUP,7/26/2023,7/19/2023,,,,
98,1173,SUP,7/26/2023,7/19/2023,,,,
98,1444,SUP,7/26/2023,7/19/2023,,,,
98,3309,SUP,7/26/2023,7/19/2023,,,,
98,4444,SUP,7/26/2023,7/19/2023,,,,
98,5054,SUP,7/26/2023,7/19/2023,,,,
101,1083,SUP,7/26/2023,7/19/2023,,,,
101,1090,SUP,7/26/2023,7/19/2023,,,,
101,1219,SUP,7/26/2023,7/19/2023,,,,
101,1225,SUP,7/26/2023,7/19/2023,,,,
101,2920,SUP,7/26/2023,7/19/2023,,,,
101,3308,SUP,7/26/2023,7/19/2023,,,,
101,6978,SUP,7/26/2023,7/19/2023,,,,
102,2392,WNM,7/26/2023,7/19/2023,,,,
102,3066,WNM,7/26/2023,7/19/2023,,,,
102,5622,WNM,7/26/2023,7/19/2023,,,,
102,5826,WNM,7/12/2023,7/5/2023,,,,
102,7307,WNM,7/12/2023,7/5/2023,,,,
103,2930,WNM,7/12/2023,7/5/2023,,,,
103,3935,WNM,7/26/2023,7/19/2023,,,,
103,4140,WNM,7/26/2023,7/19/2023,,,,
103,4498,WNM,7/12/2023,7/5/2023,,,,
103,4563,WNM,7/26/2023,7/19/2023,,,,
103,4617,WNM,7/12/2023,7/5/2023,,,,
103,4826,WNM,7/12/2023,7/5/2023,,,,
103,5615,WNM,7/12/2023,7/5/2023,,,,
103,5719,WNM,7/26/2023,7/19/2023,,,,
103,5945,WNM,7/12/2023,7/5/2023,,,,
104,967,SUP,7/26/2023,7/19/2023,,,,
104,988,SUP,7/26/2023,7/19/2023,,,,
104,994,SUP,7/26/2023,7/19/2023,,,,
104,1085,SUP,7/26/2023,7/19/2023,,,,
104,1213,SUP,7/26/2023,7/19/2023,,,,
104,3415,SUP,7/26/2023,7/19/2023,,,,
104,5266,SUP,7/26/2023,7/19/2023,,,,
107,1087,SUP,7/26/2023,7/19/2023,,,,
107,1436,SUP,7/12/2023,7/5/2023,,,,
107,1541,SUP,7/26/2023,7/19/2023,,,,
107,2176,SUP,7/26/2023,7/19/2023,,,,
107,3348,SUP,7/26/2023,7/19/2023,,,,
107,4260,SUP,7/26/2023,7/19/2023,,,,
107,4446,SUP,7/12/2023,7/5/2023,,,,
107,5301,SUP,7/12/2023,7/5/2023,,,,
108,1387,SUP,7/12/2023,7/5/2023,,,,
108,1398,SUP,7/26/2023,7/19/2023,,,,
108,1517,SUP,7/12/2023,7/5/2023,,,,
108,1589,SUP,7/26/2023,7/19/2023,,,,
108,1916,SUP,7/26/2023,7/19/2023,,,,
108,2789,SUP,7/12/2023,7/5/2023,,,,
108,2962,SUP,7/26/2023,7/19/2023,,,,
108,2963,SUP,7/12/2023,7/5/2023,,,,
108,3858,SUP,7/26/2023,7/19/2023,,,,
108,5882,SUP,7/12/2023,7/5/2023,,,,
108,5911,SUP,7/12/2023,7/5/2023,,,,
109,1349,SUP,7/26/2023,7/19/2023,,,,
109,1845,SUP,7/26/2023,7/19/2023,,,,
109,1851,SUP,7/12/2023,7/5/2023,,,,
109,2591,SUP,7/26/2023,7/19/2023,,,,
109,2946,SUP,7/26/2023,7/19/2023,,,,
109,2987,SUP,7/12/2023,7/5/2023,,,,
109,3625,SUP,7/26/2023,7/19/2023,,,,
109,5325,SUP,7/12/2023,7/5/2023,,,,
109,5932,SUP,7/12/2023,7/5/2023,,,,
110,2091,SUP,7/26/2023,7/19/2023,,,,
110,2727,SUP,7/26/2023,7/19/2023,,,,
110,2814,SUP,7/12/2023,7/5/2023,,,,
110,5671,SUP,7/12/2023,7/5/2023,,,,
110,5912,SUP,7/26/2023,7/19/2023,,,,
111,1390,SUP,7/26/2023,7/19/2023,,,,
111,1513,SUP,7/12/2023,7/5/2023,,,,
111,1536,SUP,7/26/2023,7/19/2023,,,,
111,1712,SUP,7/26/2023,7/19/2023,,,,
111,2081,SUP,7/12/2023,7/5/2023,,,,
111,2796,SUP,7/26/2023,7/19/2023,,,,
111,3372,SUP,7/12/2023,7/5/2023,,,,
111,4690,SUP,7/26/2023,7/19/2023,,,,
111,5218,SUP,7/12/2023,7/5/2023,,,,
112,1960,SUP,7/26/2023,7/19/2023,,,,
112,2627,SUP,7/26/2023,7/19/2023,,,,
112,2740,SUP,7/26/2023,7/19/2023,,,,
112,3197,SUP,7/26/2023,7/19/2023,,,,
112,3418,SUP,7/26/2023,7/19/2023,,,,
112,4681,SUP,7/26/2023,7/19/2023,,,,
112,5036,SUP,7/26/2023,7/19/2023,,,,
112,5220,SUP,7/12/2023,7/5/2023,,,,
112,5964,SUP,7/26/2023,7/19/2023,,,,
114,2387,SUP,7/26/2023,7/19/2023,,,,
114,3463,SUP,7/26/2023,7/19/2023,,,,
115,528,SUP,7/12/2023,7/5/2023,,,,
115,769,SUP,7/26/2023,7/19/2023,,,,
115,1004,SUP,7/26/2023,7/19/2023,,,,
115,1171,SUP,7/26/2023,7/19/2023,,,,
115,2459,SUP,7/26/2023,7/19/2023,,,,
115,3370,SUP,7/26/2023,7/19/2023,,,,
115,3474,SUP,7/26/2023,7/19/2023,,,,
115,5264,SUP,7/26/2023,7/19/2023,,,,
115,5727,SUP,7/26/2023,7/19/2023,,,,
116,941,SUP,7/26/2023,7/19/2023,,,,
116,5300,SUP,7/26/2023,7/19/2023,,,,
118,3387,SUP,7/26/2023,7/19/2023,,,,
119,1606,SUP,8/9/2023,8/2/2023,,,,
119,3659,SUP,8/9/2023,8/2/2023,,,,
120,1458,SUP,8/9/2023,8/2/2023,,,,
120,1469,SUP,8/9/2023,8/2/2023,,,,
125,553,SUP,8/9/2023,8/2/2023,,,,
125,909,SUP,7/12/2023,7/5/2023,,,,
125,1163,SUP,8/9/2023,8/2/2023,,,,
125,2706,SUP,8/9/2023,8/2/2023,,,,
125,3167,SUP,8/9/2023,8/2/2023,,,,
125,5022,SUP,7/12/2023,7/5/2023,,,,
128,541,SUP,8/9/2023,8/2/2023,,,,
128,911,SUP,8/9/2023,8/2/2023,,,,
128,989,SUP,8/9/2023,8/2/2023,,,,
128,1342,SUP,8/9/2023,8/2/2023,,,,
128,1353,SUP,8/9/2023,8/2/2023,,,,
130,839,SUP,8/9/2023,8/2/2023,,,,
130,935,SUP,8/9/2023,8/2/2023,,,,
130,1102,SUP,8/9/2023,8/2/2023,,,,
130,1206,SUP,7/12/2023,7/5/2023,,,,
130,1266,SUP,7/12/2023,7/5/2023,,,,
130,4683,SUP,8/9/2023,8/2/2023,,,,
131,1136,SUP,8/9/2023,8/2/2023,,,,
131,2132,SUP,7/12/2023,7/5/2023,,,,
131,5056,SUP,8/9/2023,8/2/2023,,,,
144,848,SUP,8/9/2023,8/2/2023,,,,
144,1248,SUP,8/9/2023,8/2/2023,,,,
144,2846,SUP,8/9/2023,8/2/2023,,,,
144,6964,SUP,8/9/2023,8/2/2023,,,,
145,950,SUP,8/9/2023,8/2/2023,,,,
145,1561,SUP,8/9/2023,8/2/2023,,,,
145,2322,SUP,8/9/2023,8/2/2023,,,,
145,6807,SUP,8/9/2023,8/2/2023,,,,
149,695,SUP,8/9/2023,8/2/2023,,,,
149,4435,SUP,8/9/2023,8/2/2023,,,,
151,406,SUP,8/9/2023,8/2/2023,,,,
151,682,SUP,8/9/2023,8/2/2023,,,,
151,2757,SUP,8/9/2023,8/2/2023,,,,
151,5057,SUP,8/9/2023,8/2/2023,,,,
151,7020,SUP,8/9/2023,8/2/2023,,,,
153,272,SUP,8/9/2023,8/2/2023,,,,
153,659,SUP,8/9/2023,8/2/2023,,,,
153,688,SUP,7/12/2023,7/5/2023,,,,
153,710,SUP,8/9/2023,8/2/2023,,,,
153,3717,SUP,8/9/2023,8/2/2023,,,,
153,4482,SUP,8/9/2023,8/2/2023,,,,
153,5058,SUP,7/12/2023,7/5/2023,,,,
153,5616,SUP,7/12/2023,7/5/2023,,,,
164,1810,SUP,7/12/2023,7/5/2023,,,,
164,1959,SUP,7/12/2023,7/5/2023,,,,
164,2104,SUP,7/12/2023,7/5/2023,,,,
164,2637,SUP,7/12/2023,7/5/2023,,,,
171,8331,SUP,7/12/2023,7/5/2023,,,,
172,5295,SUP,7/12/2023,7/5/2023,,,,
174,2003,SUP,7/12/2023,7/5/2023,,,,
174,2294,SUP,7/12/2023,7/5/2023,,,,
175,2651,SUP,7/12/2023,7/5/2023,,,,
175,3078,SUP,7/12/2023,7/5/2023,,,,
175,4153,SUP,7/12/2023,7/5/2023,,,,
175,5201,W/M,7/12/2023,7/5/2023,,,,
176,3912,SUP,7/12/2023,7/5/2023,,,,
176,5447,SUP,7/12/2023,7/5/2023,,,,
176,5867,SUP,7/12/2023,7/5/2023,,,,
178,1977,SUP,7/12/2023,7/5/2023,,,,
178,2195,SUP,7/12/2023,7/5/2023,,,,
178,3236,SUP,7/12/2023,7/5/2023,,,,
178,5142,SUP,7/12/2023,7/5/2023,,,,
178,5414,SUP,7/12/2023,7/5/2023,,,,
217,2426,SUP,8/9/2023,8/2/2023,,,,
217,2471,SUP,8/9/2023,8/2/2023,,,,
217,2725,SUP,8/9/2023,8/2/2023,,,,
217,2774,SUP,8/9/2023,8/2/2023,,,,
217,3812,SUP,7/12/2023,7/5/2023,,,,
217,5185,SUP,8/9/2023,8/2/2023,,,,
219,1594,SUP,8/9/2023,8/2/2023,,,,
219,2098,SUP,8/9/2023,8/2/2023,,,,
219,2726,SUP,8/9/2023,8/2/2023,,,,
219,3580,SUP,8/9/2023,8/2/2023,,,,
219,5184,SUP,8/9/2023,8/2/2023,,,,
219,5466,SUP,8/9/2023,8/2/2023,,,,
219,5857,SUP,8/9/2023,8/2/2023,,,,
221,1441,SUP,8/9/2023,8/2/2023,,,,
221,2309,SUP,7/12/2023,7/5/2023,,,,
221,2441,SUP,8/9/2023,8/2/2023,,,,
221,3502,SUP,7/12/2023,7/5/2023,,,,
221,3571,SUP,8/9/2023,8/2/2023,,,,
221,3784,SUP,8/9/2023,8/2/2023,,,,
221,5499,SUP,8/9/2023,8/2/2023,,,,
225,1443,SUP,8/9/2023,8/2/2023,,,,
225,1510,SUP,8/9/2023,8/2/2023,,,,
225,2250,SUP,8/9/2023,8/2/2023,,,,
225,2447,SUP,8/9/2023,8/2/2023,,,,
225,2967,SUP,8/9/2023,8/2/2023,,,,
225,3749,SUP,8/9/2023,8/2/2023,,,,
225,4609,SUP,8/9/2023,8/2/2023,,,,
238,1618,SUP,7/26/2023,7/19/2023,,,,
238,2544,SUP,7/26/2023,7/19/2023,,,,
238,2817,SUP,7/12/2023,7/5/2023,,,,
238,2818,SUP,7/26/2023,7/19/2023,,,,
238,4631,SUP,7/26/2023,7/19/2023,,,,
239,1728,SUP,8/9/2023,8/2/2023,,,,
242,526,SUP,8/9/2023,8/2/2023,,,,
242,3294,SUP,8/9/2023,8/2/2023,,,,
242,4450,SUP,8/9/2023,8/2/2023,,,,
242,5417,SUP,7/12/2023,7/5/2023,,,,
242,5418,SUP,8/9/2023,8/2/2023,,,,
242,7290,SUP,8/9/2023,8/2/2023,,,,
243,1476,SUP,8/9/2023,8/2/2023,,,,
243,2691,SUP,8/9/2023,8/2/2023,,,,
249,1459,SUP,8/9/2023,8/2/2023,,,,
249,2787,SUP,8/9/2023,8/2/2023,,,,
249,3435,SUP,8/9/2023,8/2/2023,,,,
249,5443,SUP,8/9/2023,8/2/2023,,,,
249,5483,SUP,8/9/2023,8/2/2023,,,,
251,828,SUP,8/9/2023,8/2/2023,,,,
256,589,SUP,8/9/2023,8/2/2023,,,,
256,1170,SUP,8/9/2023,8/2/2023,,,,
256,6931,SUP,7/12/2023,7/5/2023,,,,
262,2956,SUP,7/26/2023,7/19/2023,,,,
264,1420,SUP,7/26/2023,7/19/2023,,,,
264,1553,SUP,7/12/2023,7/5/2023,,,,
264,1814,SUP,7/26/2023,7/19/2023,,,,
264,1848,SUP,7/26/2023,7/19/2023,,,,
264,1898,SUP,7/12/2023,7/5/2023,,,,
264,4405,SUP,7/26/2023,7/19/2023,,,,
264,5352,SUP,7/26/2023,7/19/2023,,,,
264,5442,SUP,7/26/2023,7/19/2023,,,,
265,1401,SUP,7/12/2023,7/5/2023,,,,
265,1596,SUP,7/26/2023,7/19/2023,,,,
265,2215,SUP,7/12/2023,7/5/2023,,,,
265,3400,SUP,7/26/2023,7/19/2023,,,,
265,3790,SUP,7/12/2023,7/5/2023,,,,
265,4286,SUP,7/26/2023,7/19/2023,,,,
265,4531,SUP,7/12/2023,7/5/2023,,,,
266,1256,SUP,7/26/2023,7/19/2023,,,,
266,1497,SUP,7/26/2023,7/19/2023,,,,
266,1556,SUP,7/26/2023,7/19/2023,,,,
266,3601,SUP,7/26/2023,7/19/2023,,,,
266,4049,SUP,7/26/2023,7/19/2023,,,,
266,4529,SUP,7/26/2023,7/19/2023,,,,
267,1998,SUP,7/26/2023,7/19/2023,,,,
267,2204,SUP,7/26/2023,7/19/2023,,,,
267,3725,SUP,7/26/2023,7/19/2023,,,,
267,5617,SUP,7/26/2023,7/19/2023,,,,
268,1681,SUP,7/26/2023,7/19/2023,,,,
268,1737,SUP,7/26/2023,7/19/2023,,,,
268,1892,SUP,7/26/2023,7/19/2023,,,,
268,1897,SUP,7/12/2023,7/5/2023,,,,
268,1938,SUP,7/26/2023,7/19/2023,,,,
268,3004,SUP,7/26/2023,7/19/2023,,,,
268,5485,SUP,7/26/2023,7/19/2023,,,,
269,1228,SUP,7/26/2023,7/19/2023,,,,
269,1404,SUP,7/26/2023,7/19/2023,,,,
269,1668,SUP,7/12/2023,7/5/2023,,,,
269,1735,SUP,7/26/2023,7/19/2023,,,,
269,3891,SUP,7/26/2023,7/19/2023,,,,
269,3893,SUP,7/26/2023,7/19/2023,,,,
269,5199,SUP,7/26/2023,7/19/2023,,,,
270,1377,SUP,7/26/2023,7/19/2023,,,,
270,1413,SUP,7/26/2023,7/19/2023,,,,
270,1531,SUP,7/26/2023,7/19/2023,,,,
270,3434,SUP,7/26/2023,7/19/2023,,,,
270,4641,SUP,7/26/2023,7/19/2023,,,,
270,5060,SUP,7/26/2023,7/19/2023,,,,
280,2233,SUP,7/26/2023,7/19/2023,,,,
280,2357,SUP,7/26/2023,7/19/2023,,,,
280,2756,SUP,7/26/2023,7/19/2023,,,,
283,3035,SUP,7/12/2023,7/5/2023,,,,
283,5753,SUP,7/26/2023,7/19/2023,,,,
283,5968,SUP,7/12/2023,7/5/2023,,,,
286,1825,SUP,7/26/2023,7/19/2023,,,,
286,3573,SUP,7/26/2023,7/19/2023,,,,
287,1523,SUP,8/9/2023,8/2/2023,,,,
287,1525,SUP,8/9/2023,8/2/2023,,,,
