Store Number,Current Delivery,Current MP Delivery Window,Updated Delivery,Updated MP Delivery Window,Comments
3743,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on July 22, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3745,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on July 22, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
350,Same Day,18:00-06:00,Same Day,16:00-04:00,
372,Same Day,18:00-06:00,Same Day,16:00-04:00,
418,Same Day,18:00-07:00,Same Day,16:00-04:00,
598,Same Day,18:00-06:00,Same Day,16:00-04:00,
637,Same Day,18:00-06:00,Same Day,16:00-04:00,
645,Same Day,18:00-06:00,Same Day,16:00-04:00,
652,Same Day,18:00-06:00,Same Day,16:00-04:00,
664,Same Day,18:00-06:00,Same Day,16:00-04:00,
770,Same Day,18:00-06:00,Same Day,16:00-04:00,
774,Same Day,18:00-06:00,Same Day,16:00-04:00,
776,Same Day,18:00-06:00,Same Day,18:00-04:00,
790,Same Day,18:00-06:00,Same Day,16:00-04:00,
799,Same Day,18:00-06:00,Same Day,16:00-04:00,
885,Same Day,18:00-07:00,Same Day,16:00-04:00,
924,Same Day,18:00-06:00,Same Day,16:00-04:00,
1214,Same Day,18:00-07:00,Same Day,16:00-04:00,
1282,Same Day,18:00-07:00,Same Day,16:00-04:00,
1326,Same Day,18:00-06:00,Same Day,16:00-04:00,
1437,Same Day,18:00-09:00,Same Day,18:00-04:00,
1460,Same Day,18:00-06:00,Same Day,16:00-04:00,
1585,Same Day,18:00-04:00,Same Day,16:00-04:00,
1637,Same Day,18:00-06:00,Same Day,16:00-04:00,
1659,Same Day,18:00-04:00,Same Day,16:00-04:00,
1671,Same Day,18:00-06:00,Same Day,16:00-04:00,
1943,Same Day,18:00-06:00,Same Day,16:00-04:00,
1965,Same Day,18:00-06:00,Same Day,16:00-04:00,
2223,Same Day,18:00-06:00,Same Day,16:00-04:00,
2432,Same Day,18:00-07:00,Same Day,16:00-04:00,
2562,Same Day,18:00-07:00,Same Day,16:00-04:00,
2752,Same Day,18:00-06:00,Same Day,16:00-04:00,
2784,Same Day,18:00-06:00,Same Day,16:00-04:00,
2847,Same Day,18:00-06:00,Same Day,16:00-04:00,
3019,Same Day,20:00-06:00,Same Day,18:00-04:00,
3127,Same Day,20:00-06:00,Same Day,18:00-04:00,
3150,Same Day,18:00-05:00,Same Day,16:00-04:00,
3151,Same Day,18:00-07:00,Same Day,16:00-04:00,
3152,Same Day,20:00-06:00,Same Day,18:00-04:00,
3153,Same Day,20:00-06:00,Same Day,18:00-04:00,
3154,Same Day,07:00-09:00,Same Day,16:00-22:00,
3172,Same Day,20:00-06:00,Same Day,18:00-04:00,
3173,Same Day,20:00-06:00,Same Day,18:00-04:00,
3267,Same Day,18:00-04:00,Same Day,16:00-04:00,
3278,Same Day,18:00-06:00,Same Day,16:00-04:00,
3395,Same Day,18:00-06:00,Same Day,16:00-04:00,
3533,Same Day,18:00-06:00,Same Day,16:00-04:00,
3823,Same Day,18:00-06:00,Same Day,16:00-04:00,
3824,Same Day,18:00-04:00,Same Day,16:00-04:00,
3867,Same Day,18:00-06:00,Same Day,16:00-04:00,
4138,Same Day,20:00-06:00,Same Day,18:00-04:00,
4139,Same Day,20:00-06:00,Same Day,18:00-04:00,
4209,Same Day,18:00-07:00,Same Day,16:00-04:00,
4288,Same Day,18:00-21:00,Same Day,16:00-21:00,
4322,Same Day,18:00-07:00,Same Day,16:00-04:00,
4358,Same Day,18:00-06:00,Same Day,16:00-04:00,
4567,Same Day,18:00-04:00,Same Day,16:00-04:00,
4568,Same Day,18:00-07:00,Same Day,16:00-04:00,
4600,Same Day,18:00-06:00,Same Day,16:00-04:00,
4625,Same Day,20:00-06:00,Same Day,18:00-04:00,
4734,Same Day,18:00-06:00,Same Day,16:00-04:00,
4747,Same Day,07:00-09:00,Same Day,16:00-21:00,
5033,Same Day,18:00-06:00,Same Day,16:00-04:00,
5141,Same Day,18:00-04:00,Same Day,16:00-04:00,
5170,Same Day,18:00-07:00,Same Day,18:00-04:00,
5334,Same Day,18:00-06:00,Same Day,16:00-04:00,
5361,Same Day,18:00-06:00,Same Day,16:00-04:00,
7129,Same Day,18:00-07:00,Same Day,18:00-04:00,
1,Same Day,18:00-06:00,Same Day,16:00-04:00,
2,Same Day,18:00-06:00,Same Day,16:00-04:00,
4,Same Day,18:00-06:00,Same Day,18:00-04:00,
5,Same Day,18:00-06:00,Same Day,16:00-04:00,
7,Same Day,18:00-06:00,Same Day,16:00-04:00,
8,Same Day,18:00-06:00,Same Day,16:00-04:00,
11,Same Day,18:00-06:00,Same Day,18:00-04:00,
15,Same Day,18:00-06:00,Same Day,16:00-04:00,
16,Same Day,18:00-23:59,Same Day,16:00-23:59,
18,Same Day,18:00-07:00,Same Day,16:00-04:00,
24,Same Day,18:00-05:00,Same Day,16:00-04:00,
31,Same Day,18:00-06:00,Same Day,16:00-04:00,
32,Same Day,18:00-06:00,Same Day,16:00-04:00,
33,Same Day,18:00-07:00,Same Day,16:00-04:00,
45,Same Day,18:00-06:00,Same Day,16:00-04:00,
47,Same Day,18:00-06:00,Same Day,16:00-04:00,
52,Same Day,18:00-06:00,Same Day,16:00-04:00,
54,Same Day,18:00-06:00,Same Day,16:00-04:00,
55,Same Day,18:00-07:00,Same Day,16:00-04:00,
58,Same Day,18:00-04:00,Same Day,18:00-04:00,
66,Same Day,18:00-06:00,Same Day,16:00-04:00,
67,Same Day,18:00-06:00,Same Day,16:00-04:00,
71,Same Day,18:00-06:00,Same Day,16:00-04:00,
76,Same Day,18:00-06:00,Same Day,16:00-04:00,
81,Same Day,18:00-06:00,Same Day,16:00-04:00,
85,Same Day,18:00-06:00,Same Day,16:00-04:00,
100,Same Day,18:00-23:59,Same Day,18:00-23:59,
102,Same Day,18:00-07:00,Same Day,16:00-04:00,
119,Same Day,18:00-06:00,Same Day,16:00-04:00,
124,Same Day,18:00-06:00,Same Day,18:00-04:00,
125,Same Day,18:00-23:59,Same Day,16:00-23:59,
126,Same Day,18:00-06:00,Same Day,16:00-04:00,
127,Same Day,18:00-06:00,Same Day,16:00-04:00,
128,Same Day,18:00-06:00,Same Day,16:00-04:00,
141,Same Day,18:00-23:59,Same Day,16:00-23:59,
144,Same Day,18:00-06:00,Same Day,16:00-04:00,
157,Same Day,18:00-06:00,Same Day,18:00-04:00,
160,Same Day,18:00-06:00,Same Day,16:00-04:00,
169,Same Day,18:00-07:00,Same Day,16:00-04:00,
209,Same Day,18:00-23:59,Same Day,16:00-23:59,
230,Same Day,18:00-07:00,Same Day,16:00-04:00,
261,Same Day,18:00-06:00,Same Day,16:00-04:00,
276,Same Day,18:00-06:00,Same Day,16:00-04:00,
279,Same Day,18:00-07:00,Same Day,16:00-04:00,
281,Same Day,18:00-06:00,Same Day,16:00-04:00,
296,Same Day,18:00-07:00,Same Day,16:00-04:00,
318,Same Day,18:00-06:00,Same Day,16:00-04:00,
336,Same Day,18:00-07:00,Same Day,16:00-04:00,
358,Same Day,18:00-23:59,Same Day,16:00-23:59,
359,Same Day,18:00-04:00,Same Day,16:00-04:00,
373,Same Day,18:00-07:00,Same Day,16:00-04:00,
388,Same Day,18:00-23:59,Same Day,16:00-23:59,
788,Same Day,18:00-07:00,Same Day,16:00-04:00,
914,Same Day,18:00-06:00,Same Day,16:00-04:00,
1065,Same Day,18:00-06:00,Same Day,16:00-04:00,
1105,Same Day,18:00-05:00,Same Day,16:00-04:00,
1114,Same Day,18:00-07:00,Same Day,16:00-04:00,
1147,Same Day,18:00-07:00,Same Day,16:00-04:00,
2175,Same Day,18:00-06:00,Same Day,16:00-04:00,
2431,Same Day,18:00-22:00,Same Day,16:00-22:00,
2575,Same Day,18:00-05:00,Same Day,16:00-04:00,
2587,Same Day,18:00-05:00,Same Day,16:00-04:00,
2686,Same Day,20:00-06:00,Same Day,18:00-04:00,
2741,Same Day,20:00-06:00,Same Day,18:00-04:00,
2742,Same Day,20:00-06:00,Same Day,18:00-04:00,
2743,Same Day,20:00-06:00,Same Day,18:00-04:00,
2744,Same Day,18:00-20:00,Same Day,16:00-20:00,
2745,Same Day,20:00-06:00,Same Day,18:00-04:00,
3164,Same Day,20:00-23:00,Same Day,18:00-23:00,
3168,Same Day,20:00-06:00,Same Day,18:00-04:00,
3230,Same Day,18:00-06:00,Same Day,18:00-04:00,
3231,Same Day,18:00-23:59,Same Day,16:00-23:59,
3331,Same Day,18:00-06:00,Same Day,16:00-04:00,
3479,Same Day,20:00-06:00,Same Day,18:00-04:00,
3654,Same Day,20:00-06:00,Same Day,18:00-04:00,
4108,Same Day,18:00-06:00,Same Day,16:00-04:00,
4128,Same Day,18:00-20:00,Same Day,16:00-20:00,
4168,Same Day,18:00-06:00,Same Day,16:00-04:00,
4375,Same Day,20:00-06:00,Same Day,18:00-04:00,
4376,Same Day,20:00-06:00,Same Day,18:00-04:00,
4381,Same Day,18:00-06:00,Same Day,18:00-04:00,
4460,Same Day,18:00-05:00,Same Day,16:00-04:00,
4516,Same Day,20:00-06:00,Same Day,18:00-04:00,
4579,Same Day,18:00-06:00,Same Day,18:00-04:00,
4686,Same Day,20:00-06:00,Same Day,18:00-04:00,
5244,Same Day,18:00-07:00,Same Day,16:00-04:00,
5260,Same Day,18:00-04:00,Same Day,18:00-04:00,
5261,Same Day,18:00-06:00,Same Day,16:00-04:00,
5433,Same Day,18:00-06:00,Same Day,16:00-04:00,
5706,Same Day,18:00-05:00,Same Day,16:00-04:00,
5737,Same Day,20:00-06:00,Same Day,18:00-04:00,
5738,Same Day,20:00-06:00,Same Day,18:00-04:00,
5789,Same Day,20:00-06:00,Same Day,18:00-04:00,
5790,Same Day,20:00-06:00,Same Day,18:00-04:00,
5837,Same Day,20:00-06:00,Same Day,18:00-04:00,
6876,Same Day,20:00-06:00,Same Day,18:00-04:00,
6943,Same Day,20:00-06:00,Same Day,18:00-04:00,
6953,Same Day,20:00-06:00,Same Day,18:00-04:00,
6960,Same Day,20:00-06:00,Same Day,18:00-04:00,
6971,Same Day,20:00-06:00,Same Day,18:00-04:00,
6975,Same Day,20:00-06:00,Same Day,18:00-04:00,
7242,Same Day,20:00-06:00,Same Day,18:00-04:00,
7317,Same Day,20:00-06:00,Same Day,18:00-04:00,
7635,Same Day,16:00-20:00,Same Day,16:00-20:00,
43,Next Day,18:00-06:00,Next Day,16:00-04:00,
341,Next Day,18:00-07:00,Next Day,16:00-04:00,
342,Next Day,18:00-07:00,Next Day,16:00-04:00,
558,Next Day,18:00-06:00,Next Day,18:00-04:00,
993,Next Day,18:00-06:00,Next Day,16:00-04:00,
1483,Next Day,18:00-06:00,Next Day,16:00-04:00,
1534,Next Day,18:00-06:00,Next Day,16:00-04:00,
1565,Next Day,18:00-06:00,Next Day,16:00-04:00,
1567,Next Day,18:00-06:00,Next Day,18:00-04:00,
1636,Next Day,18:00-06:00,Next Day,16:00-04:00,
1683,Next Day,18:00-07:00,Next Day,16:00-04:00,
2033,Next Day,18:00-06:00,Next Day,16:00-04:00,
3394,Next Day,18:00-07:00,Next Day,16:00-04:00,
3648,Next Day,18:00-06:00,Next Day,16:00-04:00,
3734,Next Day,18:00-07:00,Next Day,16:00-04:00,
4569,Next Day,18:00-07:00,Next Day,16:00-04:00,
4626,Next Day,20:00-06:00,Next Day,18:00-04:00,
