Store Number,Affected
1171,Yes
1172,Yes
1173,Yes
1178,Yes
1180,Yes
1182,Yes
1192,Yes
1193,Yes
1195,Yes
1196,Yes
1197,Yes
1203,Yes
1205,Yes
1206,Yes
1211,Yes
1216,Yes
1219,Yes
1223,Yes
1225,Yes
1228,Yes
1236,Yes
1237,Yes
1238,Yes
1239,Yes
1241,Yes
1256,Yes
1257,Yes
1260,Yes
1261,Yes
1263,Yes
1264,Yes
1266,Yes
1268,Yes
1272,Yes
1275,Yes
1283,Yes
1285,Yes
1289,Yes
1294,Yes
1297,Yes
1298,Yes
1300,Yes
1304,Yes
1306,Yes
1307,Yes
1310,Yes
1321,Yes
1323,Yes
1327,Yes
1329,Yes
1330,Yes
1331,Yes
1333,Yes
1341,Yes
1342,Yes
1346,Yes
1348,Yes
1349,Yes
1351,Yes
1352,Yes
1353,Yes
1354,Yes
1355,Yes
1356,Yes
1357,Yes
1358,Yes
1359,Yes
1360,Yes
1367,Yes
1368,Yes
1371,Yes
1372,Yes
1377,Yes
1378,Yes
1379,Yes
1380,Yes
1383,Yes
1386,Yes
1387,Yes
1388,Yes
1392,Yes
1393,Yes
1395,Yes
1397,Yes
1398,Yes
1401,Yes
1404,Yes
1407,Yes
1408,Yes
1410,Yes
1413,Yes
1414,Yes
1416,Yes
1419,Yes
1420,Yes
1421,Yes
1422,Yes
1423,Yes
1425,Yes
1426,Yes
1427,Yes
1428,Yes
1429,Yes
1431,Yes
1432,Yes
1433,Yes
1436,Yes
1441,Yes
1443,Yes
1444,Yes
1445,Yes
1450,Yes
1454,Yes
1455,Yes
1459,Yes
1463,Yes
1475,Yes
1477,Yes
1478,Yes
1479,Yes
1480,Yes
1487,Yes
1489,Yes
1490,Yes
1495,Yes
1496,Yes
1497,Yes
1502,Yes
1503,Yes
1504,Yes
1506,Yes
1509,Yes
1510,Yes
1511,Yes
1517,Yes
1518,Yes
1519,Yes
1521,Yes
1527,Yes
1528,Yes
1531,Yes
1539,Yes
1540,Yes
1541,Yes
1542,Yes
1547,Yes
1548,Yes
1553,Yes
1556,Yes
1557,Yes
1564,Yes
1566,Yes
1569,Yes
1570,Yes
1576,Yes
1579,Yes
1580,Yes
1589,Yes
1590,Yes
1591,Yes
1592,Yes
1593,Yes
1594,Yes
1595,Yes
1596,Yes
1601,Yes
1602,Yes
1611,Yes
1618,Yes
1622,Yes
1623,Yes
1639,Yes
1641,Yes
1642,Yes
1644,Yes
1647,Yes
1655,Yes
1661,Yes
1664,Yes
1665,Yes
1667,Yes
1668,Yes
1670,Yes
1676,Yes
1680,Yes
1681,Yes
1682,Yes
1687,Yes
1690,Yes
1709,Yes
1710,Yes
1713,Yes
1715,Yes
1718,Yes
1719,Yes
1721,Yes
1728,Yes
1729,Yes
1733,Yes
1734,Yes
1735,Yes
1736,Yes
1737,Yes
1740,Yes
1741,Yes
1742,Yes
1745,Yes
1748,Yes
1750,Yes
1752,Yes
1754,Yes
1758,Yes
1767,Yes
1771,Yes
1777,Yes
1779,Yes
1782,Yes
1783,Yes
1790,Yes
1791,Yes
1794,Yes
1798,Yes
1800,Yes
1801,Yes
1804,Yes
1807,Yes
1809,Yes
1814,Yes
1816,Yes
1822,Yes
1836,Yes
1841,Yes
1844,Yes
1845,Yes
1847,Yes
1848,Yes
1851,Yes
1854,Yes
1860,Yes
1869,Yes
1874,Yes
1884,Yes
1886,Yes
1890,Yes
1892,Yes
1897,Yes
1898,Yes
1913,Yes
1916,Yes
1921,Yes
1923,Yes
1928,Yes
1933,Yes
1934,Yes
1938,Yes
1942,Yes
1945,Yes
1950,Yes
1953,Yes
1955,Yes
1957,Yes
1961,Yes
1962,Yes
1968,Yes
1977,Yes
1978,Yes
1987,Yes
1990,Yes
1991,Yes
1996,Yes
1998,Yes
2000,Yes
2003,Yes
2004,Yes
2009,Yes
2010,Yes
2014,Yes
2020,Yes
2023,Yes
2024,Yes
2026,Yes
2035,Yes
2036,Yes
2040,Yes
2041,Yes
2058,Yes
2061,Yes
2062,Yes
2064,Yes
2067,Yes
2068,Yes
2072,Yes
2080,Yes
2085,Yes
2086,Yes
2090,Yes
2091,Yes
2096,Yes
2098,Yes
2100,Yes
2102,Yes
2105,Yes
2108,Yes
2109,Yes
2124,Yes
2132,Yes
2141,Yes
2145,Yes
2149,Yes
2151,Yes
2163,Yes
2167,Yes
2169,Yes
2176,Yes
2185,Yes
2191,Yes
2195,Yes
2201,Yes
2204,Yes
2208,Yes
2209,Yes
2215,Yes
2231,Yes
2232,Yes
2236,Yes
2237,Yes
2238,Yes
2240,Yes
2244,Yes
2250,Yes
2252,Yes
2254,Yes
2255,Yes
2256,Yes
2263,Yes
2270,Yes
2273,Yes
2275,Yes
2276,Yes
2294,Yes
2302,Yes
2309,Yes
2311,Yes
2338,Yes
2339,Yes
2340,Yes
2346,Yes
2348,Yes
2350,Yes
2354,Yes
2358,Yes
2365,Yes
2368,Yes
2387,Yes
2388,Yes
2392,Yes
2396,Yes
2397,Yes
2400,Yes
2406,Yes
2417,Yes
2419,Yes
2423,Yes
2426,Yes
2427,Yes
2429,Yes
2433,Yes
2441,Yes
2445,Yes
2446,Yes
2447,Yes
2449,Yes
2451,Yes
2459,Yes
2460,Yes
2471,Yes
2480,Yes
2481,Yes
2484,Yes
2491,Yes
2493,Yes
2497,Yes
2501,Yes
2503,Yes
2518,Yes
2532,Yes
2535,Yes
2542,Yes
2543,Yes
2544,Yes
2555,Yes
2558,Yes
2559,Yes
2560,Yes
2563,Yes
2567,Yes
2572,Yes
2576,Yes
2580,Yes
2582,Yes
2585,Yes
2591,Yes
2604,Yes
2605,Yes
2610,Yes
2612,Yes
2613,Yes
2614,Yes
2615,Yes
2618,Yes
2619,Yes
2620,Yes
2626,Yes
2630,Yes
2631,Yes
2633,Yes
2638,Yes
2641,Yes
2644,Yes
2645,Yes
2649,Yes
2650,Yes
2651,Yes
2652,Yes
2653,Yes
2656,Yes
2665,Yes
2667,Yes
2678,Yes
2679,Yes
2692,Yes
2693,Yes
2700,Yes
2705,Yes
2706,Yes
2715,Yes
2716,Yes
2717,Yes
2720,Yes
2721,Yes
2725,Yes
2726,Yes
2727,Yes
2728,Yes
2730,Yes
2733,Yes
2755,Yes
2764,Yes
2771,Yes
2772,Yes
2774,Yes
2786,Yes
2787,Yes
2788,Yes
2789,Yes
2791,Yes
2792,Yes
2801,Yes
2805,Yes
2810,Yes
2814,Yes
2815,Yes
2816,Yes
2817,Yes
2818,Yes
2819,Yes
2822,Yes
2823,Yes
2825,Yes
2827,Yes
2830,Yes
2832,Yes
2834,Yes
2836,Yes
2840,Yes
2841,Yes
2843,Yes
2849,Yes
2858,Yes
2860,Yes
2866,Yes
2867,Yes
2869,Yes
2871,Yes
2872,Yes
2873,Yes
2883,Yes
2888,Yes
2889,Yes
2890,Yes
2907,Yes
2912,Yes
2913,Yes
2918,Yes
2919,Yes
2920,Yes
2924,Yes
2926,Yes
2928,Yes
2929,Yes
2930,Yes
2931,Yes
2934,Yes
2935,Yes
2938,Yes
2939,Yes
2940,Yes
2945,Yes
2946,Yes
2956,Yes
2959,Yes
2962,Yes
2963,Yes
2967,Yes
2968,Yes
2973,Yes
2974,Yes
2975,Yes
2976,Yes
2977,Yes
2978,Yes
2979,Yes
2980,Yes
2981,Yes
2987,Yes
2995,Yes
2996,Yes
3004,Yes
3011,Yes
3014,Yes
3015,Yes
3042,Yes
3043,Yes
3044,Yes
3066,Yes
3078,Yes
3104,Yes
3110,Yes
3135,Yes
3136,Yes
3159,Yes
3163,Yes
3167,Yes
3183,Yes
3198,Yes
3199,Yes
3204,Yes
3206,Yes
3210,Yes
3212,Yes
3224,Yes
3225,Yes
3235,Yes
3236,Yes
3247,Yes
3251,Yes
3252,Yes
3255,Yes
3266,Yes
3274,Yes
3282,Yes
3284,Yes
3285,Yes
3286,Yes
3287,Yes
3288,Yes
3291,Yes
3292,Yes
3299,Yes
3300,Yes
3307,Yes
3308,Yes
3309,Yes
3311,Yes
3317,Yes
3328,Yes
3330,Yes
3336,Yes
3337,Yes
3339,Yes
3341,Yes
3342,Yes
3348,Yes
3349,Yes
3363,Yes
3367,Yes
3370,Yes
3383,Yes
3384,Yes
3385,Yes
3387,Yes
3392,Yes
3397,Yes
3400,Yes
3406,Yes
3411,Yes
3412,Yes
3417,Yes
3419,Yes
3422,Yes
3423,Yes
3427,Yes
3428,Yes
3431,Yes
3432,Yes
3433,Yes
3434,Yes
3435,Yes
3436,Yes
3443,Yes
3445,Yes
3447,Yes
3453,Yes
3456,Yes
3458,Yes
3459,Yes
3460,Yes
3463,Yes
3469,Yes
3474,Yes
3475,Yes
3476,Yes
3482,Yes
3483,Yes
3486,Yes
3487,Yes
3488,Yes
3501,Yes
3502,Yes
3512,Yes
3515,Yes
3517,Yes
3520,Yes
3527,Yes
3528,Yes
3529,Yes
3530,Yes
3541,Yes
3545,Yes
3562,Yes
3563,Yes
3564,Yes
3571,Yes
3574,Yes
3580,Yes
3581,Yes
3594,Yes
3595,Yes
3596,Yes
3597,Yes
3598,Yes
3600,Yes
3601,Yes
3602,Yes
3616,Yes
3625,Yes
3630,Yes
3631,Yes
3632,Yes
3634,Yes
3641,Yes
3644,Yes
3646,Yes
3653,Yes
3661,Yes
3693,Yes
3701,Yes
3702,Yes
3703,Yes
3713,Yes
3716,Yes
3724,Yes
3725,Yes
3726,Yes
3731,Yes
3732,Yes
3736,Yes
3743,Yes
3745,Yes
3747,Yes
3749,Yes
3750,Yes
3763,Yes
3764,Yes
3765,Yes
3773,Yes
3774,Yes
3781,Yes
3783,Yes
3784,Yes
3790,Yes
3791,Yes
3792,Yes
3795,Yes
3802,Yes
3803,Yes
3809,Yes
3810,Yes
3812,Yes
3825,Yes
3826,Yes
3828,Yes
3830,Yes
3831,Yes
3837,Yes
3840,Yes
3843,Yes
3851,Yes
3858,Yes
3864,Yes
3870,Yes
3876,Yes
3877,Yes
3887,Yes
3891,Yes
3893,Yes
3899,Yes
3912,Yes
3935,Yes
4046,Yes
4048,Yes
4049,Yes
4053,Yes
4054,Yes
4063,Yes
4065,Yes
4104,Yes
4105,Yes
4114,Yes
4129,Yes
4140,Yes
4153,Yes
4161,Yes
4164,Yes
4165,Yes
4182,Yes
4201,Yes
4215,Yes
4216,Yes
4230,Yes
4231,Yes
4235,Yes
4240,Yes
4243,Yes
4256,Yes
4259,Yes
4260,Yes
4262,Yes
4273,Yes
4276,Yes
4277,Yes
4278,Yes
4279,Yes
4286,Yes
4299,Yes
4303,Yes
4323,Yes
4341,Yes
4354,Yes
4366,Yes
4368,Yes
4380,Yes
4383,Yes
4384,Yes
4399,Yes
4405,Yes
4415,Yes
4417,Yes
4424,Yes
4427,Yes
4434,Yes
4439,Yes
4441,Yes
4444,Yes
4446,Yes
4453,Yes
4456,Yes
4459,Yes
4461,Yes
4464,Yes
4479,Yes
4484,Yes
4498,Yes
4499,Yes
4503,Yes
4509,Yes
4511,Yes
4517,Yes
4519,Yes
4520,Yes
4525,Yes
4527,Yes
4529,Yes
4530,Yes
4531,Yes
4540,Yes
4545,Yes
4556,Yes
4560,Yes
4561,Yes
4563,Yes
4564,Yes
4565,Yes
4586,Yes
4595,Yes
4601,Yes
4609,Yes
4612,Yes
4617,Yes
4627,Yes
4631,Yes
4641,Yes
4659,Yes
4660,Yes
4676,Yes
4679,Yes
4683,Yes
4687,Yes
4699,Yes
4826,Yes
5003,Yes
5005,Yes
5012,Yes
5021,Yes
5022,Yes
5025,Yes
5028,Yes
5029,Yes
5030,Yes
5034,Yes
5037,Yes
5039,Yes
5044,Yes
5046,Yes
5047,Yes
5048,Yes
5054,Yes
5055,Yes
5056,Yes
5060,Yes
5064,Yes
5065,Yes
5077,Yes
5079,Yes
5080,Yes
5081,Yes
5092,Yes
5097,Yes
5102,Yes
5103,Yes
5104,Yes
5108,Yes
5111,Yes
5115,Yes
5125,Yes
5130,Yes
5131,Yes
5142,Yes
5147,Yes
5155,Yes
5157,Yes
5159,Yes
5160,Yes
5166,Yes
5172,Yes
5178,Yes
5184,Yes
5185,Yes
5191,Yes
5198,Yes
5199,Yes
5201,Yes
5203,Yes
5210,Yes
5211,Yes
5216,Yes
5229,Yes
5239,Yes
5247,Yes
5253,Yes
5254,Yes
5264,Yes
5276,Yes
5279,Yes
5280,Yes
5281,Yes
5288,Yes
5292,Yes
5294,Yes
5296,Yes
5300,Yes
5301,Yes
5310,Yes
5312,Yes
5316,Yes
5319,Yes
5321,Yes
5325,Yes
5326,Yes
5327,Yes
5328,Yes
5340,Yes
5347,Yes
5352,Yes
5355,Yes
5359,Yes
5372,Yes
5374,Yes
5376,Yes
5384,Yes
5385,Yes
5386,Yes
5391,Yes
5392,Yes
5398,Yes
5399,Yes
5402,Yes
5403,Yes
5408,Yes
5409,Yes
5411,Yes
5414,Yes
5416,Yes
5430,Yes
5436,Yes
5439,Yes
5442,Yes
5443,Yes
5447,Yes
5450,Yes
5451,Yes
5452,Yes
5453,Yes
5464,Yes
5466,Yes
5471,Yes
5472,Yes
5476,Yes
5483,Yes
5485,Yes
5486,Yes
5489,Yes
5491,Yes
5492,Yes
5495,Yes
5499,Yes
5613,Yes
5614,Yes
5615,Yes
5617,Yes
5622,Yes
5624,Yes
5649,Yes
5657,Yes
5671,Yes
5672,Yes
5673,Yes
5675,Yes
5700,Yes
5702,Yes
5704,Yes
5707,Yes
5715,Yes
5717,Yes
5719,Yes
5722,Yes
5726,Yes
5727,Yes
5728,Yes
5743,Yes
5752,Yes
5758,Yes
5759,Yes
5761,Yes
5764,Yes
5767,Yes
5773,Yes
5774,Yes
5776,Yes
5782,Yes
5793,Yes
5795,Yes
5797,Yes
5802,Yes
5803,Yes
5804,Yes
5810,Yes
5816,Yes
5817,Yes
5818,Yes
5819,Yes
5820,Yes
5823,Yes
5824,Yes
5826,Yes
5832,Yes
5842,Yes
5844,Yes
5851,Yes
5854,Yes
5857,Yes
5867,Yes
5881,Yes
5882,Yes
5889,Yes
5891,Yes
5893,Yes
5911,Yes
5912,Yes
5932,Yes
5944,Yes
5945,Yes
5947,Yes
5960,Yes
5962,Yes
5963,Yes
5965,Yes
5987,Yes
6078,Yes
6165,Yes
6166,Yes
6174,Yes
6190,Yes
6323,Yes
6390,Yes
6395,Yes
6397,Yes
6467,Yes
6469,Yes
6470,Yes
6476,Yes
6577,Yes
6578,Yes
6587,Yes
6588,Yes
6732,Yes
6813,Yes
6849,Yes
6851,Yes
6879,Yes
6898,Yes
6937,Yes
6941,Yes
6967,Yes
6968,Yes
6978,Yes
7009,Yes
7072,Yes
7087,Yes
7098,Yes
7099,Yes
7137,Yes
7162,Yes
7178,Yes
7179,Yes
7181,Yes
7194,Yes
7209,Yes
7218,Yes
7221,Yes
7222,Yes
7224,Yes
7229,Yes
7232,Yes
7233,Yes
7235,Yes
7238,Yes
7240,Yes
7241,Yes
7243,Yes
7245,Yes
7246,Yes
7251,Yes
7262,Yes
7298,Yes
7299,Yes
7301,Yes
7307,Yes
7329,Yes
7334,Yes
7337,Yes
7340,Yes
7347,Yes
7349,Yes
7362,Yes
8930,Yes
