Store #,City,Category,Declaration Category,Declared Item,UPC,Effective Date
77,TAYLOR,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
77,TAYLOR,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
77,TAYLOR,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
77,TAYLOR,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
77,TAYLOR,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
77,TAYLOR,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
77,TAYLOR,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
77,TAYLOR,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
77,TAYLOR,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
77,TAYLOR,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
77,TAYLOR,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
77,TAYLOR,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
77,TAYLOR,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
77,TAYLOR,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
77,TAYLOR,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
77,TAYLOR,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
77,TAYLOR,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
77,TAYLOR,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
77,TAYLOR,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
77,TAYLOR,Milk,Skim Quart Milk,Borden's Skim Quart - 81547301045,81547301045,
77,TAYLOR,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
77,TAYLOR,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
77,TAYLOR,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
77,TAYLOR,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
77,TAYLOR,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
77,TAYLOR,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
77,TAYLOR,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
77,TAYLOR,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
77,TAYLOR,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
131,MOUNT PLEASANT,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
131,MOUNT PLEASANT,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
131,MOUNT PLEASANT,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
131,MOUNT PLEASANT,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
131,MOUNT PLEASANT,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
131,MOUNT PLEASANT,Cheese,Longhorn Cheddar,NOT CARRIED - NOT DECLARED,NOT CARRIED,3/14/2020
131,MOUNT PLEASANT,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
131,MOUNT PLEASANT,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
131,MOUNT PLEASANT,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
131,MOUNT PLEASANT,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
131,MOUNT PLEASANT,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
131,MOUNT PLEASANT,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
131,MOUNT PLEASANT,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
131,MOUNT PLEASANT,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
131,MOUNT PLEASANT,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
131,MOUNT PLEASANT,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
131,MOUNT PLEASANT,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
131,MOUNT PLEASANT,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
131,MOUNT PLEASANT,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
131,MOUNT PLEASANT,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
131,MOUNT PLEASANT,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
131,MOUNT PLEASANT,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,10/28/2019
131,MOUNT PLEASANT,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
131,MOUNT PLEASANT,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
131,MOUNT PLEASANT,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
131,MOUNT PLEASANT,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
131,MOUNT PLEASANT,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
131,MOUNT PLEASANT,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
131,MOUNT PLEASANT,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
131,MOUNT PLEASANT,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
131,MOUNT PLEASANT,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
131,MOUNT PLEASANT,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
131,MOUNT PLEASANT,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
131,MOUNT PLEASANT,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
131,MOUNT PLEASANT,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
131,MOUNT PLEASANT,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
131,MOUNT PLEASANT,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
131,MOUNT PLEASANT,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
131,MOUNT PLEASANT,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
131,MOUNT PLEASANT,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
131,MOUNT PLEASANT,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
131,MOUNT PLEASANT,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
131,MOUNT PLEASANT,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
131,MOUNT PLEASANT,Milk,Skim Quart Milk,Borden's Skim Quart - 81547301045,81547301045,
131,MOUNT PLEASANT,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
131,MOUNT PLEASANT,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
131,MOUNT PLEASANT,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
131,MOUNT PLEASANT,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
131,MOUNT PLEASANT,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
131,MOUNT PLEASANT,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
131,MOUNT PLEASANT,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
131,MOUNT PLEASANT,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
131,MOUNT PLEASANT,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
131,MOUNT PLEASANT,,,,,
140,LUFKIN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
140,LUFKIN,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
140,LUFKIN,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
140,LUFKIN,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
140,LUFKIN,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
140,LUFKIN,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
140,LUFKIN,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
140,LUFKIN,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
140,LUFKIN,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
140,LUFKIN,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
140,LUFKIN,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
140,LUFKIN,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
140,LUFKIN,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
140,LUFKIN,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
140,LUFKIN,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
140,LUFKIN,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
140,LUFKIN,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
140,LUFKIN,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
140,LUFKIN,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
140,LUFKIN,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,
140,LUFKIN,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
140,LUFKIN,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
140,LUFKIN,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
140,LUFKIN,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
140,LUFKIN,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
140,LUFKIN,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
140,LUFKIN,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
140,LUFKIN,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
140,LUFKIN,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
140,LUFKIN,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
140,LUFKIN,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
140,LUFKIN,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
140,LUFKIN,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
140,LUFKIN,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
140,LUFKIN,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
140,LUFKIN,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
140,LUFKIN,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
140,LUFKIN,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
140,LUFKIN,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
140,LUFKIN,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
140,LUFKIN,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
140,LUFKIN,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
140,LUFKIN,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
140,LUFKIN,Milk,Skim Quart Milk,Borden's Skim Quart - 81547301045,81547301045,
140,LUFKIN,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
140,LUFKIN,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
140,LUFKIN,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
140,LUFKIN,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
140,LUFKIN,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
140,LUFKIN,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
140,LUFKIN,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
140,LUFKIN,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
140,LUFKIN,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
140,LUFKIN,,,,,
146,GILMER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
146,GILMER,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
146,GILMER,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
146,GILMER,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
146,GILMER,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
146,GILMER,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
146,GILMER,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
146,GILMER,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
146,GILMER,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
146,GILMER,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
146,GILMER,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
146,GILMER,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
146,GILMER,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
146,GILMER,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
146,GILMER,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
146,GILMER,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
146,GILMER,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
146,GILMER,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
146,GILMER,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
146,GILMER,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
146,GILMER,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
146,GILMER,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
146,GILMER,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
146,GILMER,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
146,GILMER,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
146,GILMER,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
146,GILMER,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
146,GILMER,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
146,GILMER,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
146,GILMER,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
146,GILMER,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
146,GILMER,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
146,GILMER,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
146,GILMER,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
146,GILMER,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
146,GILMER,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
146,GILMER,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
146,GILMER,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
146,GILMER,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
146,GILMER,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
146,GILMER,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
146,GILMER,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
146,GILMER,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
146,GILMER,Milk,Skim Quart Milk,Borden's Skim Quart - 81547301045,81547301045,
146,GILMER,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
146,GILMER,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
146,GILMER,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
146,GILMER,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
146,GILMER,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
146,GILMER,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
146,GILMER,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
146,GILMER,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
146,GILMER,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
146,GILMER,,,,,
147,DENISON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
147,DENISON,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
147,DENISON,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
147,DENISON,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
147,DENISON,Cheese,Colby 2 lb,GV Colby 2lb - 07874211463,7874211463,
147,DENISON,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
147,DENISON,Cheese,Longhorn Cheddar,NOT CARRIED - NOT DECLARED,NOT CARRIED,
147,DENISON,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
147,DENISON,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
147,DENISON,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
