Store #,City,Category,Declaration Category,Declared Item,UPC,Effective Date
4605,TYLER,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
4605,TYLER,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
4605,TYLER,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
4605,TYLER,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
4605,TYLER,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
4605,TYLER,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
4605,TYLER,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
4605,TYLER,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4605,TYLER,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
4605,TYLER,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
4605,TYLER,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4605,TYLER,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
4605,TYLER,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
4605,TYLER,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4605,TYLER,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4605,TYLER,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4605,TYLER,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
4605,TYLER,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
4605,TYLER,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4605,TYLER,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
4605,TYLER,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
4605,TYLER,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
4605,TYLER,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
4605,TYLER,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
4605,TYLER,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
4605,TYLER,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
4605,TYLER,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
4605,TYLER,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
4605,TYLER,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
4605,TYLER,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
4605,TYLER,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4605,TYLER,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
4605,TYLER,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4605,TYLER,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
4605,TYLER,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
4605,TYLER,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
4605,TYLER,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
4605,TYLER,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
4605,TYLER,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
4605,TYLER,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
4605,TYLER,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
4605,TYLER,Milk,Skim Quart Milk,Borden's Skim Quart - 81547301045,81547301045,
4605,TYLER,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
4605,TYLER,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
4605,TYLER,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
4605,TYLER,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
4605,TYLER,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
4605,TYLER,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
4605,TYLER,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
4605,TYLER,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
4605,TYLER,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
4605,TYLER,,,,,
4618,LEAGUE CITY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
4618,LEAGUE CITY,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
4618,LEAGUE CITY,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
4618,LEAGUE CITY,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4618,LEAGUE CITY,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
4618,LEAGUE CITY,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
4618,LEAGUE CITY,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
4618,LEAGUE CITY,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
4618,LEAGUE CITY,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
4618,LEAGUE CITY,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
4618,LEAGUE CITY,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
4618,LEAGUE CITY,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
4618,LEAGUE CITY,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
4618,LEAGUE CITY,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
4618,LEAGUE CITY,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
4618,LEAGUE CITY,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
4618,LEAGUE CITY,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
4618,LEAGUE CITY,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4618,LEAGUE CITY,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
4618,LEAGUE CITY,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,
4618,LEAGUE CITY,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4618,LEAGUE CITY,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
4618,LEAGUE CITY,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
4618,LEAGUE CITY,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
4618,LEAGUE CITY,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
4618,LEAGUE CITY,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
4618,LEAGUE CITY,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
4618,LEAGUE CITY,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
4618,LEAGUE CITY,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
4618,LEAGUE CITY,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
4618,LEAGUE CITY,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
4618,LEAGUE CITY,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
4618,LEAGUE CITY,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4618,LEAGUE CITY,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
4618,LEAGUE CITY,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4618,LEAGUE CITY,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,
4618,LEAGUE CITY,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
4618,LEAGUE CITY,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
4618,LEAGUE CITY,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
4618,LEAGUE CITY,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
4618,LEAGUE CITY,Milk,1% Quart Milk,Oak Farms 1% Quart - 7002635126,7002635126,
4618,LEAGUE CITY,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
4618,LEAGUE CITY,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
4618,LEAGUE CITY,Milk,Skim Quart Milk,Oaks Farm Skim Quart - 4127100413,4127100413,
4618,LEAGUE CITY,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
4618,LEAGUE CITY,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
4618,LEAGUE CITY,Milk,Whole Quart Milk,Oaks Farm Whole Quart - 4127100411,4127100411,
4618,LEAGUE CITY,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
4618,LEAGUE CITY,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
4618,LEAGUE CITY,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
4618,LEAGUE CITY,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
4618,LEAGUE CITY,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
4618,LEAGUE CITY,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
4618,LEAGUE CITY,,,,,
4627,DENTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
4627,DENTON,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
4627,DENTON,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
4627,DENTON,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4627,DENTON,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
4627,DENTON,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
4627,DENTON,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
4627,DENTON,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
4627,DENTON,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
4627,DENTON,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
4627,DENTON,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
4627,DENTON,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
4627,DENTON,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
4627,DENTON,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
4627,DENTON,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
4627,DENTON,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
4627,DENTON,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
4627,DENTON,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4627,DENTON,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
4627,DENTON,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
4627,DENTON,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4627,DENTON,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
4627,DENTON,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,10/28/2019
4627,DENTON,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
4627,DENTON,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
4627,DENTON,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
4627,DENTON,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
4627,DENTON,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
4627,DENTON,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
4627,DENTON,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
4627,DENTON,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
4627,DENTON,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
4627,DENTON,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4627,DENTON,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
4627,DENTON,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4627,DENTON,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
4627,DENTON,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
4627,DENTON,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
4627,DENTON,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
4627,DENTON,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
4627,DENTON,Milk,1% Quart Milk,Oak Farms 1% Quart - 7002635126,7002635126,
4627,DENTON,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
4627,DENTON,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
4627,DENTON,Milk,Skim Quart Milk,Oaks Farm Skim Quart - 4127100413,4127100413,
4627,DENTON,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
4627,DENTON,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
4627,DENTON,Milk,Whole Quart Milk,Oaks Farm Whole Quart - 4127100411,4127100411,
4627,DENTON,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
4627,DENTON,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
4627,DENTON,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
4627,DENTON,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
4627,DENTON,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
4627,DENTON,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
4627,DENTON,,,,,
4674,NACOGDOCHES,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
4674,NACOGDOCHES,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
4674,NACOGDOCHES,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
4674,NACOGDOCHES,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4674,NACOGDOCHES,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
4674,NACOGDOCHES,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
4674,NACOGDOCHES,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
4674,NACOGDOCHES,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
4674,NACOGDOCHES,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
4674,NACOGDOCHES,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
4674,NACOGDOCHES,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
4674,NACOGDOCHES,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
4674,NACOGDOCHES,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
4674,NACOGDOCHES,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
4674,NACOGDOCHES,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
4674,NACOGDOCHES,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
4674,NACOGDOCHES,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
4674,NACOGDOCHES,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
4674,NACOGDOCHES,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
4674,NACOGDOCHES,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,
4674,NACOGDOCHES,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4674,NACOGDOCHES,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,10/28/2019
4674,NACOGDOCHES,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
4674,NACOGDOCHES,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
4674,NACOGDOCHES,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
4674,NACOGDOCHES,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
4674,NACOGDOCHES,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
4674,NACOGDOCHES,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
4674,NACOGDOCHES,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
4674,NACOGDOCHES,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
4674,NACOGDOCHES,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
4674,NACOGDOCHES,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
4674,NACOGDOCHES,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4674,NACOGDOCHES,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
4674,NACOGDOCHES,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
4674,NACOGDOCHES,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
4674,NACOGDOCHES,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
4674,NACOGDOCHES,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
4674,NACOGDOCHES,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
4674,NACOGDOCHES,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
4674,NACOGDOCHES,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
4674,NACOGDOCHES,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
4674,NACOGDOCHES,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
4674,NACOGDOCHES,Milk,Skim Quart Milk,Borden's Skim Quart - 81547301045,81547301045,
4674,NACOGDOCHES,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
4674,NACOGDOCHES,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
4674,NACOGDOCHES,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
4674,NACOGDOCHES,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
4674,NACOGDOCHES,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
4674,NACOGDOCHES,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
4674,NACOGDOCHES,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
4674,NACOGDOCHES,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
4674,NACOGDOCHES,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
4674,NACOGDOCHES,,,,,
5021,DALLAS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
5021,DALLAS,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
5021,DALLAS,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
5021,DALLAS,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
5021,DALLAS,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
5021,DALLAS,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
5021,DALLAS,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
5021,DALLAS,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
5021,DALLAS,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
5021,DALLAS,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
5021,DALLAS,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
5021,DALLAS,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
5021,DALLAS,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
5021,DALLAS,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
5021,DALLAS,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
5021,DALLAS,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
5021,DALLAS,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
