Store Number,State,City,Group Number
2278,PA,ERIE,4
2279,MD,GLEN BURNIE,4
2280,CA,MOUNTAIN VIEW,4
2281,PA,WEST MIFFLIN,4
2282,CT,EAST WINDSOR,4
2283,RI,COVENTRY,4
2284,CT,NAUGATUCK,4
2285,NY,HERKIMER,4
2286,NY,CENTEREACH,4
2287,PA,NEW CASTLE,4
2288,CA,POMONA,4
2291,CA,CHULA VISTA,4
2292,CA,COVINA,4
2293,CO,EVERGREEN,4
2294,NJ,FLEMINGTON,4
2295,VA,RICHMOND,4
2297,CA,STEVENSON RANCH,4
2300,PA,PITTSBURGH,4
2306,AL,NORTHPORT,4
2307,UT,SOUTH JORDAN,4
2309,OH,WEST CHESTER,4
2310,TN,KNOXVILLE,4
2311,IN,HUNTINGTON,4
2312,VA,ROANOKE,4
2313,OH,STREETSBORO,4
2314,HI,WAIPAHU,4
2315,OR,DALLAS,4
2316,OH,NORTH OLMSTED,4
2317,WA,BREMERTON,4
2318,PA,INDIANA,4
2319,WA,OAK HARBOR,4
2321,HI,KAILUA KONA,4
2322,TN,CORDOVA,4
2323,OH,STOW,4
2325,WA,PORT ORCHARD,4
2330,NH,ROCHESTER,4
2331,CT,WATERFORD,4
2332,VT,SAINT ALBANS,4
2333,CA,APPLE VALLEY,4
2334,PA,LANCASTER,4
2335,WI,MADISON,4
2336,MA,PLYMOUTH,4
2337,VA,ROCKY MOUNT,4
2338,MI,TRAVERSE CITY,4
2339,IN,WEST LAFAYETTE,4
2340,PA,EPHRATA,4
2341,MA,QUINCY,4
2348,SC,CHARLESTON,4
2350,OH,WAUSEON,4
2351,NY,CATSKILL,4
2352,MN,CAMBRIDGE,4
2354,MI,ROCHESTER HILLS,4
2355,NY,WILLIAMSVILLE,4
2357,MD,GERMANTOWN,4
2358,MI,ALPENA,4
2359,OH,ASHTABULA,4
2360,GA,DUNWOODY,4
2361,OH,NORTH CANTON,4
2362,OH,SOUTH EUCLID,4
2365,PA,MOUNT POCONO,4
2366,MA,NORTH ATTLEBORO,4
2367,MN,PINE CITY,4
2368,PA,EAST STROUDSBURG,4
2369,NH,TILTON,4
2370,NY,TROY,4
2371,CT,WALLINGFORD,4
2385,WA,AUBURN,4
2387,FL,BRANDON,4
2388,IN,PORTLAND,4
2399,NH,MANCHESTER,4
2401,CA,DUARTE,4
2403,WA,PUYALLUP,4
2404,TX,SAN ANTONIO,4
2405,NY,HAMBURG,4
2412,MD,ELLICOTT CITY,4
2417,MI,PETOSKEY,4
2418,CA,PLACERVILLE,4
2419,DE,REHOBOTH BEACH,4
2420,PA,BELLE VERNON,4
2421,WI,SAINT CROIX FALLS,4
2422,OR,SAINT HELENS,4
2426,OH,COLUMBUS,4
2427,TX,DALLAS,4
2428,KS,NEWTON,4
2429,OH,SPRINGFIELD,4
2435,MD,DUNDALK,4
2436,MD,SYKESVILLE,4
2437,VA,WARRENTON,4
2438,VA,STAFFORD,4
2439,TX,BAYTOWN,4
2440,NC,SYLVA,4
2441,OH,HAMILTON,4
2443,SD,SIOUX FALLS,4
2444,NY,ONEIDA,4
2447,OH,CINCINNATI,4
2448,MN,COTTAGE GROVE,4
2450,WA,BELLINGHAM,4
2452,WI,MILWAUKEE,4
2453,NV,FALLON,4
2455,MT,GREAT FALLS,4
2457,CA,RANCHO CORDOVA,4
2458,CA,SALINAS,4
2459,FL,SARASOTA,4
2460,DE,SEAFORD,4
2463,TX,FRISCO,4
2469,WA,LONGVIEW,4
2471,OH,DUBLIN,4
2472,NC,WINSTON SALEM,4
2474,WV,KEYSER,4
2475,GA,CONYERS,4
2476,WA,COLLEGE PLACE,4
2477,OR,ROSEBURG,4
2479,CA,SAN DIEGO,4
2480,PA,HONESDALE,4
2481,PA,COAL TOWNSHIP,4
2482,AZ,MESA,4
2483,NV,LAS VEGAS,4
2484,FL,CLEWISTON,4
2490,KS,ROELAND PARK,4
2492,OR,PENDLETON,4
2493,MI,GRAND RAPIDS,4
2494,CA,OCEANSIDE,4
2495,CA,WESTMINSTER,4
2496,NC,BOONE,4
2497,NJ,PHILLIPSBURG,4
2502,PA,LATROBE,4
2503,NJ,HACKETTSTOWN,4
2504,NY,KINGSTON,4
2505,TX,MISSOURI CITY,4
2506,OH,RAVENNA,4
2507,CA,SANTA MARIA,4
2508,ID,BOISE,4
2509,WI,CHILTON,4
2510,WI,MINOCQUA,4
2511,UT,AMERICAN FORK,4
2512,AZ,PHOENIX,4
2513,GA,DAHLONEGA,4
2514,MD,POCOMOKE CITY,4
2515,AZ,PHOENIX,4
2516,WA,RENTON,4
2517,CA,SANTA ANA,4
2518,NJ,HAMILTON,4
2519,PA,SHREWSBURY,4
2520,VA,FREDERICKSBURG,4
2522,MI,ESCANABA,4
2523,CA,BREA,4
2527,CA,SAN CLEMENTE,4
2528,PA,MILL HALL,4
2529,VA,VIRGINIA BEACH,4
2531,NY,MOHEGAN LAKE,4
2532,WI,BELOIT,4
2533,FL,GULF BREEZE,4
2534,AL,DOTHAN,4
2535,PA,SAINT CLAIR,4
2536,CA,TULARE,4
2537,CA,REDDING,4
2538,OR,EUGENE,4
2539,WA,SPOKANE VALLEY,4
2540,PA,CLARION,4
2541,OH,ALLIANCE,4
2542,OH,OTTAWA,4
2543,PA,PITTSTON,4
2544,IN,PORTAGE,4
2545,WI,MARINETTE,4
2546,CA,ORANGE,4
2547,NY,MONTICELLO,4
2548,KY,SOUTH WILLIAMSON,4
2549,WA,SPOKANE,4
2550,WA,VANCOUVER,4
2551,MD,MOUNT AIRY,4
2552,OR,PORTLAND,4
2553,CA,WINDSOR,4
2554,AZ,AVONDALE,4
2555,DE,NEW CASTLE,4
2556,CA,ARROYO GRANDE,4
2557,CA,BAKERSFIELD,4
2558,MI,STERLING HEIGHTS,4
2559,MI,STERLING HEIGHTS,4
2560,MD,BERLIN,4
2561,PA,ERIE,4
2563,IN,PAOLI,4
2565,VA,MADISON HEIGHTS,4
2566,WV,CHARLES TOWN,4
2567,MI,GRANDVILLE,4
2571,WA,FEDERAL WAY,4
2572,OH,WAVERLY,4
2574,PA,CARLISLE,4
2575,AR,CONWAY,4
2576,WV,CROSS LANES,4
2577,MD,COCKEYSVILLE,4
2580,NC,CLINTON,4
2581,NY,CAMILLUS,4
2584,GA,TUCKER,4
2585,CT,STRATFORD,4
2586,NY,CHEEKTOWAGA,4
2587,AR,CABOT,4
2588,PA,NORTH VERSAILLES,4
2591,FL,PEMBROKE PINES,4
2592,NV,NORTH LAS VEGAS,4
2593,NV,LAS VEGAS,4
2594,WA,LYNNWOOD,4
2595,WA,MARYSVILLE,4
2596,WA,MOUNT VERNON,4
2597,PA,CRANBERRY,4
2598,CA,SACRAMENTO,4
2599,TX,SAN ANTONIO,4
2600,MO,CHESTERFIELD,4
2603,PA,GIBSONIA,4
2604,NJ,NEWTON,4
2605,OH,GALLIPOLIS,4
2607,MT,POLSON,4
2609,CA,LAKEWOOD,4
2610,WV,LOGAN,4
2611,PA,MOUNT PLEASANT,4
2612,TX,EL PASO,4
2614,PA,TEMPLE,4
2615,GA,VALDOSTA,4
2616,MO,O FALLON,4
2618,MI,COMMERCE,4
2619,MI,MIDLAND,4
2626,FL,LIVE OAK,4
2627,FL,TAMPA,4
2628,KY,LEXINGTON,4
2629,MA,WHITINSVILLE,4
2630,GA,JESUP,4
2631,MI,LIVONIA,4
2634,NH,GORHAM,4
2636,CA,HUNTINGTON BEACH,4
2638,KY,ASHLAND,4
2639,NH,GILFORD,4
2640,MA,SALEM,4
2641,PA,ALLENTOWN,4
2642,MN,APPLE VALLEY,4
2643,MN,WOODBURY,4
2644,MI,SAGINAW,4
2646,VA,PEARISBURG,4
2647,VA,WOODSTOCK,4
2648,CA,SAN LEANDRO,4
2649,TX,IRVING,4
2650,PA,PHILADELPHIA,4
2651,NJ,MANVILLE,4
2653,NM,PORTALES,4
2654,KY,TOMPKINSVILLE,4
2656,NM,ESPANOLA,4
2658,WI,WEST BEND,4
2659,ME,FALMOUTH,4
2660,MA,NORTH READING,4
2662,VA,COVINGTON,4
2665,LA,SLIDELL,4
2666,OH,COLUMBUS,4
2667,TX,DALLAS,4
2668,WI,STURTEVANT,4
2671,AZ,CHANDLER,4
2678,IN,MISHAWAKA,4
2679,IN,ELKHART,4
2680,IN,SOUTH BEND,4
2681,NH,LITTLETON,4
2682,VT,BERLIN,4
2683,MA,HADLEY,4
2684,WV,NEW MARTINSVILLE,4
2687,SC,GREER,4
2688,TX,TYLER,4
2690,AL,MADISON,4
2691,IN,NEW ALBANY,4
2692,MI,CHESTERFIELD,4
2693,MI,FENTON,4
2694,MO,KIRKWOOD,4
2695,FL,CLERMONT,4
2696,WV,MOOREFIELD,4
2697,CA,ANTIOCH,4
2702,MO,NIXA,4
2703,SC,FLORENCE,4
2704,NC,RANDLEMAN,4
2705,VA,FRANKLIN,4
2706,LA,HARVEY,4
2708,CA,TEMECULA,4
2712,SC,MYRTLE BEACH,4
2713,AL,BIRMINGHAM,4
2714,IA,SPENCER,4
2715,MS,DIBERVILLE,4
2716,IA,CEDAR RAPIDS,4
2717,MS,HATTIESBURG,4
2718,TX,HOUSTON,4
2719,CT,BRISTOL,4
2720,MS,MADISON,4
2723,AL,SUMITON,4
2724,TX,PASADENA,4
2725,OH,LEWIS CENTER,4
2726,OH,REYNOLDSBURG,4
2727,FL,FLORIDA CITY,4
2728,IL,DECATUR,4
2729,CO,FORT COLLINS,4
2732,GA,VILLA RICA,4
2733,GA,PERRY,4
2734,OK,NORMAN,4
2735,CA,SACRAMENTO,4
2739,AL,BAY MINETTE,4
2740,FL,TAMPA,4
2743,AR,Sherwood,4
2747,RI,WARWICK,4
2748,AL,GULF SHORES,4
2751,CO,ENGLEWOOD,4
2752,CO,COMMERCE CITY,4
2753,GA,CLAYTON,4
2754,GA,WAYNESBORO,4
2755,MS,FLOWOOD,4
2756,MD,FREDERICK,4
2757,TN,MURFREESBORO,4
2758,NH,PLYMOUTH,4
2761,VA,POUNDING MILL,4
2762,VA,FAIRLAWN,4
2763,TX,DONNA,4
2764,IA,ALTOONA,4
2766,AZ,SCOTTSDALE,4
2767,AZ,MESA,4
2768,AZ,MESA,4
2769,TX,SAN ANTONIO,4
2772,NC,SOUTHPORT,4
2774,OH,DUBLIN,4
2777,AZ,SURPRISE,4
2778,AZ,COOLIDGE,4
2780,ID,CALDWELL,4
2781,ID,NAMPA,4
2783,KY,LEXINGTON,4
2784,NE,BEATRICE,4
2785,NY,VICTOR,4
2786,IN,AVON,4
2787,IN,INDIANAPOLIS,4
2788,IN,BROWNSBURG,4
2789,FL,BOYNTON BEACH,4
2790,MD,HAGERSTOWN,4
2791,DE,GEORGETOWN,4
2793,NC,KERNERSVILLE,4
2794,UT,EPHRAIM,4
2795,VA,ASHLAND,4
2796,FL,OLDSMAR,4
2799,MD,CLINTON,4
2803,OK,EDMOND,4
2804,OK,OKLAHOMA CITY,4
2806,SC,BOILING SPRINGS,4
2807,VA,HARRISONBURG,4
2808,VA,MIDLOTHIAN,4
2811,GA,ATHENS,4
2812,MN,ROCHESTER,4
2813,WI,MARSHFIELD,4
2814,FL,HIALEAH,4
2815,IL,ROLLING MEADOWS,4
2816,IL,NILES,4
2817,IL,LANSING,4
2818,IN,HAMMOND,4
2820,MN,WORTHINGTON,4
2821,VA,RICHMOND,4
2822,LA,WALKER,4
2825,NJ,OLD BRIDGE,4
2827,IA,CORALVILLE,4
2828,WI,MILWAUKEE,4
2830,PA,EDDYSTONE,4
2832,SC,HARDEEVILLE,4
2833,WV,GRAFTON,4
2834,TX,FORT WORTH,4
2836,NC,FUQUAY VARINA,4
2838,NV,HENDERSON,4
2841,NJ,LUMBERTON,4
2842,CA,CORONA,4
2843,FL,SUMMERFIELD,4
2844,NY,CLIFTON PARK,4
2845,NC,SILER CITY,4
2846,MS,OLIVE BRANCH,4
2847,NE,BELLEVUE,4
2850,MD,HAMPSTEAD,4
2852,WV,MOUNDSVILLE,4
2853,MD,LA PLATA,4
2855,KS,SHAWNEE,4
2856,MO,OAK GROVE,4
2857,MO,KANSAS CITY,4
2859,NY,ROCHESTER,4
2860,GA,POOLER,4
2861,ID,GARDEN CITY,4
2862,ID,MERIDIAN,4
2864,TX,SAN ANTONIO,4
2865,WA,SPOKANE,4
2866,MI,OKEMOS,4
2867,MI,LANSING,4
2869,MI,LANSING,4
2871,NJ,CINNAMINSON,4
2872,MI,VAN BUREN TWP,4
2873,MI,TROY,4
2874,NY,GLENVILLE,4
2881,FL,KISSIMMEE,4
2882,MN,MAPLE GROVE,4
2883,TX,PLANO,4
2884,NV,LAS VEGAS,4
2885,RI,NEWPORT,4
2886,CA,PICO RIVERA,4
2888,PA,PALMYRA,4
2890,GA,MACON,4
2891,TX,ODESSA,4
2892,CO,PARKER,4
2893,KS,INDEPENDENCE,4
2894,MD,OAKLAND,4
2897,CT,SOUTHINGTON,4
2900,CT,ROCKY HILL,4
2902,MA,FRAMINGHAM,4
2903,MA,CHELMSFORD,4
2904,MA,BROCKTON,4
2912,MI,TAYLOR,4
2913,LA,BOUTTE,4
2914,OH,MASSILLON,4
2915,NY,EAST SETAUKET,4
2917,NY,ISLANDIA,4
2920,FL,ORANGE PARK,4
2921,UT,HARRISVILLE,4
2922,AZ,TUCSON,4
2923,MT,BILLINGS,4
2924,NM,ALBUQUERQUE,4
2925,CA,NAPA,4
2926,TX,PLANO,4
2927,OR,WOOD VILLAGE,4
2928,SC,GOOSE CREEK,4
2929,NC,HOPE MILLS,4
2931,MD,SALISBURY,4
2932,TN,KNOXVILLE,4
2933,WV,PRINCETON,4
2935,IA,KNOXVILLE,4
2936,WI,MILWAUKEE,4
2938,LA,LAFAYETTE,4
2939,MS,RICHLAND,4
2941,GA,ALPHARETTA,4
2946,FL,FORT LAUDERDALE,4
2947,WA,VANCOUVER,4
2948,CA,SANTA FE SPRINGS,4
2950,CA,PALMDALE,4
2951,CA,LANCASTER,4
2952,CA,MURRIETA,4
2953,MA,SWANSEA,4
2955,MO,KANSAS CITY,4
2956,IL,SHOREWOOD,4
2957,MN,DETROIT LAKES,4
2958,WI,APPLETON,4
2959,MI,ROSEVILLE,4
2962,FL,POMPANO BEACH,4
2963,FL,CORAL SPRINGS,4
2964,MA,LEOMINSTER,4
2965,CT,NEWINGTON,4
2966,OH,WADSWORTH,4
2967,KY,FT WRIGHT,4
2973,TX,MURPHY,4
2978,TX,FORT WORTH,4
2980,TX,FORT WORTH,4
2985,CA,FRESNO,4
2986,WI,NEENAH,4
2987,FL,DAVIE,4
2988,GA,LA FAYETTE,4
2989,CA,FREMONT,4
2990,SD,MITCHELL,4
2991,TX,CEDAR PARK,4
2992,NY,PAINTED POST,4
2993,TX,SUGAR LAND,4
2994,MO,SAINT JOSEPH,4
2996,TX,DALLAS,4
2998,CA,Loma Linda,4
3004,IL,CICERO,4
3008,GA,ATLANTA,4
3011,FL,Boynton Beach,4
3013,FL,Pinellas Park,4
3014,TX,DALLAS,4
3017,TN,SPRING HILL,4
3018,CO,FOUNTAIN,4
3019,CO,Thornton,4
3022,CA,Stockton,4
3023,CA,San Jose,4
3035,DC,WASHINGTON,4
3043,TX,Fort Worth,4
3044,TX,FORT WORTH,4
3046,CA,Modesto,4
3053,WA,EVERETT,4
3055,OK,CATOOSA,4
3056,TX,SPRING BRANCH,4
3058,TX,SAN ANTONIO,4
3059,MS,CANTON,4
3060,MS,YAZOO CITY,4
3061,MO,SHREWSBURY,4
3066,FL,Sarasota,4
3067,GA,NORCROSS,4
3071,GA,Tucker,4
3072,GA,Snellville,4
3074,GA,Lawrenceville,4
3075,FL,PANAMA CITY,4
3081,CA,SACRAMENTO,4
3082,CO,Colorado Springs,4
3083,CO,Colorado Springs,4
3087,CA,OXNARD,4
3088,MN,ST CLOUD,4
3090,CA,Rocklin,4
3093,ID,MERIDIAN,4
3094,ID,Boise,4
3098,WA,Bellevue,4
3101,CA,Anaheim,4
3103,KS,GODDARD,4
3106,TX,SAN ANTONIO,4
3107,TX,SAN ANTONIO,4
3110,IL,Chicago,4
3112,TX,SAN ANTONIO,4
3114,MA,SAUGUS,4
3118,GA,DECATUR,4
3119,FL,PANAMA CITY BEACH,4
3123,CA,Santa Clara,4
3126,CO,Centennial,4
3127,CO,Denver,4
3128,CO,Denver,4
3132,CA,Pomona,4
3135,TX,Fort Worth,4
3136,TX,HORIZON CITY,4
3137,TN,FAIRVIEW,4
3138,CA,Bakersfield,4
3140,CA,Bakersfield,4
3141,CA,Bakersfield,4
3143,AZ,Tucson,4
3145,WA,Vancouver,4
3149,HI,HONOLULU,4
3150,IA,COUNCIL BLUFFS,4
3151,NE,OMAHA,4
3161,FL,Pasadena,4
3162,FL,Orlando,4
3163,FL,HOLLYWOOD,4
3164,AR,Bentonville,4
3167,LA,NEW ORLEANS,4
3169,TX,MANOR,4
3170,TX,ELGIN,4
3172,NE,Omaha,4
3177,CO,FORT COLLINS,4
3178,OR,Gresham,4
3179,CA,Thousand Oaks,4
3180,CA,SOUTH GATE,4
3182,NC,CHAPEL HILL,4
3188,GA,STONE MOUNTAIN,4
3191,SC,PICKENS,4
3192,SC,GREENVILLE,4
3197,FL,TAMPA,4
3198,TX,Carrollton,4
3201,GA,MCDONOUGH,4
3205,GA,LITHIA SPRINGS,4
3206,OH,LIMA,4
3207,FL,SANFORD,4
3208,UT,SPRINGVILLE,4
3209,MN,ELK RIVER,4
3210,IL,SPRINGFIELD,4
3212,NJ,EGG HBR TWP,4
3213,TX,THE WOODLANDS,4
3214,VA,SUFFOLK,4
3215,WV,MORGANTOWN,4
3216,VA,VIRGINIA BEACH,4
3218,WA,SPANAWAY,4
3219,VA,WILLIAMSBURG,4
3220,UT,ST GEORGE,4
3221,NY,WATKINS GLEN,4
3222,SC,CENTRAL,4
3224,TX,GARLAND,4
3225,TX,ROWLETT,4
3226,TX,KATY,4
3227,CO,MONUMENT,4
3228,PA,DELMONT,4
3230,AR,BRYANT,4
3231,AR,GREENWOOD,4
3232,UT,WEST JORDAN,4
3234,TN,ROGERSVILLE,4
3235,FL,NORTH MIAMI BEACH,4
3236,NJ,FREEHOLD,4
3237,SD,SIOUX FALLS,4
3239,OR,SPRINGFIELD,4
3241,AZ,GLENDALE,4
3243,VA,ROANOKE,4
3247,WI,DELAVAN,4
3248,CA,LA HABRA,4
3250,OH,AURORA,4
3251,OH,WASHINGTON COURT HOUSE,4
3252,PA,BOOTHWYN,4
3253,PA,EDINBORO,4
3254,NV,RENO,4
3255,IL,SAVOY,4
3258,OR,EUGENE,4
3259,MT,MISSOULA,4
3260,WA,EPHRATA,4
3261,WA,RICHLAND,4
3262,OH,CAMBRIDGE,4
3265,VA,YORKTOWN,4
3266,NJ,EAST WINDSOR,4
3267,NE,OMAHA,4
3268,WI,ANTIGO,4
3271,AL,CALERA,4
3273,KS,OVERLAND PARK,4
3274,TX,NORTH RICHLAND HILLS,4
3276,CA,SAN BERNARDINO,4
3277,NV,RENO,4
3278,NE,LINCOLN,4
3279,TX,SAN ANTONIO,4
3280,NY,ROCHESTER,4
3282,OH,LOGAN,4
3283,KS,WICHITA,4
3284,TX,ARLINGTON,4
3285,TX,CEDAR HILL,4
3286,TX,HICKORY CREEK,4
3288,LA,BATON ROUGE,4
3289,NC,WEST JEFFERSON,4
3291,NJ,FLANDERS,4
3294,KY,LOUISVILLE,4
3295,OK,BROKEN ARROW,4
3296,TX,HOUSTON,4
3297,TX,HOUSTON,4
3298,TX,KEMAH,4
3300,OH,WAPAKONETA,4
3301,RI,PROVIDENCE,4
3302,TX,HOUSTON,4
3303,VA,GRUNDY,4
3304,NC,REIDSVILLE,4
3305,NC,MAYODAN,4
3308,FL,MIDDLEBURG,4
3309,FL,JACKSONVILLE,4
3310,FL,DELTONA,4
3311,FL,MIAMI GARDENS,4
3313,CO,CENTENNIAL,4
3319,TX,HARKER HEIGHTS,4
3320,TX,PALMHURST,4
3322,WI,PEWAUKEE,4
3328,MI,GREENVILLE,4
3329,NY,POTSDAM,4
3331,AR,PINE BLUFF,4
3332,NY,FULTON,4
3334,NY,MALONE,4
3336,MI,WOODHAVEN,4
3337,NJ,RIO GRANDE,4
3339,NJ,VINELAND,4
3342,OH,AMELIA,4
3344,VA,WINCHESTER,4
3347,FL,WINTER HAVEN,4
3348,FL,LAKE PARK,4
3349,FL,PORT CHARLOTTE,4
3350,NV,LAS VEGAS,4
3351,NV,LAS VEGAS,4
3352,CA,STOCKTON,4
3360,AZ,CHANDLER,4
3362,KY,OAK GROVE,4
3364,MN,SAINT PAUL,4
3366,UT,CENTERVILLE,4
3367,SC,NORTH CHARLESTON,4
3370,FL,PALMETTO,4
3371,NC,CHARLOTTE,4
3372,FL,LARGO,4
3379,AZ,ORO VALLEY,4
3380,WA,PASCO,4
3381,TX,SWEETWATER,4
3382,CO,PUEBLO WEST,4
3383,TX,AMARILLO,4
3384,TX,HEREFORD,4
3386,AL,SPRINGVILLE,4
3387,FL,NORTH PORT,4
3388,GA,LAWRENCEVILLE,4
3389,GA,SNELLVILLE,4
3390,TX,WOODLANDS,4
3391,TX,SCHERTZ,4
3395,NE,GRAND ISLAND,4
3397,FL,MIAMI GARDENS,4
3400,IL,OSWEGO,4
3401,GA,COLLEGE PARK,4
3402,GA,STOCKBRIDGE,4
3404,MN,ROSEVILLE,4
3406,TX,DALLAS,4
3407,AZ,BUCKEYE,4
3409,MA,LEICESTER,4
3412,PA,ELIZABETHVILLE,4
3417,FL,NAPLES,4
3418,FL,WESLEY CHAPEL,4
3422,NJ,DEPTFORD,4
3423,NM,SANTA FE,4
3425,TX,HOUSTON,4
3430,OK,OKLAHOMA CITY,4
3432,TX,DESOTO,4
3434,IL,WOODSTOCK,4
3435,IN,GREENWOOD,4
3436,IN,SOUTH BEND,4
3439,FL,NAVARRE,4
3443,NJ,RIVERDALE,4
3445,OH,HOLLAND,4
3447,OH,WHITEHALL,4
3453,MI,WYOMING,4
3454,UT,PERRY,4
3455,CA,RICHMOND,4
3458,MI,WHITEHALL,4
3459,IL,BLOOMINGTON,4
3460,IL,PEORIA,4
3461,GA,PEACHTREE CITY,4
3462,GA,SUWANEE,4
3463,FL,BRANDON,4
3464,CA,CHINO,4
3465,AZ,GLENDALE,4
3469,NJ,LINDEN,4
3471,GA,KENNESAW,4
3472,ID,POST FALLS,4
3473,NV,LAS VEGAS,4
3474,FL,BRADENTON,4
3475,PA,NORRISTOWN,4
3476,MI,CANTON,4
3477,CA,LONG BEACH,4
3478,HI,HONOLULU,4
3480,VA,LEBANON,4
3481,MD,BALTIMORE,4
3482,TX,PLANO,4
3483,LA,HOUMA,4
3484,FL,PENSACOLA,4
3486,OH,ATHENS,4
3488,WI,BURLINGTON,4
3489,MD,BALTIMORE,4
3490,MD,HANOVER,4
3492,KS,WICHITA,4
3493,CA,MARTINEZ,4
3494,CA,SAN MARCOS,4
3495,TN,CLARKSVILLE,4
3497,WI,PLYMOUTH,4
3498,MN,BLAINE,4
3499,WI,JEFFERSON,4
3500,TX,HOUSTON,4
3502,OH,HAMILTON,4
3503,NC,THOMASVILLE,4
3505,WI,WISCONSIN DELLS,4
3510,TX,PEARLAND,4
3513,MN,SHAKOPEE,4
3514,PA,BRADFORD,4
3515,OH,HILLSBORO,4
3516,CA,CHULA VISTA,4
3518,TX,LAREDO,4
3522,CA,BALDWIN PARK,4
3523,CA,SANTA CLARITA,4
3524,CA,EL CAJON,4
3525,WA,PUYALLUP,4
3526,FL,BROOKSVILLE,4
3528,MS,WIGGINS,4
3529,IN,INDIANAPOLIS,4
3531,WA,LACEY,4
3533,CO,DENVER,4
3535,NH,EPPING,4
3537,WA,LAKEWOOD,4
3538,FL,MELBOURNE,4
3541,PA,KENNETT SQUARE,4
3543,CT,DANBURY,4
3544,CT,GUILFORD,4
3547,CT,NORWALK,4
3548,CT,WATERBURY,4
3560,MA,FALL RIVER,4
3563,PA,BETHLEHEM,4
3564,PA,WILLOW GROVE,4
3566,CO,DENVER,4
3567,TX,HIDALGO,4
3568,UT,WEST VALLEY CITY,4
3569,TX,AUSTIN,4
3570,GA,EVANS,4
3571,OH,MIDDLETOWN,4
3572,TX,PEARLAND,4
3573,VA,MANASSAS,4
3580,OH,NEWARK,4
3581,OH,ZANESVILLE,4
3582,CO,COLORADO SPRINGS,4
3583,NY,GLENMONT,4
3584,TX,HOUSTON,4
3585,TX,SPRING,4
3587,CA,ROCKLIN,4
3588,VA,DUMFRIES,4
3589,UT,SALT LAKE CITY,4
3590,IA,SIOUX CITY,4
3591,TX,MONTGOMERY,4
3595,NC,FAYETTEVILLE,4
3596,NM,LOS LUNAS,4
3597,IL,BELVIDERE,4
3598,NJ,CEDAR KNOLLS,4
3601,IL,CRESTWOOD,4
3602,IL,SPRINGFIELD,4
3608,OH,MADISON,4
3609,GA,ELLENWOOD,4
3611,GA,MARIETTA,4
3612,NC,BURLINGTON,4
3616,LA,AMITE,4
3620,UT,RIVERTON,4
3621,GA,CHAMBLEE,4
3623,TX,LAREDO,4
3625,FL,LAUDERDALE LAKES,4
3626,NC,WINSTON SALEM,4
3627,GA,OAKWOOD,4
3630,IA,MARION,4
3631,TX,CROWLEY,4
3632,MI,SANDUSKY,4
3633,PA,WAYNESBORO,4
3638,SC,Florence,4
3639,VA,DULLES,4
3640,TX,HOUSTON,4
3641,OH,SPRINGFIELD,4
3645,TX,MIDLAND,4
3646,SC,Goose Creek,4
3648,ND,BISMARCK,4
3650,CA,VENTURA,4
3652,CA,WEST SACRAMENTO,4
3653,TX,Burleson,4
3655,NV,Las Vegas,4
3658,NC,GREENSBORO,4
3659,TN,CHATTANOOGA,4
3660,TN,CHATTANOOGA,4
3661,TX,El Paso,4
3700,NC,INDIAN TRAIL,4
3701,NC,MOUNT OLIVE,4
3702,FL,JACKSONVILLE,4
3708,CA,SUISUN CITY,4
3709,GA,ATLANTA,4
3710,GA,DECATUR,4
3712,CA,CITRUS HEIGHTS,4
3717,TN,NASHVILLE,4
3720,MD,ARBUTUS,4
3725,IL,NILES,4
3726,MI,GRAND BLANC,4
3728,NV,NORTH LAS VEGAS,4
3729,NV,SPARKS,4
3730,AZ,PRESCOTT VALLEY,4
3731,NM,BERNALILLO,4
3732,NM,RIO RANCHO,4
3734,SD,VERMILLION,4
3739,ID,NAMPA,4
3741,GA,ATLANTA,4
3742,WA,WOODLAND,4
3747,IN,MUNCIE,4
3748,GA,ACWORTH,4
3749,OH,CINCINNATI,4
3750,GA,WARNER ROBINS,4
3751,AZ,SAN TAN VALLEY,4
3754,WA,CHELAN,4
3758,MN,CROOKSTON,4
3760,MN,NEW ULM,4
3762,IA,WEST DES MOINES,4
3763,TX,EL PASO,4
3765,OH,PIQUA,4
3768,VA,ALTAVISTA,4
3771,AZ,PHOENIX,4
3773,TX,FORT WORTH,4
3774,NJ,WILLIAMSTOWN,4
3775,GA,ATLANTA,4
3777,TX,FRISCO,4
3778,WY,CASPER,4
3781,IN,INDIANAPOLIS,4
3782,FL,ORLANDO,4
3783,OH,DAYTON,4
3785,FL,PENSACOLA,4
3786,GA,BUFORD,4
3789,UT,OGDEN,4
3790,IL,LOCKPORT,4
3792,OH,LANCASTER,4
3794,WA,FEDERAL WAY,4
3796,CA,ONTARIO,4
3799,AZ,MESA,4
3801,WA,MARYSVILLE,4
3802,DE,MIDDLETOWN,4
3803,CT,WEST HAVEN,4
3804,MD,RANDALLSTOWN,4
3805,CO,WOODLAND PARK,4
3807,AZ,BENSON,4
3810,PA,EAST GREENVILLE,4
3812,OH,COLUMBUS,4
3823,NE,LINCOLN,4
3824,CO,WESTMINSTER,4
3825,NC,HAVELOCK,4
3827,TX,RICHMOND,4
3828,TX,LONGVIEW,4
3829,TN,JOHNSON CITY,4
3830,NJ,LITTLE EGG HARBOR,4
3831,VA,PORTSMOUTH,4
