Store no.,Returns volume number,Returns volume,Avg units Per day ,DotCom Units Per Day ,Marketplace Total  ,Marketplace Per Day,NPS ,Wait Time 
3359,1812,Medium,24,4,40,1,100,2.00
3504,1791,Medium,24,6,138,2,25,4.20
4148,2098,Medium,28,1,30,0,-33,18.75
4432,1558,Low,21,3,89,1,100,2.83
4848,2811,High,37,6,12,0,100,3.00
6962,2034,Medium,27,5,113,1,100,3.00
7004,1304,Low,17,4,67,1,100,13.00
7062,2160,Medium,28,6,11,0,20,4.75
7146,1344,Low,18,5,143,2,50,3.33
7180,3154,High,42,9,244,3,40,10.36
7296,1284,Low,17,3,63,1,33,4.60
7304,1250,Low,16,3,35,0,100,3.00
7315,1785,Medium,23,3,88,1,100,2.10
2414,1942,Medium,26,8,100,1,-71,19.14
3411,1320,Low,17,3,62,1,100,3.80
3456,1573,Low,21,2,51,1,100,3.50
3600,1270,Low,17,3,20,0,100,3.50
4147,3526,High,46,14,7,0,75,4.00
4157,4419,High,58,17,530,7,44,13.75
4545,1411,Low,19,2,50,1,100,2.92
5829,1594,Low,21,2,117,2,60,6.75
7222,1263,Low,17,4,30,0,25,10.00
7235,1883,Medium,25,3,13,0,0,0.00
7334,1311,Low,17,4,49,1,33,3.33
7337,1693,Low,22,3,87,1,67,5.17
7340,1562,Low,21,3,91,1,50,6.00
3156,1733,Medium,23,4,130,2,0,12.00
3157,1368,Low,18,2,66,1,100,5.75
3299,2156,Medium,28,9,122,2,75,12.40
3330,1845,Medium,24,4,0,0,0,0.00
3880,2823,High,37,7,159,2,33,14.57
4184,8381,High,110,35,978,13,55,7.27
4220,1175,Low,15,2,19,0,50,2.17
4388,1289,Low,17,1,0,0,0,0.00
5754,2488,High,33,5,9,0,57,10.50
5755,1613,Low,21,2,29,0,-100,60.00
6226,1894,Medium,25,7,106,1,63,7.25
6798,1109,Low,15,2,44,1,100,4.33
6936,2415,High,32,6,99,1,33,15.00
7174,1840,Medium,24,3,90,1,100,6.50
7177,1981,Medium,26,9,205,3,67,6.56
4431,1789,Medium,24,6,68,1,60,12.36
5013,3425,High,45,12,271,4,50,10.09
5014,1522,Low,20,2,22,0,100,2.00
5393,1616,Low,21,2,18,0,0,6.00
6176,2179,Medium,29,8,103,1,60,16.00
6233,1659,Low,22,5,100,1,0,8.00
6243,3669,High,48,14,225,3,65,6.53
6263,1968,Medium,26,2,97,1,50,2.67
6264,2261,Medium,30,5,116,2,-20,12.83
6586,1502,Low,20,4,22,0,0,32.50
6814,2493,High,33,11,356,5,50,6.06
6828,2032,Medium,27,6,72,1,50,9.17
7205,1546,Low,20,2,61,1,17,8.33
7206,1256,Low,17,6,89,1,-67,4.20
377,1980,Medium,26,4,137,2,100,3.67
2870,1345,Low,18,2,20,0,100,0.00
2887,975,Low,13,2,19,0,0,0.00
3442,2009,Medium,26,6,124,2,50,5.33
3638,1476,Low,19,1,6,0,50,10.25
5367,1071,Low,14,1,1,0,0,0.00
5383,1843,Medium,24,3,98,1,-50,9.00
5923,2045,Medium,27,5,83,1,78,8.72
7098,1051,Low,14,2,66,1,50,4.20
7137,1240,Low,16,3,77,1,33,7.33
7162,1756,Medium,23,10,284,4,78,4.60
7209,1302,Low,17,1,40,1,100,0.00
7218,1691,Low,22,3,44,1,-33,6.50
7329,820,Low,11,2,41,1,0,0.00
840,1232,Low,16,1,16,0,100,8.36
920,2416,High,32,3,9,0,0,15.00
2773,1407,Low,19,2,38,1,67,27.67
2801,2160,Medium,28,5,90,1,100,3.50
2858,2019,Medium,27,3,88,1,100,6.38
4421,1975,Medium,26,6,97,1,-20,10.83
4426,1364,Low,18,1,20,0,50,15.00
4517,1828,Medium,24,2,9,0,33,32.50
4527,1146,Low,15,3,131,2,60,6.00
5198,1745,Medium,23,3,27,0,67,7.33
5903,1163,Low,15,2,42,1,0,0.00
5907,1813,Medium,24,2,60,1,100,9.13
6732,1425,Low,19,3,3,0,0,0.00
3069,2629,High,35,8,155,2,70,6.50
3070,2229,Medium,29,6,33,0,100,5.33
3071,1311,Low,17,2,27,0,0,0.00
3072,1563,Low,21,3,49,1,100,2.00
3074,1735,Medium,23,3,26,0,100,5.00
3619,1552,Low,20,5,68,1,25,11.88
3635,1584,Low,21,4,272,4,100,5.70
4528,1467,Low,19,3,59,1,50,1.50
4692,1827,Medium,24,5,128,2,67,4.25
5143,1703,Medium,22,7,117,2,60,4.08
5188,1684,Low,22,4,92,1,40,3.25
5267,1205,Low,16,3,3,0,80,6.83
5815,1549,Low,20,2,70,1,100,0.50
7601,0,Low,0,0,0,0,0,0.00
2488,1562,Low,21,2,65,1,100,6.63
3185,1033,Low,14,1,12,0,0,15.00
4188,1258,Low,17,3,60,1,0,0.00
4469,1204,Low,16,3,26,0,0,0.00
4589,1131,Low,15,2,35,0,-100,60.00
4591,1387,Low,18,3,8,0,75,6.67
5059,1944,Medium,26,4,126,2,100,4.56
5107,1390,Low,18,2,23,0,0,0.00
5119,1754,Medium,23,3,34,0,100,5.50
5148,1962,Medium,26,7,116,2,33,6.50
5182,2026,Medium,27,5,119,2,50,7.90
5716,1654,Low,22,5,117,2,33,6.00
5925,1331,Low,18,1,9,0,0,0.00
7342,2022,Medium,27,8,119,2,25,5.67
2249,25008,Medium,329,20,597,8,44,5.99
2469,15639,Low,206,14,390,5,68,6.93
3218,18093,Medium,238,14,390,5,69,7.25
3531,25232,Medium,332,29,685,9,62,10.31
3537,24188,Medium,318,24,945,12,49,12.95
3705,15416,Low,203,13,285,4,26,5.42
3850,22736,Medium,299,24,684,9,53,4.67
4137,24763,Medium,326,26,112,1,24,9.57
5853,12828,Low,169,12,252,3,61,5.02
2070,17327,Low,228,12,175,2,60,12.94
2071,17285,Low,227,13,284,4,45,9.76
2074,20635,Medium,272,19,263,3,38,11.90
2188,9709,Low,128,7,108,1,60,3.39
2710,5553,Low,73,2,6,0,0,0.00
2711,5963,Low,78,2,5,0,80,2.17
2722,18537,Medium,244,15,166,2,33,6.35
4359,22136,Medium,291,10,192,3,59,8.12
4474,13292,Low,175,11,117,2,93,5.50
2319,17046,Medium,224,17,312,4,53,8.02
2450,28569,High,376,34,980,13,43,8.10
2594,34237,High,450,53,1587,21,44,11.46
2595,16882,Low,222,17,492,6,32,13.80
2596,25484,Medium,335,22,601,8,52,8.92
3053,17111,Low,225,19,636,8,40,12.13
3757,20815,Medium,274,22,398,5,56,8.91
3801,20472,Medium,269,24,500,7,49,5.90
5628,18831,Medium,248,21,481,6,57,10.06
2037,15726,Low,207,14,354,5,58,8.77
2121,16931,Low,223,14,317,4,58,7.11
2196,13178,Low,173,9,199,3,75,8.06
2317,19742,Medium,260,16,389,5,37,24.33
2325,26514,High,349,28,654,9,46,9.34
5272,24823,Medium,327,24,478,6,49,8.17
5273,16899,Low,222,9,325,4,61,7.29
5861,10562,Low,139,9,263,3,70,7.32
1947,13632,Low,179,13,208,3,68,4.21
2007,24946,Medium,328,25,453,6,41,8.26
2016,14729,Low,194,16,312,4,71,5.28
2187,18345,Medium,241,20,486,6,41,6.55
2269,23478,Medium,309,22,378,5,67,7.57
3217,8896,Low,117,9,87,1,40,6.88
3260,12105,Low,159,12,157,2,39,10.12
3754,10152,Low,134,5,147,2,100,3.67
5078,27452,High,361,38,706,9,51,8.66
2485,21412,Medium,282,20,377,5,51,5.11
2539,31765,High,418,38,899,12,45,7.88
2549,35268,High,464,37,936,12,56,8.55
2865,26101,Medium,343,22,583,8,59,5.92
3472,26359,High,347,31,620,8,49,7.40
3511,35193,High,463,41,930,12,66,5.72
4249,5871,Low,77,3,74,1,71,8.80
4394,21672,Medium,285,16,362,5,21,8.10
4395,13509,Low,178,12,293,4,93,5.71
5883,24270,Medium,319,23,546,7,62,10.88
1817,18399,Medium,242,15,280,4,57,7.94
1870,13986,Low,184,15,218,3,75,4.13
1889,13050,Low,172,11,250,3,45,11.38
2006,24214,Medium,319,20,533,7,75,7.19
2101,32677,High,430,29,698,9,65,5.61
2241,19369,Medium,255,13,300,4,23,7.44
2476,25392,Medium,334,20,522,7,70,7.82
2492,12091,Low,159,8,176,2,69,5.56
3261,38918,High,512,55,979,13,49,8.35
3380,34116,High,449,36,765,10,53,5.43
5869,12853,Low,169,18,312,4,72,3.55
1876,13650,Low,180,7,251,3,64,3.97
2422,10698,Low,141,10,217,3,35,4.71
2550,23262,Medium,306,19,490,6,44,5.92
2927,23389,Medium,308,25,721,9,49,8.60
2947,22919,Medium,302,27,618,8,53,5.28
3742,12193,Low,160,10,187,2,25,6.68
5461,19341,Medium,254,18,531,7,71,8.20
5462,26481,High,348,27,735,10,43,7.32
5929,19288,Medium,254,25,486,6,57,7.78
1784,26769,High,352,17,507,7,29,13.96
1793,17048,Low,224,14,321,4,39,9.49
1843,17580,Medium,231,14,364,5,67,8.61
1920,22843,Medium,301,20,504,7,42,7.14
4176,19066,Medium,251,30,639,8,47,6.91
4221,20386,Medium,268,30,554,7,55,6.82
5368,25673,Medium,338,24,612,8,56,6.79
5440,27697,High,364,42,1166,15,33,10.04
5935,23165,Medium,305,47,1075,14,41,7.78
1775,13160,Low,173,13,266,4,65,7.54
1925,10907,Low,144,6,329,4,49,9.35
2075,23080,Medium,304,25,701,9,56,5.48
2243,22179,Medium,292,24,555,7,52,5.81
2315,12569,Low,165,8,261,3,42,8.20
2538,18042,Medium,237,20,497,7,49,7.29
3239,24127,Medium,317,21,527,7,43,8.48
3258,18985,Medium,250,25,539,7,55,6.44
5396,19511,Medium,257,21,493,6,61,7.30
2385,23196,Medium,305,21,508,7,42,6.20
2403,29275,High,385,29,719,9,55,4.51
2516,31993,High,421,38,942,12,36,12.62
2571,17142,Medium,226,13,408,5,53,9.74
3525,27795,High,366,35,654,9,37,6.67
3794,27580,High,363,24,631,8,45,9.48
5041,28186,High,371,41,655,9,56,7.06
5073,25173,Medium,331,34,811,11,58,7.38
3049,1930,Medium,25,3,122,2,100,4.00
3143,2468,High,32,5,152,2,67,5.00
3357,2166,Medium,28,2,87,1,80,22.50
3377,1908,Medium,25,4,3,0,100,0.75
4264,2455,High,32,6,116,2,60,5.90
4293,2398,High,32,2,18,0,100,3.00
4324,2214,Medium,29,6,96,1,100,8.00
4473,1683,Low,22,2,3,0,-100,5.00
4490,1939,Medium,26,4,19,0,100,12.33
4603,1967,Medium,26,2,23,0,-17,29.20
5304,1900,Medium,25,4,68,1,20,16.60
5725,1967,Medium,26,3,4,0,0,2.00
3354,2695,High,35,12,242,3,78,3.50
3355,2101,Medium,28,4,130,2,20,12.40
3356,1756,Medium,23,4,193,3,67,3.17
3655,2720,High,36,8,238,3,27,10.73
3788,2588,High,34,4,155,2,33,3.60
4339,1998,Medium,26,4,1,0,60,24.33
5258,2065,Medium,27,4,126,2,100,3.50
5259,1928,Medium,25,4,4,0,0,0.00
5269,2815,High,37,6,12,0,100,14.33
5306,2384,High,31,5,130,2,33,13.75
5423,2033,Medium,27,3,52,1,50,12.00
2226,2909,High,38,10,318,4,8,9.30
3138,1902,Medium,25,11,187,2,29,8.38
3139,2411,High,32,15,421,6,22,10.55
3140,2151,Medium,28,5,151,2,-14,17.36
3141,1755,Medium,23,2,11,0,-20,26.00
3147,3301,High,43,9,298,4,80,5.03
3179,4899,High,64,29,1056,14,57,5.29
5602,2615,High,34,6,191,3,0,20.13
5604,5860,High,77,34,1161,15,53,6.82
5605,2545,High,33,3,41,1,100,17.83
5643,2602,High,34,6,58,1,60,6.39
5658,2929,High,39,4,67,1,100,3.67
5659,1101,Low,14,1,44,1,0,12.50
5664,3570,High,47,19,606,8,55,6.27
3019,1056,Low,14,1,9,0,100,5.00
3082,2002,Medium,26,2,9,0,100,5.00
3083,1408,Low,19,1,22,0,100,6.00
3126,2370,High,31,4,77,1,-43,17.50
3127,1550,Low,20,1,8,0,-100,0.00
3128,3112,High,41,9,292,4,10,13.97
3175,2465,High,32,6,159,2,40,5.38
3176,1987,Medium,26,5,113,1,36,12.46
3740,1797,Medium,24,5,62,1,20,5.83
4196,1782,Medium,23,3,110,1,100,5.00
4491,1870,Medium,25,4,109,1,83,5.83
4747,1862,Medium,25,3,56,1,0,2.00
5828,1198,Low,16,1,35,0,33,23.00
6178,1922,Medium,25,1,7,0,-100,30.00
3152,1379,Low,18,2,35,0,0,9.00
3153,1880,Medium,25,8,118,2,33,14.80
3154,1615,Low,21,7,137,2,60,5.40
3155,1364,Low,18,3,66,1,0,2.00
3172,1404,Low,18,1,41,1,0,9.60
3173,2231,Medium,29,8,134,2,64,4.33
4138,2189,Medium,29,9,165,2,20,14.80
4139,1270,Low,17,5,69,1,50,10.67
4625,592,Low,8,1,4,0,0,0.00
4626,927,Low,12,2,1,0,100,6.00
5855,1707,Medium,22,5,87,1,50,7.57
5990,1316,Low,17,1,40,1,0,0.00
5991,1640,Low,22,2,165,2,-67,7.67
6585,1395,Low,18,2,43,1,67,3.50
2632,2155,Medium,28,5,150,2,83,4.00
3314,1766,Medium,23,3,31,0,-100,10.00
3315,2054,Medium,27,3,47,1,100,60.00
3604,2415,High,32,5,139,2,100,4.25
3844,1795,Medium,24,2,50,1,100,2.13
3845,1563,Low,21,1,31,0,100,3.00
3846,1707,Medium,22,3,53,1,20,13.87
4218,1699,Low,22,4,39,1,100,2.00
4233,2765,High,36,8,158,2,50,6.00
4275,2531,High,33,6,195,3,75,4.06
5257,2706,High,36,7,71,1,43,11.50
5332,1705,Medium,22,2,73,1,60,23.75
5349,1863,Medium,25,8,61,1,-50,18.33
7320,2372,High,31,3,27,0,0,0.00
2486,5442,High,72,56,1556,20,33,14.56
2689,1553,Low,20,2,12,0,0,8.00
3022,2306,Medium,30,4,75,1,100,0.00
3023,4339,High,57,24,689,9,85,8.70
3046,1945,Medium,26,8,282,4,25,12.73
3047,3282,High,43,12,231,3,50,5.31
3123,4961,High,65,41,1098,14,53,9.37
4174,2778,High,37,7,184,2,29,22.50
5610,4438,High,58,13,319,4,27,7.96
5611,2733,High,36,5,26,0,100,4.00
5633,2694,High,35,11,149,2,0,5.40
5634,1936,Medium,25,4,79,1,0,12.60
5635,2337,High,31,8,183,2,60,3.33
2487,1978,Medium,26,2,9,0,-50,39.50
2826,2963,High,39,3,52,1,0,12.00
2998,2846,High,37,6,185,2,38,5.71
3026,2692,High,35,2,2,0,100,3.00
3131,1807,Medium,24,3,97,1,60,21.25
3132,2549,High,34,6,220,3,0,15.38
3133,2984,High,39,7,235,3,33,7.67
4762,4771,High,63,19,691,9,33,9.85
5600,3817,High,50,20,625,8,55,5.48
5663,1904,Medium,25,7,254,3,67,2.80
5689,3716,High,49,13,217,3,85,7.62
5691,3597,High,47,7,190,3,11,20.40
8958,1928,Medium,25,4,110,1,50,20.40
2590,2781,High,37,19,693,9,32,9.53
3050,3440,High,45,16,473,6,53,6.67
3098,7734,High,102,78,2673,35,32,8.80
3144,2185,Medium,29,6,225,3,60,6.64
3145,1114,Low,15,3,143,2,0,4.00
3146,1962,Medium,26,10,344,5,31,12.00
3178,1913,Medium,25,7,98,1,43,11.79
4178,1221,Low,16,2,28,0,-100,4.00
4757,1609,Low,21,7,214,3,100,3.67
5627,1747,Medium,23,5,199,3,50,9.00
5678,2726,High,36,12,363,5,-6,8.95
5993,3423,High,45,31,1042,14,48,7.81
5994,2125,Medium,28,8,313,4,60,3.77
3084,2501,High,33,6,148,2,54,3.96
3099,2760,High,36,9,302,4,56,8.79
3101,3731,High,49,8,252,3,64,10.50
4134,1893,Medium,25,2,2,0,50,20.00
4169,2887,High,38,3,131,2,73,16.50
5008,1952,Medium,26,2,62,1,60,7.60
5601,3343,High,44,16,522,7,60,8.33
5603,2399,High,32,3,99,1,100,0.00
5637,1583,Low,21,1,59,1,100,10.00
5640,2503,High,33,7,176,2,100,5.33
5661,2174,Medium,29,7,107,1,88,9.60
5684,4174,High,55,8,113,1,75,2.50
2468,3905,High,51,4,179,2,83,5.00
3090,1915,Medium,25,6,131,2,25,3.90
4127,2201,Medium,29,1,1,0,0,0.00
4759,2423,High,32,6,222,3,55,11.27
5007,2310,Medium,30,7,136,2,60,6.25
5606,1921,Medium,25,4,103,1,25,6.50
5608,1968,Medium,26,4,86,1,100,5.43
5609,2752,High,36,6,221,3,40,12.50
5683,2103,Medium,28,4,7,0,100,1.75
5979,2576,High,34,10,325,4,75,6.88
5980,2149,Medium,28,6,163,2,0,13.33
5981,2379,High,31,8,285,4,40,8.71
5982,2422,High,32,7,218,3,25,5.73
3094,2217,Medium,29,5,44,1,40,6.70
3988,1364,Low,18,4,19,0,100,5.00
4100,2825,High,37,14,280,4,38,6.31
4180,1875,Medium,25,5,89,1,25,19.40
4494,1971,Medium,26,4,1,0,0,0.00
4700,1674,Low,22,5,58,1,0,9.00
4706,1456,Low,19,2,48,1,100,4.00
5109,1724,Medium,23,3,59,1,-33,10.00
5110,2887,High,38,10,144,2,0,5.00
5205,1637,Low,22,6,85,1,100,0.00
5206,2318,Medium,31,12,160,2,57,4.69
7043,1227,Low,16,3,41,1,-100,4.00
7168,1910,Medium,25,9,125,2,-17,6.20
2979,2137,Medium,28,6,63,1,25,9.37
2981,1927,Medium,25,7,106,1,40,5.13
3043,2443,High,32,7,79,1,0,2.00
3135,2074,Medium,27,2,32,0,-33,7.80
3341,2598,High,34,6,19,0,50,10.00
3392,2144,Medium,28,6,7,0,50,5.50
3419,1590,Low,21,2,22,0,100,0.00
3594,2381,High,31,6,115,2,43,4.69
3653,1666,Low,22,7,123,2,67,4.00
5613,2061,Medium,27,3,0,0,100,16.00
5614,3212,High,42,17,219,3,67,3.63
5624,2519,High,33,11,63,1,100,11.75
6578,1673,Low,22,5,25,0,75,4.33
7251,2281,Medium,30,6,21,0,0,14.00
7347,1963,Medium,26,4,18,0,-100,14.00
2974,3259,High,43,4,182,2,60,17.50
2995,3391,High,45,11,244,3,86,4.67
3198,3436,High,45,12,34,0,50,4.00
3199,1969,Medium,26,4,62,1,0,30.25
3287,5229,High,69,7,29,0,0,0.00
3521,1502,Low,20,4,60,1,100,4.40
3574,2053,Medium,27,6,86,1,67,1.25
4104,1837,Medium,24,8,88,1,50,4.83
4182,3357,High,44,9,148,2,38,11.75
4453,1099,Low,14,3,81,1,100,3.00
5657,3211,High,42,8,166,2,100,5.50
5963,3662,High,48,16,319,4,80,4.20
6078,1794,Medium,24,5,62,1,100,4.00
6851,1666,Low,22,2,31,0,100,8.50
6966,2570,High,34,10,186,2,50,10.71
2395,1725,Medium,23,3,39,1,33,4.00
2880,2795,High,37,6,112,1,67,6.08
3340,2513,High,33,4,147,2,17,5.50
3457,1898,Medium,25,2,61,1,100,3.67
3508,1686,Low,22,3,70,1,50,4.67
4390,1741,Medium,23,3,105,1,0,11.50
4585,1503,Low,20,5,59,1,40,8.75
4655,1771,Medium,23,4,69,1,-100,3.00
5093,3136,High,41,10,190,3,57,4.00
5336,1773,Medium,23,8,80,1,83,9.50
5364,1273,Low,17,5,56,1,100,4.33
5840,1701,Medium,22,8,128,2,60,2.70
6170,2422,High,32,9,208,3,71,4.90
6942,1899,Medium,25,5,2,0,100,2.17
3661,2671,High,35,7,79,1,33,4.63
4105,2432,High,32,5,24,0,100,5.00
4366,4159,High,55,12,241,3,78,6.85
4415,3543,High,47,4,126,2,100,2.00
5108,2587,High,34,3,65,1,0,35.00
5726,1704,Medium,22,4,55,1,100,4.50
5782,1578,Low,21,5,52,1,100,6.40
5960,2653,High,35,2,18,0,100,5.00
5962,1843,Medium,24,2,12,0,100,5.00
6587,2489,High,33,8,176,2,100,2.50
6813,3390,High,45,10,113,1,50,3.75
7229,2211,Medium,29,5,106,1,71,5.17
2835,1438,Low,19,3,36,0,100,3.50
3449,1606,Low,21,3,20,0,0,0.00
3450,1064,Low,14,2,17,0,0,4.00
4056,1543,Low,20,3,21,0,100,2.25
5224,1877,Medium,25,3,64,1,100,9.00
5226,1581,Low,21,3,40,1,100,8.00
5290,1699,Low,22,1,9,0,0,0.00
5490,2183,Medium,29,6,95,1,100,2.00
5715,1529,Low,20,2,16,0,-100,5.00
6098,1493,Low,20,2,2,0,0,0.00
6159,1647,Low,22,3,53,1,100,5.00
6459,1001,Low,13,2,47,1,0,0.00
6786,1739,Medium,23,3,12,0,100,5.00
6850,1704,Medium,22,3,51,1,67,2.00
7220,900,Low,12,2,23,0,100,3.00
7311,648,Low,9,1,17,0,0,0.00
2393,1445,Low,19,3,59,1,100,8.50
2394,1076,Low,14,1,4,0,0,0.00
2875,1461,Low,19,2,30,0,-100,6.00
2876,2017,Medium,27,5,62,1,67,3.86
2877,1731,Medium,23,4,58,1,-33,11.00
2878,1439,Low,19,3,64,1,14,12.29
2984,1659,Low,22,4,54,1,67,3.00
3202,1392,Low,18,3,53,1,100,11.75
3275,2160,Medium,28,8,109,1,44,3.22
3327,1439,Low,19,5,58,1,-100,0.50
3615,1831,Medium,24,3,45,1,0,0.00
3637,1813,Medium,24,6,115,2,75,3.63
5286,1644,Low,22,3,33,0,100,1.75
5314,1591,Low,21,1,33,0,-100,12.00
5323,2140,Medium,28,6,65,1,44,4.17
5805,1935,Medium,25,7,98,1,100,3.86
5863,1250,Low,16,2,55,1,0,31.50
7308,1508,Low,20,2,37,0,100,2.50
3727,1533,Low,20,3,16,0,0,0.00
3736,1679,Low,22,4,66,1,33,4.67
4048,1701,Low,22,5,41,1,100,1.00
4659,1578,Low,21,3,16,0,25,23.00
5125,912,Low,12,2,81,1,100,5.00
5310,1280,Low,17,2,59,1,-100,3.00
5327,2149,Medium,28,2,6,0,0,19.50
5328,2118,Medium,28,2,8,0,0,7.50
5773,1412,Low,19,4,6,0,100,0.00
7233,1362,Low,18,3,16,0,100,5.00
7241,1567,Low,21,3,30,0,100,10.00
7262,1764,Medium,23,2,21,0,0,0.00
2919,1353,Low,18,2,1,0,100,12.50
2940,1999,Medium,26,9,114,2,85,5.17
3743,1894,Medium,25,4,59,1,50,9.50
3745,1682,Low,22,4,26,0,100,5.75
3746,1205,Low,16,2,1,0,100,6.00
3752,1565,Low,21,5,121,2,100,41.00
4114,1062,Low,14,3,19,0,0,6.50
4193,1417,Low,19,5,44,1,0,21.67
4367,1181,Low,16,2,46,1,50,5.50
4371,1963,Medium,26,7,125,2,33,6.00
4373,1861,Medium,24,4,97,1,67,6.67
4577,1023,Low,13,1,1,0,0,0.00
4605,2005,Medium,26,6,117,2,22,5.31
4674,1379,Low,18,2,60,1,100,6.00
5204,1157,Low,15,2,61,1,100,8.67
5700,1323,Low,17,2,30,0,0,0.00
3042,2323,Medium,31,6,179,2,50,3.80
3703,2781,High,37,5,39,1,20,9.75
4586,1442,Low,19,3,51,1,33,3.50
5081,1786,Medium,23,5,72,1,0,15.00
5102,1772,Medium,23,3,2,0,-100,22.50
5464,1038,Low,14,2,8,0,100,7.00
5722,2103,Medium,28,2,20,0,-100,10.00
5774,2159,Medium,28,3,28,0,50,6.50
5776,1513,Low,20,4,81,1,100,3.75
5832,3304,High,43,15,432,6,64,4.68
6165,2014,Medium,27,5,0,0,-50,4.00
6166,1687,Low,22,2,29,0,0,4.00
6323,3493,High,46,6,153,2,67,3.83
6577,2900,High,38,5,139,2,25,14.20
6588,2472,High,33,5,13,0,100,4.50
6849,1689,Low,22,1,31,0,0,0.00
7099,1386,Low,18,2,114,2,100,7.50
2397,2885,High,38,5,12,0,100,5.00
2433,1923,Medium,25,4,25,0,-50,25.00
2975,1840,Medium,24,3,22,0,100,3.00
2976,3267,High,43,6,118,2,100,6.50
2977,2644,High,35,3,21,0,0,0.00
3015,2023,Medium,27,2,94,1,100,15.00
3204,2106,Medium,28,3,35,0,100,0.00
3530,2217,Medium,29,6,86,1,100,4.00
3870,2484,High,33,11,123,2,60,2.25
4046,1529,Low,20,1,2,0,100,0.00
5021,2253,Medium,30,4,88,1,0,9.00
5824,2426,High,32,3,87,1,100,8.00
7224,2639,High,35,2,7,0,100,2.00
7232,2066,Medium,27,1,1,0,100,4.00
7240,2762,High,36,7,100,1,0,1.83
3452,2074,Medium,27,6,121,2,100,4.80
3509,2689,High,35,1,1,0,-100,0.00
3542,2558,High,34,4,59,1,60,9.60
3579,2821,High,37,11,135,2,43,8.17
4465,2361,High,31,9,138,2,50,5.67
4466,2489,High,33,7,158,2,100,3.00
4468,2643,High,35,14,296,4,54,10.33
4618,1843,Medium,24,6,89,1,100,5.75
5094,3026,High,40,7,179,2,83,9.17
5353,1676,Low,22,3,70,1,100,1.67
6583,1435,Low,19,2,21,0,-100,10.00
6590,1727,Medium,23,9,95,1,0,6.00
7309,2597,High,34,6,85,1,100,5.00
7357,3085,High,41,9,116,2,100,15.83
7361,3461,High,46,9,127,2,63,6.86
2451,1725,Medium,23,1,9,0,100,5.00
3317,2688,High,35,7,142,2,0,4.50
3385,2012,Medium,26,1,6,0,-100,0.00
3512,2018,Medium,27,6,146,2,29,7.17
3517,2336,High,31,3,38,1,0,3.50
4464,1325,Low,17,3,6,0,100,0.00
4676,2452,High,32,3,4,0,67,7.50
5675,1195,Low,16,1,1,0,0,0.00
5702,1000,Low,13,2,57,1,0,4.00
7349,1492,Low,20,5,13,0,20,10.67
7362,1241,Low,16,2,8,0,100,15.00
2499,4411,High,58,13,97,1,100,11.86
3162,3315,High,44,10,298,4,33,8.13
4142,3322,High,44,4,96,1,100,32.00
4160,1766,Medium,23,0,1,0,0,0.00
4197,2990,High,39,5,72,1,0,8.63
4211,2147,Medium,28,1,3,0,100,3.00
4425,2601,High,34,3,2,0,-100,0.00
5106,3982,High,52,14,78,1,20,5.67
5132,3702,High,49,12,184,2,100,4.50
5179,3215,High,42,5,140,2,80,3.80
5365,2767,High,36,7,139,2,-14,6.71
5366,2458,High,32,3,88,1,100,15.00
6894,3406,High,45,8,57,1,-20,22.14
2392,4390,High,58,12,273,4,57,7.76
3066,2241,Medium,29,3,96,1,71,2.50
4354,3781,High,50,9,287,4,75,3.13
5321,2943,High,39,6,116,2,63,5.33
5451,4422,High,58,15,304,4,74,4.29
5453,4279,High,56,11,403,5,33,7.00
5622,3053,High,40,8,155,2,55,13.30
5826,1864,Medium,25,3,64,1,100,5.00
6937,2754,High,36,3,69,1,0,3.50
6941,2541,High,33,7,137,2,100,7.31
6968,4785,High,63,13,99,1,67,8.00
7221,2662,High,35,5,84,1,100,3.13
7298,2982,High,39,8,161,2,100,3.33
7307,2441,High,32,4,74,1,-100,3.00
2907,2013,Medium,26,1,1,0,0,0.00
2930,5272,High,69,12,241,3,89,8.29
3183,3084,High,41,6,12,0,20,13.00
3935,2491,High,33,3,41,1,0,14.75
4140,4286,High,56,20,284,4,70,7.94
4498,3337,High,44,5,8,0,50,9.00
4563,5367,High,71,15,278,4,70,7.85
4595,4918,High,65,13,301,4,50,10.00
4617,5916,High,78,12,475,6,71,5.83
4826,5511,High,73,14,405,5,80,4.10
5615,3497,High,46,17,326,4,88,21.38
5719,4162,High,55,14,2,0,43,3.80
5945,4286,High,56,9,261,3,83,6.57
2396,6485,High,85,12,302,4,44,35.00
2406,4184,High,55,6,97,1,86,2.93
3011,3570,High,47,7,94,1,0,4.83
3104,4810,High,63,12,196,3,71,7.00
4380,4949,High,65,11,195,3,71,9.10
4441,3070,High,40,5,77,1,67,2.67
4546,3414,High,45,8,190,3,50,0.00
4560,3536,High,47,5,94,1,80,3.38
5704,2433,High,32,4,37,0,-100,15.00
5758,4874,High,64,7,92,1,75,5.13
5759,3867,High,51,7,166,2,73,2.67
6967,5243,High,69,14,299,4,33,12.73
7299,4134,High,54,5,78,1,25,4.69
2431,6491,High,85,10,160,2,100,2.43
2743,1009,Low,13,2,17,0,0,0.00
3593,1124,Low,15,1,46,1,0,45.00
3599,2099,Medium,28,4,5,0,0,0.00
4619,1634,Low,21,4,68,1,-100,10.00
4654,1198,Low,16,3,52,1,80,7.50
5043,1618,Low,21,1,36,0,0,5.50
