Store,Market ,Store Type ,Volume Classification 
5376,204,SUP,L
5378,496,WNM,L
5379,235,SUP,L
5381,227,W/M,H
5382,282,SUP,M
5383,516,WNM,L
5384,165,W/M,L
5385,207,SUP,L
5386,200,SUP,L
5387,209,SUP,L
5388,61,SUP,M
5389,76,SUP,L
5390,26,SUP,M
5391,105,SUP,L
5392,28,SUP,L
5393,509,WNM,L
5394,581,SUP,L
5396,478,SUP,L
5397,438,SUP,L
5398,263,SUP,L
5399,279,SUP,L
5402,267,SUP,M
5403,273,SUP,L
5408,494,WNM,L
5409,223,SUP,L
5410,215,SUP,L
5411,202,SUP,L
5414,178,SUP,L
5416,50,SUP,L
5417,242,SUP,L
5418,242,SUP,L
5419,144,SUP,L
5420,90,SUP,M
5421,485,WNM,L
5422,97,SUP,L
5423,397,WNM,L
5424,468,SUP,L
5425,461,SUP,L
5427,485,WNM,L
5428,372,SUP,M
5429,368,SUP,L
5430,384,SUP,L
5432,436,SUP,L
5433,325,SUP,L
5434,511,W/M,M
5435,451,SUP,M
5436,284,W/M,L
5438,442,SUP,L
5439,163,SUP,H
5440,477,W/M,M
5441,411,SUP,L
5442,264,SUP,L
5443,249,SUP,L
5444,436,SUP,L
5445,228,SUP,L
5446,235,SUP,L
5447,176,SUP,H
5448,160,SUP,L
5449,62,SUP,L
5450,284,SUP,L
5451,102,WNM,L
5452,485,WNM,L
5453,102,WNM,L
5455,92,SUP,M
5458,388,SUP,L
5459,544,WNM,L
5460,78,SUP,L
5461,476,SUP,M
5462,476,SUP,L
5463,444,SUP,L
5464,543,WNM,L
5466,219,SUP,M
5467,498,WNM,L
5469,234,SUP,L
5470,237,SUP,L
5471,213,SUP,L
5472,202,SUP,L
5476,165,SUP,M
5477,336,SUP,L
5479,83,SUP,M
5480,83,SUP,L
5481,305,SUP,L
5482,21,SUP,L
5483,249,SUP,L
5485,268,SUP,M
5486,266,SUP,L
5487,35,SUP,L
5488,289,SUP,L
5489,310,SUP,L
5490,528,WNM,L
5491,385,SUP,M
5492,384,SUP,L
5494,400,SUP,M
5495,166,W/M,H
5497,187,SUP,L
5498,187,SUP,L
5499,221,SUP,L
5600,515,WNM,L
5601,551,WNM,L
5602,481,WNM,L
5603,551,WNM,L
5604,481,WNM,L
5605,481,WNM,L
5606,552,WNM,L
5608,552,WNM,L
5609,552,WNM,L
5610,512,WNM,L
5611,512,WNM,L
5612,63,SUP,M
5613,58,WNM,L
5614,58,WNM,L
5615,103,WNM,L
5616,153,SUP,L
5617,267,SUP,H
5622,102,WNM,L
5623,545,WNM,L
5624,58,WNM,L
5626,367,SUP,L
5627,550,WNM,L
5628,471,SUP,L
5629,468,W/M,L
5632,449,SUP,M
5633,512,WNM,L
5634,512,WNM,L
5635,512,WNM,L
5637,551,WNM,L
5640,551,WNM,L
5641,464,SUP,M
5643,481,WNM,L
5644,466,SUP,H
5649,170,SUP,M
5653,545,WNM,L
5654,548,WNM,L
5658,481,WNM,L
5659,481,WNM,L
5661,551,WNM,L
5663,515,WNM,L
5664,481,WNM,L
5667,435,SUP,L
5668,435,SUP,L
5669,442,SUP,L
5670,548,WNM,L
5671,110,SUP,M
5672,51,SUP,L
5673,51,SUP,L
5675,570,WNM,L
5676,380,SUP,L
5678,550,WNM,L
5683,552,WNM,L
5684,551,WNM,L
5686,448,SUP,H
5689,515,WNM,L
5691,515,WNM,L
5692,538,WNM,L
5693,538,WNM,L
5695,494,WNM,L
5700,542,WNM,L
5701,449,SUP,L
5702,570,WNM,L
5703,137,SUP,L
5704,488,WNM,L
5705,37,SUP,L
5706,324,SUP,L
5707,52,SUP,L
5709,19,SUP,L
5710,450,SUP,L
5713,88,SUP,L
5715,528,WNM,L
5716,566,WNM,L
5717,505,SUP,L
5719,103,WNM,L
5722,543,WNM,L
5725,9,WNM,L
5726,526,WNM,L
5727,115,SUP,L
5728,254,SUP,L
5731,291,SUP,L
5732,190,SUP,M
5734,498,WNM,L
5735,30,SUP,L
5737,537,WNM,L
5738,534,WNM,L
5740,545,WNM,L
5741,559,WNM,L
5743,299,SUP,L
5744,545,WNM,L
5745,305,SUP,M
5747,306,SUP,L
5748,414,SUP,L
5751,451,SUP,L
5752,577,SUP,H
5753,283,SUP,M
5754,502,WNM,L
5755,502,WNM,L
5758,488,WNM,L
5759,488,WNM,L
5760,559,WNM,L
5761,197,SUP,L
5763,403,SUP,M
5764,479,SUP,L
5766,451,SUP,L
5767,494,WNM,L
5768,371,SUP,L
5769,545,WNM,L
5771,545,WNM,L
5772,104,SUP,L
5773,541,WNM,L
5774,543,WNM,L
5776,543,WNM,L
5777,162,SUP,L
5779,508,SUP,L
5780,492,WNM,L
5782,526,WNM,L
5786,18,SUP,M
5787,310,SUP,L
5789,537,WNM,L
5790,537,WNM,L
5791,538,WNM,L
5793,811,SUP,L
5795,284,SUP,L
5797,27,SUP,L
5799,367,SUP,L
5802,811,SUP,L
5803,801,SUP,L
5804,494,WNM,L
5805,533,WNM,L
5806,412,SUP,L
5807,465,SUP,M
5808,569,SUP,L
5809,80,SUP,L
5810,49,SUP,L
5812,18,SUP,L
5813,497,WNM,L
5814,24,SUP,L
5815,554,WNM,L
5816,549,WNM,L
5817,549,WNM,L
5818,549,WNM,L
5819,549,WNM,L
5820,549,WNM,L
5823,583,SUP,M
5824,561,WNM,L
5826,102,WNM,L
5828,490,WNM,L
5829,500,WNM,L
5831,548,WNM,L
5832,543,WNM,L
5835,370,SUP,L
5837,534,WNM,L
5839,468,SUP,L
5840,507,WNM,L
5841,399,SUP,L
5842,197,SUP,M
5843,450,SUP,L
5844,206,SUP,M
5845,15,SUP,L
5846,559,WNM,L
5847,290,SUP,L
5848,454,W/M,L
5851,301,SUP,L
5853,467,SUP,L
5854,110,SUP,H
5855,491,WNM,L
5857,219,SUP,M
5858,367,SUP,L
5859,581,SUP,L
5861,472,SUP,L
5863,533,WNM,H
5864,455,SUP,L
5866,56,SUP,M
5867,176,SUP,H
5869,475,SUP,L
5871,91,SUP,L
5872,15,SUP,L
5874,465,W/M,M
5875,559,WNM,L
5876,548,WNM,L
5879,306,SUP,L
5880,292,SUP,M
5881,166,SUP,M
5882,108,SUP,M
5883,474,SUP,M
5884,451,SUP,M
5886,459,SUP,L
5888,234,SUP,M
5889,53,SUP,L
5890,450,SUP,L
5891,166,SUP,H
5893,203,SUP,M
5894,91,SUP,M
5898,78,SUP,L
5903,546,WNM,L
5907,546,WNM,L
5908,498,WNM,L
5911,108,SUP,L
5912,110,SUP,L
5922,289,SUP,L
5923,516,WNM,L
5925,566,WNM,L
5927,339,SUP,L
5929,476,SUP,L
5930,464,SUP,H
5932,109,SUP,H
5935,477,SUP,M
5936,283,SUP,H
5938,458,W/M,L
5944,558,SUP,M
5945,103,WNM,L
5947,505,SUP,M
5956,581,SUP,L
5957,585,SUP,L
5959,63,SUP,M
5960,526,WNM,L
5962,526,WNM,L
5963,504,WNM,L
5964,112,SUP,M
5965,266,SUP,M
5968,283,SUP,H
5969,292,SUP,M
5976,424,SUP,L
5977,423,SUP,L
5979,552,WNM,L
5981,552,WNM,L
5982,552,WNM,L
5987,583,SUP,L
5988,559,WNM,L
5990,491,WNM,L
5991,491,WNM,L
5992,423,SUP,L
5993,550,WNM,L
5994,550,WNM,L
5996,459,W/M,L
6078,504,WNM,L
6098,528,WNM,L
6149,559,WNM,L
6159,528,WNM,L
6165,543,WNM,L
6166,543,WNM,L
6170,507,WNM,L
6172,485,WNM,L
6173,1,SUP,L
6174,496,WNM,L
6176,509,WNM,L
6190,118,SUP,L
6207,548,WNM,L
6226,502,WNM,L
6233,509,WNM,L
6243,509,WNM,L
6263,509,WNM,L
6264,509,WNM,L
6286,81,SUP,L
6300,56,SUP,L
6323,543,WNM,L
6370,123,SUP,L
6390,494,WNM,L
6392,411,SUP,L
6394,444,SUP,L
6395,29,SUP,L
6397,110,SUP,M
6398,549,WNM,L
6459,528,WNM,L
6467,45,SUP,L
6469,140,SUP,L
6470,494,WNM,L
6476,482,SUP,L
6477,370,SUP,M
6480,371,SUP,L
6500,485,WNM,L
6531,545,WNM,L
6548,559,WNM,L
6576,39,SUP,L
6577,543,WNM,L
6578,58,WNM,L
6579,59,SUP,L
6583,562,WNM,L
6585,491,WNM,L
6586,509,WNM,L
6587,526,WNM,L
6588,543,WNM,L
6590,562,WNM,L
6732,546,WNM,L
6786,528,WNM,L
6789,308,SUP,L
6798,502,WNM,L
6807,145,SUP,L
6813,526,WNM,L
6814,509,WNM,L
6828,509,WNM,L
6849,543,WNM,L
6850,528,WNM,L
6851,504,WNM,L
6876,492,WNM,L
6878,5,SUP,L
6879,310,SUP,L
6887,39,SUP,L
6894,96,WNM,L
6898,71,SUP,L
6929,76,SUP,L
6931,256,SUP,M
6932,127,SUP,L
6936,502,WNM,L
6937,102,WNM,L
6941,102,WNM,L
6942,507,WNM,L
6943,492,WNM,L
6952,286,SUP,L
6953,534,WNM,L
6958,310,SUP,L
6960,537,WNM,L
6962,499,WNM,L
6963,52,SUP,L
6964,144,SUP,L
6966,504,WNM,L
6967,488,WNM,L
6968,102,WNM,L
6971,538,WNM,L
6975,492,WNM,L
6978,101,SUP,M
6998,20,SUP,L
7004,499,WNM,L
7009,302,SUP,L
7020,153,SUP,L
7032,287,SUP,L
7043,557,WNM,L
7062,499,WNM,L
7072,538,WNM,L
7087,243,SUP,L
7098,516,WNM,L
7099,543,WNM,L
7127,538,WNM,L
7137,516,WNM,L
7146,499,WNM,L
7156,76,SUP,L
7162,516,WNM,L
7168,557,WNM,M
7174,502,WNM,L
7177,502,WNM,L
7178,56,SUP,L
7179,302,SUP,L
7180,499,WNM,L
7181,29,SUP,L
7185,18,SUP,L
7188,38,SUP,L
7194,27,SUP,L
7199,383,SUP,L
7205,509,WNM,L
7206,509,WNM,M
7209,516,WNM,L
7218,516,WNM,L
7220,528,WNM,L
7221,102,WNM,L
7222,500,WNM,L
7224,561,WNM,L
7229,526,WNM,L
7232,561,WNM,L
7233,541,WNM,L
7235,500,WNM,L
7238,302,SUP,L
7240,561,WNM,L
7241,541,WNM,L
7242,537,WNM,L
7245,27,SUP,L
7246,32,SUP,L
7247,14,SUP,L
7251,58,WNM,L
7262,541,WNM,L
7280,2,SUP,L
7281,74,SUP,L
7290,242,SUP,L
7294,353,SUP,L
7296,499,WNM,L
7298,102,WNM,L
7299,488,WNM,L
7301,132,SUP,L
7304,499,WNM,L
7307,102,WNM,L
7308,533,WNM,L
7309,562,WNM,L
7311,528,WNM,L
7315,499,WNM,L
7317,537,WNM,L
7320,510,WNM,L
7324,5,SUP,L
7326,353,SUP,M
7329,516,WNM,L
7334,500,WNM,L
7337,500,WNM,L
7339,497,WNM,L
7340,500,WNM,L
7342,566,WNM,L
7347,58,WNM,L
7349,570,WNM,L
7357,562,WNM,L
7361,562,WNM,L
7362,570,WNM,L
7601,554,WNM,L
8331,171,SUP,M
8861,545,WNM,L
8930,583,SUP,L
8958,515,WNM,L
