STORE,HVDC,FDD
5310,7/22/24,7/22/24
5311,Complete,9/16/24
5312,Complete,
5313,4/15/24,8/5/24
5314,Complete,9/16/24
5315,5/20/24,
5316,Complete,
5317,5/6/24,5/6/24
5319,7/15/24,7/15/24
5320,,7/22/24
5321,9/16/24,9/16/24
5323,Complete,9/16/24
5325,9/16/24,9/16/24
5326,6/3/24,6/3/24
5327,7/22/24,7/22/24
5328,7/22/24,7/22/24
5329,5/20/24,5/20/24
5330,5/20/24,5/20/24
5331,5/20/24,5/20/24
5332,5/20/24,5/20/24
5334,8/19/24,8/5/24
5335,5/20/24,8/19/24
5336,7/15/24,7/15/24
5337,Complete,8/19/24
5338,7/15/24,8/19/24
5340,5/6/24,5/6/24
5341,8/19/24,8/19/24
5342,5/20/24,5/20/24
5343,6/17/24,6/17/24
5344,4/8/24,4/8/24
5345,4/8/24,6/17/24
5346,6/17/24,7/22/24
5347,9/16/24,9/16/24
5348,8/19/24,8/19/24
5349,5/20/24,5/20/24
5350,9/16/24,9/16/24
5352,7/22/24,7/22/24
5353,6/3/24,6/3/24
5355,7/15/24,2/19/24
5356,4/8/24,4/8/24
5358,4/8/24,4/8/24
5359,Complete,
5360,,6/17/24
5361,8/5/24,8/5/24
5363,8/5/24,8/5/24
5364,7/15/24,7/15/24
5365,5/20/24,4/29/24
5366,5/20/24,4/29/24
5367,,2/19/24
5368,6/17/24,6/17/24
5369,5/20/24,5/20/24
5370,8/19/24,8/5/24
5371,3/18/24,2/19/24
5372,4/15/24,4/15/24
5373,,
5374,7/15/24,2/19/24
5376,Complete,4/29/24
5378,3/18/24,2/19/24
5379,4/8/24,4/8/24
5381,,
5382,4/8/24,6/17/24
5383,,2/19/24
5384,5/6/24,5/6/24
5385,Complete,4/29/24
5386,Complete,4/29/24
5387,,6/17/24
5388,6/3/24,6/3/24
5389,5/6/24,5/6/24
5390,8/5/24,8/5/24
5391,9/16/24,9/16/24
5392,6/3/24,6/3/24
5393,,7/22/24
5394,Complete,8/19/24
5396,6/17/24,6/17/24
5397,,
5398,7/22/24,7/22/24
5399,7/22/24,7/22/24
5402,7/22/24,7/22/24
5403,4/15/24,4/15/24
5408,Complete,2/19/24
5409,7/15/24,2/19/24
5410,,6/17/24
5411,Complete,4/29/24
5414,5/6/24,5/6/24
5416,Complete,
5417,6/3/24,6/3/24
5418,6/3/24,6/3/24
5419,7/22/24,7/22/24
5420,5/20/24,5/20/24
5421,4/15/24,8/5/24
5422,8/19/24,8/19/24
5423,7/15/24,8/19/24
5424,Complete,2/19/24
5425,7/15/24,8/19/24
5426,Complete,2/19/24
5427,4/15/24,8/5/24
5428,5/20/24,5/20/24
5429,5/20/24,5/20/24
5430,7/15/24,7/15/24
5432,,
5433,5/20/24,5/20/24
5434,Complete,2/19/24
5435,Complete,8/19/24
5436,5/6/24,5/6/24
5438,,
5439,5/6/24,3/18/24
5440,6/17/24,6/17/24
5441,3/18/24,3/18/24
5442,7/22/24,7/22/24
5443,Complete,2/19/24
5444,,
5445,,6/17/24
5446,,6/17/24
5447,5/6/24,5/6/24
5448,8/5/24,8/5/24
5449,6/3/24,6/3/24
5450,5/6/24,5/6/24
5451,9/16/24,9/16/24
5452,4/15/24,4/15/24
5453,9/16/24,9/16/24
5455,5/20/24,4/29/24
5458,9/16/24,9/16/24
5459,7/22/24,7/22/24
5460,6/3/24,5/6/24
5461,6/17/24,6/17/24
5462,6/17/24,6/17/24
5463,,
5464,7/22/24,7/22/24
5466,7/15/24,7/15/24
5467,6/3/24,6/3/24
5469,4/8/24,4/8/24
5470,4/8/24,4/8/24
5471,7/15/24,7/15/24
5472,Complete,4/29/24
5476,5/6/24,5/6/24
5477,3/18/24,8/5/24
5479,5/6/24,5/6/24
5480,5/6/24,5/6/24
5481,,7/22/24
5482,3/18/24,3/18/24
5483,Complete,2/19/24
5485,7/22/24,7/22/24
5486,7/22/24,2/19/24
5487,3/18/24,3/18/24
5488,6/17/24,6/17/24
5489,,4/29/24
5490,5/6/24,5/6/24
5491,7/15/24,7/15/24
5492,7/15/24,7/15/24
5494,9/16/24,9/16/24
5495,5/6/24,5/6/24
5497,3/18/24,3/18/24
5498,3/18/24,3/18/24
5499,7/15/24,7/15/24
5600,7/15/24,8/19/24
5601,7/15/24,8/19/24
5602,7/15/24,8/19/24
5603,7/15/24,8/19/24
5604,7/15/24,8/19/24
5605,7/15/24,8/19/24
5606,Complete,2/19/24
5608,Complete,2/19/24
5609,Complete,2/19/24
5610,Complete,8/19/24
5611,Complete,8/19/24
5612,6/3/24,6/3/24
5613,Complete,
5614,Complete,
5615,9/16/24,9/16/24
5616,6/3/24,6/17/24
5617,7/22/24,7/22/24
5622,9/16/24,5/20/24
5623,8/19/24,8/19/24
5624,Complete,
5626,5/20/24,5/20/24
5627,6/17/24,6/17/24
5628,6/17/24,6/17/24
5629,Complete,2/19/24
5632,Complete,8/19/24
5633,Complete,8/19/24
5634,Complete,8/19/24
5635,Complete,8/19/24
5637,7/15/24,8/19/24
5638,7/15/24,8/19/24
5640,7/15/24,8/19/24
5641,7/15/24,8/19/24
5643,7/15/24,8/19/24
5644,7/15/24,8/19/24
5645,7/22/24,7/22/24
5646,7/22/24,7/22/24
5649,5/6/24,5/6/24
5653,8/19/24,8/19/24
5654,5/20/24,5/20/24
5657,Complete,
5658,7/15/24,8/19/24
5659,7/15/24,8/19/24
5661,7/15/24,8/19/24
5663,7/15/24,8/19/24
5664,7/15/24,8/19/24
5667,,
5668,,
5669,,
5670,5/20/24,5/20/24
5671,9/16/24,9/16/24
5672,Complete,8/19/24
5673,Complete,8/19/24
5675,7/15/24,7/15/24
5676,8/19/24,8/19/24
5678,6/17/24,6/17/24
5683,Complete,2/19/24
5684,7/15/24,8/19/24
5686,7/15/24,8/19/24
5689,7/15/24,8/19/24
5691,7/15/24,8/19/24
5692,7/15/24,3/18/24
5693,3/18/24,3/18/24
5695,,
5697,,
5700,5/6/24,8/19/24
5701,Complete,8/19/24
5702,7/15/24,7/15/24
5703,7/22/24,6/17/24
5704,9/16/24,4/29/24
5705,,2/19/24
5706,5/20/24,5/20/24
5707,Complete,9/16/24
5709,8/5/24,8/5/24
5710,Complete,8/19/24
5713,5/6/24,5/6/24
5715,Complete,5/6/24
5716,7/22/24,6/17/24
5717,7/15/24,7/15/24
5719,9/16/24,9/16/24
5722,7/22/24,7/22/24
5725,5/20/24,5/20/24
5726,7/15/24,7/15/24
5727,9/16/24,9/16/24
5728,4/15/24,4/15/24
5731,6/17/24,6/17/24
5732,3/18/24,3/18/24
5734,6/3/24,6/3/24
5735,3/18/24,3/18/24
5737,5/20/24,5/20/24
5738,5/20/24,5/20/24
5740,8/19/24,8/19/24
5741,5/20/24,4/29/24
5743,,4/29/24
5744,8/19/24,8/19/24
5745,,2/19/24
5747,,2/19/24
5748,3/18/24,4/15/24
5751,Complete,8/19/24
5752,5/6/24,5/6/24
5753,4/8/24,6/17/24
5754,6/17/24,6/17/24
5755,6/17/24,6/17/24
5758,9/16/24,4/29/24
5759,9/16/24,4/29/24
5760,5/20/24,5/20/24
5761,Complete,4/29/24
5763,9/16/24,9/16/24
5764,Complete,
5766,Complete,8/19/24
5767,Complete,2/19/24
5768,5/20/24,5/20/24
5769,8/19/24,8/19/24
5771,8/19/24,8/19/24
5772,5/20/24,5/20/24
5773,7/22/24,7/22/24
5774,7/22/24,7/22/24
5776,7/22/24,8/19/24
5777,8/5/24,8/5/24
5779,6/17/24,6/17/24
5780,7/22/24,7/22/24
5781,7/22/24,7/22/24
5782,7/15/24,7/15/24
5786,8/5/24,3/18/24
5787,,7/22/24
5789,5/20/24,5/20/24
5790,5/20/24,5/20/24
5791,7/15/24,7/15/24
5793,6/3/24,6/3/24
5795,5/6/24,5/6/24
5797,8/19/24,6/3/24
5799,5/20/24,5/20/24
5802,6/3/24,6/3/24
5803,6/3/24,6/3/24
5804,Complete,2/19/24
5805,Complete,9/16/24
5806,,4/15/24
5807,7/15/24,8/19/24
5808,5/6/24,5/6/24
5809,5/6/24,5/6/24
5810,Complete,
5812,3/18/24,3/18/24
5813,3/18/24,3/18/24
5814,8/5/24,8/5/24
5815,8/5/24,8/5/24
5816,6/3/24,6/3/24
5817,6/3/24,6/3/24
5818,6/3/24,6/3/24
5819,6/3/24,6/3/24
5820,6/3/24,6/3/24
5823,Complete,8/19/24
5824,Complete,8/19/24
5826,9/16/24,5/20/24
5828,8/19/24,8/19/24
5829,6/17/24,7/22/24
5831,5/20/24,5/20/24
5832,7/22/24,7/22/24
5835,5/20/24,5/20/24
5837,5/20/24,5/20/24
5839,Complete,2/19/24
5840,7/15/24,7/15/24
5841,9/16/24,9/16/24
5842,7/15/24,4/29/24
5843,Complete,8/19/24
5844,Complete,4/29/24
5845,8/19/24,8/19/24
5846,5/20/24,5/20/24
5847,6/17/24,6/17/24
5848,Complete,2/19/24
5851,6/17/24,4/29/24
5853,6/17/24,6/17/24
5854,9/16/24,9/16/24
5855,7/15/24,7/15/24
5857,7/15/24,7/15/24
5858,5/20/24,5/20/24
5859,7/15/24,8/19/24
5861,6/17/24,6/17/24
5863,Complete,7/15/24
5864,Complete,2/19/24
5866,Complete,9/16/24
5867,5/6/24,5/6/24
5868,,
5869,6/17/24,6/17/24
5871,5/20/24,5/20/24
5872,8/19/24,8/19/24
5874,7/15/24,8/19/24
5875,5/20/24,5/20/24
5876,5/20/24,5/20/24
5879,,7/22/24
5880,4/8/24,6/17/24
5881,5/6/24,5/6/24
5882,9/16/24,9/16/24
5883,6/17/24,6/17/24
5884,Complete,8/19/24
5886,7/15/24,8/19/24
5888,4/8/24,4/8/24
5889,Complete,
5890,Complete,8/19/24
5891,5/6/24,5/6/24
5893,Complete,4/29/24
5894,5/20/24,4/29/24
5898,6/3/24,5/6/24
5903,8/5/24,8/5/24
5907,8/5/24,8/5/24
5908,6/3/24,6/3/24
5911,9/16/24,9/16/24
5912,9/16/24,9/16/24
5922,6/17/24,6/17/24
5923,,2/19/24
5925,7/22/24,6/17/24
5926,8/5/24,
5927,4/15/24,8/5/24
5929,6/17/24,6/17/24
5930,7/15/24,8/19/24
5932,9/16/24,9/16/24
5935,6/17/24,6/17/24
5936,4/8/24,6/17/24
5938,7/15/24,8/19/24
5944,5/6/24,5/6/24
5945,9/16/24,9/16/24
5947,7/15/24,7/15/24
5954,7/15/24,8/19/24
5956,Complete,8/19/24
5957,8/19/24,8/19/24
5959,6/3/24,6/3/24
5960,7/15/24,7/15/24
5962,7/15/24,7/15/24
5963,Complete,
5964,5/20/24,5/20/24
5965,7/22/24,2/19/24
5968,6/17/24,6/17/24
5969,4/8/24,6/17/24
5976,,4/15/24
5977,,4/15/24
5979,Complete,2/19/24
5980,Complete,2/19/24
5981,Complete,2/19/24
5982,Complete,2/19/24
5987,Complete,8/19/24
5988,5/20/24,4/29/24
5990,7/15/24,7/15/24
5991,7/15/24,7/15/24
5992,,4/15/24
5993,6/17/24,6/17/24
5994,6/17/24,6/17/24
5996,7/15/24,8/19/24
6078,Complete,8/19/24
6098,5/6/24,5/6/24
6149,5/20/24,5/20/24
6159,5/6/24,5/6/24
6165,7/22/24,8/19/24
6166,7/22/24,8/19/24
6170,7/15/24,7/15/24
6172,3/18/24,3/18/24
6173,8/19/24,8/19/24
6174,6/3/24,2/19/24
6176,,7/22/24
6178,8/19/24,8/5/24
6190,9/16/24,9/16/24
6207,5/20/24,5/20/24
6226,6/17/24,6/17/24
6233,,7/22/24
6243,,7/22/24
6263,,7/22/24
6264,,7/22/24
6284,5/20/24,
6286,5/6/24,5/6/24
6300,Complete,9/16/24
6323,7/22/24,7/22/24
6370,6/3/24,6/3/24
6390,Complete,2/19/24
6392,3/18/24,3/18/24
6394,,
6395,6/3/24,6/3/24
6397,9/16/24,9/16/24
6398,5/20/24,4/29/24
6459,5/6/24,5/6/24
6467,5/6/24,8/19/24
6468,5/20/24,
6469,7/22/24,7/22/24
6470,Complete,2/19/24
6476,Complete,2/19/24
6477,5/20/24,5/20/24
6480,5/20/24,5/20/24
6500,3/18/24,3/18/24
6531,8/19/24,8/19/24
6548,5/20/24,5/20/24
6576,3/18/24,3/18/24
6577,7/22/24,7/22/24
6578,Complete,
6579,6/3/24,6/3/24
6583,6/3/24,6/3/24
6585,3/18/24,3/18/24
6586,,7/22/24
6587,7/15/24,7/15/24
6588,7/22/24,7/22/24
6590,6/3/24,6/3/24
6592,,
6732,6/3/24,6/3/24
6786,5/6/24,5/6/24
6789,,7/22/24
6798,6/17/24,6/17/24
6807,7/22/24,7/22/24
6813,7/15/24,7/15/24
6814,,7/22/24
6828,,7/22/24
6849,7/22/24,8/19/24
6850,5/6/24,5/6/24
6851,Complete,8/19/24
6876,7/22/24,5/20/24
6878,7/22/24,6/17/24
6879,,4/29/24
6887,3/18/24,3/18/24
6894,5/20/24,5/20/24
6898,7/15/24,7/15/24
6922,5/6/24,5/6/24
6923,Complete,2/19/24
6925,3/18/24,3/18/24
6929,5/6/24,5/6/24
6931,6/3/24,6/3/24
6932,6/3/24,5/20/24
6936,6/17/24,6/17/24
6937,9/16/24,9/16/24
6941,9/16/24,9/16/24
6942,7/15/24,7/15/24
6943,7/22/24,5/20/24
6951,,6/17/24
6952,4/8/24,6/17/24
6953,5/20/24,5/20/24
6958,,7/22/24
6960,5/20/24,7/15/24
6962,,2/19/24
6963,Complete,9/16/24
6964,7/22/24,7/22/24
6966,Complete,9/16/24
6967,9/16/24,9/16/24
6968,9/16/24,5/20/24
6971,5/20/24,5/20/24
6975,5/20/24,5/20/24
6978,6/3/24,6/3/24
6998,8/5/24,8/5/24
7004,,7/22/24
7009,,4/29/24
7020,6/3/24,6/17/24
7032,6/17/24,6/17/24
7043,9/16/24,9/16/24
7062,,7/22/24
7072,4/15/24,4/15/24
7087,4/15/24,4/15/24
7098,6/17/24,4/29/24
7099,7/22/24,7/22/24
7127,7/22/24,7/22/24
7129,8/5/24,8/5/24
7137,,4/29/24
7146,,2/19/24
7156,5/6/24,5/6/24
7162,,4/29/24
7168,9/16/24,9/16/24
7174,6/17/24,6/17/24
7177,6/17/24,6/17/24
7178,Complete,8/19/24
7179,,4/29/24
7180,,2/19/24
7181,6/3/24,6/3/24
7185,3/18/24,3/18/24
7188,,2/19/24
7194,6/3/24,6/3/24
7199,9/16/24,9/16/24
7205,,7/22/24
7206,,7/22/24
7209,,4/29/24
7218,6/17/24,4/29/24
7220,5/6/24,5/6/24
7221,9/16/24,9/16/24
7222,6/17/24,4/29/24
7224,Complete,
7229,7/15/24,7/15/24
7232,Complete,
7233,7/22/24,7/22/24
7235,6/17/24,4/29/24
7238,6/17/24,4/29/24
7240,Complete,8/19/24
7241,7/22/24,7/22/24
7242,5/20/24,5/20/24
7243,,4/29/24
7245,8/19/24,6/3/24
7246,6/3/24,6/3/24
7247,8/19/24,8/19/24
7249,5/20/24,7/15/24
7251,Complete,
7254,,
7256,,
7259,,
7260,,
7261,,
7262,7/22/24,7/22/24
7263,,
7266,,
7280,7/22/24,6/17/24
7281,5/6/24,5/6/24
7290,6/3/24,6/3/24
7294,Complete,9/16/24
7296,,7/22/24
7298,9/16/24,9/16/24
7299,9/16/24,4/29/24
7301,7/22/24,6/3/24
7304,,7/22/24
7307,9/16/24,9/16/24
7308,Complete,9/16/24
7309,6/3/24,6/3/24
7311,5/6/24,5/6/24
7315,,7/22/24
7317,5/20/24,5/20/24
7320,5/20/24,5/20/24
7324,7/22/24,6/17/24
7326,Complete,9/16/24
7329,,4/29/24
7334,,4/29/24
7337,6/17/24,4/29/24
7339,3/18/24,3/18/24
7340,,4/29/24
7342,7/22/24,6/17/24
7347,Complete,
7349,7/15/24,7/15/24
7357,6/3/24,6/3/24
7361,6/3/24,6/3/24
7362,7/15/24,7/15/24
7368,,
7490,5/6/24,5/6/24
7728,Complete,
8089,,
8302,5/6/24,5/6/24
8306,5/6/24,
8331,3/18/24,3/18/24
8511,3/18/24,
8556,7/15/24,
8930,Complete,8/19/24
8958,7/15/24,8/19/24
9316,Complete,
9615,5/6/24,5/6/24
