Store Nbr,"Mixed BQT 
Double Bucket Wingstack Display","Mixed BQT 
Double Decker Pallet Display","Rose Lily
Double Bucket Wingstack Display",Small Bouquet Double Bucket Wingstack Display,"XL Premium Roses
Double Bucket Wingstack Display","XL Premium Roses
Pallet Display",TOTAL VALDAY PROMO DISPLAYS,Total WINGSTACK DISPLAYS,TOTAL PALLET DISPLAYS
1736,2,2,5,6,3,1,40,#REF!,#REF!
1737,0,1,3,0,1,0,13,#REF!,#REF!
1738,3,1,4,0,4,0,30,#REF!,#REF!
1739,0,2,7,2,6,1,44,#REF!,#REF!
1740,1,1,4,0,0,0,31,#REF!,#REF!
1741,1,2,4,7,2,0,43,#REF!,#REF!
1742,2,2,0,3,2,0,28,#REF!,#REF!
1744,0,1,3,4,0,0,19,#REF!,#REF!
1745,1,2,4,0,6,0,31,#REF!,#REF!
1746,1,0,4,2,11,0,46,#REF!,#REF!
1747,0,2,3,5,1,2,32,#REF!,#REF!
1748,3,0,7,0,8,1,41,#REF!,#REF!
1749,2,1,5,0,4,2,33,#REF!,#REF!
1750,1,1,0,0,2,0,18,#REF!,#REF!
1752,1,1,5,0,4,0,35,#REF!,#REF!
1753,0,2,4,0,1,2,19,#REF!,#REF!
1754,4,0,5,0,3,1,23,#REF!,#REF!
1757,0,2,0,0,0,1,14,#REF!,#REF!
1758,3,1,4,0,4,1,30,#REF!,#REF!
1759,4,2,6,3,0,0,39,#REF!,#REF!
1760,4,0,4,0,3,0,21,#REF!,#REF!
1761,3,1,2,0,0,0,18,#REF!,#REF!
1762,2,1,5,0,3,0,31,#REF!,#REF!
1763,3,0,3,7,10,1,57,#REF!,#REF!
1764,1,1,4,8,0,0,29,#REF!,#REF!
1765,0,3,3,0,6,2,36,#REF!,#REF!
1766,2,0,3,0,0,0,8,#REF!,#REF!
1767,1,2,5,0,3,1,41,#REF!,#REF!
1768,2,4,2,3,12,0,63,#REF!,#REF!
1769,3,1,4,0,5,0,32,#REF!,#REF!
1770,0,2,3,2,3,0,31,#REF!,#REF!
1771,1,1,4,0,8,0,33,#REF!,#REF!
1772,1,1,1,0,3,0,26,#REF!,#REF!
1773,2,1,6,2,4,0,35,#REF!,#REF!
1774,0,2,0,7,17,1,74,#REF!,#REF!
1775,1,2,2,0,6,0,21,#REF!,#REF!
1776,0,2,0,0,3,0,15,#REF!,#REF!
1777,3,1,0,1,0,1,12,#REF!,#REF!
1778,0,0,6,3,1,0,22,#REF!,#REF!
1780,2,1,4,0,5,1,29,#REF!,#REF!
1781,0,2,4,0,3,1,29,#REF!,#REF!
1782,0,1,3,0,6,3,49,#REF!,#REF!
1783,1,2,4,0,5,1,32,#REF!,#REF!
1784,2,1,0,2,4,1,27,#REF!,#REF!
1787,4,0,4,0,1,1,22,#REF!,#REF!
1788,0,1,4,1,3,0,20,#REF!,#REF!
1789,0,1,4,0,3,0,27,#REF!,#REF!
1790,3,1,5,0,7,1,30,#REF!,#REF!
1791,1,1,3,0,6,0,28,#REF!,#REF!
1792,4,2,0,0,1,1,20,#REF!,#REF!
1793,1,1,5,0,3,0,26,#REF!,#REF!
1794,0,3,3,0,1,0,17,#REF!,#REF!
1796,2,0,4,0,4,0,27,#REF!,#REF!
1797,1,0,5,0,5,1,34,#REF!,#REF!
1798,4,2,5,0,6,0,30,#REF!,#REF!
1799,0,2,4,6,2,2,28,#REF!,#REF!
1800,0,2,2,2,0,2,27,#REF!,#REF!
1801,4,1,4,0,0,1,37,#REF!,#REF!
1802,4,1,0,0,4,0,24,#REF!,#REF!
1803,0,0,5,0,3,2,25,#REF!,#REF!
1804,3,1,3,0,8,1,41,#REF!,#REF!
1805,4,0,3,6,0,0,29,#REF!,#REF!
1806,3,0,3,0,0,0,15,#REF!,#REF!
1807,2,2,0,0,1,0,20,#REF!,#REF!
1809,0,2,5,0,4,1,28,#REF!,#REF!
1810,0,1,1,5,7,3,44,#REF!,#REF!
1811,3,4,6,0,3,0,34,#REF!,#REF!
1812,0,4,3,2,2,0,22,#REF!,#REF!
1813,1,1,4,5,8,0,34,#REF!,#REF!
1814,4,1,3,0,0,0,24,#REF!,#REF!
1815,1,2,6,0,5,0,41,#REF!,#REF!
1817,0,3,3,3,7,2,38,#REF!,#REF!
1819,3,2,5,0,3,1,38,#REF!,#REF!
1820,3,2,6,5,2,0,44,#REF!,#REF!
1823,3,1,4,0,7,0,34,#REF!,#REF!
1825,2,1,0,3,7,2,46,#REF!,#REF!
1826,3,0,6,0,0,0,15,#REF!,#REF!
1827,4,0,2,0,0,0,13,#REF!,#REF!
1828,2,1,4,3,0,1,33,#REF!,#REF!
1829,0,2,5,0,10,0,38,#REF!,#REF!
1830,4,1,4,0,2,0,26,#REF!,#REF!
1831,4,1,4,0,0,0,22,#REF!,#REF!
1832,4,1,3,6,2,0,32,#REF!,#REF!
1833,4,2,0,0,1,3,28,#REF!,#REF!
1834,1,0,4,0,3,1,33,#REF!,#REF!
1835,0,3,2,0,1,0,17,#REF!,#REF!
1836,3,1,5,0,8,0,34,#REF!,#REF!
1837,4,2,0,1,3,1,31,#REF!,#REF!
1839,2,1,5,1,0,2,23,#REF!,#REF!
1840,0,1,2,0,7,0,37,#REF!,#REF!
1841,2,0,0,0,3,1,20,#REF!,#REF!
1842,0,2,4,6,0,0,37,#REF!,#REF!
1845,4,0,4,0,1,1,25,#REF!,#REF!
1846,0,1,4,5,4,3,54,#REF!,#REF!
1847,3,1,5,0,3,0,40,#REF!,#REF!
1848,2,1,4,0,3,0,19,#REF!,#REF!
1849,4,1,4,3,3,1,36,#REF!,#REF!
1850,0,2,3,0,6,0,28,#REF!,#REF!
1851,4,1,0,0,5,0,26,#REF!,#REF!
1852,1,2,5,0,7,3,47,#REF!,#REF!
1853,2,2,3,4,3,1,37,#REF!,#REF!
1855,1,0,4,2,0,0,13,#REF!,#REF!
1856,0,2,3,0,0,1,18,#REF!,#REF!
1858,0,1,5,0,4,1,26,#REF!,#REF!
1859,0,1,0,3,9,4,54,#REF!,#REF!
1860,0,1,3,4,3,1,27,#REF!,#REF!
1861,4,1,3,0,3,0,24,#REF!,#REF!
1862,3,1,4,4,4,0,43,#REF!,#REF!
1863,1,3,0,0,0,1,21,#REF!,#REF!
1864,4,1,4,0,3,0,25,#REF!,#REF!
1865,2,1,3,0,4,0,21,#REF!,#REF!
1866,1,2,4,0,0,0,14,#REF!,#REF!
1868,3,3,4,0,0,2,21,#REF!,#REF!
1870,2,1,4,0,0,2,16,#REF!,#REF!
1871,0,2,3,0,7,1,37,#REF!,#REF!
1872,1,1,4,2,4,0,30,#REF!,#REF!
1873,3,1,4,2,0,1,22,#REF!,#REF!
1874,3,3,9,7,5,0,50,#REF!,#REF!
1875,1,2,5,8,9,1,65,#REF!,#REF!
1878,1,4,4,6,4,1,46,#REF!,#REF!
1879,0,1,6,4,5,1,41,#REF!,#REF!
1880,0,2,5,0,3,1,25,#REF!,#REF!
1881,4,1,5,0,5,0,36,#REF!,#REF!
1882,0,4,4,7,10,2,50,#REF!,#REF!
1883,3,2,4,5,6,1,46,#REF!,#REF!
1884,0,1,4,0,5,0,30,#REF!,#REF!
1885,1,1,5,6,8,3,55,#REF!,#REF!
1886,4,1,3,0,4,0,27,#REF!,#REF!
1888,3,3,3,5,11,2,54,#REF!,#REF!
1889,2,2,2,0,4,0,24,#REF!,#REF!
1890,3,1,3,3,8,1,49,#REF!,#REF!
1891,0,1,2,0,0,0,15,#REF!,#REF!
1892,0,1,0,7,2,0,26,#REF!,#REF!
1894,3,0,3,2,3,1,38,#REF!,#REF!
1896,3,2,5,7,3,0,39,#REF!,#REF!
1897,2,1,3,0,0,0,16,#REF!,#REF!
1898,2,1,4,0,2,0,22,#REF!,#REF!
1899,0,2,3,4,0,0,21,#REF!,#REF!
1900,0,1,4,3,17,0,57,#REF!,#REF!
1901,1,2,2,0,4,0,23,#REF!,#REF!
1902,1,2,2,3,7,1,43,#REF!,#REF!
1903,3,1,5,0,7,0,52,#REF!,#REF!
1904,4,2,5,0,2,3,24,#REF!,#REF!
1905,2,2,5,3,3,2,39,#REF!,#REF!
1907,1,0,4,0,2,0,16,#REF!,#REF!
1908,3,2,0,5,5,1,41,#REF!,#REF!
1909,4,1,3,0,0,0,25,#REF!,#REF!
1910,4,0,4,0,8,0,28,#REF!,#REF!
1911,0,2,4,0,0,0,20,#REF!,#REF!
1912,1,1,2,2,0,0,18,#REF!,#REF!
1913,3,1,0,0,3,1,26,#REF!,#REF!
1914,1,1,3,0,3,0,20,#REF!,#REF!
1915,2,1,2,0,4,0,19,#REF!,#REF!
1916,0,0,4,4,3,0,29,#REF!,#REF!
1923,0,2,3,0,10,0,38,#REF!,#REF!
1924,2,2,4,0,5,0,32,#REF!,#REF!
1925,1,1,2,0,1,0,12,#REF!,#REF!
1926,2,1,6,0,4,0,28,#REF!,#REF!
1927,4,1,4,5,3,0,35,#REF!,#REF!
1928,1,0,5,0,5,0,30,#REF!,#REF!
1929,3,2,6,0,3,2,53,#REF!,#REF!
1931,2,1,5,0,5,1,37,#REF!,#REF!
1932,2,1,4,0,5,2,35,#REF!,#REF!
1934,4,0,0,0,0,0,22,#REF!,#REF!
1935,1,3,5,9,7,4,68,#REF!,#REF!
1936,0,1,0,0,3,0,23,#REF!,#REF!
1937,1,1,0,0,9,0,32,#REF!,#REF!
1938,1,1,4,0,0,0,22,#REF!,#REF!
1939,0,2,3,0,5,0,22,#REF!,#REF!
1940,4,1,4,0,0,0,23,#REF!,#REF!
1941,0,1,2,1,0,1,16,#REF!,#REF!
1942,3,1,3,5,4,1,29,#REF!,#REF!
1943,4,2,3,0,5,1,38,#REF!,#REF!
1945,1,2,5,0,3,1,27,#REF!,#REF!
1946,0,1,5,0,3,0,34,#REF!,#REF!
1947,3,0,4,0,12,0,42,#REF!,#REF!
1948,4,0,5,0,4,0,32,#REF!,#REF!
1949,4,2,5,2,8,0,54,#REF!,#REF!
1950,2,1,2,0,0,0,16,#REF!,#REF!
1951,1,4,3,1,5,2,38,#REF!,#REF!
1952,2,1,4,0,0,0,14,#REF!,#REF!
1953,1,1,4,0,0,0,17,#REF!,#REF!
1954,0,1,3,0,3,0,20,#REF!,#REF!
1955,4,1,0,5,9,1,44,#REF!,#REF!
1956,2,2,4,0,4,2,32,#REF!,#REF!
1957,2,0,5,6,0,2,28,#REF!,#REF!
1958,3,0,0,0,9,2,44,#REF!,#REF!
1959,0,2,5,6,7,0,50,#REF!,#REF!
1960,4,1,3,6,8,4,49,#REF!,#REF!
1961,0,2,4,0,5,0,21,#REF!,#REF!
1962,4,1,4,0,3,1,31,#REF!,#REF!
1964,1,0,0,0,0,0,10,#REF!,#REF!
1965,4,2,5,0,3,1,43,#REF!,#REF!
1966,2,1,3,0,5,0,25,#REF!,#REF!
1967,3,1,4,0,4,0,34,#REF!,#REF!
1968,4,1,0,3,3,0,26,#REF!,#REF!
1969,1,1,3,0,0,0,11,#REF!,#REF!
1970,2,0,3,0,2,0,19,#REF!,#REF!
1971,3,1,3,5,2,1,30,#REF!,#REF!
1973,0,2,0,0,1,1,18,#REF!,#REF!
1975,2,1,4,0,4,0,27,#REF!,#REF!
1976,4,1,5,4,7,0,47,#REF!,#REF!
1977,2,1,4,2,0,0,26,#REF!,#REF!
1978,0,2,5,0,3,1,35,#REF!,#REF!
1980,4,1,5,0,0,0,15,#REF!,#REF!
1981,0,3,6,8,2,0,41,#REF!,#REF!
1982,2,1,3,0,3,1,39,#REF!,#REF!
1983,0,1,7,0,0,0,9,#REF!,#REF!
1984,3,1,3,0,5,0,26,#REF!,#REF!
1985,0,2,5,3,0,0,24,#REF!,#REF!
1986,1,1,0,2,2,1,35,#REF!,#REF!
1987,4,0,5,0,5,1,29,#REF!,#REF!
1988,1,0,3,0,0,0,16,#REF!,#REF!
1989,1,1,6,0,2,1,19,#REF!,#REF!
1991,2,2,4,6,0,0,31,#REF!,#REF!
1993,0,2,3,0,8,0,37,#REF!,#REF!
1994,2,2,4,0,0,1,19,#REF!,#REF!
1995,4,2,4,0,6,0,40,#REF!,#REF!
1996,2,0,2,3,0,0,18,#REF!,#REF!
1997,0,2,0,5,3,0,21,#REF!,#REF!
1998,2,0,2,0,2,0,19,#REF!,#REF!
1999,3,2,0,0,3,0,23,#REF!,#REF!
2000,1,0,5,0,0,0,14,#REF!,#REF!
2001,2,0,6,0,6,0,32,#REF!,#REF!
2002,0,1,4,3,2,0,24,#REF!,#REF!
2003,0,2,4,3,2,0,33,#REF!,#REF!
2004,2,1,3,0,3,0,19,#REF!,#REF!
2005,0,1,2,0,4,0,29,#REF!,#REF!
2006,2,2,2,0,1,0,15,#REF!,#REF!
2007,2,3,3,9,8,3,67,#REF!,#REF!
2010,1,1,5,0,5,1,38,#REF!,#REF!
2012,0,2,4,0,3,1,29,#REF!,#REF!
2013,2,1,2,0,4,1,31,#REF!,#REF!
2014,3,0,5,0,3,0,32,#REF!,#REF!
2015,4,1,6,0,0,0,28,#REF!,#REF!
2016,2,2,0,0,6,1,31,#REF!,#REF!
2019,4,2,4,5,11,0,67,#REF!,#REF!
2021,0,1,5,2,3,2,36,#REF!,#REF!
2022,1,1,3,3,0,1,20,#REF!,#REF!
2023,1,1,0,4,4,1,21,#REF!,#REF!
2024,2,2,5,8,3,0,35,#REF!,#REF!
2025,0,0,3,0,7,0,30,#REF!,#REF!
2027,0,2,5,7,3,1,35,#REF!,#REF!
2028,2,1,4,0,0,1,20,#REF!,#REF!
2030,2,0,3,0,1,0,17,#REF!,#REF!
2032,3,0,5,0,0,0,14,#REF!,#REF!
2033,0,1,4,5,0,3,38,#REF!,#REF!
2035,2,0,4,0,0,0,20,#REF!,#REF!
2036,0,1,4,0,4,1,37,#REF!,#REF!
2037,0,3,0,0,3,0,13,#REF!,#REF!
2038,1,2,6,5,2,0,42,#REF!,#REF!
2040,4,0,0,0,2,0,25,#REF!,#REF!
2045,0,1,2,0,2,0,17,#REF!,#REF!
2046,3,2,6,0,5,1,36,#REF!,#REF!
2047,0,2,6,0,4,0,23,#REF!,#REF!
2048,0,1,3,0,3,0,22,#REF!,#REF!
2049,0,2,5,0,12,0,44,#REF!,#REF!
2050,1,1,2,0,1,1,18,#REF!,#REF!
2051,0,1,4,0,10,0,46,#REF!,#REF!
2053,1,0,5,0,5,0,28,#REF!,#REF!
2055,1,1,5,0,4,1,28,#REF!,#REF!
2056,1,1,3,3,0,0,20,#REF!,#REF!
2058,0,0,0,0,0,2,11,#REF!,#REF!
2059,3,3,3,0,4,1,38,#REF!,#REF!
2061,2,1,4,0,4,0,28,#REF!,#REF!
2062,3,0,2,0,6,0,30,#REF!,#REF!
2063,3,1,3,0,6,1,44,#REF!,#REF!
2064,2,1,3,4,2,1,28,#REF!,#REF!
2065,3,1,3,0,3,0,36,#REF!,#REF!
2066,0,1,3,2,6,1,34,#REF!,#REF!
2068,1,2,4,1,2,0,31,#REF!,#REF!
2069,1,0,3,0,7,1,31,#REF!,#REF!
2073,0,2,4,5,10,0,45,#REF!,#REF!
2075,1,0,3,0,3,0,16,#REF!,#REF!
2077,4,0,3,0,2,0,20,#REF!,#REF!
2078,2,2,4,0,6,1,47,#REF!,#REF!
2079,0,1,5,0,5,0,32,#REF!,#REF!
2080,1,1,1,0,5,0,20,#REF!,#REF!
2081,3,1,3,6,4,2,40,#REF!,#REF!
2082,2,1,3,0,2,1,20,#REF!,#REF!
2083,2,1,9,2,8,2,54,#REF!,#REF!
2084,4,0,3,0,0,0,14,#REF!,#REF!
2086,0,0,4,1,2,0,23,#REF!,#REF!
2087,4,1,4,0,0,0,21,#REF!,#REF!
2088,1,0,5,6,8,0,60,#REF!,#REF!
2089,2,1,2,0,3,0,25,#REF!,#REF!
2091,2,1,3,0,0,1,18,#REF!,#REF!
2093,4,2,3,5,3,0,32,#REF!,#REF!
2094,0,2,2,0,0,0,14,#REF!,#REF!
2095,2,1,4,0,1,0,22,#REF!,#REF!
2096,3,0,4,0,1,0,20,#REF!,#REF!
2097,2,0,3,2,1,1,18,#REF!,#REF!
2098,4,1,4,6,2,0,36,#REF!,#REF!
2100,1,1,4,0,3,1,20,#REF!,#REF!
2101,1,3,5,7,0,2,47,#REF!,#REF!
2102,3,0,0,0,3,1,24,#REF!,#REF!
2103,1,0,4,0,4,1,20,#REF!,#REF!
2104,1,3,3,3,5,0,41,#REF!,#REF!
2105,2,0,2,1,0,2,28,#REF!,#REF!
2106,2,1,1,0,4,0,28,#REF!,#REF!
2107,1,1,4,10,0,0,38,#REF!,#REF!
2108,3,1,3,3,0,0,25,#REF!,#REF!
2110,3,1,4,0,0,0,17,#REF!,#REF!
2111,4,1,1,2,0,0,18,#REF!,#REF!
2112,0,0,5,6,6,0,32,#REF!,#REF!
2113,0,1,4,1,7,0,37,#REF!,#REF!
2114,3,2,3,9,5,0,41,#REF!,#REF!
2115,3,1,5,0,7,0,44,#REF!,#REF!
2116,2,1,0,0,2,0,17,#REF!,#REF!
2117,3,2,5,3,2,1,29,#REF!,#REF!
2119,0,1,4,4,3,0,23,#REF!,#REF!
2120,4,1,3,0,3,1,24,#REF!,#REF!
2121,2,2,3,0,0,1,27,#REF!,#REF!
2122,2,1,3,0,2,0,20,#REF!,#REF!
2123,4,2,6,6,1,0,33,#REF!,#REF!
2124,4,1,5,0,4,0,28,#REF!,#REF!
2125,1,1,4,3,0,0,20,#REF!,#REF!
2127,2,1,3,0,5,1,34,#REF!,#REF!
2128,3,1,2,0,1,1,14,#REF!,#REF!
2129,4,2,3,0,6,0,35,#REF!,#REF!
2130,3,0,3,0,4,0,19,#REF!,#REF!
2131,1,0,4,3,2,0,23,#REF!,#REF!
2132,3,0,1,0,1,0,14,#REF!,#REF!
2133,3,1,3,0,2,0,22,#REF!,#REF!
2134,2,2,3,7,7,1,43,#REF!,#REF!
2135,0,1,3,0,0,0,12,#REF!,#REF!
2136,1,0,6,2,3,0,36,#REF!,#REF!
2137,4,1,3,0,6,0,27,#REF!,#REF!
2140,3,1,4,0,5,0,27,#REF!,#REF!
2141,2,1,2,0,2,0,18,#REF!,#REF!
2142,0,1,3,1,3,1,27,#REF!,#REF!
2143,3,1,5,0,7,0,27,#REF!,#REF!
2145,3,1,3,0,1,1,23,#REF!,#REF!
2146,0,2,4,0,0,0,17,#REF!,#REF!
2147,2,2,4,0,4,2,35,#REF!,#REF!
2149,2,0,5,0,6,0,35,#REF!,#REF!
2151,3,1,3,2,1,0,18,#REF!,#REF!
2152,2,1,1,0,5,0,30,#REF!,#REF!
2153,2,1,4,0,1,1,19,#REF!,#REF!
2154,0,4,3,4,0,0,25,#REF!,#REF!
2155,2,1,4,0,4,0,28,#REF!,#REF!
2157,2,1,5,0,0,1,24,#REF!,#REF!
2158,1,1,4,1,0,0,18,#REF!,#REF!
2159,4,2,0,9,5,0,49,#REF!,#REF!
2160,2,1,3,0,6,1,32,#REF!,#REF!
2164,1,2,4,4,2,1,33,#REF!,#REF!
2166,4,2,4,0,3,1,28,#REF!,#REF!
2169,3,1,3,0,5,0,29,#REF!,#REF!
2174,1,1,4,0,3,0,20,#REF!,#REF!
2175,2,1,3,1,0,0,30,#REF!,#REF!
2176,3,1,5,0,3,1,29,#REF!,#REF!
2178,2,1,2,0,3,0,19,#REF!,#REF!
2181,1,3,5,4,14,1,57,#REF!,#REF!
2183,0,2,5,0,4,1,21,#REF!,#REF!
2185,1,1,3,0,3,0,19,#REF!,#REF!
2187,2,0,2,5,0,2,26,#REF!,#REF!
2189,0,0,4,0,5,0,26,#REF!,#REF!
2191,2,2,5,6,10,1,55,#REF!,#REF!
2192,1,2,5,2,0,2,27,#REF!,#REF!
2193,2,1,3,2,1,0,30,#REF!,#REF!
2195,1,1,0,0,0,0,13,#REF!,#REF!
2196,1,0,3,0,4,0,17,#REF!,#REF!
2197,4,2,0,5,3,1,42,#REF!,#REF!
2198,4,0,3,1,3,0,32,#REF!,#REF!
2199,0,1,3,0,0,0,18,#REF!,#REF!
2201,3,3,4,7,4,3,51,#REF!,#REF!
2202,2,1,1,0,5,1,24,#REF!,#REF!
2204,2,1,0,4,2,0,24,#REF!,#REF!
2205,2,2,3,0,3,1,28,#REF!,#REF!
2207,3,0,2,0,3,0,22,#REF!,#REF!
2208,0,1,5,0,0,1,28,#REF!,#REF!
2209,3,1,0,0,4,0,39,#REF!,#REF!
2210,1,0,0,0,0,0,27,#REF!,#REF!
2211,4,3,5,0,8,0,51,#REF!,#REF!
2213,0,2,1,4,2,1,30,#REF!,#REF!
2214,0,0,3,5,7,0,42,#REF!,#REF!
2215,0,1,3,5,4,0,23,#REF!,#REF!
2218,0,1,3,0,0,0,11,#REF!,#REF!
2221,3,1,3,0,0,1,24,#REF!,#REF!
2222,0,1,4,3,4,0,25,#REF!,#REF!
2223,0,2,4,0,0,1,31,#REF!,#REF!
2225,2,1,5,5,0,0,26,#REF!,#REF!
2226,2,0,3,0,0,0,9,#REF!,#REF!
2230,3,2,3,0,0,0,20,#REF!,#REF!
2231,4,1,2,0,5,0,30,#REF!,#REF!
2233,0,2,3,3,5,0,36,#REF!,#REF!
2234,3,2,4,0,3,0,38,#REF!,#REF!
2237,0,2,0,8,12,1,56,#REF!,#REF!
2238,1,2,3,0,4,1,25,#REF!,#REF!
2239,3,1,5,9,5,3,73,#REF!,#REF!
2241,0,4,3,0,8,0,49,#REF!,#REF!
2242,3,0,1,1,1,0,18,#REF!,#REF!
2243,2,2,5,0,4,2,45,#REF!,#REF!
2244,0,2,5,0,4,3,43,#REF!,#REF!
2245,0,3,4,0,2,0,20,#REF!,#REF!
2247,1,1,3,3,0,0,19,#REF!,#REF!
2249,0,2,3,7,10,2,62,#REF!,#REF!
2250,3,0,4,0,0,0,15,#REF!,#REF!
2251,2,1,2,2,0,0,17,#REF!,#REF!
2252,2,1,4,0,2,0,30,#REF!,#REF!
2253,4,2,3,0,1,1,30,#REF!,#REF!
2255,0,2,2,3,1,0,29,#REF!,#REF!
2256,0,1,5,0,11,0,43,#REF!,#REF!
2257,0,3,0,3,0,2,35,#REF!,#REF!
2259,0,2,4,3,4,0,31,#REF!,#REF!
2261,1,1,4,3,0,2,23,#REF!,#REF!
2262,0,2,0,10,3,0,38,#REF!,#REF!
2263,2,0,1,0,2,0,18,#REF!,#REF!
2265,0,4,0,1,8,0,36,#REF!,#REF!
2266,2,2,4,0,3,2,36,#REF!,#REF!
2269,2,4,2,6,2,1,43,#REF!,#REF!
2270,4,2,0,0,8,0,47,#REF!,#REF!
2271,0,2,0,0,6,0,36,#REF!,#REF!
2272,1,2,5,7,2,0,36,#REF!,#REF!
2273,2,0,4,5,8,1,41,#REF!,#REF!
2274,0,2,0,5,2,0,29,#REF!,#REF!
2275,1,0,4,0,2,0,19,#REF!,#REF!
2276,1,1,5,4,4,1,45,#REF!,#REF!
2277,4,0,8,0,7,1,32,#REF!,#REF!
2278,3,1,4,0,3,0,32,#REF!,#REF!
2279,2,2,3,1,3,1,34,#REF!,#REF!
2281,0,3,5,0,5,1,35,#REF!,#REF!
2282,3,1,5,3,0,0,23,#REF!,#REF!
2283,3,1,1,0,0,3,15,#REF!,#REF!
2284,2,2,4,7,2,2,33,#REF!,#REF!
2285,1,1,6,0,3,0,29,#REF!,#REF!
2287,4,2,3,0,3,0,23,#REF!,#REF!
2289,4,1,3,0,6,0,30,#REF!,#REF!
2292,3,1,3,1,1,0,17,#REF!,#REF!
2293,2,0,3,0,1,0,10,#REF!,#REF!
2294,0,2,3,0,0,0,12,#REF!,#REF!
2295,1,1,7,0,7,2,39,#REF!,#REF!
2299,1,1,0,1,0,0,13,#REF!,#REF!
2300,2,2,4,0,3,1,35,#REF!,#REF!
2306,4,1,5,2,5,0,37,#REF!,#REF!
2307,1,2,6,3,9,1,47,#REF!,#REF!
2309,3,1,5,2,6,0,33,#REF!,#REF!
2310,2,1,5,0,6,0,29,#REF!,#REF!
2311,4,1,4,0,7,1,40,#REF!,#REF!
2312,3,0,3,0,0,0,24,#REF!,#REF!
2313,3,1,3,6,3,1,37,#REF!,#REF!
2316,0,0,5,5,5,0,40,#REF!,#REF!
2318,3,1,5,0,11,0,57,#REF!,#REF!
2320,1,0,3,0,3,0,15,#REF!,#REF!
2322,3,0,3,0,0,0,23,#REF!,#REF!
2323,3,1,0,1,3,0,29,#REF!,#REF!
2325,0,1,4,0,5,1,28,#REF!,#REF!
2328,3,0,3,0,0,0,13,#REF!,#REF!
2329,3,0,5,0,5,0,30,#REF!,#REF!
2330,0,1,5,3,0,1,34,#REF!,#REF!
2331,1,0,4,4,0,0,19,#REF!,#REF!
2334,4,1,3,1,4,0,30,#REF!,#REF!
2335,0,2,0,0,3,0,22,#REF!,#REF!
2336,1,0,2,2,5,1,31,#REF!,#REF!
2337,3,0,3,0,2,0,22,#REF!,#REF!
2338,0,2,4,0,2,1,17,#REF!,#REF!
2339,1,2,5,0,11,1,38,#REF!,#REF!
2340,0,3,2,0,2,0,19,#REF!,#REF!
2348,4,0,3,0,5,0,23,#REF!,#REF!
2350,0,2,5,0,6,1,33,#REF!,#REF!
2351,2,1,4,4,4,0,28,#REF!,#REF!
2352,0,2,3,0,4,2,29,#REF!,#REF!
2354,2,1,4,6,4,0,31,#REF!,#REF!
2355,3,1,3,0,0,0,18,#REF!,#REF!
2357,4,0,0,3,3,0,23,#REF!,#REF!
2358,0,2,3,0,8,1,30,#REF!,#REF!
2359,1,3,0,6,11,3,65,#REF!,#REF!
2360,2,0,0,2,3,0,22,#REF!,#REF!
2362,4,0,3,0,6,0,33,#REF!,#REF!
2365,1,2,0,3,2,0,24,#REF!,#REF!
2366,1,0,5,0,5,1,31,#REF!,#REF!
2367,3,2,5,0,3,1,44,#REF!,#REF!
2368,2,1,4,0,2,1,32,#REF!,#REF!
2369,4,1,2,0,2,0,19,#REF!,#REF!
2370,0,1,4,0,0,0,16,#REF!,#REF!
2371,4,2,4,2,5,0,37,#REF!,#REF!
2385,4,0,3,0,2,1,23,#REF!,#REF!
2386,3,1,1,3,0,0,18,#REF!,#REF!
2387,0,4,4,7,0,2,34,#REF!,#REF!
2388,2,2,4,0,3,0,31,#REF!,#REF!
2391,2,0,3,0,3,1,16,#REF!,#REF!
2392,1,1,2,0,2,0,17,#REF!,#REF!
2393,0,1,3,0,2,1,18,#REF!,#REF!
2394,0,1,3,2,0,1,27,#REF!,#REF!
2395,3,0,5,0,0,1,14,#REF!,#REF!
2396,0,1,2,0,0,0,9,#REF!,#REF!
2397,2,0,0,0,0,0,9,#REF!,#REF!
2399,0,1,4,2,4,1,33,#REF!,#REF!
2400,3,1,3,0,3,0,30,#REF!,#REF!
2402,2,0,4,0,1,0,24,#REF!,#REF!
2403,3,2,4,3,3,2,43,#REF!,#REF!
2404,1,1,4,4,4,0,41,#REF!,#REF!
2405,3,2,3,5,1,0,41,#REF!,#REF!
2406,2,0,1,0,2,0,17,#REF!,#REF!
2412,0,2,4,3,0,0,22,#REF!,#REF!
2414,4,0,2,0,0,1,12,#REF!,#REF!
2417,0,1,4,0,5,0,24,#REF!,#REF!
2420,0,2,0,7,10,4,63,#REF!,#REF!
2421,0,2,5,0,3,1,25,#REF!,#REF!
2424,4,1,3,0,0,0,16,#REF!,#REF!
2425,1,0,3,0,5,1,22,#REF!,#REF!
2426,2,1,2,0,2,0,24,#REF!,#REF!
2427,0,1,2,0,0,0,15,#REF!,#REF!
2428,3,1,3,0,0,0,15,#REF!,#REF!
2429,2,1,5,0,3,1,35,#REF!,#REF!
2431,2,3,6,0,3,1,28,#REF!,#REF!
2432,0,1,4,0,2,0,16,#REF!,#REF!
2433,4,0,4,3,2,0,21,#REF!,#REF!
2434,2,1,0,0,2,1,22,#REF!,#REF!
2435,1,2,3,0,0,0,14,#REF!,#REF!
2436,2,2,3,0,2,0,24,#REF!,#REF!
