Store Nbr,"Mixed BQT 
Double Bucket Wingstack Display","Mixed BQT 
Double Decker Pallet Display","Rose Lily
Double Bucket Wingstack Display",Small Bouquet Double Bucket Wingstack Display,"XL Premium Roses
Double Bucket Wingstack Display","XL Premium Roses
Pallet Display",TOTAL VALDAY PROMO DISPLAYS,Total WINGSTACK DISPLAYS,TOTAL PALLET DISPLAYS
590,1,1,4,3,0,0,28,#REF!,#REF!
591,0,2,3,0,3,0,32,#REF!,#REF!
592,0,1,0,0,0,0,15,#REF!,#REF!
593,2,1,2,7,6,3,56,#REF!,#REF!
594,0,1,1,0,1,0,15,#REF!,#REF!
595,0,4,0,0,5,1,46,#REF!,#REF!
598,3,3,0,10,8,2,67,#REF!,#REF!
599,1,1,1,0,5,1,26,#REF!,#REF!
600,2,1,2,0,0,0,18,#REF!,#REF!
601,3,2,4,0,3,0,31,#REF!,#REF!
602,1,0,3,2,0,2,19,#REF!,#REF!
603,0,2,4,0,2,0,19,#REF!,#REF!
604,3,1,1,0,0,2,20,#REF!,#REF!
605,1,0,6,0,5,0,33,#REF!,#REF!
608,0,3,4,4,7,2,53,#REF!,#REF!
609,0,2,3,0,0,1,24,#REF!,#REF!
610,0,4,6,3,8,1,61,#REF!,#REF!
611,2,2,3,2,11,1,46,#REF!,#REF!
612,4,1,0,0,3,0,22,#REF!,#REF!
613,0,2,5,7,0,1,35,#REF!,#REF!
614,3,0,1,0,0,0,21,#REF!,#REF!
615,4,3,4,0,5,0,41,#REF!,#REF!
616,0,2,4,0,3,0,32,#REF!,#REF!
618,4,1,2,3,1,1,31,#REF!,#REF!
619,2,1,2,6,2,0,35,#REF!,#REF!
620,2,0,2,0,5,0,27,#REF!,#REF!
621,0,1,3,0,4,0,26,#REF!,#REF!
622,0,5,3,3,0,1,44,#REF!,#REF!
623,1,1,5,4,5,2,39,#REF!,#REF!
624,1,3,3,4,4,0,37,#REF!,#REF!
625,2,0,4,0,5,1,32,#REF!,#REF!
627,3,1,3,0,6,0,37,#REF!,#REF!
628,1,1,4,4,5,2,42,#REF!,#REF!
629,3,0,0,0,4,1,25,#REF!,#REF!
630,1,2,4,3,8,1,45,#REF!,#REF!
631,1,2,10,4,0,0,34,#REF!,#REF!
632,2,2,2,0,3,2,21,#REF!,#REF!
633,3,1,0,0,3,0,28,#REF!,#REF!
634,1,2,1,1,2,1,32,#REF!,#REF!
635,1,2,4,0,5,0,37,#REF!,#REF!
636,4,2,3,0,1,0,19,#REF!,#REF!
637,3,1,4,5,0,1,36,#REF!,#REF!
638,2,0,4,0,7,1,45,#REF!,#REF!
639,1,0,4,4,6,0,44,#REF!,#REF!
640,3,1,2,0,3,1,31,#REF!,#REF!
641,0,2,5,6,0,1,31,#REF!,#REF!
642,3,1,4,0,12,0,49,#REF!,#REF!
643,0,2,3,0,4,1,24,#REF!,#REF!
644,0,2,2,0,4,0,23,#REF!,#REF!
645,1,2,4,7,2,1,44,#REF!,#REF!
646,0,1,4,0,0,1,16,#REF!,#REF!
647,1,1,2,0,0,0,13,#REF!,#REF!
648,0,2,1,3,1,1,21,#REF!,#REF!
649,4,2,4,0,5,0,41,#REF!,#REF!
651,0,1,1,0,0,0,16,#REF!,#REF!
652,1,1,3,0,2,0,26,#REF!,#REF!
653,3,1,6,0,4,0,38,#REF!,#REF!
655,2,1,4,0,2,2,31,#REF!,#REF!
656,2,1,3,0,4,0,33,#REF!,#REF!
657,3,3,4,0,2,1,37,#REF!,#REF!
658,4,2,4,6,0,0,30,#REF!,#REF!
659,2,0,3,0,0,0,16,#REF!,#REF!
660,4,1,0,4,1,2,36,#REF!,#REF!
661,1,3,3,3,10,1,68,#REF!,#REF!
662,3,1,2,4,11,1,53,#REF!,#REF!
663,3,2,2,6,4,1,45,#REF!,#REF!
664,3,1,3,0,4,0,28,#REF!,#REF!
665,3,0,2,0,1,0,22,#REF!,#REF!
666,1,1,7,0,3,0,37,#REF!,#REF!
667,1,1,2,0,2,0,29,#REF!,#REF!
668,3,3,4,5,12,2,72,#REF!,#REF!
669,2,1,2,5,16,0,86,#REF!,#REF!
670,1,4,6,0,11,0,67,#REF!,#REF!
671,2,3,1,4,9,3,58,#REF!,#REF!
672,0,2,0,6,7,1,45,#REF!,#REF!
673,1,3,0,4,12,1,60,#REF!,#REF!
674,0,2,3,6,11,1,50,#REF!,#REF!
675,1,2,3,0,8,0,38,#REF!,#REF!
676,2,0,0,0,4,0,27,#REF!,#REF!
677,0,3,0,0,6,1,32,#REF!,#REF!
678,1,2,4,0,2,0,32,#REF!,#REF!
680,2,0,0,2,7,2,38,#REF!,#REF!
681,2,1,0,0,10,1,53,#REF!,#REF!
682,2,1,4,0,6,0,38,#REF!,#REF!
683,3,3,3,3,10,0,52,#REF!,#REF!
684,3,1,3,0,15,1,60,#REF!,#REF!
685,0,1,0,8,14,2,63,#REF!,#REF!
686,3,0,3,0,5,1,36,#REF!,#REF!
687,0,4,0,6,14,0,66,#REF!,#REF!
688,2,1,1,3,2,0,30,#REF!,#REF!
689,3,1,2,4,8,1,55,#REF!,#REF!
690,0,2,0,5,0,0,34,#REF!,#REF!
691,3,3,5,0,4,2,50,#REF!,#REF!
692,4,1,2,0,2,1,29,#REF!,#REF!
694,3,1,3,0,9,0,50,#REF!,#REF!
695,4,0,2,5,4,0,33,#REF!,#REF!
697,0,2,4,6,6,1,52,#REF!,#REF!
698,0,3,0,3,3,1,31,#REF!,#REF!
699,0,2,4,2,3,0,33,#REF!,#REF!
700,2,0,3,3,4,0,34,#REF!,#REF!
701,2,1,0,0,3,1,25,#REF!,#REF!
702,0,1,0,0,4,0,22,#REF!,#REF!
703,1,1,1,0,3,1,21,#REF!,#REF!
705,2,1,4,8,5,0,44,#REF!,#REF!
706,4,2,3,9,1,0,40,#REF!,#REF!
707,0,1,2,0,0,0,19,#REF!,#REF!
708,3,1,0,0,0,0,13,#REF!,#REF!
709,3,0,3,4,0,0,30,#REF!,#REF!
710,2,1,2,0,3,0,20,#REF!,#REF!
711,0,4,4,10,7,2,51,#REF!,#REF!
712,3,2,2,5,4,0,37,#REF!,#REF!
714,4,0,0,0,0,0,14,#REF!,#REF!
715,1,2,0,1,9,2,44,#REF!,#REF!
716,4,1,3,2,9,0,42,#REF!,#REF!
718,3,1,0,8,6,2,48,#REF!,#REF!
719,0,2,2,0,4,0,25,#REF!,#REF!
720,0,1,2,0,9,0,28,#REF!,#REF!
721,0,1,2,5,0,4,41,#REF!,#REF!
722,0,2,4,0,6,3,42,#REF!,#REF!
723,0,2,4,4,4,0,31,#REF!,#REF!
724,4,1,4,8,6,1,48,#REF!,#REF!
725,0,3,6,9,5,2,53,#REF!,#REF!
726,0,1,2,0,0,0,21,#REF!,#REF!
727,2,0,3,0,3,0,19,#REF!,#REF!
728,2,1,1,0,4,0,23,#REF!,#REF!
729,3,2,4,0,3,0,32,#REF!,#REF!
730,0,2,0,0,6,1,30,#REF!,#REF!
731,3,0,2,2,2,0,21,#REF!,#REF!
733,1,1,4,0,2,0,16,#REF!,#REF!
734,0,0,6,3,4,2,40,#REF!,#REF!
735,1,2,2,2,5,1,33,#REF!,#REF!
736,0,4,3,0,2,1,28,#REF!,#REF!
737,2,3,4,0,5,1,39,#REF!,#REF!
738,0,2,3,0,5,1,28,#REF!,#REF!
739,3,1,3,0,11,0,41,#REF!,#REF!
740,2,2,3,0,4,0,27,#REF!,#REF!
741,0,2,4,2,4,1,36,#REF!,#REF!
742,4,2,0,0,5,0,35,#REF!,#REF!
743,2,1,0,4,5,3,60,#REF!,#REF!
744,1,2,3,2,2,1,33,#REF!,#REF!
745,4,0,0,4,1,0,28,#REF!,#REF!
746,4,1,3,0,8,1,42,#REF!,#REF!
748,3,0,0,0,0,0,11,#REF!,#REF!
749,4,1,4,0,0,1,27,#REF!,#REF!
750,1,1,0,0,3,0,14,#REF!,#REF!
751,2,2,0,2,1,1,14,#REF!,#REF!
752,3,2,2,0,3,4,49,#REF!,#REF!
753,0,2,0,0,1,0,17,#REF!,#REF!
754,3,3,3,5,2,0,49,#REF!,#REF!
755,1,2,2,9,2,2,37,#REF!,#REF!
756,3,1,2,0,7,0,33,#REF!,#REF!
757,2,2,3,0,8,0,38,#REF!,#REF!
758,3,1,3,0,2,1,21,#REF!,#REF!
759,1,1,4,0,2,0,29,#REF!,#REF!
761,1,0,2,0,7,0,32,#REF!,#REF!
762,4,3,4,5,0,1,31,#REF!,#REF!
764,3,0,4,0,9,2,45,#REF!,#REF!
765,4,2,3,0,6,3,38,#REF!,#REF!
766,0,2,3,0,4,1,38,#REF!,#REF!
767,0,4,3,9,7,0,46,#REF!,#REF!
768,2,2,1,0,0,2,19,#REF!,#REF!
769,3,3,5,2,8,3,51,#REF!,#REF!
770,0,1,0,0,2,0,15,#REF!,#REF!
771,1,2,3,0,3,0,25,#REF!,#REF!
772,0,1,0,3,3,2,31,#REF!,#REF!
773,3,0,2,0,3,0,19,#REF!,#REF!
774,3,1,4,9,1,3,45,#REF!,#REF!
775,0,2,0,0,5,1,26,#REF!,#REF!
776,3,1,0,0,0,0,27,#REF!,#REF!
777,1,1,0,0,0,1,17,#REF!,#REF!
778,2,1,6,4,0,0,31,#REF!,#REF!
779,2,1,3,3,21,2,75,#REF!,#REF!
780,2,2,1,5,7,0,43,#REF!,#REF!
781,0,1,4,0,0,2,21,#REF!,#REF!
782,0,3,4,0,9,3,48,#REF!,#REF!
784,0,1,3,0,0,0,12,#REF!,#REF!
785,2,0,1,0,3,2,18,#REF!,#REF!
786,3,1,3,4,2,0,26,#REF!,#REF!
787,2,1,5,11,0,1,42,#REF!,#REF!
788,3,2,5,0,0,0,16,#REF!,#REF!
789,4,2,5,1,0,3,37,#REF!,#REF!
790,2,2,3,0,2,0,21,#REF!,#REF!
791,2,2,2,0,11,0,39,#REF!,#REF!
793,2,1,4,0,9,3,41,#REF!,#REF!
794,2,1,3,0,0,0,16,#REF!,#REF!
795,3,0,2,0,8,0,39,#REF!,#REF!
796,3,3,4,4,4,1,53,#REF!,#REF!
797,2,1,0,0,0,0,15,#REF!,#REF!
798,3,0,3,0,3,0,19,#REF!,#REF!
799,3,1,2,3,4,2,35,#REF!,#REF!
800,3,1,4,0,2,1,35,#REF!,#REF!
801,1,1,4,0,4,1,28,#REF!,#REF!
802,2,1,3,0,1,0,15,#REF!,#REF!
803,3,0,1,0,2,0,21,#REF!,#REF!
804,3,1,5,1,0,4,36,#REF!,#REF!
805,0,2,3,2,0,1,29,#REF!,#REF!
806,2,2,5,11,23,2,104,#REF!,#REF!
807,0,3,2,0,0,2,24,#REF!,#REF!
808,2,2,3,0,7,0,36,#REF!,#REF!
809,0,2,4,7,5,0,52,#REF!,#REF!
810,4,0,4,0,3,0,28,#REF!,#REF!
811,2,1,2,4,5,0,34,#REF!,#REF!
812,0,1,6,5,4,2,49,#REF!,#REF!
813,3,3,3,5,0,1,33,#REF!,#REF!
814,3,1,0,6,5,0,39,#REF!,#REF!
815,2,0,4,0,0,1,15,#REF!,#REF!
816,3,1,3,1,2,0,33,#REF!,#REF!
817,2,1,3,6,7,0,47,#REF!,#REF!
818,3,1,4,3,4,0,32,#REF!,#REF!
819,2,2,5,4,5,0,56,#REF!,#REF!
820,3,1,3,0,0,0,19,#REF!,#REF!
821,0,2,5,4,3,0,46,#REF!,#REF!
822,4,2,6,12,14,2,75,#REF!,#REF!
823,1,2,0,0,0,1,23,#REF!,#REF!
824,0,1,4,0,7,1,26,#REF!,#REF!
825,3,0,2,0,5,1,33,#REF!,#REF!
826,3,2,3,0,5,0,34,#REF!,#REF!
827,3,2,2,3,0,1,31,#REF!,#REF!
828,1,1,4,5,6,0,43,#REF!,#REF!
833,0,1,1,0,5,0,16,#REF!,#REF!
834,3,1,2,0,0,0,16,#REF!,#REF!
835,1,1,4,4,0,0,26,#REF!,#REF!
836,3,2,1,8,0,2,43,#REF!,#REF!
838,2,3,3,0,0,0,26,#REF!,#REF!
839,0,1,0,0,5,0,22,#REF!,#REF!
840,0,0,4,0,0,0,11,#REF!,#REF!
842,4,3,3,0,6,3,33,#REF!,#REF!
843,3,0,3,2,7,0,35,#REF!,#REF!
844,2,1,2,4,0,0,17,#REF!,#REF!
846,3,1,2,0,2,1,32,#REF!,#REF!
847,2,2,4,0,3,2,32,#REF!,#REF!
848,0,2,4,3,8,0,40,#REF!,#REF!
849,2,1,3,3,0,2,26,#REF!,#REF!
850,4,3,2,0,10,2,45,#REF!,#REF!
851,4,0,4,0,7,1,38,#REF!,#REF!
852,0,1,4,0,2,0,18,#REF!,#REF!
853,2,2,3,0,4,0,28,#REF!,#REF!
854,1,1,0,3,3,2,39,#REF!,#REF!
855,1,1,2,6,5,0,32,#REF!,#REF!
856,0,1,4,0,6,1,36,#REF!,#REF!
857,1,2,4,0,0,0,30,#REF!,#REF!
858,0,1,3,0,3,0,30,#REF!,#REF!
859,0,3,0,0,3,1,27,#REF!,#REF!
860,0,4,4,7,0,1,32,#REF!,#REF!
861,1,1,2,6,20,2,70,#REF!,#REF!
862,3,2,4,6,3,2,60,#REF!,#REF!
863,3,0,1,0,0,0,13,#REF!,#REF!
864,0,0,0,7,0,4,34,#REF!,#REF!
865,1,2,3,4,4,0,46,#REF!,#REF!
866,0,2,3,0,6,2,50,#REF!,#REF!
867,2,2,2,4,5,2,49,#REF!,#REF!
868,1,1,4,4,10,3,66,#REF!,#REF!
869,1,2,3,0,0,1,12,#REF!,#REF!
870,1,2,3,0,4,0,35,#REF!,#REF!
872,0,2,2,0,2,3,31,#REF!,#REF!
874,4,1,2,0,7,1,37,#REF!,#REF!
875,1,0,0,0,0,0,8,#REF!,#REF!
876,3,0,0,0,2,0,17,#REF!,#REF!
877,3,1,1,3,4,1,45,#REF!,#REF!
878,1,1,4,7,3,0,32,#REF!,#REF!
879,0,3,0,0,6,0,31,#REF!,#REF!
880,0,3,2,3,0,2,31,#REF!,#REF!
881,1,1,4,0,8,1,46,#REF!,#REF!
882,0,1,3,0,0,1,14,#REF!,#REF!
884,1,2,4,0,5,0,31,#REF!,#REF!
885,3,1,3,0,3,0,22,#REF!,#REF!
886,0,2,3,0,0,0,18,#REF!,#REF!
887,0,2,2,1,4,0,23,#REF!,#REF!
888,1,0,4,0,4,1,29,#REF!,#REF!
889,4,0,2,0,0,0,22,#REF!,#REF!
890,1,3,7,7,0,4,54,#REF!,#REF!
891,1,1,3,0,5,0,23,#REF!,#REF!
892,1,2,1,0,3,1,23,#REF!,#REF!
894,0,3,5,6,2,1,47,#REF!,#REF!
896,2,2,0,1,0,2,27,#REF!,#REF!
897,2,2,3,2,5,0,34,#REF!,#REF!
899,3,2,4,5,0,1,42,#REF!,#REF!
900,0,0,1,0,3,0,14,#REF!,#REF!
901,4,2,3,0,8,3,42,#REF!,#REF!
902,1,0,1,0,1,0,24,#REF!,#REF!
903,4,0,3,0,3,0,20,#REF!,#REF!
904,4,2,3,5,5,2,49,#REF!,#REF!
905,3,1,3,4,0,0,23,#REF!,#REF!
906,3,2,3,0,42,0,118,#REF!,#REF!
907,1,1,0,0,3,0,16,#REF!,#REF!
908,2,1,4,7,3,0,43,#REF!,#REF!
909,2,0,0,0,9,0,34,#REF!,#REF!
910,3,1,3,6,5,1,54,#REF!,#REF!
911,0,2,2,0,11,0,42,#REF!,#REF!
912,2,1,0,0,9,0,35,#REF!,#REF!
913,4,2,3,0,0,1,22,#REF!,#REF!
914,0,1,3,0,0,1,20,#REF!,#REF!
915,3,2,1,9,0,0,39,#REF!,#REF!
916,2,0,3,4,0,1,22,#REF!,#REF!
917,0,0,4,0,2,2,24,#REF!,#REF!
918,3,1,3,0,2,0,30,#REF!,#REF!
919,0,4,3,0,4,0,44,#REF!,#REF!
920,4,1,4,0,3,0,22,#REF!,#REF!
921,3,1,4,0,0,0,18,#REF!,#REF!
922,0,2,4,3,5,0,37,#REF!,#REF!
923,2,1,2,0,6,3,34,#REF!,#REF!
924,1,2,5,5,0,1,35,#REF!,#REF!
927,3,0,5,9,6,3,67,#REF!,#REF!
928,4,3,6,5,4,1,48,#REF!,#REF!
929,0,2,4,6,5,0,43,#REF!,#REF!
930,0,2,3,0,5,1,35,#REF!,#REF!
931,1,0,0,0,0,1,16,#REF!,#REF!
932,1,0,2,5,9,1,46,#REF!,#REF!
933,2,2,4,9,5,0,46,#REF!,#REF!
934,0,1,4,0,0,0,21,#REF!,#REF!
935,4,1,0,0,1,0,22,#REF!,#REF!
936,3,1,4,0,8,0,41,#REF!,#REF!
937,1,2,3,0,5,0,35,#REF!,#REF!
938,3,2,4,0,0,0,19,#REF!,#REF!
939,2,2,0,0,5,2,36,#REF!,#REF!
940,2,1,3,0,0,1,25,#REF!,#REF!
941,2,1,6,3,3,1,37,#REF!,#REF!
942,0,2,6,6,19,3,87,#REF!,#REF!
943,1,1,4,4,3,1,34,#REF!,#REF!
944,1,2,3,8,11,2,74,#REF!,#REF!
945,0,3,4,0,8,0,54,#REF!,#REF!
947,0,2,2,0,2,0,23,#REF!,#REF!
948,3,2,3,2,6,2,39,#REF!,#REF!
950,3,0,2,0,0,0,20,#REF!,#REF!
952,0,2,3,4,5,0,44,#REF!,#REF!
953,0,1,3,0,5,2,32,#REF!,#REF!
954,2,0,0,0,2,0,15,#REF!,#REF!
955,4,3,4,8,6,1,58,#REF!,#REF!
958,0,3,3,0,2,0,23,#REF!,#REF!
959,1,1,4,0,1,1,32,#REF!,#REF!
960,2,0,3,6,5,0,44,#REF!,#REF!
961,2,0,0,0,2,0,19,#REF!,#REF!
962,2,0,4,0,2,1,21,#REF!,#REF!
963,0,3,7,3,0,1,30,#REF!,#REF!
964,2,2,2,11,1,4,60,#REF!,#REF!
965,3,1,4,0,5,2,38,#REF!,#REF!
966,4,1,0,0,4,0,16,#REF!,#REF!
967,1,0,4,11,2,0,41,#REF!,#REF!
968,0,3,6,8,21,1,89,#REF!,#REF!
969,2,1,0,2,8,1,48,#REF!,#REF!
970,3,2,3,5,3,1,40,#REF!,#REF!
971,1,1,2,0,5,0,24,#REF!,#REF!
972,2,2,4,4,0,2,39,#REF!,#REF!
973,3,1,5,2,4,3,55,#REF!,#REF!
974,0,3,4,5,6,2,50,#REF!,#REF!
975,1,2,4,12,5,2,64,#REF!,#REF!
976,4,0,0,0,0,0,12,#REF!,#REF!
978,2,0,3,0,0,2,13,#REF!,#REF!
979,0,2,4,0,3,1,27,#REF!,#REF!
980,0,2,2,5,2,2,35,#REF!,#REF!
981,2,1,4,0,4,0,34,#REF!,#REF!
982,1,0,2,0,2,0,13,#REF!,#REF!
984,0,2,3,0,2,0,22,#REF!,#REF!
985,2,1,2,0,0,1,16,#REF!,#REF!
987,0,2,4,3,0,0,29,#REF!,#REF!
988,3,1,1,5,8,2,42,#REF!,#REF!
989,1,2,0,0,6,0,28,#REF!,#REF!
990,2,2,4,3,4,0,51,#REF!,#REF!
991,2,2,4,6,4,0,36,#REF!,#REF!
992,0,2,4,0,2,3,27,#REF!,#REF!
993,3,1,2,0,2,0,18,#REF!,#REF!
994,0,2,4,6,6,1,46,#REF!,#REF!
995,2,1,3,0,3,0,23,#REF!,#REF!
998,0,1,3,2,0,0,13,#REF!,#REF!
999,1,3,4,0,5,2,48,#REF!,#REF!
1000,1,3,4,5,0,1,41,#REF!,#REF!
1001,0,2,4,0,6,0,52,#REF!,#REF!
1002,2,1,2,4,0,1,27,#REF!,#REF!
1003,2,2,4,0,2,2,44,#REF!,#REF!
1004,2,0,2,5,12,2,53,#REF!,#REF!
1005,3,0,2,0,0,0,10,#REF!,#REF!
1006,3,0,5,0,5,0,32,#REF!,#REF!
1007,2,1,2,0,2,0,22,#REF!,#REF!
1008,4,2,0,0,1,0,23,#REF!,#REF!
1009,0,3,0,5,2,3,39,#REF!,#REF!
1010,3,1,1,4,3,4,37,#REF!,#REF!
1011,2,1,0,0,5,0,36,#REF!,#REF!
1012,0,2,4,6,2,0,49,#REF!,#REF!
1014,1,1,2,0,3,0,17,#REF!,#REF!
1015,3,0,3,0,8,1,47,#REF!,#REF!
1016,1,1,2,0,0,0,14,#REF!,#REF!
1017,1,1,4,0,10,3,49,#REF!,#REF!
1018,3,0,1,0,0,1,16,#REF!,#REF!
1019,0,1,2,2,2,0,28,#REF!,#REF!
1020,2,0,4,0,2,0,24,#REF!,#REF!
1021,0,2,2,3,0,0,18,#REF!,#REF!
1022,4,1,6,5,4,1,40,#REF!,#REF!
1023,4,3,3,4,4,0,40,#REF!,#REF!
1024,1,0,4,0,0,0,27,#REF!,#REF!
1025,1,1,1,3,4,0,28,#REF!,#REF!
1026,1,2,3,0,8,1,64,#REF!,#REF!
1027,3,1,0,1,3,0,26,#REF!,#REF!
1028,1,1,3,0,2,0,19,#REF!,#REF!
1029,3,2,2,0,2,1,17,#REF!,#REF!
1030,4,1,4,0,8,2,60,#REF!,#REF!
1032,0,3,3,3,10,0,56,#REF!,#REF!
1033,1,2,2,0,7,2,43,#REF!,#REF!
1034,0,1,3,0,5,0,37,#REF!,#REF!
1035,3,1,0,0,5,3,42,#REF!,#REF!
1036,2,0,2,0,5,0,34,#REF!,#REF!
1037,3,4,6,2,8,4,57,#REF!,#REF!
1038,2,1,3,0,3,0,20,#REF!,#REF!
1039,4,2,0,2,4,0,40,#REF!,#REF!
1040,0,3,4,2,5,2,39,#REF!,#REF!
1041,0,3,3,4,13,2,70,#REF!,#REF!
1042,0,6,3,0,8,3,44,#REF!,#REF!
1043,2,2,1,0,3,1,27,#REF!,#REF!
1044,0,2,6,6,12,0,57,#REF!,#REF!
1045,0,1,3,0,0,0,15,#REF!,#REF!
1047,4,0,0,2,5,1,42,#REF!,#REF!
1048,3,2,3,0,5,0,27,#REF!,#REF!
1051,4,0,2,0,7,0,32,#REF!,#REF!
1052,4,1,4,0,7,0,30,#REF!,#REF!
1053,2,1,2,0,2,0,21,#REF!,#REF!
1054,0,1,3,0,2,0,19,#REF!,#REF!
1055,0,3,4,6,5,2,52,#REF!,#REF!
1056,0,3,0,0,1,3,37,#REF!,#REF!
1057,0,2,4,0,0,0,15,#REF!,#REF!
1058,3,1,3,0,2,0,20,#REF!,#REF!
1059,2,1,4,0,4,0,27,#REF!,#REF!
1060,2,3,3,0,6,2,29,#REF!,#REF!
1061,4,1,3,0,4,0,30,#REF!,#REF!
1062,0,2,1,0,0,0,13,#REF!,#REF!
1064,2,2,2,1,5,1,30,#REF!,#REF!
1065,0,2,3,0,3,0,25,#REF!,#REF!
1066,2,2,4,0,9,2,53,#REF!,#REF!
1068,3,1,2,4,0,0,23,#REF!,#REF!
1069,3,0,2,0,2,0,16,#REF!,#REF!
1070,4,2,4,0,1,0,29,#REF!,#REF!
1071,2,1,1,4,6,0,38,#REF!,#REF!
1072,1,2,4,0,1,0,33,#REF!,#REF!
1073,2,1,4,0,4,0,26,#REF!,#REF!
1074,3,1,2,2,3,0,30,#REF!,#REF!
1075,0,3,0,4,6,0,39,#REF!,#REF!
1076,2,1,2,0,4,0,22,#REF!,#REF!
1077,2,1,2,0,3,0,23,#REF!,#REF!
1079,1,2,3,0,0,1,21,#REF!,#REF!
1080,0,1,2,0,4,0,27,#REF!,#REF!
1081,0,2,3,3,4,1,39,#REF!,#REF!
1082,1,1,4,6,4,0,31,#REF!,#REF!
1083,4,2,2,3,7,0,44,#REF!,#REF!
1085,2,3,3,8,4,1,41,#REF!,#REF!
1086,4,2,3,7,2,2,44,#REF!,#REF!
1087,2,3,3,5,0,0,34,#REF!,#REF!
1088,2,2,4,2,7,2,41,#REF!,#REF!
1089,0,2,4,0,2,3,26,#REF!,#REF!
1090,1,1,3,8,2,1,40,#REF!,#REF!
1091,0,3,0,0,9,0,35,#REF!,#REF!
1093,2,1,2,0,4,1,28,#REF!,#REF!
1094,0,0,1,0,0,0,17,#REF!,#REF!
1096,0,2,5,0,7,0,33,#REF!,#REF!
1097,2,2,2,6,2,2,31,#REF!,#REF!
1098,3,1,3,0,3,1,25,#REF!,#REF!
1099,2,3,3,0,0,2,28,#REF!,#REF!
1100,2,2,0,0,3,1,17,#REF!,#REF!
1101,4,1,3,0,5,2,34,#REF!,#REF!
1102,2,1,0,0,5,0,22,#REF!,#REF!
1103,4,3,0,3,2,3,45,#REF!,#REF!
1104,0,3,4,0,10,2,49,#REF!,#REF!
1105,4,2,4,0,0,1,24,#REF!,#REF!
1106,1,1,0,0,0,0,8,#REF!,#REF!
1107,3,0,2,0,3,0,23,#REF!,#REF!
1108,3,1,0,0,2,0,12,#REF!,#REF!
1109,3,1,2,0,0,0,13,#REF!,#REF!
1110,4,0,1,0,2,0,21,#REF!,#REF!
1111,0,1,4,0,0,0,25,#REF!,#REF!
1112,4,2,3,0,3,2,31,#REF!,#REF!
1113,3,0,2,0,4,1,33,#REF!,#REF!
1114,1,1,3,0,2,0,20,#REF!,#REF!
1115,1,2,3,0,4,0,25,#REF!,#REF!
1116,1,2,3,0,3,1,42,#REF!,#REF!
1117,3,0,1,1,1,2,29,#REF!,#REF!
1118,4,3,5,6,0,1,35,#REF!,#REF!
1120,1,1,4,5,4,0,33,#REF!,#REF!
1121,0,2,0,0,4,0,27,#REF!,#REF!
1122,2,1,2,0,5,0,37,#REF!,#REF!
1123,4,2,0,0,3,0,23,#REF!,#REF!
1124,0,0,4,0,8,0,26,#REF!,#REF!
1125,4,1,4,0,6,0,41,#REF!,#REF!
1126,0,3,3,3,1,0,24,#REF!,#REF!
1128,2,2,2,0,10,0,43,#REF!,#REF!
1129,0,1,3,1,2,0,17,#REF!,#REF!
1130,3,1,3,0,3,0,26,#REF!,#REF!
1131,2,1,4,0,14,0,42,#REF!,#REF!
1132,2,2,1,8,10,2,59,#REF!,#REF!
1133,0,1,3,0,3,0,30,#REF!,#REF!
1134,2,2,3,6,3,2,54,#REF!,#REF!
1135,0,2,0,0,13,1,55,#REF!,#REF!
1136,4,1,0,0,1,0,17,#REF!,#REF!
1137,1,2,4,3,10,0,49,#REF!,#REF!
1139,3,2,4,3,2,1,29,#REF!,#REF!
1140,2,0,4,0,4,1,33,#REF!,#REF!
1141,3,0,5,6,4,0,35,#REF!,#REF!
1142,3,1,4,0,5,0,36,#REF!,#REF!
1143,1,1,2,0,2,0,17,#REF!,#REF!
1144,3,2,4,0,4,0,27,#REF!,#REF!
1146,0,4,6,0,7,2,55,#REF!,#REF!
1147,2,1,0,0,3,0,18,#REF!,#REF!
1148,0,3,3,3,0,2,39,#REF!,#REF!
1149,0,2,1,3,14,2,55,#REF!,#REF!
1150,1,0,3,0,6,1,33,#REF!,#REF!
1151,2,0,0,2,3,0,22,#REF!,#REF!
1152,0,3,4,0,5,1,45,#REF!,#REF!
1153,4,1,1,0,3,0,18,#REF!,#REF!
1154,2,1,0,0,0,0,12,#REF!,#REF!
1155,1,2,4,0,8,2,56,#REF!,#REF!
1156,1,2,0,0,2,1,25,#REF!,#REF!
1157,3,1,3,0,13,0,42,#REF!,#REF!
1158,2,1,2,0,1,0,25,#REF!,#REF!
1160,3,0,3,0,0,0,20,#REF!,#REF!
1161,2,2,1,4,0,3,29,#REF!,#REF!
1162,2,1,4,0,5,0,31,#REF!,#REF!
1163,4,1,0,0,2,0,15,#REF!,#REF!
1164,1,2,2,0,10,1,38,#REF!,#REF!
1165,0,1,2,6,0,1,37,#REF!,#REF!
1167,1,3,0,0,0,1,24,#REF!,#REF!
1168,3,0,1,0,4,1,20,#REF!,#REF!
1169,2,0,0,0,2,0,12,#REF!,#REF!
1170,2,0,4,0,2,0,18,#REF!,#REF!
1171,4,1,4,3,2,0,26,#REF!,#REF!
1172,3,1,2,6,3,0,36,#REF!,#REF!
1173,4,1,1,3,3,0,30,#REF!,#REF!
1174,2,1,2,0,0,2,16,#REF!,#REF!
1176,3,0,3,0,1,0,17,#REF!,#REF!
1177,2,1,2,1,0,0,13,#REF!,#REF!
