flag,store_nbr,Estimated In-store Week,Estimated Receipt Qty,Direct to Store Receipt Qty,Direct to Store PO Nbr
1,266,WK5,4,0,
1,266,WK6,5,0,
1,267,WK4,19,0,
1,267,WK6,3,0,
1,268,WK4,48,0,
1,268,WK5,3,0,
1,272,WK4,32,0,
1,272,WK6,3,0,
1,272,WK7,1,0,
1,272,WK8,2,0,
1,273,WK4,34,0,
1,274,WK4,44,0,
1,274,WK5,2,0,
1,275,WK4,51,0,
1,275,WK5,5,0,
1,279,WK4,21,0,
1,281,WK4,69,117,
1,281,WK5,12,0,
1,281,WK6,13,0,
1,281,WK11,0,112,
1,281,WK14,0,124,
1,281,WK20,0,112,
1,284,WK4,49,0,
1,284,WK5,7,0,
1,285,WK4,27,0,
1,286,WK4,29,0,
1,287,WK4,57,110,
1,287,WK5,14,0,
1,288,WK4,56,0,
1,288,WK5,7,0,
1,295,WK4,20,0,
1,295,WK6,3,0,
1,295,WK7,6,0,
1,296,WK4,33,0,
1,297,WK4,53,0,
1,298,WK4,49,0,
1,298,WK5,9,0,
1,299,WK4,41,0,
1,299,WK6,5,0,
1,299,WK7,4,0,
1,299,WK8,2,0,
1,300,WK4,72,0,
1,300,WK5,3,0,
1,301,WK4,32,0,
1,306,WK4,24,0,
1,307,WK4,47,0,
1,308,WK4,60,110,
1,308,WK5,14,0,
1,309,WK4,29,0,
1,310,WK4,32,0,
1,313,WK4,34,0,
1,313,WK6,5,0,
1,313,WK7,10,0,
1,313,WK8,1,0,
1,313,WK9,5,0,
1,314,WK4,25,0,
1,315,WK4,27,0,
1,316,WK4,47,0,
1,316,WK5,3,0,
1,319,WK4,28,0,
1,319,WK6,3,0,
1,319,WK7,6,0,
1,321,WK4,60,0,
1,329,WK4,24,0,
1,330,WK4,56,0,
1,331,WK4,26,0,
1,332,WK4,33,0,
1,335,WK4,31,0,
1,335,WK6,3,0,
1,335,WK7,1,0,
1,335,WK8,1,0,
1,336,WK4,32,0,
1,337,WK4,18,0,
1,337,WK6,3,0,
1,337,WK7,6,0,
1,338,WK4,28,0,
1,338,WK6,2,0,
1,340,WK4,48,0,
1,340,WK6,7,0,
1,340,WK7,6,0,
1,340,WK8,2,0,
1,342,WK4,29,0,
1,342,WK6,3,0,
1,342,WK7,6,0,
1,345,WK4,48,0,
1,345,WK5,7,0,
1,348,WK4,33,0,
1,350,WK4,45,0,
1,350,WK6,5,0,
1,350,WK7,11,0,
1,350,WK8,4,0,
1,352,WK4,22,0,
1,352,WK6,3,0,
1,352,WK7,6,0,
1,353,WK4,49,0,
1,353,WK5,7,0,
1,353,WK6,8,0,
1,354,WK4,24,0,
1,354,WK6,3,0,
1,354,WK7,6,0,
1,355,WK4,53,0,
1,355,WK5,6,0,
1,357,WK4,41,0,
1,357,WK6,8,0,
1,357,WK7,11,0,
1,357,WK8,2,0,
1,357,WK9,5,0,
1,359,WK4,38,0,
1,359,WK6,2,0,
1,359,WK7,1,0,
1,359,WK8,2,0,
1,360,WK4,27,0,
1,360,WK6,3,0,
1,364,WK4,28,0,
1,365,WK4,28,0,
1,366,WK4,25,0,
1,366,WK6,7,0,
1,369,WK4,30,0,
1,369,WK6,3,0,
1,369,WK7,6,0,
1,371,WK4,56,0,
1,371,WK5,14,103,
1,371,WK6,5,0,
1,372,WK4,64,0,
1,372,WK5,18,0,
1,373,WK4,61,0,
1,373,WK6,0,123,
1,373,WK7,8,0,
1,373,WK8,4,0,
1,376,WK4,29,0,
1,379,WK4,79,0,
1,379,WK7,2,123,
1,379,WK8,15,0,
1,379,WK9,14,0,
1,379,WK16,0,114,
1,379,WK21,0,96,
1,381,WK4,51,0,
1,381,WK5,8,0,
1,382,WK4,21,0,
1,382,WK6,3,0,
1,382,WK7,6,0,
1,383,WK4,21,0,
1,384,WK4,53,0,
1,386,WK4,24,0,
1,387,WK4,21,0,
1,387,WK6,3,0,
1,389,WK4,26,0,
1,389,WK6,2,0,
1,390,WK4,41,0,
1,390,WK6,5,0,
1,390,WK7,3,0,
1,390,WK8,4,0,
1,391,WK4,24,0,
1,394,WK4,26,0,
1,396,WK4,32,0,
1,396,WK6,2,0,
1,398,WK4,27,0,
1,399,WK4,51,0,
1,399,WK5,6,0,
1,400,WK4,55,0,
1,403,WK4,45,0,
1,403,WK5,2,0,
1,404,WK4,52,0,
1,405,WK4,27,0,
1,406,WK4,41,0,
1,406,WK6,5,0,
1,406,WK7,1,0,
1,406,WK8,2,0,
1,407,WK4,29,117,
1,407,WK5,4,0,
1,408,WK4,23,0,
1,409,WK4,32,0,
1,410,WK4,84,0,
1,410,WK5,0,123,
1,410,WK7,22,0,
1,410,WK11,0,117,
1,410,WK15,0,123,
1,410,WK20,0,96,
1,412,WK4,49,0,
1,412,WK5,4,0,
1,413,WK4,53,0,
1,414,WK4,42,0,
1,414,WK5,4,0,
1,414,WK6,6,0,
1,416,WK4,40,0,
1,416,WK6,5,0,
1,416,WK7,2,0,
1,416,WK8,1,0,
1,417,WK4,45,0,
1,417,WK5,4,0,
1,419,WK4,29,0,
1,419,WK6,3,0,
1,419,WK7,6,0,
1,421,WK4,48,0,
1,421,WK5,8,0,
1,421,WK6,14,0,
1,423,WK4,26,0,
1,424,WK4,31,0,
1,426,WK4,37,0,
1,426,WK5,4,0,
1,426,WK6,5,0,
1,427,WK4,55,0,
1,427,WK5,4,0,
1,428,WK4,29,0,
1,430,WK4,27,0,
1,430,WK6,3,0,
1,431,WK4,42,0,
1,431,WK6,5,0,
1,431,WK7,3,0,
1,431,WK8,1,0,
1,434,WK4,32,0,
1,436,WK4,36,0,
1,436,WK6,5,0,
1,436,WK7,10,0,
1,436,WK8,2,0,
1,436,WK9,1,0,
1,440,WK4,72,0,
1,442,WK4,33,0,
1,443,WK4,33,0,
1,444,WK4,57,0,
1,444,WK6,0,123,
1,444,WK7,2,0,
1,444,WK8,15,0,
1,445,WK4,52,0,
1,445,WK6,10,0,
1,445,WK7,3,0,
1,445,WK8,4,0,
1,447,WK4,48,0,
1,450,WK4,29,0,
1,451,WK4,22,0,
1,451,WK6,3,0,
1,451,WK7,6,0,
1,457,WK4,43,0,
1,458,WK4,51,0,
1,459,WK4,49,0,
1,459,WK5,6,0,
1,462,WK4,30,0,
1,464,WK4,42,0,
1,467,WK4,28,0,
1,467,WK5,3,0,
1,467,WK6,5,0,
1,469,WK4,36,0,
1,470,WK4,35,0,
1,475,WK4,39,0,
1,477,WK4,21,0,
1,477,WK6,4,0,
1,479,WK4,60,0,
1,479,WK5,20,0,
1,481,WK4,30,0,
1,481,WK9,27,0,
1,481,WK10,13,0,
1,483,WK4,24,0,
1,484,WK4,22,0,
1,484,WK6,3,0,
1,484,WK7,6,0,
1,489,WK4,27,0,
1,490,WK4,57,0,
1,491,WK4,5,0,
1,491,WK6,4,0,
1,493,WK4,30,0,
1,493,WK6,5,0,
1,493,WK7,10,0,
1,493,WK9,4,0,
1,494,WK4,34,0,
1,495,WK4,33,0,
1,497,WK4,18,0,
1,497,WK6,3,0,
1,497,WK7,6,0,
1,498,WK4,28,0,
1,501,WK4,50,0,
1,502,WK4,62,0,
1,504,WK4,50,0,
1,505,WK4,34,0,
1,508,WK4,117,123,
1,508,WK15,0,132,
1,508,WK20,0,131,
1,510,WK4,50,0,
1,510,WK5,0,123,
1,510,WK7,3,0,
1,510,WK8,8,0,
1,511,WK4,44,0,
1,511,WK6,1,0,
1,514,WK4,35,0,
1,515,WK4,47,0,
1,515,WK5,0,123,
1,515,WK7,6,0,
1,515,WK8,26,0,
1,515,WK15,0,123,
1,515,WK20,0,96,
1,517,WK4,26,0,
1,517,WK5,3,0,
1,517,WK6,5,0,
1,518,WK4,62,110,
1,518,WK5,16,0,
1,519,WK4,34,0,
1,519,WK6,4,0,
1,520,WK4,64,0,
1,520,WK5,8,0,
1,521,WK4,22,0,
1,523,WK4,48,0,
1,523,WK5,4,0,
1,526,WK4,30,0,
1,526,WK6,5,0,
1,526,WK7,10,0,
1,526,WK9,4,0,
1,528,WK4,41,0,
1,529,WK4,31,0,
1,531,WK4,29,0,
1,532,WK4,21,0,
1,533,WK4,41,0,
1,535,WK4,62,0,
1,535,WK5,15,0,
1,536,WK4,67,0,
1,536,WK5,20,0,
1,538,WK4,29,0,
1,539,WK4,32,0,
1,541,WK4,46,0,
1,542,WK4,27,0,
1,543,WK4,29,0,
1,544,WK4,21,0,
1,544,WK6,3,0,
1,545,WK4,34,0,
1,545,WK6,2,0,
1,547,WK4,27,0,
1,548,WK4,58,0,
1,548,WK5,8,0,
1,551,WK4,41,0,
1,552,WK4,39,0,
1,552,WK6,5,0,
1,552,WK7,2,0,
1,552,WK8,7,0,
1,553,WK4,31,0,
1,555,WK4,31,0,
1,556,WK4,38,0,
1,557,WK4,22,0,
1,557,WK6,3,0,
1,557,WK7,6,0,
1,558,WK4,21,0,
1,558,WK6,3,0,
1,558,WK7,6,0,
1,559,WK4,36,0,
1,559,WK6,1,0,
1,559,WK7,8,0,
1,559,WK8,2,0,
1,559,WK9,2,0,
1,560,WK4,40,0,
1,560,WK6,4,0,
1,560,WK7,7,0,
1,561,WK4,60,0,
1,561,WK5,8,103,
1,561,WK6,2,0,
1,562,WK4,34,0,
1,563,WK4,53,0,
1,564,WK4,26,0,
1,564,WK5,3,0,
1,564,WK6,5,0,
1,565,WK4,52,0,
1,565,WK5,4,0,
1,568,WK4,40,0,
1,568,WK6,5,0,
1,568,WK7,2,0,
1,568,WK8,5,0,
1,569,WK4,68,0,
1,569,WK5,0,123,
1,569,WK7,8,0,
1,569,WK8,2,0,
1,571,WK4,28,0,
1,571,WK6,5,0,
1,571,WK7,10,0,
1,571,WK9,6,0,
1,572,WK4,26,0,
1,573,WK4,45,0,
1,573,WK6,6,0,
1,573,WK7,9,0,
1,573,WK8,4,0,
1,574,WK4,47,0,
1,574,WK6,4,0,
1,577,WK4,30,0,
1,577,WK6,4,0,
1,577,WK7,5,0,
1,578,WK4,23,0,
1,578,WK5,0,124,
1,578,WK7,1,0,
1,578,WK8,4,0,
1,579,WK4,53,0,
1,580,WK4,46,0,
1,582,WK4,54,0,
1,583,WK4,40,0,
1,583,WK6,6,0,
1,583,WK7,1,0,
1,583,WK8,1,0,
1,584,WK4,28,0,
1,584,WK6,6,0,
1,584,WK7,14,0,
1,584,WK9,6,0,
1,585,WK4,24,0,
1,585,WK6,3,0,
1,586,WK4,31,117,
1,586,WK6,10,0,
1,587,WK4,23,0,
1,587,WK6,5,0,
1,588,WK4,52,0,
1,589,WK4,20,0,
1,589,WK6,3,0,
1,589,WK7,6,0,
1,592,WK4,22,0,
1,592,WK6,3,0,
1,593,WK4,33,0,
1,596,WK4,26,0,
1,596,WK6,3,0,
1,598,WK4,54,0,
1,598,WK7,5,123,
1,598,WK8,18,0,
1,599,WK4,35,0,
1,599,WK6,2,0,
1,601,WK4,52,0,
1,601,WK5,9,0,
1,603,WK4,30,0,
1,603,WK9,8,124,
1,604,WK4,38,0,
1,605,WK4,35,0,
1,606,WK4,30,0,
1,609,WK4,36,0,
1,609,WK6,2,0,
1,609,WK7,7,0,
1,609,WK8,2,0,
1,609,WK9,2,0,
1,610,WK4,48,0,
1,610,WK5,9,0,
1,610,WK6,12,0,
1,613,WK4,42,0,
1,614,WK4,43,0,
1,614,WK5,4,0,
1,615,WK4,48,0,
1,615,WK5,6,0,
1,616,WK4,32,0,
1,619,WK4,47,0,
1,619,WK6,10,0,
1,619,WK7,1,0,
1,619,WK8,1,0,
1,620,WK4,39,0,
1,620,WK6,5,0,
1,620,WK7,1,0,
1,620,WK8,1,0,
1,621,WK4,57,0,
1,621,WK6,4,0,
1,623,WK4,65,0,
1,624,WK4,32,0,
1,624,WK6,2,0,
1,625,WK4,55,110,
1,625,WK6,12,0,
1,628,WK4,54,0,
1,628,WK6,4,0,
1,630,WK4,46,0,
1,630,WK6,1,0,
1,631,WK4,26,0,
1,631,WK6,3,0,
1,632,WK4,45,0,
1,632,WK6,4,0,
1,634,WK4,41,0,
1,634,WK6,9,0,
1,634,WK8,4,0,
1,635,WK4,51,0,
1,636,WK4,20,0,
1,636,WK9,7,0,
1,636,WK10,3,0,
1,637,WK4,30,0,
1,637,WK6,4,0,
1,637,WK7,5,0,
1,638,WK4,39,0,
1,638,WK6,8,0,
1,638,WK8,7,0,
1,639,WK4,23,0,
1,640,WK4,32,0,
1,640,WK6,2,0,
1,642,WK4,34,0,
1,642,WK6,2,0,
1,643,WK4,30,0,
1,644,WK4,41,0,
1,644,WK6,8,0,
1,644,WK8,2,0,
1,645,WK4,55,0,
1,645,WK7,4,123,
1,645,WK8,16,0,
1,646,WK4,35,0,
1,646,WK6,1,0,
1,646,WK7,7,0,
1,646,WK8,2,0,
1,646,WK9,2,0,
1,648,WK4,19,0,
1,648,WK6,3,0,
1,648,WK7,6,0,
1,649,WK4,59,0,
1,652,WK4,65,0,
1,652,WK5,13,0,
1,653,WK4,68,0,
1,653,WK5,0,123,
1,653,WK7,13,0,
1,656,WK4,49,0,
1,656,WK5,4,0,
1,657,WK4,43,0,
1,657,WK6,7,0,
1,657,WK7,4,0,
1,657,WK8,6,0,
1,658,WK4,25,0,
1,659,WK4,32,0,
1,659,WK6,4,0,
1,659,WK7,1,0,
1,659,WK8,1,0,
1,660,WK4,62,116,
1,660,WK5,14,0,
1,661,WK4,33,0,
1,662,WK4,32,0,
1,663,WK4,41,0,
1,663,WK6,7,0,
1,663,WK7,1,0,
1,663,WK8,2,0,
1,664,WK4,20,0,
1,664,WK6,3,0,
1,664,WK7,6,0,
1,665,WK4,85,0,
1,665,WK5,0,123,
1,665,WK7,15,0,
1,665,WK8,7,0,
1,665,WK11,0,115,
1,665,WK15,0,123,
1,665,WK20,0,96,
1,666,WK4,44,0,
1,667,WK4,51,0,
1,667,WK5,4,0,
1,668,WK4,64,0,
1,668,WK5,0,123,
1,668,WK7,9,0,
1,668,WK8,2,0,
1,669,WK4,25,0,
1,670,WK4,49,0,
1,670,WK5,2,0,
1,671,WK4,20,0,
1,671,WK6,4,0,
1,672,WK4,39,0,
1,672,WK6,4,0,
1,672,WK7,2,0,
1,673,WK4,41,0,
1,673,WK6,5,0,
1,673,WK7,1,0,
1,673,WK8,6,0,
1,674,WK4,75,0,
