store_nbr,Estimated In-store Week,Estimated Receipt Qty,Direct to Store Receipt Qty,Direct to Store PO Nbr
742,WK07,6,0,
742,WK08,6,0,
744,WK07,3,0,
746,WK07,2,0,
750,WK07,3,0,
750,WK10,5,0,
750,WK11,1,0,
751,WK07,10,0,
751,WK10,8,0,
751,WK11,1,0,
753,WK07,5,0,
753,WK10,7,0,
753,WK11,1,0,
754,WK07,14,0,
756,WK07,10,0,
758,WK07,7,0,
761,WK07,2,0,
766,WK07,6,0,
767,WK07,30,0,
767,WK08,2,0,
769,WK07,21,0,
769,WK08,4,0,
770,WK07,4,0,
771,WK07,6,0,
771,WK08,9,0,
774,WK07,15,0,
774,WK08,2,0,
776,WK07,11,0,
776,WK10,11,0,
776,WK11,1,0,
777,WK07,5,0,
778,WK07,15,0,
778,WK08,3,0,
781,WK07,26,0,
781,WK08,4,0,
782,WK07,25,0,
782,WK08,2,0,
784,WK07,3,0,
784,WK10,6,0,
784,WK11,1,0,
785,WK07,22,0,
785,WK08,5,0,
788,WK07,18,0,
788,WK08,4,0,
789,WK07,3,0,
794,WK07,7,0,
795,WK07,9,0,
797,WK07,3,0,
797,WK10,6,0,
797,WK11,1,0,
800,WK07,12,0,
800,WK08,1,0,
801,WK07,8,0,
802,WK07,5,0,
802,WK10,5,0,
803,WK07,5,0,
804,WK07,16,0,
804,WK08,4,0,
805,WK07,1,0,
806,WK07,4,0,
807,WK07,10,0,
808,WK07,10,0,
809,WK07,5,106,
809,WK08,2,0,
810,WK07,5,0,
810,WK10,5,0,
810,WK11,1,0,
811,WK07,7,0,
814,WK07,4,0,
815,WK07,21,0,
815,WK08,5,0,
816,WK07,11,0,
817,WK07,3,0,
818,WK07,24,0,
819,WK07,10,0,
819,WK08,1,0,
826,WK07,8,101,
827,WK07,8,0,
829,WK07,1,0,
835,WK07,8,0,
836,WK07,22,0,
837,WK07,19,0,
837,WK08,3,0,
838,WK07,16,0,
842,WK07,21,0,
842,WK08,6,0,
842,WK10,6,117,
842,WK11,1,0,
844,WK07,20,0,
844,WK08,6,0,
844,WK09,2,0,
844,WK10,15,0,
846,WK07,13,0,
847,WK07,2,0,
847,WK10,8,0,
848,WK07,5,0,
849,WK07,4,0,
853,WK07,3,0,
856,WK07,27,0,
856,WK08,5,0,
859,WK07,8,0,
862,WK07,4,0,
863,WK07,9,0,
864,WK07,25,0,
864,WK08,1,0,
865,WK07,29,0,
865,WK08,3,0,
866,WK07,5,0,
867,WK07,23,0,
867,WK08,4,0,
867,WK10,4,0,
867,WK11,1,0,
868,WK07,8,0,
868,WK08,3,0,
869,WK07,13,0,
869,WK10,9,0,
869,WK11,1,0,
870,WK07,3,0,
871,WK07,19,0,
871,WK08,4,0,
874,WK07,4,0,
875,WK07,1,0,
876,WK07,7,0,
877,WK07,3,0,
878,WK07,3,0,
879,WK07,19,0,
880,WK07,3,0,
881,WK07,23,0,
882,WK07,2,0,
882,WK10,2,0,
886,WK07,9,0,
886,WK08,2,0,
886,WK10,12,0,
886,WK11,1,0,
889,WK07,4,0,
892,WK07,16,0,
892,WK08,2,0,
892,WK10,22,0,
892,WK11,1,0,
895,WK07,14,0,
895,WK08,2,0,
896,WK07,4,0,
899,WK07,9,0,
901,WK07,3,0,
901,WK08,1,0,
904,WK07,7,0,
905,WK07,15,0,
905,WK10,11,0,
905,WK11,1,0,
908,WK07,7,0,
909,WK07,4,0,
910,WK07,14,0,
910,WK08,4,0,
910,WK10,13,0,
913,WK07,19,0,
913,WK08,1,0,
913,WK10,5,83,
913,WK11,1,0,
914,WK07,22,0,
915,WK07,1,0,
916,WK07,13,0,
917,WK07,5,0,
918,WK07,8,0,
919,WK07,24,0,
922,WK07,8,0,
923,WK07,8,0,
924,WK07,6,0,
924,WK10,6,0,
924,WK11,1,0,
928,WK07,7,0,
928,WK08,1,0,
929,WK07,9,0,
931,WK07,7,0,
931,WK08,2,0,
932,WK07,16,0,
934,WK07,4,0,
935,WK07,3,0,
936,WK07,17,0,
936,WK08,2,0,
939,WK07,9,0,
940,WK07,8,0,
941,WK07,2,0,
943,WK07,6,0,
944,WK07,19,0,
944,WK08,1,0,
947,WK07,10,0,
948,WK07,2,0,
950,WK07,5,0,
952,WK07,4,0,
953,WK07,15,0,
953,WK08,2,0,
953,WK10,12,0,
953,WK11,1,0,
955,WK07,9,0,
956,WK07,5,0,
958,WK07,4,0,
958,WK10,5,0,
959,WK07,22,0,
960,WK07,8,103,
960,WK08,10,0,
961,WK07,2,0,
962,WK07,21,0,
963,WK07,12,0,
965,WK07,8,0,
965,WK10,10,0,
966,WK07,19,0,
966,WK08,4,0,
967,WK07,17,0,
968,WK07,9,0,
969,WK07,4,0,
970,WK07,25,0,
971,WK07,10,0,
971,WK10,11,0,
972,WK07,11,0,
973,WK07,2,0,
974,WK07,4,0,
975,WK07,13,70,
975,WK08,4,0,
977,WK07,14,0,
978,WK07,13,0,
979,WK07,9,0,
979,WK10,9,0,
981,WK07,13,0,
984,WK07,9,0,
984,WK10,3,0,
984,WK11,1,0,
985,WK07,20,0,
985,WK08,1,0,
985,WK10,14,0,
985,WK11,1,0,
986,WK07,16,0,
986,WK08,4,0,
986,WK10,1,0,
988,WK07,6,0,
989,WK07,3,0,
990,WK07,14,0,
991,WK07,4,0,
994,WK07,3,0,
995,WK07,7,0,
996,WK07,8,0,
999,WK07,2,0,
1004,WK07,6,0,
1005,WK07,17,0,
1005,WK08,2,0,
1005,WK10,5,109,
1005,WK11,1,0,
1006,WK07,7,0,
1007,WK07,15,0,
1007,WK08,5,0,
1007,WK10,12,0,
1008,WK07,20,0,
1008,WK08,4,0,
1008,WK10,3,115,
1008,WK11,1,0,
1010,WK07,1,0,
1011,WK07,8,0,
1012,WK07,10,0,
1012,WK10,9,0,
1014,WK07,8,0,
1016,WK07,3,0,
1017,WK07,16,0,
1019,WK07,12,0,
1019,WK10,11,0,
1019,WK11,2,0,
1020,WK07,5,0,
1020,WK11,5,0,
1021,WK07,16,0,
1021,WK08,2,0,
1022,WK07,4,0,
1023,WK07,10,0,
1023,WK08,7,0,
1024,WK07,7,0,
1025,WK07,5,0,
1026,WK07,24,0,
1026,WK08,20,0,
1029,WK07,25,0,
1029,WK08,2,0,
1030,WK07,18,0,
1032,WK07,36,0,
1032,WK08,1,0,
1033,WK07,18,0,
1034,WK07,5,0,
1036,WK07,23,0,
1037,WK07,10,0,
1039,WK07,13,0,
1042,WK07,10,0,
1044,WK07,6,0,
1048,WK07,19,0,
1053,WK07,5,0,
1055,WK07,4,0,
1058,WK07,19,0,
1058,WK08,5,0,
1058,WK10,3,0,
1060,WK07,9,0,
1062,WK07,4,0,
1064,WK07,9,0,
1066,WK07,8,0,
1068,WK07,11,0,
1070,WK07,12,82,
1070,WK08,2,0,
1071,WK07,7,0,
1072,WK07,9,0,
1074,WK07,10,0,
1075,WK07,15,0,
1079,WK07,8,0,
1079,WK08,2,0,
1080,WK07,23,0,
1080,WK08,1,0,
1082,WK07,3,0,
1083,WK07,11,0,
1085,WK07,33,0,
1086,WK07,5,0,
1087,WK07,6,0,
1088,WK07,6,0,
1089,WK07,22,0,
1089,WK08,1,0,
1091,WK07,10,0,
1095,WK07,8,0,
1095,WK10,8,0,
1095,WK11,1,0,
1097,WK07,8,0,
1098,WK07,9,0,
1100,WK07,17,0,
1101,WK07,3,0,
1104,WK07,31,0,
1104,WK08,2,0,
1105,WK07,4,0,
1106,WK07,3,0,
1107,WK07,5,0,
1110,WK07,8,0,
1111,WK07,7,94,
1111,WK08,4,0,
1112,WK07,8,0,
1113,WK07,18,0,
1113,WK08,4,0,
1114,WK07,18,68,
1114,WK08,2,0,
1115,WK07,30,0,
1115,WK08,2,0,
1116,WK07,10,0,
1120,WK07,8,0,
1121,WK07,23,0,
1122,WK07,22,0,
1123,WK07,26,99,
1123,WK08,5,0,
1124,WK07,15,0,
1125,WK07,13,0,
1125,WK10,8,0,
1126,WK07,13,0,
1126,WK08,1,0,
1128,WK07,5,0,
1131,WK07,8,0,
1132,WK07,4,0,
1133,WK07,7,0,
1134,WK07,23,0,
1135,WK07,6,0,
1136,WK07,3,0,
1138,WK07,3,0,
1139,WK07,5,0,
1139,WK08,11,0,
1140,WK07,7,0,
1146,WK07,12,0,
1147,WK07,19,0,
1147,WK08,9,0,
1149,WK07,14,0,
1150,WK07,4,0,
1153,WK07,4,0,
1154,WK07,11,0,
1155,WK07,5,0,
1156,WK07,15,0,
1159,WK07,18,0,
1159,WK08,7,0,
1160,WK07,7,0,
1161,WK07,3,0,
1162,WK07,18,0,
1164,WK07,7,0,
1165,WK07,7,0,
1166,WK07,8,0,
1167,WK07,4,0,
1168,WK07,4,0,
1171,WK07,7,0,
1172,WK07,2,0,
1175,WK07,18,0,
1175,WK08,2,0,
1178,WK07,9,0,
1179,WK07,10,0,
1180,WK07,9,0,
1182,WK07,22,0,
1182,WK08,1,0,
1183,WK07,9,0,
1186,WK07,2,0,
1190,WK07,6,0,
1191,WK07,8,0,
1192,WK07,2,0,
1193,WK07,16,0,
1194,WK07,20,0,
1195,WK07,25,0,
1195,WK08,5,0,
1196,WK07,3,0,
1198,WK07,9,0,
1199,WK07,11,0,
1199,WK10,1,0,
1199,WK11,1,0,
1201,WK07,7,0,
1202,WK07,28,0,
1202,WK08,9,0,
1202,WK10,5,102,
1203,WK07,6,0,
1204,WK07,4,0,
1205,WK07,2,0,
1206,WK07,5,0,
1207,WK07,40,0,
1207,WK08,1,0,
1209,WK07,9,0,
1211,WK07,4,0,
1211,WK10,5,0,
1212,WK07,4,0,
1213,WK07,4,0,
1215,WK07,7,0,
1217,WK07,17,0,
1220,WK07,2,0,
1221,WK07,4,0,
1222,WK07,16,0,
1223,WK07,2,0,
1224,WK07,7,0,
1225,WK07,3,0,
1226,WK07,33,0,
1226,WK08,1,0,
1227,WK07,7,0,
1229,WK07,1,0,
1232,WK07,8,0,
1233,WK07,13,0,
1234,WK07,16,0,
1234,WK08,1,0,
1236,WK07,4,0,
1237,WK07,5,0,
1240,WK07,9,0,
1241,WK07,13,0,
1241,WK10,8,0,
1241,WK11,1,0,
1242,WK07,1,0,
1243,WK07,7,0,
1244,WK07,9,0,
1245,WK07,10,0,
1247,WK07,11,0,
1247,WK08,4,0,
1249,WK07,8,0,
1252,WK07,9,0,
1254,WK07,15,0,
1255,WK07,2,0,
1257,WK07,3,0,
1259,WK07,10,76,
1259,WK08,2,0,
1260,WK07,4,0,
1261,WK07,6,0,
1263,WK07,18,0,
1267,WK07,4,0,
1267,WK10,1,0,
1268,WK07,3,0,
1271,WK07,10,0,
1273,WK07,7,0,
1273,WK10,6,0,
1273,WK11,1,0,
1276,WK07,3,0,
1276,WK10,5,0,
1277,WK07,15,0,
1277,WK08,2,0,
1277,WK11,8,102,
1280,WK07,11,0,
1280,WK10,8,0,
1280,WK11,1,0,
1283,WK07,14,0,
1285,WK07,17,0,
1285,WK10,8,0,
1285,WK11,1,0,
1287,WK07,1,0,
1288,WK07,10,0,
1289,WK07,25,0,
1289,WK08,5,0,
1290,WK07,4,0,
1291,WK07,5,0,
1292,WK07,6,0,
1292,WK08,5,0,
1293,WK07,4,0,
1295,WK07,7,0,
1297,WK07,19,54,
1297,WK08,13,0,
1298,WK07,7,0,
1299,WK07,56,0,
1299,WK08,9,0,
1300,WK07,6,0,
1301,WK07,4,0,
1301,WK08,3,0,
1302,WK07,10,0,
1302,WK08,2,0,
1303,WK07,6,0,
1304,WK07,10,0,
1304,WK10,1,0,
1304,WK11,7,0,
1305,WK07,3,0,
1305,WK10,5,0,
1307,WK07,1,0,
1307,WK10,3,0,
1309,WK07,7,0,
1310,WK07,25,0,
1311,WK07,4,0,
1312,WK07,4,0,
1314,WK07,4,0,
1315,WK07,18,0,
1315,WK08,2,0,
1315,WK10,6,0,
1315,WK11,1,0,
1316,WK07,4,0,
1317,WK07,5,0,
1318,WK07,11,0,
1319,WK07,13,0,
1319,WK08,2,0,
1320,WK07,14,0,
1321,WK07,3,0,
1322,WK07,8,0,
1326,WK07,10,0,
1327,WK07,11,0,
1331,WK07,6,0,
1335,WK07,29,0,
1335,WK08,2,0,
1336,WK07,9,0,
1337,WK07,18,0,
1337,WK08,1,0,
1341,WK07,11,0,
1342,WK07,2,0,
1344,WK07,26,0,
1344,WK08,3,0,
1345,WK07,30,0,
1345,WK08,2,0,
1346,WK07,6,0,
1348,WK07,15,0,
1350,WK07,15,0,
1351,WK07,7,0,
1354,WK07,7,0,
1355,WK07,14,0,
1355,WK08,12,0,
1358,WK07,10,0,
1360,WK07,4,0,
1360,WK08,4,0,
1362,WK07,16,0,
1363,WK07,7,0,
1364,WK07,15,107,
1364,WK08,5,0,
1365,WK07,15,0,
1365,WK08,2,0,
1365,WK11,17,0,
1366,WK07,4,0,
1366,WK10,4,0,
1367,WK07,8,0,
1369,WK07,23,0,
1369,WK08,1,0,
1370,WK07,26,0,
1371,WK07,5,0,
1375,WK07,49,0,
1375,WK08,5,0,
1376,WK07,16,0,
1377,WK07,4,0,
1377,WK10,4,0,
1378,WK07,6,0,
1378,WK10,1,0,
1378,WK11,6,0,
1379,WK07,3,0,
1381,WK07,48,0,
