Store,Cat #,Article #,SAP Description,Quantity,Set Week,deliver to
319,26,100058769, STACKBASE 48X48 BLK,3,14,Store
366,26,100058769, STACKBASE 48X48 BLK,6,14,Store
375,26,100058769, STACKBASE 48X48 BLK,4,14,Store
466,26,100058769, STACKBASE 48X48 BLK,3,14,Store
523,26,100058769, STACKBASE 48X48 BLK,6,14,Store
530,26,100058769, STACKBASE 48X48 BLK,6,14,Store
599,26,100058769, STACKBASE 48X48 BLK,3,14,Store
614,26,100058769, STACKBASE 48X48 BLK,3,14,Store
644,26,100058769, STACKBASE 48X48 BLK,4,14,Store
671,26,100058769, STACKBASE 48X48 BLK,3,14,Store
675,26,100058769, STACKBASE 48X48 BLK,4,14,Store
680,26,100058769, STACKBASE 48X48 BLK,4,14,Store
723,26,100058769, STACKBASE 48X48 BLK,3,14,Store
724,26,100058769, STACKBASE 48X48 BLK,6,14,Store
727,26,100058769, STACKBASE 48X48 BLK,4,14,Store
737,26,100058769, STACKBASE 48X48 BLK,3,14,Store
756,26,100058769, STACKBASE 48X48 BLK,6,14,Store
780,26,100058769, STACKBASE 48X48 BLK,6,14,Store
782,26,100058769, STACKBASE 48X48 BLK,4,14,Store
787,26,100058769, STACKBASE 48X48 BLK,3,14,Store
822,26,100058769, STACKBASE 48X48 BLK,4,14,Store
826,26,100058769, STACKBASE 48X48 BLK,4,14,Store
855,26,100058769, STACKBASE 48X48 BLK,4,14,Store
858,26,100058769, STACKBASE 48X48 BLK,3,14,Store
874,26,100058769, STACKBASE 48X48 BLK,3,14,Store
887,26,100058769, STACKBASE 48X48 BLK,3,14,Store
897,26,100058769, STACKBASE 48X48 BLK,6,14,Store
930,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1003,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1021,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1047,26,100058769, STACKBASE 48X48 BLK,6,14,Store
1065,26,100058769, STACKBASE 48X48 BLK,6,14,Store
1076,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1112,26,100058769, STACKBASE 48X48 BLK,6,14,Store
1120,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1123,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1153,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1158,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1160,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1164,26,100058769, STACKBASE 48X48 BLK,6,14,Store
1227,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1259,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1296,26,100058769, STACKBASE 48X48 BLK,6,14,Store
1324,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1395,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1468,26,100058769, STACKBASE 48X48 BLK,6,14,Store
1491,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1558,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1561,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1583,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1604,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1614,26,100058769, STACKBASE 48X48 BLK,6,14,Store
1639,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1676,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1693,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1710,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1711,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1713,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1716,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1732,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1780,26,100058769, STACKBASE 48X48 BLK,3,14,Store
1854,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1930,26,100058769, STACKBASE 48X48 BLK,4,14,Store
1958,26,100058769, STACKBASE 48X48 BLK,6,14,Store
1965,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2010,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2072,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2074,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2118,26,100058769, STACKBASE 48X48 BLK,4,14,Store
2124,26,100058769, STACKBASE 48X48 BLK,6,14,Store
2126,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2131,26,100058769, STACKBASE 48X48 BLK,4,14,Store
2228,26,100058769, STACKBASE 48X48 BLK,4,14,Store
2251,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2257,26,100058769, STACKBASE 48X48 BLK,6,14,Store
2308,26,100058769, STACKBASE 48X48 BLK,6,14,Store
2473,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2492,26,100058769, STACKBASE 48X48 BLK,4,14,Store
2536,26,100058769, STACKBASE 48X48 BLK,4,14,Store
2566,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2579,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2603,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2608,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2652,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2659,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2717,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2722,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2754,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2763,26,100058769, STACKBASE 48X48 BLK,4,14,Store
2771,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2834,26,100058769, STACKBASE 48X48 BLK,4,14,Store
2849,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2856,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2883,26,100058769, STACKBASE 48X48 BLK,4,14,Store
2908,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2935,26,100058769, STACKBASE 48X48 BLK,3,14,Store
2947,26,100058769, STACKBASE 48X48 BLK,6,14,Store
2994,26,100058769, STACKBASE 48X48 BLK,4,14,Store
3035,26,100058769, STACKBASE 48X48 BLK,5,14,Store
3055,26,100058769, STACKBASE 48X48 BLK,4,14,Store
3067,26,100058769, STACKBASE 48X48 BLK,3,14,Store
3087,26,100058769, STACKBASE 48X48 BLK,6,14,Store
3188,26,100058769, STACKBASE 48X48 BLK,3,14,Store
3234,26,100058769, STACKBASE 48X48 BLK,6,14,Store
3290,26,100058769, STACKBASE 48X48 BLK,3,14,Store
3320,26,100058769, STACKBASE 48X48 BLK,4,14,Store
3384,26,100058769, STACKBASE 48X48 BLK,3,14,Store
3431,26,100058769, STACKBASE 48X48 BLK,4,14,Store
3478,26,100058769, STACKBASE 48X48 BLK,3,14,Store
3489,26,100058769, STACKBASE 48X48 BLK,3,14,Store
3505,26,100058769, STACKBASE 48X48 BLK,3,14,Store
3518,26,100058769, STACKBASE 48X48 BLK,4,14,Store
3543,26,100058769, STACKBASE 48X48 BLK,4,14,Store
3567,26,100058769, STACKBASE 48X48 BLK,4,14,Store
3641,26,100058769, STACKBASE 48X48 BLK,3,14,Store
3883,26,100058769, STACKBASE 48X48 BLK,3,14,Store
4118,26,100058769, STACKBASE 48X48 BLK,4,14,Store
4166,26,100058769, STACKBASE 48X48 BLK,6,14,Store
4460,26,100058769, STACKBASE 48X48 BLK,3,14,Store
4497,26,100058769, STACKBASE 48X48 BLK,6,14,Store
4508,26,100058769, STACKBASE 48X48 BLK,4,14,Store
4509,26,100058769, STACKBASE 48X48 BLK,4,14,Store
4538,26,100058769, STACKBASE 48X48 BLK,3,14,Store
4636,26,100058769, STACKBASE 48X48 BLK,4,14,Store
5129,26,100058769, STACKBASE 48X48 BLK,3,14,Store
5274,26,100058769, STACKBASE 48X48 BLK,6,14,Store
5346,26,100058769, STACKBASE 48X48 BLK,4,14,Store
5355,26,100058769, STACKBASE 48X48 BLK,3,14,Store
5379,26,100058769, STACKBASE 48X48 BLK,3,14,Store
5441,26,100058769, STACKBASE 48X48 BLK,4,14,Store
5446,26,100058769, STACKBASE 48X48 BLK,3,14,Store
5481,26,100058769, STACKBASE 48X48 BLK,6,14,Store
5482,26,100058769, STACKBASE 48X48 BLK,6,14,Store
5495,26,100058769, STACKBASE 48X48 BLK,3,14,Store
5676,26,100058769, STACKBASE 48X48 BLK,3,14,Store
5766,26,100058769, STACKBASE 48X48 BLK,3,14,Store
5787,26,100058769, STACKBASE 48X48 BLK,3,14,Store
5793,26,100058769, STACKBASE 48X48 BLK,3,14,Store
5808,26,100058769, STACKBASE 48X48 BLK,4,14,Store
6286,26,100058769, STACKBASE 48X48 BLK,4,14,Store
6392,26,100058769, STACKBASE 48X48 BLK,6,14,Store
6467,26,100058769, STACKBASE 48X48 BLK,4,14,Store
6929,26,100058769, STACKBASE 48X48 BLK,4,14,Store
6932,26,100058769, STACKBASE 48X48 BLK,6,14,Store
6998,26,100058769, STACKBASE 48X48 BLK,3,14,Store
7326,26,100058769, STACKBASE 48X48 BLK,4,14,Store
8930,26,100058769, STACKBASE 48X48 BLK,5,14,Store
47,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
74,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
79,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
89,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
93,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
118,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
135,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
158,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
159,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
178,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
180,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
198,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
207,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
252,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
271,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
273,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
276,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
280,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
312,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
319,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
530,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
599,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
671,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
737,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
1003,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
1021,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
1160,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
1395,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
1583,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
1639,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
1732,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
1780,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
1965,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2010,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2126,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2251,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2308,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2566,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2579,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2608,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2652,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2717,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2754,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2771,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2849,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2856,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2908,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
2935,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
3035,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
3067,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
3384,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
3489,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
4166,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
5129,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
5274,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
5355,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
5379,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
5446,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
5495,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
5676,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
5787,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
5793,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
8930,26,100061736,  STACKBASE 24X48 BLK ,1,14,Store
18,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
47,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
62,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
74,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
79,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
89,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
93,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
108,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
111,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
113,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
114,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
118,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
121,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
124,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
135,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
158,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
159,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
160,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
162,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
177,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
178,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
180,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
190,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
198,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
200,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
207,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
211,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
221,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
226,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
252,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
271,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
273,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
276,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
280,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
290,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
312,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
319,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
366,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
375,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
466,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
523,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
530,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
599,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
614,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
644,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
671,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
675,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
680,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
723,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
724,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
727,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
737,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
756,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
780,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
782,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
787,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
822,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
826,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
855,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
858,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
874,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
887,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
897,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
930,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1003,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1021,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1047,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1065,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1076,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1112,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1120,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1123,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1153,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1158,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1160,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1164,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1227,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1259,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1296,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1324,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1395,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1468,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1491,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1558,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1561,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1583,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1604,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1614,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1639,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1676,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1693,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1710,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1711,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1713,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1716,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1732,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1780,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1854,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1930,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1958,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
1965,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2010,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2072,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2074,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2118,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2124,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2126,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2131,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2228,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2251,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2257,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2308,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2473,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2492,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2536,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2566,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2579,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2603,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2608,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2652,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2659,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2717,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2722,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2754,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2763,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2771,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2834,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2849,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2856,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2883,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2908,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2935,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2947,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
2994,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
3035,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
3055,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
3067,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
3087,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
3188,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
3234,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
3290,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
3320,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
3384,26,100046553,47.5” Clip Fact Tag Black/Clear (custom 12 pack),1,14,Store
