Store Number,WM Item #,Item Desc,Kayak Type,# Pallets,Total Qty,DTS PO #,MABD
1878,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216198,45381
1878,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216198,45381
1878,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216198,45381
1947,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216363,45374
1947,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216363,45374
1947,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216363,45374
1947,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216363,45374
1947,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216363,45374
1947,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216363,45374
1947,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216363,45374
1947,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216363,45374
1947,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216363,45374
1947,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216363,45374
1947,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216363,45374
1947,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216363,45374
1947,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216363,45374
2369,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216140,45381
2369,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216140,45381
2369,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216140,45381
2369,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216140,45381
2369,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216140,45381
2369,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216140,45381
2369,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216140,45381
2369,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216140,45381
2369,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216140,45381
2369,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216140,45381
2369,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216140,45381
2369,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216140,45381
2369,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216140,45381
2369,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216140,45381
2075,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216295,45374
2075,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216295,45374
2075,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216295,45374
2075,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216295,45374
2075,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216295,45374
2075,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216295,45374
2075,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216295,45374
2075,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216295,45374
2075,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216295,45374
2075,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216295,45374
2075,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216295,45374
2075,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216295,45374
2075,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216295,45374
2075,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216295,45374
2511,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216123,45374
2511,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216123,45374
2511,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216123,45374
2511,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216123,45374
2511,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216123,45374
2511,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216123,45374
2511,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216123,45374
2511,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216123,45374
2511,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216123,45374
2511,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216123,45374
2511,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216123,45374
2511,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216123,45374
1604,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216362,45381
1604,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216362,45381
1604,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216362,45381
1604,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216362,45381
1604,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216362,45381
1604,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216362,45381
1604,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216362,45381
1604,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216362,45381
1604,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216362,45381
1604,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216362,45381
1604,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216362,45381
1604,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216362,45381
1604,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216362,45381
1604,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216362,45381
5883,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216083,45374
5883,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216083,45374
5883,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216083,45374
5883,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216083,45374
5883,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216083,45374
5883,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216083,45374
5883,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216083,45374
5883,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,2,12,818216083,45374
5883,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216083,45374
685,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216133,45367
685,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216133,45367
685,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216133,45367
685,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216133,45367
685,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216133,45367
685,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216133,45367
685,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216133,45367
685,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216133,45367
685,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216133,45367
685,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216133,45367
685,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216133,45367
685,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216133,45367
685,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216133,45367
685,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216133,45367
1797,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216337,45381
1797,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216337,45381
1797,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216337,45381
1797,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216337,45381
1797,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216337,45381
1797,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216337,45381
1797,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216337,45381
1797,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216337,45381
1797,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216337,45381
1797,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216337,45381
1797,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216337,45381
1797,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216337,45381
1797,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216337,45381
1797,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216337,45381
1381,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216080,45353
1381,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216080,45353
1381,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216080,45353
1381,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216080,45353
1381,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216080,45353
1381,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216080,45353
1381,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216080,45353
1381,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216080,45353
1381,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216080,45353
1381,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216080,45353
1381,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216080,45353
5376,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216304,45381
5376,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216304,45381
5376,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216304,45381
5376,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216304,45381
5376,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216304,45381
5376,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216304,45381
5376,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216304,45381
5376,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216304,45381
5376,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216304,45381
5376,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216304,45381
5376,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216304,45381
5376,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216304,45381
5376,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216304,45381
5376,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216304,45381
3705,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216170,45360
3705,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216170,45360
3705,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216170,45360
3705,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216170,45360
3705,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216170,45360
3705,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216170,45360
3705,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216170,45360
3705,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216170,45360
3705,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216170,45360
3705,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216170,45360
3705,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216170,45360
3705,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216170,45360
3705,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216170,45360
3705,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216170,45360
3742,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818215978,45360
3742,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818215978,45360
3742,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818215978,45360
3742,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818215978,45360
3742,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818215978,45360
3742,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818215978,45360
3742,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818215978,45360
3742,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818215978,45360
3742,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818215978,45360
3742,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818215978,45360
2607,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216108,45381
2607,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216108,45381
2607,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216108,45381
2607,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216108,45381
2607,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216108,45381
2607,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216108,45381
2607,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216108,45381
2607,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216108,45381
2607,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216108,45381
2607,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216108,45381
2607,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216108,45381
2607,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216108,45381
2682,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216364,45381
2682,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216364,45381
2682,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216364,45381
2682,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216364,45381
2682,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216364,45381
2682,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216364,45381
2682,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216364,45381
2682,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216364,45381
2682,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216364,45381
2682,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216364,45381
2682,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216364,45381
2682,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216364,45381
2682,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216364,45381
2682,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216364,45381
518,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216009,45360
518,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216009,45360
518,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216009,45360
518,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216009,45360
518,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216009,45360
518,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216009,45360
518,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216009,45360
518,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216009,45360
518,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216009,45360
518,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216009,45360
518,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216009,45360
518,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216009,45360
518,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216009,45360
5498,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216368,45381
5498,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216368,45381
5498,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216368,45381
5498,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216368,45381
5498,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216368,45381
5498,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216368,45381
5498,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216368,45381
5498,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216368,45381
5498,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216368,45381
5498,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216368,45381
5498,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216368,45381
5498,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216368,45381
5498,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216368,45381
5498,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216368,45381
1023,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216097,45360
1023,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216097,45360
1023,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216097,45360
1023,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216097,45360
1023,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216097,45360
1023,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216097,45360
1023,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216097,45360
1023,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216097,45360
1023,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216097,45360
1023,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216097,45360
1023,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216097,45360
1297,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216128,45353
1297,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216128,45353
1297,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216128,45353
1297,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216128,45353
1297,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216128,45353
1297,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216128,45353
1297,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216128,45353
1297,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216128,45353
1297,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216128,45353
1297,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216128,45353
1438,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216324,45374
1438,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216324,45374
1438,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216324,45374
1438,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216324,45374
1438,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216324,45374
1438,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216324,45374
1438,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216324,45374
1438,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216324,45374
1438,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216324,45374
1438,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216324,45374
1438,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216324,45374
1809,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216211,45381
1809,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216211,45381
1809,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216211,45381
1809,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216211,45381
1809,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216211,45381
1809,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216211,45381
1809,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216211,45381
1809,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216211,45381
1809,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216211,45381
1809,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216211,45381
3778,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216335,45381
3778,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216335,45381
3778,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216335,45381
3778,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216335,45381
3778,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216335,45381
3778,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216335,45381
3778,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216335,45381
3778,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216335,45381
3778,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216335,45381
3778,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216335,45381
3778,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216335,45381
3778,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216335,45381
3778,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216335,45381
3778,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216335,45381
5126,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216085,45360
5126,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216085,45360
5126,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216085,45360
5126,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216085,45360
5126,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216085,45360
5126,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216085,45360
5126,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216085,45360
5126,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216085,45360
5126,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216085,45360
5126,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216085,45360
5126,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216085,45360
1114,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818215986,45360
1114,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818215986,45360
1114,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818215986,45360
1114,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818215986,45360
1114,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818215986,45360
1114,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818215986,45360
1114,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818215986,45360
1114,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818215986,45360
1114,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818215986,45360
1114,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818215986,45360
1505,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818215988,45367
1505,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818215988,45367
1505,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818215988,45367
1505,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818215988,45367
1505,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818215988,45367
1505,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818215988,45367
1505,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818215988,45367
1505,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818215988,45367
1505,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818215988,45367
2957,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216127,45388
2957,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216127,45388
2957,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216127,45388
2957,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216127,45388
2957,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216127,45388
2957,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216127,45388
