Market ID,Region,Store ID,First Assigned Carrier,Fulfillment Type, Status, Trend,Directional Focus,Max_WM_WK_ID,Weeks on DPI,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
203,19,2867,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,7,92.40%,98.20%,7.1,95.70%,94.90%,91.80%,88.00%
203,19,4540,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,15,92.40%,96.40%,6.4,91.70%,92.30%,97.90%,87.80%
205,19,2273,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,5,90.00%,93.20%,9.4,84.70%,92.30%,95.30%,88.20%
201,19,5064,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,6,88.60%,88.50%,8.5,83.70%,89.00%,90.20%,91.60%
279,25,957,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,12,77.90%,98.60%,6.1,82.10%,70.00%,81.80%,77.80%
262,25,1307,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,8,73.70%,95.10%,9.9,73.50%,73.70%,70.60%,77.80%
265,25,1779,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,8,81.50%,97.40%,8.9,80.40%,69.60%,89.10%,87.00%
208,20,2541,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,14,82.40%,95.20%,6.5,86.70%,82.80%,79.50%,80.80%
208,20,2541,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,15,88.90%,93.40%,9.2,87.70%,88.50%,90.10%,89.10%
227,20,2603,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,87.50%,99.10%,5.5,87.80%,87.20%,87.20%,88.10%
227,20,5040,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,78.70%,88.80%,7.9,59.70%,75.60%,92.80%,86.80%
227,20,5088,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,89.30%,98.50%,7.4,86.40%,89.20%,89.40%,92.50%
229,20,2008,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,7,80.10%,98.60%,6.6,73.10%,73.10%,88.10%,86.00%
209,20,5387,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,49,87.80%,93.40%,9.3,92.00%,84.60%,86.20%,87.90%
209,20,5387,UBER,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,10,69.70%,97.70%,7.4,72.70%,57.10%,62.50%,85.70%
216,20,3581,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,8,64.20%,98.10%,9.4,65.90%,67.70%,56.40%,65.50%
316,20,2792,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,18,91.50%,99.80%,5.7,92.60%,85.40%,95.20%,94.30%
360,40,195,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,8,92.10%,96.90%,8.2,86.70%,95.10%,93.10%,93.80%
361,40,20,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,3,77.60%,95.00%,8.7,85.10%,74.30%,88.60%,62.50%
485,59,2442,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,3,85.10%,90.10%,8.8,83.60%,81.30%,84.60%,87.50%
336,40,44,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,12,84.20%,100.00%,4.5,80.00%,83.30%,77.80%,100.00%
341,40,256,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,9,84.20%,93.80%,8.9,74.40%,89.70%,87.00%,86.00%
425,53,1020,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,6,94.50%,95.70%,8.5,88.50%,97.50%,96.40%,96.90%
435,53,5669,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,11,83.00%,90.40%,7.7,72.40%,83.90%,86.80%,89.50%
444,53,1012,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,71.90%,96.90%,6.4,69.70%,79.40%,74.40%,20.00%
439,53,1727,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,2,83.90%,97.20%,6.9,81.50%,89.50%,70.30%,89.50%
223,21,3641,ROADIE,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,6,88.40%,97.50%,5.6,87.80%,88.90%,94.30%,81.20%
246,21,1547,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,7,80.00%,90.20%,8.6,84.20%,75.00%,78.80%,82.10%
246,21,3851,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,8,78.70%,92.40%,9.1,75.00%,74.40%,81.40%,85.00%
217,21,5203,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,13,82.40%,97.30%,6.6,67.20%,83.80%,88.10%,90.80%
219,21,2098,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,11,78.90%,96.30%,9.5,78.70%,80.90%,78.00%,77.80%
97,14,5172,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,3,82.60%,96.10%,8.6,82.70%,76.00%,83.30%,89.30%
2,14,5113,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,47,84.40%,100.00%,5.4,87.20%,89.70%,75.60%,85.40%
3,14,681,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,89.60%,100.00%,6.1,94.30%,85.00%,92.70%,86.80%
16,14,932,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,15,81.60%,98.70%,9.4,71.90%,82.30%,82.40%,89.50%
112,3,3418,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,22,83.80%,96.40%,9.7,78.80%,83.10%,87.60%,85.70%
28,3,1018,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,8,89.00%,96.70%,6.8,81.40%,100.00%,89.80%,85.00%
546,59,4517,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,88.10%,98.10%,6.7,90.50%,80.00%,92.30%,89.70%
121,12,4635,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,17,91.30%,96.40%,7.3,94.00%,85.20%,96.10%,90.70%
123,12,578,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,17,90.80%,95.00%,7.1,83.80%,89.40%,95.80%,94.20%
123,12,578,UBER,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,14,88.00%,91.50%,7,88.90%,82.60%,93.40%,87.70%
123,12,1159,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,31,92.70%,96.90%,6.1,100.00%,97.10%,92.10%,81.70%
124,12,742,ROADIE,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,6,76.70%,97.10%,7.4,77.00%,73.10%,72.90%,83.80%
124,12,2496,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,13,88.20%,93.50%,9.9,82.90%,95.70%,88.60%,84.60%
124,12,2749,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,17,86.70%,95.90%,4.6,94.20%,71.90%,86.30%,94.60%
124,12,3289,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,67.50%,97.90%,6.3,58.10%,80.80%,77.80%,37.50%
145,11,93,UBER,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,5,84.60%,100.00%,7.3,50.00%,100.00%,100.00%,100.00%
146,11,97,UBER,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,6,86.10%,96.50%,9.4,85.70%,95.00%,100.00%,68.20%
146,11,120,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,4,76.10%,94.70%,10,81.80%,76.00%,74.10%,71.90%
147,11,393,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,47,91.10%,98.40%,9,88.20%,93.10%,91.00%,92.10%
5,12,332,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,16,83.70%,96.10%,8.2,82.80%,85.20%,80.60%,86.10%
5,12,7324,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,49,82.90%,94.10%,8.3,100.00%,78.10%,73.70%,84.80%
149,12,304,UBER,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,11,93.70%,97.30%,8.5,94.60%,89.50%,94.60%,96.80%
149,12,3137,UBER,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,18,88.50%,100.00%,5,93.80%,86.70%,85.70%,87.50%
153,12,5616,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,87.20%,96.30%,9.4,86.90%,85.70%,88.00%,88.20%
566,59,4589,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,7,83.00%,96.80%,5.5,87.10%,78.60%,68.20%,93.50%
566,59,7342,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,7,76.60%,99.00%,6.5,81.80%,74.10%,77.30%,73.90%
137,11,661,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,90.20%,96.00%,9.3,87.70%,87.90%,93.80%,91.80%
138,11,115,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,18,85.60%,94.50%,9.5,90.90%,82.00%,80.90%,88.10%
20,2,3188,UBER,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,11,89.90%,98.10%,9.9,89.30%,88.90%,88.40%,93.20%
21,2,3,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,11,91.20%,93.10%,9.3,89.60%,93.40%,88.50%,92.90%
25,2,459,UBER,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,9,92.50%,99.20%,9.8,96.80%,87.10%,89.30%,95.80%
18,2,2753,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,7,89.10%,95.10%,6.8,90.60%,87.70%,91.30%,87.20%
23,2,2360,UBER,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,46,88.60%,95.80%,9.8,88.00%,87.90%,92.50%,85.90%
30,2,1024,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,21,53.50%,91.20%,7.9,42.90%,71.10%,42.40%,55.60%
32,2,907,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,2,88.50%,94.90%,8.3,96.30%,86.80%,81.60%,89.10%
32,2,1153,ROADIE,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,16,83.20%,89.60%,8.7,90.00%,78.70%,88.40%,77.60%
108,9,1387,ROADIE,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,6,83.90%,98.90%,8.7,90.00%,76.10%,85.90%,83.10%
108,9,2789,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,24,81.70%,95.70%,9.7,81.00%,85.50%,76.30%,83.30%
108,9,2962,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,22,82.40%,99.30%,8.1,89.90%,72.20%,84.90%,84.10%
109,9,1851,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,15,86.40%,98.30%,9.6,84.80%,89.20%,93.20%,78.10%
109,9,3625,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,17,82.60%,97.40%,8.4,81.20%,74.60%,82.40%,93.40%
110,9,2091,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,7,83.70%,99.00%,6,82.00%,81.80%,86.30%,84.70%
110,9,2814,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,16,69.80%,99.30%,6.6,67.20%,75.70%,73.40%,62.50%
553,9,4303,UBER,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,2,81.70%,98.60%,7.7,78.90%,82.20%,83.80%,87.00%
96,72,5365,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,7,79.50%,97.00%,5.3,79.30%,74.30%,90.00%,75.80%
559,72,4565,POINTPICKUP,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,6,74.40%,98.80%,7.8,92.90%,60.90%,82.60%,66.70%
469,60,2074,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,5,91.30%,96.40%,8.1,92.50%,86.30%,94.10%,93.10%
476,60,1876,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,88.30%,95.00%,5.8,83.80%,85.10%,90.60%,94.70%
476,60,3742,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,13,94.50%,89.70%,8.7,88.60%,95.00%,98.40%,95.10%
412,52,1632,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,5,91.00%,97.70%,5.6,88.90%,87.50%,88.90%,97.80%
419,52,1447,UBER,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,16,87.20%,99.00%,8.7,88.70%,89.90%,87.00%,82.60%
418,52,784,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,2,81.80%,99.60%,5.2,91.50%,75.40%,72.60%,87.30%
426,52,886,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,2,76.80%,98.40%,7.5,75.40%,74.20%,83.60%,74.60%
426,52,1005,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,6,86.80%,100.00%,4.3,81.00%,91.70%,89.50%,85.70%
421,52,4374,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,82.10%,94.50%,5.9,83.30%,76.60%,87.80%,80.90%
458,58,3516,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,82.90%,99.00%,9.8,72.50%,85.90%,83.30%,89.50%
463,58,5156,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,20,89.00%,98.80%,9.8,93.40%,88.80%,89.30%,82.20%
515,61,2998,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,5,92.40%,94.50%,9.5,90.60%,95.70%,93.80%,89.40%
405,57,4678,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,5,86.90%,99.80%,6.6,87.50%,84.10%,87.30%,88.60%
447,57,1989,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,3,90.80%,100.00%,8,94.60%,95.60%,85.20%,85.30%
447,57,2556,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,87.40%,93.50%,7.4,91.90%,89.10%,86.60%,82.20%
449,57,4238,POINTPICKUP,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,6,89.70%,99.60%,6.8,96.20%,88.00%,96.20%,78.10%
581,57,5394,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,6,88.20%,99.60%,6.4,87.90%,85.20%,90.50%,89.40%
388,54,921,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,11,87.60%,95.40%,6.5,78.20%,91.90%,96.10%,84.30%
388,54,986,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,54.30%,98.00%,9.6,66.70%,46.70%,55.60%,50.00%
452,56,3493,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,7,88.30%,99.30%,9,92.50%,85.50%,86.00%,89.60%
392,56,2402,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,7,86.00%,94.90%,8.4,85.40%,95.60%,89.70%,71.40%
392,56,3729,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,9,91.50%,95.50%,10,89.70%,94.20%,95.50%,87.20%
450,56,2039,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,7,90.80%,98.40%,8.2,81.50%,90.00%,96.00%,96.30%
552,61,5980,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,3,64.60%,93.10%,5,76.90%,57.90%,75.00%,52.90%
400,56,2782,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,11,81.30%,100.00%,6.6,91.70%,76.30%,73.00%,84.80%
427,47,1534,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,89.80%,92.30%,9,93.60%,83.30%,93.50%,88.50%
430,47,1543,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,16,93.80%,95.50%,6,84.60%,97.80%,91.80%,96.90%
430,47,2990,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,11,87.40%,93.80%,5.5,89.20%,93.50%,83.30%,84.60%
382,47,1778,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,69.50%,95.60%,7.2,73.30%,62.20%,82.60%,60.00%
383,47,2259,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,13,91.60%,94.30%,8.7,95.50%,93.20%,95.90%,80.50%
170,22,2068,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,14,76.50%,95.30%,8.9,65.10%,77.80%,78.80%,85.50%
170,22,2096,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,4,87.20%,96.30%,9,87.30%,87.80%,85.50%,88.20%
234,22,1537,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,89.80%,97.30%,6.1,92.60%,91.00%,88.80%,87.20%
234,22,1591,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,42,77.70%,96.40%,10,84.80%,64.30%,76.70%,85.20%
558,22,2841,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,3,91.20%,99.50%,6.8,91.70%,93.40%,89.70%,89.30%
166,22,5130,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,27,79.80%,93.60%,9,67.50%,81.50%,81.60%,90.60%
166,22,5495,UBER,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,82.80%,96.20%,9.9,73.60%,83.50%,86.60%,87.20%
167,22,2167,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,5,88.20%,96.80%,7.4,92.60%,81.60%,89.50%,90.00%
167,22,5881,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,85.80%,95.80%,7.2,81.00%,88.40%,88.00%,88.20%
167,22,5881,UBER,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,85.60%,94.40%,8.6,84.50%,88.20%,81.60%,89.10%
232,22,1644,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,5,92.30%,96.60%,9.3,88.40%,95.50%,92.90%,92.40%
232,22,2481,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,8,86.70%,95.20%,9.3,88.30%,85.90%,83.30%,88.80%
237,22,5470,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,6,85.70%,100.00%,4.2,69.60%,100.00%,80.00%,94.70%
285,22,3843,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,88.50%,99.80%,6,89.90%,89.30%,87.30%,87.30%
159,16,2336,UBER,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,13,92.20%,95.10%,9.2,98.90%,88.30%,92.90%,89.20%
159,16,2341,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,62.20%,89.10%,8.9,43.10%,61.30%,67.80%,75.90%
160,16,3561,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,30,87.40%,98.80%,5.6,85.50%,77.40%,96.60%,91.20%
