Market ID,Region,Store ID,First Assigned Carrier,Fulfillment Type, Status, Trend,Directional Focus,Max_WM_WK_ID,Weeks on DPI,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
197,19,5842,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,90.40%,87.70%,13.3,93.50%,95.30%,89.40%,84.20%
206,19,5844,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,49,90.10%,93.20%,11.7,91.80%,90.00%,90.10%,88.30%
207,19,5030,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,87.10%,87.40%,13.3,89.40%,89.60%,81.20%,88.20%
207,19,5385,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,86.60%,85.80%,10.1,88.40%,79.70%,89.80%,89.30%
202,19,2080,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,46,74.10%,68.10%,16.8,61.80%,77.30%,81.60%,72.70%
202,19,5160,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,7,86.70%,92.00%,16.2,86.60%,89.40%,94.10%,76.30%
202,19,5472,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,45,85.70%,98.40%,11.3,90.50%,89.50%,80.80%,85.10%
203,19,1423,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,4,81.20%,80.40%,9.1,88.70%,78.70%,82.40%,76.30%
203,19,1754,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,5,89.00%,87.40%,7.7,92.80%,88.20%,89.10%,86.20%
203,19,2869,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,91.40%,95.90%,15,93.80%,91.90%,94.50%,85.60%
203,19,5893,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,6,87.00%,89.80%,15,86.60%,85.90%,94.60%,81.60%
204,19,1432,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,20,91.40%,93.40%,11.5,91.80%,91.80%,94.70%,87.50%
204,19,5097,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,6,88.40%,90.70%,10.8,88.80%,88.70%,90.80%,85.30%
205,19,1928,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,7,87.90%,93.20%,13.1,84.40%,89.60%,94.70%,83.90%
205,19,2693,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,10,89.00%,84.90%,9.3,90.70%,89.80%,95.00%,80.40%
205,19,3726,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,7,86.10%,84.20%,15.4,83.60%,89.70%,82.30%,89.00%
200,19,1923,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,18,79.70%,78.80%,10.6,77.20%,79.20%,90.60%,81.30%
200,19,2238,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,6,92.30%,94.70%,10.8,92.50%,95.10%,94.20%,87.40%
200,19,2493,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,16,78.70%,82.40%,10.2,78.00%,78.80%,78.10%,80.10%
200,19,3453,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,20,70.20%,67.10%,13.5,71.80%,68.90%,70.20%,70.50%
200,19,3876,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,6,85.00%,78.70%,10.7,84.40%,85.90%,86.80%,83.20%
200,19,5386,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,20,88.10%,93.10%,10.4,93.50%,88.80%,84.80%,84.70%
201,19,2678,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,88.50%,89.70%,12.2,86.00%,84.40%,91.50%,91.40%
201,19,5065,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,6,88.20%,81.20%,8.4,90.90%,84.60%,88.00%,91.40%
201,19,5280,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,47,88.50%,81.70%,10.3,86.10%,88.30%,89.50%,89.70%
238,19,1618,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,4,88.70%,91.70%,12.7,88.20%,93.70%,95.90%,78.70%
238,19,2544,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,46,84.90%,93.80%,16.9,85.40%,83.40%,88.10%,82.80%
238,19,2818,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,78.40%,92.40%,16.7,76.50%,75.60%,81.90%,78.50%
238,19,4631,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,76.60%,90.50%,19.1,52.20%,77.90%,88.30%,85.60%
273,25,1734,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,9,74.50%,86.40%,20.7,75.60%,79.80%,71.80%,70.90%
273,25,2491,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,35,89.60%,90.00%,11.2,85.10%,88.90%,91.50%,93.40%
275,25,1454,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,79.20%,76.70%,13.2,79.30%,70.70%,85.40%,82.20%
275,25,1602,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,26,81.60%,84.10%,12.2,77.70%,80.80%,77.50%,89.90%
275,25,1690,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,79.50%,88.70%,13.3,66.30%,77.90%,88.90%,85.90%
275,25,2728,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,30,82.10%,85.90%,10.7,66.90%,77.60%,96.20%,90.80%
275,25,3210,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,32,70.30%,65.30%,18.6,61.20%,64.80%,79.60%,75.90%
275,25,3602,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,21,73.90%,72.10%,21.4,54.90%,63.30%,86.20%,85.50%
278,25,603,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,6,86.90%,86.70%,14.7,82.90%,84.90%,88.60%,92.30%
278,25,1028,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,18,80.30%,86.60%,14.7,69.30%,82.50%,88.60%,77.80%
278,25,1323,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,3,89.80%,93.90%,12,94.40%,86.90%,89.60%,88.70%
278,25,3460,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,22,81.50%,84.50%,14.7,67.60%,85.40%,84.60%,85.40%
279,25,775,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,5,90.70%,93.20%,14.4,92.00%,93.80%,92.30%,85.70%
264,25,786,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,46,87.90%,90.90%,17.4,93.50%,89.40%,90.30%,78.30%
264,25,1553,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,88.40%,94.50%,14.4,92.40%,88.30%,90.40%,82.30%
267,25,1998,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,5,85.30%,97.20%,14.3,80.90%,82.10%,85.30%,93.50%
267,25,5402,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,83.50%,92.50%,17.6,82.20%,78.50%,87.60%,87.90%
267,25,5617,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,86.30%,91.20%,13.5,87.10%,84.20%,87.30%,86.70%
268,25,3004,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,83.60%,91.80%,17,75.30%,82.90%,88.60%,87.90%
268,25,5485,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,89.20%,94.70%,17,84.90%,86.00%,92.10%,93.60%
262,25,1307,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,4,89.00%,93.50%,11.8,85.20%,90.30%,91.50%,88.70%
270,25,3597,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,6,90.30%,93.90%,13.6,90.50%,86.30%,93.00%,91.50%
208,20,2063,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,87.00%,92.30%,14.1,86.40%,90.80%,93.80%,78.00%
208,20,2197,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,8,90.90%,93.80%,11,93.00%,90.90%,91.90%,87.90%
227,20,1739,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,76.20%,80.10%,13.8,80.60%,80.50%,76.80%,65.00%
227,20,3838,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,10,83.30%,86.00%,13.6,79.10%,80.70%,92.60%,80.80%
229,20,1883,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,18,83.40%,92.20%,15.4,82.50%,82.60%,88.70%,80.20%
235,20,2588,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,77.60%,84.80%,13.1,78.80%,71.30%,86.50%,73.70%
209,20,1863,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,7,77.00%,72.60%,21.1,69.20%,73.10%,77.80%,87.30%
209,20,1927,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,7,84.50%,91.00%,13.9,88.20%,77.70%,87.20%,84.90%
214,20,1839,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,85.20%,91.10%,15.2,80.20%,81.30%,91.60%,88.30%
214,20,2266,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,5,88.10%,89.00%,12.2,82.80%,88.00%,92.00%,89.30%
214,20,2362,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,82.50%,91.20%,15.7,63.60%,75.90%,89.50%,92.40%
214,20,4255,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,4,92.70%,88.70%,13.2,94.70%,92.70%,94.90%,88.20%
214,20,4285,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,12,73.80%,80.30%,18.8,71.10%,69.30%,85.40%,69.40%
215,20,1894,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,5,91.30%,91.80%,11.5,89.90%,90.70%,96.70%,89.40%
215,20,3722,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,88.00%,88.30%,12.4,89.50%,86.60%,88.30%,87.40%
216,20,2149,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,7,90.30%,96.80%,12.3,85.70%,91.60%,92.80%,91.00%
216,20,3262,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,85.40%,87.10%,13.3,81.90%,90.30%,87.90%,81.20%
216,20,3581,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,87.40%,97.50%,11.9,89.00%,85.30%,87.30%,88.20%
258,20,1247,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,49,91.80%,95.30%,10.5,91.90%,91.50%,93.90%,89.90%
316,20,2244,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,7,80.00%,89.10%,14.8,76.80%,79.60%,87.30%,76.70%
316,20,4277,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,87.70%,95.70%,13.6,83.10%,88.60%,89.50%,89.90%
360,40,234,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,7,70.60%,71.50%,19.4,75.50%,69.60%,72.70%,64.60%
360,40,560,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,20,86.00%,88.10%,13.4,84.00%,85.70%,87.10%,87.00%
360,40,2857,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,7,81.30%,92.10%,18.5,77.70%,79.10%,84.50%,84.70%
361,40,319,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,83.30%,84.20%,16,86.20%,89.70%,79.90%,77.50%
361,40,573,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,83.60%,79.90%,16.5,84.90%,82.40%,86.10%,81.10%
361,40,1014,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,79.10%,74.00%,15.6,74.60%,69.20%,88.80%,84.30%
361,40,1094,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,33,56.30%,78.00%,26.2,76.00%,57.70%,32.50%,52.80%
361,40,4553,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,63.80%,74.10%,27.9,84.30%,36.00%,67.60%,64.00%
361,40,4590,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,89.20%,88.10%,11.8,93.10%,84.60%,87.30%,91.60%
362,40,2490,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,23,76.10%,85.30%,9.9,81.90%,76.80%,72.50%,72.00%
362,40,2855,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,10,84.20%,76.10%,14.5,86.90%,81.10%,86.50%,82.30%
362,40,2955,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,77.20%,86.70%,15.9,78.70%,78.80%,79.00%,72.50%
485,59,5207,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,79.80%,73.80%,12.5,71.20%,83.20%,84.20%,82.20%
333,40,379,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,5,86.60%,80.70%,16.8,86.60%,82.90%,85.00%,91.90%
333,40,2221,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,85.70%,91.50%,15.7,84.90%,88.90%,83.00%,86.10%
333,40,4381,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,75.80%,80.30%,23.8,66.50%,69.40%,77.00%,90.00%
336,40,101,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,92.00%,92.50%,14.5,94.30%,91.30%,93.40%,89.10%
357,40,179,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,84.80%,89.40%,16.7,89.10%,86.50%,79.20%,85.30%
339,40,648,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,85.50%,76.30%,11.9,81.00%,88.40%,84.90%,87.60%
339,40,1161,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,72.90%,67.30%,15.1,66.90%,75.40%,65.80%,82.80%
339,40,1188,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,73.60%,80.90%,25.1,82.50%,80.90%,68.60%,65.70%
339,40,1265,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,5,71.20%,87.70%,21.6,62.40%,76.30%,74.90%,71.40%
339,40,5313,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,82.60%,73.40%,13.7,79.60%,81.20%,85.20%,84.50%
340,40,313,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,7,90.10%,90.90%,12.3,92.20%,86.10%,92.20%,90.30%
340,40,1177,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,81.70%,91.70%,16.4,83.00%,79.20%,82.20%,82.50%
340,40,1514,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,5,85.60%,77.20%,13.6,82.40%,83.20%,89.00%,87.80%
340,40,2213,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,25,71.70%,80.00%,22.9,65.00%,61.10%,77.70%,78.30%
340,40,2694,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,18,82.10%,84.20%,16.2,88.30%,75.00%,87.50%,78.80%
340,40,5150,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,76.70%,89.40%,15.9,81.50%,76.40%,78.40%,70.00%
341,40,201,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,88.30%,90.60%,17.5,83.80%,90.20%,96.50%,83.30%
341,40,328,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,11,89.30%,97.40%,11.8,86.60%,89.50%,92.80%,88.50%
341,40,361,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,4,87.30%,96.40%,11.3,86.70%,85.70%,90.40%,86.80%
341,40,1071,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,9,87.40%,95.90%,14,79.40%,85.40%,92.90%,92.20%
263,53,1490,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,5,83.90%,93.80%,13.2,75.60%,81.40%,91.40%,88.10%
263,53,1955,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,7,86.50%,91.10%,13.9,82.10%,87.30%,93.80%,83.40%
263,53,5398,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,5,85.30%,91.50%,15.2,74.60%,83.70%,93.60%,91.00%
425,53,882,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,73.50%,83.30%,13.5,43.30%,87.50%,76.60%,77.40%
425,53,1971,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,4,85.20%,88.40%,14.2,81.30%,84.40%,89.10%,86.10%
425,53,3534,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,17,92.80%,95.60%,10.2,92.40%,86.80%,95.10%,97.40%
441,53,2335,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,20,79.10%,80.80%,11.8,68.10%,75.60%,83.00%,89.90%
441,53,3857,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,79.00%,77.60%,12.3,72.20%,77.40%,85.90%,80.70%
442,53,1515,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,82.70%,87.60%,11.3,78.90%,85.50%,84.10%,82.30%
435,53,1394,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,6,86.70%,85.80%,12.8,75.50%,89.00%,92.00%,86.30%
435,53,2828,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,79.10%,91.10%,14,69.10%,83.50%,90.40%,74.10%
444,53,2452,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,17,77.40%,88.60%,20.2,54.00%,76.50%,91.40%,83.70%
444,53,2658,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,4,88.90%,91.50%,11.4,90.60%,90.70%,87.90%,86.50%
444,53,5438,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,80.50%,84.00%,16.7,76.20%,72.20%,81.80%,90.90%
438,53,1679,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,6,89.90%,84.60%,12,93.60%,91.00%,92.40%,82.80%
438,53,5127,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,18,73.90%,75.20%,12.9,70.90%,75.60%,81.00%,68.10%
438,53,5373,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,85.90%,77.50%,12.6,87.20%,86.40%,84.60%,85.70%
440,53,1453,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,89.20%,90.80%,11.4,83.10%,91.20%,93.10%,89.80%
221,21,1407,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,47,87.30%,86.40%,11.6,80.50%,86.80%,91.30%,90.90%
221,21,3502,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,77.50%,77.40%,18,77.70%,76.60%,80.30%,75.90%
221,21,3571,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,5,87.60%,81.90%,15.7,77.20%,89.50%,94.20%,89.90%
223,21,2124,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,4,87.30%,86.10%,13.3,87.20%,89.40%,89.40%,83.30%
223,21,3783,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,3,84.20%,94.10%,17.1,90.40%,88.20%,86.60%,72.70%
223,21,5104,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,20,69.00%,87.70%,21.9,94.60%,83.80%,73.20%,37.20%
223,21,5409,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,47,80.60%,80.10%,14.1,74.10%,76.10%,87.50%,84.50%
225,21,1510,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,84.60%,86.50%,13.5,83.60%,81.00%,86.80%,87.70%
225,21,2250,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,87.50%,91.90%,15.9,85.50%,86.70%,88.30%,89.50%
225,21,2447,,Scheduled Delivery Express,Executive Review,-,Store Focus,202337,17,63.50%,100.00%,11.4,,,,63.50%
225,21,2447,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,86.20%,97.60%,15.2,88.50%,92.30%,89.00%,75.80%
259,21,3894,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,84.70%,89.10%,14.1,82.20%,82.00%,85.80%,88.70%
239,21,1665,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,45,88.30%,90.10%,14.5,91.70%,90.00%,90.10%,81.50%
239,21,1728,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,87.00%,88.90%,19.6,87.20%,88.50%,87.10%,85.30%
246,21,1547,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,91.10%,88.50%,12.4,90.90%,93.50%,88.50%,91.10%
246,21,1962,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,83.40%,77.10%,13.8,89.80%,84.90%,85.40%,72.30%
246,21,3851,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,10,90.80%,90.90%,13.6,90.80%,91.00%,93.40%,88.20%
247,21,1294,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,12,85.10%,90.50%,16.3,86.90%,91.30%,82.00%,78.90%
218,21,1564,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,45,83.60%,90.80%,14.7,78.60%,86.30%,88.00%,81.80%
218,21,3486,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,7,81.80%,83.30%,15,88.90%,79.90%,81.10%,77.90%
219,21,2726,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,21,86.20%,86.80%,14.8,84.10%,86.30%,85.80%,88.60%
219,21,5466,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,7,83.40%,78.30%,16.9,85.20%,77.50%,87.10%,83.70%
1,14,853,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,10,91.70%,95.80%,11.6,90.00%,93.00%,93.40%,90.30%
1,14,934,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,23,87.90%,82.90%,12.9,89.10%,93.10%,91.40%,75.30%
1,14,1212,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,15,85.90%,84.70%,12.4,82.70%,89.80%,88.70%,82.70%
8,14,483,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,90.00%,94.90%,15.4,92.40%,89.20%,89.00%,89.50%
8,14,930,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,82.70%,89.60%,13.8,82.40%,90.70%,79.00%,78.60%
8,14,938,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,7,87.20%,88.10%,13.1,82.70%,86.90%,87.00%,91.60%
8,14,5348,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,86.00%,91.30%,14.8,71.90%,92.80%,90.80%,88.20%
13,14,1229,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,83.10%,93.00%,13.7,84.20%,77.30%,84.50%,85.80%
13,14,1481,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,80.70%,84.40%,17.9,86.00%,86.30%,84.10%,66.90%
13,14,2111,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,84.20%,89.80%,14.1,78.80%,87.20%,85.40%,85.30%
544,72,4504,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,64.90%,78.40%,18.2,77.70%,52.90%,71.00%,58.70%
97,14,1077,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,47,86.90%,83.90%,11.3,87.70%,83.90%,87.10%,89.20%
97,14,1223,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,45,84.00%,71.00%,14.3,85.30%,79.90%,84.50%,86.50%
97,14,1408,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,4,82.20%,84.40%,15.3,90.70%,80.50%,79.10%,80.30%
97,14,3307,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,16,91.20%,80.90%,10.2,88.60%,86.90%,96.60%,93.80%
97,14,4427,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,87.00%,92.10%,13.8,87.60%,88.50%,82.90%,89.10%
97,14,4520,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,83.50%,86.60%,14.1,78.70%,85.50%,83.40%,85.50%
2,14,562,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,8,88.70%,91.10%,13.1,93.70%,90.10%,86.90%,84.10%
2,14,1158,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,32,84.50%,91.80%,14,88.50%,88.10%,83.10%,78.10%
2,14,1711,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,85.80%,97.20%,13.7,86.40%,85.70%,91.30%,80.50%
3,14,301,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,21,88.70%,93.30%,15.7,95.40%,87.20%,95.80%,77.00%
3,14,2713,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,32,87.60%,92.10%,13.4,86.80%,94.00%,88.30%,80.90%
10,14,730,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,12,82.50%,84.10%,12.2,77.80%,76.90%,83.80%,90.90%
16,14,1284,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,46,87.60%,95.10%,18.2,89.00%,85.50%,89.00%,87.30%
16,14,4283,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,8,93.30%,97.20%,14.3,92.30%,96.00%,96.80%,88.60%
16,14,5363,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,28,91.90%,93.30%,13.3,94.70%,96.70%,90.20%,85.90%
111,3,1390,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,26,90.80%,88.90%,14,88.50%,92.20%,94.40%,87.80%
111,3,5218,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,18,87.00%,93.20%,17.3,94.50%,92.50%,85.10%,74.90%
112,3,1960,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,90.20%,97.90%,14.4,87.30%,87.60%,93.20%,92.70%
114,3,779,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,15,87.70%,90.10%,15.3,90.90%,79.90%,90.00%,90.00%
114,3,3463,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,4,75.80%,82.30%,21.1,87.10%,74.40%,68.50%,73.30%
89,3,942,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,83.20%,81.10%,16.4,81.40%,82.00%,80.90%,88.60%
27,3,889,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,87.80%,91.70%,11.2,94.40%,82.00%,93.80%,81.70%
27,3,1072,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,15,91.60%,89.50%,12.8,94.80%,91.00%,89.70%,91.10%
27,3,2615,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,8,92.70%,96.80%,12.1,95.70%,94.00%,90.00%,91.60%
