Market,Region,Store Nbr,Tier,Details
124,4,3852,Tier 2,GM Pause
209,20,3608,Tier 2,GM Pause
187,17,3334,Tier 2,GM Pause
28,3,862,Tier 2,GM Pause
50,5,266,Tier 2,GM Pause
528,64,6459,Tier 2,GM Pause
583,5,1800,Tier 2,GM Pause
557,61,4100,Tier 2,GM Pause
87,6,4115,Tier 2,GM Pause
83,5,77,Tier 2,GM Pause
418,52,1285,Tier 2,GM Pause
361,40,1014,Tier 2,GM Pause
543,64,6577,Tier 2,GM Pause
137,12,766,Tier 2,GM Pause
92,9,3538,Tier 2,GM Pause
569,6,1296,Tier 2,GM Pause
801,29,5802,Tier 2,GM Pause
544,72,4691,Tier 2,GM Pause
152,41,5175,Tier 2,GM Pause
426,52,1332,Tier 2,GM Pause
187,17,3329,Tier 2,GM Pause
3,14,691,Tier 2,GM Pause
424,52,5976,Tier 2,GM Pause
380,47,2125,Tier 2,GM Pause
353,44,2734,Tier 2,GM Pause
507,64,6942,Tier 2,GM Pause
351,44,340,Tier 2,GM Pause
161,16,2373,Tier 2,GM Pause
542,64,3746,Tier 2,GM Pause
505,46,3763,Tier 2,GM Pause
545,72,4582,Tier 2,GM Pause
281,75,3780,Tier 2,GM Pause
159,16,2902,Tier 2,GM Pause
52,5,6963,Tier 2,GM Pause
137,12,1100,Tier 2,GM Pause
78,6,470,Tier 2,GM Pause
260,41,584,Tier 2,GM Pause
293,75,2850,Tier 2,GM Pause
534,72,4375,Tier 2,GM Pause
460,57,2708,Tier 2,GM Pause
382,54,4412,Tier 2,GM Pause
311,20,1023,Tier 2,GM Pause
473,60,3217,Tier 2,GM Pause
326,42,2587,Tier 2,GM Pause
542,64,2940,Tier 2,GM Pause
546,72,2801,Tier 2,GM Pause
2,14,762,Tier 2,GM Pause
451,56,5884,Tier 2,GM Pause
253,41,3362,Tier 2,GM Pause
549,72,5820,Tier 2,GM Pause
544,72,4189,Tier 2,GM Pause
60,6,1186,Tier 2,GM Pause
541,64,7241,Tier 2,GM Pause
365,57,4203,Tier 2,GM Pause
321,42,125,Tier 2,GM Pause
378,54,924,Tier 2,GM Pause
249,25,1459,Tier 2,GM Pause
350,44,158,Tier 2,GM Pause
53,5,426,Tier 2,GM Pause
328,42,1147,Tier 2,GM Pause
509,59,5013,Tier 2,GM Pause
315,75,1780,Tier 2,GM Pause
27,3,889,Tier 2,GM Pause
200,19,1942,Tier 2,GM Pause
238,19,1576,Tier 2,GM Pause
91,9,890,Tier 2,GM Pause
397,61,3354,Tier 2,GM Pause
551,61,5640,Tier 2,GM Pause
385,46,3731,Tier 2,GM Pause
58,64,2397,Tier 2,GM Pause
271,25,237,Tier 2,GM Pause
51,5,5210,Tier 2,GM Pause
143,13,3528,Tier 2,GM Pause
154,16,2683,Tier 3,Total Store ISA Pause
58,64,2977,Tier 2,GM Pause
91,9,1084,Tier 2,GM Pause
485,59,2442,Tier 2,GM Pause
86,6,2239,Tier 2,GM Pause
221,21,5104,Tier 2,GM Pause
509,59,5393,Tier 2,GM Pause
373,46,3360,Tier 2,GM Pause
192,17,1673,Tier 2,GM Pause
9,61,5304,Tier 2,GM Pause
194,17,1966,Tier 2,GM Pause
515,61,5689,Tier 2,GM Pause
496,59,3442,Tier 2,GM Pause
215,20,2506,Tier 2,GM Pause
45,5,516,Tier 2,GM Pause
526,64,7229,Tier 2,GM Pause
270,25,1531,Tier 2,GM Pause
74,5,7281,Tier 2,GM Pause
108,9,1589,Tier 2,GM Pause
504,64,5963,Tier 2,GM Pause
419,52,1654,Tier 2,GM Pause
242,41,7290,Tier 2,GM Pause
801,29,2302,Tier 2,GM Pause
161,16,3301,Tier 2,GM Pause
1,14,6173,Tier 2,GM Pause
46,5,399,Tier 2,GM Pause
87,6,865,Tier 2,GM Pause
71,46,6898,Tier 2,GM Pause
543,64,5081,Tier 2,GM Pause
114,9,725,Tier 2,GM Pause
157,16,2903,Tier 2,GM Pause
287,75,7032,Tier 2,GM Pause
309,26,2908,Tier 2,GM Pause
414,52,1389,Tier 2,GM Pause
566,59,5925,Tier 2,GM Pause
228,17,3253,Tier 2,GM Pause
322,42,54,Tier 2,GM Pause
511,56,2025,Tier 2,GM Pause
121,2,583,Tier 2,GM Pause
371,46,5768,Tier 2,GM Pause
154,16,5278,Tier 2,GM Pause
457,56,1616,Tier 2,GM Pause
13,14,1481,Tier 2,GM Pause
164,17,1810,Tier 2,GM Pause
533,64,5323,Tier 2,GM Pause
249,25,884,Tier 2,GM Pause
291,75,5779,Tier 2,GM Pause
2,14,2723,Tier 2,GM Pause
441,53,1274,Tier 2,GM Pause
20,2,3188,Tier 2,GM Pause
19,2,3201,Tier 2,GM Pause
368,46,5429,Tier 2,GM Pause
156,16,2155,Tier 2,GM Pause
222,21,3206,Tier 2,GM Pause
66,13,283,Tier 2,GM Pause
537,72,4128,Tier 2,GM Pause
289,75,5253,Tier 2,GM Pause
147,12,218,Tier 2,GM Pause
559,72,3817,Tier 2,GM Pause
425,53,913,Tier 2,GM Pause
284,75,3802,Tier 2,GM Pause
237,22,4348,Tier 2,GM Pause
85,6,4183,Tier 2,GM Pause
472,60,2317,Tier 2,GM Pause
11,14,362,Tier 2,GM Pause
490,61,3740,Tier 2,GM Pause
360,40,560,Tier 2,GM Pause
499,59,7205,Tier 2,GM Pause
203,19,1754,Tier 2,GM Pause
407,47,4209,Tier 2,GM Pause
21,2,1400,Tier 2,GM Pause
282,75,2279,Tier 2,GM Pause
548,72,2391,Tier 2,GM Pause
385,46,829,Tier 2,GM Pause
192,17,1813,Tier 2,GM Pause
454,56,3652,Tier 2,GM Pause
86,6,5145,Tier 2,GM Pause
20,2,3118,Tier 2,GM Pause
151,12,2757,Tier 2,GM Pause
569,6,4112,Tier 2,GM Pause
187,17,4403,Tier 2,GM Pause
385,46,3732,Tier 2,GM Pause
471,60,3801,Tier 2,GM Pause
28,3,5392,Tier 2,GM Pause
118,9,623,Tier 2,GM Pause
546,72,4527,Tier 2,GM Pause
356,44,992,Tier 2,GM Pause
192,17,3842,Tier 2,GM Pause
259,41,1139,Tier 2,GM Pause
231,22,2129,Tier 2,GM Pause
235,20,4501,Tier 2,GM Pause
459,57,5996,Tier 2,GM Pause
438,53,5127,Tier 2,GM Pause
284,75,1741,Tier 2,GM Pause
120,2,5151,Tier 2,GM Pause
349,44,479,Tier 2,GM Pause
482,25,6476,Tier 2,GM Pause
429,47,3395,Tier 2,GM Pause
471,60,5628,Tier 2,GM Pause
121,2,4166,Tier 2,GM Pause
196,53,2417,Tier 2,GM Pause
64,6,3302,Tier 2,GM Pause
457,56,5133,Tier 2,GM Pause
304,4,4224,Tier 2,GM Pause
541,64,3727,Tier 2,GM Pause
497,59,4443,Tier 2,GM Pause
273,25,422,Tier 2,GM Pause
203,19,2700,Tier 2,GM Pause
124,4,1694,Tier 2,GM Pause
183,16,2153,Tier 2,GM Pause
542,64,3752,Tier 2,GM Pause
174,17,2497,Tier 2,GM Pause
467,60,3531,Tier 2,GM Pause
502,59,5754,Tier 2,GM Pause
137,12,1124,Tier 2,GM Pause
511,56,5843,Tier 2,GM Pause
412,52,1696,Tier 2,GM Pause
419,52,1929,Tier 2,GM Pause
298,26,1132,Tier 2,GM Pause
39,2,6576,Tier 2,GM Pause
90,9,5420,Tier 2,GM Pause
468,56,1880,Tier 2,GM Pause
499,59,7180,Tier 2,GM Pause
528,64,6786,Tier 2,GM Pause
269,25,3893,Tier 2,GM Pause
447,57,2556,Tier 2,GM Pause
436,53,1672,Tier 2,GM Pause
285,75,1890,Tier 2,GM Pause
569,6,2763,Tier 2,GM Pause
423,52,2642,Tier 2,GM Pause
38,4,642,Tier 2,GM Pause
538,72,3062,Tier 2,GM Pause
510,61,3844,Tier 2,GM Pause
247,21,1378,Tier 2,GM Pause
328,42,788,Tier 2,GM Pause
425,53,3534,Tier 2,GM Pause
246,21,2339,Tier 2,GM Pause
137,12,4187,Tier 2,GM Pause
553,9,3311,Tier 2,GM Pause
467,60,3705,Tier 2,GM Pause
559,72,6548,Tier 2,GM Pause
200,19,1791,Tier 2,GM Pause
349,44,607,Tier 2,GM Pause
178,22,1844,Tier 2,GM Pause
18,2,3874,Tier 2,GM Pause
44,5,3285,Tier 2,GM Pause
223,21,2441,Tier 2,GM Pause
439,53,1982,Tier 2,GM Pause
324,42,126,Tier 2,GM Pause
110,9,2814,Tier 2,GM Pause
111,9,1536,Tier 2,GM Pause
191,17,3332,Tier 2,GM Pause
512,61,2689,Tier 2,GM Pause
557,61,3988,Tier 2,GM Pause
457,56,2053,Tier 2,GM Pause
444,53,3497,Tier 2,GM Pause
213,19,1539,Tier 2,GM Pause
353,44,1056,Tier 2,GM Pause
305,4,4274,Tier 2,GM Pause
421,52,1470,Tier 2,GM Pause
403,54,3232,Tier 2,GM Pause
94,3,1391,Tier 2,GM Pause
102,72,7298,Tier 2,GM Pause
136,12,1074,Tier 2,GM Pause
328,42,1114,Tier 2,GM Pause
537,72,3168,Tier 2,GM Pause
314,75,2705,Tier 2,GM Pause
498,59,5188,Tier 2,GM Pause
328,42,160,Tier 2,GM Pause
157,16,2640,Tier 2,GM Pause
300,26,2580,Tier 2,GM Pause
545,72,5769,Tier 2,GM Pause
160,16,3560,Tier 2,GM Pause
171,17,2915,Tier 2,GM Pause
335,40,188,Tier 2,GM Pause
387,46,3427,Tier 2,GM Pause
507,64,5364,Tier 2,GM Pause
418,52,1431,Tier 2,GM Pause
229,20,3223,Tier 2,GM Pause
160,16,2095,Tier 2,GM Pause
86,6,999,Tier 2,GM Pause
262,25,4699,Tier 2,GM Pause
440,53,1453,Tier 2,GM Pause
76,5,610,Tier 2,GM Pause
8,14,700,Tier 2,GM Pause
562,64,4465,Tier 2,GM Pause
196,53,2545,Tier 2,GM Pause
21,2,1363,Tier 2,GM Pause
316,20,2576,Tier 2,GM Pause
422,52,2882,Tier 2,GM Pause
543,64,6323,Tier 2,GM Pause
243,25,1142,Tier 2,GM Pause
361,40,96,Tier 2,GM Pause
291,75,2438,Tier 2,GM Pause
478,60,1775,Tier 2,GM Pause
433,47,1671,Tier 2,GM Pause
218,21,3282,Tier 2,GM Pause
353,44,7294,Tier 2,GM Pause
278,25,5157,Tier 2,GM Pause
23,2,5390,Tier 2,GM Pause
46,5,146,Tier 2,GM Pause
94,3,613,Tier 2,GM Pause
190,17,2992,Tier 2,GM Pause
349,44,269,Tier 2,GM Pause
190,17,2262,Tier 2,GM Pause
580,25,1371,Tier 2,GM Pause
129,13,2913,Tier 2,GM Pause
542,64,2919,Tier 2,GM Pause
352,44,4195,Tier 2,GM Pause
424,52,3209,Tier 2,GM Pause
180,16,2634,Tier 2,GM Pause
548,72,4434,Tier 2,GM Pause
350,44,231,Tier 2,GM Pause
811,29,3693,Tier 2,GM Pause
304,4,4410,Tier 2,GM Pause
424,52,2352,Tier 2,GM Pause
188,17,1997,Tier 2,GM Pause
582,54,1572,Tier 2,GM Pause
223,21,3783,Tier 2,GM Pause
468,56,5839,Tier 2,GM Pause
409,44,1099,Tier 2,GM Pause
336,40,357,Tier 2,GM Pause
403,54,5233,Tier 2,GM Pause
52,5,5707,Tier 2,GM Pause
213,19,1448,Tier 2,GM Pause
187,17,2116,Tier 2,GM Pause
582,54,4068,Tier 2,GM Pause
476,60,5461,Tier 2,GM Pause
104,9,1213,Tier 2,GM Pause
290,75,4476,Tier 2,GM Pause
526,64,3317,Tier 2,GM Pause
77,6,757,Tier 2,GM Pause
11,14,715,Tier 2,GM Pause
494,59,5767,Tier 2,GM Pause
38,4,634,Tier 2,GM Pause
273,25,2934,Tier 2,GM Pause
421,52,1415,Tier 2,GM Pause
461,57,2028,Tier 2,GM Pause
412,52,4244,Tier 2,GM Pause
511,56,1840,Tier 2,GM Pause
102,72,6937,Tier 2,GM Pause
163,17,2899,Tier 2,GM Pause
248,21,4231,Tier 2,GM Pause
445,57,1914,Tier 2,GM Pause
436,53,5432,Tier 2,GM Pause
143,13,1346,Tier 2,GM Pause
280,75,2894,Tier 2,GM Pause
36,4,4384,Tier 2,GM Pause
286,75,4514,Tier 2,GM Pause
414,52,892,Tier 2,GM Pause
505,46,1015,Tier 2,GM Pause
229,20,4643,Tier 2,GM Pause
538,72,4478,Tier 2,GM Pause
306,4,5747,Tier 2,GM Pause
78,6,458,Tier 2,GM Pause
400,56,1995,Tier 2,GM Pause
301,26,1527,Tier 2,GM Pause
162,17,2282,Tier 2,GM Pause
392,56,2402,Tier 2,GM Pause
229,20,1770,Tier 2,GM Pause
508,75,1893,Tier 2,GM Pause
440,53,1931,Tier 2,GM Pause
557,61,7168,Tier 2,GM Pause
270,25,3597,Tier 2,GM Pause
98,3,928,Tier 2,GM Pause
156,16,2964,Tier 2,GM Pause
311,20,3303,Tier 2,GM Pause
254,41,5728,Tier 2,GM Pause
344,44,178,Tier 2,GM Pause
218,21,1368,Tier 2,GM Pause
410,44,242,Tier 2,GM Pause
190,17,5732,Tier 2,GM Pause
407,47,35,Tier 2,GM Pause
359,40,451,Tier 2,GM Pause
475,60,2492,Tier 2,GM Pause
415,52,841,Tier 2,GM Pause
394,57,3350,Tier 2,GM Pause
128,13,3616,Tier 2,GM Pause
441,53,847,Tier 2,GM Pause
56,5,2926,Tier 2,GM Pause
149,12,264,Tier 2,GM Pause
362,40,1151,Tier 2,GM Pause
322,42,914,Tier 2,GM Pause
134,13,773,Tier 2,GM Pause
394,57,3351,Tier 2,GM Pause
248,21,4230,Tier 2,GM Pause
551,61,3099,Tier 2,GM Pause
22,2,1047,Tier 2,GM Pause
119,2,5263,Tier 2,GM Pause
474,60,3511,Tier 2,GM Pause
451,56,5766,Tier 2,GM Pause
491,61,4139,Tier 2,GM Pause
325,42,1065,Tier 2,GM Pause
510,61,5257,Tier 2,GM Pause
475,60,2241,Tier 2,GM Pause
449,57,2985,Tier 2,GM Pause
403,54,1440,Tier 2,GM Pause
466,57,2517,Tier 2,GM Pause
38,4,4457,Tier 2,GM Pause
270,25,3434,Tier 2,GM Pause
58,64,3043,Tier 2,GM Pause
461,57,2842,Tier 2,GM Pause
473,60,2187,Tier 2,GM Pause
226,17,2208,Tier 2,GM Pause
315,75,1399,Tier 2,GM Pause
475,60,2006,Tier 2,GM Pause
510,61,2632,Tier 2,GM Pause
446,57,3650,Tier 2,GM Pause
484,57,2401,Tier 2,GM Pause
452,56,1615,Tier 2,GM Pause
490,61,4491,Tier 2,GM Pause
135,42,307,Tier 2,GM Pause
280,75,1703,Tier 2,GM Pause
237,22,2663,Tier 2,GM Pause
302,26,1300,Tier 2,GM Pause
548,72,6207,Tier 2,GM Pause
280,75,2756,Tier 2,GM Pause
86,6,1235,Tier 2,GM Pause
430,54,1535,Tier 2,GM Pause
165,22,3774,Tier 2,GM Pause
405,46,3847,Tier 2,GM Pause
351,44,47,Tier 2,GM Pause
498,59,4692,Tier 2,GM Pause
76,5,561,Tier 2,GM Pause
399,56,2781,Tier 2,GM Pause
253,41,653,Tier 2,GM Pause
449,57,1583,Tier 2,GM Pause
289,75,2529,Tier 2,GM Pause
542,64,4674,Tier 2,GM Pause
365,57,4337,Tier 2,GM Pause
406,47,652,Tier 2,GM Pause
102,72,5451,Tier 2,GM Pause
18,2,3485,Tier 2,GM Pause
414,52,647,Tier 2,GM Pause
551,61,4169,Tier 2,GM Pause
207,19,5030,Tier 2,GM Pause
76,5,1254,Tier 2,GM Pause
228,17,2674,Tier 2,GM Pause
147,12,1115,Tier 2,GM Pause
16,3,1284,Tier 2,GM Pause
399,56,3093,Tier 2,GM Pause
559,72,5875,Tier 2,GM Pause
308,26,3626,Tier 2,GM Pause
207,19,1416,Tier 2,GM Pause
119,2,4226,Tier 2,GM Pause
511,56,2648,Tier 2,GM Pause
449,57,2277,Tier 2,GM Pause
800,29,3683,Tier 2,GM Pause
124,4,599,Tier 2,GM Pause
422,52,3498,Tier 2,GM Pause
514,60,5073,Tier 2,GM Pause
510,61,4218,Tier 2,GM Pause
1,14,1212,Tier 2,GM Pause
538,72,5791,Tier 2,GM Pause
549,72,5817,Tier 2,GM Pause
97,3,4427,Tier 2,GM Pause
156,16,2629,Tier 2,GM Pause
494,59,5452,Tier 2,GM Pause
122,2,1194,Tier 2,GM Pause
566,59,4188,Tier 2,GM Pause
508,75,2799,Tier 2,GM Pause
543,64,6849,Tier 2,GM Pause
440,53,2127,Tier 2,GM Pause
446,57,3087,Tier 2,GM Pause
232,22,3634,Tier 2,GM Pause
206,19,3487,Tier 2,GM Pause
122,2,1319,Tier 2,GM Pause
205,19,1928,Tier 2,GM Pause
559,72,6149,Tier 2,GM Pause
397,61,5423,Tier 2,GM Pause
502,59,4388,Tier 2,GM Pause
35,2,3192,Tier 2,GM Pause
499,59,7146,Tier 2,GM Pause
147,12,238,Tier 2,GM Pause
24,2,4185,Tier 2,GM Pause
286,75,1825,Tier 2,GM Pause
179,16,1919,Tier 2,GM Pause
281,75,2045,Tier 2,GM Pause
96,72,6894,Tier 2,GM Pause
507,64,2880,Tier 2,GM Pause
275,25,480,Tier 2,GM Pause
324,42,124,Tier 2,GM Pause
85,6,846,Tier 2,GM Pause
389,47,2672,Tier 2,GM Pause
481,61,5643,Tier 2,GM Pause
256,41,760,Tier 2,GM Pause
82,5,1129,Tier 2,GM Pause
32,3,1076,Tier 2,GM Pause
340,40,1177,Tier 2,GM Pause
508,75,5345,Tier 2,GM Pause
394,57,3473,Tier 2,GM Pause
351,44,151,Tier 2,GM Pause
368,46,5331,Tier 2,GM Pause
467,60,5861,Tier 2,GM Pause
67,6,3297,Tier 2,GM Pause
372,46,1334,Tier 2,GM Pause
551,61,4134,Tier 2,GM Pause
73,46,626,Tier 2,GM Pause
389,47,3018,Tier 2,GM Pause
541,64,3736,Tier 2,GM Pause
283,75,5941,Tier 2,GM Pause
458,57,5305,Tier 2,GM Pause
436,53,1446,Tier 2,GM Pause
389,47,1001,Tier 2,GM Pause
490,61,4196,Tier 2,GM Pause
294,2,4428,Tier 2,GM Pause
362,40,4611,Tier 2,GM Pause
312,75,2762,Tier 2,GM Pause
172,17,5293,Tier 2,GM Pause
324,42,5244,Tier 2,GM Pause
508,75,1716,Tier 2,GM Pause
581,57,1645,Tier 2,GM Pause
63,6,1062,Tier 2,GM Pause
509,59,5829,Tier 2,GM Pause
184,16,3491,Tier 2,GM Pause
301,26,1197,Tier 2,GM Pause
512,61,3047,Tier 2,GM Pause
455,56,2418,Tier 2,GM Pause
368,46,4336,Tier 2,GM Pause
161,16,2885,Tier 3,Total Store ISA Pause
387,46,5166,Tier 2,GM Pause
61,6,482,Tier 2,GM Pause
312,75,1309,Tier 2,GM Pause
413,52,1435,Tier 2,GM Pause
357,40,14,Tier 2,GM Pause
333,40,2221,Tier 2,GM Pause
552,61,5608,Tier 2,GM Pause
243,25,1157,Tier 2,GM Pause
94,3,579,Tier 2,GM Pause
462,57,1862,Tier 2,GM Pause
233,22,2519,Tier 2,GM Pause
305,4,5745,Tier 2,GM Pause
41,4,1183,Tier 2,GM Pause
452,56,1789,Tier 2,GM Pause
147,12,192,Tier 2,GM Pause
492,72,2431,Tier 2,GM Pause
19,2,3401,Tier 2,GM Pause
479,5,4165,Tier 2,GM Pause
440,53,3268,Tier 2,GM Pause
119,2,477,Tier 2,GM Pause
403,54,5763,Tier 2,GM Pause
510,61,3604,Tier 2,GM Pause
7,14,1134,Tier 2,GM Pause
454,56,1697,Tier 2,GM Pause
444,53,5463,Tier 2,GM Pause
248,21,1388,Tier 2,GM Pause
298,26,2704,Tier 2,GM Pause
382,54,1485,Tier 2,GM Pause
103,72,3935,Tier 2,GM Pause
174,17,2582,Tier 2,GM Pause
400,56,1902,Tier 2,GM Pause
492,72,6975,Tier 2,GM Pause
215,20,2966,Tier 2,GM Pause
173,17,2144,Tier 2,GM Pause
403,54,5235,Tier 2,GM Pause
472,60,2121,Tier 2,GM Pause
511,56,2031,Tier 2,GM Pause
216,20,2199,Tier 2,GM Pause
474,60,4249,Tier 2,GM Pause
320,75,3215,Tier 2,GM Pause
366,46,1411,Tier 2,GM Pause
314,75,1934,Tier 2,GM Pause
414,52,5748,Tier 2,GM Pause
405,46,1442,Tier 2,GM Pause
269,25,5276,Tier 2,GM Pause
496,59,2870,Tier 2,GM Pause
28,3,556,Tier 2,GM Pause
457,56,1608,Tier 2,GM Pause
147,12,683,Tier 2,GM Pause
435,53,4677,Tier 2,GM Pause
466,57,2218,Tier 2,GM Pause
400,56,3897,Tier 2,GM Pause
366,46,5031,Tier 2,GM Pause
24,2,7185,Tier 2,GM Pause
81,5,3319,Tier 2,GM Pause
159,16,2904,Tier 2,GM Pause
308,26,1849,Tier 2,GM Pause
569,6,5808,Tier 2,GM Pause
191,17,1926,Tier 2,GM Pause
409,44,3492,Tier 2,GM Pause
580,25,1676,Tier 2,GM Pause
326,42,4168,Tier 2,GM Pause
183,16,2055,Tier 2,GM Pause
273,25,798,Tier 2,GM Pause
8,14,424,Tier 2,GM Pause
384,46,1414,Tier 2,GM Pause
239,21,5374,Tier 2,GM Pause
324,42,3230,Tier 2,GM Pause
80,6,3320,Tier 2,GM Pause
98,3,1172,Tier 2,GM Pause
430,54,1483,Tier 2,GM Pause
411,47,26,Tier 2,GM Pause
29,4,4556,Tier 2,GM Pause
7,14,2114,Tier 2,GM Pause
135,42,976,Tier 2,GM Pause
473,60,2007,Tier 2,GM Pause
203,19,2869,Tier 2,GM Pause
181,16,2639,Tier 2,GM Pause
427,54,1627,Tier 2,GM Pause
279,25,775,Tier 2,GM Pause
160,16,2021,Tier 2,GM Pause
119,2,3835,Tier 2,GM Pause
166,22,5495,Tier 2,GM Pause
129,13,761,Tier 2,GM Pause
7,14,1091,Tier 2,GM Pause
232,22,3412,Tier 2,GM Pause
200,19,5386,Tier 2,GM Pause
512,61,5635,Tier 2,GM Pause
271,25,352,Tier 2,GM Pause
430,54,2990,Tier 2,GM Pause
316,20,2792,Tier 2,GM Pause
429,47,2579,Tier 2,GM Pause
353,44,544,Tier 2,GM Pause
387,46,1306,Tier 2,GM Pause
94,3,1182,Tier 2,GM Pause
433,47,3278,Tier 2,GM Pause
89,9,110,Tier 2,GM Pause
51,5,2918,Tier 2,GM Pause
315,75,2807,Tier 2,GM Pause
459,57,1700,Tier 2,GM Pause
47,44,117,Tier 2,GM Pause
46,5,572,Tier 2,GM Pause
203,19,5893,Tier 2,GM Pause
157,16,1762,Tier 2,GM Pause
231,22,2318,Tier 2,GM Pause
22,2,4409,Tier 2,GM Pause
581,57,1826,Tier 2,GM Pause
175,17,4153,Tier 2,GM Pause
194,17,2326,Tier 2,GM Pause
350,44,129,Tier 2,GM Pause
28,3,836,Tier 3,Total Store ISA Pause
533,64,2878,Tier 2,GM Pause
181,16,2138,Tier 2,GM Pause
333,40,4381,Tier 2,GM Pause
419,52,2937,Tier 2,GM Pause
505,46,3136,Tier 2,GM Pause
360,40,1120,Tier 2,GM Pause
51,5,3482,Tier 2,GM Pause
426,52,810,Tier 2,GM Pause
347,44,22,Tier 2,GM Pause
491,61,5990,Tier 2,GM Pause
151,12,737,Tier 2,GM Pause
203,19,2867,Tier 2,GM Pause
256,41,1675,Tier 2,GM Pause
441,53,1396,Tier 2,GM Pause
316,20,2548,Tier 2,GM Pause
135,42,149,Tier 2,GM Pause
156,16,2012,Tier 2,GM Pause
310,26,1155,Tier 2,GM Pause
265,25,1779,Tier 2,GM Pause
380,47,1252,Tier 2,GM Pause
226,17,2024,Tier 2,GM Pause
226,17,2543,Tier 2,GM Pause
473,60,3260,Tier 2,GM Pause
800,29,3682,Tier 2,GM Pause
433,47,774,Tier 2,GM Pause
103,72,4563,Tier 2,GM Pause
222,21,5355,Tier 2,GM Pause
492,72,3599,Tier 2,GM Pause
426,52,1361,Tier 2,GM Pause
251,25,828,Tier 2,GM Pause
382,54,2923,Tier 2,GM Pause
366,46,1325,Tier 2,GM Pause
285,75,2560,Tier 2,GM Pause
288,75,1759,Tier 2,GM Pause
533,64,5805,Tier 2,GM Pause
801,29,2346,Tier 2,GM Pause
459,57,2177,Tier 2,GM Pause
396,57,4356,Tier 2,GM Pause
552,61,3090,Tier 2,GM Pause
429,47,7129,Tier 2,GM Pause
165,22,3339,Tier 2,GM Pause
15,14,818,Tier 2,GM Pause
504,64,4453,Tier 2,GM Pause
108,9,3858,Tier 2,GM Pause
359,40,203,Tier 2,GM Pause
543,64,3703,Tier 2,GM Pause
101,3,6978,Tier 2,GM Pause
279,25,792,Tier 2,GM Pause
335,40,337,Tier 2,GM Pause
366,46,1612,Tier 2,GM Pause
537,72,7242,Tier 2,GM Pause
67,6,4538,Tier 2,GM Pause
472,60,2325,Tier 2,GM Pause
552,61,5606,Tier 2,GM Pause
288,75,1773,Tier 2,GM Pause
401,54,1708,Tier 2,GM Pause
114,9,925,Tier 2,GM Pause
196,53,2100,Tier 2,GM Pause
419,52,1757,Tier 2,GM Pause
26,2,5275,Tier 2,GM Pause
103,72,5719,Tier 2,GM Pause
120,2,658,Tier 2,GM Pause
406,47,369,Tier 2,GM Pause
491,61,4625,Tier 2,GM Pause
414,52,749,Tier 2,GM Pause
533,64,5286,Tier 2,GM Pause
159,16,3200,Tier 2,GM Pause
430,54,1520,Tier 2,GM Pause
546,72,4421,Tier 2,GM Pause
444,53,3324,Tier 2,GM Pause
291,75,2136,Tier 2,GM Pause
528,64,7311,Tier 2,GM Pause
278,25,1323,Tier 2,GM Pause
232,22,2528,Tier 2,GM Pause
488,72,5758,Tier 2,GM Pause
18,2,515,Tier 2,GM Pause
500,59,7340,Tier 2,GM Pause
205,19,3726,Tier 2,GM Pause
362,40,3273,Tier 2,GM Pause
537,72,2745,Tier 2,GM Pause
392,56,5864,Tier 2,GM Pause
546,72,4519,Tier 2,GM Pause
310,26,1261,Tier 2,GM Pause
219,21,3792,Tier 2,GM Pause
248,21,1647,Tier 2,GM Pause
45,5,251,Tier 2,GM Pause
181,16,2224,Tier 2,GM Pause
66,13,1204,Tier 2,GM Pause
228,17,3281,Tier 2,GM Pause
61,6,462,Tier 2,GM Pause
512,61,5634,Tier 2,GM Pause
433,47,4600,Tier 2,GM Pause
94,3,582,Tier 2,GM Pause
124,4,690,Tier 2,GM Pause
135,42,1193,Tier 2,GM Pause
53,5,4240,Tier 2,GM Pause
380,47,4284,Tier 2,GM Pause
583,5,789,Tier 2,GM Pause
102,72,5826,Tier 2,GM Pause
25,2,4558,Tier 2,GM Pause
5,12,5197,Tier 2,GM Pause
542,64,4193,Tier 2,GM Pause
317,20,2646,Tier 2,GM Pause
551,61,5637,Tier 2,GM Pause
455,56,3587,Tier 2,GM Pause
400,56,1878,Tier 2,GM Pause
7,14,1462,Tier 2,GM Pause
438,53,1277,Tier 2,GM Pause
526,64,3661,Tier 2,GM Pause
286,75,2564,Tier 2,GM Pause
147,12,393,Tier 2,GM Pause
272,25,213,Tier 2,GM Pause
482,25,1275,Tier 2,GM Pause
15,14,1362,Tier 2,GM Pause
312,75,1292,Tier 2,GM Pause
361,40,61,Tier 2,GM Pause
167,22,2167,Tier 2,GM Pause
200,19,2102,Tier 2,GM Pause
123,2,3234,Tier 2,GM Pause
279,25,636,Tier 2,GM Pause
503,6,214,Tier 2,GM Pause
256,41,1170,Tier 2,GM Pause
237,22,1684,Tier 2,GM Pause
360,40,834,Tier 2,GM Pause
146,41,177,Tier 2,GM Pause
42,4,638,Tier 2,GM Pause
430,54,2443,Tier 2,GM Pause
81,5,917,Tier 2,GM Pause
369,46,1533,Tier 2,GM Pause
37,4,4664,Tier 2,GM Pause
204,19,5097,Tier 2,GM Pause
477,60,5368,Tier 2,GM Pause
440,53,2510,Tier 2,GM Pause
258,41,1189,Tier 2,GM Pause
204,19,1752,Tier 2,GM Pause
514,60,2571,Tier 2,GM Pause
159,16,2227,Tier 2,GM Pause
