Store #,City,Category,Declaration Category,Declared Items,UPC ,Cat,Sub-Cat,Action Needed,Reporting Category,Store-UPC
140,LUFKIN,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,1407874206203
140,LUFKIN,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,1401630022001
140,LUFKIN,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,1401630022005
140,LUFKIN,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,1401630022006
140,LUFKIN,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,1403120003469
140,LUFKIN,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,1407874235188
140,LUFKIN,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,1407874235189
140,LUFKIN,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,1407874235202
140,LUFKIN,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,1407874235203
140,LUFKIN,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk,1407206000012
140,LUFKIN,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,1407874235186
140,LUFKIN,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,1407874235200
140,LUFKIN,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk,1407206000055
140,LUFKIN,Milk,Skim Milk Quart,PRAIRIE FARMS HILAND SKIM QT-032OZ,7206000086,52,1,,Milk,1407206000086
146,GILMER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread,1467294561103
146,GILMER,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese,1467874235327
146,GILMER,Cheese,Cheese,GV Colby 1lb,7874243020,2,12,,Cheese,1467874243020
146,GILMER,Cheese,Cheese,GV Colby Jack 1 lb,7874207964,2,12,,Cheese,1467874207964
146,GILMER,Cheese,Cheese,GV Med Cheddar 1lb,7874221730,2,12,,Cheese,1467874221730
146,GILMER,Cheese,Cheese,GV Mild Cheddar 1lb,7874237458,2,12,,Cheese,1467874237458
146,GILMER,Cheese,Cheese,GV Mild Cheddar 2lb,7874206773,2,12,,Cheese,1467874206773
146,GILMER,Cheese,Cheese,GV Mont Jack - 1 lb,7874243021,2,12,,Cheese,1467874243021
146,GILMER,Cheese,Cheese,GV Mont Jack - 2 lb,7874209747,2,12,,Cheese,1467874209747
146,GILMER,Cheese,Cheese,GV Mozzarella - 1 lb,7874243019,2,12,,Cheese,1467874243019
146,GILMER,Cheese,Cheese,GV Mozzarella -2 lb,7874211907,2,12,,Cheese,1467874211907
146,GILMER,Cheese,Cheese,GV Sharp Cheddar 1lb,7874243022,2,12,,Cheese,1467874243022
146,GILMER,Cheese,Cheese,GV Sharp Cheddar 2lb,7874214878,2,12,,Cheese,1467874214878
146,GILMER,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese,1464171623216
146,GILMER,Cheese,Cheese,GV XSharp Cheddar 1lb,7874206257,2,12,,Cheese,1467874206257
146,GILMER,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women,1467874212237
146,GILMER,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women,1467874237167
146,GILMER,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children,1467874208819
146,GILMER,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children,1467874206990
146,GILMER,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,7874222690,4,4,,Juice - Children,1467874222690
146,GILMER,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children,1467874222689
146,GILMER,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children,1467874229660
146,GILMER,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children,1467874201467
146,GILMER,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children,1467874206209
146,GILMER,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,1467874206203
146,GILMER,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,1461630022001
146,GILMER,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,1461630022005
146,GILMER,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,1461630022006
146,GILMER,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,1463120003469
146,GILMER,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,1467874235188
146,GILMER,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,1467874235189
146,GILMER,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,1467874235202
146,GILMER,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,1467874235203
146,GILMER,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk,1467206000012
146,GILMER,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,1467874235186
146,GILMER,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,1467874235200
146,GILMER,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk,1467206000055
146,GILMER,Milk,Skim Milk Quart,PRAIRIE FARMS HILAND SKIM QT-032OZ,7206000086,52,1,,Milk,1467206000086
147,DENISON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread,1477294561103
147,DENISON,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese,1477874235327
147,DENISON,Cheese,Cheese,GV Colby 1lb,7874243020,2,12,,Cheese,1477874243020
147,DENISON,Cheese,Cheese,GV Colby 2lb,7874211463,2,12,,Cheese,1477874211463
147,DENISON,Cheese,Cheese,GV Colby Jack 1 lb,7874207964,2,12,,Cheese,1477874207964
147,DENISON,Cheese,Cheese,GV Med Cheddar 1lb,7874221730,2,12,,Cheese,1477874221730
147,DENISON,Cheese,Cheese,GV Mild Cheddar 1lb,7874237458,2,12,,Cheese,1477874237458
147,DENISON,Cheese,Cheese,GV Mild Cheddar 2lb,7874206773,2,12,,Cheese,1477874206773
147,DENISON,Cheese,Cheese,GV Mont Jack - 1 lb,7874243021,2,12,,Cheese,1477874243021
147,DENISON,Cheese,Cheese,GV Mozzarella - 1 lb,7874243019,2,12,,Cheese,1477874243019
147,DENISON,Cheese,Cheese,GV Mozzarella -2 lb,7874211907,2,12,,Cheese,1477874211907
147,DENISON,Cheese,Cheese,GV Sharp Cheddar 1lb,7874243022,2,12,,Cheese,1477874243022
147,DENISON,Cheese,Cheese,GV Sharp Cheddar 2lb,7874214878,2,12,,Cheese,1477874214878
147,DENISON,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese,1474171623216
147,DENISON,Cheese,Cheese,GV XSharp Cheddar 1lb,7874206257,2,12,,Cheese,1477874206257
147,DENISON,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women,1477874222979
147,DENISON,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women,1477874237167
147,DENISON,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children,1477874208819
147,DENISON,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children,1477874206990
147,DENISON,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,7874222690,4,4,,Juice - Children,1477874222690
147,DENISON,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children,1477874222689
147,DENISON,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children,1477874229660
147,DENISON,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children,1477874201467
147,DENISON,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children,1477874206209
147,DENISON,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,1477874206203
147,DENISON,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,1471630022001
147,DENISON,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,1471630022005
147,DENISON,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,1471630022006
147,DENISON,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,1473120003469
147,DENISON,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,1477874235188
147,DENISON,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,1477874235189
147,DENISON,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,1477874235202
147,DENISON,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,1477874235203
147,DENISON,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk,1477206000012
147,DENISON,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,1477874235186
147,DENISON,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,1477874235200
147,DENISON,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk,1477206000055
147,DENISON,Milk,Skim Milk Quart,PRAIRIE FARMS HILAND SKIM QT-032OZ,7206000086,52,1,,Milk,1477206000086
148,PARIS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread,1487294561103
148,PARIS,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese,1487874235327
148,PARIS,Cheese,Cheese,GV Colby 1lb,7874243020,2,12,,Cheese,1487874243020
148,PARIS,Cheese,Cheese,GV Colby 2lb,7874211463,2,12,,Cheese,1487874211463
148,PARIS,Cheese,Cheese,GV Colby Jack 1 lb,7874207964,2,12,,Cheese,1487874207964
148,PARIS,Cheese,Cheese,GV Med Cheddar 1lb,7874221730,2,12,,Cheese,1487874221730
148,PARIS,Cheese,Cheese,GV Mild Cheddar 1lb,7874237458,2,12,,Cheese,1487874237458
148,PARIS,Cheese,Cheese,GV Mild Cheddar 2lb,7874206773,2,12,,Cheese,1487874206773
148,PARIS,Cheese,Cheese,GV Mont Jack - 1 lb,7874243021,2,12,,Cheese,1487874243021
148,PARIS,Cheese,Cheese,GV Mozzarella - 1 lb,7874243019,2,12,,Cheese,1487874243019
148,PARIS,Cheese,Cheese,GV Mozzarella -2 lb,7874211907,2,12,,Cheese,1487874211907
148,PARIS,Cheese,Cheese,GV Sharp Cheddar 1lb,7874243022,2,12,,Cheese,1487874243022
148,PARIS,Cheese,Cheese,GV Sharp Cheddar 2lb,7874214878,2,12,,Cheese,1487874214878
148,PARIS,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese,1484171623216
148,PARIS,Cheese,Cheese,GV XSharp Cheddar 1lb,7874206257,2,12,,Cheese,1487874206257
148,PARIS,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women,1487874235228
148,PARIS,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women,1487874222979
148,PARIS,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women,1487874212237
148,PARIS,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women,1487874237167
148,PARIS,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children,1487874208819
148,PARIS,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children,1487874206990
148,PARIS,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,7874222690,4,4,,Juice - Children,1487874222690
148,PARIS,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children,1487874222689
148,PARIS,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children,1487874229660
148,PARIS,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children,1487874201467
148,PARIS,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children,1487874206209
148,PARIS,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,1487874206203
148,PARIS,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,1481630022001
148,PARIS,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,1481630022005
148,PARIS,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,1481630022006
148,PARIS,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,1483120003469
148,PARIS,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,1487874235188
148,PARIS,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,1487874235189
148,PARIS,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,1487874235202
148,PARIS,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,1487874235203
148,PARIS,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk,1487206000012
148,PARIS,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,1487874235186
148,PARIS,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,1487874235200
