STORE_NBR,WeekNumber,ITEM1_DESC,ITEM_NBR,TY_Projection,LY_UNITS,LLY_UNITS
1926,36,12CT ASRT CUPCAKES,9809315,33.6,28,23
1035,36,12CT WHITE CUPCAKES,9804080,40.8,34,15
5358,36,6CT ASRT CUPCAKES,568472664,33.6,28,10
2782,36,12CT ASRT CUPCAKES,9809315,36,30,10
10,36,6CT ASRT CUPCAKES,568472664,62.4,52,28
220,36,12CT ASRT CUPCAKES,9809315,91.2,76,73
3427,36,12CT ASRT CUPCAKES,9809315,46.8,39,13
4450,36,6CT ASRT CUPCAKES,568472664,34.8,29,11
3516,36,12CT ASRT CUPCAKES,9809315,38.4,32,20
1120,36,12CT ASRT CUPCAKES,9809315,57.6,48,63
130,36,12CT ASRT CUPCAKES,9809315,32.4,27,22
772,36,12CT ASRT CUPCAKES,9809315,42,35,94
4230,36,6CT ASRT CUPCAKES,568472664,86.4,72,7
1872,36,12CT ASRT CUPCAKES,9809315,38.4,32,34
2715,36,12CT ASRT CUPCAKES,9809315,48,40,117
1593,36,12CT ASRT CUPCAKES,9809315,93.6,78,47
79,36,12CT ASRT CUPCAKES,9809315,98.4,82,47
715,36,12CT WHITE CUPCAKES,9804080,40.8,34,22
1910,36,12CT ASRT CUPCAKES,9809315,33.6,28,15
5727,36,12CT ASRT CUPCAKES,9809315,49.2,41,35
1074,36,12CT WHITE CUPCAKES,9804080,39.6,33,41
3947,36,12CT ASRT CUPCAKES,9809315,60,50,66
5189,36,12CT ASRT CUPCAKES,9809315,207.6,173,121
1540,36,12CT ASRT CUPCAKES,9809315,38.4,32,42
5275,36,6CT ASRT CUPCAKES,568472664,78,65,10
2576,36,12CT ASRT CUPCAKES,9809315,122.4,102,68
975,36,12CT ASRT CUPCAKES,9809315,108,90,161
2761,36,12CT ASRT CUPCAKES,9809315,56.4,47,29
5965,36,12CT ASRT CUPCAKES,9809315,121.2,101,44
4627,36,12CT ASRT CUPCAKES,9809315,75.6,63,24
1099,36,12CT ASRT CUPCAKES,9809315,81.6,68,13
2751,36,12CT ASRT CUPCAKES,9809315,36,30,16
85,36,12CT ASRT CUPCAKES,9809315,97.2,81,37
5319,36,12CT ASRT CUPCAKES,9809315,73.2,61,111
942,36,12CT ASRT CUPCAKES,9809315,58.8,49,62
1254,36,12CT ASRT CUPCAKES,9809315,51.6,43,9
724,36,12CT ASRT CUPCAKES,9809315,64.8,54,52
3445,36,12CT ASRT CUPCAKES,9809315,39.6,33,9
363,36,12CT ASRT CUPCAKES,9809315,61.2,51,12
1332,36,12CT ASRT CUPCAKES,9809315,76.8,64,38
2869,36,12CT ASRT CUPCAKES,9809315,40.8,34,29
4187,36,12CT ASRT CUPCAKES,9809315,96,80,22
2641,36,12CT ASRT CUPCAKES,9809315,37.2,31,12
922,36,12CT ASRT CUPCAKES,9809315,34.8,29,20
335,36,12CT ASRT CUPCAKES,9809315,40.8,34,40
1171,36,12CT ASRT CUPCAKES,9809315,34.8,29,34
1026,36,12CT ASRT CUPCAKES,9809315,40.8,34,23
1042,36,12CT ASRT CUPCAKES,9809315,90,75,56
571,36,12CT ASRT CUPCAKES,9809315,61.2,51,18
98,36,12CT ASRT CUPCAKES,9809315,48,40,5
5214,36,12CT ASRT CUPCAKES,9809315,99.6,83,82
3569,36,12CT ASRT CUPCAKES,9809315,36,30,21
4168,36,12CT ASRT CUPCAKES,9809315,91.2,76,44
3370,36,12CT ASRT CUPCAKES,9809315,82.8,69,33
3284,36,12CT ASRT CUPCAKES,9809315,43.2,36,23
1156,36,12CT ASRT CUPCAKES,9809315,49.2,41,30
549,36,12CT ASRT CUPCAKES,9809315,183.6,153,99
5392,36,12CT ASRT CUPCAKES,9809315,32.4,27,74
1585,36,12CT ASRT CUPCAKES,9809315,33.6,28,59
1884,36,12CT ASRT CUPCAKES,9809315,57.6,48,36
2644,36,12CT ASRT CUPCAKES,9809315,32.4,27,44
933,36,12CT ASRT CUPCAKES,9809315,68.4,57,29
415,36,12CT ASRT CUPCAKES,9809315,49.2,41,25
2439,36,12CT ASRT CUPCAKES,9809315,85.2,71,62
1203,36,12CT ASRT CUPCAKES,9809315,67.2,56,30
549,36,24CT CPCK ASRT BCRM,9873326,38.4,32,21
877,36,12CT ASRT CUPCAKES,9809315,72,60,52
1133,36,12CT ASRT CUPCAKES,9809315,73.2,61,15
1213,36,6CT ASRT CUPCAKES,568472664,80.4,67,8
5116,36,12CT ASRT CUPCAKES,9809315,78,65,42
381,36,12CT ASRT CUPCAKES,9809315,32.4,27,68
3888,36,12CT ASRT CUPCAKES,9809315,75.6,63,62
2197,36,12CT ASRT CUPCAKES,9809315,43.2,36,31
221,36,12CT ASRT CUPCAKES,9809315,70.8,59,66
386,36,12CT ASRT CUPCAKES,9809315,64.8,54,18
701,36,12CT ASRT CUPCAKES,9809315,82.8,69,6
4383,36,12CT ASRT CUPCAKES,9809315,80.4,67,0
1428,36,12CT ASRT CUPCAKES,9809315,90,75,65
2936,36,12CT ASRT CUPCAKES,9809315,68.4,57,104
1677,36,12CT ASRT CUPCAKES,9809315,87.6,73,60
2663,36,6CT ASRT CUPCAKES,568472664,32.4,27,11
936,36,12CT ASRT CUPCAKES,9809315,45.6,38,78
61,36,12CT ASRT CUPCAKES,9809315,51.6,43,41
3700,36,12CT ASRT CUPCAKES,9809315,72,60,10
755,36,12CT ASRT CUPCAKES,9809315,61.2,51,13
666,36,12CT WHITE CUPCAKES,9804080,34.8,29,9
2717,36,12CT ASRT CUPCAKES,9809315,63.6,53,8
2679,36,12CT ASRT CUPCAKES,9809315,40.8,34,22
5438,36,12CT ASRT CUPCAKES,9809315,38.4,32,11
1578,36,12CT ASRT CUPCAKES,9809315,37.2,31,1
2948,36,12CT ASRT CUPCAKES,9809315,40.8,34,38
1437,36,12CT ASRT CUPCAKES,9809315,69.6,58,15
308,36,24CT CPCK ASRT BCRM,9873326,39.6,33,31
3625,36,12CT ASRT CUPCAKES,9809315,39.6,33,10
745,36,12CT ASRT CUPCAKES,9809315,75.6,63,36
1432,36,12CT ASRT CUPCAKES,9809315,43.2,36,18
5070,36,12CT ASRT CUPCAKES,9809315,44.4,37,22
793,36,12CT ASRT CUPCAKES,9809315,38.4,32,28
69,36,6CT ASRT CUPCAKES,568472664,34.8,29,15
880,36,12CT ASRT CUPCAKES,9809315,69.6,58,67
1215,36,12CT ASRT CUPCAKES,9809315,135.6,113,20
5090,36,12CT ASRT CUPCAKES,9809315,58.8,49,44
1820,36,12CT ASRT CUPCAKES,9809315,84,70,33
1914,36,12CT ASRT CUPCAKES,9809315,42,35,10
579,36,6CT ASRT CUPCAKES,568472664,42,35,7
5348,36,12CT WHITE CUPCAKES,9804080,58.8,49,13
540,36,12CT ASRT CUPCAKES,9809315,37.2,31,42
4409,36,12CT ASRT CUPCAKES,9809315,37.2,31,35
3234,36,12CT ASRT CUPCAKES,9809315,79.2,66,8
3710,36,12CT ASRT CUPCAKES,9809315,43.2,36,7
314,36,12CT WHITE CUPCAKES,9804080,34.8,29,13
3055,36,12CT ASRT CUPCAKES,9809315,76.8,64,43
735,36,12CT ASRT CUPCAKES,9809315,45.6,38,22
1086,36,12CT ASRT CUPCAKES,9809315,57.6,48,63
1819,36,12CT ASRT CUPCAKES,9809315,75.6,63,8
2249,36,12CT ASRT CUPCAKES,9809315,39.6,33,43
1739,36,12CT ASRT CUPCAKES,9809315,62.4,52,13
1505,36,12CT ASRT CUPCAKES,9809315,156,130,72
1800,36,12CT ASRT CUPCAKES,9809315,37.2,31,50
2615,36,12CT ASRT CUPCAKES,9809315,54,45,7
706,36,12CT ASRT CUPCAKES,9809315,61.2,51,46
3525,36,12CT ASRT CUPCAKES,9809315,32.4,27,42
2599,36,12CT ASRT CUPCAKES,9809315,81.6,68,41
5127,36,12CT ASRT CUPCAKES,9809315,37.2,31,12
2064,36,12CT ASRT CUPCAKES,9809315,34.8,29,13
608,36,12CT ASRT CUPCAKES,9809315,38.4,32,3
1139,36,12CT ASRT CUPCAKES,9809315,42,35,38
1478,36,12CT ASRT CUPCAKES,9809315,99.6,83,71
904,36,12CT ASRT CUPCAKES,9809315,85.2,71,43
2923,36,12CT ASRT CUPCAKES,9809315,36,30,7
838,36,12CT ASRT CUPCAKES,9809315,85.2,71,45
111,36,12CT ASRT CUPCAKES,9809315,33.6,28,21
278,36,12CT ASRT CUPCAKES,9809315,36,30,20
943,36,12CT ASRT CUPCAKES,9809315,34.8,29,34
4660,36,12CT ASRT CUPCAKES,9809315,33.6,28,31
1568,36,6CT ASRT CUPCAKES,568472664,50.4,42,17
6286,36,12CT ASRT CUPCAKES,9809315,38.4,32,29
5272,36,12CT ASRT CUPCAKES,9809315,45.6,38,9
752,36,12CT ASRT CUPCAKES,9809315,36,30,84
2098,36,12CT ASRT CUPCAKES,9809315,34.8,29,7
3660,36,12CT ASRT CUPCAKES,9809315,44.4,37,17
4286,36,12CT ASRT CUPCAKES,9809315,33.6,28,19
874,36,6CT WHITE CUPCAKES,568472602,46.8,39,15
602,36,12CT ASRT CUPCAKES,9809315,43.2,36,13
1399,36,12CT ASRT CUPCAKES,9809315,32.4,27,15
1377,36,12CT ASRT CUPCAKES,9809315,36,30,5
1723,36,12CT ASRT CUPCAKES,9809315,32.4,27,57
709,36,12CT ASRT CUPCAKES,9809315,39.6,33,47
697,36,6CT ASRT CUPCAKES,568472664,58.8,49,48
1213,36,12CT ASRT CUPCAKES,9809315,92.4,77,39
194,36,12CT ASRT CUPCAKES,9809315,57.6,48,108
915,36,12CT ASRT CUPCAKES,9809315,109.2,91,74
729,36,12CT ASRT CUPCAKES,9809315,98.4,82,25
1702,36,12CT ASRT CUPCAKES,9809315,43.2,36,53
297,36,12CT ASRT CUPCAKES,9809315,94.8,79,88
23,36,12CT WHITE CUPCAKES,9804080,32.4,27,13
275,36,12CT ASRT CUPCAKES,9809315,48,40,55
2990,36,12CT ASRT CUPCAKES,9809315,51.6,43,38
1879,36,12CT ASRT CUPCAKES,9809315,46.8,39,72
809,36,12CT WHITE CUPCAKES,9804080,58.8,49,24
890,36,6CT ASRT CUPCAKES,568472664,82.164,68.47,102
484,36,12CT ASRT CUPCAKES,9809315,36,30,12
1023,36,12CT ASRT CUPCAKES,9809315,48,40,41
284,36,12CT ASRT CUPCAKES,9809315,34.8,29,41
2593,36,12CT ASRT CUPCAKES,9809315,50.4,42,26
955,36,12CT ASRT CUPCAKES,9809315,48,40,20
5888,36,12CT ASRT CUPCAKES,9809315,33.6,28,6
1347,36,12CT ASRT CUPCAKES,9809315,55.2,46,58
1655,36,12CT ASRT CUPCAKES,9809315,38.4,32,13
2912,36,12CT ASRT CUPCAKES,9809315,92.4,77,31
2619,36,12CT ASRT CUPCAKES,9809315,36,30,7
543,36,12CT ASRT CUPCAKES,9809315,99.6,83,93
3526,36,12CT ASRT CUPCAKES,9809315,79.2,66,31
1871,36,12CT ASRT CUPCAKES,9809315,46.8,39,30
633,36,12CT ASRT CUPCAKES,9809315,32.4,27,32
2506,36,12CT ASRT CUPCAKES,9809315,44.4,37,32
3763,36,12CT ASRT CUPCAKES,9809315,33.6,28,113
3860,36,12CT ASRT CUPCAKES,9809315,176.4,147,54
508,36,12CT ASRT CUPCAKES,9809315,55.2,46,35
5296,36,12CT ASRT CUPCAKES,9809315,64.8,54,32
712,36,12CT WHITE CUPCAKES,9804080,37.2,31,0
440,36,12CT ASRT CUPCAKES,9809315,37.2,31,24
2962,36,12CT ASRT CUPCAKES,9809315,64.8,54,21
4381,36,12CT ASRT CUPCAKES,9809315,37.2,31,25
120,36,12CT ASRT CUPCAKES,9809315,68.4,57,63
137,36,12CT ASRT CUPCAKES,9809315,40.8,34,17
2159,36,12CT ASRT CUPCAKES,9809315,90,75,18
4243,36,12CT ASRT CUPCAKES,9809315,54,45,46
2581,36,12CT ASRT CUPCAKES,9809315,92.4,77,51
856,36,12CT ASRT CUPCAKES,9809315,128.4,107,58
5461,36,12CT WHITE CUPCAKES,9804080,34.8,29,7
3279,36,12CT ASRT CUPCAKES,9809315,43.2,36,57
1285,36,12CT ASRT CUPCAKES,9809315,57.6,48,26
730,36,12CT WHITE CUPCAKES,9804080,49.2,41,22
5787,36,12CT ASRT CUPCAKES,9809315,81.6,68,20
2101,36,12CT ASRT CUPCAKES,9809315,49.2,41,7
2658,36,12CT ASRT CUPCAKES,9809315,45.6,38,39
2146,36,12CT ASRT CUPCAKES,9809315,63.6,53,1
308,36,12CT ASRT CUPCAKES,9809315,43.2,36,14
512,36,12CT CHOC CUPCAKES,9804094,36,30,31
150,36,24CT CPCK ASRT BCRM,9873326,33.6,28,23
6477,36,12CT ASRT CUPCAKES,9809315,162,135,107
2786,36,12CT ASRT CUPCAKES,9809315,50.4,42,26
532,36,12CT ASRT CUPCAKES,9809315,37.2,31,32
5245,36,12CT ASRT CUPCAKES,9809315,50.4,42,46
1091,36,6CT WHITE CUPCAKES,568472602,37.2,31,14
2281,36,12CT ASRT CUPCAKES,9809315,67.2,56,23
5761,36,12CT ASRT CUPCAKES,9809315,63.6,53,7
5337,36,12CT ASRT CUPCAKES,9809315,48,40,13
780,36,12CT ASRT CUPCAKES,9809315,43.2,36,37
764,36,6CT WHITE CUPCAKES,568472602,58.8,49,41
886,36,12CT WHITE CUPCAKES,9804080,42,35,8
541,36,12CT ASRT CUPCAKES,9809315,60,50,67
5173,36,12CT ASRT CUPCAKES,9809315,69.6,58,63
1740,36,12CT ASRT CUPCAKES,9809315,61.2,51,63
4295,36,12CT ASRT CUPCAKES,9809315,43.2,36,49
219,36,12CT CHOC CUPCAKES,9804094,36,30,17
356,36,12CT ASRT CUPCAKES,9809315,37.2,31,62
5124,36,12CT ASRT CUPCAKES,9809315,91.2,76,13
105,36,12CT ASRT CUPCAKES,9809315,82.8,69,29
580,36,12CT ASRT CUPCAKES,9809315,212.4,177,66
3383,36,12CT ASRT CUPCAKES,9809315,56.4,47,7
2512,36,12CT ASRT CUPCAKES,9809315,44.4,37,18
2781,36,12CT ASRT CUPCAKES,9809315,32.4,27,12
651,36,12CT ASRT CUPCAKES,9809315,67.2,56,52
371,36,12CT ASRT CUPCAKES,9809315,66,55,39
2452,36,6CT ASRT CUPCAKES,568472664,45.6,38,21
6190,36,12CT ASRT CUPCAKES,9809315,85.2,71,49
2089,36,12CT ASRT CUPCAKES,9809315,37.2,31,12
5812,36,12CT ASRT CUPCAKES,9809315,40.8,34,12
4424,36,12CT ASRT CUPCAKES,9809315,111.6,93,34
2469,36,12CT ASRT CUPCAKES,9809315,38.4,32,19
4446,36,12CT ASRT CUPCAKES,9809315,40.8,34,0
1862,36,12CT ASRT CUPCAKES,9809315,39.6,33,91
2668,36,12CT ASRT CUPCAKES,9809315,54,45,12
3324,36,12CT ASRT CUPCAKES,9809315,43.2,36,24
1719,36,12CT ASRT CUPCAKES,9809315,36,30,47
301,36,6CT ASRT CUPCAKES,568472664,37.2,31,31
58,36,12CT ASRT CUPCAKES,9809315,43.2,36,110
292,36,12CT ASRT CUPCAKES,9809315,37.2,31,12
670,36,12CT WHITE CUPCAKES,9804080,45.6,38,12
1071,36,12CT ASRT CUPCAKES,9809315,81.6,68,39
287,36,12CT ASRT CUPCAKES,9809315,39.6,33,36
3180,36,12CT ASRT CUPCAKES,9809315,115.2,96,10
424,36,12CT ASRT CUPCAKES,9809315,70.8,59,46
2938,36,12CT ASRT CUPCAKES,9809315,42,35,0
457,36,12CT ASRT CUPCAKES,9809315,52.8,44,48
2987,36,6CT ASRT CUPCAKES,568472664,45.6,38,4
5113,36,12CT ASRT CUPCAKES,9809315,50.4,42,11
2405,36,12CT ASRT CUPCAKES,9809315,61.2,51,66
1071,36,6CT ASRT CUPCAKES,568472664,78,65,18
3632,36,12CT ASRT CUPCAKES,9809315,38.4,32,8
564,36,12CT ASRT CUPCAKES,9809315,48,40,75
4283,36,12CT WHITE CUPCAKES,9804080,57.6,48,34
916,36,12CT ASRT CUPCAKES,9809315,56.4,47,1
3112,36,12CT ASRT CUPCAKES,9809315,105.6,88,75
1685,36,12CT ASRT CUPCAKES,9809315,78,65,18
21,36,12CT ASRT CUPCAKES,9809315,32.4,27,78
4677,36,12CT ASRT CUPCAKES,9809315,32.4,27,6
1284,36,12CT ASRT CUPCAKES,9809315,159.6,133,17
5480,36,12CT ASRT CUPCAKES,9809315,73.2,61,35
742,36,12CT ASRT CUPCAKES,9809315,79.2,66,11
737,36,12CT ASRT CUPCAKES,9809315,90,75,10
2310,36,12CT ASRT CUPCAKES,9809315,93.6,78,13
397,36,12CT ASRT CUPCAKES,9809315,58.8,49,34
5368,36,6CT ASRT CUPCAKES,568472664,51.6,43,5
481,36,12CT ASRT CUPCAKES,9809315,39.6,33,35
2452,36,12CT ASRT CUPCAKES,9809315,141.6,118,134
565,36,12CT WHITE CUPCAKES,9804080,34.8,29,14
620,36,12CT ASRT CUPCAKES,9809315,51.6,43,22
70,36,12CT ASRT CUPCAKES,9809315,34.8,29,28
2732,36,12CT ASRT CUPCAKES,9809315,112.8,94,24
3848,36,12CT ASRT CUPCAKES,9809315,32.4,27,18
5842,36,12CT ASRT CUPCAKES,9809315,105.6,88,61
4298,36,12CT ASRT CUPCAKES,9809315,115.2,96,111
3518,36,24CT CPCK ASRT BCRM,9873326,33.6,28,19
4383,36,6CT ASRT CUPCAKES,568472664,68.4,57,2
1287,36,12CT ASRT CUPCAKES,9809315,38.4,32,34
1217,36,12CT ASRT CUPCAKES,9809315,38.4,32,38
104,36,12CT ASRT CUPCAKES,9809315,38.4,32,12
5373,36,12CT ASRT CUPCAKES,9809315,112.8,94,31
330,36,12CT ASRT CUPCAKES,9809315,37.2,31,54
2966,36,12CT ASRT CUPCAKES,9809315,50.4,42,64
3634,36,12CT ASRT CUPCAKES,9809315,36,30,0
6476,36,12CT ASRT CUPCAKES,9809315,62.4,52,12
764,36,12CT WHITE CUPCAKES,9804080,46.8,39,39
687,36,12CT ASRT CUPCAKES,9809315,45.6,38,80
1430,36,6CT ASRT CUPCAKES,568472664,97.2,81,55
1902,36,12CT ASRT CUPCAKES,9809315,37.2,31,5
4638,36,12CT ASRT CUPCAKES,9809315,34.8,29,16
5964,36,12CT ASRT CUPCAKES,9809315,70.8,59,13
4526,36,12CT ASRT CUPCAKES,9809315,74.4,62,66
3580,36,12CT ASRT CUPCAKES,9809315,44.4,37,18
5252,36,12CT ASRT CUPCAKES,9809315,72,60,39
3500,36,6CT ASRT CUPCAKES,568472664,46.8,39,16
2714,36,12CT ASRT CUPCAKES,9809315,39.6,33,22
1275,36,12CT ASRT CUPCAKES,9809315,36,30,21
1645,36,12CT ASRT CUPCAKES,9809315,63.6,53,13
5867,36,12CT ASRT CUPCAKES,9809315,38.4,32,22
2283,36,6CT ASRT CUPCAKES,568472664,40.8,34,53
1978,36,12CT ASRT CUPCAKES,9809315,39.6,33,30
851,36,12CT ASRT CUPCAKES,9809315,40.8,34,10
1020,36,12CT ASRT CUPCAKES,9809315,62.4,52,54
3833,36,12CT ASRT CUPCAKES,9809315,64.8,54,30
14,36,12CT ASRT CUPCAKES,9809315,87.6,73,18
1321,36,12CT ASRT CUPCAKES,9809315,69.6,58,48
1271,36,12CT ASRT CUPCAKES,9809315,45.6,38,14
4461,36,12CT ASRT CUPCAKES,9809315,85.2,71,132
1245,36,12CT ASRT CUPCAKES,9809315,88.8,74,50
430,36,12CT ASRT CUPCAKES,9809315,69.6,58,19
1048,36,12CT ASRT CUPCAKES,9809315,51.6,43,65
546,36,12CT ASRT CUPCAKES,9809315,99.6,83,68
683,36,6CT WHITE CUPCAKES,568472602,32.4,27,0
970,36,12CT ASRT CUPCAKES,9809315,80.4,67,47
4635,36,12CT ASRT CUPCAKES,9809315,85.2,71,47
5686,36,12CT ASRT CUPCAKES,9809315,106.8,89,58
2367,36,12CT ASRT CUPCAKES,9809315,63.6,53,33
1324,36,12CT ASRT CUPCAKES,9809315,87.6,73,19
1015,36,12CT ASRT CUPCAKES,9809315,34.8,29,55
1558,36,12CT ASRT CUPCAKES,9809315,32.4,27,28
1599,36,12CT ASRT CUPCAKES,9809315,33.6,28,3
1573,36,12CT ASRT CUPCAKES,9809315,38.4,32,9
1089,36,12CT WHITE CUPCAKES,9804080,40.8,34,10
677,36,6CT ASRT CUPCAKES,568472664,40.8,34,18
3502,36,12CT ASRT CUPCAKES,9809315,42,35,57
4483,36,12CT ASRT CUPCAKES,9809315,58.8,49,8
3510,36,12CT ASRT CUPCAKES,9809315,32.4,27,14
689,36,12CT CHOC CUPCAKES,9804094,33.6,28,13
4637,36,12CT ASRT CUPCAKES,9809315,32.4,27,15
1167,36,12CT ASRT CUPCAKES,9809315,43.2,36,13
3471,36,6CT ASRT CUPCAKES,568472664,39.6,33,27
1888,36,12CT ASRT CUPCAKES,9809315,74.4,62,14
461,36,24CT CPCK ASRT BCRM,9873326,32.4,27,27
3495,36,12CT ASRT CUPCAKES,9809315,92.4,77,89
1062,36,12CT ASRT CUPCAKES,9809315,38.4,32,70
319,36,12CT ASRT CUPCAKES,9809315,44.4,37,19
196,36,12CT ASRT CUPCAKES,9809315,87.6,73,42
1721,36,6CT ASRT CUPCAKES,568472664,46.8,39,39
1304,36,12CT ASRT CUPCAKES,9809315,40.8,34,8
6579,36,12CT ASRT CUPCAKES,9809315,123.6,103,94
5151,36,12CT ASRT CUPCAKES,9809315,75.6,63,29
622,36,12CT ASRT CUPCAKES,9809315,46.8,39,37
4440,36,12CT ASRT CUPCAKES,9809315,54,45,2
4200,36,12CT ASRT CUPCAKES,9809315,33.6,28,13
2102,36,12CT ASRT CUPCAKES,9809315,43.2,36,6
2243,36,12CT ASRT CUPCAKES,9809315,38.4,32,0
2852,36,12CT ASRT CUPCAKES,9809315,43.2,36,27
429,36,12CT ASRT CUPCAKES,9809315,105.6,88,10
138,36,12CT ASRT CUPCAKES,9809315,61.2,51,67
1863,36,12CT ASRT CUPCAKES,9809315,73.2,61,17
1796,36,12CT ASRT CUPCAKES,9809315,48,40,15
3270,36,12CT ASRT CUPCAKES,9809315,37.2,31,7
572,36,12CT ASRT CUPCAKES,9809315,37.2,31,11
2911,36,12CT ASRT CUPCAKES,9809315,42,35,29
1606,36,12CT ASRT CUPCAKES,9809315,60,50,15
914,36,12CT ASRT CUPCAKES,9809315,34.8,29,19
3205,36,12CT ASRT CUPCAKES,9809315,62.4,52,29
1807,36,12CT ASRT CUPCAKES,9809315,44.4,37,25
7301,36,12CT ASRT CUPCAKES,9809315,56.4,47,46
2271,36,12CT ASRT CUPCAKES,9809315,40.8,34,63
932,36,12CT WHITE CUPCAKES,9804080,73.2,61,66
919,36,12CT ASRT CUPCAKES,9809315,87.6,73,7
4681,36,12CT ASRT CUPCAKES,9809315,57.6,48,4
3717,36,12CT ASRT CUPCAKES,9809315,48,40,5
3632,36,6CT ASRT CUPCAKES,568472664,34.8,29,10
5034,36,12CT ASRT CUPCAKES,9809315,60,50,5
853,36,12CT WHITE CUPCAKES,9804080,34.8,29,57
5735,36,12CT ASRT CUPCAKES,9809315,43.2,36,43
5091,36,12CT ASRT CUPCAKES,9809315,40.8,34,10
4601,36,12CT ASRT CUPCAKES,9809315,32.4,27,13
2115,36,12CT ASRT CUPCAKES,9809315,62.4,52,17
3607,36,12CT ASRT CUPCAKES,9809315,49.2,41,9
1201,36,12CT ASRT CUPCAKES,9809315,37.2,31,15
405,36,12CT ASRT CUPCAKES,9809315,80.4,67,3
5368,36,12CT ASRT CUPCAKES,9809315,74.4,62,14
1998,36,12CT WHITE CUPCAKES,9804080,40.8,34,4
476,36,12CT ASRT CUPCAKES,9809315,32.4,27,11
5300,36,12CT ASRT CUPCAKES,9809315,116.4,97,51
410,36,12CT ASRT CUPCAKES,9809315,57.6,48,10
981,36,12CT WHITE CUPCAKES,9804080,42,35,46
2066,36,12CT ASRT CUPCAKES,9809315,69.6,58,67
5034,36,6CT ASRT CUPCAKES,568472664,49.2,41,7
1319,36,12CT ASRT CUPCAKES,9809315,46.8,39,38
973,36,12CT ASRT CUPCAKES,9809315,80.4,67,7
4438,36,12CT ASRT CUPCAKES,9809315,54,45,4
2834,36,12CT ASRT CUPCAKES,9809315,38.4,32,30
63,36,12CT ASRT CUPCAKES,9809315,43.2,36,13
5471,36,12CT ASRT CUPCAKES,9809315,48,40,66
5388,36,12CT ASRT CUPCAKES,9809315,76.8,64,42
3362,36,12CT ASRT CUPCAKES,9809315,66,55,13
1104,36,12CT ASRT CUPCAKES,9809315,58.8,49,31
3401,36,12CT WHITE CUPCAKES,9804080,58.8,49,27
5124,36,24CT CPCK ASRT BCRM,9873326,34.8,29,13
583,36,12CT ASRT CUPCAKES,9809315,33.6,28,11
1123,36,12CT ASRT CUPCAKES,9809315,61.2,51,63
3395,36,6CT ASRT CUPCAKES,568472664,39.6,33,33
388,36,12CT ASRT CUPCAKES,9809315,60,50,68
5211,36,6CT ASRT CUPCAKES,568472664,39.6,33,1
1549,36,12CT ASRT CUPCAKES,9809315,78,65,39
5147,36,12CT ASRT CUPCAKES,9809315,61.2,51,16
657,36,12CT WHITE CUPCAKES,9804080,34.8,29,10
4209,36,12CT ASRT CUPCAKES,9809315,45.6,38,25
465,36,6CT ASRT CUPCAKES,568472664,52.8,44,59
708,36,12CT WHITE CUPCAKES,9804080,42,35,70
1837,36,12CT ASRT CUPCAKES,9809315,82.8,69,65
5947,36,12CT ASRT CUPCAKES,9809315,54,45,51
5425,36,12CT ASRT CUPCAKES,9809315,32.4,27,25
2823,36,12CT ASRT CUPCAKES,9809315,165.6,138,63
5326,36,12CT ASRT CUPCAKES,9809315,50.4,42,54
991,36,12CT ASRT CUPCAKES,9809315,43.2,36,40
1999,36,24CT CPCK ASRT BCRM,9873326,32.4,27,1
