Store Nbr,AA - Sparkling Water Pallet,AA - Tortilla Chips Pallet,AA - Potato Chips Pallet,AA - Cookies 1/2 Stack
1432,YES,YES,YES,YES
1433,YES,YES,YES,YES
1434,YES,YES,YES,YES
1435,YES,,,
1438,,,,
1439,YES,YES,YES,YES
1440,,,,
1441,,,,
1443,YES,YES,YES,YES
1444,YES,YES,YES,YES
1445,,,,
1446,,,,
1447,,,,
1448,YES,YES,YES,YES
1449,,,,
1450,YES,YES,YES,YES
1451,,,,
1452,YES,,,
1453,,,,
1454,YES,YES,,YES
1455,YES,YES,YES,YES
1456,,,,
1457,YES,YES,YES,
1458,YES,YES,YES,YES
1459,YES,,,YES
1460,YES,YES,YES,YES
1461,,,,
1462,YES,,,YES
1463,YES,YES,YES,YES
1464,YES,YES,YES,YES
1465,YES,YES,YES,YES
1466,YES,YES,YES,YES
1468,YES,,,
1469,,,,
1470,,,,
1472,,,,
1473,,,,
1475,,,,
1477,YES,,,YES
1478,YES,YES,YES,YES
1479,,,,
1480,YES,,,
1481,YES,YES,YES,YES
1483,YES,YES,YES,YES
1485,YES,YES,YES,YES
1486,YES,YES,YES,YES
1487,YES,YES,YES,YES
1488,YES,YES,YES,YES
1490,YES,YES,,YES
1491,YES,YES,YES,YES
1492,YES,,,
1493,,,,
1495,YES,,,YES
1496,YES,YES,,YES
1497,YES,YES,,YES
1498,,,,
1500,YES,YES,YES,YES
1502,YES,YES,YES,YES
1503,,,,
1504,YES,,,YES
1505,YES,YES,YES,YES
1506,,,,
1507,YES,YES,YES,YES
1508,YES,YES,YES,YES
1509,YES,,,YES
1510,YES,,,YES
1514,YES,YES,YES,YES
1515,YES,YES,YES,YES
1516,YES,,,YES
1517,,,,
1518,YES,YES,YES,YES
1519,YES,,,YES
1520,YES,YES,YES,YES
1522,YES,YES,,YES
1523,,,,
1524,YES,YES,YES,YES
1525,YES,YES,YES,YES
1526,YES,,,
1527,YES,YES,YES,YES
1528,YES,YES,,YES
1529,YES,YES,,YES
1530,YES,,,YES
1533,YES,YES,,YES
1534,YES,YES,YES,YES
1535,,,,
1536,YES,YES,YES,YES
1538,,,,
1539,YES,YES,YES,YES
1540,YES,,,YES
1541,YES,YES,,YES
1542,,,,
1543,YES,YES,YES,YES
1544,YES,YES,YES,YES
1545,,,,
1547,YES,YES,YES,YES
1548,YES,YES,YES,
1552,YES,YES,YES,YES
1553,YES,YES,,YES
1554,YES,,,YES
1556,,,,
1557,,,,
1558,YES,,,YES
1560,YES,YES,YES,YES
1561,YES,,,YES
1563,YES,YES,,YES
1564,YES,YES,YES,YES
1565,,,,
1566,YES,YES,YES,YES
1567,YES,YES,YES,YES
1568,YES,YES,YES,YES
1569,YES,YES,YES,YES
1570,YES,YES,YES,YES
1571,YES,YES,YES,YES
1572,YES,YES,YES,YES
1573,YES,YES,YES,YES
1575,,,,
1576,YES,,,
1577,,,,
1578,,,,
1579,YES,,,
1580,YES,,,YES
1581,,,,
1584,YES,YES,YES,YES
1585,,,,
1588,YES,YES,,YES
1591,YES,YES,,YES
1592,,,,
1593,YES,,,YES
1594,YES,YES,YES,YES
1595,YES,YES,YES,YES
1596,YES,YES,,YES
1597,YES,YES,YES,YES
1600,,,,
1601,,,,
1602,YES,YES,YES,YES
1603,,,,
1604,YES,YES,YES,YES
1605,YES,YES,YES,YES
1606,,,,
1607,YES,YES,,YES
1608,,,,
1609,YES,YES,YES,YES
1611,YES,YES,YES,YES
1613,YES,,,YES
1614,,,,
1617,YES,YES,YES,YES
1618,YES,YES,YES,YES
1619,,,,
1620,YES,,,YES
1621,YES,,,
1622,YES,YES,YES,YES
1623,YES,YES,,YES
1625,YES,,,
1626,YES,YES,YES,YES
1627,,,,
1628,YES,YES,YES,YES
1630,,,,
1631,YES,YES,YES,YES
1632,YES,YES,YES,YES
1633,,,,
1634,YES,YES,YES,YES
1635,,,,
1636,,,,
1637,YES,YES,YES,YES
1638,YES,,,YES
1639,,,,
1640,YES,YES,,YES
1642,YES,YES,YES,YES
1643,,,,
1644,YES,YES,,YES
1645,YES,YES,,
1646,YES,YES,,YES
1647,YES,YES,YES,YES
1648,YES,YES,,
1649,YES,YES,YES,YES
1650,YES,YES,YES,
1652,YES,YES,YES,YES
1653,,,,
1654,YES,YES,YES,YES
1655,YES,YES,YES,YES
1656,YES,YES,YES,YES
1657,,,,
1658,YES,YES,YES,YES
1659,YES,YES,YES,
1660,,,,
1661,YES,,,YES
1662,YES,YES,YES,YES
1663,YES,YES,YES,YES
1664,YES,YES,YES,YES
1665,YES,YES,YES,YES
1666,YES,,,YES
1667,YES,YES,YES,YES
1668,,,,
1669,,,,
1671,,,,
1672,YES,YES,YES,YES
1673,,,,
1674,YES,YES,,YES
1675,YES,,,YES
1677,,,,
1678,,,,
1679,,,,
1681,,,,
1682,YES,YES,YES,YES
1683,,,,
1685,YES,YES,YES,YES
1686,YES,YES,YES,YES
1687,YES,YES,YES,YES
1688,,,,
1689,,,,
1690,YES,YES,YES,YES
1694,YES,YES,YES,YES
1695,YES,,,
1696,YES,YES,YES,YES
1699,YES,YES,YES,YES
1700,YES,YES,,YES
1702,YES,YES,YES,YES
1703,YES,YES,,YES
1705,YES,YES,,
1707,YES,YES,YES,YES
1708,YES,YES,YES,YES
1709,YES,YES,YES,YES
1710,YES,,,YES
1711,YES,,,YES
1712,,,,
1714,YES,YES,YES,YES
1715,YES,,,YES
1717,YES,,,YES
1718,YES,YES,YES,YES
1719,YES,YES,YES,
1720,YES,YES,YES,YES
1721,YES,YES,,YES
1722,YES,YES,YES,YES
1723,YES,YES,YES,YES
1724,YES,YES,YES,
1726,YES,YES,YES,YES
1728,YES,YES,YES,YES
1729,YES,,,
1730,YES,,,YES
1732,YES,,,
1733,YES,YES,YES,YES
1734,YES,YES,YES,YES
1735,,,,
1736,,,,
1737,,,,
1738,,,,
1739,,,,
1740,YES,YES,,YES
1741,,,,
1742,,,,
1744,,,,
1745,YES,YES,YES,
1746,,,,
1748,YES,YES,YES,YES
1749,YES,YES,,YES
1750,YES,,,
1752,YES,YES,YES,YES
1754,YES,YES,YES,YES
1757,YES,YES,YES,YES
1758,YES,YES,YES,YES
1759,,,,
1760,YES,YES,,
1761,YES,,,
1762,,,,
1763,YES,YES,YES,YES
1764,YES,YES,YES,YES
1765,YES,YES,,YES
1767,YES,YES,YES,YES
1768,YES,YES,YES,YES
1769,YES,YES,,YES
1770,,,,
1771,YES,YES,YES,YES
1772,,,,
1773,YES,YES,YES,YES
1774,YES,YES,YES,YES
1775,YES,YES,YES,YES
1776,,,,
1778,YES,YES,YES,YES
1780,YES,YES,YES,
1781,,,,
1782,YES,YES,YES,YES
1783,YES,YES,YES,YES
1784,YES,YES,YES,YES
1787,YES,,,YES
1788,,,,
1789,,,,
1790,YES,YES,YES,YES
1791,,,,
1792,YES,YES,,YES
1794,,,,
1796,,,,
1797,YES,YES,,YES
1798,YES,YES,YES,YES
1799,,,,
1801,YES,YES,YES,YES
1802,YES,YES,YES,YES
1804,YES,YES,YES,YES
1805,YES,YES,,YES
1806,,,,
1807,,,,
1809,YES,YES,YES,YES
1810,,,,
1811,YES,YES,YES,YES
1812,,,,
1813,YES,,,YES
1814,YES,YES,,YES
1817,YES,YES,YES,YES
1819,,,,
1820,YES,YES,,YES
1823,YES,YES,,YES
1825,YES,YES,YES,YES
1827,,,,
1828,,,,
1829,,,,YES
1830,YES,YES,,YES
1831,,,,
1833,YES,YES,YES,YES
1834,YES,YES,,YES
1835,,,,
1836,YES,YES,YES,YES
1837,YES,,,YES
1839,YES,YES,YES,YES
1841,YES,,,YES
1842,YES,YES,YES,YES
1844,YES,,,
1847,YES,YES,YES,YES
1848,,,,
1849,YES,YES,YES,YES
1850,YES,YES,,YES
1851,YES,YES,YES,YES
1853,YES,YES,,YES
1856,YES,YES,,YES
1858,,,,
1860,,,,
1861,,,,
1863,YES,YES,YES,YES
1864,YES,,,YES
1865,,,,
1866,YES,YES,,
1867,YES,,,
1868,,,,
1869,,,,
1870,YES,YES,YES,YES
1871,,,,
1872,,,,
1873,,,,
1874,YES,YES,YES,YES
1875,,,,
1876,,,,
1878,YES,YES,YES,YES
1879,YES,YES,,YES
1880,,YES,YES,YES
1883,,,,
1884,,,,
1885,,,,
1886,,,,
1888,YES,YES,YES,YES
1889,YES,YES,YES,YES
1890,YES,YES,YES,YES
1891,YES,YES,,YES
1892,,,,
1893,,,,
1894,,,,
1896,,,,
1897,,,,
1898,,,,
1899,YES,YES,,YES
1901,,,,
1902,,,,
1903,,,,
1904,,,,
1905,YES,,,YES
1907,,,,
1908,YES,YES,YES,YES
1909,,,,
1910,YES,YES,,YES
1911,,,,
1913,YES,YES,YES,YES
1915,,,,
1921,YES,YES,,YES
1923,YES,YES,YES,YES
1924,YES,YES,,YES
1925,,,,
1926,YES,YES,,YES
1927,,,,
1928,YES,,,YES
1929,YES,YES,YES,YES
1931,,,,
1932,YES,YES,,YES
1934,YES,YES,YES,YES
1935,YES,YES,,YES
1936,,,,
1937,YES,YES,YES,YES
1938,YES,YES,,YES
1939,,,,
1940,,,,
1941,,,,
1942,YES,YES,YES,
1943,YES,YES,YES,YES
1945,YES,YES,,
1946,YES,YES,,YES
1947,YES,YES,YES,YES
1948,YES,YES,YES,YES
1949,,,,
1950,YES,,,YES
1952,YES,,,YES
1954,,,,
1955,YES,YES,,YES
1956,YES,YES,YES,YES
1957,,,,
1959,YES,YES,,YES
1961,YES,YES,YES,YES
1962,YES,YES,YES,YES
1964,,,,
1965,YES,YES,YES,YES
1966,,,,
1968,YES,YES,,YES
1969,,,,
1971,YES,YES,YES,YES
1973,YES,YES,,YES
1975,,,,
1976,YES,YES,,YES
1977,,,,
1978,YES,YES,YES,YES
1980,YES,YES,,
1981,,,,
1982,,,,
1984,YES,YES,,YES
1985,YES,YES,,YES
1986,YES,YES,YES,YES
1987,YES,YES,YES,YES
1988,,,,
1991,YES,YES,YES,YES
1993,,,,
1994,,,,
1995,,,,
1997,,,,
1998,YES,YES,,
1999,,,,
2003,YES,YES,,YES
2004,YES,YES,,YES
2005,YES,YES,YES,YES
2006,,,,
2007,YES,YES,YES,YES
2010,YES,YES,YES,
2012,,,,
2013,YES,YES,,YES
2014,YES,YES,YES,YES
2015,YES,YES,,YES
2016,YES,YES,YES,
2019,YES,YES,,YES
2021,,,,
2022,,,,
2024,,,,
2025,,,,
2027,YES,YES,,YES
2030,,,,
2033,YES,YES,YES,YES
2035,YES,YES,YES,YES
2036,YES,YES,YES,YES
2037,YES,YES,YES,
2038,YES,YES,,YES
2040,YES,YES,,YES
2041,,,,
2045,YES,YES,,
2046,YES,YES,,YES
2047,YES,YES,,YES
2048,YES,YES,,YES
2049,YES,YES,,YES
2051,YES,YES,,YES
2055,YES,YES,,YES
2056,,,,
2058,,,,
2059,YES,YES,,YES
2061,YES,YES,YES,YES
2062,YES,,,YES
2063,YES,YES,YES,YES
2064,,,,
2065,,,,
2068,,,,
2069,,,,
2070,YES,,,
2071,YES,YES,YES,YES
2073,YES,,,
2074,YES,YES,YES,YES
2075,YES,YES,YES,
2078,YES,YES,YES,YES
2079,YES,YES,YES,YES
2081,,,,
2083,YES,YES,YES,YES
2084,YES,YES,YES,YES
2086,,,,
2087,,,,
2088,,,,
2089,YES,YES,YES,YES
2090,,,,
2092,YES,,,YES
2093,,,,
2095,,,,
2096,,,,
2097,,,,
2098,YES,,,YES
2100,YES,YES,YES,YES
2101,,,,
2102,YES,YES,YES,YES
2103,,,,
2104,YES,YES,,YES
2105,YES,YES,YES,YES
2107,,,,
2108,,,,
2109,YES,,,
2111,,,,
2112,,,,
2114,YES,YES,YES,YES
2115,YES,YES,YES,YES
2116,,,,
2119,YES,YES,,
2120,YES,YES,,
2121,YES,YES,YES,YES
2122,YES,YES,,YES
2123,YES,YES,YES,YES
2124,YES,YES,YES,YES
2125,YES,YES,YES,YES
2126,YES,,,
2127,,,,
2129,YES,YES,,YES
2131,YES,YES,YES,YES
2132,YES,YES,YES,YES
2135,YES,YES,,
2136,YES,YES,YES,YES
2137,,,,
2140,,,,
2141,YES,YES,,YES
2142,YES,YES,,YES
2143,YES,YES,,
2146,,,,
2147,,,,
2149,YES,YES,YES,YES
2152,,,,
2153,,,,
2154,YES,YES,YES,YES
2155,,,,
2157,YES,YES,,YES
2158,YES,YES,,YES
2159,,,,
2160,YES,,,YES
2163,YES,,,
2164,,,,
2166,YES,YES,,YES
2169,YES,YES,,YES
2170,,,,
2174,,,,
2175,YES,YES,YES,YES
2176,,,,
2183,,,,
2185,YES,YES,,YES
2187,YES,,,YES
2188,,,,
2189,,,,
2191,YES,YES,YES,YES
2192,YES,YES,YES,YES
2193,YES,YES,YES,YES
2195,YES,YES,,YES
2196,YES,YES,YES,YES
2197,YES,YES,YES,YES
2198,YES,,,
2199,YES,YES,YES,YES
2200,YES,,,
2202,YES,YES,,YES
2205,YES,YES,,YES
2208,YES,YES,,YES
2209,YES,YES,YES,YES
2210,YES,YES,,YES
2211,YES,YES,YES,YES
2213,YES,YES,YES,YES
2214,YES,YES,YES,YES
2215,,,,
2218,YES,YES,,YES
2221,YES,YES,YES,YES
2223,,,,
2225,,,,
2230,YES,YES,,YES
2231,YES,YES,,YES
2232,,YES,,YES
2233,,,,
2234,,,,
2237,YES,YES,YES,YES
2238,YES,,,YES
2243,,,,
2244,YES,YES,YES,YES
2247,YES,YES,YES,
2248,,,,
2249,,,,
2252,,,,
2253,,,,
2254,YES,,,
2255,YES,YES,,YES
2256,YES,,,YES
2259,YES,YES,YES,YES
2261,,,,
2262,,,,
2263,YES,YES,,YES
2265,YES,YES,YES,YES
2266,,,,
2269,YES,,,YES
2270,YES,YES,YES,YES
2271,,,,
2272,YES,YES,YES,YES
2273,YES,YES,YES,YES
2274,,,,
2275,YES,YES,YES,YES
2276,YES,YES,YES,YES
2278,,,,
2279,YES,YES,,YES
2281,YES,YES,YES,YES
2282,,,,
2283,,,,
2284,,,,
2285,,,,
2286,YES,YES,,
2287,,,,
2293,,,,
2294,YES,YES,,
2295,YES,YES,YES,YES
2297,YES,,,
2299,,,,
2300,,,,
2306,YES,YES,YES,YES
2307,YES,YES,YES,YES
2308,,,,
2309,,,,
2310,YES,YES,YES,YES
2311,YES,YES,YES,YES
2312,YES,,,YES
2313,,,,
2314,,,,
2316,,,,
2318,YES,YES,,YES
2320,,,,
2321,YES,,,
2322,YES,YES,YES,YES
2323,,,,
2325,,,,
2330,,,,
2331,YES,YES,,YES
2334,YES,YES,,YES
2335,,,,
2336,,,,
2337,YES,YES,YES,
2338,,,,
2339,,,,
2340,,,,
2348,,,,
2350,YES,YES,YES,YES
2351,,,,
2352,,,,
2354,YES,YES,YES,YES
2355,,,,
2357,YES,YES,,
2358,YES,YES,YES,YES
2359,YES,YES,YES,YES
2361,,,,
2362,YES,YES,YES,YES
2365,YES,YES,,
2366,,,,
2367,YES,YES,YES,YES
2368,YES,YES,,YES
2370,,,,
2371,,,,
2373,YES,,,
2385,,,,
2386,,,,
2387,YES,YES,YES,YES
2388,YES,,,YES
2399,,,,
2400,YES,YES,YES,YES
2402,,,,
2403,,,,
2405,,,,
2412,YES,YES,,YES
2417,,,,
2419,YES,,,
2420,YES,YES,YES,YES
2421,,,,
2424,,,,
2426,YES,YES,YES,YES
2427,YES,,,YES
2428,YES,YES,YES,
2429,YES,YES,YES,YES
2432,,,,
2434,YES,YES,YES,YES
2435,YES,,,YES
2436,,,,
2437,,,,
2438,YES,YES,YES,YES
2439,YES,YES,YES,YES
2440,,,,
2443,,,,
2444,,,,
2445,,,,
2446,,,,
2447,YES,,,YES
2448,,,,
2452,YES,,,YES
2453,,,,
2455,YES,YES,YES,YES
2459,,,,
2460,,,,
2463,,,,
2464,YES,YES,,YES
2469,YES,YES,YES,YES
2472,,,,
2473,YES,,,YES
2474,YES,,,
2475,YES,YES,YES,YES
2476,YES,YES,YES,YES
2477,YES,,,
2479,YES,YES,,
2480,,,,
2481,YES,YES,,YES
2483,,,,
2484,YES,YES,YES,YES
2485,YES,YES,YES,
2491,YES,YES,YES,YES
2492,YES,,,
2493,,,,
2497,,,,
2502,,,,
2503,,,,
2504,,,,
2505,YES,YES,YES,YES
2506,,,,
2508,YES,YES,YES,YES
2510,,,,
2511,YES,YES,YES,YES
2513,,,,
2514,YES,YES,YES,
2516,YES,,,
2518,,,,
2519,,,,
2520,,,,
2522,YES,YES,YES,YES
2528,YES,YES,,YES
2529,,,,
2532,,,,
2533,,,,
2534,YES,YES,YES,YES
2535,YES,YES,,YES
2537,,,,
2539,,,,
2540,YES,YES,,YES
2541,YES,YES,YES,YES
2542,,,,
2543,,,,
2544,YES,YES,YES,YES
2545,,,,
2548,YES,YES,YES,YES
2549,,,,
2550,,,,
2554,YES,,,YES
2559,YES,YES,YES,YES
2560,,,,
2561,,,,
2562,YES,,,
2563,YES,,,YES
2564,YES,,,
2565,YES,,,
2566,,,,
2567,,,,
2572,YES,,,
2574,,,,
2575,YES,YES,YES,
2576,YES,YES,YES,YES
2577,,,,
2579,YES,,,
2580,YES,,,
2581,,,,
2583,,,,
2586,YES,YES,,YES
2587,YES,YES,YES,YES
2588,YES,YES,YES,YES
2592,YES,,,YES
2593,,,,
2595,,,,
2596,,,,
2597,YES,YES,YES,YES
2599,YES,,,YES
2600,YES,YES,YES,
2603,,,,
2604,YES,,,
2605,YES,YES,YES,YES
2607,,,,
2608,YES,,,
2610,YES,,,YES
2611,YES,YES,,YES
2613,YES,,,YES
2614,YES,,,YES
2615,YES,YES,YES,YES
2616,YES,YES,YES,YES
2618,,,,
2619,YES,YES,YES,YES
2620,YES,YES,YES,
2626,YES,,,
2628,,,,
2629,YES,YES,,YES
2630,YES,YES,YES,YES
2631,YES,YES,YES,YES
2633,YES,,,
2634,YES,YES,,
2637,YES,YES,,YES
2638,YES,YES,YES,
2642,,,,
2643,,,,
2644,YES,,,YES
2647,YES,,,
2649,,,,
2650,YES,YES,,YES
2651,YES,YES,,YES
2658,,,,
2662,YES,,,
2663,,,,
2664,YES,YES,,
2665,YES,YES,YES,YES
2668,YES,YES,YES,YES
2672,YES,,,
2674,YES,YES,YES,
2678,,,,
2679,YES,YES,YES,YES
2681,YES,,,
2682,,,,
2684,YES,YES,YES,
2687,YES,YES,YES,YES
2688,,,,
2690,YES,YES,YES,YES
2691,YES,YES,YES,YES
2692,YES,YES,YES,YES
2693,,,,
2694,,,,
2695,,,,
2696,YES,,,
2697,YES,YES,,YES
2700,,,,
2702,YES,YES,YES,
2703,YES,YES,YES,YES
2704,YES,YES,YES,
2705,YES,YES,YES,YES
2706,YES,YES,YES,YES
2708,,,,
2711,,,,
2712,YES,YES,YES,YES
2713,YES,YES,YES,YES
2714,YES,,,
2715,YES,YES,YES,YES
2716,YES,YES,,YES
2717,YES,YES,YES,YES
2719,,,,
2720,YES,YES,YES,YES
2722,YES,YES,YES,
2723,YES,YES,YES,
2725,,,,
2726,YES,YES,YES,YES
2727,YES,YES,YES,YES
2728,YES,YES,YES,YES
2729,YES,YES,YES,YES
2732,YES,YES,YES,
2733,YES,YES,YES,
2734,YES,YES,YES,
2739,YES,,,
2740,YES,YES,YES,
2748,,,,
2749,YES,YES,YES,YES
2751,,,,
2753,,,,
2755,YES,YES,YES,YES
2756,,,,
2757,YES,YES,YES,YES
2760,YES,,,
2761,YES,,,
2762,YES,YES,YES,
2764,YES,YES,,YES
2766,YES,YES,,YES
2767,YES,YES,,YES
2771,YES,,,
2772,YES,YES,YES,
2777,YES,,,YES
2780,YES,YES,YES,YES
2781,YES,YES,YES,YES
2782,YES,YES,YES,
2783,YES,,,YES
2784,YES,,,
2785,,,,
2786,YES,YES,YES,YES
2787,YES,YES,YES,YES
2788,YES,YES,YES,YES
2789,YES,YES,YES,YES
2790,YES,YES,,YES
2791,YES,,,
2793,,,,
2794,,,,
2795,YES,,,YES
2797,,,,
2799,,,,
2803,,,,
2804,YES,YES,YES,YES
2805,YES,,,
2806,YES,YES,YES,YES
2807,YES,YES,YES,
2808,,,,
2809,YES,YES,YES,
2811,YES,YES,YES,YES
2812,,,,
2813,,,,
2816,,,,
2817,YES,YES,,YES
2818,YES,,,YES
2819,YES,YES,YES,YES
2820,YES,,,
2821,YES,YES,YES,YES
2822,YES,YES,YES,YES
2823,YES,YES,YES,
2825,YES,,,
2827,,,,
2830,YES,,,
2832,,,,
2833,,,,
2834,,,,
2836,,,,
2838,,,,
2843,YES,YES,YES,YES
2844,,,,
2846,YES,YES,YES,YES
2847,YES,YES,YES,YES
2850,,,,
2852,YES,YES,YES,YES
2853,YES,YES,YES,YES
2854,,,,
2855,YES,YES,YES,YES
2856,,,,
2857,YES,YES,YES,YES
2859,YES,,,YES
2860,YES,YES,YES,YES
2861,YES,YES,YES,YES
2862,YES,YES,YES,YES
2864,YES,,,YES
2869,YES,YES,YES,YES
2871,YES,YES,,YES
2874,,,,
2881,,,,
2882,,,,
2883,YES,YES,YES,YES
2884,,,,
2886,YES,YES,,YES
2888,YES,YES,,
2889,YES,YES,,YES
2890,YES,YES,YES,YES
2892,,,,
2893,YES,,,
2894,YES,YES,,
2906,YES,,,
2908,,,,
2909,YES,YES,YES,
2910,YES,YES,YES,YES
2911,YES,YES,,YES
2912,YES,,,YES
2913,YES,YES,YES,
2914,YES,YES,YES,YES
2915,YES,,,
2916,,,,
2917,,,,
2918,,,,
2920,,,,
2921,YES,YES,YES,YES
2922,YES,YES,,YES
2923,,,,
2926,,,,
2927,,,,
2928,YES,YES,YES,YES
2929,YES,YES,YES,YES
2931,YES,YES,YES,
2932,YES,YES,YES,YES
2933,YES,YES,YES,
2934,YES,YES,YES,
2937,YES,YES,YES,YES
2938,YES,YES,YES,YES
2939,YES,,,
2945,,,,
2946,YES,YES,YES,YES
2947,,,,
2951,YES,,,
2953,YES,YES,,YES
2955,,,,
2956,,,,
2957,,,,
2958,,,,
2959,YES,,,YES
2962,YES,YES,YES,YES
2963,YES,YES,YES,YES
2964,,,,
2966,,,,
2967,YES,YES,YES,YES
2973,YES,YES,YES,YES
2978,YES,YES,YES,YES
2980,YES,YES,YES,YES
2985,YES,YES,,YES
2986,,,,
2988,YES,YES,YES,
2990,YES,YES,YES,YES
2991,,,,
2992,YES,YES,,YES
2993,YES,YES,YES,YES
2994,YES,YES,YES,
2996,YES,YES,YES,YES
3014,YES,,,YES
3017,,,,
3018,,,,
3035,YES,,,
3044,YES,,,
3055,YES,YES,YES,
3056,,,,
3059,,,,
3060,,,,
3061,,,,
3075,,,,
3077,,,,
3078,YES,YES,,YES
3081,YES,YES,,YES
3088,YES,,,YES
3093,,,,
3102,,,,
3103,,,,
3112,YES,,,
3119,,,,
3150,YES,YES,YES,YES
3151,YES,,,YES
3159,YES,YES,,
3163,YES,YES,YES,
3167,YES,,,YES
3169,YES,,,
3177,,,,
3191,YES,YES,YES,
3192,YES,YES,YES,
3201,YES,YES,YES,YES
3205,YES,YES,YES,YES
3206,YES,YES,YES,YES
3207,YES,YES,YES,
3208,YES,YES,YES,YES
3209,,,,
3210,YES,YES,YES,
3212,YES,YES,,YES
3213,YES,YES,YES,YES
3214,YES,YES,YES,YES
3215,YES,YES,YES,YES
3216,YES,YES,YES,YES
3218,,,,
3219,,,,
3220,YES,YES,YES,YES
3221,,,,
3222,YES,YES,YES,YES
3223,,,,
3224,YES,YES,YES,YES
3225,YES,YES,YES,YES
3226,YES,YES,YES,
3227,YES,YES,YES,YES
3228,,,,
3230,YES,YES,YES,YES
3231,,,,
3232,YES,YES,YES,YES
3233,,,,
3234,,,,
3236,,,,
3237,,,,
3239,,,,
3241,YES,YES,,YES
3243,YES,YES,YES,YES
3247,,,,
3250,,,,
3251,YES,,,YES
3253,YES,YES,YES,YES
3254,YES,YES,,YES
3255,,,,
3258,,,,
3259,YES,YES,YES,YES
3260,YES,,,
3261,,,,
3262,YES,YES,YES,YES
3265,,,,
3266,,,,
3267,,,,
3268,YES,,,YES
3269,,,,
3270,YES,YES,YES,YES
3271,YES,YES,YES,
3273,YES,YES,YES,YES
3274,YES,YES,YES,YES
3277,,,,
3278,YES,YES,YES,YES
3279,YES,,,YES
3280,YES,,,YES
3281,YES,YES,YES,YES
3282,YES,YES,YES,YES
3283,YES,YES,YES,YES
3284,YES,YES,YES,
3285,YES,YES,YES,YES
3286,,,,
3288,YES,YES,YES,YES
3289,YES,YES,YES,YES
3290,,,,
3291,YES,,,
3292,,,,
3293,YES,YES,YES,YES
3294,YES,YES,YES,YES
3295,YES,YES,YES,YES
3297,YES,YES,YES,YES
3298,YES,,,YES
3300,YES,YES,YES,
3301,,,,
3305,YES,YES,YES,
3307,YES,YES,YES,YES
3308,YES,YES,YES,YES
3309,YES,YES,YES,YES
3310,YES,YES,YES,YES
3311,YES,,,YES
3313,,,,
3319,YES,YES,YES,YES
3324,,,,
3329,YES,YES,,YES
3331,YES,YES,YES,YES
3332,YES,YES,,YES
3334,YES,YES,,YES
3336,YES,YES,YES,YES
3337,,,,
3339,YES,YES,,YES
3342,YES,,,YES
3344,YES,YES,,YES
3347,YES,YES,YES,YES
3348,YES,YES,YES,YES
3349,YES,YES,YES,YES
3350,YES,YES,YES,YES
3351,,,,
3352,YES,YES,,YES
3360,,,,
3362,YES,,,
3363,YES,YES,YES,YES
3364,YES,,,YES
3366,YES,YES,YES,YES
3367,YES,,,YES
3370,YES,YES,YES,YES
3371,YES,,,YES
3379,YES,YES,,YES
3380,YES,YES,YES,YES
3381,YES,,,YES
3382,YES,YES,YES,YES
3383,YES,YES,YES,YES
3386,YES,YES,YES,YES
3387,YES,YES,YES,
3388,YES,YES,YES,YES
3389,YES,YES,YES,YES
3390,,,,
3391,,,,
3394,YES,,,
3395,YES,YES,YES,YES
3400,,,,
3402,YES,YES,YES,YES
3403,,,,
3404,YES,YES,YES,YES
3406,,,,
3407,YES,YES,,YES
3408,,,,
3409,YES,YES,,YES
3412,YES,YES,,
3417,YES,YES,YES,YES
3418,,,,
3420,,,,
3422,,,,
3423,YES,YES,YES,
3427,YES,YES,,
3428,YES,YES,YES,YES
3429,YES,YES,,YES
3430,YES,,,YES
3431,,,,
3432,YES,,,YES
3433,YES,,,YES
3434,,,,
3435,YES,YES,YES,YES
3436,YES,,,YES
3439,YES,YES,YES,YES
3443,YES,YES,,
3445,YES,YES,YES,YES
3447,YES,,,YES
3453,YES,,,YES
3454,YES,YES,YES,YES
3458,YES,YES,YES,YES
3459,YES,YES,,YES
3460,,,,
3462,,,,
3463,YES,YES,YES,YES
3464,YES,YES,,YES
3469,YES,YES,,YES
3471,,,,
3472,,,,
3473,YES,YES,YES,YES
3474,,,,
3475,,,,
3476,YES,YES,YES,YES
3477,,,,
3478,YES,,,
3482,YES,YES,YES,YES
3483,YES,,,YES
3484,YES,YES,YES,YES
3485,YES,YES,YES,
3486,YES,YES,YES,YES
3487,,,,
3488,YES,YES,,
3489,YES,,,YES
3492,,,,
3495,YES,YES,YES,YES
3497,YES,YES,YES,YES
3498,,,,
3499,YES,YES,YES,YES
3501,YES,YES,,
3502,YES,,,YES
3503,YES,YES,YES,YES
3505,,,,
3510,YES,YES,YES,
3511,,,,
3513,,,,
3514,YES,YES,,YES
3515,YES,,,YES
3516,,,,
3520,YES,YES,,YES
3523,,,,
3525,,,,
3526,YES,YES,YES,
3527,,,,
3528,YES,YES,YES,
3529,YES,,,YES
3531,,,,
3533,YES,YES,YES,YES
3534,YES,YES,YES,YES
3535,YES,YES,,YES
3537,YES,YES,YES,YES
3538,,,,
3541,,,,
3549,,,,
3560,YES,YES,,YES
3561,YES,YES,,
3562,,,,
3564,,,,
3566,YES,YES,YES,YES
3570,YES,YES,YES,
3571,,,,YES
3572,YES,,,YES
3580,YES,YES,YES,YES
3581,YES,YES,YES,YES
3582,,,,
3583,,,,
