Store,Market,Store Type,Launch Date ,
4371,542,WNM,3/8,
4373,542,WNM,3/8,
4380,488,WNM,3/8,
4383,197,SUP,3/8,
4387,156,SUP,3/8,
4388,502,WNM,3/8,
4392,445,SUP,3/8,
4393,454,SUP,3/8,
4394,474,SUP,3/8,
4395,474,SUP,3/8,
4403,187,SUP,3/8,
4405,264,SUP,3/8,
4407,8,SUP,3/8,
4410,304,SUP,3/8,
4413,494,WNM,3/8,
4415,526,WNM,3/8,
4416,67,SUP,3/8,
4424,206,SUP,3/8,
4425,96,WNM,3/8,
4427,97,SUP,3/8,
4428,294,SUP,3/8,
4431,499,WNM,3/8,
4432,498,WNM,3/8,
4434,548,WNM,3/8,
4439,201,SUP,3/8,
4441,488,WNM,3/8,
4444,98,SUP,3/8,
4446,107,SUP,3/8,
4450,242,SUP,3/8,
4451,373,SUP,3/8,
4453,504,WNM,3/8,
4456,558,SUP,3/8,
4458,299,SUP,3/8,
4459,301,SUP,3/8,
4464,504,WNM,3/8,
4465,562,WNM,3/8,
4466,562,WNM,3/8,
4468,562,WNM,3/8,
4470,538,WNM,3/8,
4476,290,SUP,3/8,
4477,308,SUP,3/8,
4478,538,WNM,3/8,
4482,153,SUP,3/8,
4484,297,SUP,3/8,
4488,451,SUP,3/8,
4490,9,WNM,3/8,
4494,557,WNM,3/8,
4497,13,SUP,3/8,
4498,103,WNM,3/8,
4499,299,SUP,3/8,
4503,49,SUP,3/8,
4504,544,WNM,3/8,
4508,80,SUP,3/8,
4509,48,SUP,3/8,
4511,279,SUP,3/8,
4512,65,SUP,3/8,
4514,286,SUP,3/8,
4520,97,SUP,3/8,
4529,266,SUP,3/8,
4531,265,SUP,3/8,
4538,67,SUP,3/8,
4545,500,WNM,3/8,
4546,488,WNM,3/8,
4554,82,SUP,3/8,
4556,29,SUP,3/8,
4560,488,WNM,3/8,
4561,549,WNM,3/8,
4563,103,WNM,3/8,
4564,299,SUP,3/8,
4565,559,WNM,3/8,
4574,306,SUP,3/8,
4579,537,WNM,3/8,
4580,544,WNM,3/8,
4581,1,SUP,3/8,
4582,545,WNM,3/8,
4583,35,SUP,3/8,
4586,543,WNM,3/8,
4588,91,SUP,3/8,
4589,566,WNM,3/8,
4590,361,SUP,3/8,
4594,305,SUP,3/8,
4595,103,WNM,3/8,
4597,195,SUP,3/8,
4600,433,SUP,3/8,
4605,542,WNM,3/8,
4607,494,WNM,3/8,
4612,168,SUP,3/8,
4615,356,SUP,3/8,
4617,103,WNM,3/8,
4618,562,WNM,3/8,
4619,492,WNM,3/8,
4623,288,SUP,3/8,
4625,491,WNM,3/8,
4626,485,WNM,3/8,
4627,52,SUP,3/8,
4631,238,SUP,3/8,
4635,121,SUP,3/8,
4638,291,SUP,3/8,
4641,270,SUP,3/8,
4648,545,WNM,3/8,
4657,545,WNM,3/8,
4667,548,WNM,3/8,
4672,544,WNM,3/8,
4673,544,WNM,3/8,
4674,542,WNM,3/8,
4681,112,SUP,3/8,
4687,167,SUP,3/8,
4691,544,WNM,3/8,
4692,498,WNM,3/8,
4695,272,SUP,3/8,
4697,315,SUP,3/8,
4699,262,SUP,3/8,
4706,557,WNM,3/8,
4756,544,WNM,3/8,
4757,550,WNM,3/8,
4759,552,WNM,3/8,
4762,515,WNM,3/8,
4826,103,WNM,3/8,
4848,499,WNM,3/8,
4865,430,SUP,3/8,
5005,549,WNM,3/8,
5007,552,WNM,3/8,
5008,551,WNM,3/8,
5013,509,WNM,3/8,
5014,509,WNM,3/8,
5021,561,WNM,3/8,
5022,125,SUP,3/8,
5023,458,SUP,3/8,
5027,194,SUP,3/8,
5031,366,SUP,3/8,
5034,105,SUP,3/8,
5035,116,SUP,3/8,
5036,112,SUP,3/8,
5037,98,SUP,3/8,
5038,262,SUP,3/8,
5039,284,SUP,3/8,
5040,227,W/M,3/8,
5041,514,SUP,3/8,
5043,492,WNM,3/8,
5045,67,SUP,3/8,
5046,299,SUP,3/8,
5047,558,W/M,3/8,
5049,380,SUP,3/8,
5054,98,SUP,3/8,
5055,105,SUP,3/8,
5056,131,SUP,3/8,
5057,151,SUP,3/8,
5058,153,SUP,3/8,
5059,566,WNM,3/8,
5060,270,SUP,3/8,
5062,544,WNM,3/8,
5063,309,SUP,3/8,
5064,201,SUP,3/8,
5065,201,SUP,3/8,
5073,514,W/M,3/8,
5075,460,SUP,3/8,
5077,577,W/M,3/8,
5078,473,SUP,3/8,
5079,143,SUP,3/8,
5080,50,SUP,3/8,
5085,305,SUP,3/8,
5091,67,SUP,3/8,
5094,562,WNM,3/8,
5095,163,SUP,3/8,
5096,463,SUP,3/8,
5097,204,SUP,3/8,
5098,545,WNM,3/8,
5100,544,WNM,3/8,
5105,286,SUP,3/8,
5106,96,WNM,3/8,
5108,526,WNM,3/8,
5113,2,SUP,3/8,
5116,60,SUP,3/8,
5117,315,SUP,3/8,
5118,297,SUP,3/8,
5119,566,WNM,3/8,
5122,492,WNM,3/8,
5124,370,SUP,3/8,
5131,170,W/M,3/8,
5132,96,WNM,3/8,
5133,457,SUP,3/8,
5134,447,SUP,3/8,
5135,494,WNM,3/8,
5136,455,SUP,3/8,
5139,453,SUP,3/8,
5141,432,SUP,3/8,
5142,178,SUP,3/8,
5144,77,SUP,3/8,
5145,86,SUP,3/8,
5146,506,SUP,3/8,
5147,44,SUP,3/8,
5149,485,WNM,3/8,
5150,340,SUP,3/8,
5152,446,W/M,3/8,
5154,484,SUP,3/8,
5156,463,SUP,3/8,
5160,202,SUP,3/8,
5162,448,SUP,3/8,
5165,80,SUP,3/8,
5174,1,SUP,3/8,
5175,152,SUP,3/8,
5179,96,WNM,3/8,
5183,494,WNM,3/8,
5186,373,SUP,3/8,
5188,498,WNM,3/8,
5189,369,SUP,3/8,
5190,370,SUP,3/8,
5191,55,SUP,3/8,
5192,454,SUP,3/8,
5193,461,SUP,3/8,
5197,5,SUP,3/8,
5199,269,SUP,3/8,
5200,233,W/M,3/8,
5202,171,W/M,3/8,
5210,51,SUP,3/8,
5211,52,SUP,3/8,
5214,90,SUP,3/8,
5215,581,SUP,3/8,
5216,70,SUP,3/8,
5218,111,SUP,3/8,
5220,112,SUP,3/8,
5221,548,WNM,3/8,
5224,528,WNM,3/8,
5226,528,WNM,3/8,
5227,292,W/M,3/8,
5231,452,SUP,3/8,
5236,254,SUP,3/8,
5240,190,SUP,3/8,
5242,191,SUP,3/8,
5245,77,SUP,3/8,
5247,479,SUP,3/8,
5248,544,WNM,3/8,
5250,90,SUP,3/8,
5253,289,SUP,3/8,
5254,297,SUP,3/8,
5255,559,WNM,3/8,
5257,510,WNM,3/8,
5261,323,SUP,3/8,
5262,13,SUP,3/8,
5264,115,SUP,3/8,
5265,559,WNM,3/8,
5266,104,SUP,3/8,
5272,472,SUP,3/8,
5273,472,SUP,3/8,
5274,470,W/M,3/8,
5275,26,SUP,3/8,
5278,154,SUP,3/8,
5280,201,SUP,3/8,
5287,68,SUP,3/8,
5288,49,SUP,3/8,
5290,528,WNM,3/8,
5292,297,SUP,3/8,
5294,173,W/M,3/8,
5295,172,SUP,3/8,
5297,494,WNM,3/8,
5298,305,SUP,3/8,
5299,89,SUP,3/8,
5300,116,SUP,3/8,
5301,107,SUP,3/8,
5303,364,SUP,3/8,
5311,52,SUP,3/8,
5312,479,SUP,3/8,
5313,339,SUP,3/8,
5316,479,SUP,3/8,
5317,82,SUP,3/8,
5320,298,SUP,3/8,
5321,102,WNM,3/8,
5325,109,SUP,3/8,
5326,93,SUP,3/8,
5327,541,WNM,3/8,
5329,370,SUP,3/8,
5330,369,SUP,3/8,
5331,368,SUP,3/8,
5332,510,WNM,3/8,
5335,463,SUP,3/8,
5337,449,SUP,3/8,
5338,459,W/M,3/8,
5341,379,SUP,3/8,
5342,365,SUP,3/8,
5343,291,SUP,3/8,
5344,281,W/M,3/8,
5345,508,W/M,3/8,
5346,296,SUP,3/8,
5347,105,SUP,3/8,
5348,8,SUP,3/8,
5352,264,SUP,3/8,
5353,562,WNM,3/8,
5359,48,SUP,3/8,
5361,432,SUP,3/8,
5365,96,WNM,3/8,
5366,96,WNM,3/8,
5367,496,WNM,3/8,
5369,368,SUP,3/8,
5374,239,SUP,3/8,
5381,227,W/M,3/8,
5383,497,WNM,3/8,
5384,284,W/M,3/8,
5385,207,SUP,3/8,
5387,209,SUP,3/8,
5388,61,SUP,3/8,
5389,76,SUP,3/8,
5390,23,SUP,3/8,
5391,105,SUP,3/8,
5393,509,WNM,3/8,
5394,581,SUP,3/8,
5397,438,SUP,3/8,
5398,263,SUP,3/8,
5399,279,SUP,3/8,
5402,267,SUP,3/8,
5403,246,SUP,3/8,
5404,238,SUP,3/8,
5410,215,SUP,3/8,
5416,50,SUP,3/8,
5417,242,SUP,3/8,
5418,242,SUP,3/8,
5419,144,SUP,3/8,
5420,90,SUP,3/8,
5421,495,WNM,3/8,
5424,468,SUP,3/8,
5425,461,SUP,3/8,
5426,511,W/M,3/8,
5427,495,WNM,3/8,
5428,372,SUP,3/8,
5429,368,SUP,3/8,
5434,511,W/M,3/8,
5435,451,SUP,3/8,
5436,284,W/M,3/8,
5438,444,SUP,3/8,
5439,163,SUP,3/8,
5442,264,SUP,3/8,
5447,176,SUP,3/8,
5448,160,SUP,3/8,
5449,62,SUP,3/8,
5450,284,SUP,3/8,
5451,102,WNM,3/8,
5453,102,WNM,3/8,
5455,92,SUP,3/8,
5459,544,WNM,3/8,
5460,78,SUP,3/8,
5461,476,SUP,3/8,
5462,476,SUP,3/8,
5472,202,SUP,3/8,
5476,165,SUP,3/8,
5477,359,SUP,3/8,
5479,83,SUP,3/8,
5480,83,SUP,3/8,
5481,305,SUP,3/8,
5485,268,SUP,3/8,
5486,266,SUP,3/8,
5488,288,SUP,3/8,
5490,528,WNM,3/8,
5494,400,SUP,3/8,
5495,166,W/M,3/8,
5497,187,SUP,3/8,
5600,515,WNM,3/8,
5601,551,WNM,3/8,
5602,481,WNM,3/8,
5603,551,WNM,3/8,
5604,481,WNM,3/8,
5606,552,WNM,3/8,
5608,552,WNM,3/8,
5609,552,WNM,3/8,
5610,512,WNM,3/8,
5611,512,WNM,3/8,
5612,63,SUP,3/8,
5613,58,WNM,3/8,
5614,58,WNM,3/8,
5615,103,WNM,3/8,
5616,153,SUP,3/8,
5617,267,SUP,3/8,
5622,102,WNM,3/8,
5623,545,WNM,3/8,
5624,504,WNM,3/8,
5625,422,SUP,3/8,
5626,367,SUP,3/8,
5627,550,WNM,3/8,
5628,471,SUP,3/8,
5629,457,W/M,3/8,
5632,449,SUP,3/8,
5633,512,WNM,3/8,
5634,512,WNM,3/8,
5635,512,WNM,3/8,
5638,551,WNM,3/8,
5640,551,WNM,3/8,
5641,464,SUP,3/8,
5646,495,WNM,3/8,
5649,170,SUP,3/8,
5653,545,WNM,3/8,
5654,548,WNM,3/8,
5657,504,WNM,3/8,
5658,481,WNM,3/8,
5659,481,WNM,3/8,
5661,551,WNM,3/8,
5663,515,WNM,3/8,
5664,481,WNM,3/8,
5670,548,WNM,3/8,
5671,110,SUP,3/8,
5672,51,SUP,3/8,
5673,51,SUP,3/8,
5675,526,WNM,3/8,
5678,550,WNM,3/8,
5683,552,WNM,3/8,
5686,448,SUP,3/8,
5689,515,WNM,3/8,
5691,515,WNM,3/8,
5692,538,WNM,3/8,
5693,538,WNM,3/8,
5700,542,WNM,3/8,
5701,449,SUP,3/8,
5702,561,WNM,3/8,
5703,137,SUP,3/8,
5704,488,WNM,3/8,
5707,52,SUP,3/8,
5710,450,SUP,3/8,
5713,88,SUP,3/8,
5715,58,WNM,3/8,
5716,566,WNM,3/8,
5717,505,SUP,3/8,
5719,103,WNM,3/8,
5725,9,WNM,3/8,
5726,526,WNM,3/8,
5727,115,SUP,3/8,
5732,190,SUP,3/8,
5734,498,WNM,3/8,
5740,545,WNM,3/8,
5741,559,WNM,3/8,
5743,299,SUP,3/8,
5744,545,WNM,3/8,
5751,451,SUP,3/8,
5753,283,SUP,3/8,
5754,502,WNM,3/8,
5755,502,WNM,3/8,
5758,488,WNM,3/8,
5759,488,WNM,3/8,
5760,559,WNM,3/8,
5764,479,SUP,3/8,
5766,451,SUP,3/8,
5768,371,SUP,3/8,
5769,545,WNM,3/8,
5771,545,WNM,3/8,
5772,104,SUP,3/8,
5776,543,WNM,3/8,
5780,492,WNM,3/8,
5781,267,SUP,3/8,
5787,310,SUP,3/8,
5799,367,SUP,3/8,
5808,569,SUP,3/8,
5809,80,SUP,3/8,
5810,49,SUP,3/8,
5812,18,SUP,3/8,
5816,549,WNM,3/8,
5817,549,WNM,3/8,
5818,549,WNM,3/8,
5819,549,WNM,3/8,
5820,549,WNM,3/8,
5824,561,WNM,3/8,
5826,102,WNM,3/8,
5829,509,WNM,3/8,
5831,548,WNM,3/8,
5835,370,SUP,3/8,
5837,534,WNM,3/8,
5841,399,SUP,3/8,
5842,197,SUP,3/8,
5843,511,SUP,3/8,
5844,206,SUP,3/8,
5845,15,SUP,3/8,
5846,559,WNM,3/8,
5847,290,SUP,3/8,
5851,301,SUP,3/8,
5853,467,SUP,3/8,
5858,367,SUP,3/8,
5859,581,SUP,3/8,
5864,392,SUP,3/8,
5866,56,SUP,3/8,
5867,176,SUP,3/8,
5869,475,SUP,3/8,
5871,91,SUP,3/8,
5872,15,SUP,3/8,
5874,465,W/M,3/8,
5875,559,WNM,3/8,
5876,548,WNM,3/8,
5879,306,SUP,3/8,
5880,292,SUP,3/8,
5882,108,SUP,3/8,
5883,474,SUP,3/8,
5884,451,SUP,3/8,
5886,459,SUP,3/8,
5889,53,SUP,3/8,
5890,450,SUP,3/8,
5893,203,SUP,3/8,
5894,91,SUP,3/8,
5898,78,SUP,3/8,
5899,476,SUP,3/8,
5903,546,WNM,3/8,
5911,108,SUP,3/8,
5912,110,SUP,3/8,
5922,289,SUP,3/8,
5925,566,WNM,3/8,
5927,340,SUP,3/8,
5929,476,SUP,3/8,
5930,464,SUP,3/8,
5932,109,SUP,3/8,
5935,477,SUP,3/8,
5936,283,SUP,3/8,
5938,458,W/M,3/8,
5945,103,WNM,3/8,
5947,505,SUP,3/8,
5954,484,SUP,3/8,
5956,581,SUP,3/8,
5957,585,SUP,3/8,
5959,63,SUP,3/8,
5960,526,WNM,3/8,
5962,526,WNM,3/8,
5963,504,WNM,3/8,
5964,112,SUP,3/8,
5965,266,SUP,3/8,
5969,292,SUP,3/8,
5976,424,SUP,3/8,
5977,423,SUP,3/8,
5979,552,WNM,3/8,
5980,552,WNM,3/8,
5981,552,WNM,3/8,
5982,552,WNM,3/8,
5987,583,SUP,3/8,
5988,559,WNM,3/8,
5992,423,SUP,3/8,
5993,550,WNM,3/8,
5994,550,WNM,3/8,
6078,504,WNM,3/8,
6098,528,WNM,3/8,
6149,559,WNM,3/8,
6159,528,WNM,3/8,
6165,543,WNM,3/8,
6166,543,WNM,3/8,
6173,1,SUP,3/8,
6176,509,WNM,3/8,
6207,548,WNM,3/8,
6226,502,WNM,3/8,
6233,499,WNM,3/8,
6243,509,WNM,3/8,
6263,509,WNM,3/8,
6264,509,WNM,3/8,
6286,81,SUP,3/8,
6300,56,SUP,3/8,
6323,543,WNM,3/8,
6394,444,SUP,3/8,
6395,29,SUP,3/8,
6397,110,SUP,3/8,
6398,549,WNM,3/8,
6459,528,WNM,3/8,
6467,45,SUP,3/8,
6469,140,SUP,3/8,
6477,369,SUP,3/8,
6480,373,SUP,3/8,
6500,485,WNM,3/8,
6531,545,WNM,3/8,
6548,559,WNM,3/8,
6578,58,WNM,3/8,
6579,59,SUP,3/8,
6586,499,WNM,3/8,
6587,526,WNM,3/8,
6786,528,WNM,3/8,
6789,308,SUP,3/8,
6798,502,WNM,3/8,
6813,526,WNM,3/8,
6814,509,WNM,3/8,
6828,509,WNM,3/8,
6849,543,WNM,3/8,
6850,528,WNM,3/8,
6851,504,WNM,3/8,
6878,5,SUP,3/8,
6879,310,SUP,3/8,
6894,96,WNM,3/8,
6898,71,SUP,3/8,
6929,76,SUP,3/8,
6931,256,SUP,3/8,
6936,502,WNM,3/8,
6937,102,WNM,3/8,
6941,102,WNM,3/8,
6942,507,WNM,3/8,
6958,310,SUP,3/8,
6960,537,WNM,3/8,
6963,52,SUP,3/8,
6964,144,SUP,3/8,
6966,504,WNM,3/8,
6967,488,WNM,3/8,
6968,102,WNM,3/8,
6978,101,SUP,3/8,
7004,499,WNM,3/8,
7009,302,SUP,3/8,
7020,153,SUP,3/8,
7032,287,SUP,3/8,
7062,499,WNM,3/8,
7072,538,WNM,3/8,
7127,538,WNM,3/8,
7137,496,WNM,3/8,
7146,499,WNM,3/8,
7156,76,SUP,3/8,
7174,502,WNM,3/8,
7177,502,WNM,3/8,
7178,56,SUP,3/8,
7179,302,SUP,3/8,
7180,499,WNM,3/8,
7205,499,WNM,3/8,
7206,499,WNM,3/8,
7218,496,WNM,3/8,
7220,528,WNM,3/8,
7221,102,WNM,3/8,
7222,500,WNM,3/8,
7224,561,WNM,3/8,
7229,526,WNM,3/8,
7232,561,WNM,3/8,
7235,500,WNM,3/8,
7240,561,WNM,3/8,
7251,58,WNM,3/8,
7280,2,SUP,3/8,
7281,74,SUP,3/8,
7290,242,SUP,3/8,
7296,498,WNM,3/8,
7298,102,WNM,3/8,
7299,488,WNM,3/8,
7307,102,WNM,3/8,
7308,533,WNM,3/8,
7309,562,WNM,3/8,
7310,562,WNM,3/8,
7311,528,WNM,3/8,
7315,498,WNM,3/8,
7320,510,WNM,3/8,
7324,5,SUP,3/8,
7329,500,WNM,3/8,
7334,500,WNM,3/8,
7337,500,WNM,3/8,
7340,500,WNM,3/8,
7342,566,WNM,3/8,
7347,58,WNM,3/8,
7349,504,WNM,3/8,
7357,562,WNM,3/8,
7361,562,WNM,3/8,
7362,504,WNM,3/8,
8331,171,SUP,3/8,
8958,515,WNM,3/8,
1756,462,W/M,3/8,
1565,427,SUP,3/8,
5293,172,SUP,3/8,
804,48,SUP,3/8,
2636,466,W/M,3/8,
1693,445,W/M,3/8,
5854,110,SUP,3/8,
2495,466,W/M,3/8,
2141,166,SUP,3/8,
1697,454,W/M,3/8,
5848,454,W/M,3/8,
5941,283,SUP,3/8,
96,361,SUP,3/8,
2507,447,W/M,3/8,
583,121,SUP,3/8,
1090,101,SUP,3/8,
2151,109,SUP,3/8,
2453,392,SUP,3/8,
445,256,SUP,3/8,
1297,93,SUP,3/8,
2842,461,SUP,3/8,
412,45,SUP,3/8,
1844,178,W/M,3/8,
2032,446,SUP,3/8,
930,8,SUP,3/8,
417,47,SUP,3/8,
4690,111,SUP,3/8,
214,503,SUP,3/8,
1676,580,SUP,3/8,
4164,55,SUP,3/8,
897,73,SUP,3/8,
600,70,SUP,3/8,
286,55,SUP,3/8,
5881,167,SUP,3/8,
1051,71,SUP,3/8,
2782,400,SUP,3/8,
5172,97,SUP,3/8,
4184,502,WNM,3/8,
2264,189,W/M,3/8,
392,344,SUP,3/8,
1017,38,SUP,3/8,
3650,446,W/M,3/8,
1821,306,W/M,3/8,
1933,267,W/M,3/8,
3381,74,SUP,3/8,
87,127,SUP,3/8,
856,22,SUP,3/8,
2647,286,SUP,3/8,
1358,36,SUP,3/8,
1516,70,SUP,3/8,
2947,476,W/M,3/8,
1869,165,W/M,3/8,
1680,110,SUP,3/8,
32,333,W/M,3/8,
150,344,SUP,3/8,
364,503,SUP,3/8,
3528,143,SUP,3/8,
827,45,SUP,3/8,
1157,243,SUP,3/8,
523,46,SUP,3/8,
118,4,SUP,3/8,
587,152,SUP,3/8,
736,253,SUP,3/8,
3087,446,W/M,3/8,
1389,414,SUP,3/8,
5731,291,SUP,3/8,
684,147,SUP,3/8,
4682,315,SUP,3/8,
271,349,SUP,3/8,
1074,136,SUP,3/8,
757,77,SUP,3/8,
858,97,SUP,3/8,
927,71,SUP,3/8,
1629,251,W/M,3/8,
403,137,SUP,3/8,
353,48,SUP,3/8,
854,246,SUP,3/8,
4177,269,Online Pickup,3/8,
51,339,SUP,3/8,
1175,364,W/M,3/8,
803,128,SUP,3/8,
748,414,SUP,3/8,
3384,70,SUP,3/8,
791,78,SUP,3/8,
5126,3,SUP,3/8,
1649,427,SUP,3/8,
77,83,SUP,3/8,
1098,84,SUP,3/8,
360,352,SUP,3/8,
1272,74,SUP,3/8,
591,259,SUP,3/8,
3843,285,SUP,3/8,
1024,30,SUP,3/8,
6190,118,SUP,3/8,
2321,470,W/M,3/8,
1639,247,SUP,3/8,
2640,157,W/M,3/8,
4420,41,SUP,3/8,
1295,350,SUP,3/8,
2388,239,SUP,3/8,
1131,304,SUP,3/8,
2894,280,SUP,3/8,
812,70,SUP,3/8,
106,146,SUP,3/8,
782,88,SUP,3/8,
262,271,SUP,3/8,
1234,257,SUP,3/8,
1730,287,SUP,3/8,
3307,97,SUP,3/8,
132,344,SUP,3/8,
161,147,SUP,3/8,
180,46,SUP,3/8,
204,253,SUP,3/8,
251,45,SUP,3/8,
268,147,SUP,3/8,
394,137,SUP,3/8,
463,84,SUP,3/8,
493,260,SUP,3/8,
515,18,SUP,3/8,
642,38,SUP,3/8,
686,28,SUP,3/8,
738,147,SUP,3/8,
882,425,SUP,3/8,
1018,28,SUP,3/8,
1180,243,SUP,3/8,
1260,143,SUP,3/8,
1480,239,SUP,3/8,
1569,259,SUP,3/8,
1667,247,SUP,3/8,
1675,256,SUP,3/8,
1729,239,SUP,3/8,
2061,201,SUP,3/8,
2254,165,W/M,3/8,
2258,283,W/M,3/8,
2351,188,SUP,3/8,
2421,436,SUP,3/8,
2526,446,SUP,3/8,
2771,246,SUP,3/8,
2853,508,W/M,3/8,
3497,444,SUP,3/8,
4696,582,SUP,3/8,
5356,231,SUP,3/8,
5779,291,SUP,3/8,
2749,124,SUP,3/8,
913,425,SUP,3/8,
1491,413,SUP,3/8,
3280,192,SUP,3/8,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
