"Distribution 
Center",Banner,Commodity,Type,Item #,Supplier #,28-Jan,29-Jan,30-Jan,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb
6056,SAMS,CUT,PALLET,980010313,737594640,0,0,0,0,0,0,0,16,2,70,10,0,0
6056,SAMS,CUT,PALLET,980173083,662556640,0,0,0,0,0,189,0,129,0,132,0,0,0
6056,SAMS,CUT,PALLET,984192699,662556640,0,0,0,0,0,0,0,0,0,0,75,0,0
6056,SAMS,LIVE,PALLET,990005772,233093640,9,9,9,0,0,0,0,0,0,7,7,7,7
6056,WM,CUT,CASE,552948015,870753942,0,0,0,0,0,76,0,0,0,0,0,0,0
6056,WM,CUT,CASE,555776495,402441940,0,0,0,0,0,127,0,0,0,0,0,0,0
6056,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,54,0,0,0,0,0,0,0
6056,WM,CUT,CASE,577478701,870753942,0,0,0,0,0,0,67,0,0,0,0,0,0
6056,WM,CUT,CASE,577479147,402441940,0,0,0,0,0,37,0,0,0,0,0,0,0
6056,WM,CUT,CASE,655998724,442601940,0,0,0,0,0,95,0,0,0,0,0,0,0
6056,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,47,0,0,0,0,0,0,0
6056,WM,CUT,CASE,657169085,638471940,0,0,0,0,0,0,82,0,0,0,0,0,0
6056,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,0,0,22,0,0,0,0,0
6056,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,34,4,0,0,0,0,0
6056,WM,CUT,PALLET,577478715,870753942,0,0,0,0,0,0,0,32,0,0,0,0,0
6056,WM,CUT,PALLET,577479148,402441940,0,0,0,0,0,0,25,0,0,0,0,0,0
6056,WM,CUT,PALLET,577479149,402441940,0,0,0,0,0,0,0,53,41,0,0,0,0
6056,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,0,78,59,0,0,0,0
6056,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,32,0,0,0,0
6056,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,39,79,94,96,26,26,0,0
6056,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,8,16,19,19,5,5,0,0
6056,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,31,63,75,77,20,21,0,0
6056,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,12,24,28,29,8,8,0,0
6056,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,5,11,13,14,4,4,0,0
6056,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,4,8,10,10,3,3,0,0
6057,SAMS,CUT,PALLET,214451,662556640,0,0,0,0,0,0,13,0,49,0,14,0,0
6057,SAMS,CUT,PALLET,557745,662556640,0,0,0,0,0,0,144,0,128,0,171,0,0
6057,SAMS,CUT,PALLET,980010313,737594640,0,0,0,0,0,0,1,0,10,0,33,0,0
6057,SAMS,CUT,PALLET,980173083,662556640,0,0,0,0,0,81,0,57,0,38,0,0,0
6057,SAMS,CUT,PALLET,984192699,662556640,0,0,0,0,0,0,0,0,0,0,13,0,0
6057,SAMS,LIVE,PALLET,990005772,233093640,14,14,14,0,0,0,0,0,0,11,11,11,11
6057,WM,CUT,CASE,555776495,402441940,0,0,0,0,228,0,0,0,0,0,0,0,0
6057,WM,CUT,CASE,577478682,870753942,0,0,0,0,167,0,0,0,0,0,0,0,0
6057,WM,CUT,CASE,577478718,442601940,0,0,0,0,0,129,0,0,0,0,0,0,0
6057,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,0,31,0,0,0,0,0,0
6057,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,297,0,0,0,0,0,0,0
6057,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,0,87,0,0,0,0,0,0
6057,WM,CUT,CASE,657169091,755520940,0,0,0,0,25,0,0,0,0,0,0,0,0
6057,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,57,0,0,0,0,0,0,0
6057,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,40,12,0,0,0,0,0
6057,WM,CUT,PALLET,577478723,442601940,0,0,0,0,0,0,60,0,0,0,0,0,0
6057,WM,CUT,PALLET,577478729,442601940,0,0,0,0,0,0,0,66,73,0,0,0,0
6057,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,0,14,0,0,0,0
6057,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,78,82,0,0,0,0
6057,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,22,45,53,54,14,15,0,0
6057,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,4,7,9,9,2,2,0,0
6057,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,14,29,35,36,10,10,0,0
6057,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,7,14,17,17,5,5,0,0
6057,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,0,0,0,0,0,0
6057,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,8,16,19,19,5,5,0,0
6057,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,5,10,11,12,3,3,0,0
6057,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,SAMS,CUT,PALLET,214451,662556640,0,0,0,0,0,0,64,0,62,0,65,0,0
6059,SAMS,CUT,PALLET,557745,662556640,0,0,0,0,0,0,219,0,189,0,281,0,0
6059,SAMS,CUT,PALLET,980010313,737594640,0,0,0,0,0,0,0,0,24,0,72,0,0
6059,SAMS,CUT,PALLET,980173083,662556640,0,0,0,0,0,180,0,143,0,152,0,0,0
6059,SAMS,CUT,PALLET,984192699,662556640,0,0,0,0,0,0,0,0,0,0,23,0,0
6059,SAMS,LIVE,PALLET,990005772,233093640,9,9,9,0,0,0,0,0,0,7,7,7,7
6059,WM,CUT,CASE,552948015,870753942,0,0,0,0,40,0,0,0,0,0,0,0,0
6059,WM,CUT,CASE,555776495,402441940,0,0,0,0,295,0,0,0,0,0,0,0,0
6059,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,83,0,0,0,0,0,0,0
6059,WM,CUT,CASE,577478701,870753942,0,0,0,0,0,0,154,0,0,0,0,0,0
6059,WM,CUT,CASE,656207200,755520940,0,0,0,0,0,134,0,0,0,0,0,0,0
6059,WM,CUT,CASE,657169076,83673940,0,0,0,0,0,233,0,0,0,0,0,0,0
6059,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,177,0,0,0,0,0,0,0
6059,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,48,0,0,0,0,0,0
6059,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,52,70,0,0,0,0
6059,WM,CUT,PALLET,577478715,870753942,0,0,0,0,0,0,0,23,0,0,0,0,0
6059,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,78,78,79,0,0,0,0
6059,WM,CUT,PALLET,656207201,755520940,0,0,0,0,0,47,0,0,0,0,0,0,0
6059,WM,CUT,PALLET,656207202,755520940,0,0,0,0,0,0,53,17,0,0,0,0,0
6059,WM,CUT,PALLET,657169067,861990940,0,0,0,0,0,0,0,0,20,0,0,0,0
6059,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,41,84,99,102,27,28,0,0
6059,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,9,19,23,23,6,6,0,0
6059,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,37,75,90,92,24,25,0,0
6059,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,5,11,13,13,3,4,0,0
6059,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,2,3,4,4,1,1,0,0
6059,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,6,12,15,15,4,4,0,0
6059,WM,LIVE,CASE,673759517,148353560,0,0,0,0,0,1,2,2,2,1,1,0,0
6059,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,3,6,8,8,2,2,0,0
6059,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,5,11,13,13,3,4,0,0
6062,WM,CUT,CASE,552948015,870753942,0,0,0,0,164,0,0,0,0,0,0,0,0
6062,WM,CUT,CASE,555776495,402441940,0,0,0,0,534,0,0,0,0,0,0,0,0
6062,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,184,0,0,0,0,0,0,0
6062,WM,CUT,CASE,598499114,83673940,0,0,0,0,0,189,0,0,0,0,0,0,0
6062,WM,CUT,CASE,655998722,638471940,0,0,0,0,129,0,0,0,0,0,0,0,0
6062,WM,CUT,CASE,657169081,83673940,0,0,0,0,0,326,0,0,0,0,0,0,0
6062,WM,CUT,CASE,657169100,402441940,0,0,0,0,0,0,193,0,0,0,0,0,0
6062,WM,CUT,CASE,666636783,456939940,0,0,0,0,0,553,0,0,0,0,0,0,0
6062,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,87,0,0,0,0,0,0
6062,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,76,125,0,0,0,0
6062,WM,CUT,PALLET,598499115,83673940,0,0,0,0,0,0,113,63,0,0,0,0,0
6062,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,234,156,108,0,0,0,0
6062,WM,CUT,PALLET,656207328,83673940,0,0,0,0,0,89,0,0,0,0,0,0,0
6062,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,92,0,0,0,0
6062,WM,CUT,PALLET,657169101,402441940,0,0,0,0,0,0,0,51,0,0,0,0,0
6062,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,7,13,16,16,4,4,0,0
6062,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,4,9,11,11,3,3,0,0
6062,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,7,13,16,16,4,4,0,0
6062,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,4,9,10,11,3,3,0,0
6062,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,1,1,1,0,0,0,0
6062,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,9,18,22,23,6,6,0,0
6062,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,5,11,13,13,3,4,0,0
6062,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,1,2,3,3,1,1,0,0
6062,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,0,0,0,0,0,0
6064,WM,CUT,CASE,552948015,870753942,0,0,0,0,86,0,36,0,0,0,0,0,0
6064,WM,CUT,CASE,555776495,402441940,0,0,0,0,204,0,0,0,0,0,0,0,0
6064,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,76,0,0,0,0,0,0,0
6064,WM,CUT,CASE,577478701,870753942,0,0,0,0,0,0,103,0,0,0,0,0,0
6064,WM,CUT,CASE,579423346,10269949,0,0,0,0,0,102,0,0,0,0,0,0,0
6064,WM,CUT,CASE,655998718,870753942,0,0,0,0,171,0,0,0,0,0,0,0,0
6064,WM,CUT,CASE,657169088,442601940,0,0,0,0,0,190,0,0,0,0,0,0,0
6064,WM,CUT,CASE,666811406,10269949,0,0,0,0,0,89,0,0,0,0,0,0,0
6064,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,40,0,0,0,0,0,0,0
6064,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,70,30,0,0,0,0,0
6064,WM,CUT,PALLET,577478715,870753942,0,0,0,0,0,0,0,71,0,0,0,0,0
6064,WM,CUT,PALLET,579423347,10269949,0,0,0,0,0,38,0,0,0,0,0,0,0
6064,WM,CUT,PALLET,579423348,10269949,0,0,0,0,0,0,0,76,75,0,0,0,0
6064,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,78,27,0,0,0,0
6064,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,62,0,0,0,0
6064,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,46,95,113,116,31,32,0,0
6064,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,11,22,27,27,7,7,0,0
6064,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,47,96,114,117,31,32,0,0
6064,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,11,22,26,27,7,7,0,0
6064,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,6,12,14,15,4,4,0,0
6064,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,4,9,10,11,3,3,0,0
6065,SAMS,CUT,PALLET,214451,662556640,0,0,0,0,0,0,47,0,44,0,50,0,0
6065,SAMS,CUT,PALLET,557745,662556640,0,0,0,0,0,0,207,0,208,0,267,0,0
6065,SAMS,CUT,PALLET,980010313,737594640,0,0,0,0,0,0,1,0,24,0,53,0,0
6065,SAMS,CUT,PALLET,980173083,662556640,0,0,0,0,0,168,0,126,0,136,0,0,0
6065,SAMS,CUT,PALLET,984192699,662556640,0,0,0,0,0,0,0,0,0,0,31,0,0
6065,SAMS,LIVE,PALLET,990005772,233093640,12,12,12,0,0,0,0,0,0,9,9,9,9
6065,WM,CUT,CASE,552948015,870753942,0,0,0,0,80,0,0,0,0,0,0,0,0
6065,WM,CUT,CASE,555776495,402441940,0,0,0,0,222,0,0,0,0,0,0,0,0
6065,WM,CUT,CASE,577478835,442601940,0,0,0,0,0,112,0,0,0,0,0,0,0
6065,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,0,103,0,0,0,0,0,0
6065,WM,CUT,CASE,577479153,49924941,0,0,0,0,0,117,0,0,0,0,0,0,0
6065,WM,CUT,CASE,655998723,861990940,0,0,0,0,44,0,0,0,0,0,0,0,0
6065,WM,CUT,CASE,657169074,870753942,0,0,0,0,113,0,0,0,0,0,0,0,0
6065,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,183,0,0,0,0,0,0,0
6065,WM,CUT,PALLET,577478874,442601940,0,0,0,0,0,0,41,0,0,0,0,0,0
6065,WM,CUT,PALLET,577478875,442601940,0,0,0,0,0,0,37,29,0,0,0,0,0
6065,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,28,0,0,0,0,0
6065,WM,CUT,PALLET,577479154,49924941,0,0,0,0,0,0,54,0,0,0,0,0,0
6065,WM,CUT,PALLET,577479156,49924941,0,0,0,0,0,0,0,39,46,0,0,0,0
6065,WM,CUT,PALLET,656942442,442601940,0,0,0,0,0,0,78,78,80,0,0,0,0
6065,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,16,0,0,0,0
6065,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,35,73,86,88,23,24,0,0
6065,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,10,20,23,24,6,6,0,0
6065,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,35,72,86,88,23,24,0,0
6065,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,5,11,13,13,4,4,0,0
6065,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,1,3,3,3,1,1,0,0
6065,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,10,20,23,24,6,6,0,0
6065,WM,LIVE,CASE,673759517,148353560,0,0,0,0,0,2,4,4,4,1,1,0,0
6065,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,3,6,7,7,2,2,0,0
6065,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,5,10,12,13,3,3,0,0
6071,WM,CUT,CASE,552948015,870753942,0,0,0,0,382,0,0,0,0,0,0,0,0
6071,WM,CUT,CASE,555776495,402441940,0,0,0,0,431,0,0,0,0,0,0,0,0
6071,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,139,0,0,0,0,0,0,0
6071,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,0,149,0,0,0,0,0,0
6071,WM,CUT,CASE,598499114,83673940,0,0,0,0,0,171,0,0,0,0,0,0,0
6071,WM,CUT,CASE,657169088,442601940,0,0,0,0,0,0,324,0,0,0,0,0,0
6071,WM,CUT,CASE,666636783,456939940,0,0,0,0,0,551,0,0,0,0,0,0,0
6071,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,84,0,0,0,0,0,0
6071,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,128,119,0,0,0,0
6071,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,118,0,0,0,0,0
6071,WM,CUT,PALLET,598499115,83673940,0,0,0,0,0,0,98,14,0,0,0,0,0
6071,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,78,156,108,0,0,0,0
6071,WM,CUT,PALLET,656207328,83673940,0,0,0,0,0,0,89,0,0,0,0,0,0
6071,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,100,0,0,0,0
6071,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6071,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,8,17,20,20,5,5,0,0
6071,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6072,WM,CUT,CASE,552948015,870753942,0,0,0,0,0,73,0,0,0,0,0,0,0
6072,WM,CUT,CASE,555776495,402441940,0,0,0,0,396,0,0,0,0,0,0,0,0
6072,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,202,0,0,0,0,0,0,0
6072,WM,CUT,CASE,577478701,870753942,0,0,0,0,0,183,0,0,0,0,0,0,0
6072,WM,CUT,CASE,577478891,456939940,0,0,0,0,0,183,0,0,0,0,0,0,0
6072,WM,CUT,CASE,597951565,10269949,0,0,0,0,25,0,0,0,0,0,0,0,0
6072,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,324,0,0,0,0,0,0,0
6072,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,325,0,0,0,0,0,0,0
6072,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,0,80,0,0,0,0,0,0
6072,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,75,14,0,0,0,0,0
6072,WM,CUT,PALLET,577478715,870753942,0,0,0,0,0,0,0,36,0,0,0,0,0
6072,WM,CUT,PALLET,577478893,456939940,0,0,0,0,0,0,80,0,0,0,0,0,0
6072,WM,CUT,PALLET,577478902,456939940,0,0,0,0,0,0,0,78,127,0,0,0,0
6072,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,234,73,0,0,0,0
6072,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,5,0,0,0,0
6072,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,8,16,19,19,5,5,0,0
6072,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,8,16,19,19,5,5,0,0
6072,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,1,3,4,4,1,1,0,0
6072,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,2,4,4,4,1,1,0,0
6072,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,4,8,9,10,3,3,0,0
6072,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6072,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,9,19,22,23,6,6,0,0
6072,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,3,6,7,8,2,2,0,0
6072,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,1,1,1,1,0,0,0,0
