StoreNumber,Category,Item #,Item Description,Hot PLU, New Retails  
1861,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1861,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1861,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1861,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1862,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1862,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1862,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1862,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1862,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1862,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1862,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1862,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1862,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1862,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1863,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1863,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1863,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1863,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1863,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1863,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1863,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1863,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1863,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1863,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1864,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1864,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1864,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1864,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1864,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1864,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1864,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1864,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1864,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1864,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1866,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1866,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1866,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1866,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1866,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1866,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1866,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1866,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1866,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1866,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1868,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1868,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1868,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1868,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1868,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1868,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1868,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1868,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1868,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1868,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1870,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1870,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1870,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1870,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1870,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1870,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1870,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1870,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1870,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1870,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1871,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1871,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1871,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1871,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1871,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1871,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1871,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1871,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1871,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1871,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1872,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1872,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1872,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1872,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1872,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1872,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1872,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1872,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1872,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1872,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1873,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1873,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1873,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1873,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1873,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1873,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1873,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1873,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1873,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1873,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1874,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1874,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1874,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1874,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1874,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1874,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1874,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1874,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1874,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1874,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1875,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1875,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1875,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1875,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1875,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1875,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1875,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1875,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1875,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1875,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1878,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1878,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1878,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1878,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1878,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1878,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1878,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1878,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1878,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1878,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1879,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1879,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1879,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1879,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1879,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1879,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1879,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1879,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1879,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1879,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1880,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1880,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1880,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1880,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1880,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1880,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1880,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1880,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1880,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1880,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1881,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1881,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1881,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1881,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1881,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1881,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1881,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1881,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1881,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1881,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1882,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1882,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1882,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1882,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1882,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1882,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1882,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1882,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1882,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1882,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1883,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1883,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1883,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1883,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1883,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1883,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1883,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1883,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1883,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1883,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1884,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1884,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1884,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1884,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1884,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1884,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1884,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1884,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1884,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1884,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1885,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1885,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1885,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1885,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1885,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1885,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1885,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1885,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1885,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1885,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1886,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1886,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1886,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1886,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1886,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1886,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1886,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1886,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1886,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1886,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1888,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1888,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1888,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1888,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1888,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1888,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1888,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1888,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1888,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1888,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1889,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1889,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1889,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1889,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1889,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1889,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1889,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1889,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1889,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1889,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1890,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1890,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1890,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1890,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1890,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1890,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1890,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1890,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1890,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1890,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1891,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1891,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1891,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1891,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1891,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1891,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1891,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1891,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1891,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1891,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1892,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1892,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1892,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1892,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1892,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1892,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1892,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1892,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1892,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1892,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1894,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1894,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1894,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1894,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1894,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1894,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1894,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1894,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1894,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1894,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1896,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1896,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1896,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1896,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1896,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1896,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1896,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1896,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1896,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1896,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1897,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1897,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1897,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1897,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1897,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1897,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1897,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1897,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1897,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1897,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1898,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1898,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1898,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1898,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1898,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1898,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1898,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1898,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1898,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1898,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1899,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1899,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1899,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1899,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1899,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1899,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1899,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1899,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1899,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1899,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1900,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1900,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1900,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1900,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1900,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1900,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1900,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1900,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1900,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1900,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1901,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1901,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1901,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1901,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1901,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1901,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1901,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1901,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1901,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1901,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1902,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1902,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1902,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1902,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1902,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1902,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1902,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1902,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1902,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1902,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1903,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1903,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1903,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1903,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1903,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1903,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1903,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1903,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1903,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1903,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1904,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1904,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1904,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1904,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1904,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1904,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
