Area,Last Published By,Last Published Date,Last Modified Date,Last Modified By,Published Status,Name,Parent Path,Page Link
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Level6-MaterialsGuide-English.pdf"">Page Link</a>"
Company,vn505vd,8/9/2019,8/9/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/WalmartStrategyDeck-Mandarin.pdf"">Page Link</a>"
Company,vn505vd,7/31/2019,7/31/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/RQ7-Kickbox-French.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Intro-SPANISH-SplashPage.pdf"">Page Link</a>"
Company,vn505vd,7/31/2019,7/31/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/RQ7-Kickbox-Mandarin.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Level1-2-MaterialsGuide-English.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Intro-Japanese-SplashPage.pdf"">Page Link</a>"
Company,vn505vd,8/15/2019,8/15/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Lean-Canvas-Scorecard-Japanese.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Intro-Japanese-DeepDivePage.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Level5-MaterialsGuide-English.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Intro-French-SplashPage.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Level3-MaterialsGuide-English.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Intro-English-SplashPage.pdf"">Page Link</a>"
Company,vn505vd,8/5/2019,8/5/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/WalmartStrategyDeck_French.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Intro-SPANISH-DeepDivePage.pdf"">Page Link</a>"
Company,vn505vd,7/31/2019,7/31/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/RQ7-Kickbox-Spanish.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/RQ7-MaterialsGuide-English-Final.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Level0-MaterialsGuide-English.pdf"">Page Link</a>"
Company,vn505vd,8/6/2019,8/1/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/LeanCanvas_BestExample_Level3_Spanish.pdf"">Page Link</a>"
Company,vn505vd,9/12/2019,9/12/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/RebelQuest7_Data_Level4.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Intro-French-DeepDivePage.pdf"">Page Link</a>"
Company,vn505vd,8/20/2019,8/20/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/RQ7_Walmart_LeanCanvas_Training.pdf"">Page Link</a>"
Company,vn505vd,7/29/2019,7/29/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Level4-MaterialsGuide-English.pdf"">Page Link</a>"
Company,vn505vd,8/16/2019,8/16/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/Lean-Canvas-Example-Mandarin.pdf"">Page Link</a>"
Company,vn505vd,9/16/2019,9/16/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/culture/rq7-assets/rq7-downloads/RQ7_Pitch_Deck_Template.pdf"">Page Link</a>"
Company,c0s014a,11/15/2019,11/15/2019,c0s014a,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/community/volunteering-and-giving/acnt/ACNT_FY19_Annual_Report.pdf"">Page Link</a>"
Company,vn505vd,3/21/2019,3/21/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/mock-ups/hillary's-images/walmart-world/2018-August.pdf"">Page Link</a>"
Company,vn505vd,3/21/2019,3/21/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/mock-ups/hillary's-images/walmart-world/2018-April.pdf"">Page Link</a>"
Company,vn505vd,3/21/2019,3/21/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/mock-ups/hillary's-images/walmart-world/2018-December.pdf"">Page Link</a>"
Company,vn505vd,3/21/2019,3/21/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/mock-ups/hillary's-images/walmart-world/2019-Spring.pdf"">Page Link</a>"
Company,vn505vd,3/21/2019,3/21/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/mock-ups/hillary's-images/walmart-world/2018-October.pdf"">Page Link</a>"
Company,vn505vd,4/3/2019,4/2/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/mock-ups/hillary's-images/1wm-training/downloads-/Publishing-Content-Homepage.pdf"">Page Link</a>"
Company,vn505vd,4/4/2019,4/4/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/mock-ups/hillary's-images/awesome-photos/wm1-docs/WM1-MARCH-Awesome_Analytics.pdf"">Page Link</a>"
Company,vn505vd,5/1/2019,5/1/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/mock-ups/hillary's-images/awesome-photos/wm1-docs/WalmartOne-Awesome-APRIL2019.pdf"">Page Link</a>"
Company,vn505vd,5/1/2019,5/1/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/analytics/walmartone-pdfs/WM1-APRIL2019-Awesome_Analytics.pdf"">Page Link</a>"
Company,vn505vd,5/1/2019,5/1/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/analytics/walmartone-pdfs/WM1-MARCH2019-Awesome_Analytics.pdf"">Page Link</a>"
Company,vn505vd,6/10/2019,6/10/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/orphan/analytics/walmartone-pdfs/WM1-MAY2019-Awesome_Analytics..pdf"">Page Link</a>"
Company,c0s014a,8/2/2019,8/2/2019,c0s014a,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/june-2019/wmw_summer2019_lr_spreads.pdf"">Page Link</a>"
Company,vn50a0w,10/7/2019,10/7/2019,vn50a0w,Active,Walmart World Associate Art Contest Official Rules.pdf,/content/dam/us-wire-wm1/images/company/news/walmart_world/october-2019,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/october-2019/Walmart%20World%20Associate%20Art%20Contest%20Official%20Rules.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015february.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015november.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015september.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015december.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015march.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015july.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015october.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015january.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015may.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015june.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015august.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2015/2015april.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016june.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016august.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016march.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016october.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016january.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016september.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016april.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016february.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016december.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016november.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016may.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2016/2016july.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014may.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014october.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014january.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014july.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014december.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014april.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014february.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014august.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014june.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014september.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014march.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2014/2014november.pdf"">Page Link</a>"
Company,vn50a13,11/27/2019,11/27/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2019/2019winter.pdf"">Page Link</a>"
Company,vn50a13,8/16/2019,8/16/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2019/2019fall.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2019/2019summer.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2019/2019spring.pdf"">Page Link</a>"
Company,vn50a13,9/3/2019,9/3/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2019/2019shareholders.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017may.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017february.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017march.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017july.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017aug-sep.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017january.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017june.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017april.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017dec-jan.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2017/2017november.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2018/2018october.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2018/2018august.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2018/2018february.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2018/2018june.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2018/2018april.pdf"">Page Link</a>"
Company,vn50a13,8/20/2019,8/12/2019,vn50a13,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/magazine/pdf/2018/2018december.pdf"">Page Link</a>"
Company,vn50a13,8/16/2019,8/15/2019,vn50a0w,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/walmart_world/august_2019/Walmart_World_2019_Fall_Issue.pdf"">Page Link</a>"
Company,vn505vd,7/26/2019,7/26/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/top_stories/2019-06/Intro-ENGLISH-DeepDivePage.pdf"">Page Link</a>"
Company,vn505vd,7/26/2019,7/26/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/top_stories/2019-06/Intro-Spanish-SplashPage.pdf"">Page Link</a>"
Company,vn505vd,7/26/2019,7/26/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/top_stories/2019-06/Intro-French-SplashPage.pdf"">Page Link</a>"
Company,vn505vd,7/26/2019,7/26/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/top_stories/2019-06/Intro-English-SplashPage.pdf"">Page Link</a>"
Company,vn505vd,7/26/2019,7/26/2019,vn505vd,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/images/company/news/top_stories/2019-07/Intro-SPANISH-DeepDivePage.pdf"">Page Link</a>"
