Region,Store #,First Carrier Assigned,Fulfilment Type,Weeks With Status, Status, Trend,Directional Focus  ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
57,2218,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202249,77.30%,89.20%,13,72.10%,74.00%,76.90%,79.60%
57,2401,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,88.50%,88.60%,14.1,96.70%,95.80%,76.60%,83.30%
57,5154,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202249,78.90%,87.50%,23.6,88.40%,88.50%,68.60%,65.80%
54,1492,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,80.00%,83.60%,15.5,84.70%,71.90%,70.30%,89.40%
54,3313,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,84.60%,85.70%,12,85.30%,84.90%,76.10%,89.90%
54,5334,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,84.60%,79.90%,16.7,86.40%,85.90%,81.70%,83.80%
54,953,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,89.10%,82.40%,11.9,90.30%,89.40%,79.40%,93.90%
54,1008,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202249,81.90%,64.30%,14.6,87.50%,82.00%,63.80%,89.70%
54,1045,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202249,82.60%,85.00%,9,78.60%,81.80%,79.00%,89.60%
54,1231,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,92.80%,93.00%,10.8,95.30%,93.60%,82.60%,97.70%
54,3867,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,83.50%,77.40%,12.8,89.90%,88.00%,60.30%,91.30%
54,4567,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,74.30%,67.00%,17.8,62.30%,84.60%,58.80%,87.00%
54,1252,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,83.60%,78.50%,13.2,80.00%,81.70%,79.30%,93.80%
54,2125,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,85.20%,86.10%,10.4,80.30%,82.20%,80.70%,95.60%
54,2751,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202249,83.50%,91.00%,11.2,76.40%,86.80%,82.10%,89.00%
54,3566,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,87.20%,90.30%,12.9,85.40%,85.80%,83.70%,93.00%
54,4653,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,91.60%,74.70%,9.6,97.10%,94.80%,82.40%,89.10%
54,986,,Scheduled Delivery Express,2,Active Monitoring,Degrading,Store Focus,202249,73.70%,71.40%,5.2,80.00%,75.00%,66.70%,83.30%
54,986,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202249,58.20%,78.40%,8.2,61.10%,54.50%,45.00%,100.00%
54,1199,,Scheduled Delivery Express,12,Executive Review,Degrading,Store Focus,202249,83.30%,83.50%,6.7,88.90%,80.00%,86.40%,76.50%
54,5099,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,85.40%,75.50%,15.5,94.20%,95.70%,76.10%,75.30%
54,842,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,67.80%,53.10%,25.5,93.10%,42.50%,44.90%,78.50%
54,1273,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,91.20%,90.00%,13.9,94.70%,96.30%,82.10%,91.10%
54,3018,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,85.10%,78.20%,16.5,86.20%,87.70%,75.00%,91.20%
54,3382,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,81.10%,62.80%,19.4,89.70%,85.30%,57.90%,86.40%
54,1200,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,83.20%,68.10%,14.1,82.70%,89.50%,75.80%,82.40%
54,1896,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,76.10%,63.20%,13.7,80.80%,78.10%,55.20%,88.10%
54,1699,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,71.20%,65.90%,15.7,80.50%,90.20%,61.90%,55.70%
54,1888,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202249,90.60%,78.00%,12.8,95.70%,98.60%,84.90%,83.60%
54,3366,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,81.50%,84.00%,15.2,82.60%,93.20%,66.30%,77.60%
54,3789,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,85.70%,77.40%,12.4,94.40%,98.20%,81.00%,69.90%
54,4272,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202249,90.50%,79.50%,11.9,94.10%,98.40%,83.30%,86.80%
54,3232,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,87.70%,79.00%,11.5,90.30%,97.10%,78.00%,87.50%
54,3568,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,79.50%,78.60%,14.8,79.10%,95.80%,77.00%,71.20%
54,3589,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,79.20%,79.00%,13.2,85.30%,93.90%,64.40%,75.00%
54,4438,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,88.60%,81.50%,13.6,88.70%,96.80%,79.60%,86.00%
54,5235,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202249,87.40%,79.20%,10.9,81.00%,97.40%,83.00%,89.70%
54,5270,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,89.10%,83.40%,11.2,85.20%,96.00%,88.00%,87.80%
54,2293,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202249,67.30%,78.20%,10.7,64.00%,51.90%,72.40%,78.10%
54,2752,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,72.60%,82.30%,15,75.80%,65.60%,66.30%,79.60%
54,3533,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,65.80%,77.40%,21,57.00%,53.60%,66.50%,83.20%
54,5957,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,82.50%,81.10%,17,87.00%,87.30%,82.70%,75.80%
56,2106,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202249,59.20%,77.30%,24.7,47.60%,94.50%,56.20%,41.20%
56,3254,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,80.20%,92.20%,10.3,63.20%,96.00%,85.50%,84.90%
56,3729,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,65.10%,84.00%,20.8,50.90%,93.50%,50.80%,64.90%
56,4239,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,65.30%,79.40%,24.7,62.50%,89.20%,41.40%,59.70%
56,2508,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202249,90.30%,76.90%,13.4,96.70%,93.90%,80.80%,89.50%
56,1878,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,90.00%,82.10%,10,82.00%,89.70%,78.20%,90.80%
56,2030,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202249,70.90%,52.80%,21.9,83.60%,64.60%,58.70%,83.70%
56,5710,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,74.30%,61.50%,25.7,73.20%,87.80%,68.80%,70.00%
56,2002,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,72.80%,61.60%,20.5,75.00%,83.20%,67.40%,63.90%
56,2119,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,86.90%,78.60%,13.5,87.90%,91.00%,81.00%,87.40%
56,5435,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202249,78.20%,76.20%,22.4,57.80%,82.70%,78.20%,92.80%
56,5884,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,87.20%,85.30%,16.7,92.70%,92.20%,79.70%,83.40%
56,2553,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,89.30%,93.00%,10.4,93.40%,95.60%,78.70%,89.90%
56,2735,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,80.10%,72.80%,23,72.40%,93.40%,58.90%,87.80%
56,5848,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202249,85.80%,80.10%,8.7,88.50%,92.10%,76.40%,89.00%
56,2418,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202249,93.90%,81.10%,8,95.50%,87.20%,82.90%,95.10%
56,3587,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,87.30%,76.30%,13.7,92.90%,90.70%,72.00%,85.90%
56,1575,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202249,81.50%,71.90%,13.3,85.60%,87.60%,72.00%,80.90%
56,2537,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,88.80%,70.70%,16.7,94.10%,98.70%,70.00%,89.50%
56,1772,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202249,93.40%,87.00%,9.6,98.90%,99.20%,87.40%,89.60%
56,1972,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,83.30%,75.80%,9.3,93.80%,93.50%,69.00%,78.30%
56,2031,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,79.60%,91.00%,15.1,83.50%,90.10%,78.40%,67.70%
56,2161,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202249,88.60%,85.00%,11.9,87.60%,92.20%,86.00%,89.20%
56,2648,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,86.70%,92.50%,10.5,91.20%,91.60%,75.50%,86.60%
56,2989,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,87.80%,91.50%,11.4,91.50%,92.20%,82.10%,85.70%
56,5426,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,83.60%,84.30%,13.6,84.40%,88.90%,81.70%,81.30%
47,2084,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202249,61.10%,78.30%,7.4,75.90%,55.40%,40.40%,68.00%
47,1872,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,87.30%,73.50%,10.2,98.00%,93.70%,65.60%,83.40%
47,7199,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,89.50%,78.10%,11,95.70%,85.60%,71.40%,92.40%
47,26,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,85.10%,81.80%,10.7,94.10%,84.90%,70.50%,84.80%
47,484,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202249,84.70%,75.60%,10.8,92.70%,86.00%,65.60%,88.50%
47,1534,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,87.90%,86.90%,8.7,94.50%,95.20%,52.20%,82.90%
47,1567,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,76.30%,76.80%,13,94.40%,84.60%,87.80%,57.00%
47,1581,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202249,76.90%,76.10%,9.5,85.90%,75.80%,57.50%,88.90%
47,1695,,Scheduled Delivery Express,9,Executive Review,Recovering,Store Focus,202249,86.20%,71.90%,11.8,100.00%,71.40%,83.30%,66.70%
47,598,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,67.80%,68.30%,13.8,63.20%,75.40%,54.90%,62.50%
47,867,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,69.60%,57.40%,14.2,73.10%,91.20%,51.00%,40.80%
47,1326,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,76.50%,65.80%,15.1,87.90%,88.70%,67.70%,61.80%
47,1585,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202249,85.30%,73.70%,13.6,79.70%,95.30%,77.80%,87.40%
47,3395,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,75.90%,64.00%,14.1,80.10%,95.20%,46.20%,76.80%
47,4865,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202249,67.20%,69.00%,9.6,78.80%,79.00%,68.80%,52.10%
47,776,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202249,85.30%,78.20%,9.5,84.60%,95.80%,60.40%,93.40%
47,1637,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,79.70%,82.50%,12.2,93.70%,86.70%,59.70%,79.10%
47,3151,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,79.50%,86.00%,11.7,92.00%,77.20%,54.90%,86.40%
47,3267,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,81.70%,68.80%,12.8,96.10%,96.40%,44.20%,79.80%
47,4358,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,77.40%,75.10%,12.5,89.50%,84.30%,48.70%,80.40%
47,5141,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,86.10%,75.10%,13,89.40%,94.30%,61.00%,94.10%
47,5361,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,69.50%,70.00%,14.1,94.80%,95.90%,35.00%,73.80%
47,645,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,74.20%,85.90%,8.9,72.10%,76.20%,65.70%,89.80%
47,774,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202249,78.20%,77.00%,14,81.60%,86.40%,67.80%,75.00%
47,1943,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,83.60%,72.40%,15.1,86.60%,88.50%,67.00%,89.20%
16,2012,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202249,88.80%,78.60%,12.7,91.00%,92.20%,85.50%,81.90%
16,2118,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,71.10%,64.90%,12.9,83.30%,79.00%,52.00%,75.40%
16,2158,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202249,88.20%,86.70%,9.9,94.00%,94.20%,79.60%,83.00%
16,2267,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202249,96.70%,86.70%,5,100.00%,100.00%,100.00%,87.50%
16,2629,,Scheduled Delivery Express,13,Executive Review,Recovering,Store Focus,202249,85.70%,61.60%,12.5,100.00%,0.00%,73.30%,88.00%
16,2629,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,78.60%,65.30%,13.3,87.30%,97.10%,70.50%,71.40%
16,2964,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202249,88.20%,86.10%,12.9,87.80%,89.30%,81.80%,93.00%
16,2964,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,76.60%,85.70%,14.5,82.60%,79.50%,68.70%,73.90%
16,4387,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,61.40%,57.60%,16.1,63.60%,70.60%,57.60%,54.00%
16,1762,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202249,80.50%,84.50%,7.2,85.90%,89.20%,68.10%,78.00%
16,2139,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202249,79.60%,75.80%,16.1,88.20%,66.70%,75.00%,81.30%
16,2139,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,61.20%,75.00%,16.1,74.60%,68.90%,52.10%,51.20%
16,2180,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,77.60%,76.60%,13,87.10%,96.70%,63.80%,71.00%
16,2222,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,73.90%,72.90%,16.7,82.00%,91.40%,61.50%,64.30%
16,2640,,Scheduled Delivery Express,9,Executive Review,Degrading,Store Focus,202249,49.00%,79.60%,5.8,35.70%,77.80%,68.80%,16.70%
16,2640,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,78.70%,77.00%,7.9,90.70%,95.70%,59.70%,72.70%
16,2903,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,85.50%,90.60%,10.1,92.60%,89.80%,83.30%,78.20%
16,3114,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,86.10%,88.60%,11.2,86.90%,93.90%,81.90%,81.90%
16,3535,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,85.20%,85.10%,9.8,88.40%,91.10%,77.20%,82.30%
16,1970,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,55.90%,59.90%,26.3,74.60%,87.50%,40.60%,18.60%
16,2103,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,81.50%,77.60%,16.4,98.40%,97.00%,62.00%,67.10%
16,2122,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,85.50%,75.90%,14.3,90.90%,92.50%,74.60%,83.00%
16,2227,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202249,88.10%,77.10%,13.4,100.00%,87.50%,86.70%,78.90%
16,2227,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202249,62.60%,65.30%,15.4,81.80%,80.40%,32.30%,53.70%
16,2336,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202249,76.40%,66.40%,16,90.80%,87.60%,36.40%,54.20%
16,2341,,Scheduled Delivery Express,15,Executive Review,Degrading,Store Focus,202249,85.00%,77.10%,11.5,88.20%,90.90%,84.90%,75.30%
16,2341,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,64.30%,94.20%,13,72.70%,81.10%,56.50%,50.50%
16,2902,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202249,89.30%,60.60%,13.4,85.70%,90.00%,80.00%,100.00%
16,2902,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,68.00%,74.60%,16.5,78.60%,70.90%,59.30%,61.90%
16,3200,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,82.40%,77.50%,10.4,92.10%,92.20%,65.60%,83.20%
16,2021,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,83.20%,72.20%,16.5,91.80%,88.80%,71.10%,80.10%
16,2095,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,88.20%,74.40%,13.4,95.80%,97.50%,65.70%,84.10%
16,2157,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,86.60%,86.10%,17.2,96.30%,96.80%,76.60%,77.10%
16,2184,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202249,80.00%,74.00%,11.7,97.60%,90.00%,52.50%,78.90%
16,2366,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,73.80%,61.00%,15.1,70.90%,92.90%,55.50%,74.50%
16,3561,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,76.60%,92.40%,11.3,85.00%,83.30%,88.90%,50.00%
16,5448,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,88.50%,86.10%,11.5,93.60%,96.80%,81.00%,82.30%
16,1873,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,82.50%,76.30%,15.7,82.00%,92.00%,77.30%,79.20%
16,1964,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202249,72.20%,52.60%,18.5,64.50%,84.70%,56.40%,81.70%
16,2225,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,76.90%,77.40%,15.7,62.10%,86.30%,76.50%,83.80%
16,2283,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,57.90%,43.50%,17.3,62.20%,69.20%,36.40%,60.70%
16,2373,,Scheduled Delivery Express,1,Active Monitoring,Degrading,Store Focus,202249,79.00%,92.60%,10.8,76.00%,76.50%,76.50%,86.40%
16,2373,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,83.00%,86.30%,11.4,87.30%,88.40%,75.30%,81.00%
16,2747,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,87.30%,76.80%,10.2,94.40%,94.40%,74.50%,85.90%
16,2885,,Scheduled Delivery Express,9,Executive Review,Recovering,Store Focus,202249,94.90%,70.00%,9,100.00%,100.00%,80.00%,100.00%
16,3301,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,83.00%,72.70%,12.3,85.10%,90.50%,72.70%,84.10%
16,1797,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,89.30%,80.90%,9.9,91.80%,85.50%,83.10%,95.20%
16,1939,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,83.30%,88.60%,11.3,92.60%,93.50%,57.50%,78.40%
16,1975,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,85.00%,84.90%,11,91.20%,93.60%,61.50%,80.80%
16,2138,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,57.90%,82.30%,5.8,55.10%,89.70%,28.90%,57.80%
16,2224,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,80.80%,79.00%,9.2,90.60%,89.80%,70.50%,72.40%
16,2332,,Scheduled Delivery Express,9,Executive Review,Degrading,Store Focus,202249,89.90%,59.90%,8.8,86.70%,88.20%,92.30%,89.70%
16,2332,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202249,55.80%,60.60%,9.8,43.60%,80.00%,85.70%,87.50%
16,2682,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,76.60%,76.70%,9,90.30%,82.90%,55.30%,78.50%
16,1698,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202249,85.10%,72.90%,13.2,85.30%,97.90%,72.10%,85.80%
16,1788,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202249,89.80%,78.10%,15.7,97.20%,88.50%,80.60%,91.20%
16,1788,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,81.30%,82.80%,12.9,92.80%,87.80%,63.40%,68.90%
16,2055,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,75.50%,63.30%,15.5,86.10%,88.70%,63.80%,61.10%
16,2130,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,77.10%,76.90%,10.4,85.30%,86.00%,62.10%,77.10%
16,2153,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202249,80.70%,76.00%,12.4,93.60%,92.30%,52.70%,74.10%
16,2330,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202249,73.10%,61.50%,15.1,90.20%,80.80%,52.20%,64.00%
16,2659,,Scheduled Delivery Express,14,Executive Review,Recovering,Store Focus,202249,88.20%,82.40%,12.4,90.00%,100.00%,71.40%,92.30%
16,2659,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,61.30%,78.70%,12.8,82.40%,81.90%,39.60%,50.90%
16,1785,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202249,74.40%,76.90%,13.4,78.30%,88.40%,56.30%,75.20%
16,1796,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,77.40%,68.10%,14.5,91.10%,91.40%,56.70%,70.90%
16,1907,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,74.50%,86.80%,11.3,92.60%,89.60%,38.90%,75.40%
16,1930,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,57.00%,71.60%,13.9,77.70%,72.90%,24.10%,45.90%
16,2142,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,71.10%,90.80%,19.6,84.60%,90.10%,55.10%,60.80%
16,2399,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,75.00%,65.70%,19.8,91.00%,88.60%,48.90%,67.90%
26,1191,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202249,87.70%,84.40%,10.7,92.90%,91.90%,81.00%,84.80%
26,1287,,Scheduled Delivery Express,9,Executive Review,Degrading,Store Focus,202249,90.10%,76.20%,11.7,88.50%,84.60%,91.40%,92.30%
26,1287,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202249,50.60%,52.70%,20.9,42.50%,37.60%,60.00%,76.70%
26,1288,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202249,86.30%,88.60%,12.5,90.40%,83.30%,81.40%,89.50%
26,1579,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,80.30%,78.40%,11.2,76.60%,78.40%,81.60%,85.60%
26,2256,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202249,70.70%,85.80%,18,85.10%,50.80%,81.00%,68.00%
26,1614,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202249,82.20%,82.30%,16.7,89.90%,89.20%,75.40%,74.70%
26,1816,,Scheduled Delivery Express,12,Executive Review,Recovering,Store Focus,202249,88.90%,69.00%,11.2,100.00%,90.90%,80.00%,85.70%
26,1816,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,78.50%,74.00%,9.6,93.60%,80.40%,58.40%,93.80%
26,1953,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,79.30%,93.70%,10.1,94.70%,72.20%,71.70%,76.80%
26,2058,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202249,87.10%,91.40%,11.9,91.70%,87.40%,74.90%,91.80%
26,4250,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202249,86.60%,89.00%,13.4,94.40%,89.70%,71.70%,82.90%
26,4484,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,90.20%,96.70%,10.4,96.50%,93.20%,76.20%,90.60%
26,5118,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202249,69.40%,66.10%,18.6,69.50%,88.50%,60.50%,58.70%
26,5254,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202249,89.30%,87.80%,12.2,90.50%,94.80%,73.00%,95.20%
26,1498,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,85.00%,88.80%,14.7,83.70%,85.40%,75.40%,94.20%
26,1558,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202249,86.70%,77.60%,12.8,96.70%,86.80%,67.90%,92.60%
26,1842,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,85.70%,88.50%,13.8,97.50%,84.00%,70.60%,88.20%
26,2704,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,83.20%,77.40%,12.9,80.30%,86.70%,76.40%,86.80%
26,3304,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202249,89.90%,87.20%,9.6,91.10%,91.10%,81.60%,88.10%
26,3658,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,72.80%,68.60%,24.7,82.10%,54.70%,73.80%,78.80%
26,5320,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,83.80%,85.30%,16.1,78.20%,86.50%,79.10%,92.00%
26,1237,,Scheduled Delivery Express,1,Active Monitoring,Degrading,Store Focus,202249,75.70%,69.60%,13.4,61.90%,84.20%,63.60%,89.50%
26,1237,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202249,74.60%,77.00%,16.2,84.70%,76.30%,60.80%,71.30%
