Store,Market,Region,Initiative Name ,Delivery Week
395,80,6,Scan and Go Easy Exit,Wk 29
112,138,14,Scan and Go Easy Exit,Wk 29
1101,8,14,Scan and Go Easy Exit,Wk 29
5023,458,57,Scan and Go Easy Exit,Wk 29
1936,196,53,Scan and Go Easy Exit,Wk 29
5497,187,17,Scan and Go Easy Exit,Wk 29
558,407,47,Scan and Go Easy Exit,Wk 29
4063,105,9,Scan and Go Easy Exit,Wk 29
1969,290,75,Scan and Go Easy Exit,Wk 29
709,256,41,Scan and Go Easy Exit,Wk 29
2255,232,22,Scan and Go Easy Exit,Wk 29
127,325,42,Scan and Go Easy Exit,Wk 29
5470,237,22,Scan and Go Easy Exit,Wk 29
1045,379,47,Scan and Go Easy Exit,Wk 29
3789,401,54,Scan and Go Easy Exit,Wk 29
1198,506,6,Scan and Go Easy Exit,Wk 29
2134,306,4,Scan and Go Easy Exit,Wk 29
5103,166,22,Scan and Go Easy Exit,Wk 29
5099,388,54,Scan and Go Easy Exit,Wk 29
2822,131,13,Scan and Go Easy Exit,Wk 29
3835,119,2,Scan and Go Easy Exit,Wk 29
1588,445,57,Scan and Go Easy Exit,Wk 29
5355,222,21,Scan and Go Easy Exit,Wk 29
1240,367,46,Scan and Go Easy Exit,Wk 29
2241,475,60,Scan and Go Easy Exit,Wk 29
2540,229,20,Scan and Go Easy Exit,Wk 29
2073,214,20,Scan and Go Easy Exit,Wk 29
1242,294,2,Scan and Go Easy Exit,Wk 29
1513,111,9,Scan and Go Easy Exit,Wk 29
3004,268,25,Scan and Go Easy Exit,Wk 29
5450,284,75,Scan and Go Easy Exit,Wk 29
3503,308,26,Scan and Go Easy Exit,Wk 29
2242,464,57,Scan and Go Easy Exit,Wk 29
34,334,42,Scan and Go Easy Exit,Wk 29
1717,508,75,Scan and Go Easy Exit,Wk 29
45,329,12,Scan and Go Easy Exit,Wk 29
7020,153,12,Scan and Go Easy Exit,Wk 29
351,68,6,Scan and Go Easy Exit,Wk 29
1655,482,25,Scan and Go Easy Exit,Wk 29
2633,175,17,Scan and Go Easy Exit,Wk 29
2014,204,19,Scan and Go Easy Exit,Wk 29
83,327,42,Scan and Go Easy Exit,Wk 29
1770,229,20,Scan and Go Easy Exit,Wk 29
3801,471,60,Scan and Go Easy Exit,Wk 29
1183,41,4,Scan and Go Easy Exit,Wk 29
1605,14,14,Scan and Go Easy Exit,Wk 29
8331,171,17,Scan and Go Easy Exit,Wk 29
2103,159,16,Scan and Go Easy Exit,Wk 29
4424,206,19,Scan and Go Easy Exit,Wk 29
1482,112,9,Scan and Go Easy Exit,Wk 29
815,336,40,Scan and Go Easy Exit,Wk 29
5331,368,46,Scan and Go Easy Exit,Wk 29
1469,120,2,Scan and Go Easy Exit,Wk 29
3516,458,57,Scan and Go Easy Exit,Wk 29
1659,379,47,Scan and Go Easy Exit,Wk 29
4111,65,6,Scan and Go Easy Exit,Wk 29
5394,581,57,Scan and Go Easy Exit,Wk 29
631,35,2,Scan and Go Easy Exit,Wk 29
5241,231,22,Scan and Go Easy Exit,Wk 29
1980,162,17,Scan and Go Easy Exit,Wk 29
3465,369,46,Scan and Go Easy Exit,Wk 29
7,326,42,Scan and Go Easy Exit,Wk 29
3077,292,75,Scan and Go Easy Exit,Wk 29
2955,362,40,Scan and Go Easy Exit,Wk 29
3218,467,60,Scan and Go Easy Exit,Wk 29
4194,84,6,Scan and Go Easy Exit,Wk 29
4387,156,16,Scan and Go Easy Exit,Wk 29
1024,30,3,Scan and Go Easy Exit,Wk 29
1088,143,13,Scan and Go Easy Exit,Wk 29
2337,312,75,Scan and Go Easy Exit,Wk 29
5193,461,57,Scan and Go Easy Exit,Wk 30
2964,156,16,Scan and Go Easy Exit,Wk 30
614,16,3,Scan and Go Easy Exit,Wk 30
2545,196,53,Scan and Go Easy Exit,Wk 30
2447,225,21,Scan and Go Easy Exit,Wk 30
149,135,42,Scan and Go Easy Exit,Wk 30
5977,423,52,Scan and Go Easy Exit,Wk 30
2420,235,20,Scan and Go Easy Exit,Wk 30
513,73,46,Scan and Go Easy Exit,Wk 30
5442,264,25,Scan and Go Easy Exit,Wk 30
2905,164,17,Scan and Go Easy Exit,Wk 30
