Store #,First Carrier Assigned,Fulfilment Type, Status,Weeks With Status, Trend,Directional Focus ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
7299,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,95.80%,82.93%,10.53,97.22%,100.00%,100.00%,78.95%
3161,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,93.62%,81.63%,11.84,100.00%,100.00%,100.00%,78.57%
5670,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,89.01%,79.35%,8.77,100.00%,100.00%,100.00%,65.52%
5988,,Scheduled Delivery Express,Executive Review,13,Recovering,Store Focus,202245,95.65%,84.17%,10.66,100.00%,100.00%,100.00%,83.33%
5695,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,80.35%,82.70%,12.33,84.68%,82.55%,67.25%,87.06%
3023,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,78.79%,78.38%,16.57,100.00%,87.50%,100.00%,25.00%
3023,,Scheduled Delivery Standard,Executive Review,7,Recovering,Store Focus,202245,93.75%,86.70%,12.91,96.65%,91.14%,94.19%,92.57%
3046,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,95.24%,87.28%,8.8,100.00%,100.00%,100.00%,74.19%
3123,,Scheduled Delivery Standard,Executive Review,29,Degrading,Store Focus,202245,83.72%,79.90%,14.29,85.26%,78.68%,74.48%,93.67%
4174,,Scheduled Delivery Standard,Executive Review,29,Degrading,Store Focus,202245,84.76%,87.49%,15.31,81.21%,91.87%,72.89%,92.09%
5007,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.58%,84.21%,7.34,97.56%,100.00%,100.00%,87.50%
5609,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,93.13%,88.38%,15.76,94.44%,93.55%,95.71%,87.93%
5683,,Scheduled Delivery Express,Executive Review,13,Recovering,Store Focus,202245,97.43%,88.73%,11.49,100.00%,98.80%,96.15%,95.00%
5980,,Scheduled Delivery Express,Executive Review,7,Degrading,Store Focus,202245,87.50%,81.25%,7.37,83.33%,100.00%,100.00%,70.00%
3172,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,89.32%,86.76%,8.79,85.19%,91.67%,87.32%,93.65%
5359,POINTPICKUP,Scheduled Standard Delivery,1.00,Active Monitoring,Degrading,Driver Supply Focus,202245,68.25%,90.28%,10,84.6%,63.2%,57.1%,80.0%
7281,SPARK,Scheduled Express Delivery ,3.00,Active Monitoring,Recovering,Driver Supply Focus,202245,94.19%,94.92%,8,100.0%,97.8%,100.0%,80.4%
2133,UBER,Scheduled Standard Delivery,9.00,Executive Review,Degrading,Driver Supply Focus,202245,100.00%,100.00%,10,,,100.0%,
3170,SPARK,Scheduled Standard Delivery,29.00,Executive Review,Recovering,Driver Supply Focus,202245,78.54%,96.44%,10,90.8%,83.9%,60.4%,77.4%
150,POINTPICKUP,Scheduled Express Delivery ,17.00,Executive Review,Degrading,Driver Supply Focus,202245,64.71%,88.24%,7,66.7%,100.0%,0.0%,75.0%
186,SPARK,Scheduled Standard Delivery,4.00,At Risk,Recovering,Driver Supply Focus,202245,95.05%,95.56%,8,98.7%,86.9%,95.1%,97.8%
3283,UBER,Scheduled Standard Delivery,2.00,Active Monitoring,Degrading,Driver Supply Focus,202245,100.00%,100.00%,9,,,100.0%,
408,POINTPICKUP,Scheduled Standard Delivery,8.00,Executive Review,Degrading,Driver Supply Focus,202245,75.00%,100.00%,9,75.0%,100.0%,,50.0%
808,SPARK,Scheduled Express Delivery ,3.00,Active Monitoring,Recovering,Driver Supply Focus,202245,92.82%,94.47%,10,95.7%,97.9%,97.0%,79.2%
3510,POINTPICKUP,Scheduled Express Delivery ,7.00,Executive Review,Recovering,Driver Supply Focus,202245,66.67%,100.00%,6,100.0%,100.0%,,33.3%
4526,SPARK,Scheduled Standard Delivery,5.00,At Risk,Recovering,Driver Supply Focus,202245,86.43%,99.52%,10,92.9%,84.9%,81.3%,86.9%
,UBER,Scheduled Standard Delivery,2.00,Active Monitoring,Recovering,Driver Supply Focus,202245,93.33%,98.73%,9,96.2%,93.3%,62.5%,83.3%
5460,POINTPICKUP,Scheduled Express Delivery ,3.00,Active Monitoring,Recovering,Driver Supply Focus,202245,60.00%,90.91%,3,100.0%,100.0%,75.0%,0.0%
4508,SPARK,Scheduled Standard Delivery,15.00,Executive Review,Recovering,Driver Supply Focus,202245,82.31%,88.30%,8,92.0%,74.6%,69.2%,92.2%
1098,POINTPICKUP,Scheduled Express Delivery ,3.00,Active Monitoring,Degrading,Driver Supply Focus,202245,65.00%,100.00%,4,62.5%,75.0%,80.0%,33.3%
1347,SPARK,Scheduled Standard Delivery,6.00,At Risk,Degrading,Driver Supply Focus,202245,85.67%,98.39%,10,89.4%,87.9%,72.6%,91.2%
214,POINTPICKUP,Scheduled Express Delivery ,8.00,Executive Review,Recovering,Driver Supply Focus,202245,96.30%,89.29%,8,100.0%,88.9%,100.0%,100.0%
249,SPARK,Scheduled Standard Delivery,13.00,Executive Review,Degrading,Driver Supply Focus,202245,84.11%,93.58%,10,89.3%,87.4%,65.6%,91.2%
1000,SPARK,Scheduled Express Delivery ,3.00,Active Monitoring,Recovering,Driver Supply Focus,202245,94.96%,88.98%,10,92.9%,100.0%,100.0%,87.5%
2763,SPARK,Scheduled Express Delivery ,13.00,Executive Review,Recovering,Driver Supply Focus,202245,94.81%,88.75%,7,100.0%,100.0%,95.8%,78.6%
2765,SPARK,Scheduled Express Delivery ,13.00,Executive Review,Recovering,Driver Supply Focus,202245,97.75%,97.75%,9,100.0%,95.2%,100.0%,95.0%
600,POINTPICKUP,Scheduled Express Delivery ,5.00,At Risk,Degrading,Driver Supply Focus,202245,84.00%,92.31%,8,85.7%,100.0%,71.4%,83.3%
3384,POINTPICKUP,Scheduled Express Delivery ,10.00,Executive Review,Degrading,Driver Supply Focus,202245,67.16%,93.24%,6,75.0%,77.8%,52.6%,64.3%
4232,SPARK,Scheduled Standard Delivery,11.00,Executive Review,Recovering,Driver Supply Focus,202245,87.28%,98.02%,8,92.7%,88.0%,79.0%,87.9%
5329,UBER,Scheduled Standard Delivery,13.00,Executive Review,Degrading,Driver Supply Focus,202245,91.43%,95.83%,8,78.6%,100.0%,95.8%,77.8%
5835,SPARK,Scheduled Express Delivery ,2.00,Active Monitoring,Recovering,Driver Supply Focus,202245,86.84%,97.44%,6,100.0%,87.5%,87.5%,66.7%
,UBER,Scheduled Standard Delivery,12.00,Executive Review,Degrading,Driver Supply Focus,202245,89.74%,98.73%,9,85.0%,100.0%,100.0%,76.2%
5186,SPARK,Scheduled Express Delivery ,5.00,At Risk,Recovering,Driver Supply Focus,202245,98.29%,92.05%,10,98.8%,100.0%,96.6%,97.4%
,UBER,Scheduled Express Delivery ,7.00,Executive Review,Recovering,Driver Supply Focus,202245,95.65%,91.49%,5,100.0%,92.3%,100.0%,90.9%
2051,UBER,Scheduled Standard Delivery,7.00,Executive Review,Degrading,Driver Supply Focus,202245,66.67%,100.00%,5,66.7%,,,
4678,POINTPICKUP,Scheduled Standard Delivery,1.00,Active Monitoring,Degrading,Driver Supply Focus,202245,50.00%,100.00%,4,,100.0%,0.0%,
104,SPARK,Scheduled Standard Delivery,16.00,Executive Review,Recovering,Driver Supply Focus,202245,83.44%,93.55%,9,90.3%,87.1%,69.1%,81.7%
5418,UBER,Scheduled Standard Delivery,8.00,Executive Review,Degrading,Driver Supply Focus,202245,92.31%,100.00%,7,75.0%,100.0%,100.0%,100.0%
591,POINTPICKUP,Scheduled Express Delivery ,33.00,Executive Review,Degrading,Driver Supply Focus,202245,50.00%,100.00%,7,,,,50.0%
702,POINTPICKUP,Scheduled Express Delivery ,3.00,Active Monitoring,Degrading,Driver Supply Focus,202245,85.16%,90.75%,8,85.5%,87.0%,89.3%,80.4%
,,Scheduled Standard Delivery,1.00,Active Monitoring,Degrading,Driver Supply Focus,202245,78.09%,90.53%,10,72.7%,80.2%,75.4%,86.0%
507,POINTPICKUP,Scheduled Standard Delivery,5.00,At Risk,Degrading,Driver Supply Focus,202245,83.78%,93.04%,9,89.6%,79.1%,74.7%,91.7%
1923,SPARK,Scheduled Standard Delivery,6.00,At Risk,Degrading,Driver Supply Focus,202245,82.19%,89.07%,7,87.1%,90.7%,60.4%,85.3%
1942,SPARK,Scheduled Express Delivery ,7.00,Executive Review,Recovering,Driver Supply Focus,202245,94.96%,88.64%,10,96.2%,97.5%,97.8%,90.3%
3328,ROADIE,Scheduled Standard Delivery,7.00,Executive Review,Recovering,Driver Supply Focus,202245,83.33%,100.00%,8,100.0%,100.0%,100.0%,0.0%
2680,SPARK,Scheduled Standard Delivery,14.00,Executive Review,Recovering,Driver Supply Focus,202245,84.27%,88.99%,8,90.4%,90.4%,73.3%,79.7%
1733,SPARK,Scheduled Standard Delivery,19.00,Executive Review,Recovering,Driver Supply Focus,202245,83.07%,89.51%,9,94.1%,88.8%,68.4%,77.6%
2700,SPARK,Scheduled Standard Delivery,12.00,Executive Review,Recovering,Driver Supply Focus,202245,89.78%,97.59%,9,91.5%,91.2%,84.7%,91.3%
2866,SPARK,Scheduled Standard Delivery,11.00,Executive Review,Degrading,Driver Supply Focus,202245,83.79%,88.10%,10,89.2%,93.5%,63.0%,87.5%
2867,POINTPICKUP,Scheduled Express Delivery ,11.00,Executive Review,Degrading,Driver Supply Focus,202245,74.07%,95.00%,9,66.7%,71.4%,62.5%,100.0%
4540,SPARK,Scheduled Standard Delivery,13.00,Executive Review,Degrading,Driver Supply Focus,202245,66.40%,88.55%,9,74.0%,62.1%,57.1%,70.6%
1422,SPARK,Scheduled Standard Delivery,10.00,Executive Review,Recovering,Driver Supply Focus,202245,88.24%,94.75%,7,91.3%,88.2%,92.2%,81.0%
1752,UBER,Scheduled Express Delivery ,6.00,At Risk,Recovering,Driver Supply Focus,202245,84.00%,92.00%,10,100.0%,100.0%,88.9%,25.0%
,,Scheduled Standard Delivery,7.00,Executive Review,Degrading,Driver Supply Focus,202245,0.00%,100.00%,4,,,,0.0%
1445,ROADIE,Scheduled Standard Delivery,5.00,At Risk,Recovering,Driver Supply Focus,202245,79.49%,100.00%,5,92.9%,83.3%,70.0%,66.7%
,SPARK,Scheduled Standard Delivery,10.00,Executive Review,Recovering,Driver Supply Focus,202245,84.15%,99.67%,5,91.3%,83.8%,75.4%,84.1%
1576,SPARK,Scheduled Express Delivery ,5.00,At Risk,Recovering,Driver Supply Focus,202245,91.53%,92.06%,8,100.0%,100.0%,100.0%,58.3%
,,Scheduled Standard Delivery,10.00,Executive Review,Degrading,Driver Supply Focus,202245,72.17%,92.14%,9,75.5%,63.1%,64.7%,88.5%
1160,SPARK,Scheduled Standard Delivery,11.00,Executive Review,Recovering,Driver Supply Focus,202245,89.67%,97.87%,8,96.0%,87.7%,83.2%,91.6%
1310,POINTPICKUP,Scheduled Standard Delivery,2.00,Active Monitoring,Degrading,Driver Supply Focus,202245,0.00%,100.00%,7,0.0%,,,
1356,SPARK,Scheduled Standard Delivery,12.00,Executive Review,Degrading,Driver Supply Focus,202245,72.47%,94.81%,9,64.1%,72.1%,81.5%,76.0%
1629,POINTPICKUP,Scheduled Express Delivery ,5.00,At Risk,Recovering,Driver Supply Focus,202245,75.00%,96.30%,6,100.0%,50.0%,85.7%,71.4%
1898,SPARK,Scheduled Standard Delivery,1.00,Active Monitoring,Degrading,Driver Supply Focus,202245,84.55%,95.72%,9,88.6%,85.6%,73.6%,89.5%
4531,SPARK,Scheduled Standard Delivery,13.00,Executive Review,Degrading,Driver Supply Focus,202245,91.03%,91.22%,9,87.7%,91.5%,85.1%,96.6%
1892,SPARK,Scheduled Standard Delivery,13.00,Executive Review,Recovering,Driver Supply Focus,202245,81.23%,88.59%,10,94.5%,71.7%,64.4%,90.3%
1404,SPARK,Scheduled Standard Delivery,13.00,Executive Review,Recovering,Driver Supply Focus,202245,92.29%,97.18%,9,93.4%,93.2%,86.2%,95.4%
1489,SPARK,Scheduled Standard Delivery,13.00,Executive Review,Degrading,Driver Supply Focus,202245,82.68%,89.50%,6,80.3%,80.3%,77.8%,93.8%
4177,SPARK,Scheduled Express Delivery ,2.00,Active Monitoring,Degrading,Driver Supply Focus,202245,67.05%,96.70%,7,71.4%,76.2%,52.4%,68.0%
,,Scheduled Standard Delivery,13.00,Executive Review,Degrading,Driver Supply Focus,202245,89.47%,99.14%,6,89.8%,92.0%,81.2%,94.1%
1211,SPARK,Scheduled Standard Delivery,12.00,Executive Review,Degrading,Driver Supply Focus,202245,87.93%,89.51%,7,89.0%,87.4%,93.4%,82.8%
224,SPARK,Scheduled Standard Delivery,6.00,At Risk,Degrading,Driver Supply Focus,202245,75.04%,92.50%,10,83.3%,70.9%,66.9%,75.8%
4695,POINTPICKUP,Scheduled Standard Delivery,13.00,Executive Review,Recovering,Driver Supply Focus,202245,91.19%,100.00%,8,93.1%,91.8%,85.1%,92.5%
747,SPARK,Scheduled Standard Delivery,11.00,Executive Review,Degrading,Driver Supply Focus,202245,65.68%,95.72%,9,70.6%,63.0%,51.3%,74.6%
1883,POINTPICKUP,Scheduled Express Delivery ,9.00,Executive Review,Recovering,Driver Supply Focus,202245,80.95%,89.23%,6,100.0%,100.0%,72.7%,66.7%
1857,SPARK,Scheduled Standard Delivery,12.00,Executive Review,Degrading,Driver Supply Focus,202245,77.04%,88.47%,8,79.1%,84.2%,63.9%,81.5%
1863,UBER,Scheduled Standard Delivery,8.00,Executive Review,Recovering,Driver Supply Focus,202245,100.00%,100.00%,3,100.0%,,,
5387,SPARK,Scheduled Standard Delivery,10.00,Executive Review,Degrading,Driver Supply Focus,202245,45.32%,98.09%,6,55.7%,53.2%,26.7%,42.0%
5446,SPARK,Scheduled Standard Delivery,13.00,Executive Review,Degrading,Driver Supply Focus,202245,85.40%,98.73%,8,84.7%,90.5%,79.4%,86.2%
2849,SPARK,Scheduled Standard Delivery,8.00,Executive Review,Recovering,Driver Supply Focus,202245,87.36%,95.34%,9,90.5%,88.0%,78.9%,90.0%
5319,POINTPICKUP,Scheduled Express Delivery ,8.00,Executive Review,Recovering,Driver Supply Focus,202245,83.33%,100.00%,6,100.0%,100.0%,100.0%,50.0%
379,SPARK,Scheduled Express Delivery ,7.00,Executive Review,Recovering,Driver Supply Focus,202245,96.85%,89.33%,9,99.3%,96.6%,100.0%,89.7%
2175,SPARK,Scheduled Standard Delivery,1.00,Active Monitoring,Recovering,Driver Supply Focus,202245,86.17%,94.51%,7,92.9%,80.9%,83.2%,86.4%
152,SPARK,Scheduled Standard Delivery,5.00,At Risk,Recovering,Driver Supply Focus,202245,94.21%,97.71%,7,96.6%,96.0%,93.6%,89.8%
5150,UBER,Scheduled Standard Delivery,8.00,Executive Review,Degrading,Driver Supply Focus,202245,81.82%,90.91%,10,80.0%,100.0%,,
80,SPARK,Scheduled Standard Delivery,22.00,Executive Review,Recovering,Driver Supply Focus,202245,91.81%,90.02%,8,91.5%,96.5%,88.2%,89.9%
5477,SPARK,Scheduled Standard Delivery,2.00,Active Monitoring,Degrading,Driver Supply Focus,202245,87.68%,96.12%,9,88.7%,91.2%,82.1%,88.0%
1014,UBER,Scheduled Standard Delivery,9.00,Executive Review,Degrading,Driver Supply Focus,202245,100.00%,100.00%,5,,,100.0%,100.0%
1094,UBER,Scheduled Standard Delivery,10.00,Executive Review,Degrading,Driver Supply Focus,202245,75.00%,100.00%,10,80.0%,66.7%,,
486,POINTPICKUP,Scheduled Express Delivery ,10.00,Executive Review,Recovering,Driver Supply Focus,202245,71.43%,100.00%,6,100.0%,0.0%,100.0%,50.0%
2417,SPARK,Scheduled Express Delivery ,4.00,At Risk,Recovering,Driver Supply Focus,202245,100.00%,96.30%,8,100.0%,100.0%,100.0%,100.0%
1971,POINTPICKUP,Scheduled Standard Delivery,43.00,Executive Review,Degrading,Driver Supply Focus,202245,0.00%,100.00%,6,,,,0.0%
3534,ROADIE,Scheduled Standard Delivery,10.00,Executive Review,Degrading,Driver Supply Focus,202245,80.25%,95.58%,9,84.8%,74.4%,68.8%,91.7%
,SPARK,Scheduled Standard Delivery,2.00,Active Monitoring,Recovering,Driver Supply Focus,202245,88.67%,96.52%,9,91.9%,88.0%,86.4%,87.7%
1365,SPARK,Scheduled Standard Delivery,10.00,Executive Review,Recovering,Driver Supply Focus,202245,82.24%,89.54%,8,96.9%,65.4%,70.8%,92.0%
1819,POINTPICKUP,Scheduled Standard Delivery,11.00,Executive Review,Degrading,Driver Supply Focus,202245,52.94%,97.83%,10,58.3%,16.7%,83.3%,50.0%
1274,ROADIE,Scheduled Standard Delivery,7.00,Executive Review,Degrading,Driver Supply Focus,202245,63.46%,94.44%,7,65.5%,55.9%,60.0%,76.2%
,SPARK,Scheduled Standard Delivery,10.00,Executive Review,Degrading,Driver Supply Focus,202245,63.64%,97.05%,6,84.6%,75.8%,43.8%,46.2%
910,SPARK,Scheduled Standard Delivery,7.00,Executive Review,Degrading,Driver Supply Focus,202245,86.38%,89.55%,10,86.0%,95.9%,75.0%,86.1%
1776,POINTPICKUP,Scheduled Express Delivery ,9.00,Executive Review,Degrading,Driver Supply Focus,202245,52.94%,100.00%,8,80.0%,75.0%,50.0%,0.0%
,SPARK,Scheduled Express Delivery ,3.00,Active Monitoring,Recovering,Driver Supply Focus,202245,96.41%,92.35%,8,100.0%,100.0%,98.1%,87.8%
3499,SPARK,Scheduled Standard Delivery,5.00,At Risk,Recovering,Driver Supply Focus,202245,71.27%,88.59%,9,94.8%,77.4%,52.0%,54.1%
1990,SPARK,Scheduled Standard Delivery,10.00,Executive Review,Degrading,Driver Supply Focus,202245,76.85%,94.67%,7,77.3%,64.3%,79.4%,88.2%
3515,SPARK,Scheduled Standard Delivery,9.00,Executive Review,Recovering,Driver Supply Focus,202245,94.80%,94.44%,8,98.2%,94.2%,96.7%,88.6%
1961,POINTPICKUP,Scheduled Standard Delivery,12.00,Executive Review,Degrading,Driver Supply Focus,202245,53.52%,98.39%,10,52.9%,46.0%,38.2%,75.6%
,SPARK,Scheduled Standard Delivery,15.00,Executive Review,Recovering,Driver Supply Focus,202245,92.18%,96.97%,8,97.2%,88.0%,87.6%,95.0%
3342,UBER,Scheduled Standard Delivery,12.00,Executive Review,Recovering,Driver Supply Focus,202245,93.77%,94.83%,9,97.1%,98.3%,90.4%,88.9%
1758,POINTPICKUP,Scheduled Express Delivery ,3.00,Active Monitoring,Recovering,Driver Supply Focus,202245,74.60%,88.79%,9,95.0%,75.0%,64.7%,61.1%
2275,SPARK,Scheduled Standard Delivery,7.00,Executive Review,Degrading,Driver Supply Focus,202245,76.57%,92.99%,7,77.0%,71.8%,76.9%,81.3%
5374,POINTPICKUP,Scheduled Express Delivery ,4.00,At Risk,Degrading,Driver Supply Focus,202245,100.00%,100.00%,3,,,,100.0%
854,POINTPICKUP,Scheduled Express Delivery ,16.00,Executive Review,Degrading,Driver Supply Focus,202245,66.67%,100.00%,4,,,,66.7%
853,POINTPICKUP,Scheduled Standard Delivery,23.00,Executive Review,Degrading,Driver Supply Focus,202245,50.00%,100.00%,10,,33.3%,,100.0%
4333,POINTPICKUP,Scheduled Standard Delivery,20.00,Executive Review,Recovering,Driver Supply Focus,202245,100.00%,100.00%,4,100.0%,,,
681,POINTPICKUP,Scheduled Express Delivery ,8.00,Executive Review,Recovering,Driver Supply Focus,202245,84.21%,95.00%,7,100.0%,100.0%,100.0%,40.0%
740,SPARK,Scheduled Standard Delivery,16.00,Executive Review,Recovering,Driver Supply Focus,202245,92.25%,94.17%,10,99.5%,88.4%,89.2%,91.0%
5872,UBER,Scheduled Standard Delivery,10.00,Executive Review,Recovering,Driver Supply Focus,202245,100.00%,100.00%,10,100.0%,100.0%,100.0%,
218,SPARK,Scheduled Standard Delivery,15.00,Executive Review,Recovering,Driver Supply Focus,202245,81.96%,97.16%,7,91.8%,85.7%,74.6%,75.3%
3137,SPARK,Scheduled Standard Delivery,15.00,Executive Review,Degrading,Driver Supply Focus,202245,79.27%,88.04%,8,89.9%,85.2%,72.2%,64.6%
,UBER,Scheduled Standard Delivery,15.00,Executive Review,Degrading,Driver Supply Focus,202245,54.55%,100.00%,5,,,,54.5%
3717,UBER,Scheduled Standard Delivery,9.00,Executive Review,Recovering,Driver Supply Focus,202245,100.00%,100.00%,8,100.0%,100.0%,,100.0%
2513,SPARK,Scheduled Standard Delivery,10.00,Executive Review,Recovering,Driver Supply Focus,202245,89.94%,97.83%,8,91.3%,87.8%,85.2%,95.0%
2753,SPARK,Scheduled Standard Delivery,17.00,Executive Review,Degrading,Driver Supply Focus,202245,38.55%,94.96%,7,42.9%,52.4%,27.8%,30.4%
5786,SPARK,Scheduled Standard Delivery,17.00,Executive Review,Recovering,Driver Supply Focus,202245,81.53%,92.70%,7,91.0%,87.3%,68.8%,75.9%
7185,UBER,Scheduled Express Delivery ,7.00,Executive Review,Recovering,Driver Supply Focus,202245,92.00%,92.00%,7,100.0%,75.0%,100.0%,85.7%
631,SPARK,Scheduled Standard Delivery,7.00,Executive Review,Degrading,Driver Supply Focus,202245,82.09%,95.28%,9,89.0%,88.3%,70.1%,80.2%
3191,ROADIE,Scheduled Standard Delivery,6.00,At Risk,Degrading,Driver Supply Focus,202245,100.00%,100.00%,4,,,100.0%,
,SPARK,Scheduled Standard Delivery,9.00,Executive Review,Degrading,Driver Supply Focus,202245,84.06%,95.83%,7,87.7%,85.4%,77.4%,85.5%
5487,POINTPICKUP,Scheduled Express Delivery ,6.00,At Risk,Degrading,Driver Supply Focus,202245,72.22%,89.66%,9,75.0%,100.0%,100.0%,25.0%
4487,UBER,Scheduled Standard Delivery,7.00,Executive Review,Degrading,Driver Supply Focus,202245,0.00%,100.00%,10,0.0%,,,
619,POINTPICKUP,Scheduled Standard Delivery,8.00,Executive Review,Degrading,Driver Supply Focus,202245,69.23%,94.12%,10,0.0%,80.0%,50.0%,100.0%
663,POINTPICKUP,Scheduled Standard Delivery,3.00,Active Monitoring,Degrading,Driver Supply Focus,202245,80.26%,96.29%,10,76.8%,78.5%,77.4%,89.6%
3659,SPARK,Scheduled Standard Delivery,1.00,Active Monitoring,Recovering,Driver Supply Focus,202245,84.42%,95.58%,8,91.4%,87.8%,64.8%,89.8%
,UBER,Scheduled Standard Delivery,5.00,At Risk,Recovering,Driver Supply Focus,202245,93.62%,93.75%,6,90.9%,100.0%,93.3%,87.5%
366,POINTPICKUP,Scheduled Express Delivery ,23.00,Executive Review,Recovering,Driver Supply Focus,202245,94.12%,96.67%,6,100.0%,100.0%,66.7%,100.0%
,,Scheduled Standard Delivery,9.00,Executive Review,Degrading,Driver Supply Focus,202245,54.55%,90.63%,7,77.8%,100.0%,25.0%,0.0%
2065,UBER,Scheduled Standard Delivery,4.00,At Risk,Degrading,Driver Supply Focus,202245,90.72%,90.82%,9,87.0%,93.8%,90.5%,100.0%
4223,UBER,Scheduled Express Delivery ,3.00,Active Monitoring,Recovering,Driver Supply Focus,202245,97.92%,90.57%,8,100.0%,100.0%,100.0%,85.7%
1159,SPARK,Scheduled Standard Delivery,16.00,Executive Review,Recovering,Driver Supply Focus,202245,77.99%,98.80%,7,95.7%,83.3%,44.4%,82.9%
1795,SPARK,Scheduled Standard Delivery,9.00,Executive Review,Degrading,Driver Supply Focus,202245,70.15%,98.75%,7,76.2%,88.9%,66.7%,43.8%
5261,POINTPICKUP,Scheduled Express Delivery ,13.00,Executive Review,Recovering,Driver Supply Focus,202245,76.47%,90.00%,10,100.0%,80.0%,100.0%,50.0%
