Market,Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
375,1380,3,NO,-,4,WK 37,80
375,2270,2,YES,HIRE,4,WK 37,120
375,2656,2,YES,MOVE EXISTING,4,WK 37,120
375,3428,2,YES,MOVE EXISTING,4,WK 37,120
375,5003,3,NO,-,3,WK 37,80
384,906,1,YES,MOVE EXISTING,4,WK 37,140
384,1397,1,YES,MOVE EXISTING,4,WK 37,140
384,1414,3,NO,-,4,WK 37,80
384,2652,3,NO,-,3,WK 37,80
384,2924,1,YES,MOVE EXISTING,4,WK 37,140
384,3596,2,YES,MOVE EXISTING,4,WK 37,120
384,5430,1,YES,MOVE EXISTING,4,WK 37,140
384,5492,3,NO,-,3,WK 37,80
385,824,2,YES,HIRE,4,WK 37,120
385,829,2,YES,MOVE EXISTING,4,WK 37,120
385,835,2,YES,MOVE EXISTING,4,WK 37,120
385,850,1,YES,MOVE EXISTING,4,WK 37,140
385,3423,2,YES,HIRE,4,WK 37,120
385,3731,2,YES,HIRE,4,WK 37,120
385,3732,2,YES,MOVE EXISTING,4,WK 37,120
385,4201,2,YES,HIRE,4,WK 37,120
385,5491,2,YES,MOVE EXISTING,4,WK 37,120
387,611,2,YES,MOVE EXISTING,4,WK 37,120
387,806,1,YES,MOVE EXISTING,4,WK 37,140
387,851,3,NO,-,4,WK 37,80
387,868,1,YES,MOVE EXISTING,4,WK 37,140
387,1306,2,YES,MOVE EXISTING,4,WK 37,120
387,1357,3,NO,-,4,WK 37,80
387,3427,3,NO,-,4,WK 37,80
387,4341,3,NO,-,3,WK 37,80
387,4601,2,YES,MOVE EXISTING,4,WK 37,120
387,5155,2,YES,MOVE EXISTING,4,WK 37,120
387,5166,2,YES,HIRE,4,WK 37,120
381,1315,2,YES,MOVE EXISTING,4,WK 37,120
381,1412,2,YES,MOVE EXISTING,4,WK 37,120
381,1456,3,NO,-,4,WK 37,80
381,1457,2,YES,MOVE EXISTING,4,WK 37,120
381,1461,2,YES,HIRE,4,WK 37,120
381,1617,2,YES,MOVE EXISTING,4,WK 37,120
381,1778,2,YES,HIRE,4,WK 37,120
381,3778,2,YES,MOVE EXISTING,4,WK 37,120
381,4471,3,NO,-,3,WK 37,80
381,4653,2,YES,MOVE EXISTING,4,WK 37,120
382,1485,2,YES,MOVE EXISTING,4,WK 37,120
382,1508,2,YES,MOVE EXISTING,4,WK 37,120
382,1565,1,YES,MOVE EXISTING,4,WK 37,140
382,1567,2,YES,MOVE EXISTING,4,WK 37,120
382,1956,1,YES,MOVE EXISTING,4,WK 37,140
382,2608,3,NO,-,3,WK 37,80
382,2923,2,YES,MOVE EXISTING,4,WK 37,120
382,4412,3,NO,-,4,WK 37,80
383,1872,2,YES,MOVE EXISTING,4,WK 37,120
383,1901,2,YES,MOVE EXISTING,4,WK 37,120
383,2084,2,YES,MOVE EXISTING,4,WK 37,120
383,2147,3,NO,-,4,WK 37,80
383,2259,1,YES,MOVE EXISTING,4,WK 37,140
383,2455,2,YES,MOVE EXISTING,4,WK 37,120
383,2607,3,NO,-,3,WK 37,80
383,3259,2,YES,MOVE EXISTING,4,WK 37,120
383,4247,3,NO,-,4,WK 37,80
383,7199,2,YES,HIRE,4,WK 37,120
406,369,3,NO,-,3,WK 37,80
406,370,3,NO,-,3,WK 37,80
406,372,2,YES,MOVE EXISTING,4,WK 37,120
406,419,3,NO,-,3,WK 37,80
406,592,2,YES,MOVE EXISTING,4,WK 37,120
406,652,2,YES,MOVE EXISTING,4,WK 37,120
406,664,2,YES,MOVE EXISTING,4,WK 37,120
406,770,2,YES,MOVE EXISTING,4,WK 37,120
406,790,3,NO,-,4,WK 37,80
406,799,2,YES,MOVE EXISTING,4,WK 37,120
406,978,3,NO,-,3,WK 37,80
406,1214,3,NO,-,2,WK 37,80
406,1437,3,NO,-,4,WK 37,80
406,2562,3,NO,-,3,WK 37,80
407,35,1,YES,MOVE EXISTING,4,WK 37,140
407,43,2,YES,MOVE EXISTING,4,WK 37,120
407,341,3,NO,-,3,WK 37,80
407,418,3,NO,-,3,WK 37,80
407,557,2,YES,MOVE EXISTING,4,WK 37,120
407,558,2,YES,MOVE EXISTING,4,WK 37,120
407,993,3,NO,-,3,WK 37,80
407,1282,3,NO,-,3,WK 37,80
407,2784,3,NO,-,4,WK 37,80
407,4209,3,NO,-,3,WK 37,80
407,4322,3,NO,-,3,WK 37,80
411,26,2,YES,MOVE EXISTING,4,WK 37,120
411,342,3,NO,-,3,WK 37,80
411,378,3,NO,-,3,WK 37,80
411,484,2,YES,MOVE EXISTING,4,WK 37,120
411,1054,3,NO,-,3,WK 37,80
411,1802,2,YES,MOVE EXISTING,4,WK 37,120
411,2131,3,NO,-,4,WK 37,80
411,5219,3,NO,-,3,WK 37,80
411,5441,2,YES,HIRE,4,WK 37,120
411,6392,3,NO,-,3,WK 37,80
427,1534,2,YES,HIRE,4,WK 37,120
427,1581,2,YES,MOVE EXISTING,4,WK 37,120
427,1627,2,YES,HIRE,4,WK 37,120
427,1636,1,YES,MOVE EXISTING,4,WK 37,140
427,1649,3,NO,-,4,WK 37,80
427,1695,3,NO,-,4,WK 37,80
427,2033,3,NO,-,4,WK 37,80
427,3648,2,YES,HIRE,4,WK 37,120
427,3875,3,NO,-,3,WK 37,80
427,4352,2,YES,MOVE EXISTING,4,WK 37,120
427,4569,3,NO,-,3,WK 37,80
429,598,2,YES,MOVE EXISTING,4,WK 37,120
429,637,3,NO,-,4,WK 37,80
429,867,2,YES,MOVE EXISTING,4,WK 37,120
429,1543,2,YES,MOVE EXISTING,4,WK 37,120
429,1585,2,YES,MOVE EXISTING,4,WK 37,120
429,1604,1,YES,MOVE EXISTING,4,WK 37,140
429,2579,3,NO,-,3,WK 37,80
429,3872,2,YES,MOVE EXISTING,4,WK 37,120
429,5170,3,NO,-,2,WK 37,80
429,7129,3,NO,-,3,WK 37,80
430,1483,2,YES,HIRE,4,WK 37,120
430,1500,2,YES,MOVE EXISTING,4,WK 37,120
430,1520,2,YES,MOVE EXISTING,4,WK 37,120
430,1535,2,YES,MOVE EXISTING,4,WK 37,120
430,1538,2,YES,MOVE EXISTING,4,WK 37,120
430,1685,2,YES,MOVE EXISTING,4,WK 37,120
430,2443,2,YES,HIRE,4,WK 37,120
430,2990,2,YES,MOVE EXISTING,4,WK 37,120
430,3237,2,YES,HIRE,4,WK 37,120
430,3734,3,NO,-,3,WK 37,80
430,3853,3,NO,-,3,WK 37,80
430,4865,2,YES,MOVE EXISTING,4,WK 37,120
433,350,3,NO,-,4,WK 37,80
433,645,2,YES,MOVE EXISTING,4,WK 37,120
433,774,2,YES,MOVE EXISTING,4,WK 37,120
433,776,2,YES,MOVE EXISTING,4,WK 37,120
433,885,3,NO,-,3,WK 37,80
433,1326,2,YES,MOVE EXISTING,4,WK 37,120
433,1460,2,YES,MOVE EXISTING,4,WK 37,120
433,1943,1,YES,MOVE EXISTING,4,WK 37,140
433,2432,3,NO,-,4,WK 37,80
433,3278,2,YES,MOVE EXISTING,4,WK 37,120
433,3395,2,YES,MOVE EXISTING,4,WK 37,120
433,3823,2,YES,HIRE,4,WK 37,120
412,1545,2,YES,MOVE EXISTING,4,WK 37,120
412,1632,2,YES,HIRE,4,WK 37,120
412,1696,3,NO,-,4,WK 37,80
412,2957,2,YES,HIRE,4,WK 37,120
412,3758,3,NO,-,3,WK 37,80
412,3761,3,NO,-,3,WK 37,80
412,4244,3,NO,-,3,WK 37,80
412,4246,3,NO,-,3,WK 37,80
412,4253,3,NO,-,3,WK 37,80
412,5806,3,NO,-,3,WK 37,80
413,751,3,NO,-,3,WK 37,80
413,1393,3,NO,-,4,WK 37,80
413,1435,3,NO,-,3,WK 37,80
413,1491,3,NO,-,4,WK 37,80
413,1683,3,NO,-,3,WK 37,80
413,1723,1,YES,MOVE EXISTING,4,WK 37,140
413,1764,2,YES,MOVE EXISTING,4,WK 37,120
413,2935,3,NO,-,3,WK 37,80
413,3394,3,NO,-,3,WK 37,80
413,3762,2,YES,MOVE EXISTING,4,WK 37,120
413,4606,3,NO,-,3,WK 37,80
414,581,2,YES,MOVE EXISTING,4,WK 37,120
414,647,3,NO,-,3,WK 37,80
414,748,3,NO,-,3,WK 37,80
414,749,3,NO,-,3,WK 37,80
414,892,2,YES,MOVE EXISTING,4,WK 37,120
414,1389,3,NO,-,3,WK 37,80
414,1732,3,NO,-,3,WK 37,80
414,1787,3,NO,-,3,WK 37,80
414,2764,2,YES,MOVE EXISTING,4,WK 37,120
414,4256,2,YES,MOVE EXISTING,4,WK 37,120
414,5748,2,YES,MOVE EXISTING,4,WK 37,120
415,646,3,NO,-,3,WK 37,80
415,750,3,NO,-,3,WK 37,80
415,753,2,YES,MOVE EXISTING,4,WK 37,120
415,841,3,NO,-,2,WK 37,80
415,1496,2,YES,MOVE EXISTING,4,WK 37,120
415,1506,3,NO,-,3,WK 37,80
415,1509,3,NO,-,3,WK 37,80
415,1528,2,YES,MOVE EXISTING,4,WK 37,120
415,2004,2,YES,MOVE EXISTING,4,WK 37,120
415,2716,2,YES,MOVE EXISTING,4,WK 37,120
415,2889,2,YES,HIRE,4,WK 37,120
415,3630,2,YES,HIRE,4,WK 37,120
418,559,2,YES,HIRE,4,WK 37,120
418,784,3,NO,-,3,WK 37,80
418,797,2,YES,MOVE EXISTING,4,WK 37,120
418,985,3,NO,-,3,WK 37,80
418,1241,1,YES,MOVE EXISTING,4,WK 37,140
418,1285,2,YES,MOVE EXISTING,4,WK 37,120
418,1431,3,NO,-,4,WK 37,80
418,1475,3,NO,-,3,WK 37,80
418,1621,3,NO,-,3,WK 37,80
418,1721,3,NO,-,4,WK 37,80
418,2827,2,YES,MOVE EXISTING,4,WK 37,120
418,5115,2,YES,MOVE EXISTING,4,WK 37,120
419,1447,2,YES,MOVE EXISTING,4,WK 37,120
419,1609,2,YES,MOVE EXISTING,4,WK 37,120
419,1634,2,YES,HIRE,4,WK 37,120
419,1654,2,YES,MOVE EXISTING,4,WK 37,120
419,1757,2,YES,MOVE EXISTING,4,WK 37,120
419,1929,2,YES,MOVE EXISTING,4,WK 37,120
419,2367,3,NO,-,3,WK 37,80
419,2937,3,NO,-,4,WK 37,80
419,3233,2,YES,MOVE EXISTING,4,WK 37,120
419,4849,3,NO,-,4,WK 37,80
421,1415,3,NO,-,4,WK 37,80
421,1470,2,YES,MOVE EXISTING,4,WK 37,120
421,1473,2,YES,MOVE EXISTING,4,WK 37,120
421,1722,3,NO,-,4,WK 37,80
421,1738,3,NO,-,4,WK 37,80
421,1858,3,NO,-,3,WK 37,80
421,1865,3,NO,-,3,WK 37,80
421,2820,2,YES,MOVE EXISTING,4,WK 37,120
421,3760,3,NO,-,3,WK 37,80
421,3806,3,NO,-,3,WK 37,80
421,4374,3,NO,-,3,WK 37,80
422,1861,2,YES,HIRE,4,WK 37,120
422,1864,1,YES,MOVE EXISTING,4,WK 37,140
422,1952,2,YES,MOVE EXISTING,4,WK 37,120
422,2087,2,YES,MOVE EXISTING,4,WK 37,120
422,2643,3,NO,-,4,WK 37,80
422,2882,2,YES,MOVE EXISTING,4,WK 37,120
422,3364,3,NO,-,4,WK 37,80
422,3404,1,YES,MOVE EXISTING,4,WK 37,140
422,3498,2,YES,MOVE EXISTING,4,WK 37,120
423,1472,3,NO,-,4,WK 37,80
423,1786,3,NO,-,3,WK 37,80
423,1855,3,NO,-,4,WK 37,80
423,2198,2,YES,MOVE EXISTING,4,WK 37,120
423,2448,2,YES,MOVE EXISTING,4,WK 37,120
423,2642,2,YES,MOVE EXISTING,4,WK 37,120
423,3513,2,YES,MOVE EXISTING,4,WK 37,120
423,5089,3,NO,-,3,WK 37,80
423,5977,3,NO,-,4,WK 37,80
423,5992,3,NO,-,4,WK 37,80
424,1562,3,NO,-,4,WK 37,80
424,1577,3,NO,-,4,WK 37,80
424,1633,2,YES,MOVE EXISTING,4,WK 37,120
424,1999,2,YES,MOVE EXISTING,4,WK 37,120
424,2274,2,YES,MOVE EXISTING,4,WK 37,120
424,2352,2,YES,MOVE EXISTING,4,WK 37,120
424,3088,3,NO,-,4,WK 37,80
424,3102,3,NO,-,4,WK 37,80
424,3209,3,NO,-,4,WK 37,80
424,3624,2,YES,MOVE EXISTING,4,WK 37,120
424,5976,3,NO,-,4,WK 37,80
392,1616,3,NO,-,3,WK 37,80
392,2106,2,YES,MOVE EXISTING,4,WK 37,120
392,2189,2,YES,MOVE EXISTING,4,WK 37,120
392,2453,2,YES,MOVE EXISTING,4,WK 37,120
392,3254,2,YES,MOVE EXISTING,4,WK 37,120
392,3277,2,YES,HIRE,4,WK 37,120
392,3729,2,YES,MOVE EXISTING,4,WK 37,120
392,4239,2,YES,HIRE,4,WK 37,120
392,4370,3,NO,-,4,WK 37,80
399,1951,1,YES,MOVE EXISTING,4,WK 37,140
399,2508,1,YES,MOVE EXISTING,4,WK 37,140
399,2617,3,NO,-,4,WK 37,80
399,2780,1,YES,MOVE EXISTING,4,WK 37,140
399,2781,1,YES,MOVE EXISTING,4,WK 37,140
399,2861,3,NO,-,4,WK 37,80
399,2862,2,YES,HIRE,4,WK 37,120
399,3093,2,YES,HIRE,4,WK 37,120
399,3739,1,YES,MOVE EXISTING,4,WK 37,140
399,5841,2,YES,MOVE EXISTING,4,WK 37,120
400,1878,2,YES,MOVE EXISTING,4,WK 37,120
400,1900,2,YES,HIRE,4,WK 37,120
400,1902,1,YES,MOVE EXISTING,4,WK 37,140
400,1905,3,NO,-,4,WK 37,80
400,1995,1,YES,MOVE EXISTING,4,WK 37,140
400,2402,2,YES,HIRE,4,WK 37,120
400,2782,3,NO,-,4,WK 37,80
400,2831,2,YES,HIRE,4,WK 37,120
400,3897,1,YES,MOVE EXISTING,4,WK 37,140
400,5494,1,YES,MOVE EXISTING,4,WK 37,140
450,1587,1,YES,MOVE EXISTING,4,WK 37,140
450,1840,2,YES,MOVE EXISTING,4,WK 37,120
450,1963,1,YES,MOVE EXISTING,4,WK 37,140
450,1983,1,YES,MOVE EXISTING,4,WK 37,140
450,2030,2,YES,MOVE EXISTING,4,WK 37,120
450,2039,2,YES,MOVE EXISTING,4,WK 37,120
450,5710,2,YES,HIRE,4,WK 37,120
450,5843,2,YES,MOVE EXISTING,4,WK 37,120
450,5890,2,YES,HIRE,4,WK 37,120
452,1554,1,YES,MOVE EXISTING,4,WK 37,140
452,1615,2,YES,HIRE,4,WK 37,120
452,1651,1,YES,MOVE EXISTING,4,WK 37,140
452,1755,1,YES,HIRE,4,WK 37,140
452,2697,1,YES,MOVE EXISTING,4,WK 37,140
452,2925,3,NO,-,4,WK 37,80
452,3352,1,YES,MOVE EXISTING,4,WK 37,140
452,3455,1,YES,MOVE EXISTING,4,WK 37,140
452,3493,1,YES,HIRE,4,WK 37,140
453,1704,2,YES,MOVE EXISTING,4,WK 37,120
453,1881,3,NO,-,4,WK 37,80
453,2048,2,YES,MOVE EXISTING,4,WK 37,120
453,2190,2,YES,HIRE,4,WK 37,120
453,2598,1,YES,HIRE,4,WK 37,140
453,3652,2,YES,MOVE EXISTING,4,WK 37,120
453,3708,2,YES,HIRE,4,WK 37,120
453,4393,2,YES,MOVE EXISTING,4,WK 37,120
453,5139,2,YES,HIRE,4,WK 37,120
454,1697,2,YES,HIRE,4,WK 37,120
454,1789,1,YES,MOVE EXISTING,4,WK 37,140
454,2054,2,YES,MOVE EXISTING,4,WK 37,120
454,2457,3,NO,-,4,WK 37,80
454,2464,2,YES,MOVE EXISTING,4,WK 37,120
454,2735,1,YES,MOVE EXISTING,4,WK 37,140
454,3081,2,YES,MOVE EXISTING,4,WK 37,120
454,5231,3,NO,-,4,WK 37,80
454,5848,2,YES,HIRE,4,WK 37,120
455,1648,2,YES,HIRE,4,WK 37,120
455,1760,2,YES,HIRE,4,WK 37,120
455,1988,2,YES,MOVE EXISTING,4,WK 37,120
455,2418,2,YES,HIRE,4,WK 37,120
455,3408,2,YES,HIRE,4,WK 37,120
455,3587,2,YES,MOVE EXISTING,4,WK 37,120
455,3712,2,YES,MOVE EXISTING,4,WK 37,120
455,4202,3,NO,-,4,WK 37,80
455,4309,3,NO,-,3,WK 37,80
455,5192,2,YES,MOVE EXISTING,4,WK 37,120
455,5864,3,NO,-,4,WK 37,80
457,1575,2,YES,MOVE EXISTING,4,WK 37,120
457,1608,2,YES,MOVE EXISTING,4,WK 37,120
457,1903,1,YES,MOVE EXISTING,4,WK 37,140
457,1979,2,YES,HIRE,4,WK 37,120
457,2044,2,YES,HIRE,4,WK 37,120
457,2052,2,YES,HIRE,4,WK 37,120
457,2053,3,NO,-,3,WK 37,80
457,2537,1,YES,MOVE EXISTING,4,WK 37,140
457,2553,1,YES,MOVE EXISTING,4,WK 37,140
457,5133,2,YES,HIRE,4,WK 37,120
457,5136,1,YES,MOVE EXISTING,4,WK 37,140
468,1630,3,NO,-,4,WK 37,80
468,1772,2,YES,MOVE EXISTING,4,WK 37,120
468,1834,2,YES,MOVE EXISTING,4,WK 37,120
468,1880,2,YES,MOVE EXISTING,4,WK 37,120
468,1910,3,NO,-,4,WK 37,80
468,2069,2,YES,MOVE EXISTING,4,WK 37,120
468,2320,3,NO,-,3,WK 37,80
468,2477,2,YES,HIRE,4,WK 37,120
468,5424,3,NO,-,4,WK 37,80
468,5629,3,NO,-,3,WK 37,80
468,5839,2,YES,MOVE EXISTING,4,WK 37,120
511,1972,3,NO,-,3,WK 37,80
511,2025,1,YES,MOVE EXISTING,4,WK 37,140
511,2031,1,YES,MOVE EXISTING,4,WK 37,140
511,2119,2,YES,MOVE EXISTING,4,WK 37,120
511,2161,2,YES,MOVE EXISTING,4,WK 37,120
511,2648,1,YES,HIRE,4,WK 37,140
511,2989,2,YES,MOVE EXISTING,4,WK 37,120
511,5434,1,YES,HIRE,4,WK 37,140
394,1559,1,YES,MOVE EXISTING,4,WK 37,140
394,1838,2,YES,MOVE EXISTING,4,WK 37,120
394,2483,2,YES,MOVE EXISTING,4,WK 37,120
394,2592,1,YES,MOVE EXISTING,4,WK 37,140
394,2884,1,YES,MOVE EXISTING,4,WK 37,140
394,3350,1,YES,HIRE,4,WK 37,140
394,3351,1,YES,MOVE EXISTING,4,WK 37,140
394,3473,1,YES,MOVE EXISTING,4,WK 37,140
394,3728,2,YES,HIRE,4,WK 37,120
396,1560,1,YES,MOVE EXISTING,4,WK 37,140
396,1584,2,YES,MOVE EXISTING,4,WK 37,120
396,2050,2,YES,MOVE EXISTING,4,WK 37,120
396,2593,1,YES,MOVE EXISTING,4,WK 37,140
396,2838,1,YES,MOVE EXISTING,4,WK 37,140
396,4356,1,YES,MOVE EXISTING,4,WK 37,140
396,4557,2,YES,MOVE EXISTING,4,WK 37,120
396,5070,1,YES,MOVE EXISTING,4,WK 37,140
396,5101,2,YES,MOVE EXISTING,4,WK 37,120
405,1438,1,YES,MOVE EXISTING,4,WK 37,140
405,1439,1,YES,MOVE EXISTING,4,WK 37,140
405,1442,3,NO,-,4,WK 37,80
405,1573,2,YES,MOVE EXISTING,4,WK 37,120
405,2051,1,YES,HIRE,4,WK 37,140
405,2794,3,NO,-,3,WK 37,80
405,3220,2,YES,MOVE EXISTING,4,WK 37,120
405,3847,2,YES,HIRE,4,WK 37,120
405,4678,2,YES,MOVE EXISTING,4,WK 37,120
405,5168,3,NO,-,4,WK 37,80
446,2032,1,YES,MOVE EXISTING,4,WK 37,140
446,2526,1,YES,MOVE EXISTING,4,WK 37,140
446,2568,1,YES,MOVE EXISTING,4,WK 37,140
446,2621,1,YES,MOVE EXISTING,4,WK 37,140
446,3087,2,YES,MOVE EXISTING,4,WK 37,120
446,3180,1,YES,MOVE EXISTING,4,WK 37,140
446,3650,2,YES,MOVE EXISTING,4,WK 37,120
446,5152,2,YES,MOVE EXISTING,4,WK 37,120
447,1574,1,YES,MOVE EXISTING,4,WK 37,140
447,1600,2,YES,HIRE,4,WK 37,120
447,1624,1,YES,MOVE EXISTING,4,WK 37,140
447,1989,2,YES,MOVE EXISTING,4,WK 37,120
447,2099,1,YES,HIRE,4,WK 37,140
447,2507,1,YES,HIRE,4,WK 37,140
447,2556,1,YES,HIRE,4,WK 37,140
447,2557,1,YES,MOVE EXISTING,4,WK 37,140
447,4317,2,YES,HIRE,4,WK 37,120
447,5134,1,YES,MOVE EXISTING,4,WK 37,140
448,1563,1,YES,MOVE EXISTING,4,WK 37,140
448,1660,1,YES,MOVE EXISTING,4,WK 37,140
448,2297,2,YES,HIRE,4,WK 37,120
448,2950,1,YES,MOVE EXISTING,4,WK 37,140
448,2951,2,YES,HIRE,4,WK 37,120
448,3523,1,YES,HIRE,4,WK 37,140
448,5162,2,YES,HIRE,4,WK 37,120
448,5686,1,YES,MOVE EXISTING,4,WK 37,140
449,1583,1,YES,HIRE,4,WK 37,140
449,1815,1,YES,MOVE EXISTING,4,WK 37,140
449,2001,1,YES,MOVE EXISTING,4,WK 37,140
449,2277,2,YES,MOVE EXISTING,4,WK 37,120
449,2985,1,YES,MOVE EXISTING,4,WK 37,140
449,4238,2,YES,MOVE EXISTING,4,WK 37,120
449,5337,1,YES,MOVE EXISTING,4,WK 37,140
449,5632,2,YES,MOVE EXISTING,4,WK 37,120
449,5701,2,YES,HIRE,4,WK 37,120
465,2110,1,YES,MOVE EXISTING,4,WK 37,140
465,2609,1,YES,MOVE EXISTING,4,WK 37,140
465,3477,2,YES,MOVE EXISTING,4,WK 37,120
465,4101,2,YES,HIRE,4,WK 37,120
465,4132,1,YES,MOVE EXISTING,4,WK 37,140
465,5072,1,YES,MOVE EXISTING,4,WK 37,140
465,5807,1,YES,MOVE EXISTING,4,WK 37,140
465,5874,2,YES,HIRE,4,WK 37,120
470,2126,1,YES,HIRE,4,WK 37,140
470,2308,1,YES,MOVE EXISTING,4,WK 37,140
470,2314,2,YES,MOVE EXISTING,4,WK 37,120
470,2321,1,YES,MOVE EXISTING,4,WK 37,140
470,2473,1,YES,MOVE EXISTING,4,WK 37,140
470,3290,1,YES,MOVE EXISTING,4,WK 37,140
470,3478,1,YES,MOVE EXISTING,4,WK 37,140
470,3883,1,YES,MOVE EXISTING,4,WK 37,140
470,5274,1,YES,MOVE EXISTING,4,WK 37,140
581,1645,1,YES,MOVE EXISTING,4,WK 37,140
581,1826,1,YES,MOVE EXISTING,4,WK 37,140
581,1877,1,YES,HIRE,4,WK 37,140
581,1882,2,YES,HIRE,4,WK 37,120
581,2536,1,YES,HIRE,4,WK 37,140
581,5215,1,YES,MOVE EXISTING,4,WK 37,140
581,5394,1,YES,MOVE EXISTING,4,WK 37,140
581,5859,2,YES,HIRE,4,WK 37,120
581,5956,2,YES,MOVE EXISTING,4,WK 37,120
364,1175,2,YES,MOVE EXISTING,4,WK 37,120
364,1230,1,YES,MOVE EXISTING,4,WK 37,140
364,1299,2,YES,MOVE EXISTING,4,WK 37,120
364,1328,3,NO,-,3,WK 37,80
364,1369,3,NO,-,4,WK 37,80
364,1417,2,YES,MOVE EXISTING,4,WK 37,120
364,3730,2,YES,MOVE EXISTING,4,WK 37,120
364,4252,2,YES,HIRE,4,WK 37,120
364,4355,3,NO,-,4,WK 37,80
364,5303,3,NO,-,4,WK 37,80
365,1364,2,YES,MOVE EXISTING,4,WK 37,120
365,1370,2,YES,MOVE EXISTING,4,WK 37,120
365,1474,1,YES,HIRE,4,WK 37,140
365,4203,3,NO,-,4,WK 37,80
365,4325,1,YES,HIRE,4,WK 37,140
365,4337,1,YES,MOVE EXISTING,4,WK 37,140
365,4543,3,NO,-,3,WK 37,80
365,5342,1,YES,MOVE EXISTING,4,WK 37,140
445,1588,1,YES,MOVE EXISTING,4,WK 37,140
445,1692,2,YES,MOVE EXISTING,4,WK 37,120
445,1693,1,YES,HIRE,4,WK 37,140
445,1879,2,YES,MOVE EXISTING,4,WK 37,120
445,1914,1,YES,HIRE,4,WK 37,140
445,2333,2,YES,MOVE EXISTING,4,WK 37,120
445,3276,1,YES,MOVE EXISTING,4,WK 37,140
445,4340,1,YES,MOVE EXISTING,4,WK 37,140
445,4392,2,YES,HIRE,4,WK 37,120
458,2150,1,YES,HIRE,4,WK 37,140
458,2253,1,YES,HIRE,4,WK 37,140
458,2291,1,YES,HIRE,4,WK 37,140
458,3516,1,YES,HIRE,4,WK 37,140
458,3947,2,YES,HIRE,4,WK 37,120
458,5023,1,YES,MOVE EXISTING,4,WK 37,140
458,5305,1,YES,HIRE,4,WK 37,140
458,5938,2,YES,MOVE EXISTING,4,WK 37,120
459,1700,2,YES,MOVE EXISTING,4,WK 37,120
459,1917,2,YES,HIRE,4,WK 37,120
459,2177,1,YES,MOVE EXISTING,4,WK 37,140
459,2479,1,YES,MOVE EXISTING,4,WK 37,140
459,3494,2,YES,MOVE EXISTING,4,WK 37,120
459,5140,1,YES,MOVE EXISTING,4,WK 37,140
459,5338,1,YES,HIRE,4,WK 37,140
459,5886,3,NO,-,3,WK 37,80
459,5996,2,YES,MOVE EXISTING,4,WK 37,120
460,2077,2,YES,MOVE EXISTING,4,WK 37,120
460,2094,2,YES,HIRE,4,WK 37,120
460,2245,2,YES,MOVE EXISTING,4,WK 37,120
460,2494,2,YES,MOVE EXISTING,4,WK 37,120
460,2527,3,NO,-,3,WK 37,80
460,2708,1,YES,MOVE EXISTING,4,WK 37,140
460,2952,1,YES,MOVE EXISTING,4,WK 37,140
460,5075,3,NO,-,4,WK 37,80
461,1747,1,YES,MOVE EXISTING,4,WK 37,140
461,1853,1,YES,MOVE EXISTING,4,WK 37,140
461,1899,1,YES,MOVE EXISTING,4,WK 37,140
461,1912,2,YES,HIRE,4,WK 37,120
461,2028,1,YES,HIRE,4,WK 37,140
461,2842,2,YES,HIRE,4,WK 37,120
461,5193,1,YES,MOVE EXISTING,4,WK 37,140
461,5425,1,YES,MOVE EXISTING,4,WK 37,140
462,1756,1,YES,MOVE EXISTING,4,WK 37,140
462,1862,1,YES,MOVE EXISTING,4,WK 37,140
462,1922,1,YES,HIRE,4,WK 37,140
462,1941,2,YES,HIRE,4,WK 37,120
462,1992,2,YES,HIRE,4,WK 37,120
462,2288,2,YES,HIRE,4,WK 37,120
462,3464,1,YES,MOVE EXISTING,4,WK 37,140
462,3796,1,YES,MOVE EXISTING,4,WK 37,140
464,2082,1,YES,MOVE EXISTING,4,WK 37,140
464,2242,1,YES,HIRE,4,WK 37,140
464,2523,2,YES,MOVE EXISTING,4,WK 37,120
464,2546,1,YES,MOVE EXISTING,4,WK 37,140
464,3248,2,YES,HIRE,4,WK 37,120
464,5032,1,YES,MOVE EXISTING,4,WK 37,140
464,5641,3,NO,-,3,WK 37,80
464,5930,2,YES,HIRE,4,WK 37,120
466,2206,2,YES,HIRE,4,WK 37,120
466,2218,2,YES,MOVE EXISTING,4,WK 37,120
466,2495,2,YES,MOVE EXISTING,4,WK 37,120
466,2517,1,YES,MOVE EXISTING,4,WK 37,140
466,2636,2,YES,MOVE EXISTING,4,WK 37,120
466,4171,2,YES,HIRE,4,WK 37,120
466,5644,2,YES,MOVE EXISTING,4,WK 37,120
467,2249,1,YES,MOVE EXISTING,4,WK 37,140
467,2469,2,YES,MOVE EXISTING,4,WK 37,120
467,3218,2,YES,MOVE EXISTING,4,WK 37,120
467,3531,1,YES,MOVE EXISTING,4,WK 37,140
467,3537,1,YES,MOVE EXISTING,4,WK 37,140
467,3705,2,YES,HIRE,4,WK 37,120
467,3850,2,YES,HIRE,4,WK 37,120
467,4137,2,YES,MOVE EXISTING,4,WK 37,120
467,5853,3,NO,-,4,WK 37,80
469,2070,2,YES,MOVE EXISTING,4,WK 37,120
469,2071,1,YES,HIRE,4,WK 37,140
469,2074,1,YES,MOVE EXISTING,4,WK 37,140
469,2188,3,NO,-,3,WK 37,80
469,2710,3,NO,-,3,WK 37,80
