Store #, Market #,Store Type, Volume Classification
4216,580,SUP,Low
4218,510,WNM,Low
4219,82,SUP,Medium
4220,502,WNM,Low
4221,477,SUP,Medium
4223,123,SUP,Medium
4224,304,SUP,Medium
4226,119,SUP,Low
4230,248,SUP,Medium
4231,248,SUP,Medium
4232,370,SUP,Medium
4233,510,WNM,Low
4235,251,SUP,Medium
4237,42,SUP,Medium
4238,449,SUP,Medium
4239,392,SUP,Medium
4240,53,SUP,Medium
4241,352,SUP,Low
4243,205,SUP,Medium
4244,412,SUP,Low
4246,412,,Low
4247,383,SUP,Low
4249,474,,Low
4250,297,SUP,Medium
4252,364,SUP,Low
4253,412,,Low
4255,214,SUP,Medium
4256,414,SUP,Low
4257,425,SUP,Low
4258,291,SUP,Medium
4259,272,,Low
4260,107,SUP,Medium
4262,95,SUP,High
4264,9,WNM,Low
4272,401,SUP,Medium
4273,300,SUP,Medium
4274,305,SUP,Medium
4275,510,WNM,Low
4276,226,SUP,Medium
4277,316,SUP,Medium
4278,317,SUP,Low
4279,44,SUP,Medium
4281,436,,Low
4283,16,SUP,Medium
4284,380,SUP,Medium
4285,214,SUP,High
4286,265,SUP,Medium
4288,379,SUP,Medium
4293,9,WNM,Low
4295,134,SUP,Medium
4298,59,SUP,Medium
4299,71,SUP,Medium
4303,110,SUP,High
4309,455,SUP,Medium
4317,447,SUP,Low
4318,8,SUP,Medium
4321,409,SUP,Medium
4322,407,,Low
4323,262,SUP,Medium
4324,9,WNM,Low
4325,365,SUP,Medium
4330,13,SUP,Medium
4332,90,SUP,Medium
4333,1,SUP,Medium
4334,294,SUP,Medium
4335,391,SUP,Medium
4336,368,SUP,Medium
4337,365,SUP,Low
4339,397,WNM,Low
4340,445,SUP,Medium
4341,387,SUP,Low
4348,237,SUP,Medium
4350,287,SUP,Low
4352,427,SUP,Medium
4354,102,WNM,Low
4355,364,SUP,Low
4356,396,SUP,Medium
4357,545,WNM,Medium
4358,432,SUP,Medium
4359,469,SUP,Low
4365,90,SUP,Medium
4366,526,WNM,Medium
4367,542,WNM,Low
4368,93,SUP,Medium
4370,392,SUP,Low
4371,542,WNM,Low
4372,320,SUP,Low
4373,542,WNM,Low
4374,421,SUP,Low
4375,534,WNM,Medium
4376,534,WNM,Medium
4377,388,SUP,Low
4378,285,SUP,Low
4380,488,WNM,Low
4381,333,SUP,Low
4383,197,SUP,Medium
4384,36,SUP,Medium
4387,156,SUP,Medium
4388,502,WNM,Low
4389,181,,Low
4390,507,WNM,Low
4392,445,SUP,Medium
4393,453,SUP,Medium
4394,474,SUP,Medium
4395,474,SUP,Medium
4399,247,SUP,Medium
4403,187,SUP,Medium
4404,233,SUP,Medium
4405,264,SUP,Medium
4407,8,SUP,Medium
4409,22,SUP,Low
4410,304,SUP,Medium
4412,382,SUP,Medium
4413,494,WNM,Medium
4414,152,SUP,Low
4415,526,WNM,Low
4416,67,SUP,Medium
4417,251,SUP,Medium
4420,41,SUP,Low
4421,546,WNM,Low
4423,280,SUP,Medium
4424,206,SUP,High
4425,96,WNM,Medium
4426,546,WNM,Low
4427,97,SUP,Medium
4428,294,SUP,Medium
4430,373,SUP,Medium
4431,509,WNM,Low
4432,499,WNM,Low
4434,559,WNM,Medium
4435,149,SUP,Medium
4436,24,SUP,Medium
4438,582,SUP,Medium
4439,201,SUP,Low
4440,41,SUP,Medium
4441,488,WNM,Low
4443,497,WNM,Medium
4444,98,SUP,Medium
4445,497,WNM,Low
4446,107,SUP,Medium
4450,242,SUP,Medium
4451,373,SUP,Medium
4452,497,WNM,Medium
4453,504,WNM,Low
4456,558,SUP,Medium
4457,38,SUP,Low
4458,299,SUP,Medium
4459,301,SUP,Medium
4460,324,SUP,Medium
4461,259,SUP,Low
4464,570,WNM,Low
4465,562,WNM,Medium
4466,562,WNM,Low
4468,562,WNM,Low
4469,566,WNM,Low
4470,538,WNM,Low
4472,25,SUP,Medium
4473,9,WNM,Low
4474,469,SUP,Low
4475,362,SUP,Medium
4476,290,SUP,Medium
4477,308,SUP,Medium
4478,538,WNM,Low
4479,207,SUP,Medium
4482,152,SUP,Medium
4483,149,SUP,Medium
4484,297,SUP,Medium
4487,39,SUP,Medium
4488,451,SUP,Low
4490,9,WNM,Low
4491,490,WNM,Low
4494,557,WNM,Low
4497,13,SUP,Medium
4498,488,WNM,Low
4499,299,SUP,Medium
4501,235,SUP,Medium
4503,44,SUP,Medium
4504,544,WNM,Low
4506,41,SUP,Medium
4508,80,SUP,Low
4509,48,SUP,Medium
4511,279,SUP,Medium
4512,65,SUP,Medium
4514,286,SUP,Medium
4516,537,WNM,Medium
4517,546,WNM,Low
4519,496,WNM,Low
4520,97,SUP,Medium
4521,41,SUP,Medium
4524,498,WNM,Low
4525,496,WNM,Low
4526,63,SUP,Medium
4527,546,WNM,Medium
4528,554,WNM,Low
4529,266,SUP,Medium
4530,496,WNM,Low
4531,265,SUP,Medium
4533,145,SUP,Low
4538,67,SUP,Medium
4540,203,SUP,Low
4543,365,,Low
4545,500,WNM,Low
4546,488,WNM,Low
4553,361,SUP,Medium
4554,82,SUP,Medium
4556,29,SUP,Medium
4557,396,SUP,Medium
4558,25,SUP,Medium
4560,488,WNM,Low
4561,549,WNM,Low
4563,103,WNM,Low
4564,299,SUP,Medium
4565,559,WNM,Medium
4567,379,SUP,Medium
4568,432,SUP,Low
4570,164,SUP,Low
4574,306,SUP,Medium
4577,542,WNM,Low
4579,537,WNM,Low
4580,544,WNM,Low
4581,1,SUP,Medium
4582,545,WNM,Low
4583,35,SUP,Medium
4585,507,WNM,Low
4586,543,WNM,Low
4588,91,SUP,Medium
4589,566,WNM,Low
4590,361,SUP,Medium
4591,566,WNM,Low
4593,42,SUP,Medium
4594,305,SUP,Medium
4595,103,WNM,Low
4597,195,SUP,Medium
4599,378,SUP,Medium
4600,432,SUP,Medium
4601,387,SUP,Medium
4603,9,WNM,Low
4605,542,WNM,Low
4607,494,WNM,Low
4609,225,SUP,Medium
4611,362,SUP,Medium
4612,168,SUP,Medium
4615,356,SUP,Medium
4616,18,SUP,Low
4617,103,WNM,Low
4618,562,WNM,Low
4619,492,WNM,Low
4623,288,SUP,Medium
4625,491,WNM,Low
4626,491,WNM,Low
4627,52,SUP,Medium
4631,238,SUP,Medium
4635,122,SUP,Medium
4636,314,SUP,Low
4637,356,SUP,Medium
4638,291,SUP,Low
4639,376,SUP,Low
4641,270,SUP,Medium
4643,229,SUP,Medium
4644,227,SUP,Medium
4648,545,WNM,Medium
4653,381,SUP,Low
4654,492,WNM,Low
4655,507,WNM,Low
4657,545,WNM,Low
4659,541,WNM,Low
4660,206,SUP,Medium
4664,37,SUP,Medium
4667,548,WNM,Low
4672,544,WNM,Low
4673,544,WNM,Low
4674,542,WNM,Low
4676,570,WNM,Low
4677,435,SUP,Medium
4678,405,SUP,Low
4679,131,SUP,Medium
4681,112,SUP,Medium
4682,315,SUP,Medium
4683,130,SUP,Medium
4686,534,WNM,Medium
4687,167,SUP,High
4689,582,SUP,Medium
4690,111,SUP,Medium
4691,544,WNM,Low
4692,554,WNM,Low
4695,341,SUP,Medium
4696,582,SUP,Medium
4697,315,SUP,High
4699,262,SUP,Low
4700,557,WNM,Medium
4706,557,WNM,Low
4734,585,SUP,Medium
4747,490,WNM,Low
4756,544,WNM,Low
4757,550,WNM,Low
4759,552,WNM,Low
4762,515,WNM,Low
4826,103,WNM,Low
4848,499,WNM,Medium
4849,419,SUP,Low
4865,430,SUP,Medium
5003,375,SUP,Low
5005,549,WNM,Medium
5007,552,WNM,Low
5008,551,WNM,Low
5012,178,SUP,Medium
5013,509,WNM,Low
5014,509,WNM,Low
5021,561,WNM,Low
5022,125,SUP,High
5023,458,SUP,Medium
5025,248,SUP,Medium
5027,194,SUP,Medium
5028,207,SUP,Medium
5029,207,SUP,Medium
5030,207,SUP,Medium
5031,366,SUP,Medium
5032,464,W/M,Low
5033,378,SUP,Low
5034,105,SUP,Medium
5035,116,SUP,High
5036,112,SUP,High
5037,98,SUP,Medium
5039,284,SUP,Medium
5040,227,W/M,High
5041,514,SUP,Medium
5043,492,WNM,Medium
5044,263,SUP,Low
5045,67,SUP,Medium
5046,299,SUP,Medium
5047,558,W/M,Medium
5048,203,SUP,Medium
5049,380,SUP,Medium
5051,378,SUP,Medium
5054,98,SUP,Medium
5055,105,SUP,Medium
5056,131,SUP,Medium
5057,151,SUP,Medium
5058,153,SUP,Medium
5059,566,WNM,Low
5060,270,SUP,Medium
5062,544,WNM,Low
5063,309,SUP,Medium
5064,201,SUP,Medium
5065,201,SUP,Medium
5066,214,SUP,High
5070,396,SUP,High
5071,349,SUP,Low
5072,465,W/M,High
5073,514,W/M,Medium
5075,460,SUP,Medium
5076,179,SUP,Medium
5077,577,W/M,Medium
5078,473,SUP,Medium
5079,143,SUP,Medium
5080,50,SUP,Medium
5081,543,WNM,Low
5082,214,SUP,Medium
5085,305,SUP,Medium
5087,37,SUP,Medium
5088,235,SUP,Medium
5089,423,W/M,Medium
5090,440,SUP,Medium
5091,67,SUP,Medium
5092,53,SUP,Medium
5093,507,WNM,Low
5094,562,WNM,Low
5095,163,SUP,Medium
5096,463,SUP,Medium
5097,204,SUP,Medium
5098,545,WNM,Medium
5099,388,SUP,Medium
5100,544,WNM,Low
5101,396,SUP,Low
5102,543,WNM,Medium
5103,166,W/M,High
5104,223,SUP,High
5105,286,SUP,Medium
5106,96,WNM,Medium
5107,566,WNM,Low
5108,526,WNM,Low
5109,557,WNM,Low
5110,557,WNM,Low
5111,176,W/M,High
5113,2,SUP,Medium
5115,418,SUP,Medium
5116,60,SUP,Medium
5117,315,SUP,Medium
5118,297,SUP,Medium
5119,566,WNM,Medium
5122,492,WNM,Medium
5123,391,SUP,Medium
5124,369,SUP,Medium
5125,541,WNM,Low
5126,3,SUP,Medium
5127,438,SUP,Low
5129,283,W/M,High
5130,170,W/M,High
5131,170,W/M,Medium
5132,96,WNM,Medium
5133,457,SUP,Medium
5134,447,SUP,Medium
5135,498,WNM,Low
5136,457,SUP,Medium
5137,376,SUP,Medium
5139,453,SUP,Low
5140,459,W/M,Medium
5141,432,SUP,Medium
5142,178,SUP,Medium
5143,554,WNM,Medium
5144,77,SUP,Medium
5145,86,SUP,Medium
5146,506,SUP,Medium
5147,44,SUP,Medium
5148,566,WNM,Low
5149,485,WNM,Medium
5150,340,SUP,High
5151,120,SUP,Medium
5152,446,W/M,Medium
5154,484,SUP,High
5155,387,SUP,Medium
5156,463,SUP,Medium
5157,278,SUP,Medium
5159,204,SUP,Low
5160,202,SUP,Medium
5162,448,SUP,Medium
5165,80,SUP,Medium
5166,387,SUP,Low
5167,582,SUP,Medium
5168,405,SUP,Low
5170,429,,Low
5172,97,SUP,Low
5173,120,SUP,Medium
5174,1,SUP,Medium
5175,121,SUP,Medium
5178,176,W/M,Medium
5179,96,WNM,Medium
5182,566,WNM,Low
5183,498,WNM,Low
5184,219,SUP,Medium
5185,217,SUP,Medium
5186,373,SUP,Medium
5188,554,WNM,Low
5189,369,SUP,Medium
5190,370,SUP,Medium
5191,55,SUP,Medium
5192,455,SUP,Medium
5193,461,SUP,Medium
5196,144,SUP,Medium
5197,5,SUP,Medium
5198,546,WNM,Low
5199,269,SUP,Medium
5200,233,W/M,High
5201,175,W/M,High
5202,171,W/M,High
5203,217,SUP,Low
5204,542,WNM,Low
5205,557,WNM,Low
5206,557,WNM,Low
5207,485,WNM,Medium
5210,51,SUP,Medium
5211,52,SUP,High
5214,90,SUP,Medium
5215,581,SUP,Low
5216,70,SUP,Medium
5218,111,SUP,Medium
5219,411,SUP,Low
5220,112,SUP,Medium
5221,548,WNM,Medium
5224,528,WNM,Low
5226,528,WNM,Low
5227,292,W/M,High
5228,282,W/M,High
5231,454,SUP,Medium
5232,388,SUP,Low
5233,403,SUP,Medium
5234,401,SUP,Medium
5235,403,SUP,Medium
5236,254,SUP,Medium
5239,167,SUP,Medium
5240,190,SUP,Medium
5241,231,SUP,Medium
5242,191,SUP,High
5244,324,SUP,Medium
5245,77,SUP,Medium
5246,65,SUP,Low
5247,479,SUP,Medium
5248,544,WNM,Low
5250,90,SUP,Medium
5251,119,SUP,Medium
5252,25,SUP,Medium
5253,289,SUP,Medium
5254,297,SUP,Medium
5255,548,WNM,Low
5256,544,WNM,Low
5257,510,WNM,Low
5258,397,WNM,Low
5259,397,WNM,Low
5260,323,SUP,High
5261,323,SUP,High
5262,13,SUP,Medium
5263,119,SUP,Medium
5264,115,SUP,Medium
5265,559,WNM,Medium
5266,104,SUP,Medium
5267,554,WNM,Low
5269,397,WNM,Low
5270,582,SUP,Medium
5272,472,SUP,Medium
5273,472,SUP,Low
5274,470,W/M,Medium
5275,26,SUP,Medium
5276,269,W/M,Medium
5278,154,SUP,Medium
5279,496,WNM,Low
5280,201,SUP,Medium
5281,175,W/M,High
5285,215,SUP,Medium
5286,533,WNM,Medium
5287,68,SUP,Medium
5288,49,SUP,Medium
5290,528,WNM,Low
5291,496,WNM,Medium
5292,297,SUP,Medium
5293,172,SUP,High
5294,173,W/M,Medium
5295,172,SUP,Medium
5296,316,SUP,Medium
5297,498,WNM,Low
5298,305,SUP,Medium
5299,89,SUP,Medium
5300,114,SUP,Medium
5301,107,SUP,Medium
5303,364,SUP,Low
5304,9,WNM,Low
5305,458,W/M,Medium
5306,397,WNM,Low
5307,410,SUP,Medium
5308,485,WNM,Low
5309,213,SUP,Medium
5310,541,WNM,Low
5311,52,SUP,Medium
5312,479,SUP,Medium
5313,339,SUP,Medium
5314,533,WNM,Low
5316,479,SUP,Medium
5317,82,SUP,Medium
5319,317,SUP,Medium
5320,298,SUP,Medium
5321,102,WNM,Medium
5323,533,WNM,Low
5325,109,SUP,Medium
5326,93,SUP,High
5327,541,WNM,Low
5328,541,WNM,Low
5329,370,SUP,Low
5330,369,SUP,High
5331,368,SUP,Medium
5332,510,WNM,Low
5334,376,SUP,Medium
5335,463,SUP,Medium
5336,507,WNM,Low
5337,449,SUP,Medium
5338,459,W/M,Medium
5340,558,W/M,Medium
5341,379,SUP,Medium
5342,365,SUP,Medium
5343,291,SUP,Medium
5345,508,W/M,Medium
5346,296,SUP,Medium
5347,105,SUP,Medium
5348,8,SUP,Medium
5349,510,WNM,Low
5350,403,SUP,Medium
5352,264,SUP,Medium
5353,562,WNM,Low
5355,222,SUP,Low
5356,231,SUP,Low
5358,234,SUP,Medium
5359,48,SUP,Medium
5360,228,SUP,Low
5361,432,SUP,Medium
5363,16,SUP,Medium
5364,507,WNM,Low
5365,96,WNM,Low
5366,96,WNM,Medium
5367,516,WNM,Low
5368,477,SUP,Medium
5369,368,SUP,Medium
5370,379,SUP,Medium
5371,497,WNM,Low
5372,485,WNM,Low
5373,438,SUP,Medium
5374,239,SUP,Low
5376,204,SUP,Low
5378,496,WNM,Medium
5379,235,SUP,Medium
5381,227,W/M,Medium
5382,282,SUP,Medium
5383,516,WNM,Low
5384,165,W/M,Medium
5385,207,SUP,Low
5386,200,SUP,Medium
5387,209,SUP,Low
5388,61,SUP,Medium
5389,76,SUP,Medium
5390,26,SUP,Medium
5391,105,SUP,Medium
5392,28,SUP,Low
5393,509,WNM,Medium
5394,581,SUP,Medium
5396,478,SUP,Medium
5397,438,SUP,Low
5398,263,SUP,Medium
5399,279,SUP,Low
5402,267,SUP,Medium
5403,273,SUP,Medium
5408,494,WNM,Low
5409,223,SUP,Medium
5410,215,SUP,High
5411,202,SUP,Low
5414,178,SUP,Medium
5416,50,SUP,Medium
5417,243,SUP,Medium
5418,242,SUP,High
5419,144,SUP,Low
5420,90,SUP,Medium
5421,485,WNM,Medium
5422,97,SUP,Low
5423,397,WNM,Low
5424,468,SUP,Medium
5425,461,SUP,Medium
5427,485,WNM,Medium
5428,372,SUP,High
5429,368,SUP,Medium
5430,384,SUP,Medium
5432,436,SUP,Low
5433,325,SUP,Low
5434,511,W/M,Medium
5435,451,SUP,High
5436,284,W/M,Medium
5438,442,SUP,Medium
5439,173,SUP,Medium
5440,477,W/M,High
5441,411,SUP,Medium
5442,264,SUP,Medium
5443,249,SUP,Medium
5444,436,SUP,Low
5445,228,SUP,Medium
5446,235,SUP,Low
5447,176,SUP,High
5448,160,SUP,Medium
5449,62,SUP,Medium
5450,281,SUP,Medium
5451,102,WNM,Low
5452,485,WNM,Medium
5453,102,WNM,Low
5455,92,SUP,Medium
5458,388,SUP,Low
5459,492,WNM,Low
5460,78,SUP,Low
5461,476,SUP,Medium
5462,476,SUP,Medium
5463,444,SUP,Low
5464,543,WNM,Low
5466,219,SUP,Medium
5467,498,WNM,Low
5469,234,SUP,Medium
5470,237,SUP,Low
5471,213,SUP,Medium
5472,202,SUP,Medium
5476,165,SUP,High
5477,336,SUP,Medium
5479,83,SUP,Medium
5480,83,SUP,Medium
5481,305,SUP,Medium
5482,21,SUP,Low
5483,249,SUP,Medium
5485,268,SUP,Medium
5486,266,SUP,Medium
5487,35,SUP,Medium
5488,289,SUP,Medium
5489,310,SUP,Low
5490,528,WNM,Low
5491,385,SUP,Medium
5492,384,SUP,Low
5494,400,SUP,Medium
5495,166,W/M,High
5497,187,SUP,Medium
5498,187,SUP,Low
5499,221,SUP,Medium
5600,515,WNM,Low
5601,551,WNM,Low
5602,481,WNM,Low
5603,551,WNM,Medium
5604,481,WNM,Low
5605,481,WNM,Medium
5606,552,WNM,Low
5608,552,WNM,Low
5609,552,WNM,Medium
5610,512,WNM,Low
5611,512,WNM,Low
5612,63,SUP,Medium
5613,58,WNM,Low
5614,58,WNM,Low
5615,103,WNM,Medium
5616,153,SUP,Medium
5617,267,SUP,High
5622,102,WNM,Medium
5623,545,WNM,Low
5624,58,WNM,Low
5626,367,SUP,Medium
5627,550,WNM,Medium
5628,471,SUP,Medium
5629,468,W/M,Low
5632,449,SUP,Medium
5633,512,WNM,Medium
5634,512,WNM,Low
5635,512,WNM,Low
5637,551,WNM,Low
5640,551,WNM,Low
5641,464,SUP,Medium
5643,481,WNM,Low
5644,466,SUP,High
5649,170,SUP,Medium
5653,545,WNM,Low
5654,548,WNM,Low
5658,481,WNM,Low
5659,481,WNM,Low
5661,551,WNM,Low
5663,515,WNM,Low
5664,481,WNM,Medium
5667,435,SUP,Medium
5668,435,SUP,Medium
5669,442,SUP,High
5670,548,WNM,Medium
5671,110,SUP,Medium
5672,51,SUP,Medium
5673,51,SUP,Medium
5675,570,WNM,Low
5676,380,SUP,Low
5678,550,WNM,Medium
5683,552,WNM,Low
5684,551,WNM,Medium
5686,448,SUP,Medium
5689,515,WNM,Low
5691,515,WNM,Low
5692,538,WNM,Low
5693,538,WNM,Low
5695,494,WNM,Low
5700,542,WNM,Low
5701,449,SUP,Low
5702,570,WNM,Low
5703,137,SUP,Medium
5704,488,WNM,Medium
5705,37,SUP,Medium
5706,324,SUP,Medium
5707,52,SUP,Medium
5709,19,SUP,Medium
5710,450,SUP,Medium
5713,88,SUP,Low
5715,528,WNM,Low
5716,566,WNM,Low
5717,505,SUP,Medium
5719,103,WNM,Medium
5722,543,WNM,Low
5725,9,WNM,Low
5726,526,WNM,Low
5727,115,SUP,Medium
5728,254,SUP,Medium
5731,291,SUP,Low
5732,190,SUP,Medium
5734,498,WNM,Medium
5735,30,SUP,Medium
5737,537,WNM,Medium
5738,534,WNM,Medium
5740,545,WNM,Low
5741,559,WNM,Medium
5743,299,SUP,Medium
5744,545,WNM,Low
5745,305,SUP,Medium
5747,306,SUP,Medium
5748,414,SUP,Medium
5751,451,SUP,Medium
5752,577,SUP,High
5753,283,SUP,Medium
5754,502,WNM,Low
5755,502,WNM,Low
5758,488,WNM,Low
5759,488,WNM,Low
5760,548,WNM,Low
5761,197,SUP,Medium
5763,403,SUP,Medium
5764,479,SUP,Medium
5766,451,SUP,Low
5767,494,WNM,Low
5768,371,SUP,Medium
5769,544,WNM,Medium
5771,545,WNM,Medium
5772,95,SUP,Medium
5773,541,WNM,Low
5774,543,WNM,Low
5776,543,WNM,Low
5777,162,SUP,Medium
5779,508,SUP,Low
5780,492,WNM,Low
5782,526,WNM,Low
5786,18,SUP,Medium
5787,310,SUP,Medium
5789,537,WNM,Low
5790,537,WNM,Low
5791,538,WNM,Low
5793,801,SUP,Low
5795,284,SUP,Medium
5797,27,SUP,Low
5799,367,SUP,Medium
5802,801,SUP,Low
5803,811,SUP,Low
5804,494,WNM,Low
5805,533,WNM,Low
5806,412,SUP,Low
5807,465,SUP,Medium
5808,569,SUP,Low
5809,80,SUP,Medium
5810,49,SUP,Medium
5812,18,SUP,Low
5813,497,WNM,Low
5814,24,SUP,Medium
5815,554,WNM,Low
5816,549,WNM,Low
5817,549,WNM,Low
5818,549,WNM,Low
5819,549,WNM,Low
5820,549,WNM,Low
5823,583,SUP,Medium
5824,561,WNM,Low
5826,102,WNM,Medium
5828,490,WNM,Low
5829,500,WNM,Low
5831,548,WNM,Low
5832,543,WNM,Low
5835,370,SUP,Low
5837,534,WNM,Medium
5839,468,SUP,Medium
5840,507,WNM,Low
5841,399,SUP,Medium
5842,197,SUP,Medium
5843,450,SUP,Low
5844,206,SUP,High
5845,15,SUP,Medium
5846,559,WNM,Medium
5847,290,SUP,Low
5848,454,W/M,Medium
5851,301,SUP,Medium
5853,467,SUP,Low
5854,110,SUP,Medium
5855,491,WNM,Low
5857,219,SUP,Medium
5858,367,SUP,Low
5859,581,SUP,Low
5861,472,SUP,Low
5863,533,WNM,Low
5864,455,SUP,Low
5866,56,SUP,Medium
5867,176,SUP,High
5869,475,SUP,Low
5871,91,SUP,Medium
5872,15,SUP,Low
5874,465,W/M,Medium
5875,559,WNM,Medium
5876,548,WNM,Low
5879,306,SUP,Medium
5880,292,SUP,Medium
5881,166,SUP,High
5882,108,SUP,Medium
5883,474,SUP,Medium
5884,451,SUP,Medium
5886,459,SUP,Low
5888,234,SUP,Medium
5889,53,SUP,Medium
5890,450,SUP,Low
5891,166,SUP,High
5893,203,SUP,Medium
5894,91,SUP,High
5898,78,SUP,Medium
5903,546,WNM,Low
5907,546,WNM,Low
5908,498,WNM,Low
5911,108,SUP,Medium
5912,110,SUP,Medium
5922,289,SUP,Medium
5923,516,WNM,Low
5925,566,WNM,Low
5927,339,SUP,Medium
5929,476,SUP,Low
5930,464,SUP,High
5932,109,SUP,High
5935,477,SUP,High
5936,283,SUP,High
5938,458,W/M,Low
5944,558,SUP,Medium
5945,103,WNM,Medium
5947,505,SUP,Medium
5956,581,SUP,Medium
5957,585,SUP,Medium
5959,63,SUP,Medium
5960,526,WNM,Low
5962,526,WNM,Low
5963,504,WNM,Low
5964,112,SUP,Medium
5965,267,SUP,Medium
5968,283,SUP,High
5969,292,SUP,Medium
5976,424,SUP,Medium
5977,423,SUP,Medium
5979,552,WNM,Low
5981,552,WNM,Medium
5982,552,WNM,Low
5987,583,SUP,Medium
5988,559,WNM,Medium
5990,491,WNM,Low
5991,491,WNM,Low
5992,423,SUP,Medium
5993,550,WNM,Medium
5994,550,WNM,Low
5996,459,W/M,Medium
6078,504,WNM,Low
6098,528,WNM,Low
6149,559,WNM,Medium
6159,528,WNM,Low
6165,543,WNM,Low
6166,543,WNM,Low
6170,507,WNM,Low
6172,485,WNM,Low
6173,1,SUP,Medium
6174,496,WNM,Medium
6176,509,WNM,Low
6190,118,SUP,Low
6207,548,WNM,Medium
6226,502,WNM,Low
6233,509,WNM,Medium
6243,509,WNM,Low
6263,509,WNM,Low
6264,509,WNM,Low
6286,81,SUP,Medium
6300,56,SUP,Medium
6323,543,WNM,Low
6370,123,SUP,Medium
6390,494,WNM,Low
6392,411,SUP,Medium
6394,444,SUP,Medium
6395,29,SUP,Low
6397,110,SUP,Medium
6398,549,WNM,Low
6459,528,WNM,Low
6467,45,SUP,Medium
6469,140,SUP,Low
6470,494,WNM,Low
6476,482,SUP,Low
6477,370,SUP,Medium
6480,371,SUP,Medium
6500,485,WNM,Medium
6531,545,WNM,Medium
6548,548,WNM,Low
6576,39,SUP,Medium
6577,543,WNM,Low
6578,58,WNM,Low
6579,59,SUP,Medium
6583,562,WNM,Low
6585,491,WNM,Low
6586,509,WNM,Medium
6587,526,WNM,Low
6588,543,WNM,Low
6590,562,WNM,Low
6732,546,WNM,Low
6786,528,WNM,Low
6789,308,SUP,Medium
6798,502,WNM,Low
6807,145,SUP,Medium
6813,526,WNM,Low
6814,509,WNM,Low
6828,509,WNM,Low
6849,543,WNM,Low
6850,528,WNM,Low
6851,504,WNM,Low
6876,492,WNM,Low
6878,5,SUP,Medium
6879,310,SUP,Medium
6887,39,SUP,Low
6894,96,WNM,Medium
6898,71,SUP,Medium
6929,76,SUP,Medium
6930,67,SUP,Low
6931,256,SUP,Medium
6932,127,SUP,Low
6936,502,WNM,Low
6937,102,WNM,Medium
6941,102,WNM,Medium
6942,507,WNM,Low
6943,492,WNM,Low
6951,317,,Low
6952,286,SUP,Low
6953,534,WNM,Medium
6958,310,SUP,Medium
6960,537,WNM,Medium
6962,499,WNM,Low
6963,52,SUP,Medium
6964,144,SUP,Medium
6966,504,WNM,Low
6967,488,WNM,Low
6968,102,WNM,Medium
6971,534,WNM,Medium
6975,492,WNM,Low
6978,101,SUP,Medium
6998,20,SUP,Medium
7004,499,WNM,Low
7009,302,SUP,Low
7020,153,SUP,Medium
7032,287,SUP,Medium
7043,557,WNM,Low
7062,499,WNM,Medium
7072,538,WNM,Low
7087,243,SUP,Low
7098,516,WNM,Low
7099,543,WNM,Low
7127,538,WNM,Low
7129,429,,Low
7137,516,WNM,Low
7146,499,WNM,Low
7156,76,SUP,Medium
7162,516,WNM,Low
7168,557,WNM,Medium
7174,502,WNM,Low
7177,502,WNM,Low
7178,56,SUP,Low
7179,302,SUP,Medium
7180,499,WNM,Low
7181,33,SUP,Low
7185,18,SUP,Medium
7188,38,SUP,Medium
7194,27,SUP,Low
7199,383,SUP,Low
7205,509,WNM,Low
7206,509,WNM,Low
7209,516,WNM,Low
7218,516,WNM,Low
7220,528,WNM,Low
7221,102,WNM,Low
7222,500,WNM,Low
7224,561,WNM,Low
7229,526,WNM,Medium
7232,561,WNM,Low
7233,541,WNM,Low
7235,500,WNM,Low
7238,302,SUP,Low
7240,561,WNM,Low
7241,541,WNM,Low
7242,537,WNM,Medium
7243,300,SUP,Low
7245,27,SUP,Low
7246,32,SUP,Low
7247,14,SUP,Low
7249,334,SUP,Low
7251,58,WNM,Low
7262,541,WNM,Low
7280,2,SUP,Medium
7281,74,SUP,Low
7290,242,SUP,Medium
7294,353,SUP,Medium
7296,499,WNM,Low
7298,102,WNM,Low
7299,488,WNM,Medium
7301,132,SUP,Medium
7304,499,WNM,Low
7307,102,WNM,Low
7308,533,WNM,Low
7309,562,WNM,Low
7311,528,WNM,Low
7315,499,WNM,Low
7317,537,WNM,Low
7320,510,WNM,Low
7324,5,SUP,Medium
7326,353,SUP,Medium
7329,516,WNM,Low
7334,500,WNM,Low
7337,500,WNM,Low
7339,497,WNM,Low
7340,500,WNM,Low
7342,566,WNM,Low
7347,58,WNM,Low
7349,570,WNM,Low
7357,562,WNM,Low
7361,562,WNM,Low
7362,570,WNM,Low
7601,554,WNM,Medium
8331,171,SUP,Medium
8861,545,WNM,Low
8930,583,SUP,Medium
8958,515,WNM,Low
