Store Nbr,Prime Item Desc,Prime Item Nbr,UPC,On Hand Qty
240,XBX SERIES S BUNDLE,597352514,0088984289319,13
242,XBX SERIES S BUNDLE,597352514,0088984289319,14
244,XBX SERIES S BUNDLE,597352514,0088984289319,1
246,XBX SERIES S BUNDLE,597352514,0088984289319,6
247,XBX SERIES S BUNDLE,597352514,0088984289319,8
248,XBX SERIES S BUNDLE,597352514,0088984289319,3
249,XBX SERIES S BUNDLE,597352514,0088984289319,8
251,XBX SERIES S BUNDLE,597352514,0088984289319,18
254,XBX SERIES S BUNDLE,597352514,0088984289319,16
257,XBX SERIES S BUNDLE,597352514,0088984289319,4
259,XBX SERIES S BUNDLE,597352514,0088984289319,35
260,XBX SERIES S BUNDLE,597352514,0088984289319,5
261,XBX SERIES S BUNDLE,597352514,0088984289319,4
262,XBX SERIES S BUNDLE,597352514,0088984289319,8
264,XBX SERIES S BUNDLE,597352514,0088984289319,10
266,XBX SERIES S BUNDLE,597352514,0088984289319,51
267,XBX SERIES S BUNDLE,597352514,0088984289319,31
268,XBX SERIES S BUNDLE,597352514,0088984289319,10
269,XBX SERIES S BUNDLE,597352514,0088984289319,7
271,XBX SERIES S BUNDLE,597352514,0088984289319,1
272,XBX SERIES S BUNDLE,597352514,0088984289319,28
273,XBX SERIES S BUNDLE,597352514,0088984289319,4
274,XBX SERIES S BUNDLE,597352514,0088984289319,3
275,XBX SERIES S BUNDLE,597352514,0088984289319,26
276,XBX SERIES S BUNDLE,597352514,0088984289319,7
277,XBX SERIES S BUNDLE,597352514,0088984289319,3
278,XBX SERIES S BUNDLE,597352514,0088984289319,10
279,XBX SERIES S BUNDLE,597352514,0088984289319,12
280,XBX SERIES S BUNDLE,597352514,0088984289319,6
282,XBX SERIES S BUNDLE,597352514,0088984289319,20
283,XBX SERIES S BUNDLE,597352514,0088984289319,1
284,XBX SERIES S BUNDLE,597352514,0088984289319,25
285,XBX SERIES S BUNDLE,597352514,0088984289319,10
286,XBX SERIES S BUNDLE,597352514,0088984289319,1
290,XBX SERIES S BUNDLE,597352514,0088984289319,23
292,XBX SERIES S BUNDLE,597352514,0088984289319,17
294,XBX SERIES S BUNDLE,597352514,0088984289319,1
298,XBX SERIES S BUNDLE,597352514,0088984289319,28
299,XBX SERIES S BUNDLE,597352514,0088984289319,20
300,XBX SERIES S BUNDLE,597352514,0088984289319,6
301,XBX SERIES S BUNDLE,597352514,0088984289319,6
302,XBX SERIES S BUNDLE,597352514,0088984289319,10
303,XBX SERIES S BUNDLE,597352514,0088984289319,8
304,XBX SERIES S BUNDLE,597352514,0088984289319,18
306,XBX SERIES S BUNDLE,597352514,0088984289319,1
307,XBX SERIES S BUNDLE,597352514,0088984289319,2
308,XBX SERIES S BUNDLE,597352514,0088984289319,24
309,XBX SERIES S BUNDLE,597352514,0088984289319,3
310,XBX SERIES S BUNDLE,597352514,0088984289319,2
312,XBX SERIES S BUNDLE,597352514,0088984289319,2
313,XBX SERIES S BUNDLE,597352514,0088984289319,2
314,XBX SERIES S BUNDLE,597352514,0088984289319,8
316,XBX SERIES S BUNDLE,597352514,0088984289319,24
318,XBX SERIES S BUNDLE,597352514,0088984289319,6
319,XBX SERIES S BUNDLE,597352514,0088984289319,21
320,XBX SERIES S BUNDLE,597352514,0088984289319,7
322,XBX SERIES S BUNDLE,597352514,0088984289319,3
324,XBX SERIES S BUNDLE,597352514,0088984289319,8
329,XBX SERIES S BUNDLE,597352514,0088984289319,9
330,XBX SERIES S BUNDLE,597352514,0088984289319,5
332,XBX SERIES S BUNDLE,597352514,0088984289319,1
333,XBX SERIES S BUNDLE,597352514,0088984289319,15
335,XBX SERIES S BUNDLE,597352514,0088984289319,17
336,XBX SERIES S BUNDLE,597352514,0088984289319,11
338,XBX SERIES S BUNDLE,597352514,0088984289319,9
340,XBX SERIES S BUNDLE,597352514,0088984289319,32
341,XBX SERIES S BUNDLE,597352514,0088984289319,13
345,XBX SERIES S BUNDLE,597352514,0088984289319,15
346,XBX SERIES S BUNDLE,597352514,0088984289319,14
347,XBX SERIES S BUNDLE,597352514,0088984289319,1
348,XBX SERIES S BUNDLE,597352514,0088984289319,7
350,XBX SERIES S BUNDLE,597352514,0088984289319,9
353,XBX SERIES S BUNDLE,597352514,0088984289319,4
356,XBX SERIES S BUNDLE,597352514,0088984289319,5
358,XBX SERIES S BUNDLE,597352514,0088984289319,3
359,XBX SERIES S BUNDLE,597352514,0088984289319,12
360,XBX SERIES S BUNDLE,597352514,0088984289319,12
362,XBX SERIES S BUNDLE,597352514,0088984289319,7
363,XBX SERIES S BUNDLE,597352514,0088984289319,6
368,XBX SERIES S BUNDLE,597352514,0088984289319,11
370,XBX SERIES S BUNDLE,597352514,0088984289319,6
371,XBX SERIES S BUNDLE,597352514,0088984289319,6
372,XBX SERIES S BUNDLE,597352514,0088984289319,17
373,XBX SERIES S BUNDLE,597352514,0088984289319,15
374,XBX SERIES S BUNDLE,597352514,0088984289319,5
378,XBX SERIES S BUNDLE,597352514,0088984289319,8
381,XBX SERIES S BUNDLE,597352514,0088984289319,20
382,XBX SERIES S BUNDLE,597352514,0088984289319,11
383,XBX SERIES S BUNDLE,597352514,0088984289319,27
385,XBX SERIES S BUNDLE,597352514,0088984289319,2
386,XBX SERIES S BUNDLE,597352514,0088984289319,1
387,XBX SERIES S BUNDLE,597352514,0088984289319,4
388,XBX SERIES S BUNDLE,597352514,0088984289319,5
389,XBX SERIES S BUNDLE,597352514,0088984289319,10
390,XBX SERIES S BUNDLE,597352514,0088984289319,11
391,XBX SERIES S BUNDLE,597352514,0088984289319,1
392,XBX SERIES S BUNDLE,597352514,0088984289319,23
393,XBX SERIES S BUNDLE,597352514,0088984289319,19
394,XBX SERIES S BUNDLE,597352514,0088984289319,5
395,XBX SERIES S BUNDLE,597352514,0088984289319,25
397,XBX SERIES S BUNDLE,597352514,0088984289319,33
399,XBX SERIES S BUNDLE,597352514,0088984289319,8
403,XBX SERIES S BUNDLE,597352514,0088984289319,16
404,XBX SERIES S BUNDLE,597352514,0088984289319,5
406,XBX SERIES S BUNDLE,597352514,0088984289319,33
408,XBX SERIES S BUNDLE,597352514,0088984289319,2
409,XBX SERIES S BUNDLE,597352514,0088984289319,5
410,XBX SERIES S BUNDLE,597352514,0088984289319,28
411,XBX SERIES S BUNDLE,597352514,0088984289319,10
413,XBX SERIES S BUNDLE,597352514,0088984289319,22
414,XBX SERIES S BUNDLE,597352514,0088984289319,7
415,XBX SERIES S BUNDLE,597352514,0088984289319,9
416,XBX SERIES S BUNDLE,597352514,0088984289319,28
419,XBX SERIES S BUNDLE,597352514,0088984289319,2
420,XBX SERIES S BUNDLE,597352514,0088984289319,7
422,XBX SERIES S BUNDLE,597352514,0088984289319,15
423,XBX SERIES S BUNDLE,597352514,0088984289319,34
424,XBX SERIES S BUNDLE,597352514,0088984289319,15
426,XBX SERIES S BUNDLE,597352514,0088984289319,9
427,XBX SERIES S BUNDLE,597352514,0088984289319,6
429,XBX SERIES S BUNDLE,597352514,0088984289319,19
430,XBX SERIES S BUNDLE,597352514,0088984289319,11
431,XBX SERIES S BUNDLE,597352514,0088984289319,13
432,XBX SERIES S BUNDLE,597352514,0088984289319,11
433,XBX SERIES S BUNDLE,597352514,0088984289319,3
434,XBX SERIES S BUNDLE,597352514,0088984289319,31
438,XBX SERIES S BUNDLE,597352514,0088984289319,19
440,XBX SERIES S BUNDLE,597352514,0088984289319,31
442,XBX SERIES S BUNDLE,597352514,0088984289319,26
443,XBX SERIES S BUNDLE,597352514,0088984289319,2
444,XBX SERIES S BUNDLE,597352514,0088984289319,9
445,XBX SERIES S BUNDLE,597352514,0088984289319,34
446,XBX SERIES S BUNDLE,597352514,0088984289319,16
447,XBX SERIES S BUNDLE,597352514,0088984289319,22
449,XBX SERIES S BUNDLE,597352514,0088984289319,2
450,XBX SERIES S BUNDLE,597352514,0088984289319,1
452,XBX SERIES S BUNDLE,597352514,0088984289319,23
453,XBX SERIES S BUNDLE,597352514,0088984289319,4
454,XBX SERIES S BUNDLE,597352514,0088984289319,17
456,XBX SERIES S BUNDLE,597352514,0088984289319,26
457,XBX SERIES S BUNDLE,597352514,0088984289319,2
458,XBX SERIES S BUNDLE,597352514,0088984289319,21
459,XBX SERIES S BUNDLE,597352514,0088984289319,9
461,XBX SERIES S BUNDLE,597352514,0088984289319,16
463,XBX SERIES S BUNDLE,597352514,0088984289319,23
464,XBX SERIES S BUNDLE,597352514,0088984289319,27
465,XBX SERIES S BUNDLE,597352514,0088984289319,15
466,XBX SERIES S BUNDLE,597352514,0088984289319,20
467,XBX SERIES S BUNDLE,597352514,0088984289319,39
470,XBX SERIES S BUNDLE,597352514,0088984289319,22
471,XBX SERIES S BUNDLE,597352514,0088984289319,1
472,XBX SERIES S BUNDLE,597352514,0088984289319,3
475,XBX SERIES S BUNDLE,597352514,0088984289319,16
477,XBX SERIES S BUNDLE,597352514,0088984289319,20
478,XBX SERIES S BUNDLE,597352514,0088984289319,22
479,XBX SERIES S BUNDLE,597352514,0088984289319,16
480,XBX SERIES S BUNDLE,597352514,0088984289319,10
481,XBX SERIES S BUNDLE,597352514,0088984289319,7
483,XBX SERIES S BUNDLE,597352514,0088984289319,5
484,XBX SERIES S BUNDLE,597352514,0088984289319,20
485,XBX SERIES S BUNDLE,597352514,0088984289319,4
486,XBX SERIES S BUNDLE,597352514,0088984289319,22
488,XBX SERIES S BUNDLE,597352514,0088984289319,2
489,XBX SERIES S BUNDLE,597352514,0088984289319,2
490,XBX SERIES S BUNDLE,597352514,0088984289319,35
491,XBX SERIES S BUNDLE,597352514,0088984289319,40
492,XBX SERIES S BUNDLE,597352514,0088984289319,1
493,XBX SERIES S BUNDLE,597352514,0088984289319,17
495,XBX SERIES S BUNDLE,597352514,0088984289319,21
497,XBX SERIES S BUNDLE,597352514,0088984289319,15
498,XBX SERIES S BUNDLE,597352514,0088984289319,6
499,XBX SERIES S BUNDLE,597352514,0088984289319,22
500,XBX SERIES S BUNDLE,597352514,0088984289319,27
502,XBX SERIES S BUNDLE,597352514,0088984289319,1
506,XBX SERIES S BUNDLE,597352514,0088984289319,6
507,XBX SERIES S BUNDLE,597352514,0088984289319,37
508,XBX SERIES S BUNDLE,597352514,0088984289319,14
510,XBX SERIES S BUNDLE,597352514,0088984289319,2
511,XBX SERIES S BUNDLE,597352514,0088984289319,6
512,XBX SERIES S BUNDLE,597352514,0088984289319,32
513,XBX SERIES S BUNDLE,597352514,0088984289319,22
515,XBX SERIES S BUNDLE,597352514,0088984289319,4
516,XBX SERIES S BUNDLE,597352514,0088984289319,4
517,XBX SERIES S BUNDLE,597352514,0088984289319,22
518,XBX SERIES S BUNDLE,597352514,0088984289319,1
519,XBX SERIES S BUNDLE,597352514,0088984289319,7
523,XBX SERIES S BUNDLE,597352514,0088984289319,13
524,XBX SERIES S BUNDLE,597352514,0088984289319,19
526,XBX SERIES S BUNDLE,597352514,0088984289319,22
527,XBX SERIES S BUNDLE,597352514,0088984289319,1
530,XBX SERIES S BUNDLE,597352514,0088984289319,19
531,XBX SERIES S BUNDLE,597352514,0088984289319,4
532,XBX SERIES S BUNDLE,597352514,0088984289319,1
535,XBX SERIES S BUNDLE,597352514,0088984289319,47
536,XBX SERIES S BUNDLE,597352514,0088984289319,36
537,XBX SERIES S BUNDLE,597352514,0088984289319,40
538,XBX SERIES S BUNDLE,597352514,0088984289319,10
542,XBX SERIES S BUNDLE,597352514,0088984289319,9
543,XBX SERIES S BUNDLE,597352514,0088984289319,6
544,XBX SERIES S BUNDLE,597352514,0088984289319,22
546,XBX SERIES S BUNDLE,597352514,0088984289319,13
548,XBX SERIES S BUNDLE,597352514,0088984289319,14
549,XBX SERIES S BUNDLE,597352514,0088984289319,38
550,XBX SERIES S BUNDLE,597352514,0088984289319,7
554,XBX SERIES S BUNDLE,597352514,0088984289319,14
555,XBX SERIES S BUNDLE,597352514,0088984289319,2
557,XBX SERIES S BUNDLE,597352514,0088984289319,27
558,XBX SERIES S BUNDLE,597352514,0088984289319,4
559,XBX SERIES S BUNDLE,597352514,0088984289319,14
560,XBX SERIES S BUNDLE,597352514,0088984289319,20
561,XBX SERIES S BUNDLE,597352514,0088984289319,23
562,XBX SERIES S BUNDLE,597352514,0088984289319,12
563,XBX SERIES S BUNDLE,597352514,0088984289319,21
564,XBX SERIES S BUNDLE,597352514,0088984289319,35
565,XBX SERIES S BUNDLE,597352514,0088984289319,6
566,XBX SERIES S BUNDLE,597352514,0088984289319,18
567,XBX SERIES S BUNDLE,597352514,0088984289319,2
568,XBX SERIES S BUNDLE,597352514,0088984289319,5
569,XBX SERIES S BUNDLE,597352514,0088984289319,38
573,XBX SERIES S BUNDLE,597352514,0088984289319,17
575,XBX SERIES S BUNDLE,597352514,0088984289319,24
576,XBX SERIES S BUNDLE,597352514,0088984289319,20
577,XBX SERIES S BUNDLE,597352514,0088984289319,12
578,XBX SERIES S BUNDLE,597352514,0088984289319,1
580,XBX SERIES S BUNDLE,597352514,0088984289319,3
582,XBX SERIES S BUNDLE,597352514,0088984289319,9
584,XBX SERIES S BUNDLE,597352514,0088984289319,4
587,XBX SERIES S BUNDLE,597352514,0088984289319,14
589,XBX SERIES S BUNDLE,597352514,0088984289319,7
590,XBX SERIES S BUNDLE,597352514,0088984289319,10
591,XBX SERIES S BUNDLE,597352514,0088984289319,20
592,XBX SERIES S BUNDLE,597352514,0088984289319,23
593,XBX SERIES S BUNDLE,597352514,0088984289319,1
594,XBX SERIES S BUNDLE,597352514,0088984289319,6
595,XBX SERIES S BUNDLE,597352514,0088984289319,14
596,XBX SERIES S BUNDLE,597352514,0088984289319,14
598,XBX SERIES S BUNDLE,597352514,0088984289319,3
599,XBX SERIES S BUNDLE,597352514,0088984289319,8
600,XBX SERIES S BUNDLE,597352514,0088984289319,20
601,XBX SERIES S BUNDLE,597352514,0088984289319,39
603,XBX SERIES S BUNDLE,597352514,0088984289319,25
608,XBX SERIES S BUNDLE,597352514,0088984289319,15
609,XBX SERIES S BUNDLE,597352514,0088984289319,12
610,XBX SERIES S BUNDLE,597352514,0088984289319,21
611,XBX SERIES S BUNDLE,597352514,0088984289319,15
614,XBX SERIES S BUNDLE,597352514,0088984289319,14
616,XBX SERIES S BUNDLE,597352514,0088984289319,1
617,XBX SERIES S BUNDLE,597352514,0088984289319,10
619,XBX SERIES S BUNDLE,597352514,0088984289319,14
621,XBX SERIES S BUNDLE,597352514,0088984289319,1
622,XBX SERIES S BUNDLE,597352514,0088984289319,17
626,XBX SERIES S BUNDLE,597352514,0088984289319,22
631,XBX SERIES S BUNDLE,597352514,0088984289319,1
632,XBX SERIES S BUNDLE,597352514,0088984289319,2
636,XBX SERIES S BUNDLE,597352514,0088984289319,13
637,XBX SERIES S BUNDLE,597352514,0088984289319,15
640,XBX SERIES S BUNDLE,597352514,0088984289319,1
647,XBX SERIES S BUNDLE,597352514,0088984289319,6
648,XBX SERIES S BUNDLE,597352514,0088984289319,9
649,XBX SERIES S BUNDLE,597352514,0088984289319,11
652,XBX SERIES S BUNDLE,597352514,0088984289319,29
653,XBX SERIES S BUNDLE,597352514,0088984289319,14
655,XBX SERIES S BUNDLE,597352514,0088984289319,32
657,XBX SERIES S BUNDLE,597352514,0088984289319,29
658,XBX SERIES S BUNDLE,597352514,0088984289319,12
659,XBX SERIES S BUNDLE,597352514,0088984289319,7
660,XBX SERIES S BUNDLE,597352514,0088984289319,1
661,XBX SERIES S BUNDLE,597352514,0088984289319,7
662,XBX SERIES S BUNDLE,597352514,0088984289319,4
665,XBX SERIES S BUNDLE,597352514,0088984289319,27
666,XBX SERIES S BUNDLE,597352514,0088984289319,8
668,XBX SERIES S BUNDLE,597352514,0088984289319,11
670,XBX SERIES S BUNDLE,597352514,0088984289319,2
671,XBX SERIES S BUNDLE,597352514,0088984289319,16
673,XBX SERIES S BUNDLE,597352514,0088984289319,21
674,XBX SERIES S BUNDLE,597352514,0088984289319,34
675,XBX SERIES S BUNDLE,597352514,0088984289319,30
677,XBX SERIES S BUNDLE,597352514,0088984289319,31
681,XBX SERIES S BUNDLE,597352514,0088984289319,6
682,XBX SERIES S BUNDLE,597352514,0088984289319,46
683,XBX SERIES S BUNDLE,597352514,0088984289319,25
684,XBX SERIES S BUNDLE,597352514,0088984289319,2
687,XBX SERIES S BUNDLE,597352514,0088984289319,19
688,XBX SERIES S BUNDLE,597352514,0088984289319,14
689,XBX SERIES S BUNDLE,597352514,0088984289319,3
690,XBX SERIES S BUNDLE,597352514,0088984289319,6
691,XBX SERIES S BUNDLE,597352514,0088984289319,15
692,XBX SERIES S BUNDLE,597352514,0088984289319,29
693,XBX SERIES S BUNDLE,597352514,0088984289319,1
694,XBX SERIES S BUNDLE,597352514,0088984289319,14
695,XBX SERIES S BUNDLE,597352514,0088984289319,16
698,XBX SERIES S BUNDLE,597352514,0088984289319,12
700,XBX SERIES S BUNDLE,597352514,0088984289319,20
701,XBX SERIES S BUNDLE,597352514,0088984289319,19
702,XBX SERIES S BUNDLE,597352514,0088984289319,26
703,XBX SERIES S BUNDLE,597352514,0088984289319,2
705,XBX SERIES S BUNDLE,597352514,0088984289319,6
707,XBX SERIES S BUNDLE,597352514,0088984289319,11
709,XBX SERIES S BUNDLE,597352514,0088984289319,14
710,XBX SERIES S BUNDLE,597352514,0088984289319,19
711,XBX SERIES S BUNDLE,597352514,0088984289319,39
712,XBX SERIES S BUNDLE,597352514,0088984289319,6
714,XBX SERIES S BUNDLE,597352514,0088984289319,12
715,XBX SERIES S BUNDLE,597352514,0088984289319,7
719,XBX SERIES S BUNDLE,597352514,0088984289319,8
720,XBX SERIES S BUNDLE,597352514,0088984289319,47
725,XBX SERIES S BUNDLE,597352514,0088984289319,2
726,XBX SERIES S BUNDLE,597352514,0088984289319,1
727,XBX SERIES S BUNDLE,597352514,0088984289319,4
729,XBX SERIES S BUNDLE,597352514,0088984289319,13
730,XBX SERIES S BUNDLE,597352514,0088984289319,14
731,XBX SERIES S BUNDLE,597352514,0088984289319,4
733,XBX SERIES S BUNDLE,597352514,0088984289319,7
735,XBX SERIES S BUNDLE,597352514,0088984289319,8
736,XBX SERIES S BUNDLE,597352514,0088984289319,12
738,XBX SERIES S BUNDLE,597352514,0088984289319,6
741,XBX SERIES S BUNDLE,597352514,0088984289319,8
745,XBX SERIES S BUNDLE,597352514,0088984289319,11
746,XBX SERIES S BUNDLE,597352514,0088984289319,8
748,XBX SERIES S BUNDLE,597352514,0088984289319,16
749,XBX SERIES S BUNDLE,597352514,0088984289319,24
751,XBX SERIES S BUNDLE,597352514,0088984289319,24
752,XBX SERIES S BUNDLE,597352514,0088984289319,1
