Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
2565,3,NO,-,4,WK 22,80
2807,3,NO,-,4,WK 22,80
4682,2,YES,HIRE,4,WK 22,120
4697,3,NO,-,4,WK 22,80
5117,2,YES,HIRE,4,WK 22,120
1522,2,YES,MOVE EXISTING,4,WK 22,120
1544,1,YES,MOVE EXISTING,4,WK 22,140
1653,3,NO,-,3,WK 22,80
1714,2,YES,MOVE EXISTING,4,WK 22,120
2027,1,YES,MOVE EXISTING,4,WK 22,140
2083,2,YES,MOVE EXISTING,4,WK 22,120
2474,3,NO,-,4,WK 22,80
2696,3,NO,-,3,WK 22,80
2809,3,NO,-,4,WK 22,80
2833,3,NO,-,3,WK 22,80
2894,3,NO,-,4,WK 22,80
3215,2,YES,MOVE EXISTING,4,WK 22,120
4372,3,NO,-,3,WK 22,80
1790,2,YES,MOVE EXISTING,4,WK 22,120
2631,1,YES,MOVE EXISTING,4,WK 22,140
2872,2,YES,MOVE EXISTING,4,WK 22,120
2912,1,YES,MOVE EXISTING,4,WK 22,140
3336,2,YES,HIRE,4,WK 22,120
3476,2,YES,MOVE EXISTING,4,WK 22,120
4383,1,YES,MOVE EXISTING,4,WK 22,140
5761,2,YES,HIRE,4,WK 22,120
5842,1,YES,MOVE EXISTING,4,WK 22,140
1791,3,NO,-,3,WK 22,80
1923,2,YES,HIRE,4,WK 22,120
1942,2,YES,HIRE,4,WK 22,120
2102,3,NO,-,4,WK 22,80
2238,2,YES,HIRE,4,WK 22,120
2493,2,YES,HIRE,4,WK 22,120
2567,2,YES,HIRE,4,WK 22,120
3328,2,YES,HIRE,4,WK 22,120
3453,2,YES,MOVE EXISTING,4,WK 22,120
3458,3,NO,-,3,WK 22,80
3876,3,NO,-,4,WK 22,80
5386,3,NO,-,3,WK 22,80
1540,3,NO,-,4,WK 22,80
2010,2,YES,HIRE,4,WK 22,120
2061,3,NO,-,4,WK 22,80
2062,2,YES,HIRE,4,WK 22,120
2678,1,YES,MOVE EXISTING,4,WK 22,140
3436,2,YES,MOVE EXISTING,4,WK 22,120
4439,3,NO,-,3,WK 22,80
5064,3,NO,-,4,WK 22,80
5065,3,NO,-,4,WK 22,80
5280,3,NO,-,4,WK 22,80
1593,2,YES,HIRE,4,WK 22,120
1642,3,NO,-,4,WK 22,80
1771,3,NO,-,4,WK 22,80
1809,2,YES,MOVE EXISTING,4,WK 22,120
1836,2,YES,HIRE,4,WK 22,120
2080,2,YES,MOVE EXISTING,4,WK 22,120
2620,3,NO,-,4,WK 22,80
3791,3,NO,-,3,WK 22,80
5160,1,YES,MOVE EXISTING,4,WK 22,140
5411,3,NO,-,3,WK 22,80
5472,2,YES,MOVE EXISTING,4,WK 22,120
1423,3,NO,-,4,WK 22,80
1733,2,YES,HIRE,4,WK 22,120
1754,2,YES,MOVE EXISTING,4,WK 22,120
2618,2,YES,HIRE,4,WK 22,120
2700,2,YES,HIRE,4,WK 22,120
2866,3,NO,-,3,WK 22,80
2867,2,YES,HIRE,4,WK 22,120
2869,1,YES,HIRE,4,WK 22,140
4540,3,NO,-,4,WK 22,80
5048,2,YES,MOVE EXISTING,4,WK 22,120
5893,3,NO,-,4,WK 22,80
1592,3,NO,-,4,WK 22,80
1611,1,YES,MOVE EXISTING,4,WK 22,140
1798,3,NO,-,4,WK 22,80
1928,2,YES,MOVE EXISTING,4,WK 22,120
1987,2,YES,HIRE,4,WK 22,120
2273,2,YES,HIRE,4,WK 22,120
2354,2,YES,HIRE,4,WK 22,120
2693,2,YES,HIRE,4,WK 22,120
3632,3,NO,-,4,WK 22,80
3726,1,YES,MOVE EXISTING,4,WK 22,140
4243,1,YES,HIRE,4,WK 22,140
2558,2,YES,HIRE,4,WK 22,120
2559,1,YES,HIRE,4,WK 22,140
2692,1,YES,HIRE,4,WK 22,140
2873,2,YES,MOVE EXISTING,4,WK 22,120
2959,1,YES,MOVE EXISTING,4,WK 22,140
3487,2,YES,HIRE,4,WK 22,120
4424,1,YES,MOVE EXISTING,4,WK 22,140
4660,2,YES,HIRE,4,WK 22,120
5844,1,YES,MOVE EXISTING,4,WK 22,140
1416,3,NO,-,3,WK 22,80
1913,2,YES,HIRE,4,WK 22,120
2191,3,NO,-,4,WK 22,80
2350,2,YES,HIRE,4,WK 22,120
3445,2,YES,MOVE EXISTING,4,WK 22,120
4479,2,YES,HIRE,4,WK 22,120
5028,2,YES,MOVE EXISTING,4,WK 22,120
5029,2,YES,MOVE EXISTING,4,WK 22,120
5030,2,YES,MOVE EXISTING,4,WK 22,120
5385,2,YES,HIRE,4,WK 22,120
1429,2,YES,MOVE EXISTING,4,WK 22,120
1445,3,NO,-,4,WK 22,80
1448,2,YES,MOVE EXISTING,4,WK 22,120
1539,2,YES,MOVE EXISTING,4,WK 22,120
1622,2,YES,HIRE,4,WK 22,120
1628,2,YES,MOVE EXISTING,4,WK 22,120
1986,2,YES,MOVE EXISTING,4,WK 22,120
2613,3,NO,-,3,WK 22,80
3809,3,NO,-,3,WK 22,80
5309,3,NO,-,4,WK 22,80
5471,2,YES,HIRE,4,WK 22,120
1479,2,YES,MOVE EXISTING,4,WK 22,120
1487,2,YES,MOVE EXISTING,4,WK 22,120
1576,1,YES,MOVE EXISTING,4,WK 22,140
1618,2,YES,MOVE EXISTING,4,WK 22,120
2276,2,YES,MOVE EXISTING,4,WK 22,120
2544,1,YES,MOVE EXISTING,4,WK 22,140
2817,2,YES,MOVE EXISTING,4,WK 22,120
2818,1,YES,MOVE EXISTING,4,WK 22,140
4631,1,YES,MOVE EXISTING,4,WK 22,140
1568,1,YES,HIRE,4,WK 22,140
1770,2,YES,MOVE EXISTING,4,WK 22,120
1820,3,NO,-,4,WK 22,80
1883,2,YES,MOVE EXISTING,4,WK 22,120
1885,2,YES,HIRE,4,WK 22,120
2008,3,NO,-,3,WK 22,80
2287,2,YES,HIRE,4,WK 22,120
2540,3,NO,-,4,WK 22,80
2603,3,NO,-,3,WK 22,80
3223,2,YES,HIRE,4,WK 22,120
4643,3,NO,-,4,WK 22,80
1264,2,YES,HIRE,4,WK 22,120
1330,2,YES,MOVE EXISTING,4,WK 22,120
1333,3,NO,-,4,WK 22,80
1433,2,YES,MOVE EXISTING,4,WK 22,120
1718,2,YES,HIRE,4,WK 22,120
1750,2,YES,MOVE EXISTING,4,WK 22,120
2542,3,NO,-,2,WK 22,80
3206,2,YES,MOVE EXISTING,4,WK 22,120
3300,3,NO,-,4,WK 22,80
3840,2,YES,MOVE EXISTING,4,WK 22,120
5355,3,NO,-,3,WK 22,80
1228,2,YES,MOVE EXISTING,4,WK 22,120
1404,3,NO,-,4,WK 22,80
1489,3,NO,-,3,WK 22,80
1668,2,YES,MOVE EXISTING,4,WK 22,120
1735,2,YES,HIRE,4,WK 22,120
3891,1,YES,MOVE EXISTING,4,WK 22,140
3893,2,YES,MOVE EXISTING,4,WK 22,120
5199,2,YES,MOVE EXISTING,4,WK 22,120
5276,3,NO,-,3,WK 22,80
9,2,YES,MOVE EXISTING,4,WK 22,120
19,1,YES,HIRE,4,WK 22,140
30,3,NO,-,4,WK 22,80
37,2,YES,HIRE,4,WK 22,120
69,2,YES,MOVE EXISTING,4,WK 22,120
82,3,NO,-,3,WK 22,80
95,2,YES,MOVE EXISTING,4,WK 22,120
122,3,NO,-,4,WK 22,80
152,3,NO,-,4,WK 22,80
188,1,YES,MOVE EXISTING,4,WK 22,140
337,3,NO,-,3,WK 22,80
492,2,YES,MOVE EXISTING,4,WK 22,120
566,3,NO,-,4,WK 22,80
617,3,NO,-,3,WK 22,80
870,2,YES,HIRE,4,WK 22,120
1002,3,NO,-,4,WK 22,80
1026,2,YES,HIRE,4,WK 22,120
1162,2,YES,HIRE,4,WK 22,120
1371,2,YES,HIRE,4,WK 22,120
1783,2,YES,HIRE,4,WK 22,120
2563,3,NO,-,3,WK 22,80
4216,2,YES,HIRE,4,WK 22,120
1366,3,NO,-,3,WK 22,80
1453,1,YES,MOVE EXISTING,4,WK 22,140
1908,2,YES,HIRE,4,WK 22,120
1931,2,YES,HIRE,4,WK 22,120
2127,2,YES,MOVE EXISTING,4,WK 22,120
2271,2,YES,HIRE,4,WK 22,120
2510,3,NO,-,4,WK 22,80
2813,2,YES,HIRE,4,WK 22,120
3268,3,NO,-,4,WK 22,80
3643,3,NO,-,3,WK 22,80
5090,2,YES,HIRE,4,WK 22,120
575,2,YES,HIRE,4,WK 22,120
618,2,YES,HIRE,4,WK 22,120
937,2,YES,MOVE EXISTING,4,WK 22,120
1181,2,YES,HIRE,4,WK 22,120
1586,2,YES,MOVE EXISTING,4,WK 22,120
3403,1,YES,MOVE EXISTING,4,WK 22,140
3471,2,YES,HIRE,4,WK 22,120
3611,2,YES,HIRE,4,WK 22,120
3748,2,YES,HIRE,4,WK 22,120
5275,1,YES,HIRE,4,WK 22,140
5390,1,YES,MOVE EXISTING,4,WK 22,140
928,1,YES,MOVE EXISTING,4,WK 22,140
977,3,NO,-,3,WK 22,80
1082,2,YES,MOVE EXISTING,4,WK 22,120
1172,2,YES,MOVE EXISTING,4,WK 22,120
1173,2,YES,HIRE,4,WK 22,120
1444,2,YES,HIRE,4,WK 22,120
3309,2,YES,MOVE EXISTING,4,WK 22,120
3702,1,YES,MOVE EXISTING,4,WK 22,140
4444,2,YES,MOVE EXISTING,4,WK 22,120
5037,2,YES,MOVE EXISTING,4,WK 22,120
5054,2,YES,HIRE,4,WK 22,120
817,1,YES,HIRE,4,WK 22,140
908,1,YES,HIRE,4,WK 22,140
1086,1,YES,HIRE,4,WK 22,140
1220,1,YES,HIRE,4,WK 22,140
2881,1,YES,HIRE,4,WK 22,140
4332,1,YES,MOVE EXISTING,4,WK 22,140
4365,2,YES,HIRE,4,WK 22,120
5214,1,YES,HIRE,4,WK 22,140
5250,1,YES,HIRE,4,WK 22,140
5420,1,YES,MOVE EXISTING,4,WK 22,140
890,1,YES,MOVE EXISTING,4,WK 22,140
943,1,YES,HIRE,4,WK 22,140
955,1,YES,HIRE,4,WK 22,140
1084,2,YES,HIRE,4,WK 22,120
1374,2,YES,HIRE,4,WK 22,120
3782,1,YES,HIRE,4,WK 22,140
4588,2,YES,HIRE,4,WK 22,120
5871,3,NO,-,3,WK 22,80
5894,3,NO,-,4,WK 22,80
174,2,YES,HIRE,4,WK 22,120
649,2,YES,HIRE,4,WK 22,120
771,2,YES,HIRE,4,WK 22,120
931,2,YES,HIRE,4,WK 22,120
956,3,NO,-,3,WK 22,80
973,1,YES,HIRE,4,WK 22,140
974,2,YES,MOVE EXISTING,4,WK 22,120
1068,2,YES,HIRE,4,WK 22,120
1702,2,YES,HIRE,4,WK 22,120
3538,2,YES,HIRE,4,WK 22,120
5455,1,YES,HIRE,4,WK 22,140
814,2,YES,HIRE,4,WK 22,120
929,2,YES,HIRE,4,WK 22,120
1087,1,YES,HIRE,4,WK 22,140
1436,2,YES,HIRE,4,WK 22,120
1541,1,YES,MOVE EXISTING,4,WK 22,140
2176,2,YES,HIRE,4,WK 22,120
3348,2,YES,HIRE,4,WK 22,120
3527,2,YES,HIRE,4,WK 22,120
4260,2,YES,HIRE,4,WK 22,120
4446,2,YES,HIRE,4,WK 22,120
5301,1,YES,MOVE EXISTING,4,WK 22,140
1387,2,YES,MOVE EXISTING,4,WK 22,120
1398,2,YES,HIRE,4,WK 22,120
1517,2,YES,HIRE,4,WK 22,120
1589,2,YES,HIRE,4,WK 22,120
1916,2,YES,HIRE,4,WK 22,120
2789,2,YES,MOVE EXISTING,4,WK 22,120
2962,1,YES,HIRE,4,WK 22,140
2963,2,YES,HIRE,4,WK 22,120
3858,3,NO,-,4,WK 22,80
5882,2,YES,MOVE EXISTING,4,WK 22,120
5911,3,NO,-,3,WK 22,80
1349,1,YES,HIRE,4,WK 22,140
1845,2,YES,HIRE,4,WK 22,120
1851,2,YES,HIRE,4,WK 22,120
2151,1,YES,HIRE,4,WK 22,140
2591,1,YES,MOVE EXISTING,4,WK 22,140
2946,1,YES,MOVE EXISTING,4,WK 22,140
2987,1,YES,HIRE,4,WK 22,140
3625,2,YES,HIRE,4,WK 22,120
5325,2,YES,HIRE,4,WK 22,120
5932,2,YES,HIRE,4,WK 22,120
528,2,YES,HIRE,4,WK 22,120
769,2,YES,HIRE,4,WK 22,120
1004,1,YES,MOVE EXISTING,4,WK 22,140
1171,2,YES,HIRE,4,WK 22,120
2459,2,YES,MOVE EXISTING,4,WK 22,120
3370,2,YES,MOVE EXISTING,4,WK 22,120
3474,2,YES,HIRE,4,WK 22,120
5264,2,YES,HIRE,4,WK 22,120
5727,2,YES,HIRE,4,WK 22,120
580,2,YES,HIRE,4,WK 22,120
666,2,YES,MOVE EXISTING,4,WK 22,120
718,1,YES,MOVE EXISTING,4,WK 22,140
725,1,YES,MOVE EXISTING,4,WK 22,140
759,3,NO,-,3,WK 22,80
859,2,YES,HIRE,4,WK 22,120
968,1,YES,HIRE,4,WK 22,140
3347,2,YES,HIRE,4,WK 22,120
3887,2,YES,HIRE,4,WK 22,120
5035,2,YES,HIRE,4,WK 22,120
623,1,YES,HIRE,4,WK 22,140
721,2,YES,HIRE,4,WK 22,120
778,2,YES,HIRE,4,WK 22,120
811,2,YES,HIRE,4,WK 22,120
1874,3,NO,-,4,WK 22,80
2237,1,YES,MOVE EXISTING,4,WK 22,140
2484,2,YES,HIRE,4,WK 22,120
3349,2,YES,HIRE,4,WK 22,120
3387,2,YES,HIRE,4,WK 22,120
6190,2,YES,MOVE EXISTING,4,WK 22,120
1511,2,YES,HIRE,4,WK 22,120
1590,1,YES,MOVE EXISTING,4,WK 22,140
1996,1,YES,MOVE EXISTING,4,WK 22,140
3163,1,YES,MOVE EXISTING,4,WK 22,140
3235,1,YES,MOVE EXISTING,4,WK 22,140
3311,2,YES,HIRE,4,WK 22,120
3397,2,YES,HIRE,4,WK 22,120
64,3,NO,-,3,WK 22,80
93,2,YES,HIRE,4,WK 22,120
97,3,NO,-,3,WK 22,80
104,3,NO,-,4,WK 22,80
106,3,NO,-,3,WK 22,80
107,3,NO,-,4,WK 22,80
120,3,NO,-,4,WK 22,80
177,2,YES,MOVE EXISTING,4,WK 22,120
335,2,YES,MOVE EXISTING,4,WK 22,120
410,2,YES,HIRE,4,WK 22,120
675,3,NO,-,4,WK 22,80
677,2,YES,MOVE EXISTING,4,WK 22,120
308,2,YES,MOVE EXISTING,4,WK 22,120
406,2,YES,HIRE,4,WK 22,120
416,2,YES,HIRE,4,WK 22,120
656,2,YES,MOVE EXISTING,4,WK 22,120
667,3,NO,-,4,WK 22,80
668,2,YES,HIRE,4,WK 22,120
682,1,YES,HIRE,4,WK 22,140
735,2,YES,HIRE,4,WK 22,120
737,3,NO,-,4,WK 22,80
2757,2,YES,HIRE,4,WK 22,120
5057,2,YES,MOVE EXISTING,4,WK 22,120
488,3,NO,-,3,WK 22,80
858,3,NO,-,2,WK 22,80
1077,2,YES,MOVE EXISTING,4,WK 22,120
1223,2,YES,MOVE EXISTING,4,WK 22,120
1375,2,YES,MOVE EXISTING,4,WK 22,120
1408,2,YES,HIRE,4,WK 22,120
3307,2,YES,MOVE EXISTING,4,WK 22,120
4427,3,NO,-,4,WK 22,80
4520,2,YES,HIRE,4,WK 22,120
5172,3,NO,-,3,WK 22,80
5422,2,YES,HIRE,4,WK 22,120
87,2,YES,HIRE,4,WK 22,120
116,3,NO,-,2,WK 22,80
278,2,YES,MOVE EXISTING,4,WK 22,120
323,3,NO,-,3,WK 22,80
376,1,YES,MOVE EXISTING,4,WK 22,140
448,2,YES,MOVE EXISTING,4,WK 22,120
450,2,YES,MOVE EXISTING,4,WK 22,120
876,3,NO,-,3,WK 22,80
1169,3,NO,-,3,WK 22,80
3868,2,YES,MOVE EXISTING,4,WK 22,120
6932,3,NO,-,4,WK 22,80
23,2,YES,MOVE EXISTING,4,WK 22,120
98,3,NO,-,4,WK 22,80
149,3,NO,-,3,WK 22,80
244,3,NO,-,3,WK 22,80
307,1,YES,MOVE EXISTING,4,WK 22,140
976,3,NO,-,3,WK 22,80
1108,3,NO,-,3,WK 22,80
1109,3,NO,-,3,WK 22,80
1110,3,NO,-,3,WK 22,80
1193,2,YES,MOVE EXISTING,4,WK 22,120
16,2,YES,MOVE EXISTING,4,WK 22,120
55,3,NO,-,3,WK 22,80
66,3,NO,-,4,WK 22,80
67,3,NO,-,4,WK 22,80
125,2,YES,HIRE,4,WK 22,120
141,2,YES,MOVE EXISTING,4,WK 22,120
209,3,NO,-,2,WK 22,80
230,3,NO,-,2,WK 22,80
279,3,NO,-,3,WK 22,80
358,3,NO,-,3,WK 22,80
388,2,YES,MOVE EXISTING,4,WK 22,120
3231,3,NO,-,3,WK 22,80
1,1,YES,MOVE EXISTING,4,WK 22,140
4,2,YES,MOVE EXISTING,4,WK 22,120
100,1,YES,MOVE EXISTING,4,WK 22,140
4108,2,YES,HIRE,4,WK 22,120
5260,1,YES,MOVE EXISTING,4,WK 22,140
5261,3,NO,-,4,WK 22,80
85,2,YES,HIRE,4,WK 22,120
124,2,YES,MOVE EXISTING,4,WK 22,120
126,2,YES,MOVE EXISTING,4,WK 22,120
3230,2,YES,MOVE EXISTING,4,WK 22,120
4460,2,YES,MOVE EXISTING,4,WK 22,120
5244,3,NO,-,4,WK 22,80
5706,3,NO,-,4,WK 22,80
33,3,NO,-,3,WK 22,80
52,2,YES,MOVE EXISTING,4,WK 22,120
58,1,YES,MOVE EXISTING,4,WK 22,140
127,3,NO,-,4,WK 22,80
133,3,NO,-,3,WK 22,80
261,1,YES,MOVE EXISTING,4,WK 22,140
296,3,NO,-,3,WK 22,80
318,3,NO,-,4,WK 22,80
336,3,NO,-,3,WK 22,80
1065,3,NO,-,4,WK 22,80
5433,3,NO,-,3,WK 22,80
5,1,YES,MOVE EXISTING,4,WK 22,140
7,2,YES,MOVE EXISTING,4,WK 22,120
8,3,NO,-,4,WK 22,80
24,2,YES,HIRE,4,WK 22,120
169,3,NO,-,3,WK 22,80
1105,2,YES,MOVE EXISTING,4,WK 22,120
2575,3,NO,-,4,WK 22,80
2587,1,YES,MOVE EXISTING,4,WK 22,140
4168,3,NO,-,4,WK 22,80
83,3,NO,-,3,WK 22,80
102,3,NO,-,3,WK 22,80
167,3,NO,-,3,WK 22,80
171,3,NO,-,3,WK 22,80
289,3,NO,-,2,WK 22,80
339,3,NO,-,2,WK 22,80
348,2,YES,MOVE EXISTING,4,WK 22,120
530,2,YES,HIRE,4,WK 22,120
714,3,NO,-,3,WK 22,80
3331,1,YES,MOVE EXISTING,4,WK 22,140
11,2,YES,MOVE EXISTING,4,WK 22,120
18,3,NO,-,3,WK 22,80
57,3,NO,-,3,WK 22,80
71,3,NO,-,4,WK 22,80
119,2,YES,MOVE EXISTING,4,WK 22,120
157,1,YES,MOVE EXISTING,4,WK 22,140
160,3,NO,-,4,WK 22,80
281,3,NO,-,4,WK 22,80
788,3,NO,-,3,WK 22,80
1114,3,NO,-,3,WK 22,80
1147,3,NO,-,3,WK 22,80
13,3,NO,-,4,WK 22,80
17,2,YES,MOVE EXISTING,4,WK 22,120
34,3,NO,-,3,WK 22,80
48,3,NO,-,3,WK 22,80
59,2,YES,MOVE EXISTING,4,WK 22,120
79,2,YES,MOVE EXISTING,4,WK 22,120
92,3,NO,-,3,WK 22,80
267,3,NO,-,4,WK 22,80
338,3,NO,-,3,WK 22,80
888,3,NO,-,3,WK 22,80
7249,3,NO,-,3,WK 22,80
1455,2,YES,MOVE EXISTING,4,WK 22,120
1801,1,YES,HIRE,4,WK 22,140
2978,2,YES,HIRE,4,WK 22,120
3284,2,YES,HIRE,4,WK 22,120
3285,2,YES,MOVE EXISTING,4,WK 22,120
3631,2,YES,HIRE,4,WK 22,120
4279,2,YES,MOVE EXISTING,4,WK 22,120
4503,1,YES,MOVE EXISTING,4,WK 22,140
5147,1,YES,MOVE EXISTING,4,WK 22,140
251,2,YES,MOVE EXISTING,4,WK 22,120
265,2,YES,HIRE,4,WK 22,120
412,2,YES,HIRE,4,WK 22,120
516,2,YES,MOVE EXISTING,4,WK 22,120
827,2,YES,HIRE,4,WK 22,120
1022,2,YES,HIRE,4,WK 22,120
1044,2,YES,HIRE,4,WK 22,120
2688,2,YES,HIRE,4,WK 22,120
3764,2,YES,HIRE,4,WK 22,120
6467,2,YES,HIRE,4,WK 22,120
220,1,YES,MOVE EXISTING,4,WK 22,140
228,1,YES,HIRE,4,WK 22,140
353,3,NO,-,4,WK 22,80
371,1,YES,MOVE EXISTING,4,WK 22,140
590,2,YES,MOVE EXISTING,4,WK 22,120
804,2,YES,MOVE EXISTING,4,WK 22,120
963,2,YES,MOVE EXISTING,4,WK 22,120
3431,2,YES,HIRE,4,WK 22,120
4509,3,NO,-,4,WK 22,80
5359,2,YES,HIRE,4,WK 22,120
284,1,YES,HIRE,4,WK 22,140
471,1,YES,MOVE EXISTING,4,WK 22,140
896,1,YES,HIRE,4,WK 22,140
3014,2,YES,HIRE,4,WK 22,120
3432,2,YES,MOVE EXISTING,4,WK 22,120
3433,2,YES,MOVE EXISTING,4,WK 22,120
5288,1,YES,MOVE EXISTING,4,WK 22,140
5810,2,YES,HIRE,4,WK 22,120
807,1,YES,MOVE EXISTING,4,WK 22,140
880,1,YES,MOVE EXISTING,4,WK 22,140
1178,2,YES,MOVE EXISTING,4,WK 22,120
2649,2,YES,MOVE EXISTING,4,WK 22,120
2834,2,YES,HIRE,4,WK 22,120
3044,2,YES,MOVE EXISTING,4,WK 22,120
3274,2,YES,HIRE,4,WK 22,120
5080,2,YES,MOVE EXISTING,4,WK 22,120
5416,1,YES,MOVE EXISTING,4,WK 22,140
202,3,NO,-,4,WK 22,80
1117,2,YES,MOVE EXISTING,4,WK 22,120
1484,3,NO,-,NEW STORE,WK 22,120
2918,3,NO,-,4,WK 22,80
2973,2,YES,MOVE EXISTING,4,WK 22,120
3406,2,YES,MOVE EXISTING,4,WK 22,120
3482,2,YES,HIRE,4,WK 22,120
5210,2,YES,MOVE EXISTING,4,WK 22,120
5672,3,NO,-,4,WK 22,80
5673,3,NO,-,4,WK 22,80
206,2,YES,HIRE,4,WK 22,120
467,2,YES,HIRE,4,WK 22,120
3286,3,NO,-,4,WK 22,80
4627,2,YES,HIRE,4,WK 22,120
5211,2,YES,HIRE,4,WK 22,120
5311,2,YES,HIRE,4,WK 22,120
5707,2,YES,HIRE,4,WK 22,120
6963,2,YES,HIRE,4,WK 22,120
260,1,YES,MOVE EXISTING,4,WK 22,140
286,2,YES,MOVE EXISTING,4,WK 22,120
565,2,YES,HIRE,4,WK 22,120
1118,1,YES,HIRE,4,WK 22,140
2667,1,YES,HIRE,4,WK 22,140
4164,2,YES,HIRE,4,WK 22,120
4215,3,NO,-,4,WK 22,80
5191,1,YES,MOVE EXISTING,4,WK 22,140
263,3,NO,-,NEW STORE,WK 22,120
1250,2,YES,MOVE EXISTING,NEW STORE,WK 22,120
2086,2,YES,HIRE,4,WK 22,120
2463,3,NO,-,4,WK 22,80
2883,2,YES,MOVE EXISTING,4,WK 22,120
2926,3,NO,-,3,WK 22,80
3777,2,YES,MOVE EXISTING,4,WK 22,120
5866,2,YES,HIRE,4,WK 22,120
6300,2,YES,MOVE EXISTING,4,WK 22,120
7178,2,YES,MOVE EXISTING,4,WK 22,120
211,2,YES,HIRE,4,WK 22,120
248,2,YES,HIRE,4,WK 22,120
320,3,NO,-,2,WK 22,80
561,3,NO,-,3,WK 22,80
610,2,YES,MOVE EXISTING,4,WK 22,120
746,1,YES,HIRE,4,WK 22,140
939,1,YES,MOVE EXISTING,4,WK 22,140
1254,1,YES,MOVE EXISTING,4,WK 22,140
5389,2,YES,HIRE,4,WK 22,120
6929,2,YES,HIRE,4,WK 22,120
7156,2,YES,HIRE,4,WK 22,120
421,1,YES,MOVE EXISTING,4,WK 22,140
940,2,YES,HIRE,4,WK 22,120
972,2,YES,MOVE EXISTING,4,WK 22,120
2737,2,YES,MOVE EXISTING,NEW STORE,WK 22,120
2980,1,YES,MOVE EXISTING,4,WK 22,140
3773,2,YES,MOVE EXISTING,4,WK 22,120
4165,2,YES,HIRE,4,WK 22,120
5247,2,YES,MOVE EXISTING,4,WK 22,120
5312,1,YES,MOVE EXISTING,4,WK 22,140
5316,1,YES,MOVE EXISTING,4,WK 22,140
5764,2,YES,MOVE EXISTING,4,WK 22,120
297,1,YES,HIRE,4,WK 22,140
744,1,YES,HIRE,4,WK 22,140
849,1,YES,HIRE,4,WK 22,140
1103,1,YES,HIRE,4,WK 22,140
1279,1,YES,HIRE,4,WK 22,140
1837,1,YES,MOVE EXISTING,4,WK 22,140
4298,1,YES,HIRE,4,WK 22,140
6579,1,YES,HIRE,4,WK 22,140
194,1,YES,MOVE EXISTING,4,WK 22,140
522,2,YES,MOVE EXISTING,4,WK 22,120
1137,1,YES,MOVE EXISTING,4,WK 22,140
1186,2,YES,HIRE,4,WK 22,120
2439,2,YES,HIRE,4,WK 22,120
3298,2,YES,HIRE,4,WK 22,120
3500,1,YES,HIRE,4,WK 22,140
5116,1,YES,MOVE EXISTING,4,WK 22,140
462,1,YES,MOVE EXISTING,4,WK 22,140
482,3,NO,-,2,WK 22,80
504,1,YES,MOVE EXISTING,4,WK 22,140
527,2,YES,HIRE,4,WK 22,120
529,1,YES,HIRE,4,WK 22,140
808,1,YES,MOVE EXISTING,4,WK 22,140
1405,2,YES,HIRE,4,WK 22,120
5388,1,YES,MOVE EXISTING,4,WK 22,140
546,1,YES,MOVE EXISTING,4,WK 22,140
872,1,YES,HIRE,4,WK 22,140
915,1,YES,MOVE EXISTING,4,WK 22,140
2505,2,YES,HIRE,4,WK 22,120
2993,1,YES,MOVE EXISTING,4,WK 22,140
3510,2,YES,HIRE,4,WK 22,120
3572,1,YES,MOVE EXISTING,4,WK 22,140
5449,2,YES,MOVE EXISTING,4,WK 22,120
772,2,YES,HIRE,4,WK 22,120
2066,1,YES,MOVE EXISTING,4,WK 22,140
2718,1,YES,MOVE EXISTING,4,WK 22,140
3296,2,YES,HIRE,4,WK 22,120
3302,1,YES,MOVE EXISTING,4,WK 22,140
3584,1,YES,MOVE EXISTING,4,WK 22,140
3827,2,YES,MOVE EXISTING,4,WK 22,120
344,3,NO,-,3,WK 22,80
768,1,YES,MOVE EXISTING,4,WK 22,140
1040,1,YES,MOVE EXISTING,4,WK 22,140
1409,2,YES,HIRE,4,WK 22,120
3226,1,YES,MOVE EXISTING,4,WK 22,140
3640,2,YES,MOVE EXISTING,4,WK 22,120
4111,2,YES,MOVE EXISTING,4,WK 22,120
4512,2,YES,MOVE EXISTING,4,WK 22,120
5246,3,NO,-,3,WK 22,80
703,2,YES,HIRE,4,WK 22,120
2257,1,YES,MOVE EXISTING,4,WK 22,140
3297,1,YES,HIRE,4,WK 22,140
4416,2,YES,MOVE EXISTING,4,WK 22,120
4538,2,YES,MOVE EXISTING,4,WK 22,120
5045,1,YES,MOVE EXISTING,4,WK 22,140
5091,1,YES,MOVE EXISTING,4,WK 22,140
6930,1,YES,MOVE EXISTING,4,WK 22,140
440,2,YES,HIRE,4,WK 22,120
442,2,YES,MOVE EXISTING,4,WK 22,120
458,2,YES,MOVE EXISTING,4,WK 22,120
464,1,YES,MOVE EXISTING,4,WK 22,140
470,1,YES,MOVE EXISTING,4,WK 22,140
490,2,YES,MOVE EXISTING,4,WK 22,120
791,1,YES,HIRE,4,WK 22,140
1494,1,YES,MOVE EXISTING,4,WK 22,140
5460,2,YES,MOVE EXISTING,4,WK 22,120
5898,1,YES,MOVE EXISTING,4,WK 22,140
395,1,YES,HIRE,4,WK 22,140
397,1,YES,HIRE,4,WK 22,140
429,2,YES,HIRE,4,WK 22,120
452,1,YES,HIRE,4,WK 22,140
