Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
46,2515,UBER,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202406,90.40%,97.50%,9.1,87.70%,94.10%,89.70%,90.00%
59,4053,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202406,88.10%,95.20%,8.9,86.60%,92.80%,84.70%,88.40%
41,1783,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202406,89.10%,94.10%,9.7,93.30%,87.00%,89.30%,86.60%
41,493,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202406,85.70%,97.00%,8.8,89.10%,84.00%,82.00%,87.30%
41,2783,UBER,Scheduled Standard Delivery,29,Executive Review,Recovering,Driver Supply Focus,202406,94.50%,96.40%,9.2,97.10%,88.70%,100.00%,91.90%
41,4450,UBER,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202406,90.80%,95.30%,8.6,94.80%,87.10%,93.30%,87.90%
19,2080,UBER,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202406,93.90%,95.10%,9.4,87.00%,90.50%,95.20%,100.00%
19,2350,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202406,92.30%,98.10%,9.8,96.30%,89.90%,90.30%,92.50%
19,1423,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202406,93.80%,96.60%,7.2,96.80%,89.20%,98.20%,91.10%
19,1432,SPARK,Scheduled Standard Delivery,41,Executive Review,Recovering,Driver Supply Focus,202406,90.30%,96.40%,8.6,92.80%,90.30%,88.30%,90.10%
19,2354,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202406,90.80%,93.80%,8.2,85.40%,94.00%,90.30%,93.30%
19,3632,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202406,87.40%,100.00%,5.9,86.80%,87.50%,88.00%,87.50%
19,1791,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202406,93.70%,96.40%,6.3,91.70%,98.30%,97.30%,87.30%
19,5065,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202406,90.70%,94.00%,6.7,90.80%,90.10%,88.70%,93.30%
25,334,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,85.30%,99.00%,4.7,87.90%,76.90%,87.90%,87.90%
25,957,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202406,90.40%,99.40%,5.8,86.70%,97.60%,88.10%,89.50%
25,3601,UBER,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202406,91.00%,99.30%,9,88.70%,91.30%,92.00%,92.20%
20,3722,SPARK,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202406,91.50%,100.00%,9.7,89.80%,91.50%,88.10%,96.30%
20,5040,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202406,88.10%,98.80%,5.7,87.10%,90.90%,88.00%,86.70%
20,5381,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,86.20%,97.70%,5,89.90%,87.00%,83.40%,84.70%
20,2008,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202406,91.60%,100.00%,5.9,91.00%,94.80%,86.50%,93.20%
20,2540,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202406,84.90%,99.00%,7.5,89.70%,86.90%,80.40%,81.40%
20,2199,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202406,89.40%,99.00%,8.7,90.90%,89.70%,89.00%,88.00%
20,3250,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202406,86.90%,94.70%,9.6,84.30%,86.80%,83.60%,93.20%
20,5387,SPARK,Scheduled Standard Delivery,38,Executive Review,Recovering,Driver Supply Focus,202406,92.30%,94.60%,8.3,95.10%,95.40%,83.80%,95.40%
20,5387,UBER,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202406,93.70%,94.30%,7.6,97.70%,98.10%,87.80%,91.30%
20,4285,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202406,91.50%,98.30%,9.5,89.20%,91.70%,90.70%,95.20%
20,1247,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202406,87.50%,98.80%,7.6,94.30%,78.70%,86.80%,89.50%
20,2610,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Degrading,Driver Supply Focus,202406,89.70%,98.10%,8.1,84.90%,92.00%,91.20%,91.30%
20,2792,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202406,81.40%,100.00%,5.2,77.00%,81.00%,84.00%,83.70%
20,2036,UBER,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202406,89.50%,99.70%,9.5,82.70%,89.20%,88.60%,97.80%
20,4278,UBER,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202406,90.20%,100.00%,5.7,95.70%,86.00%,90.00%,89.40%
40,2955,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202406,81.00%,89.90%,8.5,76.30%,80.10%,84.30%,86.60%
40,2955,UBER,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202406,74.20%,90.10%,9.9,74.90%,64.10%,81.30%,83.00%
59,6172,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202406,91.00%,92.40%,9.6,82.80%,95.60%,96.00%,90.20%
40,44,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202406,88.70%,99.00%,4.3,78.30%,100.00%,88.00%,89.70%
40,436,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202406,80.20%,99.20%,5.5,80.60%,84.40%,71.40%,87.00%
40,328,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202406,92.00%,98.70%,8.5,95.90%,96.90%,86.70%,87.80%
40,1761,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202406,86.30%,99.80%,9,87.80%,88.80%,74.70%,93.90%
21,591,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202406,84.00%,96.80%,9,90.00%,81.90%,75.60%,87.90%
21,1667,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202406,85.90%,91.60%,7.3,92.10%,84.80%,76.30%,89.00%
21,3282,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,85.10%,97.60%,7.2,86.40%,82.90%,85.30%,85.50%
53,1515,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202406,92.10%,97.50%,8.6,93.20%,95.00%,88.60%,91.40%
53,5669,UBER,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202406,93.40%,96.50%,9.3,88.50%,88.90%,97.30%,98.70%
53,5444,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,85.00%,99.40%,4.9,88.50%,87.80%,87.90%,76.30%
14,3461,UBER,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202406,87.60%,92.30%,8.9,83.20%,87.50%,93.20%,86.60%
3,686,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202406,85.40%,96.10%,9.7,89.50%,80.70%,85.90%,85.00%
3,889,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202406,88.40%,93.40%,9.6,89.40%,94.70%,80.40%,89.30%
3,2630,SPARK,Scheduled Standard Delivery,9,Active Monitoring,Recovering,Driver Supply Focus,202406,91.50%,92.50%,9.2,96.00%,92.20%,92.20%,85.60%
3,5392,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202406,88.00%,99.30%,8.1,92.40%,81.10%,89.50%,89.00%
3,1283,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,83.50%,99.80%,7.4,76.10%,84.40%,84.60%,89.20%
3,3877,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202406,89.50%,95.80%,8.4,91.60%,89.70%,89.90%,87.00%
59,2801,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202406,86.20%,90.00%,9.6,95.00%,84.60%,42.50%,89.50%
12,578,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202406,83.00%,89.40%,6.1,88.60%,83.70%,85.40%,76.30%
12,678,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,87.10%,89.20%,8.9,85.00%,85.10%,88.70%,89.90%
12,2496,SPARK,Scheduled Standard Delivery,34,Executive Review,Recovering,Driver Supply Focus,202406,91.60%,92.40%,9.4,96.60%,93.90%,85.10%,90.70%
12,2749,SPARK,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202406,86.90%,97.30%,6,75.00%,85.00%,92.00%,95.20%
12,3289,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202406,87.30%,97.30%,6.2,95.40%,90.30%,82.90%,79.80%
11,93,SPARK,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202406,84.50%,98.70%,9.8,88.00%,83.40%,91.80%,74.50%
11,97,UBER,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202406,82.10%,100.00%,9.1,78.30%,87.50%,79.20%,83.30%
11,120,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202406,90.60%,98.40%,9.1,88.10%,88.60%,90.50%,94.20%
12,3717,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202406,88.30%,94.30%,8,82.70%,89.80%,91.30%,89.80%
11,903,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202406,85.60%,94.60%,8.5,78.80%,88.70%,88.80%,85.90%
11,365,UBER,Scheduled Standard Delivery,6,Active Monitoring,Degrading,Driver Supply Focus,202406,88.90%,98.90%,8.4,82.50%,92.10%,92.40%,89.20%
2,1363,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202406,89.10%,99.50%,7.3,92.60%,91.80%,82.50%,89.90%
2,3627,SPARK,Scheduled Standard Delivery,13,At Risk,Recovering,Driver Supply Focus,202406,91.80%,97.10%,8.7,93.00%,93.30%,89.80%,90.80%
2,3627,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202406,89.20%,95.60%,9.3,89.80%,93.00%,85.40%,88.40%
2,2360,UBER,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202406,90.60%,98.20%,9.7,91.50%,90.50%,92.10%,88.40%
2,907,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202406,92.80%,94.60%,9.7,94.30%,91.80%,87.80%,97.30%
59,3072,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202406,89.90%,95.00%,9,88.80%,92.60%,91.00%,87.70%
42,169,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202406,91.00%,90.90%,8.2,85.90%,95.10%,92.00%,91.70%
42,3331,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202406,85.50%,93.80%,9.1,89.30%,89.90%,84.70%,77.80%
42,373,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202406,90.00%,98.50%,7.8,86.80%,88.50%,100.00%,83.90%
9,1511,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202406,84.60%,98.10%,9.4,84.40%,90.20%,76.50%,87.90%
60,1876,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202406,88.50%,93.80%,5.1,86.70%,89.70%,84.00%,94.90%
60,2037,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,85.10%,92.30%,9.9,82.10%,85.00%,87.10%,86.70%
60,2485,SPARK,Scheduled Standard Delivery,11,Active Monitoring,Recovering,Driver Supply Focus,202406,93.60%,97.80%,6.5,95.50%,90.40%,100.00%,89.40%
60,4394,SPARK,Scheduled Standard Delivery,12,At Risk,Degrading,Driver Supply Focus,202406,90.20%,98.10%,8.4,87.20%,91.40%,94.90%,87.40%
60,4394,UBER,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202406,91.30%,98.10%,9.2,93.50%,93.70%,91.90%,86.00%
57,3728,UBER,Scheduled Standard Delivery,13,At Risk,Degrading,Driver Supply Focus,202406,90.40%,100.00%,9.7,89.70%,84.50%,93.70%,92.50%
57,4557,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202406,90.00%,96.00%,8.8,85.70%,90.70%,92.30%,89.40%
57,3180,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202406,88.90%,96.20%,9.7,88.10%,92.50%,88.90%,86.70%
57,2314,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,86.80%,96.40%,6.6,82.10%,89.40%,88.30%,88.20%
57,2321,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202406,82.40%,98.80%,6.8,90.20%,72.80%,81.40%,81.60%
57,3290,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202406,91.30%,91.00%,9.1,86.30%,92.50%,95.50%,91.00%
57,5274,UBER,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202406,89.80%,96.50%,7.3,91.70%,93.40%,91.00%,85.80%
54,2293,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202406,91.20%,98.10%,6.4,90.80%,97.40%,89.70%,86.80%
54,2752,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202406,85.80%,94.50%,7.3,78.70%,91.60%,89.20%,83.90%
47,1872,UBER,Scheduled Standard Delivery,29,Executive Review,Recovering,Driver Supply Focus,202406,95.00%,92.60%,8,92.80%,98.20%,100.00%,89.50%
22,2041,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202406,91.60%,99.00%,9,89.40%,89.10%,94.80%,93.80%
22,5891,SPARK,Scheduled Express Delivery ,8,Executive Review,Degrading,Driver Supply Focus,202406,48.80%,97.80%,3.9,48.30%,40.80%,54.80%,52.10%
22,2167,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202406,87.40%,97.80%,6.9,88.60%,84.70%,92.60%,83.90%
16,2341,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202406,83.10%,88.80%,9.4,75.90%,82.30%,89.60%,84.10%
16,1924,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202406,89.20%,90.90%,7.6,96.70%,98.00%,79.90%,82.00%
16,1932,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202406,66.90%,98.10%,8.4,72.30%,62.70%,76.00%,56.80%
16,1866,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202406,93.60%,99.90%,4.8,98.80%,83.50%,95.20%,95.80%
16,1698,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,202406,92.70%,93.60%,8.9,88.70%,93.90%,91.70%,96.50%
16,2398,SPARK,Scheduled Standard Delivery,11,At Risk,Recovering,Driver Supply Focus,202406,93.20%,99.20%,5.2,93.50%,98.10%,88.10%,94.50%
16,1796,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Driver Supply Focus,202406,85.60%,88.10%,8.9,75.90%,87.50%,88.10%,90.10%
16,2138,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202406,72.40%,99.20%,5.2,72.40%,80.90%,67.10%,68.80%
16,2224,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202406,82.90%,97.40%,8.3,78.90%,88.00%,79.40%,85.60%
16,2682,SPARK,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202406,93.80%,99.10%,5.8,93.40%,97.50%,94.40%,88.70%
16,2424,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202406,92.80%,98.50%,5.3,89.70%,93.80%,93.80%,94.30%
17,2898,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,86.60%,100.00%,4.6,88.50%,89.80%,79.40%,89.40%
17,2368,UBER,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202406,91.40%,95.20%,9.8,93.50%,96.30%,92.00%,83.90%
17,3598,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202406,91.80%,100.00%,8.5,91.50%,87.20%,93.20%,95.00%
17,2135,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202406,82.70%,99.50%,6.3,98.20%,92.70%,58.20%,81.50%
17,2024,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202406,89.70%,99.80%,6.7,97.70%,79.70%,87.50%,93.70%
17,3520,UBER,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202406,79.70%,99.80%,9.3,71.20%,81.60%,82.50%,83.60%
17,3795,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202406,90.60%,98.80%,7.5,80.20%,93.50%,96.00%,92.10%
26,1385,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202406,89.80%,93.80%,10,88.30%,89.20%,92.00%,89.80%
26,2256,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202406,89.00%,97.40%,9.4,87.10%,91.60%,89.00%,88.70%
76,2210,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,80.80%,96.90%,9.5,73.50%,82.60%,80.30%,86.80%
76,2564,UBER,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202406,89.80%,100.00%,5.2,100.00%,62.50%,100.00%,86.70%
76,2833,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202406,81.30%,100.00%,6,85.00%,84.70%,80.00%,75.00%
76,2894,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202406,85.60%,99.40%,6.6,92.30%,88.90%,79.50%,81.50%
76,4372,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202406,91.10%,98.80%,7.2,84.40%,97.90%,89.50%,92.50%
76,1926,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202406,88.20%,97.20%,8.8,88.90%,87.90%,87.60%,88.40%
26,4250,UBER,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,202406,86.70%,97.90%,9.5,75.90%,86.10%,89.40%,94.00%
26,5118,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202406,88.60%,95.40%,9.7,86.30%,91.90%,88.10%,88.20%
26,5118,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202406,85.20%,94.30%,9.2,78.90%,92.90%,84.70%,84.80%
75,1652,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202406,88.10%,96.70%,9.6,83.50%,80.80%,94.50%,93.20%
75,1335,SPARK,Scheduled Standard Delivery,11,At Risk,Recovering,Driver Supply Focus,202406,95.60%,97.10%,7.4,97.20%,98.90%,97.80%,89.10%
75,1730,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202406,81.00%,99.10%,7,71.70%,83.10%,81.30%,88.80%
75,3490,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202406,94.70%,97.20%,9.5,96.10%,98.00%,95.50%,89.70%
4,4556,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202406,90.70%,96.30%,7.1,94.60%,89.60%,89.20%,89.10%
4,396,UBER,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202406,88.10%,92.00%,8.8,90.90%,88.10%,85.90%,87.10%
4,2806,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202406,88.90%,98.60%,7.8,88.90%,86.80%,91.40%,88.60%
4,1242,UBER,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202406,85.20%,94.20%,7.7,77.60%,90.70%,88.20%,84.90%
4,1317,UBER,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202406,90.90%,96.60%,8.2,88.50%,91.20%,95.10%,89.00%
4,1795,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202406,87.40%,100.00%,5.3,78.20%,90.10%,87.90%,94.20%
59,4443,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202406,88.10%,94.10%,9.2,86.30%,89.30%,89.80%,87.20%
4,1359,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202406,86.10%,89.80%,9.8,92.80%,89.70%,88.40%,72.10%
5,471,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202406,87.40%,95.20%,16.4,87.50%,87.20%,86.50%,88.40%
5,3432,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202406,81.80%,87.20%,21.3,94.20%,83.60%,80.80%,68.10%
5,3406,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,85.10%,97.80%,12.6,86.60%,85.30%,84.00%,84.40%
5,5823,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202406,87.40%,90.50%,11.7,88.50%,84.90%,89.30%,87.20%
5,590,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202406,91.80%,95.40%,12.5,95.70%,95.80%,87.20%,87.70%
5,2649,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,84.90%,90.00%,14.9,83.40%,82.10%,91.40%,82.60%
5,1254,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202406,89.50%,90.60%,12.3,92.50%,86.30%,90.00%,89.30%
44,221,,Scheduled Delivery Standard,16,At Risk,Recovering,Store Focus,202406,89.90%,87.60%,14.1,90.50%,95.20%,88.60%,85.30%
44,1626,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202406,88.00%,90.20%,15.3,82.30%,86.60%,91.90%,91.00%
64,5327,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,82.60%,82.90%,10.6,75.80%,81.90%,81.90%,89.40%
13,839,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,85.70%,94.50%,13.5,77.10%,87.00%,88.00%,93.50%
13,935,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202406,78.50%,79.90%,19.3,72.50%,85.90%,83.70%,72.00%
13,1206,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,84.80%,93.90%,14.3,75.40%,87.20%,88.20%,89.50%
13,1266,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,86.90%,90.00%,13.1,79.30%,88.80%,88.60%,91.40%
13,4683,,Scheduled Delivery Standard,19,Executive Review,-,Store Focus,202406,84.10%,84.50%,14.6,,,85.60%,83.50%
13,1136,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202406,83.70%,92.10%,12.8,79.20%,78.40%,88.40%,89.90%
13,2132,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202406,87.60%,92.60%,11.8,88.60%,80.90%,86.90%,93.70%
13,180,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202406,89.30%,95.60%,11.3,94.20%,87.10%,86.70%,89.80%
13,1128,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202406,91.00%,95.00%,13.4,86.70%,83.50%,96.40%,98.60%
13,4295,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202406,84.10%,88.50%,13.2,77.40%,82.30%,89.60%,88.30%
13,909,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202406,87.30%,97.80%,12,85.50%,90.50%,86.40%,87.00%
13,1163,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,86.30%,95.00%,14.4,84.10%,91.40%,88.10%,80.80%
13,5022,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202406,78.10%,93.50%,13.3,70.70%,83.80%,81.80%,71.70%
