Store ,Aisle Nav Ship date ,Tracking ,Pkg Wt (Lbs) ,Pkg Dimensions (in) ,Endcap Pusher Ship Date,1 Shelf Tracking,8 Shelf Tracking
415,5/25/2023,646046683460,34,54x20x8,4/5/2023,642429426909,642429425188
416,5/19/2023,646046647314,18,50x14x5,N/A,N/A,N/A
417,5/19/2023,646046647325,18,49x14x6,N/A,N/A,N/A
418,5/19/2023,646046647336,18,50x13x5,N/A,N/A,N/A
419,5/19/2023,646046647347,18,50x13x5,N/A,N/A,N/A
420,5/19/2023,646046647358,18,50x14x5,N/A,N/A,N/A
421,5/19/2023,646046647369,18,49x14x5,N/A,N/A,N/A
422,5/19/2023,646046647370,18,50x13x5,N/A,N/A,N/A
423,5/26/2023,646046683470,34,,4/5/2023,642429443603,642429445168
424,5/19/2023,646046647380,18,50x14x5,N/A,N/A,N/A
425,5/19/2023,646046647391,18,50x14x5,N/A,N/A,N/A
426,5/26/2023,646046683481,34,50x20x8,4/5/2023,642429427559,642429425832
427,5/26/2023,646046683492,34,49x21x8,4/5/2023,642429410612,642429412155
428,5/26/2023,646046688586,34,51x21x8,4/5/2023,642429426920,642429425203
429,5/19/2023,646046647406,18,50x14x5,N/A,N/A,N/A
430,5/19/2023,646046647417,18,50x14x5,4/10/2023,642429481670,642429480104
431,5/26/2023,646046683507,34,49x20x7,4/10/2023,642429481681,642429480115
432,5/19/2023,646046647428,18,50x14x5,N/A,N/A,N/A
433,5/19/2023,646046647439,18,50x14x5,4/5/2023,642429443614,642429445179
434,5/19/2023,646046647440,18,50x14x5,N/A,N/A,N/A
435,5/19/2023,646046647450,18,50x14x5,4/5/2023,642429444139,642429445672
436,5/19/2023,646046647461,18,50x14x5,N/A,N/A,N/A
437,5/19/2023,646046647472,18,50x14x5,4/5/2023,642429410634,642429412177
438,5/19/2023,646046647483,18,50x14x5,N/A,N/A,N/A
440,5/19/2023,646046647494,18,50x14x5,N/A,N/A,N/A
442,5/26/2023,646046683518,34,50x19x7,4/5/2023,642429410656,642429412199
443,5/19/2023,646046647509,18,50x14x5,N/A,N/A,N/A
444,5/26/2023,646046683529,34,56x21x8,4/6/2023,642429475860,642429477461
445,5/19/2023,646046647510,18,38x14x5,N/A,N/A,N/A
446,5/19/2023,646046647520,18,49x14x5,4/5/2023,642429410667,642429412214
447,5/26/2023,646046683530,34,50x20x8,4/5/2023,642429410690,642429412247
448,5/19/2023,646046647531,18,50x14x5,4/5/2023,642429426942,642429425214
449,5/25/2023,646046683540,34,49x19x7,4/5/2023,642429410715,642429412258
450,5/19/2023,646046647542,18,50x14x5,4/5/2023,642429426953,642429425225
451,5/19/2023,646046647553,18,50x14x5,N/A,N/A,N/A
452,5/19/2023,646046647564,18,50x14x5,N/A,N/A,N/A
453,5/19/2023,646046647575,18,50x14x5,N/A,N/A,N/A
454,5/19/2023,646046647586,18,50x14x5,N/A,N/A,N/A
456,5/19/2023,646046647597,18,50x14x5,N/A,N/A,N/A
457,5/26/2023,646046688597,34,51x21x8,4/5/2023,642429410737,642429412270
458,5/25/2023,646046683551,34,50x21x8,4/5/2023,642429410748,642429412291
459,5/19/2023,646046647601,18,51x14x5,N/A,N/A,N/A
461,5/25/2023,646046683562,34,50x20x7,4/5/2023,642429410760,642429412306
462,5/19/2023,646046647612,18,50x14x5,4/5/2023,642429410781,642429412339
463,5/19/2023,646046647623,18,50x14x5,N/A,N/A,N/A
464,5/19/2023,646046647634,18,49x14x6,N/A,N/A,N/A
465,5/19/2023,646046647645,18,51x14x5,N/A,N/A,N/A
466,5/19/2023,646046647656,18,49x14x6,N/A,N/A,N/A
467,5/26/2023,646046683573,34,49x20x7,4/5/2023,642429410807,642429412350
468,5/19/2023,646046647667,18,49x14x5,N/A,N/A,N/A
469,5/26/2023,646046683584,34,51x20x8,4/5/2023,642429426975,642429425247
470,5/19/2023,646046647678,18,49x14x5,N/A,N/A,N/A
471,5/19/2023,646046647689,18,50x14x5,N/A,N/A,N/A
472,5/26/2023,646046689148,34,51x21x8,4/3/2023,642429388168,642429386603
473,5/19/2023,646046647690,18,50x14x5,N/A,N/A,N/A
475,5/19/2023,646046647704,18,49x14x5,N/A,N/A,N/A
476,5/26/2023,646046688601,34,51x21x8,4/5/2023,642429410829,642429412372
477,5/19/2023,646046647715,18,50x14x5,N/A,N/A,N/A
478,5/19/2023,646046647726,18,49x14x5,N/A,N/A,N/A
479,5/23/2023,646046667897,18,50x14x6,N/A,N/A,N/A
481,5/25/2023,646046683595,34,50x19x7,4/5/2023,642429444150,642429445683
482,5/19/2023,646046647737,18,49x14x5,4/5/2023,642429410851,642429412394
483,5/19/2023,646046647748,18,50x14x5,N/A,N/A,N/A
484,5/26/2023,646046688612,34,51x21x8,4/3/2023,642429387540,642429385982
485,5/19/2023,646046647759,18,49x14x5,N/A,N/A,N/A
486,5/26/2023,646046688623,34,51x21x8,4/3/2023,642429387551,642429385993
488,5/19/2023,646046647760,18,50x14x5,N/A,N/A,N/A
489,5/26/2023,646046683600,34,51x21x8,4/5/2023,642429426986,642429425258
490,5/25/2023,646046683610,34,49x19x8,4/5/2023,642429410873,642429412410
491,5/26/2023,646046683621,34,,4/10/2023,642429481692,642429480126
492,5/26/2023,646046683632,34,,4/11/2023,642429485768,642429484132
493,5/19/2023,646046647770,18,50x14x5,N/A,N/A,N/A
494,5/26/2023,646046683643,34,,4/5/2023,642429426302,642429424550
495,5/19/2023,646046647781,18,50x14x5,4/6/2023,642429476101,642429477689
497,5/19/2023,646046647792,18,50x14x5,4/10/2023,642429481707,642429480137
498,5/19/2023,646046647807,18,49x14x6,N/A,N/A,N/A
499,5/23/2023,646046667901,18,50x14x5,N/A,N/A,N/A
500,5/19/2023,646046647818,18,50x14x6,4/5/2023,642429410895,642429412431
501,5/19/2023,646046647829,18,49x14x6,N/A,N/A,N/A
502,5/19/2023,646046647830,18,50x14x5,N/A,N/A,N/A
503,5/19/2023,646046647840,18,50x14x5,4/5/2023,642429410921,642429412442
504,5/19/2023,646046647851,18,49x14x6,N/A,N/A,N/A
505,5/19/2023,646046647862,18,50x14x5,4/5/2023,642429426997,642429425270
506,5/19/2023,646046647873,18,50x14x5,N/A,N/A,N/A
507,5/19/2023,646046647884,18,50x14x5,N/A,N/A,N/A
508,5/19/2023,646046647895,18,49x14x5,N/A,N/A,N/A
510,5/19/2023,646046647900,18,50x14x5,N/A,N/A,N/A
511,5/24/2023,646046680894,34,50x19x8,4/5/2023,642429444460,642429446028
512,5/19/2023,646046647910,18,49x14x5,N/A,N/A,N/A
513,5/19/2023,646046647921,18,50x14x5,N/A,N/A,N/A
514,5/24/2023,646046680909,34,49x20x8,4/5/2023,642429444470,642429446039
515,5/19/2023,646046638993,18,50x13x5,4/10/2023,642429482081,642429480480
516,5/25/2023,646046683654,34,49x19x8,4/5/2023,642429427581,642429425865
517,5/23/2023,646046667912,18,50x14x5,N/A,N/A,N/A
518,5/19/2023,646046647932,18,50x14x5,N/A,N/A,N/A
519,5/26/2023,646046683665,34,50x20x7,4/10/2023,642429481718,642429480159
520,5/19/2023,646046647943,18,50x14x6,N/A,N/A,N/A
521,5/26/2023,646046683676,34,50x20x7,4/5/2023,642429427011,642429425280
522,5/25/2023,646046683687,34,49x19x8,4/5/2023,642429410932,642429412464
523,5/19/2023,646046647954,18,49x14x5,N/A,N/A,N/A
524,5/19/2023,646046647965,18,50x14x5,N/A,N/A,N/A
525,5/19/2023,646046647976,18,49x14x5,N/A,N/A,N/A
526,5/26/2023,646046688634,34,51x20x8,4/10/2023,642429481729,642429480160
527,5/25/2023,646046683698,34,50x19x8,4/5/2023,642429410954,642429412486
528,5/26/2023,646046688645,34,51x21x8,4/3/2023,642429380796,642429379050
529,5/26/2023,646046688656,34,51x21x8,4/5/2023,642429410976,642429412512
530,5/19/2023,646046647987,18,50x14x5,4/3/2023,642429386901,642429385342
531,5/25/2023,646046683702,34,50x21x7,4/5/2023,642429427022,642429425291
532,5/19/2023,646046647998,18,49x14x5,4/5/2023,642429427033,642429425306
533,5/25/2023,646046683713,34,51x21x7,4/5/2023,642429427044,642429425317
535,5/19/2023,646046648001,18,50x14x5,N/A,N/A,N/A
536,5/19/2023,646046648012,18,50x14x5,4/5/2023,642429410998,642429412523
537,5/19/2023,646046648023,18,50x14x5,N/A,N/A,N/A
538,5/19/2023,646046648034,18,50x14x5,4/3/2023,642429380800,642429379082
539,5/19/2023,646046648045,18,50x14x5,N/A,N/A,N/A
540,5/25/2023,646046683724,34,50x20x7,4/5/2023,642429427055,642429425328
541,5/25/2023,646046683735,34,50x20x7,4/5/2023,642429427066,642429425340
542,5/19/2023,646046648056,18,50x14x5,N/A,N/A,N/A
543,5/25/2023,646046683746,34,59x22x8,4/5/2023,642429427077,642429425361
544,5/23/2023,646046667923,18,50x18x16,4/3/2023,642429388179,642429386614
545,5/19/2023,646046648067,18,50x14x5,N/A,N/A,N/A
546,5/19/2023,646046648078,18,50x14x5,4/5/2023,642429411012,642429412545
547,5/19/2023,646046648089,18,49x14x6,4/3/2023,642429380822,642429379093
548,5/19/2023,646046648090,18,50x14x5,N/A,N/A,N/A
549,5/23/2023,646046667934,18,50x14x5,N/A,N/A,N/A
550,5/19/2023,646046648104,18,50x14x6,N/A,N/A,N/A
551,5/19/2023,646046648115,18,50x14x5,4/3/2023,642429380844,642429379119
552,5/19/2023,646046648126,18,49x14x5,N/A,N/A,N/A
553,5/25/2023,646046683757,34,49x19x8,4/5/2023,642429427099,642429425372
554,5/19/2023,646046648137,18,49x14x5,N/A,N/A,N/A
555,5/25/2023,646046683768,34,50x20x9,4/5/2023,642429426346,642429424608
556,5/19/2023,646046648148,18,49x14x5,N/A,N/A,N/A
557,5/25/2023,646046683779,34,49x20x8,4/3/2023,642429387562,642429386007
558,5/25/2023,646046683780,34,49x19x8,4/3/2023,642429387573,642429386018
559,5/19/2023,646046648159,18,50x14x6,N/A,N/A,N/A
560,5/19/2023,646046648160,18,51x14x5,4/6/2023,642429475870,642429477472
561,5/19/2023,646046648170,18,49x14x5,N/A,N/A,N/A
562,5/19/2023,646046648181,18,50x14x5,N/A,N/A,N/A
563,5/19/2023,646046648192,18,50x14x5,N/A,N/A,N/A
564,5/26/2023,646046689159,34,51x21x8,4/3/2023,642429388205,642429386647
565,5/25/2023,646046683790,34,49x20x8,4/5/2023,642429427630,642429425935
566,5/19/2023,646046648207,18,50x14x5,N/A,N/A,N/A
568,5/19/2023,646046648218,18,50x15x5,N/A,N/A,N/A
569,5/25/2023,646046683805,34,50x19x8,4/10/2023,642429481730,642429480170
571,5/19/2023,646046648229,18,50x14x5,4/10/2023,642429481740,642429480181
572,5/25/2023,646046683816,34,51x20x7,4/5/2023,642429411034,642429412556
573,5/19/2023,646046648230,18,50x14x5,N/A,N/A,N/A
574,5/24/2023,646046680910,64.4,49x20x8,4/5/2023,642429444481,642429446040
575,5/25/2023,646046683827,34,49x20x7,4/5/2023,642429426368,642429424619
576,5/23/2023,646046667945,18,49x14x5,N/A,N/A,N/A
577,5/19/2023,646046648240,18,50x14x5,4/3/2023,642429387595,642429386030
578,5/19/2023,646046648251,18,50x14x5,4/11/2023,642429487006,642429485367
579,5/25/2023,646046683838,34,50x20x7,4/3/2023,642429380866,642429379130
580,5/19/2023,646046648262,18,50x14x5,4/3/2023,642429380877,642429379152
581,5/19/2023,646046648273,18,49x14x5,4/3/2023,642429387220,642429385662
582,5/26/2023,646046688667,34,51x21x8,4/3/2023,642429380903,642429379185
583,5/19/2023,646046648284,18,50x14x5,N/A,N/A,N/A
584,5/19/2023,646046648295,18,50x14x5,N/A,N/A,N/A
585,5/19/2023,646046639007,18,49x14x5,N/A,N/A,N/A
586,5/19/2023,646046639018,18,50x13x5,N/A,N/A,N/A
587,5/19/2023,646046648300,18,50x14x6,N/A,N/A,N/A
588,5/25/2023,646046683849,34,50x20x8,4/5/2023,642429426379,642429424620
589,5/19/2023,646046648310,18,50x14x5,4/10/2023,642429481751,642429480192
590,5/25/2023,646046683850,34,49x21x9,4/5/2023,642429411067,642429412589
591,5/19/2023,646046648803,18,50x14x5,N/A,N/A,N/A
592,5/25/2023,646046683860,34,50x21x8,4/3/2023,642429387600,642429386040
593,5/19/2023,646046648321,0.4,54x18x5,N/A,N/A,N/A
594,5/19/2023,646046648332,18,49x13x5,N/A,N/A,N/A
595,5/19/2023,646046648343,18,49x14x5,N/A,N/A,N/A
596,5/19/2023,646046648354,18,50x14x5,N/A,N/A,N/A
598,5/26/2023,646046688678,34,51x21x8,4/3/2023,642429387871,642429386316
599,5/19/2023,646046648365,18,50x14x5,N/A,N/A,N/A
600,5/19/2023,646046648376,18,50x14x5,N/A,N/A,N/A
601,5/25/2023,646046683871,34,49x19x7,4/5/2023,642429411078,642429412604
602,5/25/2023,646046684021,34,49x20x7,4/5/2023,642429411104,642429412615
603,5/25/2023,646046684032,34,54x22x8,4/5/2023,642429444183,642429445720
604,5/19/2023,646046648387,18,50x14x5,N/A,N/A,N/A
605,5/25/2023,646046684043,34,50x20x7,4/5/2023,642429426380,642429424641
606,5/19/2023,646046648398,18,49x14x5,N/A,N/A,N/A
607,5/23/2023,646046667956,18,50x14x5,N/A,N/A,N/A
608,5/19/2023,646046648402,18,50x14x5,N/A,N/A,N/A
609,5/19/2023,646046648413,18,50x14x5,4/6/2023,642429475881,642429477483
610,5/19/2023,646046648424,18,50x14x5,N/A,N/A,N/A
611,5/23/2023,646046667967,18,49x14x5,N/A,N/A,N/A
612,5/19/2023,646046648435,18,50x14x5,4/5/2023,642429444194,642429445742
613,5/19/2023,646046648446,18,50x14x5,4/3/2023,642429380925,642429379200
614,5/19/2023,646046648457,18,50x14x5,N/A,N/A,N/A
615,5/19/2023,646046648468,18,50x14x5,4/5/2023,642429426390,642429424652
616,5/19/2023,646046639029,18,50x14x5,4/5/2023,642429444492,642429446050
617,5/19/2023,646046648479,18,50x14x5,4/11/2023,642429485780,642429484143
618,5/19/2023,646046648480,18,50x13x5,N/A,N/A,N/A
619,5/19/2023,646046648490,18,50x14x5,N/A,N/A,N/A
620,5/19/2023,646046648505,18,50x14x5,N/A,N/A,N/A
621,5/19/2023,646046639030,18,50x13x5,N/A,N/A,N/A
622,5/23/2023,646046667978,18,50x14x5,N/A,N/A,N/A
623,5/19/2023,646046648516,18,49x14x5,4/3/2023,642429380936,642429379233
624,5/19/2023,646046639040,18,50x14x5,N/A,N/A,N/A
625,5/19/2023,646046639051,18,46x14x5,N/A,N/A,N/A
627,5/19/2023,646046639062,18,50x13x5,N/A,N/A,N/A
628,5/19/2023,646046639073,18,14x12x5,4/5/2023,642429444507,642429446061
629,5/19/2023,646046639084,18,50x14x5,N/A,N/A,N/A
630,5/19/2023,646046639095,18,23x13x5,4/5/2023,642429444518,642429446072
631,5/25/2023,646046682555,34,20x10x8,4/5/2023,642429444530,642429446083
632,5/19/2023,646046639100,18,16x14x5,N/A,N/A,N/A
633,5/19/2023,646046648527,18,50x14x5,N/A,N/A,N/A
634,5/24/2023,646046680920,34,50x20x8,4/5/2023,642429444540,642429446094
635,5/25/2023,646046684054,34,50x19x8,4/5/2023,642429426416,642429424663
636,5/19/2023,646046648538,18,50x14x5,N/A,N/A,N/A
637,5/19/2023,646046648549,18,49x14x5,4/3/2023,642429387882,642429386327
638,5/19/2023,646046639110,18,50x13x5,4/5/2023,642429444562,642429446109
639,5/19/2023,646046648550,18,50x14x5,N/A,N/A,N/A
640,5/19/2023,646046639121,18,50x14x5,N/A,N/A,N/A
641,5/19/2023,646046639132,18,50x14x5,4/5/2023,642429444573,642429446110
642,5/19/2023,646046639143,18,50x13x5,N/A,N/A,N/A
643,5/19/2023,646046639154,18,50x14x5,N/A,N/A,N/A
644,5/24/2023,646046680931,34,50x20x7,4/5/2023,642429444584,642429446120
645,5/25/2023,646046684065,34,51x22x8,4/3/2023,642429387893,642429386338
646,5/19/2023,646046648560,18,49x14x5,4/3/2023,642429387231,642429385673
647,5/25/2023,646046684076,34,49x20x8,4/3/2023,642429387242,642429385695
648,5/19/2023,646046648571,18,50x14x5,N/A,N/A,N/A
649,5/25/2023,646046684087,34,51x20x8,4/3/2023,642429380958,642429379244
651,5/25/2023,646046684098,34,49x21x7,4/5/2023,642429411115,642429412637
652,5/25/2023,646046684102,34,25x21x8,4/3/2023,642429387621,642429386062
653,5/25/2023,646046684113,34,49x20x8,4/10/2023,642429481762,642429480207
655,5/19/2023,646046648582,18,14x10x5,4/10/2023,642429481773,642429480218
656,5/19/2023,646046648593,18,50x14x5,N/A,N/A,N/A
657,5/19/2023,646046648608,18,50x13x6,N/A,N/A,N/A
658,5/19/2023,646046648619,18,50x14x5,N/A,N/A,N/A
659,5/19/2023,646046648620,18,50x14x5,4/11/2023,642429487017,642429485378
660,5/25/2023,646046684124,34,50x19x7,4/5/2023,642429443647,642429445190
661,5/25/2023,646046684135,34,50x19x7,4/5/2023,642429443658,642429445205
662,5/25/2023,646046684146,34,50x20x8,4/5/2023,642429443669,642429445216
663,5/19/2023,646046648630,18,50x14x5,N/A,N/A,N/A
664,5/19/2023,646046648641,18,49x14x5,N/A,N/A,N/A
665,5/19/2023,646046648652,18,50x14x5,N/A,N/A,N/A
666,5/25/2023,646046684157,34,51x21x12,4/3/2023,642429380980,642429379255
667,5/19/2023,646046648663,18,50x14x5,N/A,N/A,N/A
668,5/19/2023,646046648674,18,50x14x6,N/A,N/A,N/A
669,5/25/2023,646046684168,34,24x20x7,4/5/2023,642429426427,642429424685
670,5/25/2023,646046684179,34,49x20x8,4/5/2023,642429443670,642429445227
671,5/25/2023,646046684180,34,49x19x8,4/11/2023,642429487028,642429485389
672,5/19/2023,646046648685,18,50x14x5,N/A,N/A,N/A
673,5/19/2023,646046648696,18,50x14x5,N/A,N/A,N/A
674,5/19/2023,646046648700,18,50x14x6,4/11/2023,642429487039,642429485390
675,5/19/2023,646046648711,18,49x14x5,4/11/2023,642429487040,642429485404
676,5/19/2023,646046648722,18,50x14x5,N/A,N/A,N/A
677,5/19/2023,646046648733,18,37x14x5,N/A,N/A,N/A
678,5/19/2023,646046648744,18,50x14x6,N/A,N/A,N/A
680,5/19/2023,646046648755,18,49x14x5,N/A,N/A,N/A
681,5/19/2023,646046648766,18,50x14x5,N/A,N/A,N/A
682,5/19/2023,646046648777,18,50x14x6,N/A,N/A,N/A
683,5/19/2023,646046648788,18,50x14x6,N/A,N/A,N/A
684,5/19/2023,646046648814,18,49x14x5,N/A,N/A,N/A
685,5/19/2023,646046648825,18,84x28x7,N/A,N/A,N/A
686,5/19/2023,646046648836,18,49x14x6,4/5/2023,642429426438,642429424700
687,5/19/2023,646046648847,18,50x14x6,N/A,N/A,N/A
688,5/19/2023,646046648858,18,50x14x5,4/11/2023,642429487061,642429485415
689,5/25/2023,646046684190,34,49x20x8,4/10/2023,642429481795,642429480229
690,5/19/2023,646046648869,18,50x13x5,N/A,N/A,N/A
691,5/25/2023,646046684205,34,24x20x8,4/5/2023,642429443680,642429445238
692,5/19/2023,646046648870,18,50x14x5,4/10/2023,642429481800,642429480230
693,5/19/2023,646046648880,18,49x14x5,N/A,N/A,N/A
694,5/19/2023,646046648891,18,51x14x5,4/10/2023,642429481810,642429480240
695,5/19/2023,646046648906,18,50x14x6,N/A,N/A,N/A
696,5/19/2023,646046648917,18,50x14x5,N/A,N/A,N/A
697,5/19/2023,646046648928,18,50x14x5,4/3/2023,642429381016,642429379277
698,5/19/2023,646046648939,18,50x14x5,N/A,N/A,N/A
699,5/19/2023,646046648940,18,49x14x6,4/6/2023,642429476112,642429477690
700,5/19/2023,646046648950,18,50x14x5,N/A,N/A,N/A
701,5/19/2023,646046648961,18,50x14x6,4/10/2023,642429481821,642429480251
702,5/19/2023,646046648972,18,50x14x5,4/10/2023,642429481832,642429480262
703,5/25/2023,646046684216,34,51x19x8,4/5/2023,642429411137,642429412660
705,5/19/2023,646046648983,18,49x13x6,4/3/2023,642429381038,642429379299
706,5/26/2023,646046688689,34,51x21x8,4/3/2023,642429381005,642429379336
707,5/19/2023,646046648994,18,49x14x5,N/A,N/A,N/A
708,5/26/2023,646046688690,4.5,51x20x8,4/6/2023,642429476123,642429477715
709,5/19/2023,646046649008,18,50x14x5,N/A,N/A,N/A
710,5/19/2023,646046649019,18,50x14x6,N/A,N/A,N/A
711,5/25/2023,646046684227,34,49x20x8,4/10/2023,642429481843,642429480273
712,5/19/2023,646046649020,18,50x14x5,N/A,N/A,N/A
713,5/19/2023,646046649030,18,49x14x5,N/A,N/A,N/A
714,5/19/2023,646046649041,18,49x14x5,N/A,N/A,N/A
715,5/19/2023,646046649052,18,50x14x5,4/5/2023,642429443691,642429445250
716,5/19/2023,646046649063,18,50x14x5,N/A,N/A,N/A
718,5/19/2023,646046649074,18,50x14x5,N/A,N/A,N/A
719,5/19/2023,646046649085,18,50x14x5,4/10/2023,642429481865,642429480284
720,5/19/2023,646046649096,18,50x14x5,N/A,N/A,N/A
721,5/25/2023,646046684238,34,52x32x9,4/3/2023,642429381050,642429379314
722,5/19/2023,646046649100,18,49x13x5,N/A,N/A,N/A
723,5/19/2023,646046649111,18,50x14x5,N/A,N/A,N/A
724,5/19/2023,646046649122,18,50x14x6,4/11/2023,642429487072,642429485437
725,5/19/2023,646046649133,18,50x14x5,N/A,N/A,N/A
726,5/19/2023,646046649144,18,50x14x5,N/A,N/A,N/A
727,5/19/2023,646046649155,18,50x14x5,N/A,N/A,N/A
728,5/19/2023,646046639165,18,49x14x5,4/5/2023,642429444600,642429446153
729,5/19/2023,646046649166,18,50x14x5,N/A,N/A,N/A
730,5/19/2023,646046649177,18,50x14x5,4/5/2023,642429443717,642429445260
731,5/19/2023,646046649188,18,50x14x5,N/A,N/A,N/A
733,5/19/2023,646046649199,18,50x14x5,N/A,N/A,N/A
734,5/19/2023,646046649203,18,50x14x5,N/A,N/A,N/A
735,5/19/2023,646046649214,18,49x14x6,N/A,N/A,N/A
736,5/19/2023,646046649225,18,33x13x5,N/A,N/A,N/A
737,5/19/2023,646046649236,18,50x14x5,N/A,N/A,N/A
738,5/19/2023,646046649247,18,49x14x5,N/A,N/A,N/A
739,5/19/2023,646046649258,18,50x14x5,4/10/2023,642429481876,642429480295
740,5/19/2023,646046649269,18,50x14x5,N/A,N/A,N/A
741,5/19/2023,646046649270,18,50x14x5,N/A,N/A,N/A
742,5/19/2023,646046649280,18,50x14x6,4/11/2023,642429487083,642429485448
743,5/23/2023,646046667989,18,50x14x5,N/A,N/A,N/A
744,5/19/2023,646046649291,18,50x14x6,N/A,N/A,N/A
745,5/19/2023,646046649306,18,49x14x5,4/5/2023,642429426449,642429424711
746,5/25/2023,646046684249,34,50x20x9,4/5/2023,642429411159,642429412681
748,5/19/2023,646046649317,18,49x14x5,4/3/2023,642429387253,642429385710
749,5/26/2023,646046688704,34,51x21x8,4/3/2023,642429387275,642429385732
750,5/19/2023,646046649328,18,50x14x5,N/A,N/A,N/A
751,5/19/2023,646046649339,18,49x14x5,N/A,N/A,N/A
752,5/25/2023,646046684250,34,49x20x7,4/5/2023,642429411181,642429412707
753,5/26/2023,646046688715,34,52x21x9,4/3/2023,642429387297,642429385743
754,5/19/2023,646046649340,18,49x14x5,4/5/2023,642429426460,642429424733
755,5/19/2023,646046649350,18,50x14x5,N/A,N/A,N/A
756,5/19/2023,646046649361,18,50x14x6,N/A,N/A,N/A
757,5/25/2023,646046684260,34,53x21x9,4/5/2023,642429411192,642429412729
758,5/19/2023,646046649372,18,50x14x5,4/5/2023,642429426471,642429424755
759,5/19/2023,646046649383,18,50x14x5,4/3/2023,642429381108,642429379325
760,5/19/2023,646046649394,18,50x14x5,N/A,N/A,N/A
761,5/25/2023,646046684271,34,50x20x7,4/5/2023,642429427136,642429425410
762,5/19/2023,646046649409,18,50x14x5,4/5/2023,642429443728,642429445271
764,5/25/2023,646046684282,34,51x21x10,4/5/2023,642429443739,642429445282
765,5/19/2023,646046649410,18,49x14x5,N/A,N/A,N/A
766,5/25/2023,646046684293,34,51x20x8,4/5/2023,642429443740,642429445308
767,5/19/2023,646046649420,18,50x14x5,N/A,N/A,N/A
768,5/19/2023,646046649431,18,49x14x5,N/A,N/A,N/A
769,5/19/2023,646046649442,18,50x14x5,4/3/2023,642429381120,642429379347
770,5/25/2023,646046684308,34,52x20x8,4/3/2023,642429387643,642429386095
771,5/25/2023,646046684319,34,50x20x8,4/3/2023,642429381163,642429379369
772,5/25/2023,646046684320,34,49x21x7,4/5/2023,642429411218,642429412740
773,5/19/2023,646046649453,18,49x14x5,N/A,N/A,N/A
774,5/25/2023,646046684330,34,24x21x10,4/3/2023,642429387908,642429386350
775,5/19/2023,646046649464,18,50x14x6,4/5/2023,642429444242,642429445797
776,5/19/2023,646046649475,18,49x14x6,N/A,N/A,N/A
777,5/26/2023,646046688726,34,51x21x8,4/5/2023,642429411240,642429412751
778,5/25/2023,646046684341,34,52x23x8,4/3/2023,642429381196,642429379380
779,5/19/2023,646046649486,18,50x14x5,N/A,N/A,N/A
780,5/19/2023,646046649497,18,50x14x5,N/A,N/A,N/A
781,5/19/2023,646046649501,18,50x14x5,N/A,N/A,N/A
782,5/19/2023,646046649512,18,49x14x5,4/5/2023,642429411273,642429412784
783,5/19/2023,646046649523,18,50x14x5,N/A,N/A,N/A
784,5/26/2023,646046688737,34,52x21x8,4/3/2023,642429387312,642429385776
785,5/19/2023,646046649534,18,50x14x5,N/A,N/A,N/A
786,5/19/2023,646046649545,18,50x14x5,4/5/2023,642429444264,642429445801
787,5/19/2023,646046649556,18,50x14x5,N/A,N/A,N/A
788,5/19/2023,646046649567,18,50x14x5,N/A,N/A,N/A
789,5/19/2023,646046649578,18,50x14x6,N/A,N/A,N/A
790,5/19/2023,646046649589,18,49x14x5,N/A,N/A,N/A
