Store ,Aisle Nav Ship date ,Tracking ,Pkg Wt (Lbs) ,Pkg Dimensions (in) ,Endcap Pusher Ship Date,1 Shelf Tracking,8 Shelf Tracking
869,5/26/2023,646046689181,34,51x20x8,4/10/2023,642429365936,642429367674
870,5/19/2023,646046650034,18,50x14x5,N/A,N/A,N/A
871,5/19/2023,646046650045,18,49x14x6,N/A,N/A,N/A
872,5/19/2023,646046650056,18,49x14x5,4/5/2023,642429411424,642429412935
873,5/23/2023,646046668091,18,50x14x5,N/A,N/A,N/A
874,5/19/2023,646046650067,18,50x14x6,4/6/2023,642429476178,642429477760
875,5/25/2023,646046684477,34,49x20x9,4/6/2023,642429476190,642429477770
876,5/19/2023,646046650078,18,49x14x5,N/A,N/A,N/A
877,5/19/2023,646046639187,18,50x14x5,4/10/2023,642429482200,642429480549
878,5/19/2023,646046650089,18,50x14x5,N/A,N/A,N/A
879,5/19/2023,646046650090,18,50x14x6,N/A,N/A,N/A
880,5/25/2023,646046684488,34,50x21x7,4/5/2023,642429427684,642429425979
881,5/24/2023,646046680942,34,50x19x8,4/5/2023,642429444632,642429446197
882,5/19/2023,646046650104,18,50x14x6,4/5/2023,642429444963,642429446510
884,5/19/2023,646046650115,18,50x14x5,N/A,N/A,N/A
885,5/19/2023,646046650126,18,50x13x5,N/A,N/A,N/A
886,5/25/2023,646046684499,34,57x22x7,4/3/2023,642429387356,642429385798
887,5/19/2023,646046650137,18,49x14x5,N/A,N/A,N/A
888,5/19/2023,646046650148,18,50x14x5,N/A,N/A,N/A
889,5/19/2023,646046650159,18,50x14x5,N/A,N/A,N/A
890,5/19/2023,646046650160,18,49x14x6,N/A,N/A,N/A
891,5/19/2023,646046650170,18,50x14x5,N/A,N/A,N/A
892,5/25/2023,646046684503,34,24x21x8,4/3/2023,642429387367,642429385802
894,5/30/2023,646046689847,34,,4/3/2023,642429388249,642429386691
895,5/19/2023,646046650181,18,49x14x6,N/A,N/A,N/A
896,5/19/2023,646046650192,18,50x14x5,N/A,N/A,N/A
897,5/19/2023,646046650207,18,50x14x5,N/A,N/A,N/A
899,5/19/2023,646046650218,18,50x14x5,N/A,N/A,N/A
900,5/22/2023,646046650229,18,50x14x5,N/A,N/A,N/A
901,5/22/2023,646046650230,18,49x14x6,N/A,N/A,N/A
902,5/19/2023,646046650240,18,50x14x5,4/11/2023,642429485827,642429484187
903,5/19/2023,646046650251,18,49x14x6,N/A,N/A,N/A
904,5/19/2023,646046650262,18,50x14x5,N/A,N/A,N/A
905,5/26/2023,646046689192,34,51x21x8,4/10/2023,642429365947,642429367696
906,5/23/2023,646046668106,18,50x14x5,N/A,N/A,N/A
907,5/19/2023,646046650273,18,50x14x5,N/A,N/A,N/A
908,5/19/2023,646046650284,18,50x14x5,N/A,N/A,N/A
909,5/25/2023,646046684514,34,53x20x7,4/5/2023,642429427158,642429425464
910,5/19/2023,646046650295,18,50x14x5,N/A,N/A,N/A
911,5/19/2023,646046650300,18,49x14x6,N/A,N/A,N/A
912,5/19/2023,646046650310,18,49x14x5,4/5/2023,642429427320,642429425567
913,5/22/2023,646046650321,18,50x14x5,4/3/2023,642429387378,642429385824
914,5/19/2023,646046650332,18,49x14x6,N/A,N/A,N/A
915,5/19/2023,646046650343,18,50x14x5,4/5/2023,642429411446,642429412968
916,5/25/2023,646046684525,34,49x19x7,4/6/2023,642429476204,642429477792
917,5/19/2023,646046650354,18,50x14x5,N/A,N/A,N/A
918,5/25/2023,646046684536,34,50x20x8,4/5/2023,642429411468,642429412990
919,5/19/2023,646046650365,18,49x14x5,4/3/2023,642429381440,642429379494
920,5/19/2023,646046650376,18,50x14x5,N/A,N/A,N/A
921,5/23/2023,646046668117,18,50x14x5,N/A,N/A,N/A
922,5/19/2023,646046650387,18,49x14x5,N/A,N/A,N/A
923,5/19/2023,646046650398,18,50x14x5,4/11/2023,642429485838,642429484198
924,5/23/2023,646046668128,18,50x14x5,N/A,N/A,N/A
925,5/19/2023,646046650402,18,50x14x5,N/A,N/A,N/A
927,5/25/2023,646046684547,34,52x20x8,4/5/2023,642429411480,642429413004
928,5/19/2023,646046650413,18,50x14x6,N/A,N/A,N/A
929,5/19/2023,646046650424,18,50x14x6,N/A,N/A,N/A
930,5/19/2023,646046650435,18,50x14x5,N/A,N/A,N/A
931,5/19/2023,646046650446,18,50x14x6,N/A,N/A,N/A
932,5/25/2023,646046684558,34,51x21x8,4/5/2023,642429426530,642429424803
933,5/19/2023,646046650457,18,49x14x5,N/A,N/A,N/A
934,5/19/2023,646046650468,18,50x14x5,N/A,N/A,N/A
935,5/25/2023,646046684569,34,51x21x8,4/5/2023,642429427169,642429425475
936,5/25/2023,646046684570,34,51x20x8,4/5/2023,642429444312,642429445867
937,5/25/2023,646046684580,34,51x20x8,4/5/2023,642429426541,642429424836
938,5/19/2023,646046650479,18,50x14x5,N/A,N/A,N/A
939,5/25/2023,646046684591,34,50x20x9,4/5/2023,642429411505,642429413026
940,5/19/2023,646046650480,18,49x14x6,4/5/2023,642429411527,642429413048
941,5/19/2023,646046650490,18,50x14x5,N/A,N/A,N/A
942,5/19/2023,646046650505,18,49x14x6,N/A,N/A,N/A
943,5/25/2023,646046684606,34,51x20x8,4/3/2023,642429381494,642429379510
944,5/25/2023,646046684617,34,51x20x8,4/3/2023,642429381542,642429379531
945,5/19/2023,646046650516,18,50x14x6,N/A,N/A,N/A
947,5/19/2023,646046650527,18,49x14x5,N/A,N/A,N/A
948,5/24/2023,646046680953,34,49x21x7,4/10/2023,642429482210,642429480550
950,5/19/2023,646046650538,18,49x14x6,4/11/2023,642429487109,642429485460
951,5/19/2023,646046650549,18,50x14x5,N/A,N/A,N/A
952,5/19/2023,646046650550,18,50x14x5,4/5/2023,642429426552,642429424847
953,5/26/2023,646046689207,34,51x21x9,4/10/2023,642429365958,642429367711
954,5/19/2023,646046650560,18,49x14x5,N/A,N/A,N/A
955,5/19/2023,646046650571,18,49x14x6,N/A,N/A,N/A
956,5/19/2023,646046650582,18,50x14x6,N/A,N/A,N/A
957,5/19/2023,646046650593,18,50x14x6,N/A,N/A,N/A
958,5/25/2023,646046684628,34,51x20x8,4/5/2023,642429444974,642429446521
959,5/19/2023,646046650608,18,50x14x5,4/3/2023,642429381586,642429379542
960,5/19/2023,646046650619,18,50x14x5,N/A,N/A,N/A
961,5/25/2023,646046684639,34,51x20x8,4/5/2023,642429427206,642429425497
962,5/23/2023,646046668139,18,50x14x6,N/A,N/A,N/A
963,5/25/2023,646046684640,34,50x20x9,4/5/2023,642429411549,642429413060
964,5/19/2023,646046650620,18,49x14x5,N/A,N/A,N/A
965,5/22/2023,646046650630,18,51x14x5,N/A,N/A,N/A
966,5/23/2023,646046668140,18,49x14x6,4/10/2023,642429365969,642429367722
967,5/22/2023,646046650641,18,50x14x5,4/3/2023,642429381597,642429379564
968,5/22/2023,646046650652,18,50x14x5,4/3/2023,642429381623,642429379575
969,5/22/2023,646046650663,18,50x14x6,N/A,N/A,N/A
970,5/25/2023,646046684650,34,28x20x8,4/6/2023,642429476215,642429477807
971,5/22/2023,646046650674,18,50x14x5,N/A,N/A,N/A
972,5/22/2023,646046650685,18,50x14x6,N/A,N/A,N/A
973,5/22/2023,646046650696,18,49x13x6,N/A,N/A,N/A
974,5/22/2023,646046650700,18,50x14x6,N/A,N/A,N/A
975,5/26/2023,646046689218,34,51x21x8,4/3/2023,642429388227,642429386669
976,5/22/2023,646046650711,18,50x14x5,N/A,N/A,N/A
977,5/22/2023,646046650722,18,50x14x5,4/3/2023,642429381645,642429379597
978,5/22/2023,646046650733,18,50x13x5,N/A,N/A,N/A
979,5/26/2023,646046688792,34,51x20x8,4/5/2023,642429444985,642429446543
980,5/26/2023,646046689229,34,51x21x8,4/10/2023,642429365980,642429367733
981,5/25/2023,646046684661,34,51x21x8,4/6/2023,642429476226,642429477818
982,5/25/2023,646046684672,34,50x20x8,4/6/2023,642429475333,642429476969
984,5/26/2023,646046689230,34,51x20x8,4/10/2023,642429366005,642429367744
985,5/22/2023,646046650744,18,51x14x5,N/A,N/A,N/A
986,5/23/2023,646046668150,18,50x14x5,N/A,N/A,N/A
987,5/22/2023,646046650755,18,50x13x6,N/A,N/A,N/A
988,5/22/2023,646046650766,18,50x14x6,4/3/2023,642429381667,642429379612
989,5/25/2023,646046684683,34,51x20x8,4/5/2023,642429427217,642429425501
990,5/22/2023,646046650777,18,50x14x6,N/A,N/A,N/A
991,5/22/2023,646046650788,18,50x14x6,N/A,N/A,N/A
992,5/24/2023,646046668161,10.1,50x14x5,N/A,N/A,N/A
993,5/25/2023,646046684694,34,50x20x8,4/3/2023,642429387702,642429386143
994,5/22/2023,646046650799,18,50x14x5,N/A,N/A,N/A
995,5/22/2023,646046650803,18,50x13x6,N/A,N/A,N/A
996,5/22/2023,646046650814,18,50x14x5,4/11/2023,642429485849,642429484202
998,5/22/2023,646046650825,18,50x13x5,N/A,N/A,N/A
999,5/25/2023,646046684709,34,51x20x8,4/5/2023,642429411148,642429412730
1000,5/22/2023,646046650836,18,49x14x5,N/A,N/A,N/A
1001,5/26/2023,646046689240,34,51x21x8,4/10/2023,642429366016,642429367755
1002,5/22/2023,646046650847,18,50x14x5,N/A,N/A,N/A
1003,5/22/2023,646046650858,18,49x14x6,4/5/2023,642429444334,642429445889
1004,5/22/2023,646046650869,18,50x14x5,4/3/2023,642429381704,642429379645
1005,5/25/2023,646046684710,34,51x20x8,4/3/2023,642429387390,642429385835
1006,5/22/2023,646046650870,18,50x14x5,N/A,N/A,N/A
1007,5/22/2023,646046650880,18,50x13x5,N/A,N/A,N/A
1008,5/26/2023,646046689251,34,51x22x9,4/10/2023,642429366027,642429367766
1009,5/22/2023,646046650891,18,49x14x5,N/A,N/A,N/A
1010,5/19/2023,646046639198,18,50x14x6,N/A,N/A,N/A
1011,5/25/2023,646046684720,34,51x21x8,4/5/2023,642429426596,642429424880
1012,5/22/2023,646046650906,18,50x14x5,N/A,N/A,N/A
1013,5/22/2023,646046650917,18,50x14x5,4/11/2023,642429485850,642429484213
1014,5/25/2023,646046684731,34,51x20x8,4/6/2023,642429475973,642429477575
1015,5/25/2023,646046684742,34,52x20x8,4/5/2023,642429411560,642429413070
1016,5/25/2023,646046684753,34,51x20x8,4/5/2023,642429427239,642429425523
1017,5/19/2023,646046639202,18,50x13x5,N/A,N/A,N/A
1018,5/22/2023,646046650928,18,50x14x5,N/A,N/A,N/A
1019,5/23/2023,646046668172,18,50x13x5,N/A,N/A,N/A
1020,5/25/2023,646046684764,34,50x20x8,4/6/2023,642429475366,642429476970
1021,5/22/2023,646046650939,18,50x14x5,4/6/2023,642429475984,642429477586
1022,5/22/2023,646046650940,18,50x14x5,4/5/2023,642429411571,642429413107
1023,5/19/2023,646046639213,18,50x14x5,4/5/2023,642429469636,642429468033
1024,5/22/2023,646046650950,18,49x14x5,N/A,N/A,N/A
1025,5/25/2023,646046684775,34,51x20x8,4/6/2023,642429476248,642429477829
1026,5/22/2023,646046650961,18,50x14x5,N/A,N/A,N/A
1027,5/19/2023,646046639224,18,50x14x5,4/10/2023,642429482221,642429480560
1028,5/25/2023,646046684786,34,51x20x8,4/5/2023,642429444345,642429445904
1029,5/25/2023,646046684797,34,51x20x8,4/3/2023,642429381726,642429379667
1030,5/24/2023,646046680964,34,49x20x8,4/5/2023,642429444643,642429446201
1032,5/22/2023,646046650972,18,50x14x5,N/A,N/A,N/A
1033,5/22/2023,646046650983,18,50x14x5,N/A,N/A,N/A
1034,5/19/2023,646046639235,18,50x13x5,4/10/2023,642429482243,642429480571
1035,5/19/2023,646046639246,18,50x14x5,N/A,N/A,N/A
1036,5/19/2023,646046639257,18,50x15x5,N/A,N/A,N/A
1037,5/19/2023,646046639268,18,23x14x5,4/5/2023,642429444665,642429446212
1038,5/22/2023,646046650994,18,50x14x5,N/A,N/A,N/A
1039,5/19/2023,646046639279,18,49x14x6,N/A,N/A,N/A
1040,5/25/2023,646046684801,34,51x21x8,4/5/2023,642429411608,642429413130
1041,5/22/2023,646046651008,18,50x14x5,N/A,N/A,N/A
1042,5/22/2023,646046651019,18,49x14x6,N/A,N/A,N/A
1043,5/23/2023,646046668183,18,50x14x5,N/A,N/A,N/A
1044,5/22/2023,646046651020,18,50x14x6,N/A,N/A,N/A
1045,5/26/2023,646046689262,34,51x20x8,4/10/2023,642429366038,642429367777
1046,5/22/2023,646046651030,18,50x14x5,4/5/2023,642429411620,642429413140
1047,5/22/2023,646046651041,18,49x14x5,4/5/2023,642429426611,642429424906
1048,5/22/2023,646046651052,18,50x14x5,4/10/2023,642429481898,642429480310
1051,5/22/2023,646046651063,18,50x14x5,N/A,N/A,N/A
1052,5/22/2023,646046651074,18,50x14x5,N/A,N/A,N/A
1053,5/22/2023,646046651085,18,50x14x5,4/10/2023,642429481902,642429480321
1054,5/25/2023,646046684812,34,26x21x8,4/3/2023,642429387713,642429386154
1055,5/22/2023,646046651096,18,50x14x6,N/A,N/A,N/A
1056,5/26/2023,646046689273,34,51x21x8,4/3/2023,642429387941,642429386382
1057,5/22/2023,646046651100,18,50x14x5,N/A,N/A,N/A
1058,5/26/2023,646046689284,34,52x21x8,4/10/2023,642429366049,642429367788
1059,5/22/2023,646046651111,18,50x14x5,N/A,N/A,N/A
1060,5/19/2023,646046639280,18,20x14x5,N/A,N/A,N/A
1061,5/22/2023,646046651122,18,50x14x5,N/A,N/A,N/A
1062,5/25/2023,646046684823,34,50x20x8,4/5/2023,642429411652,642429413173
1063,5/22/2023,646046651133,18,50x14x5,N/A,N/A,N/A
1064,5/19/2023,646046639290,18,49x14x5,4/10/2023,642429482276,642429480593
1065,5/22/2023,646046651144,18,50x14x6,N/A,N/A,N/A
1066,5/25/2023,646046684834,34,50x20x8,4/6/2023,642429476259,642429477830
1067,5/22/2023,646046651155,18,50x14x6,4/5/2023,642429411663,642429413184
1068,5/22/2023,646046651166,18,50x14x5,N/A,N/A,N/A
1069,5/22/2023,646046651177,18,50x14x6,4/6/2023,642429476260,642429477851
1070,5/22/2023,646046651188,18,50x14x5,N/A,N/A,N/A
1071,5/22/2023,646046651199,18,50x14x5,N/A,N/A,N/A
1072,5/22/2023,646046651203,18,50x14x5,4/5/2023,642429426622,642429424917
1073,5/22/2023,646046651214,18,50x14x6,N/A,N/A,N/A
1074,5/26/2023,646046688807,34,51x21x8,4/6/2023,642429476270,642429477862
1075,5/22/2023,646046651225,18,50x13x5,N/A,N/A,N/A
1076,5/22/2023,646046651236,18,50x14x5,N/A,N/A,N/A
1077,5/22/2023,646046651247,18,50x14x5,N/A,N/A,N/A
1079,5/22/2023,646046651258,18,50x14x5,4/3/2023,642429381748,642429379689
1080,5/22/2023,646046651269,18,50x14x6,N/A,N/A,N/A
1081,5/25/2023,646046684845,34,51x20x8,4/3/2023,642429381760,642429379715
1082,5/26/2023,646046684856,34,,4/3/2023,642429381781,642429379726
1083,5/26/2023,646046684867,34,,4/3/2023,642429381792,642429379748
1084,5/22/2023,646046651270,18,50x14x5,N/A,N/A,N/A
1085,5/26/2023,646046684878,34,,4/3/2023,642429381818,642429379760
1086,5/22/2023,646046651280,18,50x14x6,N/A,N/A,N/A
1087,5/26/2023,646046684889,34,,4/3/2023,642429381829,642429379781
1088,5/22/2023,646046651291,18,50x14x6,N/A,N/A,N/A
1089,5/22/2023,646046651306,18,50x14x6,N/A,N/A,N/A
1090,5/22/2023,646046651317,18,50x14x5,N/A,N/A,N/A
1091,5/22/2023,646046651328,18,49x14x5,N/A,N/A,N/A
1093,5/26/2023,646046684890,34,52x20x8,4/5/2023,642429444378,642429445915
1094,5/22/2023,646046651339,18,50x14x5,N/A,N/A,N/A
1095,5/23/2023,646046668194,18,50x14x5,4/10/2023,642429366050,642429367799
1096,5/19/2023,646046639305,18,50x14x5,N/A,N/A,N/A
1097,5/25/2023,646046682566,34,28x19x8,4/10/2023,642429482298,642429480619
1098,5/26/2023,646046684904,34,51x21x8,4/5/2023,642429411685,642429413210
1099,5/22/2023,646046651340,18,50x14x5,4/3/2023,642429387404,642429385846
1100,5/22/2023,646046651350,18,50x14x6,4/5/2023,642429443783,642429445341
1101,5/22/2023,646046651361,18,50x14x5,N/A,N/A,N/A
1102,5/22/2023,646046651372,18,49x14x5,4/5/2023,642429427240,642429425534
1103,5/22/2023,646046651383,18,49x14x5,4/5/2023,642429411696,642429413232
1104,5/22/2023,646046651394,18,50x14x5,N/A,N/A,N/A
1105,5/22/2023,646046651409,18,51x14x6,N/A,N/A,N/A
1106,5/22/2023,646046651410,18,50x14x5,N/A,N/A,N/A
1107,5/22/2023,646046651420,18,50x14x5,N/A,N/A,N/A
1108,5/22/2023,646046651431,18,50x14x5,N/A,N/A,N/A
1109,5/22/2023,646046651442,18,50x14x5,N/A,N/A,N/A
1110,5/22/2023,646046651453,18,50x14x5,N/A,N/A,N/A
1111,5/22/2023,646046651464,18,50x14x5,4/5/2023,642429426644,642429424939
1112,5/22/2023,646046651475,18,50x14x5,N/A,N/A,N/A
1113,5/25/2023,646046684915,34,51x21x8,4/10/2023,642429481913,642429480332
1114,5/22/2023,646046651486,18,50x14x5,N/A,N/A,N/A
1115,5/22/2023,646046651497,18,50x14x5,N/A,N/A,N/A
1116,5/23/2023,646046668209,18,50x14x6,4/3/2023,642429387985,642429386408
1117,5/22/2023,646046651501,18,50x14x5,N/A,N/A,N/A
1118,5/22/2023,646046651512,18,50x14x5,N/A,N/A,N/A
1119,5/22/2023,646046651523,18,49x13x6,N/A,N/A,N/A
1120,5/25/2023,646046684926,34,51x20x8,4/6/2023,642429476009,642429477601
1121,5/26/2023,646046684937,34,,4/5/2023,642429426666,642429424940
1122,5/26/2023,646046684948,34,,4/5/2023,642429426677,642429424950
1123,5/24/2023,646046680975,34,50x20x7,4/5/2023,642429444676,642429446223
1124,5/25/2023,646046684959,34,32x19x8,4/5/2023,642429443794,642429445352
1125,5/22/2023,646046651534,18,50x14x5,N/A,N/A,N/A
1126,5/26/2023,646046684960,34,51x20x8,4/5/2023,642429410152,642429411711
1128,5/22/2023,646046651545,18,50x14x5,N/A,N/A,N/A
1129,5/22/2023,646046651556,18,50x14x5,N/A,N/A,N/A
1130,5/24/2023,646046680986,34,49x19x8,4/5/2023,642429444687,642429446245
1131,5/19/2023,646046639316,18,50x14x5,N/A,N/A,N/A
1132,5/24/2023,646046680997,34,50x20x10,4/10/2023,642429482313,642429480620
1133,5/24/2023,646046681000,34,50x20x9,4/10/2023,642429482335,642429480630
1134,5/25/2023,646046684970,34,51x20x8,4/3/2023,642429381840,642429379807
1135,5/19/2023,646046639327,18,50x13x6,N/A,N/A,N/A
1136,5/22/2023,646046651567,18,50x14x5,N/A,N/A,N/A
1137,5/22/2023,646046651578,18,49x14x5,N/A,N/A,N/A
1138,5/22/2023,646046651589,18,50x14x5,N/A,N/A,N/A
1139,5/22/2023,646046651590,18,50x14x5,N/A,N/A,N/A
1140,5/22/2023,646046651604,18,50x14x6,4/10/2023,642429481924,642429480343
1141,5/22/2023,646046651615,18,50x14x5,N/A,N/A,N/A
1142,5/22/2023,646046651626,18,50x14x5,N/A,N/A,N/A
1143,5/22/2023,646046651637,18,50x14x5,N/A,N/A,N/A
1144,5/19/2023,646046639338,18,50x14x5,4/5/2023,642429444698,642429446256
1146,5/19/2023,646046639349,18,50x14x5,N/A,N/A,N/A
1147,5/22/2023,646046651648,18,50x14x6,N/A,N/A,N/A
1148,5/22/2023,646046651659,18,50x14x5,N/A,N/A,N/A
1149,5/30/2023,646046689950,34,,3/31/2023,642429362260,642429360382
1150,5/25/2023,646046684981,34,50x20x8,4/5/2023,642429410174,642429411733
1151,5/22/2023,646046651660,18,50x14x5,N/A,N/A,N/A
1152,5/22/2023,646046651670,18,50x14x5,N/A,N/A,N/A
1153,5/22/2023,646046651681,18,50x14x5,N/A,N/A,N/A
1154,5/26/2023,646046684992,34,51x21x8,4/5/2023,642429410185,642429411755
1155,5/19/2023,646046639350,18,50x14x5,N/A,N/A,N/A
1156,5/19/2023,646046639360,18,50x14x5,4/10/2023,642429482368,642429480641
1157,5/22/2023,646046651692,18,50x13x5,N/A,N/A,N/A
1158,5/22/2023,646046651707,18,50x14x5,N/A,N/A,N/A
1159,5/22/2023,646046651718,18,50x14x5,N/A,N/A,N/A
1160,5/22/2023,646046651729,18,50x14x6,N/A,N/A,N/A
1161,5/22/2023,646046651730,18,50x14x5,4/6/2023,642429476010,642429477612
1162,5/25/2023,646046685006,34,25x21x8,4/11/2023,642429485860,642429484235
1163,5/25/2023,646046685017,34,50x20x8,4/5/2023,642429427261,642429425578
1164,5/19/2023,646046639371,18,50x14x5,4/5/2023,642429444702,642429446267
1165,5/22/2023,646046651740,18,50x14x5,4/10/2023,642429481935,642429480354
1166,5/19/2023,646046639382,18,51x13x5,N/A,N/A,N/A
1167,5/22/2023,646046651751,18,50x14x5,N/A,N/A,N/A
1168,5/22/2023,646046651762,18,50x14x6,N/A,N/A,N/A
1169,5/22/2023,646046651773,18,50x14x5,N/A,N/A,N/A
1170,5/22/2023,646046651784,18,50x14x5,N/A,N/A,N/A
1171,5/22/2023,646046651795,18,50x14x5,N/A,N/A,N/A
1172,5/22/2023,646046651800,18,50x14x5,N/A,N/A,N/A
1173,5/22/2023,646046651810,18,50x14x5,N/A,N/A,N/A
1174,5/22/2023,646046651821,18,49x14x5,N/A,N/A,N/A
1175,5/23/2023,646046670687,18,50x14x5,N/A,N/A,N/A
1176,5/26/2023,646046685028,34,50x20x8,4/5/2023,642429445021,642429446587
1177,5/22/2023,646046651832,18,50x14x5,N/A,N/A,N/A
1178,5/22/2023,646046651843,18,50x14x6,N/A,N/A,N/A
1179,5/24/2023,646046681011,34,,4/10/2023,642429482380,642429480663
1180,5/22/2023,646046651854,18,49x14x5,4/11/2023,642429485882,642429484246
1181,5/22/2023,646046651865,18,50x14x5,N/A,N/A,N/A
1182,5/22/2023,646046651876,18,50x14x5,4/3/2023,642429381862,642429379829
1183,5/24/2023,646046681022,34,50x19x7,4/5/2023,642429444713,642429446278
1184,5/22/2023,646046651887,18,50x14x5,N/A,N/A,N/A
1185,5/22/2023,646046651898,18,49x16x5,N/A,N/A,N/A
1186,5/22/2023,646046651902,18,50x14x5,4/5/2023,642429410200,642429411777
1187,5/22/2023,646046651913,18,51x14x5,N/A,N/A,N/A
1188,5/22/2023,646046651924,18,50x14x5,N/A,N/A,N/A
1189,5/22/2023,646046651935,18,50x14x5,N/A,N/A,N/A
1190,5/22/2023,646046651946,18,50x14x6,N/A,N/A,N/A
1191,5/24/2023,646046681033,34,51x20x8,4/10/2023,642429482390,642429480685
1192,5/24/2023,646046651957,18,49x14x5,N/A,N/A,N/A
1193,5/25/2023,646046685039,34,51x21x8,4/5/2023,642429427272,642429425589
1194,5/22/2023,646046651968,18,50x14x5,N/A,N/A,N/A
1195,5/22/2023,646046651979,18,50x14x6,N/A,N/A,N/A
1196,5/22/2023,646046651980,18,50x14x6,N/A,N/A,N/A
1197,5/19/2023,646046639393,18,50x14x5,4/10/2023,642429482405,642429480700
1198,5/26/2023,646046688818,34,51x21x8,4/5/2023,642429410222,642429411799
1199,5/23/2023,646046668210,18,50x14x5,N/A,N/A,N/A
1200,5/23/2023,646046668220,18,50x14x5,N/A,N/A,N/A
1201,5/26/2023,646046685040,34,,4/5/2023,642429443820,642429445385
1202,5/22/2023,646046651990,18,51x14x5,N/A,N/A,N/A
1203,5/22/2023,646046652004,18,50x14x5,N/A,N/A,N/A
1204,5/25/2023,646046685050,34,50x20x9,4/5/2023,642429427283,642429425590
1205,5/22/2023,646046652015,18,50x14x6,N/A,N/A,N/A
1206,5/22/2023,646046652026,18,50x14x5,4/5/2023,642429427309,642429425604
1207,5/22/2023,646046652037,18,50x14x5,N/A,N/A,N/A
1209,5/25/2023,646046682577,34,49x19x8,4/10/2023,642429482427,642429480711
1210,5/22/2023,646046652048,18,50x14x5,4/10/2023,642429481968,642429480365
1211,5/22/2023,646046652059,18,51x14x5,N/A,N/A,N/A
1212,5/22/2023,646046652060,18,50x14x6,N/A,N/A,N/A
1213,5/22/2023,646046652070,18,50x14x5,N/A,N/A,N/A
1214,5/22/2023,646046652081,18,51x16x7,N/A,N/A,N/A
1215,5/26/2023,646046685061,34,,4/5/2023,642429426699,642429424983
1216,5/26/2023,646046685072,34,51x20x9,4/5/2023,642429427732,642429426026
1217,5/19/2023,646046639408,18,50x13x5,N/A,N/A,N/A
1218,5/30/2023,646046689961,34,,3/31/2023,642429362271,642429360393
1219,5/22/2023,646046652092,18,50x14x6,N/A,N/A,N/A
1220,5/22/2023,646046652107,18,50x14x5,N/A,N/A,N/A
1221,5/26/2023,646046688829,34,51x21x8,4/3/2023,642429387426,642429385857
1222,5/22/2023,646046652118,18,,4/3/2023,642429381884,642429379830
1223,5/26/2023,646046685083,34,,4/3/2023,642429381910,642429379851
1224,5/22/2023,646046652129,18,50x14x6,4/3/2023,642429381932,642429379873
1225,5/22/2023,646046652130,18,50x14x5,4/3/2023,642429381943,642429379895
1226,5/22/2023,646046652140,18,50x14x5,N/A,N/A,N/A
1227,5/26/2023,646046685094,34,,4/5/2023,642429426703,642429425008
1228,5/22/2023,646046652151,18,88x26x6,N/A,N/A,N/A
1229,5/26/2023,646046685109,34,,4/5/2023,642429443831,642429445396
1230,5/23/2023,646046670698,18,50x14x5,N/A,N/A,N/A
1231,5/30/2023,646046689858,34,,4/10/2023,642429366071,642429367803
1232,5/22/2023,646046652162,18,50x14x6,N/A,N/A,N/A
1233,5/22/2023,646046652173,18,50x14x5,4/10/2023,642429481979,642429480376
1234,5/22/2023,646046652184,18,50x14x5,N/A,N/A,N/A
1235,5/22/2023,646046652195,18,49x14x5,N/A,N/A,N/A
1236,5/19/2023,646046639419,18,50x14x6,N/A,N/A,N/A
1237,5/24/2023,646046681044,34,50x20x7,4/10/2023,642429482450,642429480722
1238,5/24/2023,646046681055,34,50x19x7,4/10/2023,642429482460,642429480733
1239,5/22/2023,646046652200,18,50x14x5,N/A,N/A,N/A
1240,5/30/2023,646046689972,34,,3/31/2023,642429362293,642429360419
1241,5/22/2023,646046652210,18,50x14x5,N/A,N/A,N/A
1242,5/24/2023,646046681066,34,50x21x7,4/10/2023,642429482482,642429480744
1243,5/19/2023,646046639420,6.2,50x14x5,N/A,N/A,N/A
1244,5/19/2023,646046639430,18,50x13x5,N/A,N/A,N/A
1245,5/22/2023,646046652221,18,50x14x6,N/A,N/A,N/A
1247,5/22/2023,646046652232,18,50x14x5,N/A,N/A,N/A
1248,5/22/2023,646046652243,18,50x13x5,4/11/2023,642429487110,642429485470
1249,5/22/2023,646046652254,18,50x5x5,4/5/2023,642429410244,642429411814
1252,5/26/2023,646046689295,34,51x21x8,4/10/2023,642429366082,642429367814
1253,5/22/2023,646046652265,18,49x14x5,N/A,N/A,N/A
1254,5/26/2023,646046685110,34,51x21x10,4/5/2023,642429410266,642429411836
1255,5/19/2023,646046639441,18,50x13x5,N/A,N/A,N/A
1256,5/22/2023,646046652276,18,49x14x5,4/5/2023,642429444426,642429445981
1257,5/22/2023,646046652287,18,50x14x6,N/A,N/A,N/A
1259,5/22/2023,646046652298,18,50x14x5,N/A,N/A,N/A
1260,5/26/2023,646046685120,34,51x20x8,4/6/2023,642429476281,642429477873
1261,5/24/2023,646046681077,34,50x21x7,4/10/2023,642429482508,642429480755
1263,5/26/2023,646046685131,34,,4/11/2023,642429485893,642429484257
1264,5/22/2023,646046652302,18,50x14x5,4/11/2023,642429502889,642429502043
1265,5/22/2023,646046652313,18,50x14x5,N/A,N/A,N/A
1266,5/26/2023,646046685142,34,51x21x8,4/5/2023,642429427331,642429425615
1267,5/22/2023,646046652324,18,50x14x5,N/A,N/A,N/A
1268,5/19/2023,646046639452,18,50x14x5,N/A,N/A,N/A
