Store #,City,Category,Declaration Category,Declared Items,UPC ,Cat,Sub-Cat,Change Request Action ,Store-UPC,Zahra Comments
5673,SACHSE,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,5673-78742352169,
5673,SACHSE,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,5673-78742229126,
5700,TYLER,Milk,1% Buttermilk,PRAIRIE FARMS HILAND LOWFAT BUTTERMILK HG-064OZ,72060025118,1,3,Add,5700-72060025118,
5700,TYLER,Milk,1% Quart Milk,PRAIRIE FARMS HILAND 1% QT-032OZ,72060000559,52,1,Add,5700-72060000559,
5700,TYLER,Milk,Skim Quart Milk,PRAIRIE FARMS HILAND SKIM QT-032OZ,72060000863,52,1,Add,5700-72060000863,
5700,TYLER,Milk,Whole Quart Milk,PRAIRIE FARMS HILAND WHOLE QT-032OZ,72060000122,50,1,Add,5700-72060000122,
5700,TYLER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,5700-72945611030,
5700,TYLER,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,5700-78742353272,
5700,TYLER,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,5700-78742430201,
5700,TYLER,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,5700-78742079646,
5700,TYLER,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,5700-78742217307,
5700,TYLER,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,5700-78742374581,
5700,TYLER,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,5700-78742067735,
5700,TYLER,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,5700-78742430218,
5700,TYLER,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,5700-78742097473,
5700,TYLER,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,5700-78742430195,
5700,TYLER,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,5700-78742119076,
5700,TYLER,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,5700-78742430225,
5700,TYLER,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,5700-78742148786,
5700,TYLER,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,5700-41716232163,
5700,TYLER,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,5700-78742062570,
5700,TYLER,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,5700-78742352282,
5700,TYLER,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,5700-78742229799,
5700,TYLER,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,5700-78742122373,
5700,TYLER,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,5700-78742371672,
5700,TYLER,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,5700-16300220017,
5700,TYLER,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,5700-78742088198,
5700,TYLER,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,5700-78742066929,
5700,TYLER,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,5700-78742069906,
5700,TYLER,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,5700-78742226903,
5700,TYLER,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,5700-78742226897,
5700,TYLER,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,5700-16300220055,
5700,TYLER,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,5700-78742296609,
5700,TYLER,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,5700-16300220062,
5700,TYLER,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,5700-78742014678,
5700,TYLER,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,5700-78742062099,
5700,TYLER,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,5700-78742062037,
5700,TYLER,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,5700-78742351889,
5700,TYLER,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,5700-78742352022,
5700,TYLER,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,5700-78742351896,
5700,TYLER,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,5700-78742352039,
5700,TYLER,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,5700-78742351865,
5700,TYLER,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,5700-78742352008,
5700,TYLER,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,5700-78742228822,
5700,TYLER,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,5700-78742352169,
5700,TYLER,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,5700-78742229126,
5702,LUBBOCK,Milk,1% Buttermilk,DFA GANDYS 1% BUTTERMILK HG-064OZ,72650000525,1,3,Add,5702-72650000525,
5702,LUBBOCK,Milk,1% Quart Milk,DFA GANDYS 1% QT-032OZ,72650000792,52,1,Add,5702-72650000792,
5702,LUBBOCK,Milk,Whole Quart Milk,DFA GANDYS WHOLE QT-032OZ,72650000037,50,1,Add,5702-72650000037,
5702,LUBBOCK,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,5702-72945611030,
5702,LUBBOCK,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,5702-78742353272,
5702,LUBBOCK,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,5702-78742430201,
5702,LUBBOCK,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,5702-78742079646,
5702,LUBBOCK,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,5702-78742217307,
5702,LUBBOCK,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,5702-78742374581,
5702,LUBBOCK,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,5702-78742067735,
5702,LUBBOCK,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,5702-78742430218,
5702,LUBBOCK,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,5702-78742097473,
5702,LUBBOCK,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,5702-78742430195,
5702,LUBBOCK,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,5702-78742119076,
5702,LUBBOCK,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,5702-78742430225,
5702,LUBBOCK,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,5702-78742148786,
5702,LUBBOCK,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,5702-41716232163,
5702,LUBBOCK,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,5702-78742062570,
5702,LUBBOCK,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,5702-78742352282,
5702,LUBBOCK,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,5702-78742229799,
5702,LUBBOCK,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,5702-78742122373,
5702,LUBBOCK,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,5702-78742371672,
5702,LUBBOCK,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,5702-16300220017,
5702,LUBBOCK,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,5702-78742088198,
5702,LUBBOCK,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,5702-78742066929,
5702,LUBBOCK,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,5702-78742069906,
5702,LUBBOCK,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,5702-78742226903,
5702,LUBBOCK,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,5702-78742226897,
5702,LUBBOCK,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,5702-16300220055,
5702,LUBBOCK,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,5702-78742296609,
5702,LUBBOCK,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,5702-16300220062,
5702,LUBBOCK,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,5702-78742014678,
5702,LUBBOCK,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,5702-78742062099,
5702,LUBBOCK,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,5702-78742062037,
5702,LUBBOCK,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,5702-78742351889,
5702,LUBBOCK,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,5702-78742352022,
5702,LUBBOCK,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,5702-78742351896,
5702,LUBBOCK,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,5702-78742352039,
5702,LUBBOCK,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,5702-78742351865,
5702,LUBBOCK,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,5702-78742352008,
5702,LUBBOCK,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,5702-78742228822,
5702,LUBBOCK,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,5702-78742352169,
5702,LUBBOCK,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,5702-78742229126,
5707,CROSS ROADS,Milk,1% Buttermilk,DFA OAK FARMS 1% BUTTERMILK HG-064OZ,41271003567,1,3,Add,5707-41271003567,
5707,CROSS ROADS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,5707-72945611030,
5707,CROSS ROADS,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,5707-78742353272,
5707,CROSS ROADS,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,5707-78742430201,
5707,CROSS ROADS,Cheese,Colby 2 lb,GV Colby 2lb,78742114637,2,12,No Change,5707-78742114637,
5707,CROSS ROADS,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,5707-78742079646,
5707,CROSS ROADS,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,5707-78742217307,
5707,CROSS ROADS,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,5707-78742374581,
5707,CROSS ROADS,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,5707-78742067735,
5707,CROSS ROADS,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,5707-78742430218,
5707,CROSS ROADS,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,5707-78742430195,
5707,CROSS ROADS,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,5707-78742119076,
5707,CROSS ROADS,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,5707-78742430225,
5707,CROSS ROADS,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,5707-78742148786,
5707,CROSS ROADS,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,5707-41716232163,
5707,CROSS ROADS,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,5707-78742062570,
5707,CROSS ROADS,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,5707-78742352282,
5707,CROSS ROADS,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,5707-78742229799,
5707,CROSS ROADS,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,5707-78742122373,
5707,CROSS ROADS,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,5707-78742371672,
5707,CROSS ROADS,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,5707-16300220017,
5707,CROSS ROADS,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,5707-78742088198,
5707,CROSS ROADS,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,5707-78742066929,
5707,CROSS ROADS,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,5707-78742069906,
5707,CROSS ROADS,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,5707-78742226903,
5707,CROSS ROADS,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,5707-78742226897,
5707,CROSS ROADS,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,5707-16300220055,
5707,CROSS ROADS,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,5707-78742296609,
5707,CROSS ROADS,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,5707-16300220062,
5707,CROSS ROADS,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,5707-78742014678,
5707,CROSS ROADS,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,5707-78742062099,
5707,CROSS ROADS,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,5707-78742062037,
5707,CROSS ROADS,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,5707-78742351889,
5707,CROSS ROADS,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,5707-78742352022,
5707,CROSS ROADS,Milk,1% Quart Milk,DFA OAK FARMS 1% QT-032OZ,70026351264,52,1,No Change,5707-70026351264,
5707,CROSS ROADS,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,5707-78742351896,
5707,CROSS ROADS,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,5707-78742352039,
5707,CROSS ROADS,Milk,Skim Quart Milk,DFA OAK FARMS WHOLE QT-032OZ,41271004113,50,1,No Change,5707-41271004113,
5707,CROSS ROADS,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,5707-78742351865,
5707,CROSS ROADS,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,5707-78742352008,
5707,CROSS ROADS,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,5707-78742228822,
5707,CROSS ROADS,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,5707-78742352169,
5707,CROSS ROADS,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,5707-78742229126,
5713,LAREDO,Milk,1% Buttermilk,DFA OAK FARMS 1% BUTTERMILK HG-064OZ,41271003567,1,3,Add,5713-41271003567,
5713,LAREDO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,5713-72945611030,
5713,LAREDO,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,5713-78742353272,
5713,LAREDO,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,5713-78742430201,
5713,LAREDO,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,5713-78742079646,
5713,LAREDO,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,5713-78742217307,
5713,LAREDO,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,5713-78742374581,
5713,LAREDO,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,5713-78742067735,
5713,LAREDO,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,5713-78742430218,
5713,LAREDO,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,5713-78742097473,
5713,LAREDO,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,5713-78742430195,
5713,LAREDO,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,5713-78742119076,
5713,LAREDO,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,5713-78742430225,
5713,LAREDO,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,5713-78742148786,
5713,LAREDO,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,5713-41716232163,
5713,LAREDO,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,5713-78742062570,
5713,LAREDO,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,5713-78742352282,
5713,LAREDO,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,5713-78742229799,
5713,LAREDO,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,5713-78742122373,
5713,LAREDO,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,5713-78742371672,
5713,LAREDO,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,5713-16300220017,
5713,LAREDO,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,5713-78742088198,
5713,LAREDO,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,5713-78742066929,
5713,LAREDO,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,5713-78742069906,
5713,LAREDO,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,5713-78742226903,
5713,LAREDO,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,5713-78742226897,
5713,LAREDO,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,5713-16300220055,
5713,LAREDO,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,5713-78742296609,
5713,LAREDO,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,5713-16300220062,
5713,LAREDO,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,5713-78742014678,
5713,LAREDO,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,5713-78742062099,
5713,LAREDO,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,5713-78742062037,
5713,LAREDO,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,5713-78742351889,
5713,LAREDO,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,5713-78742352022,
5713,LAREDO,Milk,1% Quart Milk,DFA OAK FARMS 1% QT-032OZ,70026351264,52,1,No Change,5713-70026351264,
5713,LAREDO,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,5713-78742351896,
5713,LAREDO,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,5713-78742352039,
5713,LAREDO,Milk,Skim Quart Milk,DFA OAK FARMS WHOLE QT-032OZ,41271004113,50,1,No Change,5713-41271004113,
5713,LAREDO,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,5713-78742351865,
5713,LAREDO,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,5713-78742352008,
5713,LAREDO,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,5713-78742228822,
5713,LAREDO,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,5713-78742352169,
5713,LAREDO,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,5713-78742229126,
5715,ABILENE,Milk,1% Buttermilk,DFA GANDYS 1% BUTTERMILK HG-064OZ,72650000525,1,3,Add,5715-72650000525,
5715,ABILENE,Milk,1% Quart Milk,DFA GANDYS 1% QT-032OZ,72650000792,52,1,Add,5715-72650000792,
5715,ABILENE,Milk,Whole Quart Milk,DFA GANDYS WHOLE QT-032OZ,72650000037,50,1,Add,5715-72650000037,
5715,ABILENE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,5715-72945611030,
5715,ABILENE,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,5715-78742353272,
5715,ABILENE,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,5715-78742430201,
5715,ABILENE,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,5715-78742079646,
5715,ABILENE,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,5715-78742217307,
5715,ABILENE,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,5715-78742374581,
5715,ABILENE,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,5715-78742067735,
5715,ABILENE,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,5715-78742430218,
5715,ABILENE,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,5715-78742097473,
5715,ABILENE,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,5715-78742430195,
5715,ABILENE,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,5715-78742119076,
5715,ABILENE,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,5715-78742430225,
5715,ABILENE,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,5715-78742148786,
5715,ABILENE,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,5715-41716232163,
5715,ABILENE,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,5715-78742062570,
5715,ABILENE,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,5715-78742352282,
5715,ABILENE,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,5715-78742229799,
5715,ABILENE,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,5715-78742122373,
5715,ABILENE,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,5715-78742371672,
5715,ABILENE,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,5715-16300220017,
5715,ABILENE,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,5715-78742088198,
5715,ABILENE,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,5715-78742066929,
5715,ABILENE,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,5715-78742069906,
5715,ABILENE,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,5715-78742226903,
5715,ABILENE,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,5715-78742226897,
5715,ABILENE,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,5715-16300220055,
5715,ABILENE,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,5715-78742296609,
5715,ABILENE,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,5715-16300220062,
5715,ABILENE,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,5715-78742014678,
5715,ABILENE,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,5715-78742062099,
5715,ABILENE,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,5715-78742062037,
5715,ABILENE,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,5715-78742351889,
5715,ABILENE,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,5715-78742352022,
5715,ABILENE,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,5715-78742351896,
5715,ABILENE,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,5715-78742352039,
5715,ABILENE,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,5715-78742351865,
5715,ABILENE,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,5715-78742352008,
5715,ABILENE,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,5715-78742228822,
