Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Pallet  Count
670,4/26/2021,7 am to 6 pm,Shred It ,5
671,TBD,TBD,TBD,TBD
672,TBD,TBD,TBD,TBD
673,TBD,TBD,TBD,TBD
674,TBD,TBD,TBD,TBD
675,TBD,TBD,TBD,TBD
676,TBD,TBD,TBD,TBD
677,TBD,TBD,TBD,TBD
678,TBD,TBD,TBD,TBD
680,TBD,TBD,TBD,TBD
681,5/5/2021,7 am to 6 pm,Shred It ,2
682,TBD,TBD,TBD,TBD
683,6/8/2021,7 am to 6 pm,Shred It ,5
684,6/24/2021,7 am to 6 pm,Shred It ,10
685,TBD,TBD,TBD,TBD
686,3/24/2021,7 am to 6 pm,Shred It ,12
687,TBD,TBD,TBD,TBD
688,TBD,TBD,TBD,TBD
689,TBD,TBD,TBD,TBD
690,10/1/2021,7 am to 6 pm,Shred It ,1
691,4/19/2021,7 am to 6 pm,Shred It ,3
692,TBD,TBD,TBD,TBD
693,TBD,TBD,TBD,TBD
694,TBD,TBD,TBD,TBD
695,TBD,TBD,TBD,TBD
696,TBD,TBD,TBD,TBD
697,3/19/2021,7 am to 6 pm,Shred It ,12
698,TBD,TBD,TBD,TBD
699,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,4
700,5/7/2021,7 am to 6 pm,Shred It ,8
701,TBD,TBD,TBD,TBD
702,TBD,TBD,TBD,TBD
703,TBD,TBD,TBD,TBD
705,2/25/2021,7 am to 6 pm,Shred It ,3
706,No Service required per store,7 am to 6 pm,Shred It ,0
707,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,11
708,6/9/2021,7 am to 6 pm,Shred It ,12
709,TBD,TBD,TBD,TBD
710,TBD,TBD,TBD,TBD
711,5/13/2021,7 am to 6 pm,Shred It ,6
712,No Service required per store,7 am to 6 pm,Shred It ,0
713,3/4/2021,7 am to 6 pm,Shred It ,1
714,TBD,TBD,TBD,TBD
715,5/14/2021,7 am to 6 pm,Shred It ,9
716,2/25/2022,7 am to 6 pm,Shred It ,4
717,TBD,TBD,TBD,TBD
718,3/10/2021,7 am to 6 pm,Shred It ,4
719,TBD,TBD,TBD,TBD
720,TBD,TBD,TBD,TBD
721,3/9/2021,7 am to 6 pm,Shred It ,1
722,2/24/2022,7 am to 6 pm,Shred It ,10
723,5/6/2021,7 am to 6 pm,Shred It ,4
724,TBD,TBD,TBD,TBD
725,3/10/2021,7 am to 6 pm,Shred It ,6
726,4/19/2021,7 am to 6 pm,Shred It ,5
727,2/24/2022,7 am to 6 pm,Shred It ,5
728,10/15/2021,7 am to 6 pm,Shred It ,9
729,5/3/2021,7 am to 6 pm,Shred It ,10
730,No Service required per store,7 am to 6 pm,Shred It ,0
731,5/18/2021,7 am to 6 pm,Shred It ,5
733,4/26/2021,7 am to 6 pm,Shred It ,16
734,4/29/2021,7 am to 6 pm,Shred It ,1
735,10/1/2021,7 am to 6 pm,Shred It ,2
736,TBD,TBD,TBD,TBD
737,TBD,TBD,TBD,TBD
738,TBD,TBD,TBD,TBD
739,TBD,TBD,TBD,TBD
740,4/23/2021,7 am to 6 pm,Shred It ,5
741,TBD,TBD,TBD,TBD
742,7/29/2021,7 am to 6 pm,Shred It ,8
743,TBD,TBD,TBD,TBD
744,6/24/2021,7 am to 6 pm,Shred It ,7
745,2/21/2022,7 am to 6 pm,Shred It ,19
746,TBD,TBD,TBD,TBD
747,TBD,TBD,TBD,TBD
748,7/14/2021,7 am to 6 pm,Shred It ,4
749,No Service required per store,7 am to 6 pm,Shred It ,0
750,TBD,TBD,TBD,TBD
751,7/12/2021,7 am to 6 pm,Shred It ,2
752,7/24/2021,7 am to 6 pm,Shred It ,7
753,No Service required per store,7 am to 6 pm,Shred It ,0
754,3/26/2021,7 am to 6 pm,Shred It ,6
755,TBD,TBD,TBD,TBD
756,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,4
757,6/28/2021,7 am to 6 pm,Shred It ,2
758,3/16/2021,7 am to 6 pm,Shred It ,2
759,3/9/2021,7 am to 6 pm,Shred It ,3
760,TBD,TBD,TBD,TBD
761,6/4/2021,7 am to 6 pm,Shred It ,4
762,5/7/2021,7 am to 6 pm,Shred It ,10
764,TBD,TBD,TBD,TBD
765,No Service required per store,7 am to 6 pm,Shred It ,0
766,10/11/2021,7 am to 6 pm,Shred It ,5
767,TBD,TBD,TBD,TBD
768,TBD,TBD,TBD,TBD
769,3/3/2021,7 am to 6 pm,Shred It ,6
770,TBD,TBD,TBD,TBD
771,2/23/2021,7 am to 6 pm,Shred It ,2
772,7/29/2021,7 am to 6 pm,Shred It ,3
773,6/11/2021,7 am to 6 pm,Shred It ,3
774,8/12/2021 * Onsite only,7 am to 6 pm,Shred It ,1
775,TBD,TBD,TBD,TBD
776,TBD,TBD,TBD,TBD
777,6/3/2021,7 am to 6 pm,Shred It ,2
778,3/9/2021,7 am to 6 pm,Shred It ,20
779,3/4/2021,7 am to 6 pm,Shred It ,5
780,2/21/2022,7 am to 6 pm,Shred It ,8
781,TBD,TBD,TBD,TBD
782,TBD,TBD,TBD,TBD
783,TBD,TBD,TBD,TBD
784,TBD,TBD,TBD,TBD
785,6/7/2021,7 am to 6 pm,Shred It ,3
786,TBD,TBD,TBD,TBD
787,2/25/2022,7 am to 6 pm,Shred It ,6
788,TBD,TBD,TBD,TBD
789,TBD,TBD,TBD,TBD
790,TBD,TBD,TBD,TBD
791,9/27/2021,7 am to 6 pm,Shred It ,8
792,TBD,TBD,TBD,TBD
793,TBD,TBD,TBD,TBD
794,TBD,TBD,TBD,TBD
795,3/1/2022,7 am to 6 pm,Shred It ,6
796,TBD,TBD,TBD,TBD
797,TBD,TBD,TBD,TBD
798,TBD,TBD,TBD,TBD
799,TBD,TBD,TBD,TBD
800,3/2/2021,7 am to 6 pm,Shred It ,4
801,TBD,TBD,TBD,TBD
802,TBD,TBD,TBD,TBD
803,6/26/2021,7 am to 6 pm,Shred It ,7
804,TBD,TBD,TBD,TBD
805,TBD,TBD,TBD,TBD
806,TBD,TBD,TBD,TBD
807,TBD,TBD,TBD,TBD
808,6/25/2021,7 am to 6 pm,Shred It ,5
809,4/28/2021,7 am to 6 pm,Shred It ,11
810,No Service required per store,7 am to 6 pm,Shred It ,0
811,3/11/2021,7 am to 6 pm,Shred It ,2
812,TBD,TBD,TBD,TBD
813,TBD,TBD,TBD,TBD
814,2/26/2021,7 am to 6 pm,Shred It ,3
815,10/11/2021,7 am to 6 pm,Shred It ,10
816,7/16/2021,7 am to 6 pm,Shred It ,3
817,3/2/2021,7 am to 6 pm,Shred It ,12
818,5/19/2021,7 am to 6 pm,Shred It ,5
819,2/23/2021,7 am to 6 pm,Shred It ,5
820,TBD,TBD,TBD,TBD
821,TBD,TBD,TBD,TBD
822,TBD,TBD,TBD,TBD
823,TBD,TBD,TBD,TBD
824,TBD,TBD,TBD,TBD
825,TBD,TBD,TBD,TBD
826,TBD,TBD,TBD,TBD
827,TBD,TBD,TBD,TBD
828,9/15/2021,7 am to 6 pm,Shred It ,12
829,TBD,TBD,TBD,TBD
830,TBD,TBD,TBD,TBD
831,TBD,TBD,TBD,TBD
833,TBD,TBD,TBD,TBD
834,TBD,TBD,TBD,TBD
835,5/27/2021,7 am to 6 pm,Shred It ,18
836,3/25/2021,7 am to 6 pm,Shred It ,5
837,TBD,TBD,TBD,TBD
838,TBD,TBD,TBD,TBD
839,6/3/2021,7 am to 6 pm,Shred It ,15
840,TBD,TBD,TBD,TBD
841,TBD,TBD,TBD,TBD
842,TBD,TBD,TBD,TBD
843,3/15/2021,7 am to 6 pm,Shred It ,1
844,TBD,TBD,TBD,TBD
845,TBD,TBD,TBD,TBD
846,7/21/2021,7 am to 6 pm,Shred It ,5
847,TBD,TBD,TBD,TBD
848,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,22
849,7/24/2021,7 am to 6 pm,Shred It ,1
850,TBD,TBD,TBD,TBD
851,TBD,TBD,TBD,TBD
852,TBD,TBD,TBD,TBD
853,5/26/2021,7 am to 6 pm,Shred It ,5
854,10/11/2021,7 am to 6 pm,Shred It ,7
855,2/25/2022,7 am to 6 pm,Shred It ,5
856,2/24/2022,7 am to 6 pm,Shred It ,5
857,3/18/2021,7 am to 6 pm,Shred It ,4
858,4/16/2021,7 am to 6 pm,Shred It ,2
859,3/11/2021,7 am to 6 pm,Shred It ,2
860,3/26/2021,7 am to 6 pm,Shred It ,1
861,10/14/2021,7 am to 6 pm,Shred It ,2
862,3/31/2021,7 am to 6 pm,Shred It ,2
863,4/27/2021,7 am to 6 pm,Shred It ,2
864,3/22/2021 (2 trips),7 am to 6 pm,Shred It ,14
865,7/12/2021,7 am to 6 pm,Shred It ,1
866,4/27/2021,7 am to 6 pm,Shred It ,9
867,TBD,TBD,TBD,TBD
868,TBD,TBD,TBD,TBD
869,TBD,TBD,TBD,TBD
870,TBD,TBD,TBD,TBD
871,TBD,TBD,TBD,TBD
872,7/24/2021,7 am to 6 pm,Shred It ,10
873,TBD,TBD,TBD,TBD
874,6/10/2021,7 am to 6 pm,Shred It ,3
875,6/4/2021,7 am to 6 pm,Shred It ,8
876,10/7/2021,7 am to 6 pm,Shred It ,5
877,TBD,TBD,TBD,TBD
878,2/23/2022,7 am to 6 pm,Shred It ,3
879,TBD,TBD,TBD,TBD
880,TBD,TBD,TBD,TBD
881,8/20/2021,7 am to 6 pm,Shred It ,17
882,TBD,TBD,TBD,TBD
884,8/10/2021,7 am to 6 pm,Shred It ,4
885,TBD,TBD,TBD,TBD
886,7/13/2021,7 am to 6 pm,Shred It ,4
887,6/9/2021,7 am to 6 pm,Shred It ,11
888,TBD,TBD,TBD,TBD
889,3/24/2021,7 am to 6 pm,Shred It ,2
890,2/15/2021,7 am to 6 pm,Shred It ,9
891,TBD,TBD,TBD,TBD
892,TBD,TBD,TBD,TBD
893,TBD,TBD,TBD,TBD
894,TBD,TBD,TBD,TBD
895,TBD,TBD,TBD,TBD
896,10/7/2021,7 am to 6 pm,Shred It ,5
897,TBD,TBD,TBD,TBD
898,TBD,TBD,TBD,TBD
899,3/26/2021,7 am to 6 pm,Shred It ,6
900,TBD,TBD,TBD,TBD
901,TBD,TBD,TBD,TBD
902,TBD,TBD,TBD,TBD
903,TBD,TBD,TBD,TBD
904,4/22/2021,7 am to 6 pm,Shred It ,11
905,TBD,TBD,TBD,TBD
906,5/17/2021,7 am to 6 pm,Shred It ,13
907,3/16/2021,7 am to 6 pm,Shred It ,4
908,2/23/2021,7 am to 6 pm,Shred It ,2
909,6/7/2021,7 am to 6 pm,Shred It ,5
910,TBD,TBD,TBD,TBD
911,7/14/2021,7 am to 6 pm,Shred It ,3
912,6/7/2021,7 am to 6 pm,Shred It ,4
913,No Service required per store,7 am to 6 pm,Shred It ,0
914,TBD,TBD,TBD,TBD
915,7/8/2021,7 am to 6 pm,Shred It ,1
916,6/8/2021,7 am to 6 pm,Shred It ,13
917,TBD,TBD,TBD,TBD
918,TBD,TBD,TBD,TBD
919,5/13/2021,7 am to 6 pm,Shred It ,4
920,3/31/2021,7 am to 6 pm,Shred It ,2
921,TBD,TBD,TBD,TBD
922,TBD,TBD,TBD,TBD
923,TBD,TBD,TBD,TBD
924,TBD,TBD,TBD,TBD
925,3/12/2021,7 am to 6 pm,Shred It ,1
927,TBD,TBD,TBD,TBD
928,TBD,TBD,TBD,TBD
929,2/22/2021,7 am to 6 pm,Shred It ,7
930,5/3/2021,7 am to 6 pm,Shred It ,10
931,2/23/2021,7 am to 6 pm,Shred It ,1
932,3/23/2021,7 am to 6 pm,Shred It ,3
933,TBD,TBD,TBD,TBD
934,4/22/2021,7 am to 6 pm,Shred It ,5
935,5/19/2021,7 am to 6 pm,Shred It ,4
936,TBD,TBD,TBD,TBD
937,3/4/2022,7 am to 6 pm,Shred It ,9
938,4/22/2021,7 am to 6 pm,Shred It ,20
939,TBD,TBD,TBD,TBD
940,TBD,TBD,TBD,TBD
941,TBD,TBD,TBD,TBD
942,3/2/2021,7 am to 6 pm,Shred It ,8
943,2/24/2021,7 am to 6 pm,Shred It ,4
944,5/4/2021,7 am to 6 pm,Shred It ,2
945,TBD,TBD,TBD,TBD
947,TBD,TBD,TBD,TBD
948,7/29/2021,7 am to 6 pm,Shred It ,8
950,5/18/2021,7 am to 6 pm,Shred It ,6
951,TBD,TBD,TBD,TBD
952,3/15/2021,7 am to 6 pm,Shred It ,5
953,TBD,TBD,TBD,TBD
954,6/7/2021,7 am to 6 pm,Shred It ,3
955,2/16/2021,7 am to 6 pm,Shred It ,1
956,2/18/2021,7 am to 6 pm,Shred It ,3
957,TBD,TBD,TBD,TBD
958,TBD,TBD,TBD,TBD
959,2/22/2021,7 am to 6 pm,Shred It ,4
960,TBD,TBD,TBD,TBD
961,6/1/2021,7 am to 6 pm,Shred It ,2
962,TBD,TBD,TBD,TBD
963,9/16/2021,7 am to 6 pm,Shred It ,5
964,TBD,TBD,TBD,TBD
965,TBD,TBD,TBD,TBD
966,TBD,TBD,TBD,TBD
967,2/22/2021,7 am to 6 pm,Shred It ,6
968,3/17/2021,7 am to 6 pm,Shred It ,2
969,6/8/2021,7 am to 6 pm,Shred It ,4
970,6/10/2021,7 am to 6 pm,Shred It ,8
971,TBD,TBD,TBD,TBD
972,TBD,TBD,TBD,TBD
973,2/23/2021,7 am to 6 pm,Shred It ,6
974,2/26/2021,7 am to 6 pm,Shred It ,1
975,TBD,TBD,TBD,TBD
976,2/26/2022,7 am to 6 pm,Shred It ,12
977,3/25/2021,7 am to 6 pm,Shred It ,2
978,TBD,TBD,TBD,TBD
979,TBD,TBD,TBD,TBD
980,TBD,TBD,TBD,TBD
981,5/13/2021,7 am to 6 pm,Shred It ,10
982,7/22/2021,7 am to 6 pm,Shred It ,2
984,TBD,TBD,TBD,TBD
985,TBD,TBD,TBD,TBD
986,TBD,TBD,TBD,TBD
987,2/22/2021,7 am to 6 pm,Shred It ,11
988,2/19/2021,7 am to 6 pm,Shred It ,5
989,6/4/2021,7 am to 6 pm,Shred It ,1
990,5/14/2021,7 am to 6 pm,Shred It ,3
991,8/27/2021,7 am to 6 pm,Shred It ,2
992,TBD,TBD,TBD,TBD
993,TBD,TBD,TBD,TBD
994,2/26/2021,7 am to 6 pm,Shred It ,4
995,TBD,TBD,TBD,TBD
996,TBD,TBD,TBD,TBD
997,TBD,TBD,TBD,TBD
998,1/10/2022,7 am to 6 pm,Shred It ,1
999,7/13/2021,7 am to 6 pm,Shred It ,3
1000,7/23/2021,7 am to 6 pm,Shred It ,4
1001,TBD,TBD,TBD,TBD
1002,TBD,TBD,TBD,TBD
1003,TBD,TBD,TBD,TBD
1004,3/9/2021,7 am to 6 pm,Shred It ,3
1005,No Service required per store,7 am to 6 pm,Shred It ,0
1006,3/16/2021,7 am to 6 pm,Shred It ,1
1007,TBD,TBD,TBD,TBD
1008,TBD,TBD,TBD,TBD
1009,TBD,TBD,TBD,TBD
1010,TBD,TBD,TBD,TBD
1011,10/15/2021,7 am to 6 pm,Shred It ,5
1012,TBD,TBD,TBD,TBD
1013,TBD,TBD,TBD,TBD
1014,TBD,TBD,TBD,TBD
1015,TBD,TBD,TBD,TBD
1016,6/14/2021,7 am to 6 pm,Shred It ,6
1017,No Service required per store,7 am to 6 pm,Shred It ,0
1018,3/22/2021,7 am to 6 pm,Shred It ,2
1019,TBD,TBD,TBD,TBD
1020,7/22/2021,7 am to 6 pm,Shred It ,7
1021,TBD,TBD,TBD,TBD
1022,7/28/2021,7 am to 6 pm,Shred It ,6
1023,TBD,TBD,TBD,TBD
1024,3/24/2021,7 am to 6 pm,Shred It ,2
1025,6/7/2021,7 am to 6 pm,Shred It ,15
1026,TBD,TBD,TBD,TBD
1027,No Service required per store,7 am to 6 pm,Shred It ,0
1028,TBD,TBD,TBD,TBD
1029,2/24/2021,7 am to 6 pm,Shred It ,1
1030,1/10/2022,7 am to 6 pm,Shred It ,16
1032,5/26/2021,7 am to 6 pm,Shred It ,9
1033,TBD,TBD,TBD,TBD
1034,9/27/2021,7 am to 6 pm,Shred It ,10
1035,Completed without notification,7 am to 6 pm,Shred It ,14
1036,TBD,TBD,TBD,TBD
1037,9/27/2021,7 am to 6 pm,Shred It ,3
1038,7/22/2021,7 am to 6 pm,Shred It ,4
1039,No Service required per store,7 am to 6 pm,Shred It ,0
1040,10/9/2021,7 am to 6 pm,Shred It ,5
1041,7/16/2021,7 am to 6 pm,Shred It ,2
1042,7/21/2021,7 am to 6 pm,Shred It ,3
1043,TBD,TBD,TBD,TBD
1044,10/5/2021,7 am to 6 pm,Shred It ,16
1045,TBD,TBD,TBD,TBD
1046,TBD,TBD,TBD,TBD
1047,9/27/2021,7 am to 6 pm,Shred It ,9
1048,TBD,TBD,TBD,TBD
1051,TBD,TBD,TBD,TBD
1052,4/27/2021,7 am to 6 pm,Shred It ,1
1053,TBD,TBD,TBD,TBD
1054,TBD,TBD,TBD,TBD
1055,TBD,TBD,TBD,TBD
1056,TBD,TBD,TBD,TBD
1057,TBD,TBD,TBD,TBD
1058,TBD,TBD,TBD,TBD
1059,TBD,TBD,TBD,TBD
1060,9/28/2021,7 am to 6 pm,Shred It ,5
1061,3/16/2021,7 am to 6 pm,Shred It ,4
1062,TBD,TBD,TBD,TBD
1063,4/28/2021,7 am to 6 pm,Shred It ,4
1064,10/11/2021,7 am to 6 pm,Shred It ,7
1065,TBD,TBD,TBD,TBD
1066,6/11/2021,7 am to 6 pm,Shred It ,7
1067,TBD,TBD,TBD,TBD
1068,2/23/2021,7 am to 6 pm,Shred It ,2
1069,5/11/2021,7 am to 6 pm,Shred It ,8
1070,TBD,TBD,TBD,TBD
1071,10/1/2021,7 am to 6 pm,Shred It ,14
1072,TBD,TBD,TBD,TBD
1073,TBD,TBD,TBD,TBD
1074,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,12
1075,TBD,TBD,TBD,TBD
1076,3/15/2021,7 am to 6 pm,Shred It ,3
1077,4/15/2021,7 am to 6 pm,Shred It ,12
1078,TBD,TBD,TBD,TBD
1079,3/18/2021,7 am to 6 pm,Shred It ,2
1080,7/26/2021,7 am to 6 pm,Shred It ,4
1081,3/22/2021,7 am to 6 pm,Shred It ,4
1082,TBD,TBD,TBD,TBD
1083,TBD,TBD,TBD,TBD
1084,2/26/2021,7 am to 6 pm,Shred It ,5
1085,2/26/2021,7 am to 6 pm,Shred It ,4
1086,3/5/2021,7 am to 6 pm,Shred It ,4
1087,2/22/2021,7 am to 6 pm,Shred It ,5
1088,6/7/2021,7 am to 6 pm,Shred It ,13
1089,TBD,TBD,TBD,TBD
1090,TBD,TBD,TBD,TBD
1091,5/3/2021,7 am to 6 pm,Shred It ,6
1093,TBD,TBD,TBD,TBD
1094,TBD,TBD,TBD,TBD
1095,TBD,TBD,TBD,TBD
1096,1/20/2022,7 am to 6 pm,Shred It ,1
1097,TBD,TBD,TBD,TBD
1098,6/25/2021,7 am to 6 pm,Shred It ,3
1099,TBD,TBD,TBD,TBD
1100,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,3
1101,TBD,TBD,TBD,TBD
1102,6/2/2021,7 am to 6 pm,Shred It ,6
1103,8/6/2021,7 am to 6 pm,Shred It ,10
1104,2/15/2021,7 am to 6 pm,Shred It ,5
1105,TBD,TBD,TBD,TBD
1106,6/10/2021,7 am to 6 pm,Shred It ,6
1107,6/11/2021,7 am to 6 pm,Shred It ,2
1108,2/26/2022,7 am to 6 pm,Shred It ,3
1109,2/26/2022,7 am to 6 pm,Shred It ,7
1110,2/26/2022,7 am to 6 pm,Shred It ,4
1111,3/10/2022,7 am to 6 pm,Shred It ,1
1112,3/24/2021,7 am to 6 pm,Shred It ,7
1113,TBD,TBD,TBD,TBD
1114,TBD,TBD,TBD,TBD
1115,TBD,TBD,TBD,TBD
1116,TBD,TBD,TBD,TBD
1117,TBD,TBD,TBD,TBD
1118,TBD,TBD,TBD,TBD
1119,2/23/2021,7 am to 6 pm,Shred It ,5
1120,TBD,TBD,TBD,TBD
1121,3/4/2022,7 am to 6 pm,Shred It ,8
1122,TBD,TBD,TBD,TBD
1123,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,4
1124,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
1125,TBD,TBD,TBD,TBD
1126,7/13/2021,7 am to 6 pm,Shred It ,5
1128,6/15/2021,7 am to 6 pm,Shred It ,7
1129,TBD,TBD,TBD,TBD
1130,2/22/2021,7 am to 6 pm,Shred It ,5
1131,9/27/2021,7 am to 6 pm,Shred It ,3
1132,TBD,TBD,TBD,TBD
1133,TBD,TBD,TBD,TBD
1134,5/3/2021,7 am to 6 pm,Shred It ,1
1135,7/22/2021,7 am to 6 pm,Shred It ,2
1136,6/8/2021,7 am to 6 pm,Shred It ,6
1137,10/9/2021,7 am to 6 pm,Shred It ,3
1138,TBD,TBD,TBD,TBD
1139,TBD,TBD,TBD,TBD
1140,TBD,TBD,TBD,TBD
1141,10/12/2021,7 am to 6 pm,Shred It ,2
1142,TBD,TBD,TBD,TBD
1143,3/22/2021,7 am to 6 pm,Shred It ,5
1144,7/23/2021,7 am to 6 pm,Shred It ,3
1146,8/25/2021,7 am to 6 pm,Shred It ,8
1147,TBD,TBD,TBD,TBD
1148,TBD,TBD,TBD,TBD
1149,TBD,TBD,TBD,TBD
1150,7/24/2021,7 am to 6 pm,Shred It ,20
1151,TBD,TBD,TBD,TBD
1152,TBD,TBD,TBD,TBD
1153,3/23/2021,7 am to 6 pm,Shred It ,11
1154,7/14/2021,7 am to 6 pm,Shred It ,1
1155,TBD,TBD,TBD,TBD
1156,9/2/2021,7 am to 6 pm,Shred It ,7
1157,10/12/2021,7 am to 6 pm,Shred It ,10
1158,4/30/2021,7 am to 6 pm,Shred It ,17
1159,TBD,TBD,TBD,TBD
1160,1/13/2022,7 am to 6 pm,Shred It ,9
1161,TBD,TBD,TBD,TBD
1162,TBD,TBD,TBD,TBD
1163,1/10/2022,7 am to 6 pm,Shred It ,2
1164,8/23/2021,7 am to 6 pm,Shred It ,3
1165,TBD,TBD,TBD,TBD
1166,TBD,TBD,TBD,TBD
1167,TBD,TBD,TBD,TBD
1168,6/11/2021,7 am to 6 pm,Shred It ,7
1169,2/26/2022,7 am to 6 pm,Shred It ,3
1170,TBD,TBD,TBD,TBD
1171,3/1/2021,7 am to 6 pm,Shred It ,2
1172,TBD,TBD,TBD,TBD
1173,TBD,TBD,TBD,TBD
1174,5/6/2021,7 am to 6 pm,Shred It ,8
1175,7/15/2021,7 am to 6 pm,Shred It ,2
1176,TBD,TBD,TBD,TBD
1177,TBD,TBD,TBD,TBD
1178,TBD,TBD,TBD,TBD
1179,TBD,TBD,TBD,TBD
1180,TBD,TBD,TBD,TBD
1181,3/4/2022,7 am to 6 pm,Shred It ,4
1182,3/22/2021,7 am to 6 pm,Shred It ,1
1183,8/20/2021,7 am to 6 pm,Shred It ,7
1184,6/17/2021,7 am to 6 pm,Shred It ,15
1185,TBD,TBD,TBD,TBD
1186,1/15/2022,7 am to 6 pm,Shred It ,2
1187,TBD,TBD,TBD,TBD
1188,TBD,TBD,TBD,TBD
1189,5/11/2021,7 am to 6 pm,Shred It ,2
1190,10/1/2021,7 am to 6 pm,Shred It ,3
1191,TBD,TBD,TBD,TBD
1192,6/11/2021,7 am to 6 pm,Shred It ,6
1193,2/25/2022,7 am to 6 pm,Shred It ,10
1194,TBD,TBD,TBD,TBD
1195,5/26/2021,7 am to 6 pm,Shred It ,12
1196,6/8/2021,7 am to 6 pm,Shred It ,7
1197,TBD,TBD,TBD,TBD
1198,7/15/2021,7 am to 6 pm,Shred It ,7
1199,TBD,TBD,TBD,TBD
1200,TBD,TBD,TBD,TBD
1201,4/28/2021,7 am to 6 pm,Shred It ,7
1202,TBD,TBD,TBD,TBD
1203,3/3/2021,7 am to 6 pm,Shred It ,9
1204,6/8/2021,7 am to 6 pm,Shred It ,3
1205,4/5/2021,7 am to 6 pm,Shred It ,3
1206,6/3/2021,7 am to 6 pm,Shred It ,9
1207,5/19/2021,7 am to 6 pm,Shred It ,1
1209,8/12/2021,7 am to 6 pm,Shred It ,5
1210,TBD,TBD,TBD,TBD
1211,TBD,TBD,TBD,TBD
1212,4/22/2021,7 am to 6 pm,Shred It ,3
1213,6/25/2021,7 am to 6 pm,Shred It ,4
1214,7/23/2021,7 am to 6 pm,Shred It ,8
1215,8/10/2021,7 am to 6 pm,Shred It ,4
1216,9/30/2021,7 am to 6 pm,Shred It ,5
1217,10/5/2021,7 am to 6 pm,Shred It ,4
1218,10/19/2021,7 am to 6 pm,Shred It ,13
1219,TBD,TBD,TBD,TBD
1220,2/24/2021,7 am to 6 pm,Shred It ,5
1221,TBD,TBD,TBD,TBD
1222,5/7/2021,7 am to 6 pm,Shred It ,6
1223,5/26/2021,7 am to 6 pm,Shred It ,7
1224,5/14/2021,7 am to 6 pm,Shred It ,10
1225,TBD,TBD,TBD,TBD
1226,TBD,TBD,TBD,TBD
1227,3/16/2021,7 am to 6 pm,Shred It ,4
1228,TBD,TBD,TBD,TBD
1229,5/18/2021,7 am to 6 pm,Shred It ,16
1230,7/21/2021,7 am to 6 pm,Shred It ,7
1231,TBD,TBD,TBD,TBD
1232,6/11/2021,7 am to 6 pm,Shred It ,6
1233,TBD,TBD,TBD,TBD
1234,TBD,TBD,TBD,TBD
1235,7/14/2021,7 am to 6 pm,Shred It ,3
1236,TBD,TBD,TBD,TBD
1237,TBD,TBD,TBD,TBD
1238,TBD,TBD,TBD,TBD
1239,5/17/2021,7 am to 6 pm,Shred It ,20
1240,5/20/2021,7 am to 6 pm,Shred It ,8
1241,TBD,TBD,TBD,TBD
1242,5/27/2021,7 am to 6 pm,Shred It ,3
1243,TBD,TBD,TBD,TBD
1244,5/20/2021,7 am to 6 pm,Shred It ,3
1245,3/4/2021,7 am to 6 pm,Shred It ,5
1247,TBD,TBD,TBD,TBD
1248,5/14/2021,7 am to 6 pm,Shred It ,16
1249,TBD,TBD,TBD,TBD
1252,TBD,TBD,TBD,TBD
1253,TBD,TBD,TBD,TBD
1254,TBD,TBD,TBD,TBD
1255,TBD,TBD,TBD,TBD
1256,11/6/2021,7 am to 6 pm,Shred It ,10
1257,TBD,TBD,TBD,TBD
1259,TBD,TBD,TBD,TBD
1260,6/3/2021,7 am to 6 pm,Shred It ,4
1261,TBD,TBD,TBD,TBD
1263,TBD,TBD,TBD,TBD
1264,TBD,TBD,TBD,TBD
1265,TBD,TBD,TBD,TBD
1266,6/1/2021,7 am to 6 pm,Shred It ,8
1267,TBD,TBD,TBD,TBD
1268,10/13/2021,7 am to 6 pm,Shred It ,3
1270,5/12/2021,7 am to 6 pm,Shred It ,12
1271,6/23/2021,7 am to 6 pm,Shred It ,5
1272,5/27/2021,7 am to 6 pm,Shred It ,2
1273,TBD,TBD,TBD,TBD
1274,TBD,TBD,TBD,TBD
1275,TBD,TBD,TBD,TBD
1276,TBD,TBD,TBD,TBD
1277,TBD,TBD,TBD,TBD
1279,7/24/2021,7 am to 6 pm,Shred It ,8
1280,TBD,TBD,TBD,TBD
1281,1/11/2022,7 am to 6 pm,Shred It ,7
1282,TBD,TBD,TBD,TBD
1283,No Service required per store,7 am to 6 pm,Shred It ,0
1284,3/29/2021,7 am to 6 pm,Shred It ,6
1285,TBD,TBD,TBD,TBD
1286,8/23/2021,7 am to 6 pm,Shred It ,8
1287,1/12/2022,7 am to 6 pm,Shred It ,1
1288,TBD,TBD,TBD,TBD
1289,TBD,TBD,TBD,TBD
1290,10/4/2021,7 am to 6 pm,Shred It ,10
1291,7/22/2021,7 am to 6 pm,Shred It ,14
1292,TBD,TBD,TBD,TBD
1293,3/23/2021,7 am to 6 pm,Shred It ,8
1294,TBD,TBD,TBD,TBD
