Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
3,889,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202349,82.50%,84.60%,14.5,92.80%,95.80%,59.70%,79.20%
3,952,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,75.60%,76.10%,17.9,80.00%,79.30%,57.10%,85.70%
3,1072,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202349,90.10%,88.60%,14.3,97.20%,95.20%,83.70%,84.40%
3,5797,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202349,90.70%,95.70%,10.7,92.30%,90.20%,87.10%,93.50%
3,864,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,87.90%,81.50%,12.4,96.70%,96.50%,66.20%,94.70%
3,1081,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,62.90%,63.50%,33.1,60.20%,70.70%,37.70%,81.50%
3,5326,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202349,72.20%,77.90%,21,80.20%,77.00%,49.50%,81.70%
3,1219,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202349,88.50%,90.30%,15.4,96.40%,95.20%,77.80%,85.70%
3,1225,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,88.70%,87.40%,13.8,90.70%,87.70%,83.10%,93.20%
12,1606,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202349,86.70%,90.60%,16.2,95.50%,92.10%,82.90%,76.40%
12,3659,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,81.60%,84.80%,19.1,73.70%,85.20%,84.10%,84.60%
12,3835,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202349,90.50%,89.40%,13.9,96.50%,91.60%,80.70%,94.20%
12,1469,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202349,86.30%,77.80%,14.4,95.40%,92.60%,66.30%,89.30%
12,5173,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,87.70%,81.30%,15.8,91.40%,89.90%,79.30%,90.40%
12,741,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,85.10%,82.10%,15.6,83.80%,85.20%,85.00%,86.70%
12,1466,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,88.00%,82.50%,11.3,88.90%,86.10%,90.90%,85.60%
12,1194,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202349,86.90%,92.30%,17.1,85.90%,91.70%,78.00%,92.70%
12,1318,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202349,74.90%,84.00%,17.4,75.00%,86.80%,52.40%,85.10%
12,1320,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,87.30%,88.90%,18.8,92.40%,76.90%,81.50%,96.40%
12,2310,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,78.80%,69.00%,16.3,74.30%,75.40%,75.30%,88.10%
12,690,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202349,92.60%,92.10%,12.7,95.70%,88.70%,91.70%,93.70%
12,1080,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,87.20%,89.30%,15.3,87.70%,91.10%,83.20%,87.40%
11,182,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202349,80.00%,80.20%,16.4,84.50%,83.90%,71.00%,82.50%
11,1074,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202349,84.70%,80.30%,16.7,90.00%,79.20%,78.50%,90.60%
11,175,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202349,84.00%,77.80%,16.4,83.60%,85.80%,71.80%,94.30%
11,848,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202349,85.60%,85.10%,14.3,89.00%,87.90%,83.70%,81.80%
11,5196,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202349,81.30%,92.40%,22.7,85.70%,86.90%,76.40%,76.30%
11,5419,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202349,91.70%,95.00%,14.3,94.60%,95.00%,86.70%,90.80%
11,94,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202349,88.20%,83.50%,15.6,89.90%,91.70%,82.70%,87.30%
11,950,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,89.70%,91.50%,13.9,89.70%,91.60%,89.30%,88.70%
11,1561,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202349,63.60%,85.90%,32.4,82.10%,77.30%,53.10%,46.30%
11,2322,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202349,85.30%,79.00%,14.4,76.60%,85.60%,85.40%,93.80%
11,335,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,83.60%,88.50%,19.6,85.80%,91.40%,74.50%,82.00%
11,410,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202349,90.20%,91.40%,14.1,86.90%,95.20%,86.50%,93.00%
11,393,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202349,87.80%,92.60%,11,95.90%,85.00%,86.50%,84.00%
11,45,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202349,89.50%,90.00%,13.2,94.10%,91.50%,82.20%,90.00%
11,128,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,91.60%,87.40%,13.5,96.70%,91.60%,90.70%,87.20%
12,332,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,82.40%,77.30%,14,87.90%,86.10%,80.30%,75.50%
12,5197,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,85.40%,80.00%,15.1,86.80%,88.00%,78.60%,89.20%
12,4435,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202349,83.10%,84.90%,14.6,90.50%,87.70%,75.10%,78.20%
12,308,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202349,88.40%,80.60%,15.9,89.10%,93.20%,82.90%,88.90%
12,671,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202349,92.80%,85.80%,10.8,94.80%,96.50%,88.50%,91.80%
12,272,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202349,88.10%,92.10%,12.5,92.60%,94.30%,81.70%,84.80%
12,659,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202349,66.00%,76.70%,22.2,81.50%,72.20%,42.90%,53.90%
12,688,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,88.30%,81.50%,17.7,91.30%,90.50%,86.60%,85.10%
12,710,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,74.50%,80.90%,17.6,80.90%,76.90%,76.80%,63.60%
12,3717,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202349,80.80%,92.50%,10.6,83.60%,85.20%,75.00%,81.40%
12,4482,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,87.10%,77.50%,13.6,92.00%,92.80%,90.60%,75.20%
12,5058,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,90.40%,87.40%,14.6,96.70%,94.10%,82.10%,90.00%
59,7342,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,88.10%,79.80%,13.1,86.70%,88.30%,87.80%,89.90%
11,715,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202349,75.90%,74.40%,20.7,88.60%,87.50%,58.30%,64.50%
11,764,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202349,80.70%,80.30%,16.3,85.10%,76.20%,73.10%,87.20%
11,2306,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,75.10%,72.50%,21,77.00%,70.70%,66.70%,84.10%
11,660,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,89.10%,93.60%,12.8,92.30%,93.60%,85.50%,86.50%
11,661,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,75.50%,75.20%,16.5,81.40%,85.60%,54.30%,77.90%
11,662,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,83.20%,74.90%,15.2,94.10%,91.50%,59.50%,88.70%
11,5703,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202349,62.40%,66.20%,24.4,74.10%,66.20%,51.90%,60.70%
11,495,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202349,87.20%,96.00%,17.1,92.10%,88.50%,81.40%,88.40%
11,708,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,73.60%,76.30%,18.2,81.40%,64.50%,62.70%,82.70%
11,875,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202349,81.80%,83.90%,16,88.00%,83.70%,71.60%,85.20%
11,2720,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,78.50%,71.80%,14.9,88.50%,80.90%,64.30%,79.40%
11,3059,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,81.40%,82.40%,9.1,85.50%,85.40%,67.40%,88.80%
11,365,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,91.50%,98.10%,10.9,95.20%,95.10%,83.40%,92.00%
2,1340,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,77.00%,93.10%,23.8,82.40%,85.50%,60.20%,76.40%
2,3118,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,75.30%,78.60%,18.8,65.70%,81.50%,80.40%,74.70%
2,3710,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202349,79.90%,83.90%,17.8,94.90%,85.20%,60.90%,79.40%
2,510,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,83.00%,82.70%,12.8,85.70%,82.20%,85.00%,78.80%
2,1400,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202349,85.40%,81.30%,11.2,92.10%,94.60%,73.90%,82.60%
2,3627,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,75.30%,72.80%,15.4,76.40%,70.30%,78.70%,74.90%
2,787,,Scheduled Delivery Standard,44,Executive Review,Recovering,Store Focus,202349,81.30%,82.90%,15.2,91.40%,85.80%,78.10%,68.20%
2,1720,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202349,85.90%,78.60%,15.8,93.60%,87.90%,81.30%,80.60%
2,3388,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202349,87.50%,88.60%,14.9,95.10%,87.60%,83.50%,84.40%
2,3786,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202349,89.80%,89.10%,15.8,94.90%,94.10%,84.60%,86.90%
59,5267,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202349,85.60%,77.20%,7.5,93.70%,81.50%,80.50%,86.80%
2,1070,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202349,60.60%,58.50%,16.7,54.30%,45.40%,61.30%,77.50%
2,1403,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202349,76.20%,67.20%,16.2,81.40%,72.60%,67.70%,81.50%
2,3874,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202349,86.00%,83.80%,8.3,88.80%,85.40%,77.40%,92.30%
2,1766,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202349,87.60%,95.00%,13.9,94.40%,88.30%,82.20%,86.00%
2,2360,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,92.50%,94.40%,11.6,95.40%,96.60%,90.70%,88.10%
2,3205,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202349,85.20%,92.00%,16.8,93.60%,88.40%,77.90%,80.50%
2,3741,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202349,85.80%,95.10%,10.8,91.70%,87.70%,81.70%,80.70%
2,5390,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,89.60%,86.40%,12.8,90.40%,95.10%,87.20%,87.20%
2,878,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,89.80%,90.40%,14.9,95.90%,94.20%,83.90%,86.20%
59,3072,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,88.80%,82.90%,10.9,88.10%,88.80%,86.40%,92.00%
2,3402,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202349,81.90%,86.00%,16.1,93.20%,87.10%,66.40%,82.70%
2,3609,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202349,88.30%,89.90%,13.3,93.20%,89.20%,80.90%,89.90%
2,3709,,Scheduled Delivery Standard,45,Executive Review,Recovering,Store Focus,202349,92.70%,96.70%,11.2,94.90%,96.00%,92.20%,88.20%
2,6998,,Scheduled Delivery Standard,45,Executive Review,Recovering,Store Focus,202349,86.70%,88.40%,14.5,94.50%,96.10%,88.20%,72.60%
2,754,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202349,81.90%,78.00%,11.9,90.40%,79.90%,65.10%,84.90%
2,1024,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202349,87.70%,76.50%,13,90.60%,84.90%,91.00%,84.40%
2,1227,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202349,71.80%,70.40%,23.3,86.70%,72.30%,46.90%,76.10%
2,1293,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,73.20%,60.90%,26,75.30%,80.00%,64.40%,74.00%
2,1658,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,65.60%,65.70%,20,77.20%,69.20%,51.00%,60.40%
2,4144,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,84.10%,90.90%,15.7,88.20%,80.70%,79.70%,87.50%
2,758,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202349,76.50%,74.90%,20.3,93.00%,79.80%,65.20%,67.20%
2,907,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202349,86.00%,80.40%,11.9,81.20%,83.20%,85.60%,94.30%
2,1153,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202349,63.70%,60.60%,23.5,80.00%,74.10%,42.00%,56.40%
2,1367,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202349,78.70%,80.00%,21.5,83.30%,95.20%,59.80%,75.90%
42,124,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,83.20%,87.90%,18.4,71.10%,84.00%,86.80%,88.40%
42,1105,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,87.30%,80.70%,15.4,88.10%,90.00%,84.10%,87.70%
42,278,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,84.00%,69.60%,11.8,80.20%,91.70%,73.20%,92.50%
42,376,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202349,91.00%,92.70%,12.2,92.50%,93.50%,84.60%,93.30%
42,448,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,82.90%,88.80%,17.2,90.10%,71.60%,79.10%,88.90%
42,450,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202349,79.80%,75.90%,15.3,81.50%,80.40%,68.90%,88.30%
42,3868,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202349,63.20%,67.00%,16.6,70.80%,77.70%,37.30%,68.50%
42,23,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,73.90%,61.70%,15.2,80.20%,91.50%,47.40%,80.90%
42,307,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,73.30%,73.30%,15.6,76.50%,67.70%,65.00%,82.80%
42,3331,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202349,78.40%,69.60%,10,81.10%,79.10%,79.10%,74.40%
9,2789,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202349,89.80%,89.50%,14.5,93.90%,85.50%,87.30%,91.70%
9,2946,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202349,89.90%,92.20%,16.1,89.20%,96.10%,81.80%,93.20%
9,2987,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202349,74.50%,72.20%,12.9,73.20%,44.70%,82.30%,93.00%
9,1996,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202349,86.10%,83.80%,9.2,87.90%,76.20%,88.90%,90.50%
9,955,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202349,95.90%,91.60%,10.4,97.10%,99.10%,89.70%,98.60%
9,931,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,89.70%,86.70%,15.9,93.90%,87.70%,82.80%,93.60%
60,3531,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202349,85.60%,81.40%,15.9,94.60%,72.10%,80.60%,87.00%
60,3537,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202349,89.70%,84.40%,15.1,87.80%,90.30%,86.40%,93.90%
60,2071,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202349,86.80%,80.40%,13.9,93.30%,88.50%,82.00%,84.40%
60,2722,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,84.30%,94.30%,10.9,82.10%,81.00%,87.50%,85.80%
60,2516,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202349,87.40%,87.70%,18,91.40%,93.50%,84.00%,81.80%
60,2037,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202349,90.60%,70.30%,11.8,95.40%,93.60%,86.90%,85.50%
60,2485,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202349,89.50%,77.90%,8,92.00%,89.20%,89.60%,87.40%
60,2539,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,85.10%,79.80%,17.8,89.20%,95.90%,84.60%,70.20%
60,3511,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,90.30%,86.90%,16.8,97.90%,91.10%,86.60%,85.80%
60,4394,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,88.00%,84.60%,12.7,91.10%,91.30%,85.00%,84.70%
60,4395,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,89.20%,78.70%,9.3,96.70%,89.60%,82.90%,88.10%
60,5883,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202349,85.00%,83.70%,17,90.00%,85.60%,88.60%,74.20%
60,4176,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,79.30%,75.90%,15.9,84.60%,78.00%,79.60%,74.70%
60,5935,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202349,75.30%,68.60%,17.7,71.30%,78.40%,82.20%,70.40%
52,3088,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,88.50%,95.80%,13.1,95.00%,95.60%,81.80%,82.50%
52,1473,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,86.90%,82.20%,9.6,86.30%,88.90%,85.20%,86.50%
52,1864,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202349,91.80%,92.50%,11.1,89.80%,96.00%,94.60%,87.80%
52,3513,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202349,86.10%,84.40%,13.8,97.60%,80.30%,89.90%,73.10%
58,2708,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202349,87.30%,91.80%,21.8,91.50%,95.60%,84.00%,79.00%
57,2483,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,92.60%,85.00%,14.6,96.10%,97.20%,93.00%,86.70%
57,3350,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,92.40%,94.20%,12.8,91.20%,97.10%,95.10%,87.50%
57,1560,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,89.50%,96.20%,12.9,91.90%,92.70%,89.80%,84.10%
57,2050,,Scheduled Delivery Standard,6,Active Monitoring,Degrading,Store Focus,202349,89.60%,87.10%,16.5,83.20%,90.10%,90.00%,95.30%
57,4557,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,90.90%,94.20%,10.8,90.20%,92.40%,94.00%,87.70%
57,3220,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202349,82.40%,77.60%,18.7,76.40%,85.00%,77.70%,90.80%
58,1914,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,82.30%,87.10%,21,68.20%,89.50%,88.20%,83.80%
58,1862,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,93.10%,90.50%,12,96.20%,97.50%,90.70%,88.60%
58,3464,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,88.50%,89.90%,17.7,94.30%,85.00%,81.00%,93.10%
57,2526,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202349,87.30%,84.30%,13.2,93.70%,87.80%,82.40%,85.90%
57,2568,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,85.70%,91.10%,12.8,89.60%,84.60%,82.10%,85.70%
57,5152,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,86.80%,87.50%,13.8,89.60%,92.20%,83.60%,83.70%
57,2609,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,89.30%,92.60%,14.9,96.40%,93.30%,82.60%,85.50%
57,5807,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,91.90%,95.60%,11.5,95.10%,95.00%,89.70%,88.40%
57,3290,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202349,71.20%,77.40%,13.9,72.40%,70.80%,61.40%,79.80%
54,1699,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202349,80.70%,86.10%,20.1,94.20%,94.50%,77.60%,64.70%
54,2921,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,74.80%,71.20%,24.5,90.60%,77.30%,46.30%,85.50%
54,3366,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,78.30%,82.50%,28.3,69.70%,71.10%,82.40%,87.00%
54,3232,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,81.30%,68.60%,14.4,83.30%,96.70%,61.70%,86.40%
54,3589,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202349,90.60%,83.50%,15.6,90.50%,96.00%,86.70%,90.30%
54,5235,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202349,69.20%,68.10%,27.3,82.90%,86.80%,48.20%,62.20%
54,5334,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202349,83.70%,83.20%,19.1,80.80%,89.50%,81.10%,84.40%
54,953,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202349,91.40%,82.80%,12.2,92.80%,88.50%,86.90%,96.20%
54,5051,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,90.90%,76.50%,16.3,92.60%,94.20%,87.70%,89.80%
54,4284,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202349,91.50%,85.00%,12.5,96.10%,81.70%,93.10%,93.60%
54,1199,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202349,54.00%,65.60%,10.8,58.00%,36.60%,53.00%,74.50%
54,2223,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202349,85.40%,77.30%,12.9,87.50%,79.10%,87.30%,86.60%
54,3533,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202349,84.30%,84.30%,12.3,79.10%,89.80%,84.70%,84.70%
54,5957,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,80.80%,67.00%,22.4,79.70%,75.20%,83.20%,83.80%
54,1273,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,88.50%,87.50%,17.4,92.30%,97.20%,87.30%,78.10%
54,3018,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,86.40%,77.50%,14.7,88.00%,91.40%,88.10%,78.50%
54,3382,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,78.80%,63.90%,19.6,71.90%,79.00%,89.20%,74.30%
54,984,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202349,84.20%,86.50%,13.6,89.10%,82.00%,82.00%,83.10%
54,1200,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,84.70%,70.10%,16,89.40%,84.90%,88.50%,75.70%
54,1434,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,87.60%,84.70%,15.7,87.70%,90.10%,93.20%,81.20%
54,1896,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202349,84.90%,70.00%,16.4,89.20%,78.20%,83.50%,87.50%
54,3227,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,84.00%,75.70%,13.8,86.00%,86.30%,87.40%,75.90%
54,3582,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,89.90%,87.20%,15.8,87.70%,90.60%,93.70%,87.60%
54,5123,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202349,87.80%,69.60%,16,88.50%,81.30%,91.50%,89.00%
56,5435,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,73.50%,82.60%,23.8,65.50%,76.40%,68.10%,82.30%
56,2025,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202349,87.30%,99.40%,15.3,93.80%,83.70%,79.10%,89.90%
56,2106,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,83.00%,85.10%,16.3,79.60%,86.30%,77.00%,88.90%
56,2402,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202349,78.80%,87.30%,11,84.20%,72.90%,83.50%,74.90%
56,3277,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202349,94.10%,97.00%,12.4,96.60%,93.70%,89.20%,96.30%
56,3712,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202349,84.40%,87.30%,25.3,96.90%,74.90%,87.30%,73.60%
56,2781,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,83.40%,76.50%,21.1,93.80%,73.90%,78.90%,84.40%
56,5841,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,88.30%,80.40%,16.4,94.60%,90.60%,87.30%,81.40%
47,1534,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,76.10%,76.00%,12.4,69.00%,68.00%,87.30%,76.80%
47,1565,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,84.40%,73.20%,12.1,88.30%,95.30%,56.30%,89.60%
47,1581,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202349,87.50%,85.20%,11.3,87.80%,89.70%,91.00%,81.00%
47,2033,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,74.00%,74.60%,12.6,70.30%,46.60%,89.20%,81.10%
