Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
4,4593,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,77.70%,93.10%,15.2,78.60%,78.50%,68.00%,86.20%
4,1179,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202349,69.50%,74.20%,24.1,71.30%,87.00%,60.80%,59.00%
4,1242,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,85.60%,83.80%,12.4,87.60%,89.10%,78.60%,87.40%
4,1317,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202349,84.00%,82.70%,12.1,80.60%,83.10%,89.80%,82.80%
4,4334,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202349,82.60%,84.50%,15.8,84.30%,81.80%,77.90%,85.70%
59,3359,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,81.60%,74.70%,13.1,89.80%,88.40%,82.80%,64.00%
4,628,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,83.20%,88.30%,17.9,87.70%,90.40%,75.40%,77.80%
4,632,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202349,77.50%,78.00%,18.2,80.50%,82.60%,59.40%,84.10%
4,1037,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202349,83.90%,87.40%,19.6,74.70%,88.60%,88.70%,86.00%
4,1359,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202349,85.60%,80.00%,14.5,91.90%,84.70%,81.70%,83.40%
4,1748,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,87.70%,93.00%,12.9,88.00%,94.10%,84.30%,84.90%
4,2348,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,84.20%,85.50%,14.6,84.00%,91.30%,87.10%,76.10%
4,2928,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,80.10%,86.40%,21.9,70.90%,92.20%,68.60%,90.50%
4,3367,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202349,83.10%,78.90%,14.7,89.40%,82.60%,76.90%,79.80%
4,4384,,Scheduled Delivery Standard,43,Executive Review,Recovering,Store Focus,202349,83.40%,81.40%,17.4,91.90%,88.00%,63.30%,93.50%
4,616,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202349,78.10%,66.50%,21.1,85.60%,66.80%,72.80%,85.30%
4,630,,Scheduled Delivery Standard,34,Executive Review,Recovering,Store Focus,202349,77.60%,78.80%,19.4,92.50%,65.60%,63.90%,85.00%
4,634,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,80.80%,80.10%,20.1,88.70%,77.20%,63.50%,90.20%
4,1135,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,92.30%,87.70%,11.9,97.70%,88.40%,87.00%,96.00%
4,2703,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,65.00%,63.50%,15.9,75.10%,61.60%,31.00%,82.60%
4,1268,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,87.50%,82.30%,15,94.20%,82.10%,79.30%,93.50%
4,1348,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202349,79.70%,73.70%,19,89.40%,85.90%,73.30%,71.50%
59,5383,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202349,92.40%,86.30%,10.7,95.80%,93.80%,89.00%,90.80%
