Store,Week,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Total
2894,43,2,1,2,2,1,2,1,11
2898,43,1,2,1,2,1,2,1,10
2902,43,1,2,1,1,2,1,1,9
2904,43,1,2,1,2,1,2,1,10
2910,43,2,2,1,2,1,2,1,11
2911,43,2,1,1,2,1,2,1,10
2913,43,2,1,1,2,1,2,1,10
2914,43,1,2,2,2,2,2,2,13
2916,43,2,1,1,2,1,2,1,10
2921,43,2,2,1,2,2,2,2,13
2922,43,2,1,2,1,2,2,1,11
2924,43,1,2,1,1,1,2,1,9
2927,43,2,1,2,2,2,1,2,12
2932,43,2,1,1,2,1,2,1,10
2937,43,1,1,2,1,1,2,1,9
2938,43,2,2,1,2,1,2,1,11
2939,43,1,2,1,1,2,1,1,9
2941,43,2,2,1,2,2,2,1,12
2950,43,1,2,1,1,2,1,2,10
2952,43,1,1,2,1,1,1,1,8
2953,43,2,2,1,2,2,2,2,13
2957,43,2,2,2,3,2,2,2,15
2958,43,2,1,2,1,2,2,1,11
2959,43,2,1,2,1,2,1,1,10
2962,43,2,1,1,2,1,2,1,10
2965,43,4,3,4,4,3,4,4,26
2966,43,2,2,2,2,3,2,3,16
2978,43,2,2,2,2,2,2,1,13
2988,43,1,2,1,2,1,2,1,11
2990,43,2,1,1,2,1,2,1,10
2991,43,1,1,1,2,1,1,1,8
2993,43,2,1,2,2,2,2,2,13
2994,43,1,1,1,1,1,2,1,8
2996,43,2,2,2,1,2,2,1,12
3004,43,1,1,1,1,1,1,2,8
3017,43,1,2,2,2,1,2,2,12
3035,43,1,1,1,1,1,2,1,8
3053,43,1,2,1,2,2,1,2,11
3055,43,2,2,2,2,2,2,2,14
3056,43,2,1,1,2,1,1,1,9
3057,43,2,2,2,2,2,2,2,14
3058,43,2,1,1,2,1,2,1,10
3059,43,2,2,1,2,2,1,2,12
3067,43,2,2,2,2,2,3,2,15
3102,43,1,1,1,1,1,2,1,8
3106,43,2,1,2,2,1,2,2,12
3107,43,1,2,1,2,2,1,2,11
3114,43,2,1,2,2,2,1,2,12
3118,43,2,2,1,2,2,2,1,12
3119,43,1,2,1,1,1,2,1,9
3136,43,1,1,1,2,1,1,1,8
3151,43,2,1,2,1,2,1,1,10
3159,43,2,1,2,1,2,1,2,11
3163,43,1,1,1,1,1,1,2,8
3169,43,1,1,2,1,1,2,1,9
3170,43,1,1,1,1,2,1,1,8
3197,43,2,1,2,1,1,2,1,10
3200,43,2,1,2,1,2,1,1,10
3205,43,1,2,1,1,2,1,2,10
3206,43,2,1,2,1,2,2,1,11
3207,43,1,2,1,2,1,2,1,10
3209,43,2,2,1,2,2,2,2,13
3210,43,2,1,1,2,1,2,1,10
3212,43,2,2,1,2,2,2,1,12
3213,43,2,1,2,2,2,2,2,13
3214,43,2,1,2,1,2,1,2,11
3217,43,2,2,2,2,2,3,2,15
3219,43,1,2,1,1,1,2,1,9
3220,43,1,2,1,1,1,2,1,9
3221,43,2,2,1,2,1,2,1,11
3222,43,1,1,2,1,1,1,1,8
3223,43,1,2,1,1,1,1,1,8
3224,43,3,3,3,3,2,3,3,20
3226,43,1,1,2,1,1,1,1,8
3228,43,1,1,2,1,1,1,2,9
3230,43,2,1,1,1,2,1,1,9
3233,43,2,2,2,2,2,2,2,14
3234,43,1,2,1,1,1,1,1,8
3237,43,1,2,1,1,1,1,1,8
3239,43,1,2,2,1,2,1,2,11
3241,43,1,2,1,1,1,1,1,8
3245,43,1,2,1,2,1,2,2,11
3250,43,1,2,1,1,2,1,2,10
3251,43,2,2,1,2,2,2,1,12
3252,43,2,1,2,2,1,2,1,11
3255,43,2,1,2,1,2,1,2,11
3261,43,2,1,2,1,2,2,1,11
3262,43,2,2,1,2,1,2,1,11
3266,43,1,1,2,1,1,2,1,9
3271,43,2,1,2,2,2,1,2,12
3278,43,1,2,1,2,1,2,2,11
3279,43,1,2,1,1,1,1,1,8
3280,43,2,1,1,2,1,2,1,10
3281,43,1,2,1,2,1,2,1,10
3282,43,1,1,1,1,1,1,2,8
3283,43,2,2,2,3,2,2,3,16
3286,43,2,1,1,2,1,1,1,9
3288,43,2,1,1,2,1,2,1,10
3292,43,1,2,1,1,2,1,2,10
3293,43,2,2,1,2,2,2,1,12
3295,43,2,2,2,2,2,2,2,14
3296,43,2,1,1,2,1,2,1,10
3302,43,1,2,2,1,2,2,2,12
3308,43,2,2,2,2,2,2,2,14
3320,43,1,1,2,1,1,1,2,9
3328,43,1,2,1,2,2,1,2,11
3331,43,2,1,1,1,2,1,1,9
3332,43,1,2,1,1,1,1,1,8
3334,43,2,1,1,1,1,1,1,8
3339,43,1,1,2,1,1,1,2,9
3347,43,2,2,2,2,2,2,2,14
3348,43,2,1,1,2,1,1,1,9
3349,43,1,2,1,2,1,2,1,10
3350,43,2,1,2,1,1,2,1,10
3351,43,2,1,2,2,1,2,1,11
3363,43,1,1,1,1,2,1,1,8
3364,43,1,2,1,1,1,2,1,9
3367,43,1,2,1,1,1,1,1,8
3370,43,2,1,2,1,2,1,2,11
3372,43,2,1,1,1,1,1,1,8
3379,43,1,1,1,2,1,1,1,8
3380,43,2,1,1,1,2,1,1,9
3382,43,1,2,1,1,1,2,1,9
3383,43,1,1,2,1,1,2,1,9
3387,43,2,2,1,2,1,2,1,11
3390,43,1,2,1,1,2,1,1,9
3402,43,1,2,1,1,2,1,1,9
3403,43,2,1,2,1,2,1,2,11
3404,43,2,1,2,1,2,2,1,11
3407,43,1,1,2,1,1,2,1,9
3409,43,2,1,2,2,2,1,2,12
3412,43,1,1,1,1,1,2,1,8
3418,43,1,2,1,2,1,2,1,10
3420,43,1,1,2,1,2,1,2,10
3423,43,1,1,2,1,1,1,2,9
3428,43,1,1,2,1,1,2,1,9
3429,43,2,1,1,1,1,2,1,9
3431,43,1,1,2,2,1,2,1,10
3433,43,1,1,2,2,1,2,2,11
3435,43,2,1,2,1,2,2,1,11
3436,43,2,1,1,2,1,2,1,10
3439,43,2,2,1,2,1,2,1,11
3454,43,2,2,1,2,2,1,2,12
3455,43,1,2,1,1,2,1,2,10
3461,43,1,1,2,1,1,1,1,8
3463,43,1,2,2,1,2,1,2,11
3464,43,2,1,2,2,1,2,1,11
3465,43,1,2,2,2,1,2,2,12
3469,43,2,1,2,2,1,2,1,11
3471,43,1,2,2,1,2,1,2,11
3472,43,2,2,2,2,2,2,2,14
3473,43,2,1,1,1,1,1,1,8
3474,43,2,1,1,2,1,2,1,10
3475,43,2,1,2,1,2,1,1,10
3476,43,2,2,2,2,2,2,2,14
3481,43,1,2,1,2,2,1,2,11
3485,43,1,1,2,1,1,2,1,9
3486,43,2,2,2,2,2,1,2,13
3489,43,2,2,1,2,1,2,1,11
3490,43,1,2,2,1,2,2,2,12
3491,43,1,1,2,1,1,1,1,8
3492,43,1,2,1,2,1,2,1,10
3495,43,2,3,2,2,2,2,2,15
3500,43,1,2,2,2,1,2,2,12
3503,43,1,1,2,1,1,1,1,8
3515,43,1,1,1,2,1,1,1,8
3516,43,1,1,2,1,1,1,1,8
3518,43,1,2,1,2,2,2,1,11
3520,43,2,2,1,2,1,2,1,11
3522,43,1,2,1,1,1,2,1,9
3526,43,2,2,1,2,1,2,1,11
3527,43,1,1,1,2,1,1,1,8
3528,43,1,2,1,1,1,1,1,8
3533,43,1,1,2,1,1,1,1,8
3535,43,2,2,1,2,1,2,1,11
3538,43,1,2,1,1,1,2,1,9
3546,43,1,1,2,1,1,1,1,8
3549,43,2,2,1,2,2,2,1,12
3562,43,1,2,1,1,1,2,1,9
3564,43,1,2,1,2,1,2,1,10
3567,43,1,1,1,1,1,1,2,8
3568,43,2,2,3,2,2,2,3,16
3569,43,2,2,1,2,1,2,1,11
3570,43,2,2,2,1,2,2,2,13
3571,43,2,1,1,1,1,1,1,8
3580,43,2,2,1,2,2,1,2,12
3581,43,1,1,1,2,1,1,1,8
3584,43,1,1,1,2,1,1,1,8
3585,43,1,2,1,1,1,2,1,9
3587,43,2,1,2,2,1,2,1,11
3588,43,1,2,1,1,1,2,1,9
3591,43,1,2,1,1,1,2,1,9
3596,43,2,2,1,2,2,1,2,12
3597,43,2,1,1,2,1,1,1,9
3601,43,3,2,2,2,2,2,2,15
3609,43,1,2,1,2,2,1,2,11
3611,43,2,2,2,2,2,2,2,14
3612,43,1,2,1,1,1,2,1,9
3616,43,1,2,1,1,2,1,1,9
3621,43,1,2,2,1,2,2,2,12
3623,43,2,1,2,1,2,1,1,10
3626,43,1,1,2,1,1,2,1,9
3633,43,1,2,1,1,2,1,2,10
3640,43,1,1,1,1,2,1,1,8
3641,43,2,1,1,2,1,2,1,10
3644,43,2,2,2,2,2,2,2,14
3645,43,1,2,2,1,2,1,2,11
3648,43,1,1,1,1,2,1,1,8
3650,43,1,2,1,1,1,2,1,9
3652,43,1,1,1,1,1,1,2,8
3658,43,1,1,1,2,1,1,1,8
3659,43,2,2,1,2,1,2,1,11
3660,43,1,2,1,1,1,2,1,9
3700,43,2,2,1,2,1,2,1,11
3701,43,2,1,2,1,2,1,1,10
3705,43,1,2,2,1,2,2,2,12
3709,43,1,1,1,1,2,1,1,8
3710,43,2,2,1,2,2,2,1,12
3722,43,2,2,1,2,2,2,1,12
3730,43,1,1,2,1,1,1,1,8
3731,43,2,2,2,2,2,2,1,13
3738,43,2,1,1,2,1,2,1,10
3739,43,1,1,1,1,1,1,2,8
3741,43,2,1,2,1,2,2,1,11
3742,43,2,2,2,2,1,2,2,13
3748,43,1,1,1,1,2,1,1,8
3750,43,2,2,1,2,2,2,1,12
3751,43,2,2,2,2,1,2,2,13
3754,43,1,1,1,1,1,1,2,8
3757,43,2,1,1,2,1,1,1,9
3763,43,1,2,1,1,1,2,1,9
3771,43,1,1,2,1,1,2,1,9
3773,43,1,1,2,1,1,2,1,9
3783,43,1,2,1,2,1,2,1,10
3785,43,2,2,1,2,1,2,1,11
3786,43,1,2,1,1,1,1,1,8
3790,43,1,1,1,2,1,1,1,8
3792,43,2,1,2,1,2,2,1,11
3795,43,2,1,2,2,2,1,2,12
3799,43,2,2,2,1,2,2,2,13
3803,43,2,2,2,1,2,2,1,12
3805,43,1,1,1,2,1,1,1,8
3829,43,1,2,1,1,1,2,1,9
3831,43,1,2,1,1,1,2,1,9
3833,43,1,1,2,1,1,1,1,8
3835,43,2,1,2,1,2,1,1,10
3838,43,1,1,2,1,1,1,1,8
3850,43,3,2,2,2,2,2,2,15
3851,43,2,2,1,2,1,2,1,11
3853,43,2,2,2,2,2,2,2,14
3860,43,2,2,2,2,2,2,2,14
3861,43,2,2,2,2,2,2,2,14
3864,43,2,1,2,2,1,2,1,11
3872,43,1,1,1,2,1,1,1,8
3874,43,2,1,1,2,1,1,1,9
3884,43,2,1,2,2,1,2,2,12
3886,43,2,1,2,1,2,1,2,11
3887,43,2,1,1,2,1,1,1,9
3888,43,1,2,1,1,1,2,1,9
3889,43,1,2,2,1,2,1,2,11
3891,43,1,1,2,1,1,1,1,8
3894,43,1,2,1,2,1,2,1,10
3897,43,2,2,2,2,2,2,2,14
3912,43,1,2,1,1,1,1,1,8
4055,43,2,2,1,2,2,2,1,12
4064,43,2,3,2,2,2,2,2,15
4068,43,1,2,2,1,1,1,1,9
4102,43,2,2,2,1,2,2,2,13
4103,43,2,3,3,2,3,3,3,19
4112,43,2,1,2,1,2,1,1,10
4115,43,2,1,2,1,1,2,1,10
4118,43,1,2,1,1,1,2,1,9
4129,43,2,2,1,2,1,2,1,11
4130,43,2,1,1,2,1,2,1,10
4131,43,2,2,1,2,2,2,1,12
4137,43,2,2,1,2,1,2,1,11
4144,43,2,2,2,1,2,2,1,12
4153,43,2,1,2,1,2,1,1,10
4156,43,2,2,2,1,2,2,1,12
4163,43,2,1,2,1,2,1,2,11
4166,43,2,1,2,2,2,1,2,12
4183,43,3,2,2,2,2,2,2,15
4195,43,2,2,2,2,2,3,2,15
4201,43,1,1,1,1,1,1,2,8
4219,43,2,2,1,2,2,2,1,12
4221,43,2,2,2,2,2,2,1,13
4224,43,3,2,2,2,3,2,2,16
4237,43,2,1,2,1,2,2,1,11
4239,43,2,1,2,1,1,2,1,10
4240,43,2,2,1,2,2,1,2,12
4243,43,1,2,1,1,2,1,2,10
4244,43,1,2,2,2,1,2,2,12
4250,43,2,2,1,2,2,2,2,13
4252,43,2,2,2,2,2,2,2,14
4253,43,2,1,2,2,1,2,1,11
4255,43,2,2,1,2,2,1,2,12
4257,43,3,2,2,3,2,2,2,16
4258,43,2,3,2,2,3,2,2,16
4260,43,2,1,2,1,1,2,1,10
4262,43,1,2,2,1,2,1,2,11
4272,43,2,1,2,2,1,2,1,11
4273,43,2,2,1,2,1,2,1,11
4274,43,2,1,2,1,2,1,1,10
4277,43,3,2,3,2,3,2,3,18
4285,43,2,1,2,2,1,2,2,12
4295,43,2,2,2,3,2,2,3,16
4298,43,1,2,2,1,2,2,2,12
4299,43,2,2,1,2,2,1,2,12
4303,43,2,2,1,2,2,2,1,12
4321,43,2,2,1,2,2,2,1,12
4325,43,1,2,1,2,1,2,1,10
4333,43,1,2,2,1,2,2,2,12
4334,43,2,2,1,2,2,1,2,12
4352,43,2,1,2,1,1,2,1,10
4356,43,1,2,1,2,1,2,1,10
4358,43,2,2,2,2,2,2,2,14
4365,43,2,1,2,2,2,2,2,13
4378,43,2,2,2,2,1,2,2,13
4381,43,2,2,2,1,2,2,1,12
4384,43,2,1,2,1,2,1,2,11
4387,43,1,2,1,2,2,1,2,11
4395,43,2,2,2,2,2,2,2,14
4403,43,2,1,2,2,1,2,1,11
4404,43,3,2,3,2,3,2,2,17
4410,43,1,2,1,2,1,2,2,11
4423,43,2,2,2,1,2,2,1,12
4424,43,1,2,1,2,1,2,2,11
4430,43,2,1,2,1,2,2,1,11
4436,43,2,2,2,2,2,1,2,13
4438,43,1,1,2,1,1,1,1,8
4444,43,2,1,2,1,2,2,1,11
4451,43,1,2,2,2,1,2,2,12
4459,43,2,2,1,2,1,2,1,11
4460,43,2,2,1,2,1,2,1,11
4472,43,2,2,1,2,2,1,2,12
4475,43,1,1,1,2,1,1,1,8
4479,43,2,2,1,2,1,2,1,11
4483,43,2,3,2,2,2,2,2,15
4484,43,1,2,1,1,2,1,2,10
4487,43,1,1,1,1,2,1,1,8
4506,43,1,1,2,1,1,2,1,9
4508,43,2,2,1,2,1,2,1,11
4526,43,2,2,2,2,2,2,2,14
4529,43,2,1,2,2,1,2,1,11
4531,43,2,1,2,1,2,1,2,11
4538,43,2,2,1,2,1,2,1,11
4553,43,2,2,1,2,2,2,1,12
4574,43,2,2,2,2,2,3,2,15
4581,43,2,1,2,2,1,2,2,12
4583,43,1,2,2,2,2,2,2,13
4593,43,2,2,1,2,2,2,1,12
4594,43,2,1,2,2,2,1,2,12
4601,43,1,2,2,2,1,2,2,12
4611,43,2,1,1,1,1,1,1,8
4615,43,1,2,2,2,2,2,2,13
4616,43,1,2,1,2,1,2,1,10
4623,43,2,2,2,2,2,2,3,15
4631,43,2,1,2,2,2,1,2,12
4638,43,1,2,2,2,2,2,2,13
4641,43,2,1,1,2,1,2,1,10
4644,43,2,2,2,2,2,2,1,13
4664,43,2,2,2,1,2,2,1,12
4678,43,2,2,2,1,2,2,1,12
4679,43,1,2,1,2,1,2,2,11
4697,43,2,2,2,2,2,2,1,13
4849,43,1,2,1,1,1,2,1,9
4865,43,2,2,1,2,2,1,2,12
5012,43,2,1,2,2,1,2,1,11
5023,43,2,2,2,1,2,2,1,12
5029,43,2,2,1,2,1,2,1,11
5035,43,2,2,2,2,2,2,1,13
5046,43,1,1,1,1,1,1,2,8
5054,43,1,1,1,1,2,1,1,8
5063,43,2,2,2,2,2,2,2,14
5065,43,1,2,1,1,1,2,1,9
5066,43,2,1,1,1,2,1,1,9
5070,43,2,1,2,1,2,1,1,10
5072,43,1,2,2,2,1,2,2,12
5076,43,2,3,2,2,2,2,2,15
5077,43,1,2,2,2,2,2,2,13
5078,43,1,1,1,1,1,1,2,8
5079,43,2,1,2,1,2,1,2,11
5085,43,1,1,1,2,1,1,2,9
5087,43,1,1,2,1,1,1,1,8
5095,43,1,1,2,1,1,2,1,9
5096,43,1,2,1,1,2,1,1,9
5099,43,2,1,2,1,2,1,2,11
5103,43,2,2,2,2,2,2,1,13
5104,43,1,2,2,2,2,2,2,13
5123,43,2,1,2,2,2,1,2,12
5124,43,1,2,1,2,2,1,2,11
5129,43,1,2,1,1,1,2,1,9
5130,43,1,2,1,2,1,1,2,10
5141,43,1,1,1,2,1,1,2,9
5145,43,1,1,2,1,1,2,1,9
5147,43,2,1,2,2,1,2,1,11
5151,43,1,2,1,2,2,1,2,11
5154,43,2,2,2,1,2,2,1,12
5155,43,2,2,2,1,2,2,2,13
5160,43,2,2,1,2,2,2,1,12
5165,43,2,1,2,1,2,1,1,10
5167,43,1,2,1,2,1,2,1,10
5173,43,1,1,1,1,1,1,2,8
5174,43,2,2,1,2,2,2,1,12
5184,43,2,1,1,1,2,1,1,9
5185,43,2,1,1,1,1,1,1,8
5189,43,1,2,1,1,1,2,1,9
5190,43,2,1,2,1,2,2,1,11
5193,43,2,1,2,2,1,2,2,12
5196,43,2,1,1,2,1,2,2,11
5197,43,2,2,2,2,2,1,2,13
5201,43,1,1,1,1,2,1,1,8
5202,43,2,1,2,2,1,2,2,12
5203,43,2,2,1,2,2,1,2,12
5211,43,1,2,1,2,1,2,1,10
5214,43,2,2,2,2,2,2,1,13
5216,43,1,2,2,2,2,2,2,13
5218,43,1,1,1,1,2,1,1,8
5220,43,1,1,2,1,1,2,1,9
5233,43,2,2,1,2,2,2,2,13
5234,43,2,1,2,1,2,1,1,10
5239,43,2,1,2,2,2,1,2,12
5241,43,2,1,2,2,1,2,2,12
5245,43,2,1,2,1,2,1,2,11
5247,43,2,2,2,2,2,2,1,13
5250,43,2,1,1,1,2,1,1,9
5252,43,2,1,2,1,2,1,1,10
5253,43,2,2,3,2,2,2,3,16
5254,43,2,2,2,2,2,2,2,14
5261,43,2,2,2,2,2,2,2,14
5262,43,2,2,2,2,2,2,2,14
5263,43,2,2,2,2,2,2,1,13
5264,43,1,2,1,1,1,2,1,9
5266,43,1,1,2,1,1,2,1,9
5270,43,2,2,1,2,2,2,1,12
5273,43,1,2,1,2,2,1,2,11
5275,43,1,2,1,1,2,1,1,9
5278,43,2,1,2,1,2,2,1,11
5281,43,1,2,1,2,2,1,2,11
5287,43,2,2,2,2,1,2,2,13
5292,43,2,1,2,1,2,2,1,11
5293,43,1,1,1,1,1,1,2,8
5295,43,2,2,2,2,2,2,1,13
5299,43,2,3,2,2,2,2,2,15
5300,43,1,2,1,1,2,1,1,9
5301,43,2,2,1,2,2,2,2,13
5303,43,1,2,1,1,1,2,1,9
5305,43,1,2,1,1,1,1,1,8
5307,43,1,2,1,2,1,1,2,10
5317,43,2,2,2,2,2,2,2,14
5325,43,2,2,2,2,2,2,2,14
5326,43,2,2,1,2,1,2,1,11
5329,43,2,2,2,2,2,2,1,13
5331,43,2,2,1,2,1,2,1,11
5334,43,1,1,1,2,1,1,1,8
5335,43,2,2,1,2,1,2,1,11
5337,43,2,2,2,2,2,2,2,14
5338,43,2,2,1,2,2,2,1,12
5342,43,2,2,2,2,2,2,2,14
5343,43,2,2,1,2,2,1,2,12
5348,43,2,1,2,2,1,2,1,11
5359,43,1,1,2,2,2,2,1,11
5361,43,2,2,1,2,2,2,1,12
5368,43,1,1,2,1,1,1,1,8
5369,43,2,2,1,2,2,2,2,13
5384,43,1,2,1,1,2,1,1,9
5385,43,2,1,2,2,1,2,1,11
5390,43,3,2,2,3,2,2,2,16
5391,43,2,1,2,2,2,1,2,12
5392,43,2,1,2,2,2,2,2,13
5397,43,2,2,2,2,1,2,2,13
5399,43,2,1,2,1,2,1,1,10
5402,43,2,2,1,2,1,2,1,11
5416,43,2,1,2,2,1,2,1,11
5419,43,1,1,1,1,2,1,1,8
5420,43,2,2,2,2,2,2,2,14
5422,43,2,1,1,2,1,1,1,9
5425,43,2,2,1,2,2,1,2,12
5428,43,2,1,2,2,2,2,2,13
5429,43,3,2,3,3,2,3,3,19
5430,43,1,2,2,1,2,1,2,11
5434,43,1,2,1,1,2,1,1,9
5435,43,2,1,2,2,2,2,2,13
5439,43,1,2,1,2,2,1,2,11
5441,43,2,2,2,2,2,2,2,14
5443,43,2,2,1,2,2,2,1,12
5445,43,2,2,2,2,2,2,1,13
5446,43,1,2,1,1,1,2,1,9
5447,43,1,2,1,1,2,1,1,9
5448,43,1,2,1,2,2,1,2,11
5460,43,2,1,2,2,2,1,2,12
5461,43,2,2,2,1,2,2,1,12
5466,43,2,2,2,2,2,2,2,14
5470,43,2,1,2,2,2,1,2,12
5477,43,1,1,2,1,1,1,1,8
5479,43,1,2,2,1,2,1,2,11
5482,43,1,2,2,2,2,2,2,13
5485,43,1,2,1,1,2,1,2,10
5487,43,1,2,1,1,1,2,1,9
5488,43,1,1,2,1,1,1,1,8
5491,43,2,2,1,2,1,2,1,11
5494,43,2,1,2,2,1,2,2,12
5495,43,2,1,2,2,1,2,2,12
5497,43,2,1,2,2,1,2,2,12
5499,43,2,1,2,2,2,2,2,13
5617,43,1,2,1,2,1,2,2,11
5626,43,2,1,1,2,1,1,1,9
5632,43,2,2,1,2,2,2,1,12
5644,43,1,2,2,2,1,2,2,12
5671,43,1,2,1,2,2,1,2,11
5672,43,1,1,1,2,1,1,1,8
5686,43,1,1,1,1,1,1,2,8
5706,43,2,2,1,2,1,2,1,11
5707,43,1,2,1,1,2,1,1,9
5709,43,1,1,1,2,1,1,1,8
5713,43,2,2,2,2,2,2,2,14
5717,43,2,2,2,2,2,2,2,14
5728,43,1,2,1,2,2,1,2,11
5735,43,2,1,1,2,1,1,1,9
5752,43,2,1,2,1,2,2,1,11
5753,43,2,2,2,1,2,2,2,13
5764,43,1,1,1,1,2,1,1,8
5779,43,1,2,1,2,1,2,2,11
5787,43,2,2,1,2,2,2,1,12
5797,43,1,1,2,1,1,1,1,8
5808,43,2,1,2,2,2,2,2,13
5809,43,2,2,1,2,2,2,1,12
5812,43,2,2,1,2,2,2,2,13
5842,43,1,2,1,1,2,1,2,10
5844,43,2,2,1,2,1,2,1,11
5845,43,2,2,1,2,2,2,1,12
5847,43,2,2,1,2,2,1,2,12
5851,43,2,1,1,1,1,1,1,8
5861,43,1,2,1,1,2,1,2,10
5867,43,2,2,2,1,2,2,1,12
5869,43,2,1,2,1,1,2,1,10
5872,43,1,1,1,1,1,1,2,8
5879,43,1,2,2,2,1,2,2,12
5881,43,1,2,1,1,1,1,1,8
5882,43,1,2,1,2,2,1,2,11
5883,43,2,2,2,1,2,2,1,12
5894,43,2,2,1,2,1,2,1,11
5932,43,1,1,1,1,1,1,2,8
5947,43,2,3,2,2,2,2,2,15
5959,43,1,2,1,1,1,1,1,8
5964,43,2,2,2,2,2,2,2,14
5968,43,2,1,2,2,2,1,2,12
5977,43,2,2,1,2,2,1,2,12
6190,43,2,2,1,2,1,2,1,11
6467,43,1,2,1,1,1,1,1,8
6469,43,2,1,1,2,1,2,1,10
6576,43,2,2,1,2,1,2,1,11
6789,43,1,1,1,2,1,1,2,9
6807,43,2,1,2,2,2,1,2,12
6878,43,3,2,2,2,2,2,2,15
6879,43,1,1,2,1,1,1,1,8
6898,43,2,2,1,2,2,2,1,12
6958,43,2,1,1,2,1,2,1,10
6963,43,1,1,1,1,1,1,2,8
7032,43,2,1,2,2,1,2,1,11
7181,43,1,2,1,1,2,1,2,10
7194,43,1,1,1,1,2,1,1,8
7301,43,2,1,2,1,2,1,1,10
7324,43,1,2,1,1,1,1,1,8
8331,43,1,2,1,1,1,1,1,8
