Store,Week,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Total
554,42,2,2,2,3,2,2,3,16
558,42,1,2,1,2,2,2,1,11
560,42,2,2,1,2,2,2,1,12
564,42,2,1,2,1,2,2,1,11
575,42,1,1,2,2,1,1,2,10
576,42,1,2,2,1,2,2,2,12
577,42,2,2,2,2,2,1,2,13
592,42,1,2,1,2,1,2,1,10
594,42,1,2,1,2,1,2,1,10
599,42,2,1,2,2,2,1,2,12
601,42,1,2,1,1,2,1,2,10
602,42,1,1,2,1,1,2,1,9
603,42,2,1,1,2,1,2,1,10
608,42,3,2,3,2,3,2,2,17
611,42,1,2,1,2,1,2,2,11
614,42,2,1,2,1,2,2,1,11
618,42,2,1,2,1,2,2,1,11
622,42,2,1,2,2,2,1,2,12
628,42,2,1,2,1,2,2,1,11
631,42,1,2,2,2,1,2,1,11
649,42,1,2,2,2,1,2,1,11
651,42,2,1,2,2,2,2,1,12
653,42,1,2,2,2,1,2,1,11
661,42,2,2,2,2,2,2,2,14
662,42,2,1,2,2,1,2,1,11
666,42,2,1,2,1,2,1,2,11
668,42,1,2,2,2,2,2,1,12
669,42,2,2,1,2,2,2,1,12
670,42,2,2,2,2,2,3,2,15
671,42,2,1,2,2,2,1,2,12
673,42,1,2,2,2,2,2,2,13
674,42,1,2,2,2,2,2,2,13
677,42,1,2,2,2,2,2,1,12
680,42,2,1,2,2,2,1,2,12
685,42,1,2,2,2,1,2,2,12
690,42,2,1,2,1,2,1,2,11
691,42,1,2,2,1,2,2,2,12
692,42,1,2,2,2,1,2,1,11
697,42,2,2,2,3,2,2,2,15
703,42,1,1,2,2,1,1,2,10
705,42,2,1,2,2,2,2,1,12
708,42,2,1,2,1,2,2,1,11
709,42,2,1,2,2,2,2,2,13
711,42,2,2,1,2,2,2,2,13
715,42,2,2,2,2,2,2,1,13
721,42,2,1,2,2,1,2,1,11
735,42,1,2,1,1,1,2,1,9
743,42,1,2,2,2,1,2,1,11
744,42,2,1,2,2,2,2,2,13
745,42,2,1,2,1,2,1,1,10
752,42,1,2,2,2,1,2,2,12
755,42,1,2,2,2,2,2,2,13
765,42,2,1,2,1,2,1,2,11
766,42,2,2,2,2,2,2,1,13
767,42,1,2,2,2,2,2,2,13
777,42,2,1,2,2,1,2,1,11
780,42,2,1,2,1,2,2,1,11
781,42,1,2,2,1,2,2,2,12
782,42,1,2,1,2,2,2,1,11
787,42,2,1,2,1,2,1,1,10
789,42,2,2,2,2,2,2,1,13
794,42,2,2,1,2,2,2,1,12
803,42,1,1,2,1,1,1,1,8
806,42,2,1,2,1,2,2,1,11
808,42,1,2,1,2,1,2,2,11
810,42,2,1,1,2,1,2,2,11
816,42,2,1,2,2,1,2,2,12
819,42,2,2,2,2,2,2,2,14
821,42,1,2,2,2,2,2,2,13
822,42,1,1,2,2,1,1,2,10
823,42,1,2,1,1,2,1,2,10
835,42,1,1,2,1,1,2,2,10
838,42,1,2,2,1,2,1,2,11
848,42,2,1,2,2,2,1,2,12
850,42,2,2,2,1,2,1,2,12
853,42,2,2,2,1,2,2,1,12
855,42,2,1,2,1,2,1,1,10
861,42,1,2,1,2,2,1,2,11
864,42,2,2,2,2,2,2,2,14
865,42,2,2,2,3,2,2,2,15
866,42,2,1,2,2,2,2,2,13
867,42,2,1,2,1,2,1,2,11
868,42,2,2,2,2,2,2,1,13
874,42,1,2,1,2,1,2,1,10
875,42,1,1,2,1,1,2,1,9
877,42,2,2,1,2,2,2,1,12
880,42,1,2,2,1,2,2,2,12
887,42,1,1,2,1,2,1,1,9
891,42,1,1,1,2,1,2,1,9
894,42,1,2,1,2,2,1,2,11
896,42,1,2,2,2,2,2,2,13
901,42,2,1,2,2,2,2,1,12
906,42,2,2,2,3,2,2,2,15
916,42,2,1,2,2,3,2,2,14
927,42,1,1,2,1,1,2,1,9
928,42,2,2,2,2,2,2,1,13
929,42,1,2,2,2,1,2,1,11
931,42,1,2,2,2,1,2,1,11
936,42,1,2,2,2,1,2,1,11
940,42,2,1,1,2,1,2,1,10
947,42,1,2,2,2,2,1,2,12
963,42,2,1,2,2,1,2,1,11
964,42,3,2,2,3,2,3,2,17
969,42,2,1,2,2,1,2,2,12
973,42,2,1,2,1,2,1,1,10
981,42,1,2,2,2,2,2,2,13
990,42,3,2,3,3,2,3,3,19
994,42,2,1,2,2,2,2,2,13
999,42,1,2,1,2,2,1,2,11
1000,42,2,1,2,2,2,2,2,13
1001,42,2,2,1,2,2,2,1,12
1014,42,2,2,2,2,2,2,1,13
1015,42,2,2,2,2,2,2,2,14
1016,42,2,1,2,2,2,1,2,12
1025,42,1,2,2,2,2,2,2,13
1026,42,2,1,2,2,1,2,1,11
1027,42,1,2,1,1,2,1,2,10
1036,42,2,1,2,2,1,2,2,12
1040,42,2,1,2,2,2,1,2,12
1041,42,1,2,2,1,2,2,2,12
1042,42,1,2,1,1,2,1,2,10
1060,42,2,1,2,1,2,2,1,11
1062,42,2,2,1,2,2,2,1,12
1066,42,2,2,1,2,2,2,2,13
1071,42,2,2,1,2,2,2,1,12
1074,42,1,1,2,1,1,2,1,9
1075,42,2,2,2,2,2,2,1,13
1080,42,2,1,2,2,1,2,1,11
1083,42,2,2,2,2,2,2,1,13
1101,42,1,1,2,1,1,1,2,9
1103,42,1,2,2,2,2,1,2,12
1120,42,1,2,2,2,1,2,1,11
1129,42,1,2,2,1,2,1,1,10
1141,42,2,1,2,2,1,2,2,12
1151,42,1,2,1,1,2,1,2,10
1154,42,1,2,1,1,1,2,1,9
1155,42,1,2,2,2,1,2,2,12
1156,42,1,2,2,1,2,2,2,12
1164,42,2,1,1,1,2,1,1,9
1167,42,2,1,2,2,1,2,1,11
1168,42,2,1,2,2,2,1,2,12
1177,42,1,1,2,1,1,2,1,9
1192,42,1,2,1,1,2,1,2,10
1193,42,2,1,2,1,2,2,1,11
1195,42,1,2,2,1,2,2,2,12
1197,42,2,1,1,2,1,2,1,10
1198,42,2,2,1,2,2,2,1,12
1199,42,2,1,2,1,2,1,1,10
1200,42,2,1,2,1,2,1,2,11
1201,42,2,1,2,2,1,2,2,12
1213,42,2,2,3,3,2,3,2,17
1217,42,1,2,1,1,2,1,2,10
1218,42,2,2,3,2,3,2,2,16
1220,42,2,2,2,2,2,1,2,13
1221,42,2,1,2,2,2,1,2,12
1231,42,2,2,2,2,2,2,2,14
1241,42,1,2,2,2,2,1,2,12
1247,42,2,1,2,2,2,2,2,13
1253,42,2,2,1,2,2,2,1,12
1263,42,1,2,2,2,1,2,1,11
1279,42,2,2,2,1,2,2,2,13
1284,42,2,1,2,1,2,1,2,11
1285,42,2,1,2,2,2,2,1,12
1291,42,2,2,2,2,2,2,1,13
1297,42,2,2,1,2,2,2,1,12
1301,42,1,2,1,2,1,2,1,10
1302,42,1,2,2,1,2,2,1,11
1303,42,2,2,1,2,2,2,2,13
1304,42,2,1,2,1,2,1,1,10
1306,42,1,2,2,2,1,2,1,11
1309,42,1,2,1,1,1,2,1,9
1310,42,2,1,1,2,1,2,1,10
1311,42,2,1,2,1,2,2,1,11
1313,42,2,1,2,1,2,2,1,11
1315,42,1,2,2,1,2,2,2,12
1319,42,1,2,2,2,1,2,1,11
1324,42,2,2,2,2,3,2,2,15
1341,42,1,2,2,2,1,2,1,11
1345,42,1,1,2,1,2,1,2,10
1346,42,2,2,2,2,2,2,1,13
1350,42,2,1,2,2,1,2,1,11
1351,42,1,2,2,2,2,1,2,12
1356,42,1,1,2,1,1,2,1,9
1361,42,2,1,1,2,1,2,1,10
1364,42,1,1,2,2,2,1,2,11
1370,42,1,1,2,1,2,1,2,10
1376,42,1,2,2,2,2,1,2,12
1379,42,2,1,1,2,1,2,1,10
1394,42,2,1,1,2,1,2,1,10
1397,42,2,2,2,2,2,2,1,13
1411,42,1,2,2,2,1,2,2,12
1412,42,1,2,2,2,1,2,1,11
1414,42,1,1,2,1,2,1,1,9
1418,42,1,1,2,2,1,2,1,10
1428,42,1,1,2,2,1,1,2,10
1438,42,1,2,3,2,2,2,2,14
1439,42,2,1,2,2,2,2,1,12
1440,42,2,2,2,2,2,2,2,14
1447,42,1,2,1,2,2,2,1,11
1454,42,1,2,2,1,2,1,2,11
1455,42,2,1,1,2,1,2,1,10
1458,42,2,1,2,2,3,2,2,14
1461,42,1,2,1,2,1,2,1,10
1469,42,1,2,1,1,2,1,2,10
1474,42,1,2,2,2,1,2,1,11
1478,42,1,2,1,2,2,1,2,11
1479,42,1,2,2,2,1,2,1,11
1486,42,2,2,1,1,2,1,2,11
1495,42,1,2,2,2,1,2,2,12
1503,42,2,1,2,2,1,2,1,11
1505,42,1,2,2,2,2,3,2,14
1510,42,2,2,2,2,2,2,1,13
1514,42,2,1,2,2,2,2,2,13
1527,42,2,2,2,2,2,2,2,14
1529,42,2,1,2,2,3,2,2,14
1533,42,1,2,1,2,2,1,2,11
1536,42,2,1,2,2,2,2,1,12
1541,42,2,2,2,2,2,2,1,13
1544,42,2,1,2,2,1,2,2,12
1549,42,2,1,2,2,1,2,2,12
1554,42,2,2,2,2,2,2,2,14
1555,42,2,2,2,2,2,2,1,13
1559,42,2,1,2,1,2,2,1,11
1560,42,2,1,2,2,1,2,1,11
1564,42,2,1,2,3,2,2,2,14
1565,42,2,2,3,2,2,2,3,16
1567,42,2,2,2,2,2,2,1,13
1569,42,1,2,2,2,2,1,2,12
1572,42,1,2,2,1,2,2,2,12
1576,42,1,1,2,1,1,2,1,9
1577,42,2,1,1,2,1,1,1,9
1583,42,2,1,2,1,2,1,2,11
1584,42,1,2,2,2,1,2,1,11
1588,42,2,1,2,2,2,1,2,12
1591,42,2,2,2,2,2,2,1,13
1595,42,1,2,1,1,2,1,2,10
1600,42,1,2,1,2,1,2,1,10
1604,42,1,2,2,3,2,2,2,14
1606,42,2,1,2,1,2,2,1,11
1607,42,2,2,1,2,2,2,1,12
1612,42,2,2,2,2,3,2,2,15
1614,42,2,1,1,2,1,1,1,9
1623,42,2,2,1,2,2,2,1,12
1624,42,2,2,1,2,2,2,1,12
1626,42,2,1,2,1,2,1,2,11
1632,42,1,2,1,2,1,2,1,10
1634,42,2,1,1,2,1,2,1,10
1636,42,2,2,2,3,2,2,2,15
1645,42,2,2,2,2,2,2,2,14
1646,42,1,2,1,1,1,2,1,9
1655,42,2,1,1,2,1,2,1,10
1659,42,2,1,2,1,2,1,2,11
1660,42,1,2,2,2,1,2,1,11
1664,42,2,1,2,1,2,1,2,11
1674,42,2,2,2,2,2,2,2,14
1677,42,1,2,2,2,2,2,2,13
1680,42,2,1,2,2,2,1,2,12
1686,42,1,2,2,1,2,1,2,11
1689,42,1,1,2,2,2,1,2,11
1694,42,1,2,1,2,1,2,1,10
1699,42,1,2,2,2,1,2,1,11
1700,42,2,1,2,1,2,1,1,10
1703,42,2,2,1,2,2,2,2,13
1708,42,1,2,1,2,1,2,1,10
1710,42,2,1,2,2,1,2,1,11
1733,42,1,1,2,1,1,2,1,9
1739,42,2,1,2,2,3,2,2,14
1741,42,2,2,1,2,2,2,1,12
1744,42,2,1,2,1,2,2,1,11
1746,42,2,1,2,1,2,2,1,11
1747,42,2,1,2,2,2,2,1,12
1759,42,2,1,2,2,2,2,2,13
1789,42,2,1,2,2,2,2,1,12
1790,42,2,1,2,1,2,1,2,11
1805,42,1,2,1,2,2,1,2,11
1812,42,1,2,2,1,2,2,2,12
1815,42,2,1,2,3,2,2,2,14
1825,42,2,2,1,2,2,2,1,12
1826,42,2,2,1,2,2,2,1,12
1832,42,2,1,2,2,1,2,1,11
1836,42,2,1,2,2,1,2,1,11
1837,42,1,2,1,2,2,1,2,11
1840,42,1,2,1,1,2,1,1,9
1846,42,2,1,1,2,1,2,1,10
1847,42,2,1,2,2,2,1,2,12
1852,42,2,2,2,2,2,2,2,14
1853,42,2,2,2,1,2,2,2,13
1859,42,2,3,2,3,2,3,3,18
1862,42,2,2,2,2,2,3,2,15
1872,42,1,1,2,2,1,1,2,10
1877,42,2,1,2,2,1,2,1,11
1886,42,2,2,2,2,2,2,1,13
1887,42,1,2,1,1,2,1,2,10
1890,42,2,1,2,2,1,2,2,12
1891,42,2,1,2,1,2,2,1,11
1894,42,1,2,1,2,1,2,2,11
1899,42,1,2,2,2,2,2,2,13
1900,42,1,1,1,2,1,1,2,9
1902,42,1,2,3,2,2,2,2,14
1903,42,1,2,1,2,1,2,1,10
1904,42,1,2,1,2,1,2,1,10
1906,42,1,1,1,1,1,2,1,8
1914,42,1,1,2,1,2,1,2,10
1917,42,1,1,2,1,2,1,1,9
1922,42,1,2,1,1,2,1,2,10
1924,42,2,2,2,2,2,2,1,13
1929,42,2,1,2,2,1,2,1,11
1930,42,2,1,1,2,1,1,1,9
1941,42,1,1,1,2,1,1,2,9
1943,42,1,2,2,2,1,2,1,11
1946,42,1,2,1,1,2,1,2,10
1951,42,2,1,2,2,2,2,1,12
1956,42,2,1,2,2,2,2,2,13
1963,42,1,1,2,1,1,1,1,8
1971,42,2,1,2,2,2,2,1,12
1973,42,1,2,2,1,2,2,2,12
1976,42,2,1,2,2,1,2,2,12
1978,42,1,2,1,2,1,2,1,10
1980,42,2,1,2,1,2,1,1,10
1981,42,2,2,2,2,2,2,2,14
1987,42,2,1,2,1,2,2,1,11
1995,42,2,2,1,2,2,2,1,12
1999,42,1,2,1,1,1,2,1,9
2010,42,1,1,2,1,1,2,1,9
2012,42,1,2,1,1,2,1,2,10
2013,42,2,2,2,2,2,2,2,14
2021,42,2,2,2,2,2,2,1,13
2022,42,1,2,1,2,1,2,1,10
2024,42,1,1,2,1,1,2,1,9
2025,42,2,1,2,2,1,2,1,11
2027,42,2,2,3,2,2,2,2,15
2028,42,1,2,2,1,2,2,2,12
2032,42,2,2,2,2,1,2,1,12
2036,42,2,2,2,2,2,2,2,14
2038,42,1,2,2,2,1,2,1,11
2050,42,1,2,1,1,1,2,1,9
2051,42,2,2,2,2,2,3,2,15
2059,42,1,2,2,2,2,2,2,13
2063,42,2,1,2,2,1,2,1,11
2064,42,2,1,2,2,1,2,1,11
2066,42,1,1,2,1,2,1,2,10
2073,42,2,1,2,2,2,2,2,13
2077,42,1,2,1,1,2,1,2,10
2078,42,1,2,2,2,2,2,2,13
2082,42,1,1,2,1,2,1,2,10
2087,42,1,2,2,1,2,1,2,11
2091,42,2,3,3,2,3,3,3,19
2101,42,2,2,2,2,2,1,2,13
2107,42,2,1,2,1,2,1,2,11
2111,42,2,1,2,1,2,1,1,10
2113,42,1,2,2,2,1,2,1,11
2119,42,2,1,2,1,2,1,1,10
2123,42,2,2,1,2,2,2,2,13
2129,42,1,1,2,1,2,1,1,9
2133,42,2,1,2,2,2,2,1,12
2141,42,2,2,3,2,2,3,2,16
2147,42,1,1,2,1,1,1,2,9
2150,42,2,1,2,2,2,2,2,13
2154,42,2,1,2,2,2,2,1,12
2157,42,2,1,2,2,2,2,1,12
2169,42,2,2,1,2,2,2,1,12
2176,42,2,1,2,1,2,1,1,10
2177,42,1,2,1,1,2,1,2,10
2181,42,1,1,2,2,1,2,1,10
2184,42,1,2,1,1,1,2,1,9
2193,42,2,1,2,2,1,2,1,11
2194,42,2,1,2,2,2,2,2,13
2197,42,2,2,1,2,2,2,1,12
2199,42,2,1,2,2,2,1,2,12
2201,42,2,2,2,3,2,3,2,16
2208,42,1,2,2,2,1,2,2,12
2209,42,1,2,2,2,1,2,2,12
2210,42,2,2,2,2,2,2,2,14
2211,42,2,1,1,2,1,2,1,10
2213,42,2,1,1,2,1,2,1,10
2221,42,2,1,2,2,2,2,1,12
2225,42,2,2,1,2,2,2,2,13
2227,42,1,2,1,1,1,2,1,9
2233,42,2,2,1,2,2,2,1,12
2239,42,2,2,2,3,2,2,2,15
2242,42,1,2,1,1,2,1,2,10
2245,42,2,1,2,1,2,1,1,10
2249,42,2,3,2,2,3,2,2,16
2251,42,2,1,1,1,2,1,1,9
2252,42,1,2,2,2,2,1,2,12
2255,42,1,2,2,1,2,1,2,11
2257,42,1,1,2,1,2,1,2,10
2264,42,1,2,1,1,1,2,1,9
2269,42,2,2,2,3,2,1,2,14
2271,42,1,2,1,1,2,1,1,9
2273,42,1,2,1,1,2,1,2,10
2274,42,2,2,2,2,1,2,1,12
2277,42,1,2,1,1,1,2,1,9
2282,42,2,2,1,2,2,2,1,12
2285,42,2,2,2,2,2,2,2,14
2286,42,2,1,2,1,2,2,1,11
2291,42,1,2,1,2,2,1,2,11
2299,42,1,1,2,2,1,1,2,10
2300,42,2,1,2,2,2,1,2,12
2306,42,2,1,2,1,2,2,1,11
2307,42,1,1,2,1,1,2,1,9
2310,42,2,1,2,1,2,1,2,11
2313,42,1,2,1,1,2,1,1,9
2322,42,1,1,2,2,1,2,1,10
2331,42,2,1,2,2,2,2,2,13
2336,42,2,1,1,2,1,2,1,10
2338,42,1,1,2,1,1,2,1,9
2351,42,1,2,1,1,2,1,2,10
2352,42,2,1,2,2,1,2,2,12
2354,42,2,1,1,1,2,1,1,9
2357,42,2,2,2,2,2,3,2,15
2362,42,1,2,2,2,2,2,1,12
2365,42,2,1,1,2,1,2,1,10
2371,42,1,2,2,2,1,2,2,12
2386,42,1,2,2,1,2,1,2,11
2402,42,2,1,2,1,2,1,2,11
2412,42,1,1,2,2,1,1,2,10
2420,42,1,1,2,1,2,2,1,10
2428,42,1,2,1,1,1,2,1,9
2444,42,1,2,1,2,1,2,1,10
2475,42,2,1,2,1,2,1,1,10
2479,42,2,1,2,2,2,2,1,12
2480,42,2,1,2,1,2,1,2,11
2483,42,2,1,1,2,1,2,1,10
2504,42,2,1,2,2,1,2,2,12
2508,42,2,1,2,1,2,1,2,11
2516,42,2,2,2,2,2,2,2,14
2529,42,2,2,1,2,2,2,1,12
2533,42,1,2,2,2,1,2,1,11
2536,42,2,1,1,1,2,1,1,9
2541,42,2,2,1,2,2,2,1,12
2545,42,2,1,2,2,1,2,1,11
2549,42,2,2,3,2,3,3,2,17
2554,42,1,2,1,2,2,1,2,11
2559,42,2,1,2,1,2,1,1,10
2581,42,1,2,2,2,2,2,2,13
2585,42,2,1,2,2,1,2,2,12
2586,42,1,2,2,2,1,2,2,12
2587,42,2,2,2,2,2,2,2,14
2588,42,2,1,2,2,1,2,2,12
2592,42,1,2,2,1,2,1,2,11
2593,42,2,1,3,2,2,2,2,14
2595,42,1,1,2,2,2,1,2,11
2598,42,1,2,1,1,2,1,1,9
2605,42,1,2,2,1,2,2,2,12
2609,42,2,1,2,1,2,1,2,11
2610,42,1,2,2,1,2,2,2,12
2612,42,2,1,2,3,2,3,2,15
2618,42,1,1,2,2,1,1,1,9
2628,42,2,1,2,2,2,1,2,12
2638,42,1,2,1,1,2,1,2,10
2641,42,2,1,2,1,2,2,1,11
2656,42,1,2,1,1,2,1,1,9
2663,42,2,1,2,1,2,1,1,10
2665,42,2,2,2,2,2,2,1,13
2678,42,1,2,2,2,1,2,1,11
2679,42,2,1,1,1,2,1,1,9
2682,42,1,1,1,2,1,1,2,9
2690,42,1,1,2,2,1,2,1,10
2692,42,2,1,2,1,2,1,2,11
2695,42,2,2,2,3,2,2,2,15
2697,42,2,2,1,2,2,2,1,12
2706,42,2,2,1,2,2,2,1,12
2708,42,2,2,3,2,2,2,2,15
2713,42,1,2,1,2,1,2,1,10
2715,42,2,2,2,2,2,2,2,14
2720,42,2,1,2,2,2,2,2,13
2723,42,1,1,1,1,1,2,1,8
2726,42,2,2,2,2,2,2,3,15
2732,42,2,1,2,1,2,1,1,10
2755,42,2,1,2,2,2,2,2,13
2763,42,1,2,2,2,2,1,2,12
2766,42,1,1,2,1,2,1,2,10
2767,42,1,1,2,2,1,2,1,10
2768,42,2,1,2,1,2,1,1,10
2777,42,2,1,2,2,1,2,2,12
2780,42,1,2,2,1,2,2,2,12
2781,42,1,2,2,2,1,2,1,11
2788,42,2,1,1,2,1,2,1,10
2789,42,1,2,1,2,1,2,2,11
2796,42,2,1,2,2,2,1,2,12
2803,42,1,2,1,1,2,1,2,10
2804,42,1,2,1,1,2,1,2,10
2806,42,2,2,2,1,2,2,2,13
2811,42,1,2,1,1,2,1,2,10
2812,42,1,2,1,2,1,2,1,10
2814,42,2,2,3,2,3,2,2,16
2818,42,1,2,2,2,1,2,1,11
2830,42,2,1,1,2,1,2,1,10
2836,42,2,1,1,2,1,2,1,10
2838,42,2,2,2,2,2,2,1,13
2842,42,1,1,2,1,1,1,2,9
2843,42,2,1,1,2,1,2,1,10
2844,42,2,1,2,2,2,2,2,13
2847,42,2,2,2,2,2,2,1,13
2853,42,1,1,2,2,1,2,1,10
2854,42,2,2,1,2,2,2,1,12
2855,42,1,2,1,2,1,2,1,10
2857,42,2,2,2,3,2,2,2,15
2859,42,2,1,2,1,2,2,1,11
2862,42,1,2,1,1,2,1,2,10
2864,42,1,2,2,2,2,1,2,12
2874,42,1,2,2,1,2,2,2,12
2884,42,1,2,2,2,2,2,2,13
2886,42,2,2,2,3,2,2,3,16
2889,42,2,1,1,2,1,2,1,10
2891,42,2,2,2,3,2,3,2,16
2910,42,1,2,1,2,2,2,1,11
2914,42,2,2,2,2,2,2,2,14
2921,42,1,1,2,2,1,2,1,10
2922,42,2,1,2,1,2,2,1,11
2924,42,2,1,2,2,2,1,2,12
2939,42,2,1,2,1,2,1,1,10
2952,42,1,2,2,2,1,2,1,11
2953,42,1,2,2,2,1,2,1,11
2954,42,2,1,2,2,2,2,1,12
2958,42,2,1,2,1,2,1,2,11
2959,42,1,2,2,2,1,2,2,12
2965,42,2,1,1,1,2,1,1,9
2980,42,2,1,2,1,2,1,2,11
2985,42,2,2,2,2,2,2,1,13
2987,42,2,1,2,2,1,2,1,11
2988,42,1,1,2,1,1,2,1,9
2991,42,2,1,2,2,1,2,1,11
2994,42,1,2,1,1,2,1,2,10
3017,42,1,2,1,2,1,2,1,10
3035,42,1,1,3,2,2,3,2,14
3056,42,1,2,2,2,1,2,1,11
3057,42,1,1,2,1,1,2,1,9
3058,42,1,2,1,2,2,1,2,11
3093,42,2,1,1,2,1,1,1,9
3106,42,2,2,1,2,2,2,1,12
3114,42,2,2,1,2,2,2,1,12
3136,42,2,2,2,2,2,2,2,14
3151,42,1,2,1,1,2,1,1,9
3159,42,2,2,2,3,2,2,3,16
3163,42,1,2,1,2,2,1,2,11
3169,42,1,1,2,1,1,2,1,9
3170,42,1,1,2,1,1,2,1,9
3180,42,2,2,3,2,2,3,2,16
3205,42,2,1,2,1,2,1,1,10
3206,42,2,1,2,1,2,2,1,11
3208,42,1,2,1,1,2,1,1,9
3209,42,1,2,1,2,1,2,1,10
3213,42,1,1,2,2,1,1,2,10
3214,42,1,2,1,2,1,2,1,10
3223,42,2,2,1,2,2,2,1,12
3224,42,2,1,2,1,2,2,1,11
3226,42,2,1,2,1,2,1,1,10
3232,42,1,2,2,2,1,2,1,11
