Club #,Workgroup,Role,FY23 FT HC Pln,FY23 PT HC Pln,FY23 Total HC Pln,YoY FT HC Change,YoY PT HC Change,YoY Total HC Change
6617,Member Team,Member Assist,4,7,11,0,0,0
6617,Member Team,Member Frontline,10,23,33,0,0,0
6617,Member Team,Member Specialist,8,3,11,0,0,0
6617,Member Team,Member Support,0,0,0,0,0,0
6617,Member Team,Member Team Lead,6,0,6,0,0,0
6617,Merchandising Team,Backroom Associate,5,0,5,0,0,0
6617,Merchandising Team,Forklift Driver,6,0,6,0,0,0
6617,Merchandising Team,Merchandising,15,15,30,0,0,0
6617,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6617,Personal Shopper,Personal Shopper,6,4,10,-1,2,1
6617,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6617,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6617,Specialty,Maintenance,4,3,7,0,0,0
6617,Specialty,Pharmacy Tech,2,2,4,0,0,0
6619,Fresh,Baker/Packager,4,3,7,1,0,1
6619,Fresh,Bakery Lead,1,0,1,0,0,0
6619,Fresh,Café,7,7,14,0,-1,-1
6619,Fresh,Cake Decorator,3,3,6,0,0,0
6619,Fresh,Freezer/Cooler/Deli,4,4,8,1,0,1
6619,Fresh,HMS/Rotisserie,4,4,8,0,0,0
6619,Fresh,Meat Cutter/Wrapper,4,1,5,0,0,0
6619,Fresh,Meat Lead,1,0,1,0,0,0
6619,Fresh,Prepared Food Lead,1,0,1,0,0,0
6619,Fresh,Produce,4,5,9,1,0,1
6619,Fresh,Produce Lead,1,0,1,0,0,0
6619,Fresh,Senior Meat Cutter,4,2,6,0,0,0
6619,Member Team,Member Assist,5,5,10,0,0,0
6619,Member Team,Member Frontline,11,34,45,2,5,7
6619,Member Team,Member Specialist,9,3,12,0,0,0
6619,Member Team,Member Support,0,0,0,0,0,0
6619,Member Team,Member Team Lead,6,0,6,0,0,0
6619,Merchandising Team,Backroom Associate,5,0,5,0,0,0
6619,Merchandising Team,Forklift Driver,6,0,6,0,0,0
6619,Merchandising Team,Merchandising,16,13,29,0,1,1
6619,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6619,Personal Shopper,Personal Shopper,7,4,11,-1,2,1
6619,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6619,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6619,Specialty,Maintenance,4,2,6,0,0,0
6619,Specialty,Optical,2,0,2,0,0,0
6619,Specialty,Pharmacy Tech,1,2,3,0,0,0
6619,Specialty,TBC Lead,1,0,1,0,0,0
6619,Specialty,TBC Tire Tech,4,3,7,0,0,0
6624,Fresh,Baker/Packager,4,4,8,0,2,2
6624,Fresh,Bakery Lead,1,0,1,0,0,0
6624,Fresh,Café,6,8,14,0,1,1
6624,Fresh,Cake Decorator,3,3,6,0,0,0
6624,Fresh,Freezer/Cooler/Deli,4,4,8,1,0,1
6624,Fresh,HMS/Rotisserie,4,3,7,0,0,0
6624,Fresh,Meat Cutter/Wrapper,1,4,5,0,2,2
6624,Fresh,Meat Lead,1,0,1,0,0,0
6624,Fresh,Prepared Food Lead,1,0,1,0,0,0
6624,Fresh,Produce,3,5,8,0,1,1
6624,Fresh,Produce Lead,1,0,1,0,0,0
6624,Fresh,Senior Meat Cutter,4,1,5,0,1,1
6624,Member Team,Member Assist,4,6,10,0,0,0
6624,Member Team,Member Frontline,9,22,31,0,0,0
6624,Member Team,Member Specialist,6,5,11,0,2,2
6624,Member Team,Member Support,0,0,0,0,0,0
6624,Member Team,Member Team Lead,6,0,6,0,0,0
6624,Merchandising Team,Backroom Associate,5,0,5,1,0,1
6624,Merchandising Team,Forklift Driver,6,0,6,0,0,0
6624,Merchandising Team,Merchandising,13,13,26,0,1,1
6624,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6624,Personal Shopper,Personal Shopper,6,2,8,0,0,0
6624,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6624,Specialty,Asset Protection,1,0,1,0,0,0
6624,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6624,Specialty,Maintenance,4,2,6,0,0,0
6624,Specialty,Optical,2,0,2,0,0,0
6624,Specialty,Pharmacy Tech,2,0,2,0,0,0
6624,Specialty,TBC Lead,1,0,1,0,0,0
6624,Specialty,TBC Tire Tech,4,2,6,0,0,0
6626,Fresh,Baker/Packager,5,1,6,0,0,0
6626,Fresh,Bakery Lead,1,0,1,0,0,0
6626,Fresh,Café,4,7,11,0,1,1
6626,Fresh,Cake Decorator,3,1,4,0,0,0
6626,Fresh,Freezer/Cooler/Deli,5,4,9,2,0,2
6626,Fresh,HMS/Rotisserie,4,3,7,0,0,0
6626,Fresh,Meat Cutter/Wrapper,1,2,3,0,0,0
6626,Fresh,Meat Lead,1,0,1,0,0,0
6626,Fresh,Prepared Food Lead,1,0,1,0,0,0
6626,Fresh,Produce,4,3,7,1,0,1
6626,Fresh,Produce Lead,1,0,1,0,0,0
6626,Fresh,Senior Meat Cutter,4,1,5,0,0,0
6626,Member Team,Member Assist,4,6,10,0,0,0
6626,Member Team,Member Frontline,9,22,31,0,0,0
6626,Member Team,Member Specialist,9,4,13,0,1,1
6626,Member Team,Member Support,0,0,0,0,0,0
6626,Member Team,Member Team Lead,6,0,6,0,0,0
6626,Merchandising Team,Backroom Associate,6,0,6,1,0,1
6626,Merchandising Team,Forklift Driver,6,0,6,0,0,0
6626,Merchandising Team,Merchandising,16,14,30,0,4,4
6626,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6626,Personal Shopper,Personal Shopper,5,3,8,-1,2,1
6626,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6626,Specialty,Maintenance,4,2,6,0,0,0
6626,Specialty,Pharmacy Tech,1,1,2,0,0,0
6626,Specialty,TBC Lead,1,0,1,0,0,0
6626,Specialty,TBC Tire Tech,3,3,6,0,0,0
6628,Fresh,Baker/Packager,3,3,6,1,0,1
6628,Fresh,Bakery Lead,1,0,1,0,0,0
6628,Fresh,Café,4,4,8,0,-1,-1
6628,Fresh,Cake Decorator,3,1,4,0,0,0
6628,Fresh,Freezer/Cooler/Deli,4,3,7,1,0,1
6628,Fresh,HMS/Rotisserie,4,3,7,0,0,0
6628,Fresh,Meat Cutter/Wrapper,2,2,4,0,0,0
6628,Fresh,Meat Lead,1,0,1,0,0,0
6628,Fresh,Prepared Food Lead,1,0,1,0,0,0
6628,Fresh,Produce,3,6,9,0,1,1
6628,Fresh,Produce Lead,1,0,1,0,0,0
6628,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6628,Member Team,Member Assist,4,5,9,0,0,0
6628,Member Team,Member Frontline,9,21,30,0,0,0
6628,Member Team,Member Specialist,6,3,9,1,1,2
6628,Member Team,Member Support,0,0,0,0,0,0
6628,Member Team,Member Team Lead,6,0,6,0,0,0
6628,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6628,Merchandising Team,Forklift Driver,5,0,5,0,0,0
6628,Merchandising Team,Merchandising,11,11,22,0,0,0
6628,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6628,Personal Shopper,Personal Shopper,5,3,8,-1,2,1
6628,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6628,Specialty,Asset Protection,1,0,1,0,0,0
6628,Specialty,Maintenance,3,3,6,0,0,0
6628,Specialty,Optical,2,1,3,0,0,0
6628,Specialty,Pharmacy Tech,3,2,5,0,0,0
6628,Specialty,TBC Lead,1,0,1,0,0,0
6628,Specialty,TBC Tire Tech,4,2,6,0,0,0
4718,Fresh,Baker/Packager,2,2,4,0,1,1
4718,Fresh,Bakery Lead,1,0,1,0,0,0
4718,Fresh,Café,4,5,9,1,-1,0
4718,Fresh,Cake Decorator,2,1,3,0,0,0
4718,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
4718,Fresh,HMS/Rotisserie,2,3,5,0,1,1
4718,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
4718,Fresh,Meat Lead,1,0,1,0,0,0
4718,Fresh,Prepared Food Lead,1,0,1,0,0,0
4718,Fresh,Produce,2,4,6,0,2,2
4718,Fresh,Produce Lead,1,0,1,0,0,0
4718,Fresh,Senior Meat Cutter,2,1,3,0,0,0
4718,Member Team,Member Assist,2,4,6,0,0,0
4718,Member Team,Member Frontline,4,14,18,0,0,0
4718,Member Team,Member Specialist,5,4,9,0,2,2
4718,Member Team,Member Support,0,0,0,0,0,0
4718,Member Team,Member Team Lead,4,0,4,0,0,0
4718,Merchandising Team,Backroom Associate,4,0,4,0,0,0
4718,Merchandising Team,Forklift Driver,4,0,4,0,0,0
4718,Merchandising Team,Merchandising,9,8,17,0,1,1
4718,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4718,Personal Shopper,Personal Shopper,6,2,8,-1,2,1
4718,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4718,Specialty,Fuel/Car Wash,2,3,5,0,0,0
4718,Specialty,Maintenance,2,2,4,0,0,0
4718,Specialty,Optical,1,2,3,0,1,1
4718,Specialty,Pharmacy Tech,3,1,4,0,0,0
4718,Specialty,TBC Lead,1,0,1,0,0,0
4718,Specialty,TBC Tire Tech,4,2,6,0,0,0
4730,Fresh,Baker/Packager,2,3,5,0,0,0
4730,Fresh,Bakery Lead,1,0,1,0,0,0
4730,Fresh,Café,4,7,11,1,0,1
4730,Fresh,Cake Decorator,2,2,4,0,0,0
4730,Fresh,Freezer/Cooler/Deli,3,2,5,0,1,1
4730,Fresh,HMS/Rotisserie,2,4,6,0,1,1
4730,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
4730,Fresh,Meat Lead,1,0,1,0,0,0
4730,Fresh,Prepared Food Lead,1,0,1,0,0,0
4730,Fresh,Produce,2,4,6,0,1,1
4730,Fresh,Produce Lead,1,0,1,0,0,0
4730,Fresh,Senior Meat Cutter,3,1,4,0,0,0
4730,Member Team,Member Assist,3,4,7,0,1,1
4730,Member Team,Member Frontline,5,15,20,0,0,0
4730,Member Team,Member Specialist,6,5,11,0,1,1
4730,Member Team,Member Support,0,0,0,0,0,0
4730,Member Team,Member Team Lead,5,0,5,0,0,0
4730,Merchandising Team,Backroom Associate,4,0,4,0,0,0
4730,Merchandising Team,Forklift Driver,4,0,4,0,0,0
4730,Merchandising Team,Merchandising,10,9,19,0,0,0
4730,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4730,Personal Shopper,Personal Shopper,5,3,8,-1,3,2
4730,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4730,Specialty,Fuel/Car Wash,2,1,3,0,0,0
4730,Specialty,Maintenance,2,3,5,0,0,0
4730,Specialty,Optical,2,0,2,0,0,0
4730,Specialty,Pharmacy Tech,3,2,5,0,0,0
4730,Specialty,TBC Lead,1,0,1,0,0,0
4730,Specialty,TBC Tire Tech,4,2,6,0,0,0
4786,Fresh,Baker/Packager,2,2,4,0,-1,-1
4786,Fresh,Bakery Lead,1,0,1,0,0,0
4786,Fresh,Café,4,6,10,0,2,2
4786,Fresh,Cake Decorator,2,1,3,0,0,0
4786,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
4786,Fresh,HMS/Rotisserie,3,3,6,0,0,0
4786,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
4786,Fresh,Meat Lead,1,0,1,0,0,0
4786,Fresh,Prepared Food Lead,1,0,1,0,0,0
4786,Fresh,Produce,3,3,6,0,1,1
4786,Fresh,Produce Lead,1,0,1,0,0,0
4786,Fresh,Senior Meat Cutter,3,1,4,0,0,0
4786,Member Team,Member Assist,3,5,8,0,1,1
4786,Member Team,Member Frontline,5,16,21,0,0,0
4786,Member Team,Member Specialist,7,4,11,0,1,1
4786,Member Team,Member Support,0,0,0,0,0,0
4786,Member Team,Member Team Lead,5,0,5,0,0,0
4786,Merchandising Team,Backroom Associate,4,0,4,0,0,0
4786,Merchandising Team,Forklift Driver,5,0,5,0,0,0
4786,Merchandising Team,Merchandising,11,10,21,0,1,1
4786,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4786,Personal Shopper,Personal Shopper,7,4,11,-1,2,1
4786,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4786,Specialty,Fuel/Car Wash,2,1,3,0,0,0
4786,Specialty,Maintenance,3,2,5,0,0,0
4786,Specialty,Optical,2,0,2,0,0,0
4786,Specialty,Pharmacy Tech,2,1,3,0,0,0
4786,Specialty,TBC Lead,1,0,1,0,0,0
4786,Specialty,TBC Tire Tech,4,2,6,0,0,0
4805,Fresh,Baker/Packager,2,3,5,0,2,2
4805,Fresh,Bakery Lead,1,0,1,0,0,0
4805,Fresh,Café,3,4,7,1,-1,0
4805,Fresh,Cake Decorator,2,1,3,0,0,0
4805,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
4805,Fresh,HMS/Rotisserie,2,2,4,0,0,0
4805,Fresh,Meat Cutter/Wrapper,1,2,3,0,0,0
4805,Fresh,Meat Lead,1,0,1,0,0,0
4805,Fresh,Prepared Food Lead,1,0,1,0,0,0
4805,Fresh,Produce,2,3,5,0,1,1
4805,Fresh,Produce Lead,1,0,1,0,0,0
4805,Fresh,Senior Meat Cutter,4,1,5,0,0,0
4805,Member Team,Member Assist,3,3,6,0,0,0
4805,Member Team,Member Frontline,5,16,21,0,0,0
4805,Member Team,Member Specialist,6,3,9,0,0,0
4805,Member Team,Member Support,0,0,0,0,0,0
4805,Member Team,Member Team Lead,5,0,5,0,0,0
4805,Merchandising Team,Backroom Associate,4,0,4,0,0,0
4805,Merchandising Team,Forklift Driver,4,0,4,0,0,0
4805,Merchandising Team,Merchandising,9,8,17,0,0,0
4805,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4805,Personal Shopper,Personal Shopper,8,4,12,-1,2,1
4805,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4805,Specialty,Fuel/Car Wash,2,1,3,0,0,0
4805,Specialty,Maintenance,2,2,4,0,0,0
4805,Specialty,Optical,1,1,2,0,0,0
4805,Specialty,Pharmacy Tech,3,1,4,0,0,0
4805,Specialty,TBC Lead,1,0,1,0,0,0
4805,Specialty,TBC Tire Tech,3,3,6,0,0,0
6345,Fresh,Baker/Packager,2,3,5,0,0,0
6345,Fresh,Bakery Lead,1,0,1,0,0,0
6345,Fresh,Café,5,5,10,0,-1,-1
6345,Fresh,Cake Decorator,2,2,4,0,0,0
6345,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
6345,Fresh,HMS/Rotisserie,2,3,5,0,0,0
6345,Fresh,Meat Cutter/Wrapper,2,2,4,0,0,0
6345,Fresh,Meat Lead,1,0,1,0,0,0
6345,Fresh,Prepared Food Lead,1,0,1,0,0,0
6345,Fresh,Produce,3,3,6,0,1,1
6345,Fresh,Produce Lead,1,0,1,0,0,0
6345,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6345,Member Team,Member Assist,3,6,9,0,0,0
6345,Member Team,Member Frontline,6,16,22,0,0,0
6345,Member Team,Member Specialist,8,3,11,0,1,1
6345,Member Team,Member Support,0,0,0,0,0,0
6345,Member Team,Member Team Lead,5,0,5,0,0,0
6345,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6345,Merchandising Team,Forklift Driver,6,0,6,0,0,0
6345,Merchandising Team,Merchandising,16,12,28,0,0,0
6345,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6345,Personal Shopper,Personal Shopper,9,4,13,-1,3,2
6345,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6345,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6345,Specialty,Maintenance,3,3,6,0,0,0
6345,Specialty,Optical,2,1,3,0,0,0
6345,Specialty,Pharmacy Tech,4,3,7,0,0,0
6345,Specialty,TBC Lead,1,0,1,0,0,0
6345,Specialty,TBC Tire Tech,5,2,7,0,0,0
6360,Fresh,Baker/Packager,3,2,5,1,0,1
6360,Fresh,Bakery Lead,1,0,1,0,0,0
6360,Fresh,Café,3,3,6,0,-1,-1
6360,Fresh,Cake Decorator,2,2,4,0,0,0
6360,Fresh,Freezer/Cooler/Deli,4,3,7,1,0,1
6360,Fresh,HMS/Rotisserie,3,3,6,0,1,1
6360,Fresh,Meat Cutter/Wrapper,3,2,5,0,0,0
6360,Fresh,Meat Lead,1,0,1,0,0,0
6360,Fresh,Prepared Food Lead,1,0,1,0,0,0
6360,Fresh,Produce,2,5,7,0,1,1
6360,Fresh,Produce Lead,1,0,1,0,0,0
6360,Fresh,Senior Meat Cutter,4,1,5,0,0,0
6360,Member Team,Member Assist,3,7,10,0,0,0
6360,Member Team,Member Frontline,6,19,25,0,0,0
6360,Member Team,Member Specialist,8,3,11,0,0,0
6360,Member Team,Member Support,0,0,0,0,0,0
6360,Member Team,Member Team Lead,5,0,5,0,0,0
6360,Merchandising Team,Backroom Associate,5,0,5,1,0,1
6360,Merchandising Team,Forklift Driver,6,0,6,1,0,1
6360,Merchandising Team,Merchandising,12,11,23,2,1,3
6360,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6360,Personal Shopper,Personal Shopper,10,6,16,-1,4,3
6360,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6360,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6360,Specialty,Maintenance,3,3,6,0,0,0
6360,Specialty,Optical,1,1,2,0,0,0
6360,Specialty,Pharmacy Tech,2,1,3,0,0,0
6360,Specialty,TBC Lead,1,0,1,0,0,0
6360,Specialty,TBC Tire Tech,4,2,6,0,0,0
6379,Fresh,Baker/Packager,2,1,3,0,0,0
6379,Fresh,Bakery Lead,1,0,1,0,0,0
6379,Fresh,Café,3,4,7,1,-1,0
6379,Fresh,Cake Decorator,2,2,4,0,0,0
6379,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
6379,Fresh,HMS/Rotisserie,2,2,4,0,0,0
6379,Fresh,Meat Cutter/Wrapper,1,2,3,0,0,0
6379,Fresh,Meat Lead,1,0,1,0,0,0
6379,Fresh,Prepared Food Lead,1,0,1,0,0,0
6379,Fresh,Produce,2,4,6,0,1,1
6379,Fresh,Produce Lead,1,0,1,0,0,0
6379,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6379,Member Team,Member Assist,4,3,7,0,0,0
6379,Member Team,Member Frontline,5,15,20,0,0,0
6379,Member Team,Member Specialist,8,3,11,0,0,0
6379,Member Team,Member Support,0,0,0,0,0,0
6379,Member Team,Member Team Lead,5,0,5,0,0,0
6379,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6379,Merchandising Team,Forklift Driver,4,0,4,0,0,0
6379,Merchandising Team,Merchandising,9,8,17,0,0,0
6379,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6379,Personal Shopper,Personal Shopper,8,3,11,-1,2,1
6379,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6379,Specialty,Asset Protection,1,0,1,0,0,0
6379,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6379,Specialty,Maintenance,3,1,4,0,0,0
6379,Specialty,Optical,1,1,2,0,0,0
6379,Specialty,Pharmacy Tech,2,1,3,0,0,0
6379,Specialty,TBC Lead,1,0,1,0,0,0
6379,Specialty,TBC Tire Tech,4,2,6,0,0,0
6682,Fresh,Baker/Packager,3,1,4,0,0,0
6682,Fresh,Bakery Lead,1,0,1,0,0,0
6682,Fresh,Café,4,5,9,0,0,0
6682,Fresh,Cake Decorator,2,2,4,0,0,0
6682,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
6682,Fresh,HMS/Rotisserie,4,3,7,0,0,0
6682,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6682,Fresh,Meat Lead,1,0,1,0,0,0
6682,Fresh,Prepared Food Lead,1,0,1,0,0,0
6682,Fresh,Produce,3,3,6,0,1,1
6682,Fresh,Produce Lead,1,0,1,0,0,0
6682,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6682,Member Team,Member Assist,4,4,8,0,0,0
6682,Member Team,Member Frontline,5,16,21,0,0,0
6682,Member Team,Member Specialist,7,4,11,0,1,1
6682,Member Team,Member Support,0,0,0,0,0,0
6682,Member Team,Member Team Lead,5,0,5,0,0,0
6682,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6682,Merchandising Team,Forklift Driver,5,0,5,0,0,0
6682,Merchandising Team,Merchandising,11,10,21,0,1,1
6682,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6682,Personal Shopper,Personal Shopper,7,4,11,-1,2,1
6682,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6682,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6682,Specialty,Maintenance,3,2,5,0,0,0
6682,Specialty,Optical,2,1,3,0,0,0
6682,Specialty,Pharmacy Tech,3,2,5,0,0,0
6682,Specialty,TBC Lead,1,0,1,0,0,0
6682,Specialty,TBC Tire Tech,4,2,6,0,0,0
6683,Fresh,Baker/Packager,2,2,4,0,1,1
6683,Fresh,Bakery Lead,1,0,1,0,0,0
6683,Fresh,Café,3,4,7,1,0,1
6683,Fresh,Cake Decorator,2,1,3,0,0,0
6683,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
6683,Fresh,HMS/Rotisserie,2,2,4,0,0,0
6683,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6683,Fresh,Meat Lead,1,0,1,0,0,0
6683,Fresh,Prepared Food Lead,1,0,1,0,0,0
6683,Fresh,Produce,2,3,5,0,1,1
6683,Fresh,Produce Lead,1,0,1,0,0,0
6683,Fresh,Senior Meat Cutter,2,1,3,0,0,0
6683,Member Team,Member Assist,2,4,6,0,0,0
6683,Member Team,Member Frontline,4,14,18,0,0,0
6683,Member Team,Member Specialist,5,3,8,0,0,0
6683,Member Team,Member Support,0,0,0,0,0,0
6683,Member Team,Member Team Lead,4,0,4,0,0,0
6683,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6683,Merchandising Team,Forklift Driver,3,0,3,0,0,0
6683,Merchandising Team,Merchandising,8,7,15,0,0,0
6683,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6683,Personal Shopper,Personal Shopper,5,2,7,-1,2,1
6683,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6683,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6683,Specialty,Maintenance,2,2,4,0,0,0
6683,Specialty,Optical,1,2,3,0,1,1
6683,Specialty,Pharmacy Tech,2,1,3,0,0,0
6683,Specialty,TBC Lead,1,0,1,0,0,0
6683,Specialty,TBC Tire Tech,4,2,6,0,0,0
6684,Fresh,Baker/Packager,2,3,5,0,0,0
6684,Fresh,Bakery Lead,1,0,1,0,0,0
6684,Fresh,Café,4,7,11,0,2,2
6684,Fresh,Cake Decorator,2,2,4,0,0,0
6684,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
6684,Fresh,HMS/Rotisserie,3,3,6,0,0,0
6684,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6684,Fresh,Meat Lead,1,0,1,0,0,0
6684,Fresh,Prepared Food Lead,1,0,1,0,0,0
6684,Fresh,Produce,2,4,6,0,1,1
6684,Fresh,Produce Lead,1,0,1,0,0,0
6684,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6684,Member Team,Member Assist,4,3,7,0,0,0
6684,Member Team,Member Frontline,5,15,20,0,0,0
6684,Member Team,Member Specialist,7,4,11,0,0,0
6684,Member Team,Member Support,0,0,0,0,0,0
6684,Member Team,Member Team Lead,5,0,5,0,0,0
6684,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6684,Merchandising Team,Forklift Driver,4,0,4,0,0,0
6684,Merchandising Team,Merchandising,9,10,19,0,1,1
6684,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6684,Personal Shopper,Personal Shopper,8,3,11,0,1,1
6684,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6684,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6684,Specialty,Maintenance,3,2,5,0,0,0
6684,Specialty,Optical,2,0,2,0,0,0
6684,Specialty,Pharmacy Tech,2,0,2,0,0,0
6684,Specialty,TBC Lead,1,0,1,0,0,0
6684,Specialty,TBC Tire Tech,4,2,6,0,0,0
6685,Fresh,Baker/Packager,2,3,5,0,0,0
6685,Fresh,Bakery Lead,1,0,1,0,0,0
6685,Fresh,Café,4,7,11,0,2,2
6685,Fresh,Cake Decorator,2,2,4,0,0,0
6685,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
6685,Fresh,HMS/Rotisserie,3,3,6,0,1,1
6685,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6685,Fresh,Meat Lead,1,0,1,0,0,0
6685,Fresh,Prepared Food Lead,1,0,1,0,0,0
6685,Fresh,Produce,2,4,6,0,1,1
6685,Fresh,Produce Lead,1,0,1,0,0,0
6685,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6685,Member Team,Member Assist,2,6,8,0,0,0
6685,Member Team,Member Frontline,5,15,20,0,0,0
6685,Member Team,Member Specialist,6,5,11,0,1,1
6685,Member Team,Member Support,0,0,0,0,0,0
6685,Member Team,Member Team Lead,5,0,5,0,0,0
6685,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6685,Merchandising Team,Forklift Driver,4,0,4,0,0,0
6685,Merchandising Team,Merchandising,9,10,19,0,0,0
6685,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6685,Personal Shopper,Personal Shopper,7,4,11,-1,2,1
6685,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6685,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6685,Specialty,Maintenance,3,2,5,0,0,0
6685,Specialty,Optical,2,0,2,0,0,0
6685,Specialty,Pharmacy Tech,3,2,5,0,0,0
6685,Specialty,TBC Lead,1,0,1,0,0,0
6685,Specialty,TBC Tire Tech,4,2,6,0,0,0
6686,Fresh,Baker/Packager,2,3,5,0,0,0
6686,Fresh,Bakery Lead,1,0,1,0,0,0
6686,Fresh,Café,3,4,7,0,-1,-1
6686,Fresh,Cake Decorator,1,2,3,-1,1,0
6686,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
6686,Fresh,HMS/Rotisserie,2,2,4,0,0,0
6686,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6686,Fresh,Meat Lead,1,0,1,0,0,0
6686,Fresh,Prepared Food Lead,1,0,1,0,0,0
6686,Fresh,Produce,2,3,5,0,1,1
6686,Fresh,Produce Lead,1,0,1,0,0,0
6686,Fresh,Senior Meat Cutter,2,1,3,0,0,0
6686,Member Team,Member Assist,2,5,7,0,0,0
6686,Member Team,Member Frontline,5,15,20,0,0,0
6686,Member Team,Member Specialist,5,4,9,0,0,0
6686,Member Team,Member Support,0,0,0,0,0,0
6686,Member Team,Member Team Lead,4,0,4,0,0,0
6686,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6686,Merchandising Team,Forklift Driver,5,0,5,0,0,0
6686,Merchandising Team,Merchandising,12,12,24,0,0,0
6686,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6686,Personal Shopper,Personal Shopper,10,5,15,2,3,5
6686,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6686,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6686,Specialty,Maintenance,2,2,4,0,0,0
6686,Specialty,Optical,2,0,2,0,0,0
6686,Specialty,Pharmacy Tech,2,0,2,0,0,0
6686,Specialty,TBC Lead,1,0,1,0,0,0
6686,Specialty,TBC Tire Tech,4,2,6,0,0,0
4732,Fresh,Baker/Packager,3,2,5,1,1,2
4732,Fresh,Bakery Lead,1,0,1,0,0,0
4732,Fresh,Café,4,6,10,0,1,1
4732,Fresh,Cake Decorator,2,2,4,0,0,0
4732,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
