Store,DC,Commodity,23-Dec,24-Dec,25-Dec,26-Dec,27-Dec,28-Dec,29-Dec
1902,6090,MPDD,1,1,0,1,1,1,1
1905,6090,MPDD,1,1,0,1,1,1,1
1916,7023,MPDD,1,1,0,1,1,1,1
1951,6090,MPDD,1,1,0,1,1,1,1
1957,7023,MPDD,1,1,0,1,1,1,1
1963,8852,MPDD,0,0,0,1,0,0,0
1972,8852,MPDD,0,0,0,1,0,0,0
1983,8852,MPDD,1,1,0,1,1,1,1
1989,8852,MPDD,1,1,0,1,1,1,1
1995,6090,MPDD,1,1,0,1,1,1,1
1996,7023,MPDD,1,1,0,1,1,1,1
2001,8852,MPDD,1,1,0,1,1,1,1
2002,8852,MPDD,1,1,0,1,1,1,1
2032,8852,MPDD,1,1,0,1,1,1,1
2039,8852,MPDD,1,0,0,1,1,1,1
2050,6090,MPDD,1,1,0,1,1,1,1
2084,6090,MPDD,1,1,0,1,1,1,1
2091,7023,MPDD,1,1,0,1,1,1,1
2099,8852,MPDD,1,0,0,1,1,1,1
2117,8852,MPDD,1,1,0,1,1,1,1
2119,8852,MPDD,1,1,0,1,1,1,1
2151,7023,MPDD,1,1,0,1,1,1,1
2161,8852,MPDD,0,1,0,1,1,1,1
2207,6090,MPDD,1,1,0,1,1,1,1
2226,8852,MPDD,1,1,0,1,1,1,1
2237,7023,MPDD,1,1,0,1,1,1,1
2277,8852,MPDD,1,1,0,1,1,1,1
2280,8852,MPDD,1,1,0,1,1,1,1
2297,8852,MPDD,1,1,0,1,1,1,1
2307,6090,MPDD,1,1,0,1,1,1,1
2392,7023,MPDD,1,1,0,1,1,1,1
2401,7084,MPDD,1,1,0,1,1,1,1
2406,7023,MPDD,1,1,0,1,1,1,1
2455,6090,MPDD,1,1,0,1,1,1,1
2458,8852,MPDD,1,1,0,1,1,1,1
2459,7023,MPDD,1,1,0,1,1,1,1
2483,8852,MPDD,1,1,0,1,1,1,1
2484,7023,MPDD,1,1,0,1,1,1,1
2486,8852,MPDD,1,1,0,1,1,1,1
2507,8852,MPDD,0,0,0,0,0,0,0
2508,6090,MPDD,1,1,0,1,1,1,1
2511,6090,MPDD,1,1,0,1,1,1,1
2526,8852,MPDD,1,1,0,1,1,1,1
2536,8852,MPDD,0,0,0,0,0,0,0
2556,8852,MPDD,1,0,0,1,1,1,1
2557,8852,MPDD,1,1,0,1,1,1,1
2568,8852,MPDD,0,0,0,0,0,0,0
2591,7023,MPDD,1,1,0,1,1,1,1
2592,6090,MPDD,1,1,0,1,1,1,1
2593,8852,MPDD,1,1,0,1,1,1,1
2609,8852,MPDD,1,1,0,1,1,1,1
2621,8852,MPDD,0,0,0,1,0,0,0
2689,8852,MPDD,1,1,0,1,1,1,1
2727,7023,MPDD,1,1,0,1,1,1,1
2780,6090,MPDD,1,1,0,1,1,1,1
2781,6090,MPDD,1,1,0,1,1,1,1
2782,6090,MPDD,1,1,0,1,1,1,1
2789,7023,MPDD,1,1,0,1,1,1,1
2794,6090,MPDD,1,1,0,1,1,1,1
2814,7023,MPDD,1,1,0,1,1,1,1
2831,6090,MPDD,1,1,0,1,1,1,1
2838,6090,MPDD,1,1,0,1,1,1,1
2861,6090,MPDD,1,1,0,1,1,1,1
2862,6090,MPDD,1,1,0,1,1,1,1
2884,8852,MPDD,1,1,0,1,1,1,1
2886,8852,MPDD,1,1,0,1,1,1,1
2907,7023,MPDD,1,1,0,1,1,1,1
2921,6090,MPDD,1,1,0,1,1,1,1
2930,7023,MPDD,1,1,0,1,1,1,1
2946,7023,MPDD,1,1,0,1,1,1,1
2948,8852,MPDD,1,1,0,1,1,1,1
2950,8852,MPDD,1,1,0,1,1,1,1
2951,8852,MPDD,1,1,0,1,1,1,1
2962,7023,MPDD,1,1,0,1,1,1,1
2963,7023,MPDD,1,1,0,1,1,1,1
2985,8852,MPDD,1,1,0,1,1,1,1
2987,7023,MPDD,1,1,0,1,1,1,1
2989,8852,MPDD,1,1,0,1,1,1,1
3023,8852,MPDD,1,1,0,1,1,1,1
3046,8852,MPDD,1,1,0,1,1,1,1
3047,8852,MPDD,1,1,0,1,1,1,1
3066,7023,MPDD,1,1,0,1,1,1,1
3087,8852,MPDD,0,0,0,0,0,0,0
3093,6090,MPDD,1,1,0,1,1,1,1
3094,6090,MPDD,1,1,0,1,1,1,1
3104,7023,MPDD,1,1,0,1,1,1,1
3123,8852,MPDD,1,1,0,1,1,1,1
3138,8852,MPDD,1,1,0,1,1,1,1
3139,8852,MPDD,1,1,0,1,1,1,1
3140,8852,MPDD,1,1,0,1,1,1,1
3141,8852,MPDD,1,1,0,1,1,1,1
3147,8852,MPDD,1,1,0,1,1,1,1
3163,7023,MPDD,1,1,0,1,1,1,1
3179,8852,MPDD,1,1,0,1,1,1,1
3180,8852,MPDD,1,1,0,1,1,1,1
3183,7023,MPDD,1,1,0,1,1,1,1
3208,6090,MPDD,1,1,0,1,1,1,1
3220,6090,MPDD,1,1,0,1,1,1,1
3232,6090,MPDD,1,1,0,1,1,1,1
3235,7023,MPDD,1,1,0,1,1,1,1
3311,7023,MPDD,1,1,0,1,1,1,1
3349,7023,MPDD,1,1,0,1,1,1,1
3350,8852,MPDD,1,1,0,1,1,1,1
3351,8852,MPDD,1,1,0,1,1,1,1
3354,8852,MPDD,1,1,0,1,1,1,1
3355,8852,MPDD,1,1,0,1,1,1,1
3356,8852,MPDD,1,1,0,1,1,1,1
3366,6090,MPDD,1,1,0,1,1,1,1
3387,7023,MPDD,1,1,0,1,1,1,1
3397,7023,MPDD,1,1,0,1,1,1,1
3417,7023,MPDD,1,1,0,1,1,1,1
3454,6090,MPDD,1,1,0,1,1,1,1
3473,6090,MPDD,1,1,0,1,1,1,1
3474,7023,MPDD,1,1,0,1,1,1,1
3523,8852,MPDD,1,1,0,1,1,1,1
3568,6090,MPDD,1,1,0,1,1,1,1
3589,6090,MPDD,1,1,0,1,1,1,1
3620,6090,MPDD,1,1,0,1,1,1,1
3625,7023,MPDD,1,1,0,1,1,1,1
3650,8852,MPDD,0,0,0,1,0,0,0
3655,8852,MPDD,1,1,0,1,1,1,1
3728,6090,MPDD,1,1,0,1,1,1,1
3739,6090,MPDD,1,1,0,1,1,1,1
3788,8852,MPDD,1,1,0,1,1,1,1
3789,6090,MPDD,1,1,0,1,1,1,1
3847,6090,MPDD,1,1,0,1,1,1,1
3848,6090,MPDD,1,1,0,1,1,1,1
3858,7023,MPDD,1,1,0,1,1,1,1
3897,6090,MPDD,1,1,0,1,1,1,1
3935,7023,MPDD,1,1,0,1,1,1,1
3988,6090,MPDD,1,1,0,1,1,1,1
4063,7023,MPDD,1,1,0,1,1,1,1
4068,6090,MPDD,1,1,0,1,1,1,1
4100,6090,MPDD,1,1,0,1,1,1,1
4140,7023,MPDD,1,1,0,1,1,1,1
4161,7023,MPDD,1,1,0,1,1,1,1
4174,8852,MPDD,1,1,0,1,1,1,1
4180,6090,MPDD,1,1,0,1,1,1,1
4208,6090,MPDD,1,1,0,1,1,1,1
4238,8852,MPDD,1,1,0,1,1,1,1
4247,6090,MPDD,1,1,0,1,1,1,1
4272,6090,MPDD,1,1,0,1,1,1,1
4303,7023,MPDD,1,1,0,1,1,1,1
4317,8852,MPDD,1,1,0,1,1,1,1
4339,8852,MPDD,1,1,0,1,1,1,1
4354,7023,MPDD,1,1,0,1,1,1,1
4356,8852,MPDD,1,1,0,1,1,1,1
4380,7023,MPDD,1,1,0,1,1,1,1
4438,6090,MPDD,1,1,0,1,1,1,1
4441,7023,MPDD,1,1,0,1,1,1,1
4471,7077,MPDD,1,1,0,1,1,1,1
4488,8852,MPDD,1,1,0,1,1,1,1
4491,6090,MPDD,1,1,0,1,1,1,1
4494,6090,MPDD,1,1,0,1,1,1,1
4498,7023,MPDD,1,1,0,1,1,1,1
4557,8852,MPDD,1,1,0,1,1,1,1
4563,7023,MPDD,1,1,0,1,1,1,1
4595,7023,MPDD,1,1,0,1,1,1,1
4617,7023,MPDD,1,1,0,1,1,1,1
4678,6090,MPDD,1,1,0,1,1,1,1
4689,6090,MPDD,1,1,0,1,1,1,1
4696,6090,MPDD,1,1,0,1,1,1,1
4700,6090,MPDD,1,1,0,1,1,1,1
4706,6090,MPDD,1,1,0,1,1,1,1
4826,7023,MPDD,1,1,0,1,1,1,1
5034,7023,MPDD,1,1,0,1,1,1,1
5055,7023,MPDD,1,1,0,1,1,1,1
5070,8852,MPDD,1,1,0,1,1,1,1
5099,6090,MPDD,1,1,0,1,1,1,1
5101,8852,MPDD,1,1,0,1,1,1,1
5109,6090,MPDD,1,1,0,1,1,1,1
5110,6090,MPDD,1,1,0,1,1,1,1
5134,8852,MPDD,1,1,0,1,1,1,1
5152,8852,MPDD,1,1,0,1,1,1,1
5162,8852,MPDD,1,1,0,1,1,1,1
5167,6090,MPDD,1,1,0,1,1,1,1
5168,6090,MPDD,1,1,0,1,1,1,1
5205,6090,MPDD,1,1,0,1,1,1,1
5206,6090,MPDD,1,1,0,1,1,1,1
5215,8852,MPDD,1,1,0,1,1,1,1
5233,6090,MPDD,1,1,0,1,1,1,1
5234,6090,MPDD,1,1,0,1,1,1,1
5235,6090,MPDD,1,1,0,1,1,1,1
5258,8852,MPDD,1,1,0,1,1,1,1
5259,8852,MPDD,1,1,0,1,1,1,1
5264,7023,MPDD,1,1,0,1,1,1,1
5269,8852,MPDD,1,1,0,1,1,1,1
5270,6090,MPDD,1,1,0,1,1,1,1
5306,8852,MPDD,1,1,0,1,1,1,1
5321,7023,MPDD,1,1,0,1,1,1,1
5325,7023,MPDD,1,1,0,1,1,1,1
5337,8852,MPDD,1,1,0,1,1,1,1
5347,7023,MPDD,1,1,0,1,1,1,1
