Store Number,NSW2 CONSOLE - QTY,NSW2 MARIO KART WLD - QTY,Total Estimate: In-store Launch (QTY) ,Time Zone,Event Type
5964,4,11,15,EST,Morning Event- June 5
5965,5,6,11,CST,Morning Event- June 5
5968,4,11,15,EST,Morning Event- June 5
5969,2,6,8,EST,Morning Event- June 5
5976,4,6,10,CST,Morning Event- June 5
5977,4,5,9,CST,Morning Event- June 5
5987,5,11,16,CST,Morning Event- June 5
5992,5,5,10,CST,Morning Event- June 5
6173,6,6,12,CST,Morning Event- June 5
6190,2,11,13,EST,Morning Event- June 5
6286,2,11,13,CST,Morning Event- June 5
6300,6,11,17,CST,Morning Event- June 5
6370,8,11,19,EST,Morning Event- June 5
6392,2,5,7,CST,Morning Event- June 5
6394,4,5,9,CST,Morning Event- June 5
6395,5,5,10,EST,Morning Event- June 5
6397,5,11,16,EST,Morning Event- June 5
6467,8,11,19,CST,Morning Event- June 5
6469,8,5,13,CST,Morning Event- June 5
6476,3,5,8,EST,Morning Event- June 5
6576,6,5,11,EST,Morning Event- June 5
6579,6,11,17,CST,Morning Event- June 5
6789,5,11,16,EST,Morning Event- June 5
6807,6,5,11,CST,Morning Event- June 5
6878,6,16,22,CST,Morning Event- June 5
6879,4,11,15,EST,Morning Event- June 5
6887,4,5,9,EST,Morning Event- June 5
6898,6,11,17,CST,Morning Event- June 5
6929,6,11,17,CST,Morning Event- June 5
6930,15,11,26,CST,Morning Event- June 5
6931,5,5,10,EST,Morning Event- June 5
6932,2,5,7,CST,Morning Event- June 5
6951,9,5,14,EST,Morning Event- June 5
6952,5,5,10,EST,Morning Event- June 5
6958,6,11,17,EST,Morning Event- June 5
6963,4,11,15,CST,Morning Event- June 5
6964,6,5,11,CST,Morning Event- June 5
6978,4,11,15,EST,Morning Event- June 5
6998,3,5,8,EST,Morning Event- June 5
7009,5,11,16,EST,Morning Event- June 5
7020,5,5,10,CST,Morning Event- June 5
7032,4,5,9,EST,Morning Event- June 5
7087,6,6,12,EST,Morning Event- June 5
7156,6,11,17,CST,Morning Event- June 5
7178,6,6,12,CST,Morning Event- June 5
7179,5,11,16,EST,Morning Event- June 5
7181,8,5,13,EST,Morning Event- June 5
7185,6,6,12,EST,Morning Event- June 5
7188,6,5,11,EST,Morning Event- June 5
7194,6,5,11,EST,Morning Event- June 5
7238,2,5,7,EST,Morning Event- June 5
7243,5,5,10,EST,Morning Event- June 5
7245,5,5,10,EST,Morning Event- June 5
7246,2,5,7,EST,Morning Event- June 5
7247,4,5,9,CST,Morning Event- June 5
7249,3,5,8,CST,Morning Event- June 5
7280,7,11,18,CST,Morning Event- June 5
7281,5,5,10,CST,Morning Event- June 5
7290,6,5,11,EST,Morning Event- June 5
7294,6,11,17,CST,Morning Event- June 5
7301,6,6,12,CST,Morning Event- June 5
7324,4,6,10,CST,Morning Event- June 5
7326,4,11,15,CST,Morning Event- June 5
8331,2,16,18,EST,Morning Event- June 5
8930,3,5,8,CST,Morning Event- June 5
