Store Number,NSW2 CONSOLE - QTY,NSW2 MARIO KART WLD - QTY,Total Estimate: In-store Launch (QTY) ,Time Zone,Event Type
1431,7,11,18,CST,Morning Event- June 5
1432,6,16,22,EST,Morning Event- June 5
1433,7,11,18,EST,Morning Event- June 5
1435,7,5,12,CST,Morning Event- June 5
1436,2,6,8,EST,Morning Event- June 5
1437,10,6,16,CST,Morning Event- June 5
1441,2,11,13,EST,Morning Event- June 5
1443,4,16,20,EST,Morning Event- June 5
1444,2,11,13,EST,Morning Event- June 5
1445,5,5,10,EST,Morning Event- June 5
1446,8,16,24,CST,Morning Event- June 5
1447,5,16,21,CST,Morning Event- June 5
1448,4,11,15,EST,Morning Event- June 5
1449,6,16,22,CST,Morning Event- June 5
1450,10,11,21,EST,Morning Event- June 5
1451,4,10,14,CST,Morning Event- June 5
1452,3,5,8,EST,Morning Event- June 5
1453,5,16,21,CST,Morning Event- June 5
1454,9,16,25,CST,Morning Event- June 5
1455,3,6,9,CST,Morning Event- June 5
1458,6,17,23,EST,Morning Event- June 5
1459,6,11,17,EST,Morning Event- June 5
1460,11,11,22,CST,Morning Event- June 5
1462,8,5,13,CST,Morning Event- June 5
1463,3,11,14,EST,Morning Event- June 5
1464,6,6,12,EST,Morning Event- June 5
1465,5,11,16,EST,Morning Event- June 5
1466,3,11,14,EST,Morning Event- June 5
1467,6,5,11,CST,Morning Event- June 5
1468,10,5,15,CST,Morning Event- June 5
1469,5,11,16,EST,Morning Event- June 5
1470,8,11,19,CST,Morning Event- June 5
1471,5,5,10,CST,Morning Event- June 5
1472,3,11,14,CST,Morning Event- June 5
1473,5,11,16,CST,Morning Event- June 5
1475,6,5,11,CST,Morning Event- June 5
1476,3,11,14,EST,Morning Event- June 5
1477,10,11,21,EST,Morning Event- June 5
1478,6,11,17,EST,Morning Event- June 5
1479,2,11,13,CST,Morning Event- June 5
1480,6,5,11,EST,Morning Event- June 5
1481,3,10,13,CST,Morning Event- June 5
1482,6,5,11,EST,Morning Event- June 5
1483,7,11,18,CST,Morning Event- June 5
1486,7,11,18,EST,Morning Event- June 5
1487,6,11,17,CST,Morning Event- June 5
1488,5,11,16,EST,Morning Event- June 5
1489,4,5,9,CST,Morning Event- June 5
1490,4,11,15,CST,Morning Event- June 5
1491,6,11,17,CST,Morning Event- June 5
1493,4,5,9,CST,Morning Event- June 5
1494,2,16,18,CST,Morning Event- June 5
1495,4,11,15,EST,Morning Event- June 5
1496,3,21,24,CST,Morning Event- June 5
1497,5,5,10,CST,Morning Event- June 5
1498,5,5,10,EST,Morning Event- June 5
1499,7,11,18,EST,Morning Event- June 5
1500,16,11,27,CST,Morning Event- June 5
1501,3,5,8,EST,Morning Event- June 5
1502,4,6,10,EST,Morning Event- June 5
1503,6,11,17,EST,Morning Event- June 5
1504,2,11,13,EST,Morning Event- June 5
1505,15,17,32,EST,Morning Event- June 5
1506,3,5,8,CST,Morning Event- June 5
1507,5,11,16,CST,Morning Event- June 5
1509,4,5,9,CST,Morning Event- June 5
1510,6,18,24,EST,Morning Event- June 5
1511,4,6,10,EST,Morning Event- June 5
1513,6,5,11,EST,Morning Event- June 5
1514,5,16,21,CST,Morning Event- June 5
1515,2,5,7,CST,Morning Event- June 5
1516,3,11,14,CST,Morning Event- June 5
1517,2,5,7,EST,Morning Event- June 5
1518,3,6,9,EST,Morning Event- June 5
1519,6,11,17,EST,Morning Event- June 5
1520,11,11,22,CST,Morning Event- June 5
1521,5,5,10,EST,Morning Event- June 5
1522,7,11,18,EST,Morning Event- June 5
1523,3,11,14,EST,Morning Event- June 5
1524,5,6,11,EST,Morning Event- June 5
1525,4,11,15,EST,Morning Event- June 5
1526,6,6,12,CST,Morning Event- June 5
1527,10,16,26,EST,Morning Event- June 5
1528,2,11,13,CST,Morning Event- June 5
1529,2,17,19,EST,Morning Event- June 5
1530,2,5,7,CST,Morning Event- June 5
1531,3,6,9,CST,Morning Event- June 5
1534,6,11,17,CST,Morning Event- June 5
1535,6,16,22,CST,Morning Event- June 5
1536,6,11,17,EST,Morning Event- June 5
1537,4,6,10,EST,Morning Event- June 5
1538,11,16,27,CST,Morning Event- June 5
1539,2,16,18,EST,Morning Event- June 5
1540,3,11,14,EST,Morning Event- June 5
1541,6,11,17,EST,Morning Event- June 5
1542,12,16,28,EST,Morning Event- June 5
1544,2,11,13,EST,Morning Event- June 5
1545,5,11,16,CST,Morning Event- June 5
1546,6,5,11,CST,Morning Event- June 5
1547,4,11,15,EST,Morning Event- June 5
1548,5,5,10,CST,Morning Event- June 5
1551,5,5,10,CST,Morning Event- June 5
1552,6,11,17,EST,Morning Event- June 5
1553,2,11,13,CST,Morning Event- June 5
1556,4,11,15,CST,Morning Event- June 5
1557,5,5,10,EST,Morning Event- June 5
1558,3,6,9,EST,Morning Event- June 5
1561,5,5,10,CST,Morning Event- June 5
1562,3,5,8,CST,Morning Event- June 5
1564,2,16,18,EST,Morning Event- June 5
1565,15,23,38,CST,Morning Event- June 5
1566,4,11,15,EST,Morning Event- June 5
1568,5,16,21,EST,Morning Event- June 5
1569,4,11,15,EST,Morning Event- June 5
1570,3,11,14,EST,Morning Event- June 5
1571,5,6,11,CST,Morning Event- June 5
1576,4,11,15,CST,Morning Event- June 5
1577,5,11,16,CST,Morning Event- June 5
1578,3,11,14,EST,Morning Event- June 5
1579,5,5,10,EST,Morning Event- June 5
1580,4,6,10,EST,Morning Event- June 5
1581,5,11,16,CST,Morning Event- June 5
1585,10,11,21,CST,Morning Event- June 5
1586,4,11,15,EST,Morning Event- June 5
1589,2,5,7,EST,Morning Event- June 5
1590,2,11,13,EST,Morning Event- June 5
1591,5,11,16,EST,Morning Event- June 5
1592,2,5,7,EST,Morning Event- June 5
1593,2,11,13,EST,Morning Event- June 5
1594,6,17,23,EST,Morning Event- June 5
1595,2,11,13,EST,Morning Event- June 5
1596,4,6,10,CST,Morning Event- June 5
1597,3,11,14,CST,Morning Event- June 5
1599,2,5,7,CST,Morning Event- June 5
1601,6,11,17,EST,Morning Event- June 5
1602,3,11,14,CST,Morning Event- June 5
1603,4,5,9,EST,Morning Event- June 5
1605,6,11,17,CST,Morning Event- June 5
1606,4,11,15,EST,Morning Event- June 5
1607,6,17,23,EST,Morning Event- June 5
1609,10,11,21,CST,Morning Event- June 5
1610,6,6,12,EST,Morning Event- June 5
1611,6,11,17,EST,Morning Event- June 5
1613,5,6,11,EST,Morning Event- June 5
1614,2,5,7,EST,Morning Event- June 5
1618,3,11,14,CST,Morning Event- June 5
1619,3,11,14,EST,Morning Event- June 5
1620,8,5,13,CST,Morning Event- June 5
1621,5,5,10,CST,Morning Event- June 5
1622,6,11,17,EST,Morning Event- June 5
1623,2,17,19,EST,Morning Event- June 5
1625,6,5,11,CST,Morning Event- June 5
1626,3,11,14,CST,Morning Event- June 5
1627,6,11,17,CST,Morning Event- June 5
1628,5,11,16,EST,Morning Event- June 5
1629,6,5,11,EST,Morning Event- June 5
1631,5,11,16,EST,Morning Event- June 5
1632,8,11,19,CST,Morning Event- June 5
1633,3,11,14,CST,Morning Event- June 5
1634,15,11,26,CST,Morning Event- June 5
1635,2,5,7,CST,Morning Event- June 5
1636,6,17,23,CST,Morning Event- June 5
1637,5,11,16,CST,Morning Event- June 5
1638,3,5,8,CST,Morning Event- June 5
1639,4,5,9,EST,Morning Event- June 5
1640,6,11,17,EST,Morning Event- June 5
1641,8,5,13,EST,Morning Event- June 5
1642,2,11,13,EST,Morning Event- June 5
1643,3,11,14,CST,Morning Event- June 5
1644,2,16,18,EST,Morning Event- June 5
1647,3,11,14,EST,Morning Event- June 5
1649,11,11,22,CST,Morning Event- June 5
1650,3,5,8,CST,Morning Event- June 5
1652,6,5,11,EST,Morning Event- June 5
1653,4,5,9,EST,Morning Event- June 5
1654,8,17,25,CST,Morning Event- June 5
1655,10,11,21,EST,Morning Event- June 5
1656,8,11,19,EST,Morning Event- June 5
1657,6,6,12,CST,Morning Event- June 5
1658,6,5,11,EST,Morning Event- June 5
1661,2,11,13,EST,Morning Event- June 5
1662,6,11,17,EST,Morning Event- June 5
1663,10,17,27,EST,Morning Event- June 5
1664,5,11,16,EST,Morning Event- June 5
1665,2,11,13,EST,Morning Event- June 5
1666,3,6,9,EST,Morning Event- June 5
1667,10,11,21,EST,Morning Event- June 5
1668,3,11,14,CST,Morning Event- June 5
1669,3,16,19,CST,Morning Event- June 5
1670,5,11,16,EST,Morning Event- June 5
1671,2,11,13,CST,Morning Event- June 5
1672,6,6,12,CST,Morning Event- June 5
1673,3,11,14,EST,Morning Event- June 5
1674,2,11,13,EST,Morning Event- June 5
1675,9,5,14,EST,Morning Event- June 5
1676,4,6,10,CST,Morning Event- June 5
1677,6,11,17,EST,Morning Event- June 5
1678,2,5,7,CST,Morning Event- June 5
1679,5,16,21,CST,Morning Event- June 5
1680,3,11,14,EST,Morning Event- June 5
1681,2,6,8,CST,Morning Event- June 5
1682,5,11,16,EST,Morning Event- June 5
1683,2,10,12,CST,Morning Event- June 5
1684,5,5,10,EST,Morning Event- June 5
1685,11,11,22,CST,Morning Event- June 5
1687,5,11,16,EST,Morning Event- June 5
1688,5,5,10,EST,Morning Event- June 5
1690,3,11,14,CST,Morning Event- June 5
1691,3,11,14,CST,Morning Event- June 5
1694,2,11,13,EST,Morning Event- June 5
1695,7,5,12,CST,Morning Event- June 5
1696,7,6,13,CST,Morning Event- June 5
1698,4,16,20,EST,Morning Event- June 5
1701,5,5,10,EST,Morning Event- June 5
1702,2,11,13,EST,Morning Event- June 5
1703,6,11,17,EST,Morning Event- June 5
1705,6,11,17,EST,Morning Event- June 5
1707,2,11,13,EST,Morning Event- June 5
1709,7,11,18,EST,Morning Event- June 5
1710,6,5,11,CST,Morning Event- June 5
1711,5,5,10,CST,Morning Event- June 5
1712,5,11,16,EST,Morning Event- June 5
1713,10,11,21,CST,Morning Event- June 5
1714,2,11,13,EST,Morning Event- June 5
1715,4,5,9,EST,Morning Event- June 5
1716,3,6,9,EST,Morning Event- June 5
1717,2,5,7,EST,Morning Event- June 5
1718,6,11,17,EST,Morning Event- June 5
1719,7,16,23,EST,Morning Event- June 5
1720,3,11,14,EST,Morning Event- June 5
1721,3,5,8,CST,Morning Event- June 5
1722,10,11,21,CST,Morning Event- June 5
1723,4,11,15,CST,Morning Event- June 5
1724,6,5,11,EST,Morning Event- June 5
1726,5,11,16,EST,Morning Event- June 5
1727,6,5,11,CST,Morning Event- June 5
1728,2,16,18,EST,Morning Event- June 5
1729,2,5,7,EST,Morning Event- June 5
1730,5,5,10,EST,Morning Event- June 5
1731,3,11,14,EST,Morning Event- June 5
1732,10,5,15,CST,Morning Event- June 5
1733,6,11,17,EST,Morning Event- June 5
1734,2,11,13,CST,Morning Event- June 5
1735,3,5,8,CST,Morning Event- June 5
1736,4,11,15,EST,Morning Event- June 5
1737,2,6,8,CST,Morning Event- June 5
1738,5,11,16,CST,Morning Event- June 5
1739,4,16,20,EST,Morning Event- June 5
1740,2,11,13,CST,Morning Event- June 5
1741,6,11,17,EST,Morning Event- June 5
1742,4,11,15,EST,Morning Event- June 5
1743,8,5,13,EST,Morning Event- June 5
1744,4,11,15,EST,Morning Event- June 5
1745,6,11,17,EST,Morning Event- June 5
1748,6,11,17,EST,Morning Event- June 5
1749,5,11,16,EST,Morning Event- June 5
1750,5,11,16,EST,Morning Event- June 5
1751,3,5,8,EST,Morning Event- June 5
1752,5,16,21,EST,Morning Event- June 5
1753,3,11,14,EST,Morning Event- June 5
1754,2,11,13,EST,Morning Event- June 5
1757,3,11,14,CST,Morning Event- June 5
1758,6,11,17,EST,Morning Event- June 5
1759,6,11,17,EST,Morning Event- June 5
1761,4,5,9,CST,Morning Event- June 5
1762,2,17,19,EST,Morning Event- June 5
1763,8,11,19,EST,Morning Event- June 5
1764,6,11,17,CST,Morning Event- June 5
1765,6,11,17,EST,Morning Event- June 5
1766,4,5,9,EST,Morning Event- June 5
1767,3,11,14,EST,Morning Event- June 5
1769,15,16,31,EST,Morning Event- June 5
1770,3,11,14,EST,Morning Event- June 5
1771,10,11,21,EST,Morning Event- June 5
1773,3,6,9,EST,Morning Event- June 5
1774,3,11,14,EST,Morning Event- June 5
1776,3,11,14,CST,Morning Event- June 5
1777,4,11,15,EST,Morning Event- June 5
1779,5,11,16,CST,Morning Event- June 5
1780,3,11,14,EST,Morning Event- June 5
1781,2,16,18,EST,Morning Event- June 5
1782,5,17,22,EST,Morning Event- June 5
1783,6,11,17,CST,Morning Event- June 5
1785,5,17,22,EST,Morning Event- June 5
1786,5,5,10,CST,Morning Event- June 5
1787,9,11,20,CST,Morning Event- June 5
1788,3,18,21,EST,Morning Event- June 5
1790,3,11,14,EST,Morning Event- June 5
1791,4,11,15,EST,Morning Event- June 5
1792,8,11,19,EST,Morning Event- June 5
1794,6,17,23,EST,Morning Event- June 5
1795,4,6,10,EST,Morning Event- June 5
1796,2,18,20,EST,Morning Event- June 5
1797,11,11,22,EST,Morning Event- June 5
1798,9,11,20,EST,Morning Event- June 5
1799,6,11,17,CST,Morning Event- June 5
1800,4,11,15,CST,Morning Event- June 5
1801,6,11,17,CST,Morning Event- June 5
1802,3,11,14,CST,Morning Event- June 5
1803,5,11,16,CST,Morning Event- June 5
1804,5,11,16,EST,Morning Event- June 5
1806,3,11,14,EST,Morning Event- June 5
1807,3,5,8,EST,Morning Event- June 5
1809,4,11,15,EST,Morning Event- June 5
1810,6,18,24,EST,Morning Event- June 5
1811,6,5,11,EST,Morning Event- June 5
1812,6,11,17,EST,Morning Event- June 5
1813,5,11,16,EST,Morning Event- June 5
1814,3,11,14,CST,Morning Event- June 5
1816,3,5,8,EST,Morning Event- June 5
1819,2,11,13,CST,Morning Event- June 5
1820,4,11,15,EST,Morning Event- June 5
1821,6,5,11,EST,Morning Event- June 5
1822,50,125,175,AST,Morning Event- June 5
1823,6,11,17,EST,Morning Event- June 5
1825,2,11,13,EST,Morning Event- June 5
1828,5,16,21,CST,Morning Event- June 5
1829,2,5,7,EST,Morning Event- June 5
1830,5,11,16,EST,Morning Event- June 5
1831,3,11,14,EST,Morning Event- June 5
1833,2,11,13,EST,Morning Event- June 5
1835,5,18,23,EST,Morning Event- June 5
1836,4,16,20,EST,Morning Event- June 5
1837,6,11,17,CST,Morning Event- June 5
1839,3,11,14,EST,Morning Event- June 5
1841,2,11,13,EST,Morning Event- June 5
1842,4,11,15,EST,Morning Event- June 5
1844,4,11,15,EST,Morning Event- June 5
1845,2,6,8,EST,Morning Event- June 5
1847,5,11,16,EST,Morning Event- June 5
1848,2,5,7,CST,Morning Event- June 5
1849,6,5,11,EST,Morning Event- June 5
1850,3,17,20,EST,Morning Event- June 5
1851,2,11,13,EST,Morning Event- June 5
1852,5,11,16,EST,Morning Event- June 5
1854,80,225,305,AST,Morning Event- June 5
1855,4,5,9,CST,Morning Event- June 5
1856,9,23,32,EST,Morning Event- June 5
1857,4,11,15,EST,Morning Event- June 5
1858,6,5,11,CST,Morning Event- June 5
1860,6,11,17,EST,Morning Event- June 5
1861,4,5,9,CST,Morning Event- June 5
1863,4,6,10,EST,Morning Event- June 5
1864,5,6,11,CST,Morning Event- June 5
1865,6,5,11,CST,Morning Event- June 5
1866,4,11,15,EST,Morning Event- June 5
1867,3,6,9,EST,Morning Event- June 5
1868,6,18,24,EST,Morning Event- June 5
1869,5,6,11,EST,Morning Event- June 5
1871,9,11,20,EST,Morning Event- June 5
1873,5,11,16,EST,Morning Event- June 5
1874,5,5,10,EST,Morning Event- June 5
1875,2,11,13,EST,Morning Event- June 5
1883,3,11,14,EST,Morning Event- June 5
1884,3,17,20,EST,Morning Event- June 5
1885,5,11,16,EST,Morning Event- June 5
1886,4,11,15,EST,Morning Event- June 5
1887,3,11,14,EST,Morning Event- June 5
1890,2,11,13,EST,Morning Event- June 5
1891,2,16,18,EST,Morning Event- June 5
1892,5,11,16,CST,Morning Event- June 5
1893,3,5,8,EST,Morning Event- June 5
1894,5,11,16,EST,Morning Event- June 5
1895,5,5,10,EST,Morning Event- June 5
1897,5,5,10,CST,Morning Event- June 5
1898,4,5,9,CST,Morning Event- June 5
1904,5,11,16,EST,Morning Event- June 5
1906,5,11,16,EST,Morning Event- June 5
1907,2,11,13,EST,Morning Event- June 5
1908,4,11,15,CST,Morning Event- June 5
1909,4,11,15,EST,Morning Event- June 5
1911,3,11,14,EST,Morning Event- June 5
1913,5,11,16,EST,Morning Event- June 5
1916,5,6,11,EST,Morning Event- June 5
1918,5,11,16,EST,Morning Event- June 5
1919,6,5,11,EST,Morning Event- June 5
1921,3,5,8,EST,Morning Event- June 5
1923,2,11,13,EST,Morning Event- June 5
1924,13,16,29,EST,Morning Event- June 5
1926,5,11,16,EST,Morning Event- June 5
1927,3,5,8,EST,Morning Event- June 5
1928,4,11,15,EST,Morning Event- June 5
1929,5,11,16,CST,Morning Event- June 5
1930,3,11,14,EST,Morning Event- June 5
1931,10,11,21,CST,Morning Event- June 5
1932,14,17,31,EST,Morning Event- June 5
1933,4,11,15,CST,Morning Event- June 5
1934,7,11,18,EST,Morning Event- June 5
1935,6,11,17,EST,Morning Event- June 5
1936,12,11,23,EST,Morning Event- June 5
1937,8,11,19,EST,Morning Event- June 5
1938,6,11,17,CST,Morning Event- June 5
1939,5,16,21,EST,Morning Event- June 5
1940,2,11,13,EST,Morning Event- June 5
1942,2,11,13,EST,Morning Event- June 5
1943,2,16,18,CST,Morning Event- June 5
1945,6,11,17,EST,Morning Event- June 5
1946,15,11,26,EST,Morning Event- June 5
1948,2,11,13,EST,Morning Event- June 5
1949,6,16,22,EST,Morning Event- June 5
1950,4,5,9,EST,Morning Event- June 5
1952,3,5,8,CST,Morning Event- June 5
1953,5,5,10,EST,Morning Event- June 5
1954,4,11,15,EST,Morning Event- June 5
1955,4,11,15,CST,Morning Event- June 5
1957,5,5,10,EST,Morning Event- June 5
1958,5,16,21,CST,Morning Event- June 5
1959,5,16,21,EST,Morning Event- June 5
1960,5,11,16,EST,Morning Event- June 5
1961,4,11,15,EST,Morning Event- June 5
1962,5,16,21,EST,Morning Event- June 5
1964,5,11,16,EST,Morning Event- June 5
1965,6,11,17,CST,Morning Event- June 5
1966,5,11,16,EST,Morning Event- June 5
1967,3,16,19,EST,Morning Event- June 5
1968,6,11,17,EST,Morning Event- June 5
1969,3,11,14,EST,Morning Event- June 5
1970,3,6,9,EST,Morning Event- June 5
1971,3,11,14,CST,Morning Event- June 5
1973,6,16,22,EST,Morning Event- June 5
1974,8,5,13,EST,Morning Event- June 5
1975,6,11,17,EST,Morning Event- June 5
1976,2,16,18,EST,Morning Event- June 5
1977,5,11,16,EST,Morning Event- June 5
1978,2,11,13,EST,Morning Event- June 5
1980,2,11,13,EST,Morning Event- June 5
1981,2,11,13,EST,Morning Event- June 5
1982,3,16,19,CST,Morning Event- June 5
1984,2,11,13,EST,Morning Event- June 5
1985,3,11,14,EST,Morning Event- June 5
1986,5,11,16,EST,Morning Event- June 5
1987,3,16,19,EST,Morning Event- June 5
1990,2,5,7,EST,Morning Event- June 5
1991,2,17,19,EST,Morning Event- June 5
1993,3,11,14,EST,Morning Event- June 5
1994,3,16,19,EST,Morning Event- June 5
1996,5,11,16,EST,Morning Event- June 5
1997,2,11,13,EST,Morning Event- June 5
1998,4,11,15,CST,Morning Event- June 5
1999,5,6,11,CST,Morning Event- June 5
2000,9,11,20,EST,Morning Event- June 5
2003,5,11,16,EST,Morning Event- June 5
2004,6,11,17,CST,Morning Event- June 5
2005,5,11,16,EST,Morning Event- June 5
2008,6,6,12,EST,Morning Event- June 5
2009,3,5,8,EST,Morning Event- June 5
2010,6,11,17,EST,Morning Event- June 5
2012,3,11,14,EST,Morning Event- June 5
2013,6,17,23,EST,Morning Event- June 5
2014,8,11,19,EST,Morning Event- June 5
2015,4,11,15,EST,Morning Event- June 5
2019,2,11,13,EST,Morning Event- June 5
2020,6,5,11,CST,Morning Event- June 5
2021,6,11,17,EST,Morning Event- June 5
2022,3,11,14,EST,Morning Event- June 5
2023,2,11,13,EST,Morning Event- June 5
2024,5,11,16,EST,Morning Event- June 5
2026,80,220,300,AST,Morning Event- June 5
2027,6,18,24,EST,Morning Event- June 5
2033,5,5,10,CST,Morning Event- June 5
2035,3,11,14,EST,Morning Event- June 5
2036,4,16,20,EST,Morning Event- June 5
2038,4,11,15,EST,Morning Event- June 5
2040,2,11,13,EST,Morning Event- June 5
2041,4,5,9,EST,Morning Event- June 5
2043,10,5,15,EST,Morning Event- June 5
2045,3,6,9,EST,Morning Event- June 5
2046,5,17,22,EST,Morning Event- June 5
2047,6,11,17,EST,Morning Event- June 5
2049,4,17,21,EST,Morning Event- June 5
2055,4,16,20,EST,Morning Event- June 5
2056,4,16,20,EST,Morning Event- June 5
2057,5,5,10,EST,Morning Event- June 5
2058,5,5,10,EST,Morning Event- June 5
2059,3,11,14,EST,Morning Event- June 5
2061,2,11,13,EST,Morning Event- June 5
2062,3,5,8,EST,Morning Event- June 5
2063,5,11,16,EST,Morning Event- June 5
2064,4,11,15,EST,Morning Event- June 5
2065,4,11,15,EST,Morning Event- June 5
2066,2,6,8,CST,Morning Event- June 5
2067,85,245,330,AST,Morning Event- June 5
2068,2,11,13,EST,Morning Event- June 5
2072,50,125,175,AST,Morning Event- June 5
2073,6,11,17,EST,Morning Event- June 5
2078,8,16,24,EST,Morning Event- June 5
2079,5,11,16,EST,Morning Event- June 5
2080,6,11,17,EST,Morning Event- June 5
2081,2,11,13,EST,Morning Event- June 5
2083,2,11,13,EST,Morning Event- June 5
2085,60,165,225,AST,Morning Event- June 5
2086,5,5,10,CST,Morning Event- June 5
2087,4,11,15,CST,Morning Event- June 5
2088,5,11,16,EST,Morning Event- June 5
2089,5,17,22,EST,Morning Event- June 5
2090,6,6,12,EST,Morning Event- June 5
2091,4,23,27,EST,Morning Event- June 5
2092,4,5,9,EST,Morning Event- June 5
2093,5,11,16,EST,Morning Event- June 5
2095,5,11,16,EST,Morning Event- June 5
2096,6,5,11,EST,Morning Event- June 5
2097,6,6,12,EST,Morning Event- June 5
2098,2,6,8,EST,Morning Event- June 5
2100,10,11,21,EST,Morning Event- June 5
2102,10,11,21,EST,Morning Event- June 5
2103,5,11,16,EST,Morning Event- June 5
2104,3,17,20,EST,Morning Event- June 5
2105,5,11,16,CST,Morning Event- June 5
2107,3,11,14,EST,Morning Event- June 5
2108,2,6,8,EST,Morning Event- June 5
2109,5,5,10,EST,Morning Event- June 5
2111,2,6,8,CST,Morning Event- June 5
2114,11,11,22,CST,Morning Event- June 5
2115,3,11,14,EST,Morning Event- June 5
2116,2,16,18,EST,Morning Event- June 5
2118,6,11,17,EST,Morning Event- June 5
2120,3,16,19,EST,Morning Event- June 5
2122,3,6,9,EST,Morning Event- June 5
2123,10,11,21,CST,Morning Event- June 5
2124,4,16,20,EST,Morning Event- June 5
2127,2,16,18,CST,Morning Event- June 5
2128,3,5,8,EST,Morning Event- June 5
2129,2,11,13,EST,Morning Event- June 5
2130,4,6,10,EST,Morning Event- June 5
2131,6,5,11,CST,Morning Event- June 5
2132,2,5,7,CST,Morning Event- June 5
2133,4,11,15,CST,Morning Event- June 5
2134,5,6,11,EST,Morning Event- June 5
2135,5,11,16,EST,Morning Event- June 5
2136,6,11,17,EST,Morning Event- June 5
2137,5,6,11,EST,Morning Event- June 5
2138,5,11,16,EST,Morning Event- June 5
2139,4,16,20,EST,Morning Event- June 5
2140,12,16,28,EST,Morning Event- June 5
2141,6,11,17,EST,Morning Event- June 5
2142,6,17,23,EST,Morning Event- June 5
2143,10,6,16,EST,Morning Event- June 5
2144,6,11,17,EST,Morning Event- June 5
2145,5,16,21,EST,Morning Event- June 5
2146,5,11,16,EST,Morning Event- June 5
2149,6,11,17,EST,Morning Event- June 5
2151,5,11,16,EST,Morning Event- June 5
2152,3,11,14,EST,Morning Event- June 5
2153,6,11,17,EST,Morning Event- June 5
2154,2,11,13,EST,Morning Event- June 5
2155,4,11,15,EST,Morning Event- June 5
2156,4,5,9,EST,Morning Event- June 5
2157,6,11,17,EST,Morning Event- June 5
2158,4,11,15,EST,Morning Event- June 5
2159,12,17,29,EST,Morning Event- June 5
2160,6,5,11,EST,Morning Event- June 5
2163,5,11,16,EST,Morning Event- June 5
2164,6,11,17,EST,Morning Event- June 5
2166,4,11,15,EST,Morning Event- June 5
2167,2,6,8,EST,Morning Event- June 5
2169,6,17,23,EST,Morning Event- June 5
2170,3,11,14,EST,Morning Event- June 5
2174,2,16,18,EST,Morning Event- June 5
2175,8,5,13,CST,Morning Event- June 5
2176,4,11,15,EST,Morning Event- June 5
2178,7,5,12,EST,Morning Event- June 5
2180,6,11,17,EST,Morning Event- June 5
2183,2,11,13,EST,Morning Event- June 5
2184,6,11,17,EST,Morning Event- June 5
2185,3,11,14,EST,Morning Event- June 5
2191,6,11,17,EST,Morning Event- June 5
2192,8,11,19,EST,Morning Event- June 5
2193,6,11,17,EST,Morning Event- June 5
2194,5,11,16,EST,Morning Event- June 5
2195,4,11,15,EST,Morning Event- June 5
2197,4,11,15,EST,Morning Event- June 5
2198,5,6,11,CST,Morning Event- June 5
2199,5,11,16,EST,Morning Event- June 5
2200,2,11,13,EST,Morning Event- June 5
2202,3,16,19,EST,Morning Event- June 5
2204,2,11,13,CST,Morning Event- June 5
2205,6,11,17,EST,Morning Event- June 5
2208,9,16,25,EST,Morning Event- June 5
2209,8,11,19,EST,Morning Event- June 5
2210,4,11,15,EST,Morning Event- June 5
2211,4,11,15,EST,Morning Event- June 5
2213,5,11,16,CST,Morning Event- June 5
2214,5,5,10,EST,Morning Event- June 5
2215,5,5,10,CST,Morning Event- June 5
2221,2,18,20,CST,Morning Event- June 5
2222,3,11,14,EST,Morning Event- June 5
2224,4,11,15,EST,Morning Event- June 5
2225,2,11,13,EST,Morning Event- June 5
2227,6,6,12,EST,Morning Event- June 5
2228,6,11,17,EST,Morning Event- June 5
2230,6,11,17,EST,Morning Event- June 5
2231,3,11,14,CST,Morning Event- June 5
2232,4,11,15,EST,Morning Event- June 5
2233,2,16,18,EST,Morning Event- June 5
2234,5,11,16,EST,Morning Event- June 5
2236,3,5,8,EST,Morning Event- June 5
2237,5,11,16,EST,Morning Event- June 5
2238,4,11,15,EST,Morning Event- June 5
2239,6,17,23,CST,Morning Event- June 5
2240,65,180,245,AST,Morning Event- June 5
2244,6,11,17,EST,Morning Event- June 5
2247,6,5,11,EST,Morning Event- June 5
2248,3,11,14,EST,Morning Event- June 5
2250,2,11,13,EST,Morning Event- June 5
2252,6,11,17,EST,Morning Event- June 5
2254,2,5,7,EST,Morning Event- June 5
2255,5,11,16,EST,Morning Event- June 5
2256,5,5,10,EST,Morning Event- June 5
2257,2,11,13,CST,Morning Event- June 5
2258,5,6,11,EST,Morning Event- June 5
2261,3,11,14,EST,Morning Event- June 5
2262,11,16,27,EST,Morning Event- June 5
2263,3,6,9,EST,Morning Event- June 5
2264,2,11,13,EST,Morning Event- June 5
2265,5,11,16,EST,Morning Event- June 5
2266,3,11,14,EST,Morning Event- June 5
2267,5,6,11,EST,Morning Event- June 5
2271,9,11,20,CST,Morning Event- June 5
2272,6,5,11,EST,Morning Event- June 5
2273,2,11,13,EST,Morning Event- June 5
2274,3,11,14,CST,Morning Event- June 5
2275,5,6,11,EST,Morning Event- June 5
2276,5,11,16,CST,Morning Event- June 5
2278,6,11,17,EST,Morning Event- June 5
2279,2,11,13,EST,Morning Event- June 5
2281,2,11,13,EST,Morning Event- June 5
2282,2,11,13,EST,Morning Event- June 5
2283,3,11,14,EST,Morning Event- June 5
2284,2,11,13,EST,Morning Event- June 5
2285,2,11,13,EST,Morning Event- June 5
2286,6,11,17,EST,Morning Event- June 5
2287,6,11,17,EST,Morning Event- June 5
2289,8,11,19,EST,Morning Event- June 5
