Market ,Store Number,Vehicle Count,Install Date,Install Time
24,4436,1,6/11/2025,7:30 PM
25,4472,1,6/25/2025,7:00 AM
25,4558,1,6/28/2025,8:15 AM
25,5252,1,6/24/2025,7:00 AM
26,5275,3,6/13/2025,7:45 PM
16,5363,1,7/8/2025,7:00 AM
26,5390,1,6/20/2025,8:00 AM
24,5814,2,6/14/2025,7:00 AM
554,5815,2,6/21/2025,7:00 AM
18,7185,3,6/23/2025,6:30 PM
83,475,2,6/18/2025,6:30 PM
82,1129,1,6/18/2025,8:30 PM
83,1185,1,6/19/2025,7:45 PM
82,1253,1,6/20/2025,7:00 AM
82,2133,3,6/20/2025,6:30 PM
82,2991,2,6/17/2025,6:30 PM
83,3569,2,6/19/2025,7:00 AM
82,4163,2,6/17/2025,8:30 PM
82,4219,1,6/21/2025,8:15 AM
82,4554,1,6/19/2025,9:00 PM
82,5317,1,6/21/2025,7:00 AM
83,5479,1,6/19/2025,6:30 PM
83,5480,2,6/18/2025,7:00 AM
447,1574,1,6/17/2025,6:30 PM
447,1624,2,6/17/2025,7:00 AM
447,2557,2,6/17/2025,8:00 PM
447,4317,1,6/27/2025,6:30 PM
581,5215,2,6/18/2025,7:00 AM
581,5859,1,6/20/2025,6:30 PM
281,1968,1,7/3/2025,8:15 AM
283,1985,1,7/2/2025,7:30 AM
281,2045,2,6/11/2025,7:00 AM
282,2279,1,6/13/2025,7:00 AM
293,2412,1,6/10/2025,9:15 PM
293,2436,1,6/21/2025,8:30 PM
281,2577,1,6/21/2025,6:30 PM
293,2850,2,6/10/2025,7:00 AM
281,3780,1,7/3/2025,7:00 AM
282,5382,1,6/13/2025,8:15 AM
130,839,2,6/25/2025,7:00 AM
130,935,1,6/24/2025,8:30 PM
130,1102,2,6/30/2025,7:00 AM
131,1136,1,6/23/2025,7:00 AM
130,1206,1,6/23/2025,8:00 AM
130,1266,1,6/24/2025,7:30 PM
131,2132,1,6/23/2025,7:30 PM
130,4683,1,6/23/2025,6:30 PM
131,5056,2,6/24/2025,7:00 AM
541,5327,1,6/24/2025,6:30 PM
541,7262,1,6/23/2025,8:30 PM
13,1229,1,6/20/2025,7:00 AM
13,1481,2,6/19/2025,7:30 PM
2,1711,1,6/20/2025,7:45 PM
3,2713,1,6/20/2025,9:15 PM
13,4497,1,6/20/2025,6:30 PM
544,4504,1,6/19/2025,9:15 PM
544,4580,1,6/19/2025,6:30 PM
13,5262,1,6/20/2025,8:00 AM
183,1749,2,6/19/2025,8:00 PM
184,1753,1,6/18/2025,6:30 PM
157,1762,1,6/20/2025,6:30 PM
159,1970,1,6/21/2025,7:00 AM
160,2095,1,6/24/2025,7:00 AM
159,2103,1,6/22/2025,6:30 PM
159,2122,1,6/22/2025,8:00 PM
159,2128,1,6/23/2025,6:30 PM
183,2130,2,6/20/2025,7:00 AM
184,2142,2,6/18/2025,8:00 PM
183,2330,1,6/19/2025,6:30 PM
159,2336,2,6/23/2025,8:00 PM
157,3535,2,6/19/2025,7:00 AM
195,1909,2,6/11/2025,7:00 AM
195,2107,1,6/11/2025,6:30 PM
194,2164,2,6/10/2025,7:00 AM
195,2355,1,6/10/2025,9:00 PM
194,2405,1,6/10/2025,6:30 PM
194,5027,1,6/10/2025,7:45 PM
118,623,1,6/26/2025,6:30 PM
105,819,2,6/24/2025,7:00 AM
118,2237,2,6/23/2025,7:00 AM
105,4063,1,6/26/2025,7:45 PM
105,5347,1,6/26/2025,9:00 PM
42,585,1,6/27/2025,7:45 PM
306,1027,2,6/23/2025,6:30 PM
306,1156,1,6/28/2025,6:30 PM
305,1209,1,6/28/2025,8:00 PM
305,1385,1,6/27/2025,8:15 AM
309,1452,1,6/26/2025,7:00 AM
308,1552,1,6/23/2025,7:00 AM
304,1662,1,6/28/2025,7:00 AM
309,1666,1,6/25/2025,7:00 AM
306,2005,1,6/23/2025,8:15 AM
306,2134,1,6/24/2025,7:00 AM
309,3700,3,6/25/2025,6:30 PM
42,3733,1,6/27/2025,6:30 PM
42,4237,3,6/26/2025,6:30 PM
306,4574,2,6/23/2025,8:30 PM
42,4593,1,6/27/2025,9:00 PM
499,4848,1,6/26/2025,8:15 AM
309,5063,1,6/25/2025,8:00 AM
305,5085,1,6/24/2025,8:30 PM
305,5298,1,6/27/2025,7:00 AM
305,5481,2,6/24/2025,6:30 PM
306,5879,1,6/24/2025,8:15 AM
120,1458,3,6/24/2025,6:30 PM
119,1469,1,6/25/2025,8:00 PM
119,1606,2,6/25/2025,7:00 AM
119,3659,1,6/25/2025,6:30 PM
554,4692,1,6/24/2025,9:15 PM
435,1167,1,6/25/2025,7:00 AM
269,1228,1,6/18/2025,9:00 PM
266,1256,2,6/28/2025,7:00 AM
270,1377,2,6/18/2025,7:00 AM
265,1401,2,6/25/2025,7:00 AM
269,1404,1,6/20/2025,6:30 PM
270,1413,2,6/20/2025,7:00 AM
264,1420,1,6/24/2025,8:15 AM
266,1497,1,6/30/2025,7:00 AM
270,1531,1,6/21/2025,8:15 AM
264,1553,1,6/21/2025,6:30 PM
266,1556,1,6/30/2025,8:00 PM
265,1596,1,6/25/2025,8:00 PM
238,1618,1,7/2/2025,8:15 AM
269,1668,1,6/19/2025,7:00 AM
268,1681,1,6/23/2025,6:30 PM
269,1735,2,6/20/2025,8:00 PM
268,1737,1,6/26/2025,8:15 AM
264,1814,1,6/21/2025,7:00 AM
264,1848,1,6/26/2025,7:00 AM
268,1892,1,6/26/2025,8:00 PM
268,1897,2,6/21/2025,8:00 PM
264,1898,1,6/24/2025,7:00 AM
268,1938,1,6/26/2025,6:30 PM
267,1998,2,6/23/2025,7:00 AM
267,2204,1,6/26/2025,9:15 PM
265,2215,1,6/25/2025,9:15 PM
238,2544,1,7/2/2025,7:00 AM
238,2817,2,7/1/2025,8:00 PM
238,2818,1,7/1/2025,6:30 PM
266,2956,1,6/28/2025,9:15 PM
268,3004,2,6/27/2025,7:00 AM
265,3400,1,6/25/2025,6:30 PM
270,3434,1,6/19/2025,6:30 PM
266,3601,1,6/30/2025,9:15 PM
267,3725,1,6/23/2025,7:45 PM
265,3790,1,6/28/2025,6:30 PM
269,3891,1,6/19/2025,8:15 AM
269,3893,1,6/18/2025,6:30 PM
266,4049,1,6/30/2025,8:15 AM
265,4286,1,6/24/2025,9:15 PM
264,4405,1,6/24,7:45 PM
266,4529,1,6/30/2025,6:30 PM
265,4531,1,6/28/2025,7:45 PM
238,4631,1,7/1/2025,7:00 AM
270,4641,1,6/19/2025,8:00 PM
270,5060,1,6/19/2025,9:15 PM
269,5199,1,6/18/2025,7:45 PM
264,5352,1,6/24/2025,6:30 PM
264,5442,1,6/23/2025,9:15 PM
268,5485,1,7/1/2025,8:15 AM
267,5617,3,6/27/2025,6:30 PM
221,1441,2,6/19/2025,7:00 AM
221,1443,1,6/18/2025,7:00 AM
225,1510,1,6/26/2025,6:30 PM
221,2250,1,6/18/2025,8:30 PM
221,2309,2,6/25/2025,6:30 PM
225,2441,1,6/20/2025,7:00 AM
225,2447,1,6/18/2025,6:30 PM
225,2967,2,6/26/2025,8:00 PM
221,3502,1,6/20/2025,8:15 AM
221,3571,1,6/19/2025,6:30 PM
221,3749,2,6/17/2025,8:00 PM
221,3784,1,6/19/2025,8:00 PM
225,4609,1,6/17/2025,6:30 PM
221,5499,1,6/18/2025,8:15 AM
214,1839,1,7/2/2025,8:00 PM
209,1863,1,7/1/2025,6:30 PM
215,1894,1,6/24/2025,8:00 PM
214,2073,2,6/24/2025,8:00 PM
214,2316,1,7/1/2025,8:30 PM
209,2362,2,6/25/2025,7:00 AM
215,2966,1,6/24/2025,6:30 PM
209,3293,1,6/25/2025,7:45 PM
209,3608,1,6/25/2025,6:30 PM
214,5082,1,6/24/2025,6:30 PM
213,5309,1,7/2/2025,8:00 PM
209,5387,1,6/25/2025,9:15 PM
391,1200,1,6/26/2025,7:45 PM
389,1273,4,6/21/2025,7:30 PM
391,1434,1,6/26/2025,9:00 PM
391,1896,3,6/23/2025,6:30 PM
389,3018,1,6/21/2025,6:30 PM
490,3083,1,6/25/2025,8:30 PM
490,3175,2,6/25/2025,6:30 PM
490,3176,1,6/26/2025,6:30 PM
391,3582,1,6/24/2025,6:30 PM
391,5123,3,6/24/2025,7:30 PM
219,1594,1,6/21/2025,6:30 PM
219,2098,1,6/21/2025,7:00 AM
217,2426,1,6/20/2025,9:00 PM
217,2471,1,6/20/2025,6:30 PM
217,2725,1,6/21/2025,8:15 AM
219,2726,1,6/21/2025,8:30 PM
217,2774,1,6/21/2025,7:00 AM
219,3580,1,6/21/2025,8:00 PM
217,3812,2,6/20/2025,8:00 PM
219,5184,1,6/21/2025,6:30 PM
217,5185,1,6/20/2025,7:45 PM
219,5466,1,6/20/2025,6:30 PM
219,5857,1,6/21/2025,8:15 AM
51,202,1,7/2/2025,7:00 AM
52,206,2,6/10/2025,7:00 AM
53,217,2,6/11/2025,8:00 PM
48,220,1,6/10/2025,8:00 PM
48,228,1,6/10/2025,6:30 PM
50,266,2,6/10/2025,7:00 AM
49,284,1,6/11/2025,8:15 AM
48,371,1,6/11/2025,6:30 PM
53,426,1,7/2/2025,6:30 PM
52,467,1,6/13/2025,6:30 PM
48,590,2,6/20/2025,6:30 PM
583,789,1,6/13/2025,7:45 PM
50,807,1,6/11/2025,6:30 PM
50,880,1,6/11/2025,8:15 AM
49,896,1,6/12/2025,6:30 PM
479,940,3,6/10/2025,6:30 PM
48,963,2,6/18/2025,6:30 PM
479,972,1,6/10/2025,8:15 AM
583,1055,1,6/12/2025,6:30 PM
51,1117,1,6/10/2025,6:30 PM
55,1118,1,7/3/2025,8:15 AM
50,1178,1,6/12/2025,7:00 AM
53,1216,1,6/13/2025,7:00 AM
44,1455,2,6/14/2025,7:00 AM
583,1800,1,6/14/2025,7:00 AM
44,1801,1,6/12/2025,8:30 PM
56,2086,1,6/11/2025,8:30 PM
53,2105,1,6/10/2025,8:30 PM
53,2427,1,7/1/2025,7:45 PM
56,2463,1,7/2/2025,8:15 AM
50,2649,1,6/11/2025,7:00 AM
55,2667,2,6/10/2025,7:00 AM
50,2834,3,6/14/2025,6:30 PM
56,2883,1,6/17/2025,8:15 AM
51,2918,1,7/3/2025,8:00 PM
56,2926,1,6/10/2025,8:30 PM
51,2973,1,6/30/2025,8:15 AM
504,2974,1,7/1/2025,9:00 PM
561,2976,1,6/13/2025,6:30 PM
561,2977,1,6/12/2025,6:30 PM
44,2978,3,6/17/2025,6:30 PM
58,2979,1,6/21/2025,8:00 PM
479,2980,2,6/13/2025,7:00 AM
504,2995,1,6/12/2025,7:00 AM
49,3014,1,6/30/2025,7:00 AM
50,3044,1,7/2/2025,7:00 AM
504,3198,1,6/13/2025,8:00 AM
583,3224,1,6/14/2025,8:15 AM
583,3225,2,6/12/2025,8:00 PM
50,3274,1,6/11/2025,8:00 PM
44,3284,3,6/12/2025,6:30 PM
44,3285,1,6/11/2025,7:00 AM
52,3286,2,7/1/2025,7:00 AM
58,3341,1,6/12/2025,8:15 AM
58,3392,1,6/12/2025,8:00 AM
51,3406,1,6/10/2025,7:30 PM
58,3419,1,7/3/2025,7:00 AM
49,3432,1,6/11/2025,7:45 PM
49,3433,1,6/11/2025,6:30 PM
51,3482,1,6/11/2025,7:30 PM
44,3631,2,6/14/2025,7:00 AM
479,3773,2,6/19/2025,6:30 PM
56,3777,3,6/14/2025,6:30 PM
561,3870,1,6/12/2025,7:30 PM
479,4165,1,7/1/2025,7:00 AM
504,4182,1,6/11/2025,6:30 PM
53,4240,2,7/2/2025,8:00 PM
44,4503,2,6/12/2025,7:45 PM
48,4509,2,6/13/2025,6:30 PM
52,4627,2,6/13/2025,8:00 AM
561,5021,1,7/3/2025,7:00 AM
50,5080,1,6/10/2025,7:00 AM
53,5092,1,6/11/2025,6:30 PM
44,5147,1,6/12/2025,7:00 AM
52,5211,1,6/11/2025,8:15 AM
52,5311,1,6/11/2025,7:00 AM
479,5312,1,6/21/2025,6:30 PM
479,5316,4,6/10/2025,6:30 PM
50,5416,1,6/12/2025,7:00 AM
58,5624,2,6/11/2025,7:00 AM
504,5657,1,6/10/2025,7:30 PM
51,5672,1,6/30/2025,7:00 AM
51,5673,2,6/13/2025,7:00 AM
49,5810,1,6/11/2025,9:00 PM
583,5823,1,7/1/2025,6:30 PM
561,5824,1,6/13/2025,9:00 PM
56,5866,3,6/30/2025,6:30 PM
583,5987,1,6/14/2025,6:30 PM
56,6300,1,6/13/2025,6:30 PM
52,6963,1,7/3/2025,6:30 PM
583,8930,1,6/10/2025,6:30 PM
94,563,1,6/28/2025,7:30 PM
94,613,2,6/16/2025,8:00 PM
94,860,1,6/20/2025,6:30 PM
94,1079,1,6/16/2025,6:30 PM
94,1182,1,6/21/2025,7:00 AM
94,1391,2,6/20/2025,8:00 PM
94,3310,1,6/28/2025,6:30 PM
379,1231,1,6/19/2025,6:30 PM
380,1252,3,6/17/2025,6:30 PM
380,1308,1,6/20/2025,7:45 PM
376,1492,2,6/10/2025,7:00 AM
376,1689,1,6/11/2025,8:15 AM
380,2125,1,6/19/2025,8:00 AM
585,2223,2,6/18/2025,7:00 AM
380,2751,1,6/20/2025,9:00 PM
585,2752,1,6/13/2025,6:30 PM
376,2892,3,6/18/2025,6:30 PM
490,3019,1,6/13/2025,9:00 PM
490,3126,1,6/12/2025,6:30 PM
490,3128,2,6/14/2025,6:30 PM
376,3313,2,6/12/2025,8:00 PM
585,3533,1,6/13/2025,7:30 PM
380,3566,2,6/14/2025,8:30 PM
585,3824,1,6/20/2025,7:00 AM
379,3867,1,6/19/2025,7:45 PM
490,4196,1,6/11/2025,7:00 AM
380,4284,1,6/19/2025,7:00 AM
379,4288,2,6/10/2025,8:00 PM
379,4567,2,6/11/2025,6:30 PM
585,4734,2,6/21/2025,7:00 AM
490,4747,1,6/17/2025,7:00 AM
380,5049,1,6/20/2025,6:30 PM
376,5137,2,6/14/2025,7:00 AM
376,5334,1,6/12/2025,7:00 AM
379,5341,1,6/10/2025,6:30 PM
585,5957,2,6/16/2025,7:00 AM
205,1611,1,6/28/2025,6:30 PM
203,1754,1,6/26/2025,8:00 PM
205,1987,2,6/25/2025,6:30 PM
205,2354,2,6/24/2025,8:00 PM
206,2559,2,6/19/2025,8:00 PM
203,2618,1,6/17/2025,6:30 PM
206,2692,1,6/24/2025,6:30 PM
203,2700,2,6/27/2025,6:30 PM
197,2872,1,6/18/2025,9:15 PM
206,2873,1,6/19/2025,6:30 PM
197,2912,2,6/16/2025,8:00 PM
197,3336,1,6/16/2025,6:30 PM
197,3476,1,6/18/2025,8:00 PM
206,3487,1,6/20/2025,6:30 PM
206,4424,2,6/20/2025,8:00 PM
203,4540,1,6/26/2025,6:30 PM
203,5048,2,6/17/2025,8:00 PM
197,5842,1,6/28/2025,9:00 PM
206,5844,1,6/18/2025,6:30 PM
296,1191,2,6/13/2025,8:30 PM
296,1288,1,6/13/2025,6:30 PM
296,2137,1,6/12/2025,7:45 PM
296,2845,1,6/20/2025,8:00 PM
296,3182,1,6/12/2025,6:30 PM
505,500,2,6/18/2025,7:00 AM
505,512,1,6/20/2025,8:00 PM
505,964,1,6/20/2025,6:30 PM
505,1015,3,6/18/2025,6:30 PM
505,2201,1,6/20/2025,8:00 AM
505,2612,1,6/17/2025,8:00 AM
526,3661,1,6/17/2025,7:00 AM
505,3763,3,6/17/2025,6:30 PM
526,4415,1,6/20/2025,7:00 AM
505,5717,3,6/19/2025,6:30 PM
505,5947,2,6/19/2025,7:00 AM
322,54,3,6/26/2025,7:00 AM
323,100,5,6/27/2025,6:30 PM
322,144,3,6/27/2025,7:00 AM
322,359,4,6/26/2025,6:30 PM
323,4108,4,6/25/2025,6:30 PM
323,5260,4,6/28/2025,6:30 PM
323,5261,3,6/28/2025,7:00 AM
378,953,1,6/19/2025,9:00 PM
449,1815,1,6/19/2025,8:15 PM
581,1882,1,6/19/2025,8:15 AM
449,2001,1,6/19/2025,6:30 PM
449,2985,2,6/18/2025,8:00 PM
449,4238,1,6/19/2025,7:00 AM
449,5337,1,6/18/2025,6:30 PM
449,5701,1,6/20/2025,7:00 AM
200,1923,2,7/8/2025,8:00 PM
200,1942,1,7/9/2025,8:15 AM
200,2493,1,7/9/2025,6:30 PM
200,2567,1,7/8/2025,6:30 PM
202,2620,1,7/10/2025,7:00 AM
200,3328,1,7/9/2025,8:30 PM
200,5386,1,7/9/2025,7:00 AM
379,905,4,6/16/2025,6:30 PM
298,1132,1,6/20/2025,6:30 PM
298,1498,2,6/18/2025,7:45 PM
298,1558,1,6/14/2025,7:45 PM
308,1613,1,6/16/2025,7:45 PM
298,1842,1,6/18/2025,6:30 PM
298,2704,1,6/19/2025,8:00 PM
298,3304,1,6/14/2025,9:00 PM
298,3305,1,6/14/2025,6:30 PM
298,3658,1,6/19/2025,6:30 PM
308,4477,1,6/16/2025,9:00 PM
298,5320,2,6/17/2025,7:00 AM
39,396,2,6/26/2025,7:00 AM
35,631,1,6/26/2025,7:30 PM
39,644,1,6/27/2025,7:00 AM
39,1130,1,6/27/2025,8:00 PM
35,1244,1,6/25/2025,6:30 PM
35,2265,1,6/27/2025,6:30 PM
35,3191,1,6/25/2025,9:00 PM
35,3192,1,6/26/2025,6:30 PM
35,3222,1,6/26/2025,9:00 PM
35,5487,1,6/25/2025,7:45 PM
162,1891,1,6/26/2025,9:00 PM
162,2282,1,6/26/2025,6:30 PM
163,2299,2,6/26/2025,7:00 AM
163,5095,1,6/26/2025,7:45 PM
60,194,1,6/10/2025,9:00 PM
59,297,1,6/10/2025,7:00 AM
68,351,1,6/18/2025,9:00 PM
61,529,2,6/17/2025,7:00 AM
62,546,1,6/17/2025,9:00 PM
67,703,1,6/18/2025,7:30 PM
59,744,2,6/13/2025,7:00 AM
63,752,1,6/13/2025,8:30 PM
65,768,1,6/12/2025,6:30 PM
64,772,1,6/10/2025,8:30 PM
59,849,1,6/12/2025,7:30 PM
62,872,1,6/16/2025,7:30 PM
62,915,2,6/18/2025,7:00 AM
65,1040,1,6/26/2025,7:00 AM
63,1062,1,6/12/2025,7:00 AM
59,1103,1,6/28/2025,7:00 AM
60,1137,2,6/12/2025,7:00 AM
59,1279,1,6/20/2025,7:00 AM
65,1409,1,6/21/2025,7:00 AM
59,1837,2,6/14/2025,7:00 AM
64,2066,1,6/11/2025,8:30 PM
67,2257,1,6/25/2025,7:00 AM
62,2505,1,6/14/2025,6:30 PM
63,2724,1,6/13/2025,7:30 PM
62,2993,1,6/17/2025,7:30 PM
68,3213,2,6/19/2025,7:00 AM
65,3226,1,6/12/2025,7:30 PM
64,3296,1,6/13/2025,6:30 PM
67,3297,2,6/11/2025,7:00 AM
60,3298,1,6/14/2025,8:00 PM
64,3302,1,6/10/2025,7:00 AM
68,3390,1,7/2/2025,7:00 AM
63,3425,1,6/13/2025,6:30 PM
562,3452,1,6/13/2025,8:00 PM
60,3500,1,6/10/2025,7:30 PM
562,3509,1,6/10/2025,7:30 PM
62,3510,1,6/16/2025,8:30 PM
562,3542,1,6/10/2025,6:30 PM
62,3572,1,6/14/2025,8:30 PM
64,3584,1,6/11/2025,7:30 PM
65,3640,2,6/10/2025,7:00 AM
64,3827,1,6/11/2025,7:00 AM
59,4298,1,6/10/2025,6:30 PM
67,4416,1,6/24/2025,7:00 AM
562,4465,1,6/11/2025,8:30 PM
562,4466,1,6/17/2025,6:30 PM
562,4468,1,6/12/2025,8:30 PM
65,4512,2,6/16/2025,7:00 AM
67,4538,1,6/13/2025,9:00 PM
562,4618,1,6/13/2025,7:00 AM
67,5045,1,6/18/2025,6:30 PM
67,5091,1,6/30/2025,7:00 AM
562,5094,1,6/11/2025,6:30 PM
60,5116,1,6/14/2025,6:30 PM
68,5287,1,6/12/2025,8:30 PM
562,5353,1,6/12/2025,6:30 PM
61,5388,1,6/14/2025,9:00 PM
62,5449,1,6/14/2025,7:30 PM
63,5612,1,6/27/2025,7:00 AM
63,5959,1,6/23/2025,7:00 AM
67,6930,1,6/11/2025,7:30 PM
562,7357,1,6/11/2025,6:30 PM
562,7361,1,6/16/2025,6:30 PM
251,828,1,6/12/2025,7:45 PM
482,923,1,6/11/2025,9:00 PM
249,1459,1,6/12/2025,6:30 PM
482,1557,1,6/11/2025,7:45 PM
482,1601,1,6/13/2025,6:30 PM
246,1728,1,6/13/2025,9:00 PM
482,2786,2,6/11/2025,7:00 AM
249,2787,1,6/11/2025,6:30 PM
482,2788,1,6/13/2025,7:00 AM
249,3435,1,6/10/2025,7:45 PM
494,4053,1,6/12/2025,9:15 PM
494,5408,1,6/10/2025,6:30 PM
249,5443,2,6/10/2025,7:00 AM
249,5483,1,6/10/2025,9:00 PM
494,5767,2,6/12/2025,7:00 AM
98,1082,2,6/12/2025,6:30 PM
101,1083,2,6/12/2025,7:00 AM
101,1090,1,6/13/2025,7:00 AM
98,1172,1,6/12/2025,9:00 PM
98,1173,1,6/10/2025,9:00 PM
101,1219,1,6/14/2025,7:00 AM
101,1225,2,6/11/2025,6:30 PM
98,1444,1,6/13/2025,9:00 PM
101,2920,2,6/11/2025,8:30 PM
101,3308,3,6/14/2025,6:30 PM
98,3309,2,6/11/2025,7:00 AM
98,4444,1,6/10/2025,6:30 PM
549,4561,1,6/10/2025,7:30 PM
549,5005,1,6/13/2025,8:00 AM
98,5054,2,6/10/2025,7:00 AM
101,6978,2,6/13/2025,6:30 PM
302,1298,1,6/30/2025,9:15 PM
302,3864,1,6/30/2025,8:00 PM
302,7009,1,6/30/2025,6:30 PM
302,7179,1,7/1/2025,7:00 AM
361,184,2,6/21/2025,7:00 AM
360,234,3,6/21/2025,6:30 PM
361,319,2,6/20/2025,7:00 AM
361,573,2,6/20/2025,8:00 PM
362,577,2,6/17/2025,7:00 AM
485,998,2,6/19/2025,8:00 PM
361,1014,1,6/24/2025,6:30 PM
361,1094,1,6/24/2025,8:00 PM
360,1120,2,6/23/2025,7:00 AM
362,1151,1,6/25/2025,7:00 AM
362,1599,1,6/17/2025,6:30 PM
485,2442,1,6/23/2025,6:30 PM
362,2855,1,6/18/2025,7:45 PM
360,2857,2,6/23/2025,8:00 PM
362,2955,1,6/19/2025,8:15 AM
362,3273,2,6/17/2025,8:00 PM
362,4475,2,6/18/2025,7:00 AM
361,4553,1,6/24/2025,8:15 AM
361,4590,1,6/20/2025,6:30 PM
362,4611,1,6/18/2025,9:00 PM
485,5207,1,6/19/2025,7:00 AM
485,5308,1,6/18/2025,6:30 PM
485,6172,1,6/19/2025,6:30 PM
485,6500,1,6/24/2025,7:00 AM
121,741,2,6/26/2025,7:00 AM
121,1194,1,6/28/2025,8:15 AM
122,1319,1,6/27/2025,8:00 PM
122,1320,2,6/27/2025,7:00 AM
122,1466,1,6/28/2025,7:00 AM
122,2310,1,6/27/2025,6:30 PM
122,2932,1,6/26/2025,6:30 PM
123,4223,1,6/26/2025,7:45 PM
122,4635,1,6/27/2025,9:15 PM
116,580,1,6/14/2025,9:00 PM
116,725,2,6/26/2025,7:00 AM
114,779,1,6/14/2025,7:45 PM
116,859,1,6/28/2025,7:00 AM
116,968,2,6/25/2025,7:00 AM
114,1245,1,6/14/2025,6:30 PM
116,5035,1,6/18/2025,6:30 PM
396,1560,1,6/21/2025,6:30 PM
396,1584,1,6/21/2025,7:00 AM
396,2050,1,6/16/2025,6:30 PM
394,2483,2,6/20/2025,7:00 AM
394,2592,1,6/17/2025,7:30 PM
396,2593,1,6/19/2025,8:00 AM
396,2838,1,6/16/2025,7:45 PM
394,2884,2,6/17/2025,7:00 AM
394,3350,1,6/18/2025,8:15 AM
394,3351,1,6/18/2025,6:30 PM
397,3354,2,6/16/2025,7:00 AM
397,3355,1,6/18/2025,7:00 AM
397,3356,1,6/19/2025,7:00 AM
394,3473,1,6/19/2025,8:00 PM
397,3655,1,6/21/2025,8:15 AM
394,3728,1,6/17/2025,6:30 PM
397,3788,1,6/19/2025,9:00 PM
396,4356,1,6/20/2025,6:30 PM
396,4557,1,6/16/2025,9:00 PM
396,5070,3,6/20/2025,7:30 PM
397,5258,1,6/18/2025,7:45 PM
397,5259,1,6/18/2025,9:00 PM
397,5269,3,6/21/2025,7:30 PM
397,5306,2,6/17/2025,8:30 PM
397,5423,1,6/19/2025,6:30 PM
448,1563,3,6/26/2025,6:30 PM
448,1660,1,7/9/2025,8:00 PM
462,1941,1,6/23/2025,8:00 PM
464,2082,1,6/27/2025,6:30 PM
465,2110,3,6/25/2025,6:30 PM
466,2218,1,6/28/2025,7:00 AM
481,2226,1,6/24/2025,8:30 PM
464,2242,1,6/26/2025,7:00 AM
484,2251,1,6/25/2025,6:30 PM
484,2292,1,6/23/2025,6:30 PM
466,2517,2,6/25/2025,7:00 AM
465,2609,1,6/24/2025,8:00 AM
484,2886,1,7/3/2025,7:00 AM
484,2948,2,6/12/2025,7:00 AM
448,2950,1,7/9/2025,6:30 PM
448,2951,1,6/27/2025,8:30 PM
551,3101,1,6/26/2025,6:30 PM
515,3132,1,6/24/2025,6:30 PM
446,3180,1,6/24/2025,6:30 PM
464,3248,1,6/27/2025,8:00 PM
465,3477,1,6/24/2025,7:00 AM
484,3522,2,6/13/2025,7:00 AM
448,3523,1,6/28/2025,7:00 AM
465,4132,1,6/27/2025,8:00 AM
551,4134,1,6/26/2025,7:45 PM
466,4171,1,6/26/2025,8:45 PM
515,4762,1,7/3/2025,8:00 PM
