Store #,Install Date,Install Time
433,2/5/23,11:30 PM
434,2/5/23,11:30 PM
435,2/5/23,11:30 PM
442,2/21/23,1:00 AM
443,2/7/23,1:00 AM
445,1/30/23,At store close
448,TBD,TBD
454,2/1/23,11:30 PM
456,2/28/23,5:00 AM
457,2/23/23,11:30 PM
458,2/9/23,1:30 AM
459,1/8/23,10:00 PM
462,1/23/2023,5:00 AM
463,1/24/2023,2:00 AM
467,2/6/23,5:00 AM
468,2/6/23,1:00 AM
469,2/1/23,11:30 PM
473,2/8/23,12:30 AM
478,2/8/23,12:00 AM
481,2/20/23,1:00 AM
482,2/2/23,5:00 AM
485,2/19/23,At Store Close
488,2/27/23,11:30 PM
494,1/3/23,10:00 PM
500,2/1/23,12:00 AM
501,2/20/23,11:30 PM
504,2/20/23,5:00 AM
508,2/6/23,2:30 AM
512,2/9/23,12:00 AM
514,1/3/23,10:00 PM
516,2/20/23,11:00 PM
518,1/23/2023,At Store Close
521,2/2/23,11:30 PM
522,2/6/23,At store close
523,2/28/23,At Store Close
524,1/24/2023,4:00 AM
525,2/6/23,At store close
527,1/24/2023,5:00 AM
528,1/19/23,10:00 PM
530,1/30/23,1:00 AM
532,1/3/23,10:00 PM
537,2/28/23,11:30 PM
540,2/19/23,At Store Close
542,2/19/23,At Store Close
543,2/5/23,1:30 AM
544,2/21/23,4:00 AM
545,2/20/23,At Store Close
549,2/27/23,At Store Close
552,2/28/23,At Store Close
553,2/20/23,At Store Close
554,1/18/23,10:00 PM
555,1/9/23,10:00 PM
557,2/27/23,11:30 PM
564,2/21/23,12:00 AM
566,2/27/23,11:30 PM
572,2/1/23,11:00 PM
575,1/24/2023,At Store Close
577,1/23/2023,12:00 AM
578,2/5/23,11:30 PM
579,2/19/23,At Store Close
582,1/9/23,12:00 AM
587,2/2/23,11:30 PM
588,2/20/23,4:00 AM
590,1/4/23,1:00 AM
592,2/26/23,11:30 PM
593,2/22/23,At Store Close
599,1/25/2023,At Store Close
600,2/28/23,At Store Close
601,2/28/23,1:30 AM
602,TBD,TBD
603,2/9/23,11:30 PM
608,2/22/23,1:30 AM
612,2/19/23,At Store Close
614,1/12/23,12:30 AM
615,1/22/2023,At Store Close
618,1/19/23,3:00 AM
619,1/22/2023,At Store Close
620,2/20/23,At Store Close
623,2/6/23,At store close
626,2/23/23,11:30 PM
627,2/7/23,1:00 AM
629,2/8/23,At store close
630,1/23/2023,12:00 AM
633,2/5/23,11:30 PM
634,1/11/23,10:00 PM
636,2/9/23,11:30 PM
639,2/23/23,11:00 PM
640,TBD,TBD
641,TBD,TBD
642,2/21/23,1:00 AM
649,1/12/23,2:00 AM
651,2/9/23,11:30 PM
653,2/19/23,11:30 PM
655,2/19/23,11:30 PM
657,1/30/23,11:30 PM
658,1/12/23,12:30 AM
660,2/26/23,At Store Close
661,2/2/23,2:00 AM
662,2/2/23,12:00 AM
663,1/23/2023,At Store Close
667,1/22/2023,At Store Close
671,2/19/23,At Store Close
672,1/29/23,11:30 PM
673,2/7/23,11:30 PM
674,2/23/23,At Store Close
675,2/20/23,At Store Close
676,2/2/23,11:30 PM
677,2/27/23,At Store Close
678,2/5/23,11:30 PM
681,2/2/23,11:30 PM
683,1/30/23,1:00 AM
684,3/1/23,At Store Close
686,1/23/2023,2:00 AM
687,1/30/23,11:30 PM
690,2/21/23,At Store Close
691,2/2/23,11:30 PM
693,2/26/23,At Store Close
694,2/19/23,11:30 PM
699,1/8/23,10:00 PM
701,2/22/23,11:30 PM
708,2/26/23,11:30 PM
711,2/19/23,At Store Close
714,1/31/23,11:30 PM
717,2/22/23,11:30 PM
718,1/9/23,4:00 AM
721,2/8/23,At store close
722,TBD,TBD
724,1/31/23,11:30 PM
726,2/23/23,1:00 AM
730,2/1/23,3:00 AM
731,1/29/23,11:30 PM
737,1/29/23,At store close
740,1/29/23,At store close
743,2/20/23,12:00 AM
744,2/7/23,1:00 AM
745,TBD,TBD
747,1/29/23,11:30 PM
750,2/23/23,At Store Close
755,2/7/23,12:45 AM
756,2/20/23,At Store Close
757,1/23/2023,At Store Close
758,1/22/2023,At Store Close
759,1/26/2023,12:00 AM
761,2/20/23,At Store Close
764,3/1/23,11:45 PM
769,1/3/23,2:00 AM
770,2/19/23,At Store Close
771,1/12/23,12:00 AM
772,1/11/23,5:00 AM
775,2/1/23,11:30 PM
777,2/23/23,11:30 PM
779,2/20/23,At Store Close
781,2/9/23,3:00 AM
782,2/7/23,2:30 AM
791,2/20/23,At Store Close
794,2/27/23,11:30 PM
796,2/9/23,11:30 PM
799,2/26/23,At Store Close
800,2/5/23,At store close
804,2/20/23,2:00 AM
806,2/6/23,12:00 AM
808,1/30/23,5:00 AM
809,2/9/23,11:30 PM
810,2/21/23,At Store Close
811,1/25/2023,At Store Close
812,2/20/23,At Store Close
815,2/19/23,At Store Close
818,2/21/23,At Store Close
821,2/20/23,At Store Close
822,2/21/23,7:00 PM
823,2/21/23,12:00 AM
824,1/30/23,At store close
826,1/22/2023,At Store Close
827,2/28/23,12:00 AM
828,1/10/23,10:00 PM
830,2/9/23,11:30 PM
831,1/30/23,12:00 AM
839,1/31/23,11:30 PM
840,1/26/2023,1:00 AM
842,2/9/23,5:00 AM
843,2/21/23,2:00 AM
844,2/19/23,At Store Close
849,1/11/23,5:00 AM
851,2/7/23,At store close
854,1/30/23,2:00 AM
855,TBD,TBD
856,1/3/23,12:30 AM
858,2/22/23,11:30 PM
859,1/8/23,10:00 PM
862,2/26/23,11:30 PM
864,2/22/23,At Store Close
866,2/8/23,1:30 AM
868,2/22/23,1:00 AM
870,3/2/23,11:30 PM
873,1/26/2023,2:00 AM
882,2/21/23,At Store Close
887,2/26/23,11:30 PM
889,2/22/23,2:00 AM
893,2/20/23,12:00 AM
897,2/21/23,11:30 PM
899,2/21/23,11:00 PM
900,2/22/23,At Store Close
902,2/1/23,At store close
903,2/20/23,11:30 PM
904,2/19/23,At Store Close
905,2/28/23,5:00 AM
909,1/11/23,10:00 PM
910,1/23/2023,At Store Close
912,2/19/23,11:00 PM
913,2/19/23,At Store Close
915,2/9/23,5:00 AM
917,2/9/23,11:30 PM
918,2/2/23,12:00 AM
920,1/25/2023,1:00 AM
921,1/12/23,5:00 AM
922,3/1/23,11:30 PM
923,2/2/23,1:30 AM
927,1/3/23,5:00 AM
931,1/4/23,1:00 AM
932,TBD,TBD
933,2/9/23,11:30 PM
934,2/1/23,11:30 PM
935,1/30/23,11:30 PM
936,2/1/23,11:30 PM
937,1/25/2023,12:30 AM
939,1/11/23,2:00 AM
941,2/8/23,At store close
942,1/23/2023,2:00 AM
944,1/22/2023,At Store Close
947,2/20/23,2:00 AM
948,1/25/2023,2:00 AM
950,1/30/23,1:30 AM
951,2/23/23,5:00 AM
952,2/21/23,At Store Close
953,1/26/2023,5:00 AM
954,2/20/23,At Store Close
956,1/25/2023,At Store Close
957,2/1/23,11:30 PM
959,1/23/2023,12:00 AM
960,2/23/23,11:30 PM
961,2/21/23,4:45 AM
962,3/1/23,5:00 AM
963,2/20/23,12:30 AM
964,1/30/23,At store close
965,1/29/23,At store close
967,1/30/23,12:00 AM
968,1/9/23,12:00 AM
970,2/26/23,11:30 PM
971,2/20/23,At Store Close
972,2/22/23,1:30 AM
974,2/1/23,At store close
975,3/2/23,At Store Close
977,1/22/2023,At Store Close
979,2/1/23,2:30 AM
980,1/3/23,5:00 AM
981,2/19/23,At Store Close
984,TBD,TBD
987,2/7/23,12:30 AM
989,2/23/23,7:00 PM
990,2/21/23,12:00 AM
993,2/27/23,11:30 PM
1001,1/26/2023,5:00 AM
1004,1/23/2023,At Store Close
1005,2/20/23,5:00 AM
1006,2/23/23,At Store Close
1008,1/19/23,5:00 AM
1012,1/22/2023,At Store Close
1013,2/20/23,At Store Close
1014,TBD,TBD
1016,1/9/23,1:00 AM
1017,1/10/23,10:00 PM
1018,1/11/23,10:00 PM
1019,1/19/23,5:00 AM
1020,2/2/23,1:30 AM
1024,TBD,TBD
1025,2/22/23,11:30 PM
1026,2/26/23,11:30 PM
1029,2/5/23,At store close
1032,2/22/23,At Store Close
1036,1/11/23,3:00 AM
1039,2/20/23,At Store Close
1040,2/28/23,5:00 AM
1043,2/19/23,At Store Close
1044,2/28/23,At Store Close
1046,2/8/23,2:30 AM
1047,TBD,TBD
1048,3/2/23,2:00 AM
1051,1/4/23,5:00 AM
1058,1/26/2023,5:00 AM
1059,2/20/23,At Store Close
1062,1/19/23,5:00 AM
1063,2/27/23,At Store Close
1065,2/2/23,3:00 AM
1067,2/21/23,11:30 PM
1069,2/22/23,11:30 PM
1070,2/5/23,At store close
1072,2/27/23,1:00 AM
1073,2/2/23,5:00 AM
1074,2/22/23,4:00 AM
1077,2/19/23,At Store Close
1078,2/9/23,11:30 PM
1079,1/9/23,4:00 AM
1088,2/19/23,1:30 AM
1089,2/22/23,At Store Close
1096,2/19/23,At Store Close
1097,2/27/23,At Store Close
1098,2/22/23,11:30 PM
1102,1/29/23,11:30 PM
1104,1/22/2023,At Store Close
1111,2/20/23,At Store Close
1112,TBD,TBD
1114,2/2/23,11:30 PM
1115,1/31/23,11:30 PM
1116,2/22/23,At Store Close
1117,2/9/23,5:00 AM
1118,2/27/23,5:00 AM
1124,2/2/23,11:30 PM
1126,1/26/2023,4:00 AM
1129,1/9/23,12:00 AM
1130,2/19/23,At Store Close
1131,1/24/2023,At Store Close
1133,2/8/23,At store close
1135,2/8/23,At store close
1139,2/23/23,At Store Close
1141,1/22/2023,At Store Close
1143,1/12/23,10:00 PM
1147,1/30/23,11:30 PM
1150,1/19/23,2:00 AM
1151,1/10/23,11:00 PM
1159,2/7/23,11:30 PM
1160,2/26/23,11:30 PM
1163,2/21/23,2:30 AM
1164,2/20/23,1:00 AM
1166,2/26/23,At Store Close
1167,1/23/2023,12:01 AM
1171,1/9/23,4:00 AM
1175,1/23/2023,12:00 AM
1179,2/20/23,At Store Close
1181,1/11/23,10:00 PM
1182,1/22/2023,At Store Close
1184,1/29/23,At store close
1185,1/9/23,4:00 AM
1189,3/1/23,At Store Close
1192,2/21/23,11:30 PM
1194,2/2/23,11:30 PM
1195,2/27/23,11:30 PM
1200,1/10/23,5:00 AM
1201,2/22/23,At Store Close
1203,2/22/23,At Store Close
1206,1/31/23,1:30 AM
1209,TBD,TBD
1215,1/25/2023,At Store Close
1216,1/3/23,5:00 AM
1217,1/22/2023,At Store Close
1222,2/22/23,11:30 PM
1224,2/22/23,At Store Close
1226,3/2/23,At Store Close
1230,1/24/2023,5:00 AM
1231,1/31/23,5:00 AM
1232,1/11/23,10:00 PM
1235,1/25/2023,12:00 AM
1237,2/21/23,1:00 AM
1240,1/19/23,2:00 AM
1244,TBD,TBD
1247,2/26/23,1:30 AM
1248,2/8/23,1:30 AM
1249,2/28/23,11:30 PM
1252,1/9/23,5:00 AM
1254,2/6/23,12:00 AM
1257,2/23/23,11:30 PM
1259,3/2/23,12:15 AM
1260,2/21/23,11:30 PM
1264,2/21/23,1:00 AM
1265,2/22/23,At Store Close
1266,1/31/23,1:30 AM
1268,2/6/23,At store close
1270,TBD,TBD
1273,2/8/23,5:00 AM
1275,1/30/23,At store close
1276,2/1/23,2:30 AM
1277,2/26/23,At Store Close
1279,2/1/23,5:00 AM
1280,1/4/23,5:00 AM
1282,2/26/23,11:30 PM
1286,2/22/23,1:00 AM
1287,2/1/23,At store close
1288,2/8/23,At store close
1291,1/11/23,12:00 AM
1295,2/19/23,At Store Close
1297,2/22/23,11:30 PM
1298,1/31/23,At store close
1299,1/25/2023,At Store Close
1300,2/7/23,At store close
1302,2/8/23,At store close
1304,1/29/23,At store close
1305,1/10/23,5:00 AM
1306,2/8/23,3:00 AM
1311,TBD,TBD
1312,2/22/23,At Store Close
1316,1/31/23,12:01 AM
1319,2/6/23,1:30 AM
1320,2/6/23,1:30 AM
1321,2/1/23,At store close
1322,2/5/23,At store close
1325,1/24/2023,At Store Close
1326,2/19/23,At Store Close
1327,3/2/23,11:30 PM
1328,1/23/2023,At Store Close
1329,2/26/23,At Store Close
1330,2/20/23,At Store Close
1331,3/1/23,11:30 PM
1333,2/21/23,At Store Close
1335,3/2/23,11:30 PM
1337,1/23/2023,At Store Close
1338,1/18/23,10:00 PM
1339,2/27/23,1:00 AM
1340,1/9/23,3:00 AM
1342,2/28/23,At Store Close
1346,2/22/23,1:30 AM
1348,TBD,TBD
1351,1/24/2023,1:00 AM
1352,TBD,TBD
1355,2/1/23,At store close
1356,1/29/23,At store close
1357,2/6/23,At store close
1362,2/21/23,At Store Close
1365,2/19/23,At Store Close
1367,1/25/2023,At Store Close
1369,1/24/2023,At Store Close
1371,2/28/23,11:30 PM
1372,1/10/23,10:00 PM
1375,2/28/23,1:00 AM
1376,2/28/23,At Store Close
1380,2/1/23,3:30 AM
1381,1/3/23,10:00 PM
1385,2/22/23,12:00 AM
1386,1/4/23,1:00 AM
1387,2/5/23,At store close
1388,3/2/23,11:30 PM
1390,1/29/23,At store close
1392,1/2/23,10:00 PM
1394,1/24/2023,4:30 AM
1396,2/19/23,At Store Close
1397,1/23/2023,12:00 AM
1403,2/19/23,At Store Close
1405,2/9/23,11:30 PM
1406,1/11/23,10:00 PM
1407,2/23/23,11:30 PM
1409,2/7/23,5:00 AM
1410,3/2/23,11:30 PM
1411,TBD,TBD
1413,2/22/23,At Store Close
1414,1/25/2023,12:00 AM
1424,3/1/23,11:30 PM
1425,2/28/23,11:30 PM
1427,3/1/23,At Store Close
1430,2/2/23,12:01 AM
1431,2/20/23,At Store Close
1435,2/9/23,11:30 PM
1439,2/20/23,At Store Close
1441,2/23/23,11:30 PM
1443,2/19/23,11:30 PM
1445,2/20/23,At Store Close
1451,2/22/23,At Store Close
1452,2/13/23,12:00 AM
1453,1/30/23,At store close
1459,2/21/23,12:30 AM
1462,2/2/23,11:30 PM
1464,2/21/23,2:00 AM
1469,2/1/23,1:30 AM
1472,2/9/23,5:00 AM
1473,2/5/23,At store close
1474,1/30/23,At store close
1476,2/27/23,11:30 PM
1478,3/1/23,11:30 PM
1479,2/21/23,12:00 AM
1486,3/2/23,11:30 PM
1489,2/21/23,At Store Close
1490,2/8/23,11:30 PM
1493,2/20/23,At Store Close
1495,2/22/23,11:30 PM
1497,1/8/23,10:00 PM
1498,1/30/23,12:00 AM
1499,1/22/2023,At Store Close
1501,1/26/2023,12:00 AM
1502,2/21/23,At Store Close
1503,2/21/23,1:30 AM
1504,2/21/23,11:30 PM
1505,2/27/23,At Store Close
1506,2/22/23,5:00 AM
1512,TBD,TBD
1513,2/8/23,12:00 AM
1515,1/25/2023,12:01 AM
1516,2/21/23,At Store Close
1518,1/9/23,12:00 AM
1519,2/22/23,11:30 PM
1522,2/19/23,11:00 PM
1523,1/9/23,10:00 PM
1534,2/20/23,At Store Close
1535,1/9/23,5:00 AM
1537,2/1/23,5:00 AM
1539,2/27/23,11:30 PM
1544,2/22/23,2:45 AM
1547,1/22/2023,11:30 PM
1548,1/3/23,10:00 PM
1550,2/21/23,5:00 AM
1551,1/30/23,2:00 AM
1564,2/26/23,11:30 PM
1568,2/22/23,5:00 AM
1570,2/26/23,11:30 PM
1571,1/24/2023,2:00 AM
1575,1/24/2023,5:00 AM
1576,1/12/23,1:00 AM
1577,1/9/23,5:00 AM
1578,1/26/2023,12:30 AM
1579,2/9/23,12:00 AM
1583,2/2/23,5:00 AM
1584,1/12/23,5:00 AM
1588,2/20/23,11:30 PM
1590,1/9/23,3:00 AM
1591,1/30/23,At store close
1592,1/24/2023,At Store Close
1594,2/22/23,At Store Close
1596,2/22/23,At Store Close
1599,1/30/23,2:00 AM
1601,1/12/23,10:00 PM
1603,1/23/2023,At Store Close
1604,2/21/23,2:00 PM
1605,2/23/23,11:30 PM
1610,1/24/2023,11:59 PM
1611,2/26/23,At Store Close
1614,TBD,TBD
1615,2/6/23,5:00 AM
1616,2/20/23,11:30 PM
1617,1/10/23,5:00 AM
1618,2/20/23,At Store Close
1619,2/23/23,At Store Close
1620,1/23/2023,3:00 AM
1621,2/7/23,11:30 PM
1628,2/28/23,11:30 PM
1629,2/21/23,12:00 AM
1638,2/21/23,At Store Close
1639,1/22/2023,At Store Close
1644,2/8/23,5:00 AM
1646,1/11/23,12:00 AM
1648,1/3/23,5:00 AM
1650,1/24/2023,At Store Close
1651,1/26/2023,1:00 AM
1653,2/21/23,At Store Close
1658,1/11/23,10:00 PM
1660,1/9/23,5:00 AM
1662,1/24/2023,12:00 AM
1666,1/9/23,10:00 PM
1668,2/19/23,At Store Close
1670,1/4/23,5:00 AM
1677,2/1/23,At store close
1679,1/31/23,At store close
1680,1/24/2023,3:30 AM
1686,2/9/23,5:00 AM
1690,1/31/23,11:30 PM
1692,1/19/23,5:00 AM
1693,2/9/23,5:00 AM
1694,1/30/23,12:00 AM
1697,2/6/23,5:00 AM
1698,2/9/23,2:00 AM
1699,1/10/23,5:00 AM
1701,1/22/2023,At Store Close
1703,2/19/23,At Store Close
1704,2/19/23,11:30 PM
1705,1/23/2023,At Store Close
1709,2/26/23,11:30 PM
1710,1/18/23,10:00 PM
1715,2/23/23,At Store Close
1722,1/23/2023,At Store Close
1724,2/23/23,11:30 PM
1727,2/1/23,At store close
1729,3/1/23,11:30 PM
1737,2/21/23,12:00 AM
1738,2/20/23,At Store Close
1739,2/23/23,5:00 AM
1746,TBD,TBD
1747,2/1/23,5:00 AM
1751,1/3/23,10:00 PM
1755,2/28/23,5:00 AM
1756,2/23/23,5:00 AM
1759,1/22/2023,At Store Close
1760,1/19/23,10:00 PM
1761,2/2/23,11:30 PM
1762,1/3/23,2:00 AM
1763,2/7/23,1:00 AM
1765,1/31/23,At store close
1766,1/26/2023,3:00 AM
1767,2/7/23,1:00 AM
1769,1/11/23,5:00 AM
1775,2/21/23,5:00 AM
1776,1/24/2023,5:00 AM
1777,TBD,TBD
1781,2/6/23,At store close
1786,2/7/23,5:00 AM
1789,1/24/2023,5:00 AM
1790,1/10/23,10:00 AM
1792,1/10/23,10:00 PM
1793,2/22/23,At Store Close
1794,2/8/23,1:30 AM
1799,2/20/23,At Store Close
1804,3/1/23,11:30 PM
1807,2/22/23,2:00 AM
1814,2/23/23,12:00 AM
1815,2/1/23,5:00 AM
1819,2/20/23,At Store Close
1821,2/9/23,3:00 AM
1823,2/1/23,1:30 AM
1825,2/23/23,At Store Close
1826,1/25/2023,5:00 AM
1827,2/7/23,5:00 AM
1829,2/7/23,At store close
1830,1/22/2023,At Store Close
1831,1/9/23,10:00 PM
1832,2/7/23,5:00 AM
1837,2/6/23,3:00 AM
1840,TBD,TBD
1842,1/29/23,At store close
1843,2/20/23,At Store Close
1844,1/10/23,2:00 AM
1846,1/18/23,10:00 PM
1849,2/1/23,3:00 AM
1852,1/24/2023,At Store Close
1856,1/9/23,10:00 PM
1857,2/26/23,11:30 PM
1861,2/2/23,5:00 AM
1862,1/3/23,5:00 AM
1864,1/23/2023,5:00 AM
1868,1/10/23,2:00 AM
1870,2/8/23,11:30 PM
1873,2/1/23,At store close
1874,1/3/23,12:00 AM
1876,2/21/23,At Store Close
1878,1/10/23,5:00 AM
1880,1/31/23,11:30 PM
1882,1/31/23,5:00 AM
1886,1/30/23,5:00 AM
1890,2/21/23,At Store Close
1891,1/10/23,10:00 PM
1892,1/10/23,10:00 PM
1893,2/20/23,At Store Close
1894,2/23/23,11:30 PM
1896,1/31/23,5:00 AM
1901,1/3/23,5:00 AM
1903,2/7/23,5:00 AM
1907,2/21/23,4:00 AM
1912,2/21/23,5:00 AM
1914,1/10/23,5:00 AM
1917,2/2/23,5:00 AM
1918,TBD,TBD
1920,2/21/23,1:00 AM
1921,2/6/23,At store close
1922,1/9/23,5:00 AM
1924,2/20/23,At Store Close
1925,1/30/23,11:30 PM
1926,1/10/23,10:00 PM
1932,1/19/23,10:00 PM
1938,1/31/23,1:00 AM
1940,1/10/23,5:00 AM
1941,2/23/23,5:00 AM
1945,1/25/2023,At Store Close
1949,2/7/23,At store close
1951,2/2/23,11:30 PM
1952,1/26/2023,5:00 AM
1953,2/9/23,At store close
1954,1/11/23,10:00 PM
1955,2/8/23,1:30 AM
1956,1/8/23,10:00 PM
1958,2/21/23,5:00 AM
1959,2/22/23,At Store Close
1960,1/23/2023,12:00 AM
1963,1/19/23,5:00 AM
1964,1/31/23,At store close
1967,2/26/23,At Store Close
1968,2/22/23,5:00 AM
1969,2/22/23,At Store Close
1970,2/1/23,2:00 AM
1972,1/24/2023,3:00 AM
1974,1/22/2023,At Store Close
1975,2/8/23,2:00 AM
1976,1/24/2023,12:00 AM
1977,2/28/23,2:00 AM
1980,1/12/23,10:00 PM
1982,2/2/23,4:30 AM
1985,2/8/23,At store close
1986,2/27/23,11:30 PM
1987,2/20/23,7:00 PM
1990,1/8/23,10:00 PM
1992,2/22/23,5:00 AM
1993,2/8/23,At store close
1995,2/22/23,5:00 AM
2004,2/19/23,At Store Close
2005,1/10/23,10:00 PM
2006,2/9/23,11:30 PM
2007,2/19/23,At Store Close
2008,2/22/23,1:30 AM
2012,1/30/23,2:00 AM
2015,1/24/2023,2:00 AM
2022,1/12/23,2:00 AM
2023,2/22/23,5:00 AM
2024,2/8/23,At store close
2026,1/31/23,At store close
2028,1/23/2023,5:00 AM
2031,2/7/23,5:00 AM
2035,2/20/23,11:30 PM
2036,3/1/23,12:30 AM
2037,1/22/2023,At Store Close
2038,2/7/23,At store close
2039,2/7/23,5:00 AM
2041,2/21/23,At Store Close
2044,1/3/23,5:00 AM
2047,2/23/23,11:30 PM
2049,2/6/23,1:30 AM
2050,1/3/23,5:00 AM
2053,3/1/23,5:00 AM
2058,1/11/23,12:00 AM
2065,2/6/23,11:30 PM
2067,1/22/2023,At Store Close
2068,1/3/23,5:00 AM
2069,2/27/23,3:00 AM
2073,2/20/23,11:30 PM
2074,1/30/23,At store close
2078,2/23/23,11:30 PM
2083,2/21/23,2:45 AM
2088,1/10/23,10:00 PM
2093,1/30/23,At store close
2098,1/8/23,10:00 PM
2105,2/8/23,5:00 AM
2106,2/21/23,5:00 AM
2107,1/18/23,10:00 PM
2109,1/23/2023,At Store Close
2115,2/26/23,11:30 PM
2116,2/20/23,2:00 AM
2118,1/30/23,At store close
2120,1/31/23,At store close
2123,2/6/23,11:00 PM
2126,1/24/2023,At Store Close
2127,1/24/2023,5:00 AM
2129,1/11/23,1:30 AM
2131,3/1/23,11:30 PM
2132,1/30/23,1:00 AM
2133,1/18/23,10:00 PM
2136,1/29/23,11:00 PM
2137,TBD,TBD
2138,2/7/23,At store close
2139,1/26/2023,2:00 AM
2141,2/21/23,5:00 AM
2142,2/8/23,At store close
2144,1/24/2023,At Store Close
2146,1/4/23,5:00 AM
2147,2/5/23,At store close
2150,1/25/2023,5:00 AM
2153,1/11/23,2:00 AM
2156,1/11/23,11:30 PM
2160,3/2/23,11:30 PM
2163,2/9/23,2:00 AM
2164,1/3/23,10:00 PM
2177,2/21/23,5:00 AM
2184,TBD,TBD
2188,1/10/23,5:00 AM
2189,2/20/23,5:00 AM
2190,2/21/23,11:30 PM
2195,1/19/23,4:00 AM
2198,1/25/2023,5:00 AM
2201,2/1/23,2:00 AM
2205,2/1/23,At store close
2210,1/11/23,10:00 PM
2211,2/28/23,11:30 PM
2214,2/22/23,2:00 AM
2215,1/30/23,1:00 AM
2222,2/2/23,2:00 AM
2223,1/24/2023,5:00 AM
2224,2/22/23,At Store Close
2228,1/24/2023,4:00 AM
