Market,RDC,Partially Palletized,Fully Palletized,FASH DC,Import DC,Return Center
310,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
254,6066,TBD,TBD,6022,7067,9193
222,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
339,6069,TBD,TBD,7842,7067,9193
130,6048,TBD,TBD,6005,7067,9153
441,7039,TBD,TBD,6022,7078,9193
300,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
39,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
138,6011,In Progress,"Proj: FY 26, Q3",7842,7067,9153
74,6012,In Progress,TBD,7842,7042,9153
389,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
441,7039,TBD,TBD,6022,7078,9193
482,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
444,7039,TBD,TBD,6022,7078,9193
438,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
59,7036,TBD,TBD,6005,7042,9153
388,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
42,6070,TBD,TBD,6014,8980,8092
407,6035,In Progress,TBD,7842,7042,9193
93,7035,TBD,TBD,6014,6061,8092
16,6054,TBD,TBD,6014,6061,8092
418,6009,TBD,TBD,7842,7078,9193
41,6070,TBD,TBD,6014,8980,8092
296,6070,TBD,TBD,6014,8980,8092
296,6023,In Progress,TBD,6014,6088,8092
221,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
304,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
367,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
312,7045,TBD,TBD,6041,8980,9196
30,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
247,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
350,6068,TBD,TBD,7842,7042,9153
569,6016,In Progress,"Proj: FY25, Q4",6005,7042,9153
93,7035,TBD,TBD,6014,6061,8092
302,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
364,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
302,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
312,7045,TBD,TBD,6041,8980,9196
311,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
81,6016,In Progress,"Proj: FY25, Q4",6005,7042,9153
247,6043,TBD,TBD,6022,7078,9193
441,7039,TBD,TBD,6022,7078,9193
387,6012,In Progress,TBD,7842,7042,9153
262,6092,TBD,TBD,6022,7078,9193
380,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
312,7045,TBD,TBD,6041,8980,9196
251,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
16,6054,TBD,TBD,6014,6061,8092
310,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
77,6016,In Progress,"Proj: FY25, Q4",6005,7042,9153
24,6054,TBD,TBD,6014,6061,8092
381,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
439,7039,TBD,TBD,6022,7078,9193
294,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
122,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
122,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
122,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
299,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
308,6070,TBD,TBD,6014,8980,8092
278,6092,TBD,TBD,6022,7078,9193
366,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
366,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
429,6035,In Progress,TBD,7842,7042,9193
243,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
364,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
246,6092,TBD,TBD,6022,7078,9193
222,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
223,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
426,6009,TBD,TBD,7842,7078,9193
222,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
372,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
315,7045,TBD,TBD,6041,8980,9196
311,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
304,6070,TBD,TBD,6014,8980,8092
16,6054,TBD,TBD,6014,6061,8092
41,6070,TBD,TBD,6014,8980,8092
20,6054,TBD,TBD,6014,6061,8092
254,6066,TBD,TBD,6022,7067,9193
128,6048,TBD,TBD,6005,7067,9153
315,7045,TBD,TBD,6041,8980,9196
314,6023,In Progress,TBD,6014,6088,8092
143,6011,In Progress,"Proj: FY 26, Q3",7842,7067,9153
87,6016,In Progress,"Proj: FY25, Q4",6005,7042,9153
300,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
109,7038,TBD,TBD,6014,6061,8092
315,7045,TBD,TBD,6041,8980,9196
317,7045,TBD,TBD,6041,8980,9196
300,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
128,6048,TBD,TBD,6005,7067,9153
301,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
302,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
251,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
387,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
36,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
36,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
317,7045,TBD,TBD,6041,8980,9196
426,6009,TBD,TBD,7842,7078,9193
15,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
21,6054,TBD,TBD,6014,6061,8092
365,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
436,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
440,7039,TBD,TBD,6022,7078,9193
32,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
218,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
364,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
365,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
580,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
299,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
24,6054,TBD,TBD,6014,6061,8092
91,6020,In Progress,"Proj: FY 25, Q4",6014,6061,8092
97,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
152,6066,TBD,TBD,6022,7067,9193
270,7039,TBD,TBD,6022,7078,9193
247,6043,TBD,TBD,6022,7078,9193
301,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
375,6012,In Progress,TBD,7842,7042,9153
372,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
39,6070,TBD,TBD,6014,8980,8092
29,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
389,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
305,6070,TBD,TBD,6014,8980,8092
262,6092,TBD,TBD,6022,7078,9193
108,7038,TBD,TBD,6014,6061,8092
248,6043,TBD,TBD,6022,7078,9193
414,6009,TBD,TBD,7842,7078,9193
111,6020,In Progress,"Proj: FY 25, Q4",6014,6061,8092
94,7035,TBD,TBD,6014,6061,8092
300,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
413,6009,TBD,TBD,7842,7078,9193
435,7039,TBD,TBD,6022,7078,9193
272,6069,TBD,TBD,7842,7067,9193
441,7039,TBD,TBD,6022,7078,9193
384,6012,In Progress,TBD,7842,7042,9153
108,7038,TBD,TBD,6014,6061,8092
315,7045,TBD,TBD,6041,8980,9196
21,6054,TBD,TBD,6014,6061,8092
265,6092,TBD,TBD,6022,7078,9193
18,6054,TBD,TBD,6014,6061,8092
269,7039,TBD,TBD,6022,7078,9193
61,7036,TBD,TBD,6005,7042,9153
286,7045,TBD,TBD,6041,8980,9196
221,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
97,7035,TBD,TBD,6014,6061,8092
65,7036,TBD,TBD,6005,7042,9153
223,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
366,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
381,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
270,7039,TBD,TBD,6022,7078,9193
384,6012,In Progress,TBD,7842,7042,9153
421,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
207,6043,TBD,TBD,6022,7078,9193
364,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
341,6069,TBD,TBD,7842,7067,9193
248,6043,TBD,TBD,6022,7078,9193
264,6092,TBD,TBD,6022,7078,9193
278,6092,TBD,TBD,6022,7078,9193
204,6043,TBD,TBD,6022,7078,9193
203,6043,TBD,TBD,6022,7078,9193
290,6023,In Progress,TBD,6014,6088,8092
247,6043,TBD,TBD,6022,7078,9193
259,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
218,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
204,6043,TBD,TBD,6022,7078,9193
213,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
439,7039,TBD,TBD,6022,7078,9193
418,6009,TBD,TBD,7842,7078,9193
204,6043,TBD,TBD,6022,7078,9193
222,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
391,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
413,6009,TBD,TBD,7842,7078,9193
107,7038,TBD,TBD,6014,6061,8092
406,6012,In Progress,TBD,7842,7042,9153
405,7026,TBD,TBD,6029,6060,9195
405,7026,TBD,TBD,6029,6060,9195
403,7026,TBD,TBD,6029,6060,9195
221,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
405,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
225,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
98,7035,TBD,TBD,6014,6061,8092
213,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
436,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
419,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
213,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
439,7039,TBD,TBD,6022,7078,9193
316,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
275,6009,TBD,TBD,7842,7078,9193
309,6070,TBD,TBD,6014,8980,8092
440,7039,TBD,TBD,6022,7078,9193
275,6009,TBD,TBD,7842,7078,9193
44,6068,TBD,TBD,7842,7042,9153
381,7026,TBD,TBD,6029,6060,9195
381,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
120,6006,In Progress,TBD,7842,7067,8092
249,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
429,6035,In Progress,TBD,7842,7042,9193
381,7026,TBD,TBD,6029,6060,9195
7,6054,TBD,TBD,6014,6061,8092
223,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
305,6070,TBD,TBD,6014,8980,8092
314,6023,In Progress,TBD,6014,6088,8092
121,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
121,6066,TBD,TBD,6022,7067,9193
136,6018,"Proj: FY25, Q4",TBD,7842,7067,9153
120,6006,In Progress,TBD,7842,7067,8092
421,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
439,7039,TBD,TBD,6022,7078,9193
423,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
421,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
365,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
418,6009,TBD,TBD,7842,7078,9193
243,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
317,7045,TBD,TBD,6041,8980,9196
259,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
238,6092,TBD,TBD,6022,7078,9193
239,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
13,6006,In Progress,TBD,7842,7067,8092
112,6020,In Progress,"Proj: FY 25, Q4",6014,6061,8092
430,6009,TBD,TBD,7842,7078,9193
382,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
314,6023,In Progress,TBD,6014,6088,8092
238,6092,TBD,TBD,6022,7078,9193
22,6054,TBD,TBD,6014,6061,8092
269,7039,TBD,TBD,6022,7078,9193
263,6092,TBD,TBD,6022,7078,9193
413,6009,TBD,TBD,7842,7078,9193
376,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
14,6011,In Progress,"Proj: FY 26, Q3",7842,7067,9153
78,7036,TBD,TBD,6005,7042,9153
223,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
415,6009,TBD,TBD,7842,7078,9193
266,6092,TBD,TBD,6022,7078,9193
298,6070,TBD,TBD,6014,8980,8092
317,7045,TBD,TBD,6041,8980,9196
430,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
112,6020,In Progress,"Proj: FY 25, Q4",6014,6061,8092
301,6023,In Progress,TBD,6014,6088,8092
221,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
221,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
258,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
415,6009,TBD,TBD,7842,7078,9193
409,6035,In Progress,TBD,7842,7042,9193
382,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
415,6009,TBD,TBD,7842,7078,9193
225,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
553,7038,TBD,TBD,6014,6061,8092
371,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
111,6020,In Progress,"Proj: FY 25, Q4",6014,6061,8092
340,6069,TBD,TBD,7842,7067,9193
442,7039,TBD,TBD,6022,7078,9193
70,6012,In Progress,TBD,7842,7042,9153
108,7038,TBD,TBD,6014,6061,8092
482,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
218,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
430,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
225,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
320,7045,TBD,TBD,6041,8980,9196
287,6023,In Progress,TBD,6014,6088,8092
290,6023,In Progress,TBD,6014,6088,8092
287,6023,In Progress,TBD,6014,6088,8092
426,6009,TBD,TBD,7842,7078,9193
301,6023,In Progress,TBD,6014,6088,8092
415,6009,TBD,TBD,7842,7078,9193
233,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
136,6018,"Proj: FY25, Q4",TBD,7842,7067,9153
270,6092,TBD,TBD,6022,7078,9193
369,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
369,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
427,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
430,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
111,6020,In Progress,"Proj: FY 25, Q4",6014,6061,8092
234,7045,TBD,TBD,6041,8980,9196
430,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
213,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
201,6043,TBD,TBD,6022,7078,9193
107,7038,TBD,TBD,6014,6061,8092
196,6043,TBD,TBD,6022,7078,9193
430,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
320,7045,TBD,TBD,6041,8980,9196
412,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
426,6009,TBD,TBD,7842,7078,9193
246,6092,TBD,TBD,6022,7078,9193
262,6092,TBD,TBD,6022,7078,9193
368,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
388,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
435,7039,TBD,TBD,6022,7078,9193
308,6070,TBD,TBD,6014,8980,8092
264,6092,TBD,TBD,6022,7078,9193
452,6021,"Proj: FY26, Q2",TBD,6029,6060,9195
463,7033,TBD,TBD,6029,6060,9195
266,6092,TBD,TBD,6022,7078,9193
482,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
298,6023,In Progress,TBD,6014,6088,8092
394,7033,TBD,TBD,6029,6060,9195
396,7033,TBD,TBD,6029,6060,9195
145,6018,"Proj: FY25, Q4",TBD,7842,7067,9153
424,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
448,6021,"Proj: FY26, Q2",TBD,6029,6060,9195
218,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
427,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
247,6043,TBD,TBD,6022,7078,9193
427,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
229,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
259,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
248,6043,TBD,TBD,6022,7078,9193
442,7039,TBD,TBD,6022,7078,9193
582,7026,TBD,TBD,6029,6060,9195
405,7026,TBD,TBD,6029,6060,9195
447,6021,"Proj: FY26, Q2",TBD,6029,6060,9195
457,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
238,6092,TBD,TBD,6022,7078,9193
424,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
23,6054,TBD,TBD,6014,6061,8092
296,6023,In Progress,TBD,6014,6088,8092
249,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
427,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
449,6021,"Proj: FY26, Q2",TBD,6029,6060,9195
396,7033,TBD,TBD,6029,6060,9195
429,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
26,6054,TBD,TBD,6014,6061,8092
450,6021,"Proj: FY26, Q2",TBD,6029,6060,9195
445,7033,TBD,TBD,6029,6060,9195
108,7038,TBD,TBD,6014,6061,8092
553,7038,TBD,TBD,6014,6061,8092
234,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
205,6043,TBD,TBD,6022,7078,9193
202,6043,TBD,TBD,6022,7078,9193
219,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
217,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
265,6092,TBD,TBD,6022,7078,9193
356,6094,TBD,TBD,7842,7042,9153
370,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
362,6035,In Progress,TBD,7842,7042,9193
447,6021,"Proj: FY26, Q2",TBD,6029,6060,9195
482,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
275,6009,TBD,TBD,7842,7078,9193
42,6070,TBD,TBD,6014,8980,8092
430,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
14,6011,In Progress,"Proj: FY 26, Q3",7842,7067,9153
119,6006,In Progress,TBD,7842,7067,8092
237,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
457,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
419,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
192,6038,In Progress,"Proj: FY 26, Q4",6041,6088,9196
205,6043,TBD,TBD,6022,7078,9193
366,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
308,6070,TBD,TBD,6014,8980,8092
297,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
452,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
457,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
381,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
238,6092,TBD,TBD,6022,7078,9193
192,6038,In Progress,"Proj: FY 26, Q4",6041,6088,9196
14,6011,In Progress,"Proj: FY 26, Q3",7842,7067,9153
418,6009,TBD,TBD,7842,7078,9193
213,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
226,6080,TBD,TBD,6041,6088,9196
447,6021,"Proj: FY26, Q2",TBD,6029,6060,9195
426,6009,TBD,TBD,7842,7078,9193
352,6094,TBD,TBD,7842,7042,9153
427,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
213,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
251,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
457,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
288,6023,In Progress,TBD,6014,6088,8092
412,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
424,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
419,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
442,7039,TBD,TBD,6022,7078,9193
427,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
432,6035,In Progress,TBD,7842,7042,9193
7,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
247,6092,TBD,TBD,6022,7078,9193
237,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
301,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
202,6043,TBD,TBD,6022,7078,9193
439,7039,TBD,TBD,6022,7078,9193
232,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
581,6021,"Proj: FY26, Q2",TBD,6029,6060,9195
372,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
248,6043,TBD,TBD,6022,7078,9193
392,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
427,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
444,7039,TBD,TBD,6022,7078,9193
453,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
312,7045,TBD,TBD,6041,8980,9196
320,7045,TBD,TBD,6041,8980,9196
419,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
482,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
228,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
425,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
30,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
379,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
448,7033,TBD,TBD,6029,6060,9195
302,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
304,6070,TBD,TBD,6014,8980,8092
294,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
299,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
239,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
306,6070,TBD,TBD,6014,8980,8092
247,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
269,7039,TBD,TBD,6022,7078,9193
438,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
168,7034,TBD,TBD,6041,6088,9196
433,6035,In Progress,TBD,7842,7042,9193
436,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
192,6038,In Progress,"Proj: FY 26, Q4",6041,6088,9196
280,7045,TBD,TBD,6041,8980,9196
256,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
254,6066,TBD,TBD,6022,7067,9193
189,6038,In Progress,"Proj: FY 26, Q4",6041,6088,9196
442,7039,TBD,TBD,6022,7078,9193
438,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
110,7038,TBD,TBD,6014,6061,8092
268,6092,TBD,TBD,6022,7078,9193
288,6023,In Progress,TBD,6014,6088,8092
413,6009,TBD,TBD,7842,7078,9193
237,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
430,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
403,7026,TBD,TBD,6029,6060,9195
288,6023,In Progress,TBD,6014,6088,8092
289,6023,In Progress,TBD,6014,6088,8092
376,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
275,6092,TBD,TBD,6022,7078,9193
362,6035,In Progress,TBD,7842,7042,9193
445,7033,TBD,TBD,6029,6060,9195
445,7033,TBD,TBD,6029,6060,9195
124,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
427,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
412,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
454,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
183,6030,In Progress,"Proj: FY 26, Q4",6041,6088,9196
401,7026,TBD,TBD,6029,6060,9195
459,7033,TBD,TBD,6029,6060,9195
21,6070,TBD,TBD,6014,8980,8092
92,7038,TBD,TBD,6014,6061,8092
280,7045,TBD,TBD,6041,8980,9196
453,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
191,6038,In Progress,"Proj: FY 26, Q4",6041,6088,9196
208,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
401,7026,TBD,TBD,6029,6060,9195
248,6043,TBD,TBD,6022,7078,9193
140,6011,In Progress,"Proj: FY 26, Q3",7842,7067,9153
2,6006,In Progress,TBD,7842,7067,8092
111,6020,In Progress,"Proj: FY 25, Q4",6014,6061,8092
278,6009,TBD,TBD,7842,7078,9193
320,7045,TBD,TBD,6041,8980,9196
285,7034,TBD,TBD,6041,6088,9196
508,6023,In Progress,TBD,6014,6088,8092
508,6023,In Progress,TBD,6014,6088,8092
222,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
204,6043,TBD,TBD,6022,7078,9193
25,6054,TBD,TBD,6014,6061,8092
418,6009,TBD,TBD,7842,7078,9193
421,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
413,6009,TBD,TBD,7842,7078,9193
216,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
315,7045,TBD,TBD,6041,8980,9196
439,7039,TBD,TBD,6022,7078,9193
239,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
239,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
287,6023,In Progress,TBD,6014,6088,8092
192,6038,In Progress,"Proj: FY 26, Q4",6041,6088,9196
414,6009,TBD,TBD,7842,7078,9193
203,6043,TBD,TBD,6022,7078,9193
273,6092,TBD,TBD,6022,7078,9193
269,6092,TBD,TBD,6022,7078,9193
284,7034,TBD,TBD,6041,6088,9196
268,6092,TBD,TBD,6022,7078,9193
421,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
227,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
263,6092,TBD,TBD,6022,7078,9193
284,7034,TBD,TBD,6041,6088,9196
165,7034,TBD,TBD,6041,6088,9196
258,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
192,6038,In Progress,"Proj: FY 26, Q4",6041,6088,9196
239,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
371,6031,"Proj: FY25, Q4",TBD,6029,6060,9195
461,7033,TBD,TBD,6029,6060,9195
36,6010,In Progress,"Proj: FY 26, Q1",6014,6061,8092
183,6030,In Progress,"Proj: FY 26, Q4",6041,6088,9196
222,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
297,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
204,6043,TBD,TBD,6022,7078,9193
184,6030,In Progress,"Proj: FY 26, Q4",6041,6088,9196
203,6043,TBD,TBD,6022,7078,9193
453,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
462,7033,TBD,TBD,6029,6060,9195
419,6025,In Progress,"Proj: FY 26, Q2",6022,7078,9193
239,6017,"Proj: FY25, Q4",TBD,6022,7067,9193
288,6023,In Progress,TBD,6014,6088,8092
455,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
341,6069,TBD,TBD,7842,7067,9193
157,6030,In Progress,"Proj: FY 26, Q4",6041,6088,9196
311,6039,In Progress,"Proj: FY 26, Q2",6022,8980,8092
413,6009,TBD,TBD,7842,7078,9193
231,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
23,6054,TBD,TBD,6014,6061,8092
300,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
582,7026,TBD,TBD,6029,6060,9195
237,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
229,6027,In Progress,"Proj: FY 26, Q4",6041,6088,9196
202,6043,TBD,TBD,6022,7078,9193
468,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
288,6023,In Progress,TBD,6014,6088,8092
310,6040,In Progress,"Proj: FY 27, Q1",6014,8980,8092
478,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
442,7039,TBD,TBD,6022,7078,9193
168,7034,TBD,TBD,6041,6088,9196
382,6019,"Proj: FY26, Q2",TBD,6029,7042,9195
265,6092,TBD,TBD,6022,7078,9193
315,7045,TBD,TBD,6041,8980,9196
190,6038,In Progress,"Proj: FY 26, Q4",6041,6088,9196
216,6024,In Progress,"Proj: FY 26, Q1",6022,8980,9193
580,6066,TBD,TBD,6022,7067,9193
477,6026,"Proj: FY25, Q4",TBD,6029,6060,9195
184,6030,In Progress,"Proj: FY 26, Q4",6041,6088,9196
