CLUB #,ITEM #,SDC,DC name,Item Description,DISTRO,Region,Market
6653,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,12,Northeast,38
6655,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,14,Northeast,38
6657,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,11,North Central,26
6658,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,15,North Central,25
6659,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,20,North Central,26
6660,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,6,North Central,26
6661,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,15,North Central,25
6662,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,18,North Central,26
6663,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,8,North Central,25
6664,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,11,North Central,26
6666,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,11,North Central,26
6667,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,9,North Central,26
6670,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,23,Northeast,39
6671,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,10,Northeast,39
6672,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,11,South Central,6
6673,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,17,Northeast,37
6674,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,12,Northeast,40
6675,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,20,Northeast,37
6676,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,18,Northeast,39
6677,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,19,Northeast,33
6678,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,14,Northeast,33
6679,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,17,Northeast,33
6680,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,13,Southeast,36
6682,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,14,Western,3
6683,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,8,Western,3
6684,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,13,Western,3
6685,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,12,Western,3
6686,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,9,Western,3
6689,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,10,Southeast,36
6690,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,7,Southeast,36
6692,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,22,Western,4
6693,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,13,Northeast,39
6779,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,15,Central,10
6781,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,12,South Central,11
6867,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,14,South Central,15
6976,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,35
6979,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,15,North Central,8
7189,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,7,Central,10
7658,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,29
7676,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,19,South Central,6
8102,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,21,Mississippi Valley,24
8104,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,16
8106,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,17,Mississippi Valley,24
8107,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,11,Mississippi Valley,24
8111,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,20,Central,22
8112,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,20,Mississippi Valley,23
8114,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,17,Mississippi Valley,17
8115,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,26,Southeast,29
8116,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,29
8117,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,20,Central,10
8119,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,20,Mississippi Valley,24
8120,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,15,Southeast,29
8123,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,23,Central,22
8125,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,19
8126,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,35,South Central,12
8128,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,9,Central,21
8129,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,20,Southeast,35
8130,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,7,Southeast,32
8132,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,22
8133,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,19,Central,22
8134,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,14,Central,16
8135,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,24,Central,21
8136,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,22
8138,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,10,Southeast,36
8139,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,14,North Central,26
8141,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,8,Southeast,32
8142,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,29,Southeast,30
8144,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,10,Northeast,39
8145,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,11,Northeast,39
8146,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,21,North Central,8
8147,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,7,North Central,7
8149,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,10,North Central,18
8150,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,32
8151,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,20,Southeast,29
8152,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,22,Mississippi Valley,27
8153,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,30,South Central,6
8155,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,17,Southeast,31
8156,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,48,South Central,12
8157,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,11,Southeast,32
8158,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,9,Mississippi Valley,28
8160,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,17,Northeast,39
8161,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,14,Northeast,38
8162,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,7,North Central,8
8163,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,12,Central,9
8164,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,12,North Central,18
8165,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,22,North Central,7
8166,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,15,Mississippi Valley,28
8167,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,11,North Central,18
8168,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,21,Central,21
8169,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,17,Central,21
8172,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,18,North Central,7
8173,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,18,Southeast,32
8174,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,30,Central,21
8175,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,13,Northeast,39
8176,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,21,Central,9
8177,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,14,Western,4
8181,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,19,Mississippi Valley,17
8182,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,10,Central,19
8183,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,20,North Central,18
8184,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,11,North Central,20
8185,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,16,North Central,18
8186,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,10,Northeast,40
8188,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,19,Central,22
8190,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,10,South Central,15
8191,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,15,Northeast,40
8192,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,10,Southeast,29
8193,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,18,Northeast,38
8194,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,21,Mississippi Valley,28
8196,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,12,Mississippi Valley,24
8197,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,14,Central,21
8201,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,10,Southeast,31
8202,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,13,Southeast,29
8203,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,11,Mississippi Valley,28
8205,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,23,Central,19
8207,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,9
8208,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,15,Central,9
8209,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,15,Central,16
8210,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,18,South Central,11
8211,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,16,Mississippi Valley,28
8213,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,25,Mississippi Valley,24
8215,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,17,Central,21
8218,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,19,Southeast,35
8219,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,30
8220,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,12,Northeast,34
8221,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,17,Mississippi Valley,17
8222,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,21,Mississippi Valley,23
8223,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,10,Southeast,35
8224,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,14,Central,10
8225,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,10,Mississippi Valley,28
8226,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,21,South Central,11
8227,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,26,South Central,12
8228,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,21,Northeast,34
8236,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,22,Mississippi Valley,24
8237,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,22,Mississippi Valley,17
8238,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,17,North Central,8
8239,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,13,Central,10
8241,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,23,Central,10
8242,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,15,South Central,14
8243,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,20,Central,9
8244,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,20,South Central,15
8245,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,18,South Central,13
8246,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,14,South Central,15
8247,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,15,Mississippi Valley,24
8248,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,11,South Central,14
8250,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,38,South Central,12
8251,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,24,Central,19
8252,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,16,Southeast,29
8253,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,29
8254,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,27,Central,9
8256,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,18,Mississippi Valley,23
8257,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,24,Mississippi Valley,23
8259,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,12,South Central,13
8261,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,14,Mississippi Valley,17
8262,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,20,South Central,12
8263,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,16,Central,10
8264,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,22,South Central,12
8265,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,15,South Central,15
8266,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,15,Central,16
8267,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,21,South Central,12
8268,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,17,South Central,11
8269,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,18,South Central,11
8270,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,28,South Central,6
8271,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,19,Mississippi Valley,17
8272,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,12,Western,5
8273,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,22,Mississippi Valley,17
8274,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,15,South Central,15
8275,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,21,South Central,15
8276,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,19,Central,22
8277,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,13,South Central,11
8278,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,20,Southeast,30
8279,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,10,South Central,6
8280,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,34,South Central,6
8281,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,27,South Central,13
8282,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,36,South Central,11
8283,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,35
8284,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,22,South Central,15
8285,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,24,Central,19
8286,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,14,South Central,11
8287,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,36,Mississippi Valley,28
8288,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,17,South Central,6
8289,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,12,Central,10
8290,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,9,Southeast,36
8291,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,6,North Central,25
8292,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,18,Mississippi Valley,23
8293,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,24,Central,9
8294,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,12,Mississippi Valley,23
8295,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,16,Central,16
8296,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,20,Central,16
8297,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,12,North Central,20
8298,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,12,Central,21
8299,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,9,South Central,14
4109,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,14,Mississippi Valley,17
4702,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,9,South Central,15
4703,104856,4877,Cheyenne,1/2 SHT WHT IN TRAY 6CT,9,South Central,6
4707,104856,4882,Harrisonville,1/2 SHT WHT IN TRAY 6CT,10,Central,9
4710,104856,4891,Henderson,1/2 SHT WHT IN TRAY 6CT,13,Northeast,34
4711,104856,4891,Henderson,1/2 SHT WHT IN TRAY 6CT,15,Northeast,34
4712,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,8,South Central,15
4713,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,9,South Central,13
4720,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,4,South Central,13
4721,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,15,South Central,13
4722,104856,4886,Pottsville,1/2 SHT WHT IN TRAY 6CT,11,Northeast,39
4724,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,13,Mississippi Valley,24
4728,104856,4885,Washington Court House,1/2 SHT WHT IN TRAY 6CT,12,Central,22
4729,104856,6296,Bedford,1/2 SHT WHT IN TRAY 6CT,6,Northeast,38
4731,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,8,Central,10
4736,104856,7328,Mankato,1/2 SHT WHT IN TRAY 6CT,11,North Central,18
4738,104856,7328,Mankato,1/2 SHT WHT IN TRAY 6CT,9,North Central,18
4739,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,14,Mississippi Valley,28
4740,104856,6294,Olney,1/2 SHT WHT IN TRAY 6CT,30,Mississippi Valley,23
4741,104856,6294,Olney,1/2 SHT WHT IN TRAY 6CT,16,Central,19
4742,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,13,South Central,11
4743,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,8,South Central,14
4745,104856,4877,Cheyenne,1/2 SHT WHT IN TRAY 6CT,8,Western,5
4749,104856,4882,Harrisonville,1/2 SHT WHT IN TRAY 6CT,11,Central,16
4750,104856,4885,Washington Court House,1/2 SHT WHT IN TRAY 6CT,11,Northeast,33
4761,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,8,Central,10
4763,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,9,South Central,15
4764,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,10,South Central,15
4769,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,7,South Central,15
4770,104856,4877,Cheyenne,1/2 SHT WHT IN TRAY 6CT,6,North Central,7
4771,104856,4886,Pottsville,1/2 SHT WHT IN TRAY 6CT,7,Northeast,38
4772,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,8,Southeast,31
4774,104856,6297,Johnstown,1/2 SHT WHT IN TRAY 6CT,6,Northeast,40
4775,104856,4887,Hammond,1/2 SHT WHT IN TRAY 6CT,17,Mississippi Valley,17
4776,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,12,Mississippi Valley,24
4777,104856,4877,Cheyenne,1/2 SHT WHT IN TRAY 6CT,7,Western,5
4778,104856,4044,Indy,1/2 SHT WHT IN TRAY 6CT,12,North Central,26
4780,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,8,Mississippi Valley,28
4781,104856,4044,Indy,1/2 SHT WHT IN TRAY 6CT,18,North Central,25
4782,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,9,Southeast,36
4783,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,8,South Central,14
4785,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,10,Southeast,36
4787,104856,7328,Mankato,1/2 SHT WHT IN TRAY 6CT,11,North Central,18
4789,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,10,Mississippi Valley,28
4790,104856,4887,Hammond,1/2 SHT WHT IN TRAY 6CT,26,Mississippi Valley,17
4791,104856,4882,Harrisonville,1/2 SHT WHT IN TRAY 6CT,8,Central,9
4794,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,6,Southeast,31
4795,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,11,South Central,14
4797,104856,4891,Henderson,1/2 SHT WHT IN TRAY 6CT,15,Southeast,30
4798,104856,4891,Henderson,1/2 SHT WHT IN TRAY 6CT,14,Northeast,34
4801,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,9,Southeast,31
4802,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,10,Mississippi Valley,28
4804,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,13,Mississippi Valley,28
4805,104856,4877,Cheyenne,1/2 SHT WHT IN TRAY 6CT,10,Western,3
4808,104856,4882,Harrisonville,1/2 SHT WHT IN TRAY 6CT,9,Central,16
4815,104856,4897,Sterling,1/2 SHT WHT IN TRAY 6CT,10,Central,21
4816,104856,4877,Cheyenne,1/2 SHT WHT IN TRAY 6CT,7,Western,5
4817,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,17,Mississippi Valley,24
4818,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,8,Southeast,31
4820,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,10,Southeast,29
4824,104856,4888,Colton,1/2 SHT WHT IN TRAY 6CT,2,Western,1
4825,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,8,Central,16
4828,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,6,Southeast,36
4830,104856,4888,Colton,1/2 SHT WHT IN TRAY 6CT,2,Western,4
4831,104856,4891,Henderson,1/2 SHT WHT IN TRAY 6CT,16,Southeast,35
4836,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,9,Mississippi Valley,24
4837,104856,4887,Hammond,1/2 SHT WHT IN TRAY 6CT,20,Mississippi Valley,17
4839,104856,4882,Harrisonville,1/2 SHT WHT IN TRAY 6CT,13,Central,10
4840,104856,4897,Sterling,1/2 SHT WHT IN TRAY 6CT,6,North Central,20
4843,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,16,South Central,15
4846,104856,4885,Washington Court House,1/2 SHT WHT IN TRAY 6CT,14,Northeast,33
4847,104856,6296,Bedford,1/2 SHT WHT IN TRAY 6CT,12,Northeast,33
4850,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,26,South Central,12
4851,104856,4044,Indy,1/2 SHT WHT IN TRAY 6CT,16,Central,22
4852,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,5,Southeast,31
4853,104856,4877,Cheyenne,1/2 SHT WHT IN TRAY 6CT,6,Western,5
4855,104856,4886,Pottsville,1/2 SHT WHT IN TRAY 6CT,8,Northeast,38
4857,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,8,Southeast,32
4859,104856,6296,Bedford,1/2 SHT WHT IN TRAY 6CT,15,Northeast,37
4860,104856,4885,Washington Court House,1/2 SHT WHT IN TRAY 6CT,17,Northeast,34
4861,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,4,Southeast,31
4866,104856,4042,Cocoa,1/2 SHT WHT IN TRAY 6CT,8,Southeast,36
4870,104856,4882,Harrisonville,1/2 SHT WHT IN TRAY 6CT,16,Central,9
4872,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,10,Southeast,35
4873,104856,4882,Harrisonville,1/2 SHT WHT IN TRAY 6CT,11,North Central,8
4874,104856,4887,Hammond,1/2 SHT WHT IN TRAY 6CT,11,Mississippi Valley,17
4875,104856,6294,Olney,1/2 SHT WHT IN TRAY 6CT,15,Central,19
4876,104856,6294,Olney,1/2 SHT WHT IN TRAY 6CT,13,Central,22
4878,104856,6294,Olney,1/2 SHT WHT IN TRAY 6CT,15,Central,19
4879,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,20,Southeast,29
4901,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,13,Southeast,30
4905,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,10,South Central,11
4906,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,10,South Central,14
4911,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,19,South Central,11
4914,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,8,South Central,12
4915,104856,4888,Colton,1/2 SHT WHT IN TRAY 6CT,3,Western,4
4917,104856,4891,Henderson,1/2 SHT WHT IN TRAY 6CT,6,Southeast,30
4920,104856,4882,Harrisonville,1/2 SHT WHT IN TRAY 6CT,13,Central,9
4926,104856,4044,Indy,1/2 SHT WHT IN TRAY 6CT,10,Central,21
4933,104856,7328,Mankato,1/2 SHT WHT IN TRAY 6CT,13,North Central,7
4936,104856,6296,Bedford,1/2 SHT WHT IN TRAY 6CT,11,Northeast,33
4938,104856,4877,Cheyenne,1/2 SHT WHT IN TRAY 6CT,10,South Central,6
4939,104856,6295,Terrell,1/2 SHT WHT IN TRAY 6CT,15,South Central,12
4942,104856,4897,Sterling,1/2 SHT WHT IN TRAY 6CT,11,North Central,20
4944,104856,4044,Indy,1/2 SHT WHT IN TRAY 6CT,14,North Central,25
4946,104856,4891,Henderson,1/2 SHT WHT IN TRAY 6CT,12,Southeast,35
4947,104856,4885,Washington Court House,1/2 SHT WHT IN TRAY 6CT,10,Mississippi Valley,27
4948,104856,4883,Pauls Valley,1/2 SHT WHT IN TRAY 6CT,12,South Central,11
4950,104856,4880,Monroe,1/2 SHT WHT IN TRAY 6CT,8,Southeast,30
4952,104856,6296,Bedford,1/2 SHT WHT IN TRAY 6CT,8,Northeast,37
