Store Nbr,Market,Region,Tier,Details
2258,283,75,Tier 2,GM Pause
253,272,25,Tier 1,ISA On in Total Store
5447,176,17,Tier 1,ISA On in Total Store
3477,465,57,Tier 1,ISA On in Total Store
813,81,5,Tier 1,ISA On in Total Store
404,87,6,Tier 1,ISA On in Total Store
2785,192,17,Tier 1,ISA On in Total Store
2735,454,56,Tier 1,ISA On in Total Store
3151,432,47,Tier 1,ISA On in Total Store
5697,495,59,Tier 1,ISA On in Total Store
2406,488,72,Tier 1,ISA On in Total Store
5247,479,5,Tier 1,ISA On in Total Store
4672,544,72,Tier 1,ISA On in Total Store
5881,167,22,Tier 1,ISA On in Total Store
2484,118,9,Tier 1,ISA On in Total Store
5814,26,2,Tier 1,ISA On in Total Store
2713,3,14,Tier 1,ISA On in Total Store
714,327,42,Tier 1,ISA On in Total Store
4497,13,14,Tier 1,ISA On in Total Store
4148,499,59,Tier 1,ISA On in Total Store
1199,388,54,Tier 1,ISA On in Total Store
3542,562,64,Tier 1,ISA On in Total Store
1568,229,20,Tier 1,ISA On in Total Store
1718,222,21,Tier 1,ISA On in Total Store
3103,409,44,Tier 1,ISA On in Total Store
2256,296,26,Tier 1,ISA On in Total Store
1375,97,3,Tier 1,ISA On in Total Store
2487,515,61,Tier 2,GM Pause
3084,551,61,Tier 1,ISA On in Total Store
5168,405,46,Tier 1,ISA On in Total Store
783,359,40,Tier 2,GM Pause
3269,180,16,Tier 1,ISA On in Total Store
5321,102,72,Tier 1,ISA On in Total Store
196,271,25,Tier 1,ISA On in Total Store
1039,304,4,Tier 1,ISA On in Total Store
2834,50,5,Tier 1,ISA On in Total Store
899,27,3,Tier 1,ISA On in Total Store
2609,465,57,Tier 1,ISA On in Total Store
4252,364,46,Tier 1,ISA On in Total Store
21,336,40,Tier 1,ISA On in Total Store
3489,281,75,Tier 1,ISA On in Total Store
4435,149,12,Tier 1,ISA On in Total Store
5649,170,22,Tier 1,ISA On in Total Store
2668,435,53,Tier 1,ISA On in Total Store
4430,373,46,Tier 1,ISA On in Total Store
205,138,14,Tier 1,ISA On in Total Store
2739,14,14,Tier 1,ISA On in Total Store
2306,11,14,Tier 1,ISA On in Total Store
3370,115,9,Tier 1,ISA On in Total Store
5220,112,9,Tier 1,ISA On in Total Store
2253,458,57,Tier 1,ISA On in Total Store
2189,392,56,Tier 1,ISA On in Total Store
896,49,5,Tier 1,ISA On in Total Store
198,272,25,Tier 1,ISA On in Total Store
3645,73,46,Tier 1,ISA On in Total Store
1304,247,21,Tier 1,ISA On in Total Store
2292,484,57,Tier 1,ISA On in Total Store
2558,206,19,Tier 1,ISA On in Total Store
6941,102,72,Tier 1,ISA On in Total Store
4370,392,56,Tier 1,ISA On in Total Store
3389,25,2,Tier 1,ISA On in Total Store
3775,23,2,Tier 1,ISA On in Total Store
5464,543,64,Tier 1,ISA On in Total Store
879,152,41,Tier 1,ISA On in Total Store
2331,162,17,Tier 1,ISA On in Total Store
2491,246,21,Tier 1,ISA On in Total Store
31,351,44,Tier 1,ISA On in Total Store
4512,65,6,Tier 1,ISA On in Total Store
2537,457,56,Tier 1,ISA On in Total Store
3710,20,2,Tier 1,ISA On in Total Store
321,85,6,Tier 1,ISA On in Total Store
6172,485,59,Tier 1,ISA On in Total Store
2794,405,46,Tier 1,ISA On in Total Store
3388,25,2,Tier 1,ISA On in Total Store
5410,215,20,Tier 1,ISA On in Total Store
906,384,46,Tier 1,ISA On in Total Store
286,55,5,Tier 1,ISA On in Total Store
1229,13,14,Tier 1,ISA On in Total Store
3495,149,12,Tier 1,ISA On in Total Store
2920,101,3,Tier 1,ISA On in Total Store
1822,801,29,Tier 1,ISA On in Total Store
2149,216,20,Tier 1,ISA On in Total Store
5185,217,21,Tier 1,ISA On in Total Store
107,146,41,Tier 1,ISA On in Total Store
5381,227,20,Tier 1,ISA On in Total Store
5369,368,46,Tier 2,GM Pause
705,89,9,Tier 1,ISA On in Total Store
669,120,2,Tier 1,ISA On in Total Store
12,347,44,Tier 1,ISA On in Total Store
5480,83,5,Tier 1,ISA On in Total Store
1954,183,16,Tier 1,ISA On in Total Store
1985,508,75,Tier 1,ISA On in Total Store
5272,472,60,Tier 1,ISA On in Total Store
1394,435,53,Tier 1,ISA On in Total Store
2888,233,22,Tier 1,ISA On in Total Store
5854,110,9,Tier 1,ISA On in Total Store
2978,44,5,Tier 1,ISA On in Total Store
4588,91,9,Tier 1,ISA On in Total Store
3430,352,44,Tier 1,ISA On in Total Store
3220,405,46,Tier 1,ISA On in Total Store
434,5,12,Tier 1,ISA On in Total Store
5676,380,47,Tier 1,ISA On in Total Store
4147,500,59,Tier 1,ISA On in Total Store
2725,217,21,Tier 1,ISA On in Total Store
681,3,14,Tier 1,ISA On in Total Store
536,74,5,Tier 1,ISA On in Total Store
5250,90,9,Tier 1,ISA On in Total Store
3771,371,46,Tier 1,ISA On in Total Store
1064,304,4,Tier 1,ISA On in Total Store
5702,561,64,Tier 1,ISA On in Total Store
1900,400,56,Tier 1,ISA On in Total Store
5165,80,6,Tier 1,ISA On in Total Store
5311,52,5,Tier 1,ISA On in Total Store
969,143,13,Tier 1,ISA On in Total Store
1318,122,2,Tier 1,ISA On in Total Store
3056,506,6,Tier 1,ISA On in Total Store
5372,494,59,Tier 1,ISA On in Total Store
1293,30,3,Tier 1,ISA On in Total Store
130,347,44,Tier 1,ISA On in Total Store
504,61,6,Tier 2,GM Pause
287,11,14,Tier 1,ISA On in Total Store
3838,227,20,Tier 1,ISA On in Total Store
864,28,3,Tier 1,ISA On in Total Store
1185,83,5,Tier 1,ISA On in Total Store
5218,111,9,Tier 1,ISA On in Total Store
3765,223,21,Tier 1,ISA On in Total Store
1027,306,4,Tier 1,ISA On in Total Store
2036,317,20,Tier 1,ISA On in Total Store
5269,397,61,Tier 1,ISA On in Total Store
5160,202,19,Tier 1,ISA On in Total Store
194,60,6,Tier 1,ISA On in Total Store
3449,528,64,Tier 1,ISA On in Total Store
5981,552,61,Tier 1,ISA On in Total Store
4350,287,75,Tier 1,ISA On in Total Store
467,52,5,Tier 1,ISA On in Total Store
3584,64,6,Tier 1,ISA On in Total Store
1530,136,12,Tier 1,ISA On in Total Store
1704,453,56,Tier 1,ISA On in Total Store
4257,425,53,Tier 1,ISA On in Total Store
2693,205,19,Tier 1,ISA On in Total Store
1497,266,25,Tier 1,ISA On in Total Store
2244,316,20,Tier 1,ISA On in Total Store
2131,411,47,Tier 1,ISA On in Total Store
8958,515,61,Tier 2,GM Pause
5065,201,19,Tier 1,ISA On in Total Store
2130,183,16,Tier 1,ISA On in Total Store
3313,376,47,Tier 1,ISA On in Total Store
1449,439,53,Tier 1,ISA On in Total Store
1635,442,53,Tier 1,ISA On in Total Store
5824,561,64,Tier 1,ISA On in Total Store
2472,308,26,Tier 1,ISA On in Total Store
629,42,4,Tier 1,ISA On in Total Store
2447,225,21,Tier 1,ISA On in Total Store
1692,445,57,Tier 1,ISA On in Total Store
2140,180,16,Tier 2,GM Pause
3417,105,9,Tier 1,ISA On in Total Store
3562,577,17,Tier 1,ISA On in Total Store
833,271,25,Tier 1,ISA On in Total Store
2753,18,2,Tier 1,ISA On in Total Store
2289,154,16,Tier 1,ISA On in Total Store
5137,376,47,Tier 1,ISA On in Total Store
779,114,9,Tier 1,ISA On in Total Store
5099,388,54,Tier 2,GM Pause
2912,197,19,Tier 2,GM Pause
3277,392,56,Tier 1,ISA On in Total Store
4322,407,47,Tier 2,GM Pause
5072,465,57,Tier 1,ISA On in Total Store
3233,419,52,Tier 1,ISA On in Total Store
1784,477,60,Tier 1,ISA On in Total Store
3720,293,75,Tier 1,ISA On in Total Store
3523,448,57,Tier 1,ISA On in Total Store
3418,112,9,Tier 1,ISA On in Total Store
973,92,9,Tier 2,GM Pause
1598,370,46,Tier 2,GM Pause
3589,403,54,Tier 1,ISA On in Total Store
1832,463,57,Tier 1,ISA On in Total Store
3208,582,54,Tier 1,ISA On in Total Store
168,345,44,Tier 1,ISA On in Total Store
678,123,2,Tier 1,ISA On in Total Store
934,1,14,Tier 1,ISA On in Total Store
3658,298,26,Tier 1,ISA On in Total Store
1899,461,57,Tier 1,ISA On in Total Store
5882,108,9,Tier 1,ISA On in Total Store
4553,361,40,Tier 1,ISA On in Total Store
1633,424,52,Tier 1,ISA On in Total Store
1198,506,6,Tier 1,ISA On in Total Store
3474,115,9,Tier 2,GM Pause
5471,213,19,Tier 1,ISA On in Total Store
2133,82,5,Tier 1,ISA On in Total Store
4696,582,54,Tier 1,ISA On in Total Store
3169,83,5,Tier 1,ISA On in Total Store
3231,321,42,Tier 1,ISA On in Total Store
407,81,5,Tier 1,ISA On in Total Store
2532,263,53,Tier 1,ISA On in Total Store
16,321,42,Tier 1,ISA On in Total Store
602,68,6,Tier 1,ISA On in Total Store
6929,76,5,Tier 1,ISA On in Total Store
6480,373,46,Tier 1,ISA On in Total Store
1665,239,21,Tier 1,ISA On in Total Store
138,357,40,Tier 1,ISA On in Total Store
530,327,42,Tier 1,ISA On in Total Store
1807,165,22,Tier 1,ISA On in Total Store
4357,545,72,Tier 1,ISA On in Total Store
381,81,5,Tier 1,ISA On in Total Store
2695,89,9,Tier 1,ISA On in Total Store
5290,528,64,Tier 1,ISA On in Total Store
1623,226,17,Tier 2,GM Pause
1518,482,25,Tier 1,ISA On in Total Store
1148,349,44,Tier 1,ISA On in Total Store
2240,811,29,Tier 1,ISA On in Total Store
4619,492,72,Tier 1,ISA On in Total Store
1036,294,2,Tier 1,ISA On in Total Store
1804,248,21,Tier 2,GM Pause
493,260,41,Tier 1,ISA On in Total Store
4358,432,47,Tier 1,ISA On in Total Store
5462,476,60,Tier 1,ISA On in Total Store
7362,504,64,Tier 1,ISA On in Total Store
19,335,40,Tier 1,ISA On in Total Store
709,256,41,Tier 1,ISA On in Total Store
1487,238,19,Tier 1,ISA On in Total Store
2156,171,17,Tier 2,GM Pause
5221,548,72,Tier 1,ISA On in Total Store
216,271,25,Tier 1,ISA On in Total Store
1025,141,13,Tier 1,ISA On in Total Store
1130,39,2,Tier 1,ISA On in Total Store
1594,219,21,Tier 1,ISA On in Total Store
1761,341,25,Tier 1,ISA On in Total Store
7299,488,72,Tier 2,GM Pause
1313,77,6,Tier 1,ISA On in Total Store
4174,512,61,Tier 1,ISA On in Total Store
2598,454,56,Tier 1,ISA On in Total Store
3241,369,46,Tier 1,ISA On in Total Store
936,273,25,Tier 1,ISA On in Total Store
5968,283,75,Tier 1,ISA On in Total Store
1184,20,2,Tier 1,ISA On in Total Store
1038,425,53,Tier 1,ISA On in Total Store
3868,127,42,Tier 1,ISA On in Total Store
2048,453,56,Tier 1,ISA On in Total Store
2889,415,52,Tier 1,ISA On in Total Store
2295,287,75,Tier 1,ISA On in Total Store
2228,154,16,Tier 1,ISA On in Total Store
5705,37,4,Tier 2,GM Pause
3199,504,64,Tier 1,ISA On in Total Store
2787,249,25,Tier 1,ISA On in Total Store
147,350,44,Tier 1,ISA On in Total Store
2488,566,59,Tier 1,ISA On in Total Store
2758,181,16,Tier 1,ISA On in Total Store
5089,423,52,Tier 1,ISA On in Total Store
4285,214,20,Tier 1,ISA On in Total Store
70,329,12,Tier 1,ISA On in Total Store
2678,201,19,Tier 1,ISA On in Total Store
60,339,40,Tier 1,ISA On in Total Store
2963,108,9,Tier 1,ISA On in Total Store
630,38,4,Tier 1,ISA On in Total Store
2249,467,60,Tier 1,ISA On in Total Store
2627,112,9,Tier 1,ISA On in Total Store
1817,475,60,Tier 1,ISA On in Total Store
20,357,40,Tier 1,ISA On in Total Store
4511,279,25,Tier 1,ISA On in Total Store
2119,451,56,Tier 1,ISA On in Total Store
7315,498,59,Tier 1,ISA On in Total Store
259,583,5,Tier 1,ISA On in Total Store
823,345,44,Tier 1,ISA On in Total Store
5622,102,72,Tier 1,ISA On in Total Store
5192,454,56,Tier 1,ISA On in Total Store
1597,356,44,Tier 1,ISA On in Total Store
1434,391,47,Tier 1,ISA On in Total Store
2015,292,75,Tier 1,ISA On in Total Store
4237,42,4,Tier 1,ISA On in Total Store
5857,219,21,Tier 1,ISA On in Total Store
5216,70,46,Tier 2,GM Pause
2948,484,57,Tier 1,ISA On in Total Store
954,141,13,Tier 1,ISA On in Total Store
1728,239,21,Tier 1,ISA On in Total Store
5715,58,64,Tier 1,ISA On in Total Store
817,90,9,Tier 2,GM Pause
571,260,41,Tier 2,GM Pause
2927,476,60,Tier 1,ISA On in Total Store
5066,214,20,Tier 1,ISA On in Total Store
272,153,12,Tier 1,ISA On in Total Store
2197,208,20,Tier 1,ISA On in Total Store
5229,166,22,Tier 1,ISA On in Total Store
4417,251,25,Tier 1,ISA On in Total Store
3243,312,75,Tier 1,ISA On in Total Store
3896,368,46,Tier 1,ISA On in Total Store
240,47,44,Tier 2,GM Pause
1085,104,9,Tier 1,ISA On in Total Store
319,361,40,Tier 1,ISA On in Total Store
5259,397,61,Tier 2,GM Pause
5684,551,61,Tier 1,ISA On in Total Store
851,387,46,Tier 1,ISA On in Total Store
2716,415,52,Tier 1,ISA On in Total Store
1864,422,52,Tier 2,GM Pause
4140,103,72,Tier 1,ISA On in Total Store
3602,275,25,Tier 1,ISA On in Total Store
394,137,12,Tier 1,ISA On in Total Store
728,29,4,Tier 1,ISA On in Total Store
4241,352,44,Tier 1,ISA On in Total Store
1356,251,25,Tier 1,ISA On in Total Store
5424,468,56,Tier 1,ISA On in Total Store
359,322,42,Tier 1,ISA On in Total Store
5064,201,19,Tier 1,ISA On in Total Store
3224,583,5,Tier 1,ISA On in Total Store
5706,324,42,Tier 1,ISA On in Total Store
2261,161,16,Tier 1,ISA On in Total Store
2804,352,44,Tier 1,ISA On in Total Store
3060,140,13,Tier 1,ISA On in Total Store
306,5,12,Tier 1,ISA On in Total Store
3184,544,72,Tier 1,ISA On in Total Store
155,136,12,Tier 1,ISA On in Total Store
6470,494,59,Tier 1,ISA On in Total Store
5,326,42,Tier 1,ISA On in Total Store
3288,131,13,Tier 1,ISA On in Total Store
1521,225,21,Tier 1,ISA On in Total Store
3119,15,14,Tier 1,ISA On in Total Store
4585,507,64,Tier 2,GM Pause
901,77,6,Tier 1,ISA On in Total Store
3563,168,22,Tier 1,ISA On in Total Store
5316,479,5,Tier 1,ISA On in Total Store
1307,262,25,Tier 1,ISA On in Total Store
7062,499,59,Tier 1,ISA On in Total Store
2,322,42,Tier 1,ISA On in Total Store
1060,304,4,Tier 1,ISA On in Total Store
5459,544,72,Tier 1,ISA On in Total Store
956,92,9,Tier 1,ISA On in Total Store
2614,168,22,Tier 1,ISA On in Total Store
4689,582,54,Tier 1,ISA On in Total Store
699,136,12,Tier 1,ISA On in Total Store
663,119,2,Tier 1,ISA On in Total Store
1835,190,17,Tier 1,ISA On in Total Store
5193,461,57,Tier 1,ISA On in Total Store
1898,264,25,Tier 2,GM Pause
4246,412,52,Tier 1,ISA On in Total Store
6477,369,46,Tier 1,ISA On in Total Store
3631,44,5,Tier 1,ISA On in Total Store
2864,506,6,Tier 1,ISA On in Total Store
5908,498,59,Tier 2,GM Pause
2789,108,9,Tier 1,ISA On in Total Store
179,357,40,Tier 1,ISA On in Total Store
3,21,2,Tier 1,ISA On in Total Store
2836,299,26,Tier 2,GM Pause
1156,306,4,Tier 1,ISA On in Total Store
2451,526,64,Tier 1,ISA On in Total Store
2065,122,2,Tier 1,ISA On in Total Store
7098,496,59,Tier 1,ISA On in Total Store
49,47,44,Tier 1,ISA On in Total Store
744,59,6,Tier 1,ISA On in Total Store
5373,438,53,Tier 1,ISA On in Total Store
7349,504,64,Tier 1,ISA On in Total Store
2647,286,75,Tier 1,ISA On in Total Store
2980,479,5,Tier 1,ISA On in Total Store
3392,58,64,Tier 1,ISA On in Total Store
1923,200,19,Tier 1,ISA On in Total Store
3017,151,12,Tier 1,ISA On in Total Store
2681,180,16,Tier 2,GM Pause
5600,515,61,Tier 1,ISA On in Total Store
2973,51,5,Tier 2,GM Pause
5279,496,59,Tier 1,ISA On in Total Store
3212,178,22,Tier 1,ISA On in Total Store
2134,306,4,Tier 2,GM Pause
1913,207,19,Tier 1,ISA On in Total Store
5154,484,57,Tier 1,ISA On in Total Store
5025,248,21,Tier 1,ISA On in Total Store
2953,160,16,Tier 1,ISA On in Total Store
134,344,44,Tier 1,ISA On in Total Store
1122,18,2,Tier 1,ISA On in Total Store
1863,209,20,Tier 1,ISA On in Total Store
5136,455,56,Tier 1,ISA On in Total Store
401,131,13,Tier 1,ISA On in Total Store
1772,468,56,Tier 1,ISA On in Total Store
4276,226,17,Tier 2,GM Pause
1333,222,21,Tier 1,ISA On in Total Store
1503,221,21,Tier 2,GM Pause
2213,340,40,Tier 1,ISA On in Total Store
1138,441,53,Tier 2,GM Pause
23,135,42,Tier 2,GM Pause
2439,60,6,Tier 1,ISA On in Total Store
770,406,47,Tier 1,ISA On in Total Store
1299,364,46,Tier 1,ISA On in Total Store
912,125,13,Tier 2,GM Pause
3593,492,72,Tier 2,GM Pause
312,134,13,Tier 2,GM Pause
2274,424,52,Tier 2,GM Pause
635,29,4,Tier 1,ISA On in Total Store
169,326,42,Tier 2,GM Pause
412,45,5,Tier 1,ISA On in Total Store
5092,53,5,Tier 1,ISA On in Total Store
114,4,12,Tier 2,GM Pause
3058,86,6,Tier 1,ISA On in Total Store
4414,152,41,Tier 1,ISA On in Total Store
4365,90,9,Tier 1,ISA On in Total Store
2081,111,9,Tier 1,ISA On in Total Store
3857,441,53,Tier 2,GM Pause
521,66,13,Tier 1,ISA On in Total Store
835,385,46,Tier 1,ISA On in Total Store
869,375,46,Tier 1,ISA On in Total Store
1428,204,19,Tier 1,ISA On in Total Store
1165,256,41,Tier 1,ISA On in Total Store
4235,251,25,Tier 1,ISA On in Total Store
3382,389,47,Tier 1,ISA On in Total Store
1571,442,53,Tier 1,ISA On in Total Store
2852,216,20,Tier 1,ISA On in Total Store
435,272,25,Tier 1,ISA On in Total Store
1763,311,20,Tier 1,ISA On in Total Store
2483,394,57,Tier 2,GM Pause
3363,254,41,Tier 1,ISA On in Total Store
6243,509,59,Tier 1,ISA On in Total Store
5668,435,53,Tier 1,ISA On in Total Store
409,137,12,Tier 2,GM Pause
1777,168,22,Tier 1,ISA On in Total Store
2161,511,56,Tier 2,GM Pause
3035,283,75,Tier 1,ISA On in Total Store
1075,149,12,Tier 2,GM Pause
2652,384,46,Tier 1,ISA On in Total Store
2117,450,56,Tier 1,ISA On in Total Store
2644,204,19,Tier 1,ISA On in Total Store
2857,360,40,Tier 1,ISA On in Total Store
3471,26,2,Tier 1,ISA On in Total Store
1744,192,17,Tier 2,GM Pause
6943,492,72,Tier 1,ISA On in Total Store
5388,61,6,Tier 1,ISA On in Total Store
5823,583,5,Tier 1,ISA On in Total Store
5317,82,5,Tier 1,ISA On in Total Store
85,324,42,Tier 2,GM Pause
2592,394,57,Tier 1,ISA On in Total Store
880,50,5,Tier 1,ISA On in Total Store
5992,423,52,Tier 2,GM Pause
1044,45,5,Tier 1,ISA On in Total Store
589,256,41,Tier 2,GM Pause
1069,138,14,Tier 2,GM Pause
2280,451,56,Tier 1,ISA On in Total Store
2113,370,46,Tier 1,ISA On in Total Store
2016,473,60,Tier 1,ISA On in Total Store
1892,268,25,Tier 1,ISA On in Total Store
322,85,6,Tier 2,GM Pause
5710,450,56,Tier 1,ISA On in Total Store
282,253,41,Tier 1,ISA On in Total Store
1302,311,20,Tier 1,ISA On in Total Store
4221,477,60,Tier 1,ISA On in Total Store
943,91,9,Tier 2,GM Pause
5759,488,72,Tier 1,ISA On in Total Store
2703,38,4,Tier 1,ISA On in Total Store
5872,15,14,Tier 1,ISA On in Total Store
2105,53,5,Tier 2,GM Pause
970,143,13,Tier 1,ISA On in Total Store
314,151,12,Tier 2,GM Pause
3880,502,59,Tier 1,ISA On in Total Store
850,385,46,Tier 1,ISA On in Total Store
69,335,40,Tier 1,ISA On in Total Store
5402,267,25,Tier 2,GM Pause
5129,508,75,Tier 1,ISA On in Total Store
937,26,2,Tier 1,ISA On in Total Store
1041,569,6,Tier 1,ISA On in Total Store
1077,97,3,Tier 1,ISA On in Total Store
5977,423,52,Tier 1,ISA On in Total Store
1045,379,47,Tier 2,GM Pause
1855,423,52,Tier 1,ISA On in Total Store
276,351,44,Tier 2,GM Pause
2320,468,56,Tier 1,ISA On in Total Store
507,260,41,Tier 2,GM Pause
48,334,42,Tier 1,ISA On in Total Store
4334,294,2,Tier 1,ISA On in Total Store
5772,104,9,Tier 1,ISA On in Total Store
1430,439,53,Tier 2,GM Pause
5048,203,19,Tier 1,ISA On in Total Store
249,503,6,Tier 1,ISA On in Total Store
6851,504,64,Tier 1,ISA On in Total Store
670,2,14,Tier 1,ISA On in Total Store
3745,542,64,Tier 1,ISA On in Total Store
2385,514,60,Tier 1,ISA On in Total Store
624,39,2,Tier 2,GM Pause
1504,221,21,Tier 1,ISA On in Total Store
1106,141,13,Tier 1,ISA On in Total Store
3891,269,25,Tier 1,ISA On in Total Store
662,137,12,Tier 1,ISA On in Total Store
6968,102,72,Tier 2,GM Pause
5256,544,72,Tier 1,ISA On in Total Store
888,334,42,Tier 2,GM Pause
3283,409,44,Tier 2,GM Pause
1690,275,25,Tier 1,ISA On in Total Store
1879,445,57,Tier 1,ISA On in Total Store
796,279,25,Tier 1,ISA On in Total Store
3078,175,17,Tier 2,GM Pause
7262,541,64,Tier 1,ISA On in Total Store
2257,67,6,Tier 2,GM Pause
915,62,6,Tier 1,ISA On in Total Store
5644,466,57,Tier 1,ISA On in Total Store
6190,118,9,Tier 1,ISA On in Total Store
5110,557,61,Tier 1,ISA On in Total Store
6397,110,9,Tier 1,ISA On in Total Store
3862,549,72,Tier 1,ISA On in Total Store
1655,482,25,Tier 1,ISA On in Total Store
2682,181,16,Tier 1,ISA On in Total Store
1280,388,54,Tier 1,ISA On in Total Store
1664,299,26,Tier 1,ISA On in Total Store
645,433,47,Tier 1,ISA On in Total Store
868,387,46,Tier 1,ISA On in Total Store
5361,432,47,Tier 2,GM Pause
5330,369,46,Tier 1,ISA On in Total Store
1660,448,57,Tier 1,ISA On in Total Store
7188,38,4,Tier 1,ISA On in Total Store
1916,108,9,Tier 1,ISA On in Total Store
2185,232,22,Tier 2,GM Pause
384,66,13,Tier 1,ISA On in Total Store
1052,11,14,Tier 2,GM Pause
4392,445,57,Tier 2,GM Pause
1588,445,57,Tier 2,GM Pause
3877,93,3,Tier 2,GM Pause
1058,388,54,Tier 2,GM Pause
6587,526,64,Tier 1,ISA On in Total Store
3247,442,53,Tier 1,ISA On in Total Store
2607,383,54,Tier 1,ISA On in Total Store
1326,429,47,Tier 1,ISA On in Total Store
959,89,9,Tier 1,ISA On in Total Store
2338,196,53,Tier 1,ISA On in Total Store
2818,238,19,Tier 2,GM Pause
427,47,44,Tier 1,ISA On in Total Store
5664,481,61,Tier 2,GM Pause
3015,561,64,Tier 2,GM Pause
673,149,12,Tier 2,GM Pause
275,503,6,Tier 2,GM Pause
831,385,46,Tier 1,ISA On in Total Store
2204,267,25,Tier 1,ISA On in Total Store
5661,551,61,Tier 1,ISA On in Total Store
4525,546,72,Tier 1,ISA On in Total Store
2035,239,21,Tier 2,GM Pause
5008,551,61,Tier 1,ISA On in Total Store
614,16,3,Tier 1,ISA On in Total Store
4387,156,16,Tier 2,GM Pause
2855,362,40,Tier 1,ISA On in Total Store
4420,41,4,Tier 1,ISA On in Total Store
1239,217,21,Tier 2,GM Pause
743,353,44,Tier 1,ISA On in Total Store
3501,233,22,Tier 1,ISA On in Total Store
2005,306,4,Tier 1,ISA On in Total Store
265,45,5,Tier 1,ISA On in Total Store
5793,811,29,Tier 2,GM Pause
398,46,5,Tier 1,ISA On in Total Store
421,479,5,Tier 1,ISA On in Total Store
4159,559,72,Tier 2,GM Pause
3632,205,19,Tier 2,GM Pause
4533,145,12,Tier 2,GM Pause
594,22,2,Tier 1,ISA On in Total Store
2421,436,53,Tier 2,GM Pause
1179,294,2,Tier 2,GM Pause
3144,550,61,Tier 2,GM Pause
4142,96,72,Tier 2,GM Pause
2955,362,40,Tier 1,ISA On in Total Store
1512,371,46,Tier 2,GM Pause
804,48,5,Tier 2,GM Pause
3722,215,20,Tier 1,ISA On in Total Store
4340,445,57,Tier 2,GM Pause
2586,195,17,Tier 1,ISA On in Total Store
697,93,3,Tier 1,ISA On in Total Store
982,425,53,Tier 2,GM Pause
878,24,2,Tier 2,GM Pause
5178,176,17,Tier 1,ISA On in Total Store
4615,356,44,Tier 2,GM Pause
228,48,5,Tier 1,ISA On in Total Store
227,344,44,Tier 1,ISA On in Total Store
5045,67,6,Tier 2,GM Pause
1601,482,25,Tier 1,ISA On in Total Store
5206,557,61,Tier 2,GM Pause
1628,213,19,Tier 2,GM Pause
137,352,44,Tier 2,GM Pause
4432,498,59,Tier 1,ISA On in Total Store
2884,394,57,Tier 2,GM Pause
1267,441,53,Tier 2,GM Pause
3340,507,64,Tier 1,ISA On in Total Store
7357,562,64,Tier 1,ISA On in Total Store
1116,349,44,Tier 1,ISA On in Total Store
1564,218,21,Tier 1,ISA On in Total Store
3486,218,21,Tier 2,GM Pause
1941,462,57,Tier 2,GM Pause
3582,391,47,Tier 1,ISA On in Total Store
563,94,3,Tier 1,ISA On in Total Store
2905,164,17,Tier 2,GM Pause
3137,149,12,Tier 2,GM Pause
1681,268,25,Tier 1,ISA On in Total Store
3481,282,75,Tier 2,GM Pause
1272,74,5,Tier 1,ISA On in Total Store
1620,14,14,Tier 1,ISA On in Total Store
3493,452,56,Tier 2,GM Pause
5325,109,9,Tier 1,ISA On in Total Store
1726,315,75,Tier 1,ISA On in Total Store
6233,499,59,Tier 2,GM Pause
1240,367,46,Tier 2,GM Pause
3245,436,53,Tier 2,GM Pause
5774,543,64,Tier 1,ISA On in Total Store
857,94,3,Tier 1,ISA On in Total Store
734,7,14,Tier 1,ISA On in Total Store
365,140,13,Tier 2,GM Pause
2965,163,17,Tier 2,GM Pause
5242,191,17,Tier 2,GM Pause
5797,27,3,Tier 2,GM Pause
2712,37,4,Tier 1,ISA On in Total Store
5776,543,64,Tier 2,GM Pause
3235,553,9,Tier 2,GM Pause
1641,301,26,Tier 1,ISA On in Total Store
1337,304,4,Tier 2,GM Pause
5186,373,46,Tier 2,GM Pause
1439,405,46,Tier 1,ISA On in Total Store
2988,120,2,Tier 2,GM Pause
1790,197,19,Tier 2,GM Pause
297,59,6,Tier 2,GM Pause
1329,247,21,Tier 1,ISA On in Total Store
4317,447,57,Tier 2,GM Pause
154,311,20,Tier 2,GM Pause
4589,566,59,Tier 2,GM Pause
1579,296,26,Tier 1,ISA On in Total Store
1324,366,46,Tier 1,ISA On in Total Store
3219,288,75,Tier 2,GM Pause
3884,367,46,Tier 2,GM Pause
2002,451,56,Tier 2,GM Pause
3106,86,6,Tier 1,ISA On in Total Store
5046,299,26,Tier 2,GM Pause
4184,0,0,Tier 1,ISA On in Total Store
5382,282,75,Tier 2,GM Pause
1847,93,3,Tier 2,GM Pause
1357,387,46,Tier 1,ISA On in Total Store
853,1,14,Tier 2,GM Pause
3573,286,75,Tier 1,ISA On in Total Store
5117,315,75,Tier 1,ISA On in Total Store
1255,309,26,Tier 2,GM Pause
2388,239,21,Tier 2,GM Pause
471,49,5,Tier 1,ISA On in Total Store
815,336,40,Tier 2,GM Pause
1805,463,57,Tier 2,GM Pause
720,260,41,Tier 2,GM Pause
344,65,6,Tier 2,GM Pause
953,378,54,Tier 1,ISA On in Total Store
2893,410,44,Tier 1,ISA On in Total Store
2958,439,53,Tier 2,GM Pause
5057,151,12,Tier 2,GM Pause
1852,291,75,Tier 1,ISA On in Total Store
173,357,40,Tier 1,ISA On in Total Store
1101,8,14,Tier 2,GM Pause
3831,288,75,Tier 2,GM Pause
