Store #,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail
3475,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
3564,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
3565,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
4687,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
5229,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
2068,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
2650,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
5103,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
5130,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
5131,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
5649,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
5177,4.81,,2.46,,4.44,,2.28,,4.19,,2.15,,3.97,,2.05,,4.54,,2.33,
1670,4.43,,2.35,,4.08,,2.18,,3.81,,2.04,,3.59,,1.93,,4.08,,2.18,
1777,4.43,,2.35,,4.08,,2.18,,3.81,,2.04,,3.59,,1.93,,4.08,,2.18,
2614,4.43,,2.35,,4.08,,2.18,,3.81,,2.04,,3.59,,1.93,,4.08,,2.18,
5239,4.43,,2.35,,4.08,,2.18,,3.81,,2.04,,3.59,,1.93,,4.08,,2.18,
2145,4.43,,2.35,,4.08,,2.18,,3.81,,2.04,,3.59,,1.93,,4.08,,2.18,
2252,4.43,,2.35,,4.08,,2.18,,3.81,,2.04,,3.59,,1.93,,4.08,,2.18,
2641,4.43,,2.35,,4.08,,2.18,,3.81,,2.04,,3.59,,1.93,,4.08,,2.18,
3563,4.43,,2.35,,4.08,,2.18,,3.81,,2.04,,3.59,,1.93,,4.08,,2.18,
4612,4.43,,2.35,,4.08,,2.18,,3.81,,2.04,,3.59,,1.93,,4.08,,2.18,
2169,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2368,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
1623,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
1884,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2024,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2064,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2255,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2365,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2480,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2543,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
4276,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
1644,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
1794,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
1887,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
1945,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2185,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2208,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2528,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2481,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
2535,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
3634,4.23,,2.25,,3.88,,2.08,,3.62,,1.94,,3.4,,1.84,,3.92,,2.1,
1591,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
1886,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
2574,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
3412,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
1529,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
2023,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
2205,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
2334,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
2340,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
2519,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
2888,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
4404,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
5200,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
1537,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
1823,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
1850,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
3633,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
5358,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
5469,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
5888,4.42,,2.37,,4,,2.16,,3.71,,2.01,,3.47,,1.89,,4.1,,2.21,
1770,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
4644,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
4643,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
1820,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
1883,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
1885,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2603,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
3223,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
3738,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
3838,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2008,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2597,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2909,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
5360,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
1568,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
1656,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2278,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2287,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2561,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2674,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
3253,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
3281,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
5445,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
1739,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2281,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2300,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2420,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
5040,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
5446,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2019,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2588,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2611,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
4501,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
5241,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
5339,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
5379,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2059,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
2502,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
3228,4.67,,2.49,,4.31,,2.3,,4.03,,2.17,,3.83,,2.07,,4.34,,2.32,
1769,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
1792,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
2540,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
3429,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
3514,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
1607,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
1640,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
2049,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
2129,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
2230,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
4348,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
5470,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
1684,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
1765,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
1935,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
2318,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
2663,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
2664,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
5356,4.92,,2.6,,4.55,,2.41,,4.28,,2.28,,4.12,,2.19,,4.64,,2.45,
