Store Nbr,Prime Item Nbr,Prime Item Desc,Dept Category Group Description,Curr Str On Hand Qty
4643,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
4644,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
4653,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
4660,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
4683,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
4865,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5022,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5025,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5028,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5029,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5030,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5032,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5036,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5040,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5046,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5049,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5051,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5058,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5063,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5065,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5071,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5072,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5078,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5080,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5085,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5089,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5091,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5092,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5096,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5111,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5115,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5118,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5123,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5130,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5134,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5139,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5140,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5145,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,5 
5146,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5150,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5159,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5189,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5197,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5203,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5211,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5216,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5227,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5229,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5231,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5233,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5234,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5235,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5236,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5244,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5245,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5247,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5250,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5252,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5253,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5254,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5262,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5264,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5270,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5276,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5280,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5281,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5285,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5292,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5298,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5311,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5312,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5317,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5320,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5326,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5330,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5334,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5340,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5341,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5344,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,5 
5347,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5359,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5369,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5370,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5384,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5385,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5390,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5391,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5396,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5404,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5411,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5414,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5418,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5422,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5429,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5434,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5436,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5439,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5447,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5449,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5450,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5461,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5469,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5472,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5476,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5479,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5480,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5481,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5486,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5488,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5491,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5497,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5499,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5612,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,5 
5626,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,5 
5641,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5671,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5703,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5709,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5728,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5732,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5751,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5761,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5781,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,6 
5802,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
5823,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5843,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5847,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5854,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,6 
5881,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5882,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5886,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5932,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5935,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5957,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
5959,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5965,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
5969,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
5977,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,2 
6392,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
6807,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
6898,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
6931,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
6964,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
7032,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
7156,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,8 
7178,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
7181,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
7185,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
7188,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,3 
7199,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,1 
7294,651772486,VT LS6381-2 2HS PHN,NETWORKING AND CONNECTIVITY,4 
