Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
3632,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202407,86.10%,100.00%,5.9,82.20%,86.80%,87.50%,88.00%
2678,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202407,93.60%,95.70%,9.1,95.20%,95.30%,94.50%,89.60%
5065,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202407,89.00%,94.20%,6.8,86.80%,90.80%,90.10%,88.70%
334,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202407,86.60%,98.60%,4.7,93.10%,87.90%,76.90%,87.90%
957,SPARK,Scheduled Standard Delivery,34,Executive Review,Recovering,Driver Supply Focus,202407,91.70%,99.40%,5.7,94.90%,86.70%,97.60%,88.10%
3601,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202407,89.90%,99.30%,9.2,88.50%,88.40%,90.80%,92.00%
5617,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202407,87.30%,90.90%,9.7,86.30%,84.20%,92.60%,86.40%
3722,SPARK,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202407,90.10%,100.00%,9.9,90.80%,90.00%,91.50%,88.10%
5040,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202407,90.00%,99.10%,5.9,93.90%,87.10%,90.90%,88.00%
5381,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202407,88.90%,97.60%,5.1,95.60%,89.90%,87.00%,83.40%
2008,SPARK,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202407,89.50%,100.00%,6,85.20%,91.00%,94.80%,86.50%
2540,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202407,85.00%,99.30%,7.4,81.50%,89.70%,86.90%,80.40%
2199,SPARK,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202407,89.90%,98.90%,8.7,90.10%,90.90%,89.70%,89.00%
3250,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202407,84.80%,94.70%,9.5,84.50%,84.30%,86.80%,83.60%
5387,SPARK,Scheduled Standard Delivery,39,Executive Review,Recovering,Driver Supply Focus,202407,91.80%,95.80%,8.2,93.30%,95.10%,95.40%,83.80%
5387,UBER,Scheduled Standard Delivery,32,Executive Review,Degrading,Driver Supply Focus,202407,90.80%,98.50%,6.9,80.40%,97.70%,98.10%,87.80%
1247,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202407,87.90%,99.60%,7.3,91.00%,94.30%,78.70%,86.80%
2610,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202407,88.30%,98.20%,8.1,85.80%,84.90%,92.00%,91.20%
2792,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202407,80.20%,100.00%,5.1,79.10%,77.00%,81.00%,84.00%
2036,UBER,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202407,85.30%,99.70%,9.8,80.50%,83.50%,89.20%,88.60%
4278,UBER,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202407,88.90%,100.00%,5.8,84.30%,95.70%,86.00%,90.00%
2955,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202407,79.30%,89.40%,9.9,78.60%,76.30%,80.10%,84.30%
44,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202407,88.50%,100.00%,4.1,89.50%,78.30%,100.00%,88.00%
65,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,81.50%,99.80%,7,80.00%,77.30%,88.80%,80.10%
436,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202407,80.40%,99.30%,5.1,84.40%,80.60%,84.40%,71.40%
328,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,202407,93.80%,98.40%,8.3,95.00%,95.90%,96.90%,86.70%
1761,UBER,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202407,85.40%,99.70%,9.4,90.50%,87.30%,88.80%,74.70%
591,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202407,84.50%,97.10%,8.6,89.60%,90.00%,81.90%,75.60%
1569,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,87.00%,96.60%,7.2,89.30%,85.90%,86.80%,86.10%
1667,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202407,86.70%,91.00%,7.7,91.80%,92.10%,84.80%,76.30%
3282,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202407,84.40%,98.10%,7.6,82.90%,86.40%,82.90%,85.30%
3515,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,87.70%,98.50%,8.5,83.60%,89.70%,88.90%,88.30%
3300,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,88.60%,97.70%,8,88.00%,89.40%,88.90%,88.20%
1515,SPARK,Scheduled Standard Delivery,25,Executive Review,Recovering,Driver Supply Focus,202407,92.70%,97.70%,8.6,93.60%,93.20%,95.00%,88.60%
5669,UBER,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202407,91.40%,96.80%,9.8,91.00%,88.50%,88.90%,97.30%
5444,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202407,89.40%,99.10%,4.9,93.60%,88.50%,87.80%,87.90%
494,UBER,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202407,87.70%,98.80%,8.4,85.00%,87.70%,85.50%,92.90%
3461,UBER,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202407,88.40%,95.20%,9.1,89.30%,83.20%,88.00%,93.20%
889,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202407,88.70%,94.40%,8.6,90.20%,89.40%,94.70%,80.40%
556,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,87.50%,97.20%,8.5,89.90%,84.50%,87.10%,88.40%
5392,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202407,85.20%,99.30%,7.8,77.20%,92.40%,81.10%,89.50%
1283,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202407,81.00%,99.70%,7.6,79.20%,76.10%,84.40%,84.60%
3877,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202407,90.70%,97.00%,8.3,91.80%,91.80%,89.70%,89.90%
2801,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202407,88.50%,89.30%,9.9,96.20%,95.00%,84.60%,42.50%
4226,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,60.90%,100.00%,8.6,72.10%,51.20%,50.00%,50.00%
578,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202407,86.50%,91.70%,5.1,88.40%,88.60%,83.70%,85.40%
678,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202407,87.10%,90.90%,8.7,89.90%,85.00%,85.10%,88.70%
2496,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Driver Supply Focus,202407,92.80%,92.20%,9,96.40%,96.60%,93.90%,85.10%
2749,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202407,84.10%,96.60%,6,83.90%,75.00%,85.00%,92.00%
3289,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202407,90.20%,98.00%,5.7,92.50%,95.40%,90.30%,82.90%
3959,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,85.30%,93.60%,6.3,60.00%,83.80%,88.60%,86.00%
93,SPARK,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202407,88.40%,98.70%,9.9,90.40%,88.00%,83.40%,91.80%
97,UBER,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202407,86.20%,100.00%,8.7,95.80%,81.80%,87.50%,79.20%
120,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202407,89.20%,97.20%,9.5,89.60%,88.10%,88.60%,90.50%
3717,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202407,85.30%,91.00%,8.4,77.50%,82.70%,89.80%,91.30%
903,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202407,86.50%,96.60%,8.5,89.50%,78.60%,88.70%,88.80%
365,UBER,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202407,88.90%,98.60%,8.2,89.40%,82.50%,92.10%,92.40%
1363,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202407,85.50%,99.80%,7,76.40%,92.60%,91.80%,82.50%
3627,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202407,91.10%,96.40%,9,88.30%,93.00%,93.30%,89.80%
3627,UBER,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202407,88.80%,92.30%,9.3,87.00%,89.80%,93.00%,85.40%
3072,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202407,89.60%,94.90%,8.9,85.20%,88.80%,92.60%,91.00%
169,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Degrading,Driver Supply Focus,202407,90.50%,92.90%,8.4,89.10%,85.90%,95.10%,92.00%
3331,SPARK,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202407,89.30%,95.30%,8.5,92.80%,89.40%,89.90%,84.70%
1193,SPARK,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202407,91.40%,91.90%,9.1,93.80%,90.00%,89.00%,92.60%
373,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202407,91.10%,98.70%,8,88.70%,86.80%,88.50%,100.00%
5932,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,85.70%,98.70%,9.8,82.00%,84.90%,86.70%,89.30%
1511,UBER,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202407,81.30%,98.10%,8.7,76.20%,83.10%,90.20%,76.50%
3235,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,85.70%,98.70%,9.4,87.90%,78.30%,88.20%,88.80%
2722,SPARK,Scheduled Standard Delivery,29,Executive Review,Recovering,Driver Supply Focus,202407,91.90%,99.10%,9.9,94.80%,95.80%,90.30%,87.60%
1876,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202407,87.20%,94.70%,4.9,87.50%,86.70%,89.70%,84.00%
2037,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202407,83.90%,93.70%,10,81.80%,82.10%,85.00%,87.10%
4394,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202407,90.60%,95.90%,8.5,89.10%,87.20%,91.40%,94.90%
5883,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202407,93.10%,97.50%,9.6,95.10%,86.00%,95.20%,96.30%
3233,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202407,88.50%,93.10%,9.4,87.90%,86.80%,83.90%,96.00%
3473,UBER,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202407,86.50%,92.80%,9.5,79.10%,78.70%,94.30%,95.30%
4557,UBER,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202407,91.20%,96.30%,8.9,96.70%,85.60%,90.70%,92.30%
2314,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202407,87.90%,98.20%,6.2,92.70%,82.00%,89.40%,88.30%
2321,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202407,82.40%,98.30%,7.2,81.70%,90.20%,72.80%,81.40%
3290,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202407,91.40%,91.40%,9,91.50%,86.30%,92.50%,95.50%
5274,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202407,91.20%,96.80%,9.6,87.90%,92.40%,93.40%,91.00%
2293,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202407,90.90%,94.40%,6.9,85.90%,90.80%,97.40%,89.70%
2752,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Driver Supply Focus,202407,86.20%,92.30%,7.4,84.90%,78.70%,91.60%,89.20%
2041,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202407,90.20%,99.00%,9.2,87.60%,89.40%,89.60%,94.80%
5891,SPARK,Scheduled Express Delivery ,9,Executive Review,Degrading,Driver Supply Focus,202407,44.70%,98.30%,4.2,36.00%,48.30%,40.80%,54.80%
2167,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202407,86.80%,98.00%,7,81.40%,88.60%,84.70%,92.60%
1924,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202407,90.70%,92.70%,7.4,87.80%,96.70%,98.00%,79.90%
1932,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202407,74.90%,97.50%,8.8,87.90%,72.30%,62.70%,76.00%
1866,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202407,93.30%,100.00%,4.6,94.70%,98.80%,83.50%,95.20%
1698,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202407,90.70%,93.20%,9,88.90%,88.70%,93.90%,91.70%
2398,SPARK,Scheduled Standard Delivery,12,At Risk,Recovering,Driver Supply Focus,202407,92.90%,99.10%,5.3,93.30%,93.50%,98.10%,88.10%
1753,SPARK,Scheduled Standard Delivery,12,At Risk,Recovering,Driver Supply Focus,202407,92.50%,89.70%,7.3,92.70%,93.00%,89.60%,94.60%
1796,SPARK,Scheduled Standard Delivery,36,Executive Review,Degrading,Driver Supply Focus,202407,84.90%,89.20%,9.3,88.30%,75.90%,87.50%,88.10%
2138,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202407,75.90%,99.00%,5.3,83.10%,72.40%,80.90%,67.10%
2224,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,202407,83.00%,97.30%,8.6,86.40%,78.90%,88.00%,79.40%
2424,SPARK,Scheduled Standard Delivery,29,Executive Review,Recovering,Driver Supply Focus,202407,93.00%,98.30%,5.3,95.20%,89.70%,93.80%,93.80%
2152,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,87.30%,99.90%,8.7,88.50%,85.00%,89.30%,86.40%
2898,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202407,86.50%,99.70%,4.7,90.10%,88.50%,89.80%,79.40%
2232,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,84.20%,99.50%,7.4,84.70%,75.60%,89.70%,88.10%
3598,SPARK,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202407,92.00%,100.00%,8.7,95.70%,91.50%,87.20%,93.20%
2135,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202407,86.20%,99.70%,6.4,96.60%,98.20%,92.70%,58.20%
2024,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202407,91.20%,100.00%,6.6,97.80%,97.70%,79.70%,87.50%
3520,UBER,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202407,79.40%,100.00%,8.4,81.80%,71.20%,81.60%,82.50%
3795,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202407,90.80%,98.90%,7.4,92.90%,80.20%,93.50%,96.00%
2256,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202407,88.30%,96.20%,9.7,85.30%,87.10%,91.60%,89.00%
3658,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202407,90.10%,97.90%,9.8,90.30%,91.00%,89.60%,89.50%
2564,UBER,Scheduled Standard Delivery,11,At Risk,Recovering,Driver Supply Focus,202407,93.80%,100.00%,4.3,100.00%,100.00%,62.50%,100.00%
2833,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202407,84.70%,100.00%,5.8,89.10%,85.00%,84.70%,80.00%
2894,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202407,87.00%,99.30%,6.4,87.10%,92.30%,88.90%,79.50%
4372,SPARK,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202407,87.60%,99.10%,6.7,78.00%,84.40%,97.90%,89.50%
1926,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202407,88.30%,97.90%,8.7,88.70%,88.90%,87.90%,87.60%
2058,UBER,Scheduled Standard Delivery,39,Executive Review,Degrading,Driver Supply Focus,202407,88.00%,98.70%,9.7,88.60%,86.80%,90.20%,86.40%
5118,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202407,88.50%,95.40%,9.8,87.60%,86.50%,91.90%,88.10%
5118,UBER,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202407,86.30%,94.50%,9.1,89.90%,78.50%,92.90%,84.70%
2730,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,82.90%,96.80%,8.3,79.90%,84.90%,80.10%,86.00%
1730,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202407,80.90%,99.30%,6.5,87.10%,71.70%,83.10%,81.30%
3489,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202407,85.60%,98.50%,9.6,82.60%,89.00%,86.80%,85.20%
4556,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202407,91.60%,96.40%,7.1,92.60%,94.60%,89.60%,89.20%
396,UBER,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202407,89.20%,92.00%,9.1,91.40%,90.90%,88.10%,85.90%
2806,UBER,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202407,90.50%,97.90%,7.6,94.60%,88.90%,86.80%,91.40%
4593,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202407,86.80%,97.90%,9.8,88.50%,83.40%,85.50%,89.20%
1242,UBER,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202407,84.30%,94.00%,9.1,84.50%,75.00%,90.70%,88.20%
1317,UBER,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202407,91.90%,97.70%,8.3,94.00%,87.70%,91.20%,95.10%
1795,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202407,86.60%,99.70%,5.1,91.00%,78.20%,90.10%,87.90%
4443,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202407,90.00%,94.20%,8.3,95.10%,86.30%,89.30%,89.80%
1359,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202407,89.10%,94.20%,8.9,85.50%,92.80%,89.70%,88.40%
1359,UBER,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202407,88.60%,93.40%,9.6,87.60%,88.80%,92.70%,85.60%
4384,UBER,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202407,92.10%,96.20%,9.5,92.00%,92.40%,89.40%,95.00%
471,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202407,88.30%,93.40%,15.8,91.40%,87.50%,87.20%,86.50%
3432,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202407,88.90%,93.90%,17.5,96.50%,94.20%,83.60%,80.80%
1118,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,76.40%,97.30%,10.4,64.80%,65.50%,83.60%,87.50%
3406,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,86.10%,97.60%,12.2,88.90%,86.60%,85.30%,84.00%
5823,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202407,88.50%,90.90%,11.5,91.00%,88.50%,84.90%,89.30%
590,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202407,92.90%,96.40%,10.2,92.00%,95.70%,95.80%,87.20%
2649,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202407,87.50%,91.50%,13.8,93.30%,83.40%,82.10%,91.40%
1254,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202407,90.50%,91.90%,12.3,93.00%,92.50%,86.30%,90.00%
221,,Scheduled Delivery Standard,17,At Risk,Recovering,Store Focus,202407,92.50%,89.90%,12.9,95.80%,90.50%,95.20%,88.60%
1626,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202407,87.10%,89.00%,15.3,86.60%,82.30%,86.60%,91.90%
5327,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,81.40%,88.10%,10.3,86.30%,75.60%,81.90%,81.90%
839,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,85.10%,94.60%,14.1,89.60%,77.10%,87.00%,88.00%
935,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202407,82.40%,84.50%,16.9,88.20%,72.40%,85.90%,83.70%
1206,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,81.90%,89.70%,16.4,77.40%,75.40%,87.20%,88.20%
1266,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,82.30%,83.20%,15,71.90%,79.40%,88.80%,88.60%
4683,,Scheduled Delivery Standard,20,Executive Review,-,Store Focus,202407,85.60%,94.30%,16.1,,,,85.60%
1136,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202407,83.80%,92.80%,12.7,89.70%,79.10%,78.40%,88.40%
2132,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202407,87.00%,91.90%,11.9,94.50%,88.50%,80.90%,86.90%
4679,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,84.20%,90.80%,12.3,89.60%,78.40%,80.80%,88.00%
180,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202407,90.50%,94.20%,11,94.90%,94.20%,87.10%,86.70%
2938,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,82.30%,89.60%,16,88.10%,73.80%,85.70%,81.40%
