Store Number,Tracking Number,Ship date ,Status ,Delivered date,Service type 
114,391049585717,7/22/2025,Out for delivery,,FedEx Ground
5203,391049586003,7/22/2025,Out for delivery,,FedEx Ground
1863,391049586562,7/22/2025,On the way,,FedEx Ground
953,391049586768,7/22/2025,Out for delivery,,FedEx Ground
939,391049587102,7/22/2025,Out for delivery,,FedEx Ground
553,391049587249,7/22/2025,Out for delivery,,FedEx Ground
2197,391049587547,7/22/2025,On the way,,FedEx Ground
602,391049587617,7/22/2025,Out for delivery,,FedEx Ground
772,391049587786,7/22/2025,Out for delivery,,FedEx Ground
620,391049587801,7/22/2025,Delivered,7/24/2025,FedEx Ground
5808,391049588201,7/22/2025,On the way,,FedEx Ground
2211,391049588326,7/22/2025,On the way,,FedEx Ground
1987,391049588359,7/22/2025,Delivery updated,,FedEx Ground
1593,391049588360,7/22/2025,Delivered,7/24/2025,FedEx Ground
6300,391049588429,7/22/2025,Out for delivery,,FedEx Ground
262,391049588760,7/22/2025,Out for delivery,,FedEx Ground
4641,391049588863,7/22/2025,Out for delivery,,FedEx Ground
583,391049589263,7/22/2025,Out for delivery,,FedEx Ground
2439,391049589631,7/22/2025,Out for delivery,,FedEx Ground
4253,391049590304,7/22/2025,Out for delivery,,FedEx Ground
4201,391049590451,7/22/2025,Out for delivery,,FedEx Ground
3255,391049590690,7/22/2025,Out for delivery,,FedEx Ground
397,391049590966,7/22/2025,On the way,,FedEx Ground
2063,391049591080,7/22/2025,On the way,,FedEx Ground
5388,391049591344,7/22/2025,Out for delivery,,FedEx Ground
329,391049591355,7/22/2025,Out for delivery,,FedEx Ground
5417,391049592112,7/22/2025,Delivered,7/24/2025,FedEx Ground
741,391049592318,7/22/2025,Out for delivery,,FedEx Ground
376,391049592605,7/22/2025,Out for delivery,,FedEx Ground
5,391049593461,7/22/2025,Out for delivery,,FedEx Ground
537,391049593575,7/22/2025,On the way,,FedEx Ground
523,391049594869,7/22/2025,Out for delivery,,FedEx Ground
2213,391049594940,7/22/2025,Out for delivery,,FedEx Ground
1141,391049597434,7/22/2025,Delivered,7/24/2025,FedEx Ground
1063,391049598419,7/22/2025,Delivery updated,,FedEx Ground
3400,391049600283,7/22/2025,Out for delivery,,FedEx Ground
5165,391049601555,7/22/2025,On the way,,FedEx Ground
911,391049601842,7/22/2025,Out for delivery,,FedEx Ground
720,391049603135,7/22/2025,Out for delivery,,FedEx Ground
272,391049603411,7/22/2025,Out for delivery,,FedEx Ground
4235,391049604565,7/22/2025,Out for delivery,,FedEx Ground
7,391049604587,7/22/2025,On the way,,FedEx Ground
124,391049605631,7/22/2025,Out for delivery,,FedEx Ground
1621,391049607071,7/22/2025,Out for delivery,,FedEx Ground
497,391049607807,7/22/2025,Out for delivery,,FedEx Ground
1285,391049608218,7/22/2025,Out for delivery,,FedEx Ground
2239,391049608310,7/22/2025,Delivery updated,,FedEx Ground
1160,391049609718,7/22/2025,Delivered,7/24/2025,FedEx Ground
252,391049610696,7/22/2025,Out for delivery,,FedEx Ground
1069,391049612059,7/22/2025,Out for delivery,,FedEx Ground
1057,391049612302,7/22/2025,Delivery updated,,FedEx Ground
1303,391049614040,7/22/2025,Out for delivery,,FedEx Ground
966,391049614268,7/22/2025,On the way,,FedEx Ground
4581,391049615952,7/22/2025,Out for delivery,,FedEx Ground
2033,391049617186,7/22/2025,On the way,,FedEx Ground
2665,391049619774,7/22/2025,Out for delivery,,FedEx Ground
1008,391049620664,7/22/2025,Out for delivery,,FedEx Ground
1839,391049621064,7/22/2025,On the way,,FedEx Ground
3806,391049621535,7/22/2025,Out for delivery,,FedEx Ground
1289,391049621958,7/22/2025,Out for delivery,,FedEx Ground
5389,391049623343,7/22/2025,Out for delivery,,FedEx Ground
2559,391049623479,7/22/2025,Delivery updated,,FedEx Ground
849,391049623505,7/22/2025,Out for delivery,,FedEx Ground
2691,391049623917,7/22/2025,Delivered,7/24/2025,FedEx Ground
1040,391049624383,7/22/2025,Out for delivery,,FedEx Ground
64,391049624648,7/22/2025,Out for delivery,,FedEx Ground
2631,391049625563,7/22/2025,Delivery updated,,FedEx Ground
1553,391049625633,7/22/2025,Delivered,7/24/2025,FedEx Ground
1445,391049625840,7/22/2025,Delivered,7/24/2025,FedEx Ground
651,391049626423,7/22/2025,Out for delivery,,FedEx Ground
3835,391049626526,7/22/2025,Out for delivery,,FedEx Ground
1923,391049626950,7/22/2025,Out for delivery,,FedEx Ground
306,391049627327,7/22/2025,Out for delivery,,FedEx Ground
5418,391049627625,7/22/2025,Out for delivery,,FedEx Ground
4259,391049627728,7/22/2025,Out for delivery,,FedEx Ground
2656,391049627842,7/22/2025,Out for delivery,,FedEx Ground
3513,391049627956,7/22/2025,Out for delivery,,FedEx Ground
737,391049628610,7/22/2025,Out for delivery,,FedEx Ground
816,391049628676,7/22/2025,Out for delivery,,FedEx Ground
5066,391049629180,7/22/2025,On the way,,FedEx Ground
3061,391049629536,7/22/2025,Out for delivery,,FedEx Ground
402,391049629948,7/22/2025,Out for delivery,,FedEx Ground
1051,391049629981,7/22/2025,Out for delivery,,FedEx Ground
1503,391049630194,7/22/2025,Out for delivery,,FedEx Ground
4102,391049630345,7/22/2025,Out for delivery,,FedEx Ground
200,391049630790,7/22/2025,Out for delivery,,FedEx Ground
2891,391049631010,7/22/2025,Out for delivery,,FedEx Ground
2575,391049632028,7/22/2025,Out for delivery,,FedEx Ground
1180,391049633610,7/22/2025,Out for delivery,,FedEx Ground
1462,391049633642,7/22/2025,Delivery updated,,FedEx Ground
2600,391049638324,7/22/2025,Out for delivery,,FedEx Ground
852,391049638519,7/22/2025,Out for delivery,,FedEx Ground
674,391049638677,7/22/2025,Delivered,7/24/2025,FedEx Ground
989,391049639250,7/22/2025,Out for delivery,,FedEx Ground
1479,391049640482,7/22/2025,Out for delivery,,FedEx Ground
282,391049640541,7/22/2025,Out for delivery,,FedEx Ground
126,391049643460,7/22/2025,Out for delivery,,FedEx Ground
2889,391049643530,7/22/2025,Out for delivery,,FedEx Ground
751,391049643540,7/22/2025,Out for delivery,,FedEx Ground
2786,391049644422,7/22/2025,Out for delivery,,FedEx Ground
2404,391049645061,7/22/2025,Out for delivery,,FedEx Ground
4118,391049645201,7/22/2025,Out for delivery,,FedEx Ground
2846,391049646962,7/22/2025,Out for delivery,,FedEx Ground
936,391049647189,7/22/2025,Out for delivery,,FedEx Ground
4377,391049648440,7/22/2025,Out for delivery,,FedEx Ground
473,391049649869,7/22/2025,Out for delivery,,FedEx Ground
1636,391049650049,7/22/2025,On the way,,FedEx Ground
1174,391049650597,7/22/2025,Delivery updated,,FedEx Ground
1493,391049651880,7/22/2025,Delivery updated,,FedEx Ground
1771,391049652270,7/22/2025,Delivered,7/24/2025,FedEx Ground
1169,391049652372,7/22/2025,Out for delivery,,FedEx Ground
1058,391049652615,7/22/2025,Out for delivery,,FedEx Ground
1812,391049654673,7/22/2025,On the way,,FedEx Ground
1696,391049654802,7/22/2025,Out for delivery,,FedEx Ground
1927,391049655680,7/22/2025,On the way,,FedEx Ground
3390,391049657352,7/22/2025,Delivery updated,,FedEx Ground
465,391049657547,7/22/2025,Out for delivery,,FedEx Ground
1103,391049658521,7/22/2025,Out for delivery,,FedEx Ground
1758,391049658668,7/22/2025,Out for delivery,,FedEx Ground
546,391049659583,7/22/2025,On the way,,FedEx Ground
3459,391049660197,7/22/2025,Out for delivery,,FedEx Ground
738,391049660532,7/22/2025,Out for delivery,,FedEx Ground
3761,391049661984,7/22/2025,Out for delivery,,FedEx Ground
695,391049662190,7/22/2025,Out for delivery,,FedEx Ground
4383,391049662421,7/22/2025,Delivered,7/24/2025,FedEx Ground
167,391049662708,7/22/2025,Out for delivery,,FedEx Ground
177,391049662720,7/22/2025,Out for delivery,,FedEx Ground
5844,391049662980,7/22/2025,Delivery updated,,FedEx Ground
6931,391049663244,7/22/2025,Out for delivery,,FedEx Ground
3059,391049663564,7/22/2025,Out for delivery,,FedEx Ground
906,391049664376,7/22/2025,Out for delivery,,FedEx Ground
648,391049664527,7/22/2025,Out for delivery,,FedEx Ground
1504,391049664700,7/22/2025,Delivered,7/24/2025,FedEx Ground
7301,391049664950,7/22/2025,Delivered,7/24/2025,FedEx Ground
661,391049665085,7/22/2025,Out for delivery,,FedEx Ground
2506,391049665122,7/22/2025,On the way,,FedEx Ground
5483,391049665475,7/22/2025,Out for delivery,,FedEx Ground
1377,391049665707,7/22/2025,Out for delivery,,FedEx Ground
2124,391049666081,7/22/2025,Out for delivery,,FedEx Ground
122,391049666243,7/22/2025,Out for delivery,,FedEx Ground
2748,391049666346,7/22/2025,Out for delivery,,FedEx Ground
2956,391049667776,7/22/2025,Out for delivery,,FedEx Ground
345,391049668820,7/22/2025,Out for delivery,,FedEx Ground
1193,391049670420,7/22/2025,Out for delivery,,FedEx Ground
603,391049672293,7/22/2025,Out for delivery,,FedEx Ground
1376,391049673201,7/22/2025,Out for delivery,,FedEx Ground
462,391049673278,7/22/2025,Out for delivery,,FedEx Ground
106,391049676575,7/22/2025,Out for delivery,,FedEx Ground
1667,391049676954,7/22/2025,Out for delivery,,FedEx Ground
2599,391049677078,7/22/2025,Out for delivery,,FedEx Ground
5244,391049677240,7/22/2025,Out for delivery,,FedEx Ground
1991,391049678041,7/22/2025,Out for delivery,,FedEx Ground
723,391049679563,7/22/2025,Delivery updated,,FedEx Ground
1814,391049681622,7/22/2025,Out for delivery,,FedEx Ground
689,391049681986,7/22/2025,Delivered,7/24/2025,FedEx Ground
1565,391049683100,7/22/2025,On the way,,FedEx Ground
699,391049684194,7/22/2025,Out for delivery,,FedEx Ground
2827,391049684779,7/22/2025,Out for delivery,,FedEx Ground
930,391049685352,7/22/2025,Delivery updated,,FedEx Ground
3533,391049686852,7/22/2025,Out for delivery,,FedEx Ground
1463,391049688009,7/22/2025,Out for delivery,,FedEx Ground
1472,391049688947,7/22/2025,Delivered,7/24/2025,FedEx Ground
331,391049689987,7/22/2025,Out for delivery,,FedEx Ground
3608,391049690432,7/22/2025,On the way,,FedEx Ground
963,391049690476,7/22/2025,Out for delivery,,FedEx Ground
146,391049694287,7/22/2025,Out for delivery,,FedEx Ground
5728,391049695240,7/22/2025,Out for delivery,,FedEx Ground
3227,391049695640,7/22/2025,Out for delivery,,FedEx Ground
1596,391049697595,7/22/2025,Out for delivery,,FedEx Ground
2522,391049699039,7/22/2025,On the way,,FedEx Ground
2991,391049699716,7/22/2025,Delivery updated,,FedEx Ground
430,391049699771,7/22/2025,Out for delivery,,FedEx Ground
3585,391049700069,7/22/2025,Out for delivery,,FedEx Ground
463,391049700621,7/22/2025,Out for delivery,,FedEx Ground
1137,391049701271,7/22/2025,Out for delivery,,FedEx Ground
366,391049701937,7/22/2025,Out for delivery,,FedEx Ground
568,391049702094,7/22/2025,Out for delivery,,FedEx Ground
305,391049702290,7/22/2025,Out for delivery,,FedEx Ground
1264,391049702911,7/22/2025,Out for delivery,,FedEx Ground
238,391049702966,7/22/2025,Out for delivery,,FedEx Ground
2652,391049703377,7/22/2025,Out for delivery,,FedEx Ground
909,391049703399,7/22/2025,Out for delivery,,FedEx Ground
600,391049704101,7/22/2025,On the way,,FedEx Ground
768,391049704237,7/22/2025,Out for delivery,,FedEx Ground
1038,391049704318,7/22/2025,Out for delivery,,FedEx Ground
296,391049704330,7/22/2025,Out for delivery,,FedEx Ground
2910,391049704513,7/22/2025,On the way,,FedEx Ground
5376,391049704524,7/22/2025,Delivery updated,,FedEx Ground
2818,391049704903,7/22/2025,Out for delivery,,FedEx Ground
3827,391049704925,7/22/2025,Out for delivery,,FedEx Ground
7247,391049705233,7/22/2025,Delivery updated,,FedEx Ground
1256,391049705358,7/22/2025,Out for delivery,,FedEx Ground
533,391049705483,7/22/2025,Out for delivery,,FedEx Ground
681,391049705494,7/22/2025,Out for delivery,,FedEx Ground
4511,391049705520,7/22/2025,Out for delivery,,FedEx Ground
3783,391049705601,7/22/2025,Out for delivery,,FedEx Ground
3460,391049705704,7/22/2025,Out for delivery,,FedEx Ground
2102,391049705840,7/22/2025,Delivery updated,,FedEx Ground
710,391049706273,7/22/2025,Out for delivery,,FedEx Ground
755,391049714444,7/22/2025,Delivered,7/24/2025,FedEx Ground
566,391049715955,7/22/2025,Out for delivery,,FedEx Ground
5706,391049716160,7/22/2025,Out for delivery,,FedEx Ground
715,391049716572,7/22/2025,Out for delivery,,FedEx Ground
1152,391049717307,7/22/2025,Out for delivery,,FedEx Ground
1162,391049717638,7/22/2025,Out for delivery,,FedEx Ground
1106,391049718185,7/22/2025,Out for delivery,,FedEx Ground
938,391049718233,7/22/2025,Delivery updated,,FedEx Ground
2864,391049718932,7/22/2025,Out for delivery,,FedEx Ground
2548,391049718976,7/22/2025,Delivered,7/24/2025,FedEx Ground
571,391049719104,7/22/2025,Delivered,7/24/2025,FedEx Ground
1066,391049719527,7/22/2025,Out for delivery,,FedEx Ground
1897,391049720428,7/22/2025,Out for delivery,,FedEx Ground
3566,391049720531,7/22/2025,Out for delivery,,FedEx Ground
2937,391049720900,7/22/2025,Out for delivery,,FedEx Ground
777,391049723520,7/22/2025,Out for delivery,,FedEx Ground
3860,391049725485,7/22/2025,On the way,,FedEx Ground
1606,391049729035,7/22/2025,Delivered,7/24/2025,FedEx Ground
290,391049729826,7/22/2025,Delivery updated,,FedEx Ground
5287,391049729907,7/22/2025,Out for delivery,,FedEx Ground
2892,391049732020,7/22/2025,Out for delivery,,FedEx Ground
923,391049733016,7/22/2025,Out for delivery,,FedEx Ground
1469,391049733921,7/22/2025,Delivered,7/24/2025,FedEx Ground
1254,391049734001,7/22/2025,Out for delivery,,FedEx Ground
1307,391049735111,7/22/2025,Out for delivery,,FedEx Ground
707,391049738691,7/22/2025,Out for delivery,,FedEx Ground
4163,391049739003,7/22/2025,Out for delivery,,FedEx Ground
409,391049739893,7/22/2025,Out for delivery,,FedEx Ground
4111,391049740051,7/22/2025,Out for delivery,,FedEx Ground
356,391049740073,7/22/2025,Out for delivery,,FedEx Ground
897,391049740235,7/22/2025,Out for delivery,,FedEx Ground
1569,391049740246,7/22/2025,Out for delivery,,FedEx Ground
2912,391049740809,7/22/2025,Delivery updated,,FedEx Ground
279,391049741492,7/22/2025,Out for delivery,,FedEx Ground
1279,391049741507,7/22/2025,Out for delivery,,FedEx Ground
549,391049741621,7/22/2025,Out for delivery,,FedEx Ground
4631,391049741849,7/22/2025,Out for delivery,,FedEx Ground
4323,391049742076,7/22/2025,Out for delivery,,FedEx Ground
97,391049742146,7/22/2025,Out for delivery,,FedEx Ground
1998,391049742352,7/22/2025,On the way,,FedEx Ground
541,391049742536,7/22/2025,Out for delivery,,FedEx Ground
1913,391049742812,7/22/2025,Delivery updated,,FedEx Ground
2471,391049742948,7/22/2025,Out for delivery,,FedEx Ground
5471,391049743234,7/22/2025,On the way,,FedEx Ground
2079,391049743326,7/22/2025,On the way,,FedEx Ground
5397,391049743587,7/22/2025,Out for delivery,,FedEx Ground
912,391049743716,7/22/2025,Out for delivery,,FedEx Ground
107,391049743874,7/22/2025,Out for delivery,,FedEx Ground
1628,391049744491,7/22/2025,On the way,,FedEx Ground
102,391049744860,7/22/2025,On the way,,FedEx Ground
2693,391049745259,7/22/2025,Delivery updated,,FedEx Ground
3226,391049745524,7/22/2025,Out for delivery,,FedEx Ground
796,391049745925,7/22/2025,Out for delivery,,FedEx Ground
169,391049747480,7/22/2025,Out for delivery,,FedEx Ground
1361,391049748177,7/22/2025,Out for delivery,,FedEx Ground
733,391049749243,7/22/2025,Delivery updated,,FedEx Ground
822,391049750008,7/22/2025,Out for delivery,,FedEx Ground
2339,391049751416,7/22/2025,Delivered,7/24/2025,FedEx Ground
711,391049752077,7/22/2025,Out for delivery,,FedEx Ground
3058,391049754286,7/22/2025,Out for delivery,,FedEx Ground
4407,391049755396,7/22/2025,Delivery updated,,FedEx Ground
371,391049756094,7/22/2025,Out for delivery,,FedEx Ground
365,391049756256,7/22/2025,Out for delivery,,FedEx Ground
1629,391049757664,7/22/2025,Out for delivery,,FedEx Ground
825,391049758248,7/22/2025,Out for delivery,,FedEx Ground
2209,391049758400,7/22/2025,On the way,,FedEx Ground
5992,391049758800,7/22/2025,Out for delivery,,FedEx Ground
5676,391049758969,7/22/2025,Out for delivery,,FedEx Ground
5485,391049759715,7/22/2025,Out for delivery,,FedEx Ground
312,391049759840,7/22/2025,Out for delivery,,FedEx Ground
3056,391049761715,7/22/2025,Out for delivery,,FedEx Ground
842,391049764666,7/22/2025,Out for delivery,,FedEx Ground
4509,391049768823,7/22/2025,Out for delivery,,FedEx Ground
334,391049770926,7/22/2025,Out for delivery,,FedEx Ground
1404,391049771646,7/22/2025,Out for delivery,,FedEx Ground
364,391049772285,7/22/2025,Out for delivery,,FedEx Ground
764,391049772550,7/22/2025,Out for delivery,,FedEx Ground
1157,391049775126,7/22/2025,Out for delivery,,FedEx Ground
3659,391049776122,7/22/2025,Delivered,7/24/2025,FedEx Ground
495,391049776340,7/22/2025,Out for delivery,,FedEx Ground
1331,391049777460,7/22/2025,Out for delivery,,FedEx Ground
752,391049777703,7/22/2025,Out for delivery,,FedEx Ground
1100,391049778180,7/22/2025,Out for delivery,,FedEx Ground
4512,391049778607,7/22/2025,Out for delivery,,FedEx Ground
676,391049779176,7/22/2025,Out for delivery,,FedEx Ground
2311,391049779901,7/22/2025,Out for delivery,,FedEx Ground
806,391049780066,7/22/2025,On the way,,FedEx Ground
248,391049780261,7/22/2025,Out for delivery,,FedEx Ground
127,391049780283,7/22/2025,Out for delivery,,FedEx Ground
739,391049780651,7/22/2025,Delivered,7/24/2025,FedEx Ground
2619,391049780710,7/22/2025,Delivery updated,,FedEx Ground
530,391049781371,7/22/2025,Out for delivery,,FedEx Ground
1186,391049781500,7/22/2025,Out for delivery,,FedEx Ground
222,391049781897,7/22/2025,Out for delivery,,FedEx Ground
1101,391049782253,7/22/2025,Delivery updated,,FedEx Ground
1958,391049782275,7/22/2025,On the way,,FedEx Ground
1409,391049782312,7/22/2025,Out for delivery,,FedEx Ground
1163,391049782323,7/22/2025,Out for delivery,,FedEx Ground
2078,391049782595,7/22/2025,On the way,,FedEx Ground
4223,391049782724,7/22/2025,Delivered,7/24/2025,FedEx Ground
5216,391049783135,7/22/2025,Out for delivery,,FedEx Ground
3590,391049783536,7/22/2025,Out for delivery,,FedEx Ground
468,391049783753,7/22/2025,Out for delivery,,FedEx Ground
480,391049784304,7/22/2025,Out for delivery,,FedEx Ground
310,391049784841,7/22/2025,On the way,,FedEx Ground
1928,391049785035,7/22/2025,Delivery updated,,FedEx Ground
2873,391049785090,7/22/2025,Delivery updated,,FedEx Ground
1480,391049785252,7/22/2025,Out for delivery,,FedEx Ground
2774,391049785458,7/22/2025,Out for delivery,,FedEx Ground
2643,391049786410,7/22/2025,Delivered,7/24/2025,FedEx Ground
3106,391049786454,7/22/2025,Delivery updated,,FedEx Ground
2613,391049786991,7/22/2025,On the way,,FedEx Ground
1115,391049787509,7/22/2025,On the way,,FedEx Ground
